query,phylum,family,ottid_species,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,class,order,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type
Ixodes fynbosensis,Arthropoda,Ixodidae,494667,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Nymphon phasmatoides,Arthropoda,Nymphonidae,486422,1566,Nymphonidae,"Wilson, 1878",accepted,NA,Family,1566,Nymphonidae,"Wilson, 1878",379609,Animalia,Pycnogonida,Pantopoda,NA,1,NA,NA,NA,NA,exact
Hydrachna,Arthropoda,Hydrachnidae,NULL,1578526,Hydrachnidae,"Leach, 1815",accepted,NA,Family,1578526,Hydrachnidae,"Leach, 1815",762090,Animalia,Arachnida,Trombidiformes,NA,NA,1,1,NA,NA,exact
Diapterobates humeralis,Arthropoda,Ceratozetidae,933170,449165,Ceratozetidae,"Jacot, 1925",accepted,NA,Family,449165,Ceratozetidae,"Jacot, 1925",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Trhypochthonius cladonicolus,Arthropoda,Trhypochthoniidae,240625,508146,Trhypochthoniidae,"Willman, 1931",accepted,NA,Family,508146,Trhypochthoniidae,"Willman, 1931",449172,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Trhypochthonius tectorum,Arthropoda,Trhypochthoniidae,953057,508146,Trhypochthoniidae,"Willman, 1931",accepted,NA,Family,508146,Trhypochthoniidae,"Willman, 1931",449172,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Heminothrus longisetosus,Arthropoda,Camisiidae,675994,449173,Camisiidae,"Oudemans, 1900",accepted,NA,Family,449173,Camisiidae,"Oudemans, 1900",449172,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,1,1,NA,exact
Mycobates conitus,Arthropoda,Mycobatidae,152758,449167,Mycobatidae,"Thor, 1937",accepted,NA,Family,449167,Mycobatidae,"Thor, 1937",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,1,1,NA,exact
Mycobates incurvatus,Arthropoda,Mycobatidae,152756,449167,Mycobatidae,"Thor, 1937",accepted,NA,Family,449167,Mycobatidae,"Thor, 1937",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,1,1,NA,exact
Hermannia reticulata,Arthropoda,Hermanniidae,675996,449169,Hermanniidae,"Sellnick, 1928",accepted,NA,Family,449169,Hermanniidae,"Sellnick, 1928",150323,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Scheloribates pallidulus,Arthropoda,Scheloribatidae,152762,449182,Scheloribatidae,"Jacot, 1935",accepted,NA,Family,449182,Scheloribatidae,"Jacot, 1935",449179,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Peloribates canadensis,Arthropoda,Haplozetidae,882325,508167,Haplozetidae,"Grandjean, 1936",accepted,NA,Family,508167,Haplozetidae,"Grandjean, 1936",449179,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Carabodes labyrinthicus,Arthropoda,Carabodidae,978612,449164,Carabodidae,"C.L. Koch, 1837",accepted,NA,Family,449164,Carabodidae,"C.L. Koch, 1837",150375,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Heminothrus,Arthropoda,Camisiidae,NULL,449173,Camisiidae,"Oudemans, 1900",accepted,NA,Family,449173,Camisiidae,"Oudemans, 1900",449172,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,1,1,NA,exact
Mycobates beringianus,Arthropoda,Mycobatidae,676012,449167,Mycobatidae,"Thor, 1937",accepted,NA,Family,449167,Mycobatidae,"Thor, 1937",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,1,1,NA,exact
Neoantistea magna,Arthropoda,Hahniidae,30940,510114,Hahniidae,"Bertkau, 1878",accepted,NA,Family,510114,Hahniidae,"Bertkau, 1878",150467,Animalia,Arachnida,Araneae,NA,1,NA,NA,1,NA,exact
Hahnia cinerea,Arthropoda,Hahniidae,301862,510114,Hahniidae,"Bertkau, 1878",accepted,NA,Family,510114,Hahniidae,"Bertkau, 1878",150467,Animalia,Arachnida,Araneae,NA,1,NA,NA,1,NA,exact
Dermacentor albipictus,Arthropoda,Ixodidae,165442,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ngarawa dirga,Arthropoda,Cyprididae,768722,146873,Cyprididae,"Baird, 1845",accepted,NA,Family,146873,Cyprididae,"Baird, 1845",127476,Animalia,Ostracoda,Podocopida,NA,1,1,1,0,0,exact
Amblyomma pattoni,Arthropoda,Ixodidae,348209,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Amblyomma testudinarium,Arthropoda,Ixodidae,784201,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Dermacentor steini,Arthropoda,Ixodidae,242713,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ixodes soricis,Arthropoda,Ixodidae,3525515,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Echinonyssus,Arthropoda,Laelapidae,NULL,150322,Laelapidae,"Berlese, 1892",accepted,NA,Family,150322,Laelapidae,"Berlese, 1892",762060,Animalia,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Peloribates pilosus,Arthropoda,Haplozetidae,882327,508167,Haplozetidae,"Grandjean, 1936",accepted,NA,Family,508167,Haplozetidae,"Grandjean, 1936",449179,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Iugoribates gracilis,Arthropoda,Ceratozetidae,357587,449165,Ceratozetidae,"Jacot, 1925",accepted,NA,Family,449165,Ceratozetidae,"Jacot, 1925",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Ghilarovizetes longisetosus,Arthropoda,Ceratozetidae,NULL,449165,Ceratozetidae,"Jacot, 1925",accepted,NA,Family,449165,Ceratozetidae,"Jacot, 1925",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Euscorpius italicus,Arthropoda,Euscorpiidae,616441,509935,Euscorpiidae,NA,accepted,NA,Family,509935,Euscorpiidae,NA,509933,Animalia,Arachnida,Scorpiones,NA,1,NA,NA,1,NA,exact
Euscorpius gamma,Arthropoda,Euscorpiidae,757666,509935,Euscorpiidae,NA,accepted,NA,Family,509935,Euscorpiidae,NA,509933,Animalia,Arachnida,Scorpiones,NA,1,NA,NA,1,NA,exact
Euscorpius concinnus,Arthropoda,Euscorpiidae,925239,509935,Euscorpiidae,NA,accepted,NA,Family,509935,Euscorpiidae,NA,509933,Animalia,Arachnida,Scorpiones,NA,1,NA,NA,1,NA,exact
Euscorpius sicanus,Arthropoda,Euscorpiidae,333721,509935,Euscorpiidae,NA,accepted,NA,Family,509935,Euscorpiidae,NA,509933,Animalia,Arachnida,Scorpiones,NA,1,NA,NA,1,NA,exact
Euscorpius solegladi,Arthropoda,Euscorpiidae,5743468,509935,Euscorpiidae,NA,accepted,NA,Family,509935,Euscorpiidae,NA,509933,Animalia,Arachnida,Scorpiones,NA,1,NA,NA,1,NA,exact
Euscorpius hadzii,Arthropoda,Euscorpiidae,68622,509935,Euscorpiidae,NA,accepted,NA,Family,509935,Euscorpiidae,NA,509933,Animalia,Arachnida,Scorpiones,NA,1,NA,NA,1,NA,exact
Camisia lapponica,Arthropoda,Camisiidae,1011709,449173,Camisiidae,"Oudemans, 1900",accepted,NA,Family,449173,Camisiidae,"Oudemans, 1900",449172,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,1,1,NA,exact
Diapterobates,Arthropoda,Ceratozetidae,NULL,449165,Ceratozetidae,"Jacot, 1925",accepted,NA,Family,449165,Ceratozetidae,"Jacot, 1925",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Neoantistea gosiuta,Arthropoda,Hahniidae,3560974,510114,Hahniidae,"Bertkau, 1878",accepted,NA,Family,510114,Hahniidae,"Bertkau, 1878",150467,Animalia,Arachnida,Araneae,NA,1,NA,NA,1,NA,exact
Cryphoeca montana,Arthropoda,Hahniidae,1023292,510114,Hahniidae,"Bertkau, 1878",accepted,NA,Family,510114,Hahniidae,"Bertkau, 1878",150467,Animalia,Arachnida,Araneae,NA,1,NA,NA,1,NA,exact
Nuisiana arboris,Arthropoda,Desidae,441271,378648,Desidae,"Pocock, 1895",accepted,NA,Family,378648,Desidae,"Pocock, 1895",150467,Animalia,Arachnida,Araneae,NA,1,NA,NA,1,NA,exact
Atergatopsis germaini,Arthropoda,Xanthidae,91723,106769,Xanthidae,"MacLeay, 1838",accepted,NA,Family,106769,Xanthidae,"MacLeay, 1838",106703,Animalia,Malacostraca,Decapoda,NA,1,1,NA,NA,NA,exact
Kurzia (genus in Opisthokonta,Arthropoda,Chydoridae,NULL,148356,Chydoridae,"Dybowski & Grochowski, 1894",accepted,NA,Family,148356,Chydoridae,"Dybowski & Grochowski, 1894",106259,Animalia,Branchiopoda,Anomopoda,NA,1,1,1,0,NA,exact
Potamocypris unicaudata,Arthropoda,Cyprididae,2962013,146873,Cyprididae,"Baird, 1845",accepted,NA,Family,146873,Cyprididae,"Baird, 1845",127476,Animalia,Ostracoda,Podocopida,NA,1,1,1,0,0,exact
Pergamasus vagabundus,Arthropoda,Parasitidae,6167714,150335,Parasitidae,NA,accepted,NA,Family,150335,Parasitidae,NA,762054,Animalia,Arachnida,Mesostigmata,NA,1,NA,NA,1,NA,exact
Phthiracarus boresetosus,Arthropoda,Phthiracaridae,3527291,449187,Phthiracaridae,"Perty, 1841",accepted,NA,Family,449187,Phthiracaridae,"Perty, 1841",150385,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Fuscozetes fuscipes,Arthropoda,Ceratozetidae,4685426,449165,Ceratozetidae,"Jacot, 1925",accepted,NA,Family,449165,Ceratozetidae,"Jacot, 1925",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Speleorchestes,Arthropoda,Nanorchestidae,NULL,150432,Nanorchestidae,NA,accepted,NA,Family,150432,Nanorchestidae,NA,762117,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Oribatula interrupta,Arthropoda,Oribatulidae,3528990,449181,Oribatulidae,"Thor, 1929",accepted,NA,Family,449181,Oribatulidae,"Thor, 1929",449179,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Anachipteria howardi,Arthropoda,Achipteriidae,894892,449178,Achipteriidae,"Thor, 1929",accepted,NA,Family,449178,Achipteriidae,"Thor, 1929",449177,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,NA,NA,exact
Ceratozetella thienemanni,Arthropoda,Ceratozetidae,933166,449165,Ceratozetidae,"Jacot, 1925",accepted,NA,Family,449165,Ceratozetidae,"Jacot, 1925",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Camisia horrida,Arthropoda,Camisiidae,665640,449173,Camisiidae,"Oudemans, 1900",accepted,NA,Family,449173,Camisiidae,"Oudemans, 1900",449172,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,1,1,NA,exact
Mucronothrus,Arthropoda,Trhypochthoniidae,NULL,508146,Trhypochthoniidae,"Willman, 1931",accepted,NA,Family,508146,Trhypochthoniidae,"Willman, 1931",449172,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Mycobates perates,Arthropoda,Mycobatidae,909193,449167,Mycobatidae,"Thor, 1937",accepted,NA,Family,449167,Mycobatidae,"Thor, 1937",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,1,1,NA,exact
Platynothrus punctatus,Arthropoda,Camisiidae,152745,449173,Camisiidae,"Oudemans, 1900",accepted,NA,Family,449173,Camisiidae,"Oudemans, 1900",449172,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,1,1,NA,exact
Rhysotritia ardua,Arthropoda,Euphthiracaridae,3526817,508152,Euphthiracaridae,"Jacot, 1930",accepted,NA,Family,508152,Euphthiracaridae,"Jacot, 1930",508131,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Neogymnobates luteus,Arthropoda,Ceratozetidae,357592,449165,Ceratozetidae,"Jacot, 1925",accepted,NA,Family,449165,Ceratozetidae,"Jacot, 1925",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Camisia biurus,Arthropoda,Camisiidae,1087593,449173,Camisiidae,"Oudemans, 1900",accepted,NA,Family,449173,Camisiidae,"Oudemans, 1900",449172,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,1,1,NA,exact
Dorycranosus acutidens,Arthropoda,Liacaridae,357576,449171,Liacaridae,"Sellnick, 1928",accepted,NA,Family,449171,Liacaridae,"Sellnick, 1928",449170,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,NA,NA,exact
Diapterobates notatus,Arthropoda,Ceratozetidae,933172,449165,Ceratozetidae,"Jacot, 1925",accepted,NA,Family,449165,Ceratozetidae,"Jacot, 1925",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Gammarus balutchi,Arthropoda,Gammaridae,931310,101383,Gammaridae,"Leach, 1814",accepted,NA,Family,101383,Gammaridae,"Leach, 1814",720708,Animalia,Malacostraca,Amphipoda,NA,1,1,1,NA,NA,exact
Aquanothrus montanus,Arthropoda,Ameronothridae,NULL,390787,Ameronothridae,"Willmann, 1931",accepted,NA,Family,390787,Ameronothridae,"Willmann, 1931",150374,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Magellozetes antarcticus,Arthropoda,Ceratozetidae,814918,449165,Ceratozetidae,"Jacot, 1925",accepted,NA,Family,449165,Ceratozetidae,"Jacot, 1925",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Platynothrus skottsbergii,Arthropoda,Camisiidae,271800,449173,Camisiidae,"Oudemans, 1900",accepted,NA,Family,449173,Camisiidae,"Oudemans, 1900",449172,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,1,1,NA,exact
Halozetes marionensis,Arthropoda,Ameronothridae,415384,390787,Ameronothridae,"Willmann, 1931",accepted,NA,Family,390787,Ameronothridae,"Willmann, 1931",150374,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Leptotrombidium,Arthropoda,Trombiculidae,NULL,509945,Trombiculidae,"Ewing, 1929",accepted,NA,Family,509945,Trombiculidae,"Ewing, 1929",762086,Animalia,Arachnida,Trombidiformes,NA,1,NA,NA,NA,NA,exact
Oribatella bulanovae,Arthropoda,Oribatellidae,407295,449176,Oribatellidae,"Jacot, 1925",accepted,NA,Family,449176,Oribatellidae,"Jacot, 1925",150381,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Nothrus pratensis,Arthropoda,Nothridae,152753,508148,Nothridae,"Berlese, 1896",accepted,NA,Family,508148,Nothridae,"Berlese, 1896",449172,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Cepheus (genus in Bilateria,Arthropoda,Cepheidae,NULL,449196,Cepheidae,"Berlese, 1896",unaccepted,synonym,Family,450497,Compactozetidae,"Luxton, 1988",450496,Animalia,Arachnida,Sarcoptiformes,NA,NA,NA,NA,NA,NA,exact
Cepheus (genus in Bilateria,Cnidaria,Cepheidae,NULL,135236,Cepheidae,"Agassiz, 1862",accepted,NA,Family,135236,Cepheidae,"Agassiz, 1862",1393803,Animalia,Scyphozoa,Rhizostomeae,NA,1,0,0,0,0,exact
Achipteria coleoptrata,Arthropoda,Achipteriidae,99285,449178,Achipteriidae,"Thor, 1929",accepted,NA,Family,449178,Achipteriidae,"Thor, 1929",449177,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,NA,NA,exact
Pilogalumna,Arthropoda,Galumnidae,NULL,449168,Galumnidae,"Jacot, 1925",accepted,NA,Family,449168,Galumnidae,"Jacot, 1925",150377,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Neonothrus humicola,Arthropoda,Camisiidae,882335,449173,Camisiidae,"Oudemans, 1900",accepted,NA,Family,449173,Camisiidae,"Oudemans, 1900",449172,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,1,1,NA,exact
Svalbardia (genus in Ecdysozoa,Arthropoda,Ceratozetidae,NULL,449165,Ceratozetidae,"Jacot, 1925",accepted,NA,Family,449165,Ceratozetidae,"Jacot, 1925",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Cheiroseius,Arthropoda,Ascidae,NULL,150321,Ascidae,NA,accepted,NA,Family,150321,Ascidae,NA,762058,Animalia,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Eupelops septentrionalis,Arthropoda,Phenopelopidae,675992,449186,Phenopelopidae,"Petrunkevitch, 1955",accepted,NA,Family,449186,Phenopelopidae,"Petrunkevitch, 1955",449185,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Propelops canadensis,Arthropoda,Phenopelopidae,882323,449186,Phenopelopidae,"Petrunkevitch, 1955",accepted,NA,Family,449186,Phenopelopidae,"Petrunkevitch, 1955",449185,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Linopodes,Arthropoda,Eupodidae,NULL,150434,Eupodidae,NA,accepted,NA,Family,150434,Eupodidae,NA,762071,Animalia,Arachnida,Trombidiformes,NA,1,NA,NA,1,NA,exact
Moritzoppia unicarinata,Arthropoda,Oppiidae,3529909,449174,Oppiidae,"Sellnick, 1937",accepted,NA,Family,449174,Oppiidae,"Sellnick, 1937",150380,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Neogymnobates,Arthropoda,Ceratozetidae,NULL,449165,Ceratozetidae,"Jacot, 1925",accepted,NA,Family,449165,Ceratozetidae,"Jacot, 1925",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Svalbardia paludicola,Arthropoda,Ceratozetidae,307576,449165,Ceratozetidae,"Jacot, 1925",accepted,NA,Family,449165,Ceratozetidae,"Jacot, 1925",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Dirksia cinctipes,Arthropoda,Hahniidae,3560996,510114,Hahniidae,"Bertkau, 1878",accepted,NA,Family,510114,Hahniidae,"Bertkau, 1878",150467,Animalia,Arachnida,Araneae,NA,1,NA,NA,1,NA,exact
Antistea brunnea,Arthropoda,Hahniidae,186879,510114,Hahniidae,"Bertkau, 1878",accepted,NA,Family,510114,Hahniidae,"Bertkau, 1878",150467,Animalia,Arachnida,Araneae,NA,1,NA,NA,1,NA,exact
Ethobuella tuonops,Arthropoda,Hahniidae,3561034,510114,Hahniidae,"Bertkau, 1878",accepted,NA,Family,510114,Hahniidae,"Bertkau, 1878",150467,Animalia,Arachnida,Araneae,NA,1,NA,NA,1,NA,exact
Cryphoeca exlineae,Arthropoda,Hahniidae,3560959,510114,Hahniidae,"Bertkau, 1878",accepted,NA,Family,510114,Hahniidae,"Bertkau, 1878",150467,Animalia,Arachnida,Araneae,NA,1,NA,NA,1,NA,exact
Neoantistea agilis,Arthropoda,Hahniidae,504332,510114,Hahniidae,"Bertkau, 1878",accepted,NA,Family,510114,Hahniidae,"Bertkau, 1878",150467,Animalia,Arachnida,Araneae,NA,1,NA,NA,1,NA,exact
Trhypochthonius silvestris,Arthropoda,Trhypochthoniidae,921526,508146,Trhypochthoniidae,"Willman, 1931",accepted,NA,Family,508146,Trhypochthoniidae,"Willman, 1931",449172,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Trhypochthonius japonicus,Arthropoda,Trhypochthoniidae,469208,508146,Trhypochthoniidae,"Willman, 1931",accepted,NA,Family,508146,Trhypochthoniidae,"Willman, 1931",449172,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Suctobelbella sarekensis,Arthropoda,Suctobelbidae,307586,508164,Suctobelbidae,"Jacot, 1938",accepted,NA,Family,508164,Suctobelbidae,"Jacot, 1938",150380,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Jacquinotia edwardsi,Arthropoda,Majidae,4667506,106760,Majidae,"Samouelle, 1819",accepted,NA,Family,106760,Majidae,"Samouelle, 1819",106700,Animalia,Malacostraca,Decapoda,NA,1,NA,NA,NA,NA,exact
Bosmina liederi,Arthropoda,Bosminidae,390247,106262,Bosminidae,"Baird, 1845",accepted,NA,Family,106262,Bosminidae,"Baird, 1845",106259,Animalia,Branchiopoda,Anomopoda,NA,1,1,1,0,NA,exact
Melanozetes meridianus,Arthropoda,Ceratozetidae,4685489,449165,Ceratozetidae,"Jacot, 1925",accepted,NA,Family,449165,Ceratozetidae,"Jacot, 1925",150376,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Carabodes femoralis,Arthropoda,Carabodidae,978614,449164,Carabodidae,"C.L. Koch, 1837",accepted,NA,Family,449164,Carabodidae,"C.L. Koch, 1837",150375,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Nothrus palustris,Arthropoda,Nothridae,206656,508148,Nothridae,"Berlese, 1896",accepted,NA,Family,508148,Nothridae,"Berlese, 1896",449172,Animalia,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Hahnia ononidum,Arthropoda,Hahniidae,3560895,510114,Hahniidae,"Bertkau, 1878",accepted,NA,Family,510114,Hahniidae,"Bertkau, 1878",150467,Animalia,Arachnida,Araneae,NA,1,NA,NA,1,NA,exact
Gammarus monospeliensis,Arthropoda,Gammaridae,496338,101383,Gammaridae,"Leach, 1814",accepted,NA,Family,101383,Gammaridae,"Leach, 1814",720708,Animalia,Malacostraca,Amphipoda,NA,1,1,1,NA,NA,exact
Gammarus semicarinatus,Arthropoda,Gammaridae,846621,101383,Gammaridae,"Leach, 1814",accepted,NA,Family,101383,Gammaridae,"Leach, 1814",720708,Animalia,Malacostraca,Amphipoda,NA,1,1,1,NA,NA,exact
Hydrachna conjecta,Arthropoda,Hydrachnidae,1003585,1578526,Hydrachnidae,"Leach, 1815",accepted,NA,Family,1578526,Hydrachnidae,"Leach, 1815",762090,Animalia,Arachnida,Trombidiformes,NA,NA,1,1,NA,NA,exact
Hydrachna globosa,Arthropoda,Hydrachnidae,1003587,1578526,Hydrachnidae,"Leach, 1815",accepted,NA,Family,1578526,Hydrachnidae,"Leach, 1815",762090,Animalia,Arachnida,Trombidiformes,NA,NA,1,1,NA,NA,exact
Chthonius dacnodes,Arthropoda,Chthoniidae,851667,150463,Chthoniidae,NA,accepted,NA,Family,150463,Chthoniidae,NA,467668,Animalia,Arachnida,Pseudoscorpionida,NA,1,NA,NA,1,NA,exact
Chthonius ischnocheles,Arthropoda,Chthoniidae,883059,150463,Chthoniidae,NA,accepted,NA,Family,150463,Chthoniidae,NA,467668,Animalia,Arachnida,Pseudoscorpionida,NA,1,NA,NA,1,NA,exact
Lagynochthonius,Arthropoda,Chthoniidae,NULL,150463,Chthoniidae,NA,accepted,NA,Family,150463,Chthoniidae,NA,467668,Animalia,Arachnida,Pseudoscorpionida,NA,1,NA,NA,1,NA,exact
Beierochelifer peloponnesiacus,Arthropoda,Cheliferidae,327118,231897,Cheliferidae,NA,accepted,NA,Family,231897,Cheliferidae,NA,467668,Animalia,Arachnida,Pseudoscorpionida,NA,1,NA,NA,1,NA,exact
Chernes hahnii,Arthropoda,Chernetidae,851671,509871,Chernetidae,NA,accepted,NA,Family,509871,Chernetidae,NA,467668,Animalia,Arachnida,Pseudoscorpionida,NA,1,NA,NA,1,NA,exact
Lamprochernes savignyi,Arthropoda,Chernetidae,1003581,509871,Chernetidae,NA,accepted,NA,Family,509871,Chernetidae,NA,467668,Animalia,Arachnida,Pseudoscorpionida,NA,1,NA,NA,1,NA,exact
Bisetocreagris,Arthropoda,Neobisiidae,NULL,118090,Neobisiidae,NA,accepted,NA,Family,118090,Neobisiidae,NA,467668,Animalia,Arachnida,Pseudoscorpionida,NA,1,NA,NA,1,NA,exact
Neobisium geronenses,Arthropoda,Neobisiidae,457590,118090,Neobisiidae,NA,accepted,NA,Family,118090,Neobisiidae,NA,467668,Animalia,Arachnida,Pseudoscorpionida,NA,1,NA,NA,1,NA,exact
Roncus,Arthropoda,Neobisiidae,NULL,118090,Neobisiidae,NA,accepted,NA,Family,118090,Neobisiidae,NA,467668,Animalia,Arachnida,Pseudoscorpionida,NA,1,NA,NA,1,NA,exact
Rhacochelifer maculatus,Arthropoda,Cheliferidae,941940,231897,Cheliferidae,NA,accepted,NA,Family,231897,Cheliferidae,NA,467668,Animalia,Arachnida,Pseudoscorpionida,NA,1,NA,NA,1,NA,exact
Iberina montana,Arthropoda,Hahniidae,3560920,510114,Hahniidae,"Bertkau, 1878",accepted,NA,Family,510114,Hahniidae,"Bertkau, 1878",150467,Animalia,Arachnida,Araneae,NA,1,NA,NA,1,NA,exact
Cytherissa sinistrodentata,Arthropoda,Cytherideidae,682030,127495,Cytherideidae,"Sars, 1925",accepted,NA,Family,127495,Cytherideidae,"Sars, 1925",127477,Animalia,Ostracoda,Podocopida,NA,1,1,NA,0,NA,exact
Cytherissa,Arthropoda,Cytherideidae,NULL,127495,Cytherideidae,"Sars, 1925",accepted,NA,Family,127495,Cytherideidae,"Sars, 1925",127477,Animalia,Ostracoda,Podocopida,NA,1,1,NA,0,NA,exact
Cytherissa sernovi,Arthropoda,Cytherideidae,682036,127495,Cytherideidae,"Sars, 1925",accepted,NA,Family,127495,Cytherideidae,"Sars, 1925",127477,Animalia,Ostracoda,Podocopida,NA,1,1,NA,0,NA,exact
Cytherissa crepera,Arthropoda,Cytherideidae,108005,127495,Cytherideidae,"Sars, 1925",accepted,NA,Family,127495,Cytherideidae,"Sars, 1925",127477,Animalia,Ostracoda,Podocopida,NA,1,1,NA,0,NA,exact
Cytherissa tuberculata,Arthropoda,Cytherideidae,338696,127495,Cytherideidae,"Sars, 1925",accepted,NA,Family,127495,Cytherideidae,"Sars, 1925",127477,Animalia,Ostracoda,Podocopida,NA,1,1,NA,0,NA,exact
Cytherissa plena,Arthropoda,Cytherideidae,108000,127495,Cytherideidae,"Sars, 1925",accepted,NA,Family,127495,Cytherideidae,"Sars, 1925",127477,Animalia,Ostracoda,Podocopida,NA,1,1,NA,0,NA,exact
Cytherissa pusilla,Arthropoda,Cytherideidae,792639,127495,Cytherideidae,"Sars, 1925",accepted,NA,Family,127495,Cytherideidae,"Sars, 1925",127477,Animalia,Ostracoda,Podocopida,NA,1,1,NA,0,NA,exact
Cytherissa lacustris,Arthropoda,Cytherideidae,42908,127495,Cytherideidae,"Sars, 1925",accepted,NA,Family,127495,Cytherideidae,"Sars, 1925",127477,Animalia,Ostracoda,Podocopida,NA,1,1,NA,0,NA,exact
