query,phylum,family,ottid_species,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,class,order,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type
Penestomus egazini,Arthropoda,Penestomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Penestomus,NA,NA,NA,NA,NA,NA
Seothyra annettae,Arthropoda,Eresidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Seothyra,NA,NA,NA,NA,NA,NA
Vidole capensis,Arthropoda,Phyxelididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Vidole,NA,NA,NA,NA,NA,NA
Zodarion,Arthropoda,Zodariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Zodarion,NA,NA,NA,NA,NA,NA
Ornithonyssus bacoti,Arthropoda,Macronyssidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Mesostigmata,Ornithonyssus,NA,NA,NA,NA,NA,NA
Iphiseius degenerans,Arthropoda,Phytoseiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Mesostigmata,Iphiseius,NA,NA,NA,NA,NA,NA
Phytoseiulus persimilis,Arthropoda,Phytoseiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Mesostigmata,Phytoseiulus,NA,NA,NA,NA,NA,NA
Demodex folliculorum,Arthropoda,Demodicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Demodex,NA,NA,NA,NA,NA,NA
Ornithonyssus sylviarum,Arthropoda,Macronyssidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Mesostigmata,Ornithonyssus,NA,NA,NA,NA,NA,NA
Cybaeus,Arthropoda,Cybaeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Cybaeus,NA,NA,NA,NA,NA,NA
Gubernatoria,Arthropoda,Gecarcinucidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malacostraca,Decapoda,Gubernatoria,NA,NA,NA,NA,NA,NA
Amblyseius swirskii,Arthropoda,Phytoseiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Mesostigmata,Amblyseius,NA,NA,NA,NA,NA,NA
Delena cancerides,Arthropoda,Sparassidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Delena,NA,NA,NA,NA,NA,NA
Delena,Arthropoda,Sparassidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Delena,NA,NA,NA,NA,NA,NA
Delena gloriosa,Arthropoda,Sparassidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Delena,NA,NA,NA,NA,NA,NA
Delena melanochelis,Arthropoda,Sparassidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Delena,NA,NA,NA,NA,NA,NA
Neosparassus punctatus,Arthropoda,Sparassidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Neosparassus,NA,NA,NA,NA,NA,NA
Holconia immanis,Arthropoda,Sparassidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Holconia,NA,NA,NA,NA,NA,NA
Olios,Arthropoda,Sparassidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Olios,NA,NA,NA,NA,NA,NA
Eidmannella pallida,Arthropoda,Nesticidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Eidmannella,NA,NA,NA,NA,NA,NA
Dermatophagoides farinae,Arthropoda,Pyroglyphidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Dermatophagoides,NA,NA,NA,NA,NA,NA
Sinopoda,Arthropoda,Sparassidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Sinopoda,NA,NA,NA,NA,NA,NA
Rhitymna pinangensis,Arthropoda,Sparassidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Rhitymna,NA,NA,NA,NA,NA,NA
Pseudopoda namkhan,Arthropoda,Sparassidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Pseudopoda,NA,NA,NA,NA,NA,NA
Damastes,Arthropoda,Sparassidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Damastes,NA,NA,NA,NA,NA,NA
Grallobia fulicae,Arthropoda,Pterolichidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Grallobia,NA,NA,NA,NA,NA,NA
Trouessartia,Arthropoda,Trouessartiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Trouessartia,NA,NA,NA,NA,NA,NA
Lynxacarus mustelae,Arthropoda,Listrophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Lynxacarus,NA,NA,NA,NA,NA,NA
Analges corvinus,Arthropoda,Analgidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Analges,NA,NA,NA,NA,NA,NA
Joubertophyllodes modularis,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Joubertophyllodes,NA,NA,NA,NA,NA,NA
Anhemialges longipes,Arthropoda,Analgidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Anhemialges,NA,NA,NA,NA,NA,NA
Myocoptidae,Arthropoda,Myocoptidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,NULL,NA,NA,NA,NA,NA,NA
Analges sturninus,Arthropoda,Analgidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Analges,NA,NA,NA,NA,NA,NA
Bonomoia,Arthropoda,Histiostomatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Bonomoia,NA,NA,NA,NA,NA,NA
Schizocarpus,Arthropoda,Listrophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Schizocarpus,NA,NA,NA,NA,NA,NA
Carpoglyphus lactis,Arthropoda,Carpoglyphidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Carpoglyphus,NA,NA,NA,NA,NA,NA
Euroglyphus,Arthropoda,Pyroglyphidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Euroglyphus,NA,NA,NA,NA,NA,NA
Avenzoaria totani,Arthropoda,Avenzoariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Avenzoaria,NA,NA,NA,NA,NA,NA
Syringobia longipenis,Arthropoda,Syringobiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Syringobia,NA,NA,NA,NA,NA,NA
Xoloptes blaszaki,Arthropoda,Pterolichidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Xoloptes,NA,NA,NA,NA,NA,NA
Diplaegidia columbae,Arthropoda,Analgidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Diplaegidia,NA,NA,NA,NA,NA,NA
Freyana anatina,Arthropoda,Freyanidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Freyana,NA,NA,NA,NA,NA,NA
Monojoubertia microphylla,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Monojoubertia,NA,NA,NA,NA,NA,NA
Proctophyllodes stylifer,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Proctophyllodes,NA,NA,NA,NA,NA,NA
Pteronyssoides striatus,Arthropoda,Pteronyssidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Pteronyssoides,NA,NA,NA,NA,NA,NA
Scutomegninia,Arthropoda,Avenzoariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Scutomegninia,NA,NA,NA,NA,NA,NA
Sturnotrogus truncatus,Arthropoda,Pteronyssidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Sturnotrogus,NA,NA,NA,NA,NA,NA
Pomeranzevia ninnii,Arthropoda,Avenzoariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Pomeranzevia,NA,NA,NA,NA,NA,NA
Hieracolichus,Arthropoda,Gabuciniidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Hieracolichus,NA,NA,NA,NA,NA,NA
Alycus roseus,Arthropoda,Alycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Alycus,NA,NA,NA,NA,NA,NA
Damaeidae,Arthropoda,Damaeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,NULL,NA,NA,NA,NA,NA,NA
Steganacarus spinosus,Arthropoda,Steganacaridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Steganacarus,NA,NA,NA,NA,NA,NA
Steganacarus applicatus,Arthropoda,Steganacaridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Steganacarus,NA,NA,NA,NA,NA,NA
Gymnodamaeus bicostatus,Arthropoda,Gymnodamaeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Gymnodamaeus,NA,NA,NA,NA,NA,NA
Eueremaeus oblongus,Arthropoda,Eremaeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Eueremaeus,NA,NA,NA,NA,NA,NA
Tegoribatidae,Arthropoda,Tegoribatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,NULL,NA,NA,NA,NA,NA,NA
Spatiodamaeus subverticillipes,Arthropoda,Damaeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Spatiodamaeus,NA,NA,NA,NA,NA,NA
Labidostomma luteum,Arthropoda,Labidostommatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Labidostomma,NA,NA,NA,NA,NA,NA
Lorryia,Arthropoda,Tydeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Lorryia,NA,NA,NA,NA,NA,NA
Labidostomma,Arthropoda,Labidostommatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Labidostomma,NA,NA,NA,NA,NA,NA
Cheyletus malaccensis,Arthropoda,Cheyletidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Cheyletus,NA,NA,NA,NA,NA,NA
Selenops bifurcatus,Arthropoda,Selenopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Selenops,NA,NA,NA,NA,NA,NA
Selenops insularis,Arthropoda,Selenopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Selenops,NA,NA,NA,NA,NA,NA
Selenops,Arthropoda,Selenopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Selenops,NA,NA,NA,NA,NA,NA
Selenops lindborgi,Arthropoda,Selenopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Selenops,NA,NA,NA,NA,NA,NA
Selenops mexicanus,Arthropoda,Selenopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Selenops,NA,NA,NA,NA,NA,NA
Selenops micropalpus,Arthropoda,Selenopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Selenops,NA,NA,NA,NA,NA,NA
Mimetus banksi,Arthropoda,Mimetidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Mimetus,NA,NA,NA,NA,NA,NA
Unduloribates undulatus,Arthropoda,Unduloribatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Unduloribates,NA,NA,NA,NA,NA,NA
Cymbaeremaeus cymba,Arthropoda,Cymbaeremaeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Cymbaeremaeus,NA,NA,NA,NA,NA,NA
Vestalenula marmonieri,Arthropoda,Darwinulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Podocopida,Vestalenula,NA,NA,NA,NA,NA,NA
Vestalenula matildae,Arthropoda,Darwinulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Podocopida,Vestalenula,NA,NA,NA,NA,NA,NA
Weintrauboa yele,Arthropoda,Pimoidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Weintrauboa,NA,NA,NA,NA,NA,NA
Acrobleps hygrophilus,Arthropoda,Mysmenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Acrobleps,NA,NA,NA,NA,NA,NA
Conculus,Arthropoda,Anapidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Conculus,NA,NA,NA,NA,NA,NA
Acrobleps,Arthropoda,Mysmenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Acrobleps,NA,NA,NA,NA,NA,NA
Anapisona kethleyi,Arthropoda,Anapidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Anapisona,NA,NA,NA,NA,NA,NA
Maymena ambita,Arthropoda,Mysmenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Maymena,NA,NA,NA,NA,NA,NA
Microdipoena guttata,Arthropoda,Mysmenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Microdipoena,NA,NA,NA,NA,NA,NA
Microdipoena nyungwe,Arthropoda,Mysmenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Microdipoena,NA,NA,NA,NA,NA,NA
Mysmenidae,Arthropoda,Mysmenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,NULL,NA,NA,NA,NA,NA,NA
Maymena,Arthropoda,Mysmenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Maymena,NA,NA,NA,NA,NA,NA
Trogloneta,Arthropoda,Mysmenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Trogloneta,NA,NA,NA,NA,NA,NA
Patu,Arthropoda,Symphytognathidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Patu,NA,NA,NA,NA,NA,NA
Symphytognathidae,Arthropoda,Symphytognathidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,NULL,NA,NA,NA,NA,NA,NA
Theridiosomatidae,Arthropoda,Theridiosomatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,NULL,NA,NA,NA,NA,NA,NA
Coddingtonia euryopoides,Arthropoda,Theridiosomatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Coddingtonia,NA,NA,NA,NA,NA,NA
Proctophyllodes egglestoni,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Proctophyllodes,NA,NA,NA,NA,NA,NA
Proctophyllodes polyxenus,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Proctophyllodes,NA,NA,NA,NA,NA,NA
Proctophyllodes ludovicianus,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Proctophyllodes,NA,NA,NA,NA,NA,NA
Proctophyllodes pheuctici,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Proctophyllodes,NA,NA,NA,NA,NA,NA
Proctophyllodes ateri,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Proctophyllodes,NA,NA,NA,NA,NA,NA
Proctophyllodes pari,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Proctophyllodes,NA,NA,NA,NA,NA,NA
Proctophyllodes picae,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Proctophyllodes,NA,NA,NA,NA,NA,NA
Proctophyllodes dendroicae,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Proctophyllodes,NA,NA,NA,NA,NA,NA
Proctophyllodes trisetosus,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Proctophyllodes,NA,NA,NA,NA,NA,NA
Proctophyllodes stoddardi,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Proctophyllodes,NA,NA,NA,NA,NA,NA
Amblyseius andersoni,Arthropoda,Phytoseiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Mesostigmata,Amblyseius,NA,NA,NA,NA,NA,NA
Hydryphantes,Arthropoda,Hydryphantidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Hydryphantes,NA,NA,NA,NA,NA,NA
Piona,Arthropoda,Pionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Piona,NA,NA,NA,NA,NA,NA
Ceratoppia quadridentata,Arthropoda,Ceratoppiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Ceratoppia,NA,NA,NA,NA,NA,NA
Phrurotimpus borealis,Arthropoda,Corinnidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Phrurotimpus,NA,NA,NA,NA,NA,NA
Agroeca ornata,Arthropoda,Liocranidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Agroeca,NA,NA,NA,NA,NA,NA
Demodex,Arthropoda,Demodicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Demodex,NA,NA,NA,NA,NA,NA
Demodex injai,Arthropoda,Demodicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Demodex,NA,NA,NA,NA,NA,NA
Elanapis aisen,Arthropoda,Anapidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Elanapis,NA,NA,NA,NA,NA,NA
Epeirotypus chavarria,Arthropoda,Theridiosomatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Epeirotypus,NA,NA,NA,NA,NA,NA
Microdipoena,Arthropoda,Mysmenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Microdipoena,NA,NA,NA,NA,NA,NA
Mysmena leichhardti,Arthropoda,Mysmenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Mysmena,NA,NA,NA,NA,NA,NA
Mysmena tasmaniae,Arthropoda,Mysmenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Mysmena,NA,NA,NA,NA,NA,NA
Taliniella vinki,Arthropoda,Micropholcommatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Taliniella,NA,NA,NA,NA,NA,NA
Normplatnicka barrettae,Arthropoda,Micropholcommatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Normplatnicka,NA,NA,NA,NA,NA,NA
Raveniella luteola,Arthropoda,Micropholcommatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Raveniella,NA,NA,NA,NA,NA,NA
Raveniella hickmani,Arthropoda,Micropholcommatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Raveniella,NA,NA,NA,NA,NA,NA
Raveniella arenacea,Arthropoda,Micropholcommatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Raveniella,NA,NA,NA,NA,NA,NA
Raveniella cirrata,Arthropoda,Micropholcommatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Raveniella,NA,NA,NA,NA,NA,NA
Raveniella janineae,Arthropoda,Micropholcommatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Raveniella,NA,NA,NA,NA,NA,NA
Raveniella mucronata,Arthropoda,Micropholcommatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Raveniella,NA,NA,NA,NA,NA,NA
Raveniella peckorum,Arthropoda,Micropholcommatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Raveniella,NA,NA,NA,NA,NA,NA
Raveniella subcirrata,Arthropoda,Micropholcommatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Raveniella,NA,NA,NA,NA,NA,NA
Pionidae,Arthropoda,Pionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,NULL,NA,NA,NA,NA,NA,NA
Piona alpicola,Arthropoda,Pionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Piona,NA,NA,NA,NA,NA,NA
Arrenurus,Arthropoda,Arrenuridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Arrenurus,NA,NA,NA,NA,NA,NA
Ceratoppia,Arthropoda,Ceratoppiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Ceratoppia,NA,NA,NA,NA,NA,NA
Leptus,Arthropoda,Erythraeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Leptus,NA,NA,NA,NA,NA,NA
Sparassidae,Arthropoda,Sparassidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,NULL,NA,NA,NA,NA,NA,NA
Haemogamasus,Arthropoda,Haemogamasidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Mesostigmata,Haemogamasus,NA,NA,NA,NA,NA,NA
Eremulus,Arthropoda,Eremulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Eremulus,NA,NA,NA,NA,NA,NA
Ameroseiidae,Arthropoda,Ameroseiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Mesostigmata,NULL,NA,NA,NA,NA,NA,NA
Phytoseiidae,Arthropoda,Phytoseiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Mesostigmata,NULL,NA,NA,NA,NA,NA,NA
Iurus kinzelbachi,Arthropoda,Iuridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Scorpiones,Iurus,NA,NA,NA,NA,NA,NA
Epidamaeus floccosus,Arthropoda,Damaeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Epidamaeus,NA,NA,NA,NA,NA,NA
Ero canionis,Arthropoda,Mimetidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Ero,NA,NA,NA,NA,NA,NA
Cybaeota calcarata,Arthropoda,Cybaeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Cybaeota,NA,NA,NA,NA,NA,NA
Cambridgea reinga,Arthropoda,Stiphidiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Cambridgea,NA,NA,NA,NA,NA,NA
Brachyura (infraorder in Protostomia,Arthropoda,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malacostraca,Decapoda,NULL,NA,NA,NA,NA,NA,NA
Selenops debilis,Arthropoda,Selenopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Selenops,NA,NA,NA,NA,NA,NA
Selenops simius,Arthropoda,Selenopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Selenops,NA,NA,NA,NA,NA,NA
Selenops curazao,Arthropoda,Selenopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Selenops,NA,NA,NA,NA,NA,NA
Selenops banksi,Arthropoda,Selenopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Selenops,NA,NA,NA,NA,NA,NA
