"","accession_1","accession_2","taxonID","phylum"
"4592","MAMN2220-18",NA,7711,"Chordata"
"4593","MAMN2222-18",NA,7711,"Chordata"
"4594","MAMN2223-18",NA,7711,"Chordata"
"4595","MAMN2224-18",NA,7711,"Chordata"
"4596","MAMN2225-18",NA,7711,"Chordata"
"4597","MAMN2228-18",NA,7711,"Chordata"
"4598","MAMN2229-18",NA,7711,"Chordata"
"4599","MAMN223-18",NA,7711,"Chordata"
"4600","MAMN2230-18",NA,7711,"Chordata"
"4601","MAMN2231-18",NA,7711,"Chordata"
"4602","MAMN2232-18",NA,7711,"Chordata"
"4603","MAMN2233-18",NA,7711,"Chordata"
"4604","MAMN2234-18",NA,7711,"Chordata"
"4605","MAMN2238-18",NA,7711,"Chordata"
"4606","MAMN2239-18",NA,7711,"Chordata"
"4607","MAMN224-18",NA,7711,"Chordata"
"4608","MAMN2241-18",NA,7711,"Chordata"
"4609","MAMN2242-18",NA,7711,"Chordata"
"4610","MAMN2247-18",NA,7711,"Chordata"
"4611","MAMN2249-18",NA,7711,"Chordata"
"4612","MAMN225-18",NA,7711,"Chordata"
"4613","MAMN2250-18",NA,7711,"Chordata"
"4614","MAMN2255-18",NA,7711,"Chordata"
"4615","MAMN2257-18",NA,7711,"Chordata"
"4616","MAMN2258-18",NA,7711,"Chordata"
"4617","MAMN2259-18",NA,7711,"Chordata"
"4618","MAMN226-18",NA,7711,"Chordata"
"4619","MAMN2261-18",NA,7711,"Chordata"
"4620","MAMN2264-18",NA,7711,"Chordata"
"4621","MAMN2265-18",NA,7711,"Chordata"
"4622","MAMN2267-18",NA,7711,"Chordata"
"4623","MAMN2270-18",NA,7711,"Chordata"
"4624","MAMN2271-18",NA,7711,"Chordata"
"4625","MAMN2272-18",NA,7711,"Chordata"
"4626","MAMN2273-18",NA,7711,"Chordata"
"4627","MAMN2274-18",NA,7711,"Chordata"
"4628","MAMN2275-18",NA,7711,"Chordata"
"4629","MAMN2276-18",NA,7711,"Chordata"
"4630","MAMN2277-18",NA,7711,"Chordata"
"4631","MAMN2278-18",NA,7711,"Chordata"
"4632","MAMN2279-18",NA,7711,"Chordata"
"4633","MAMN228-18",NA,7711,"Chordata"
"4634","MAMN2280-18",NA,7711,"Chordata"
"4635","MAMN2281-18",NA,7711,"Chordata"
"4636","MAMN2282-18",NA,7711,"Chordata"
"4637","MAMN2283-18",NA,7711,"Chordata"
"4638","MAMN2284-18",NA,7711,"Chordata"
"4639","MAMN2285-18",NA,7711,"Chordata"
"4640","MAMN2287-18",NA,7711,"Chordata"
"4641","MAMN2288-18",NA,7711,"Chordata"
"4642","MAMN2289-18",NA,7711,"Chordata"
"4643","MAMN229-18",NA,7711,"Chordata"
"4644","MAMN2290-18",NA,7711,"Chordata"
"4645","MAMN2291-18",NA,7711,"Chordata"
"4646","MAMN2294-18",NA,7711,"Chordata"
"4647","MAMN2298-18",NA,7711,"Chordata"
"4648","MAMN2299-18",NA,7711,"Chordata"
"4649","MAMN230-18",NA,7711,"Chordata"
"4650","MAMN2301-18",NA,7711,"Chordata"
"4651","MAMN2302-18",NA,7711,"Chordata"
"4652","MAMN2303-18",NA,7711,"Chordata"
"4653","MAMN2304-18",NA,7711,"Chordata"
"4654","MAMN2305-18",NA,7711,"Chordata"
"4655","MAMN2306-18",NA,7711,"Chordata"
"4656","MAMN2307-18",NA,7711,"Chordata"
"4657","MAMN2308-18",NA,7711,"Chordata"
"4658","MAMN2309-18",NA,7711,"Chordata"
"4659","MAMN231-18",NA,7711,"Chordata"
"4660","MAMN2312-18",NA,7711,"Chordata"
"4661","MAMN2314-18",NA,7711,"Chordata"
"4662","MAMN2315-18",NA,7711,"Chordata"
"4663","MAMN2316-18",NA,7711,"Chordata"
"4664","MAMN2317-18",NA,7711,"Chordata"
"4665","MAMN2318-18",NA,7711,"Chordata"
"4666","MAMN2319-18",NA,7711,"Chordata"
"4667","MAMN232-18",NA,7711,"Chordata"
"4668","MAMN2320-18",NA,7711,"Chordata"
"4669","MAMN2321-18",NA,7711,"Chordata"
"4670","MAMN2323-18",NA,7711,"Chordata"
"4671","MAMN2324-18",NA,7711,"Chordata"
"4672","MAMN2325-18",NA,7711,"Chordata"
"4673","MAMN2326-18",NA,7711,"Chordata"
"4674","MAMN2327-18",NA,7711,"Chordata"
"4675","MAMN2329-18",NA,7711,"Chordata"
"4676","MAMN2330-18",NA,7711,"Chordata"
"4677","MAMN2331-18",NA,7711,"Chordata"
"4678","MAMN2332-18",NA,7711,"Chordata"
"4679","MAMN2333-18",NA,7711,"Chordata"
"4680","MAMN2334-18",NA,7711,"Chordata"
"4681","MAMN2335-18",NA,7711,"Chordata"
"4682","MAMN2336-18",NA,7711,"Chordata"
"4683","MAMN2338-18",NA,7711,"Chordata"
"4684","MAMN2339-18",NA,7711,"Chordata"
"4685","MAMN234-18",NA,7711,"Chordata"
"4686","MAMN2342-18",NA,7711,"Chordata"
"4687","MAMN2343-18",NA,7711,"Chordata"
"4688","MAMN2344-18",NA,7711,"Chordata"
"4689","MAMN2345-18",NA,7711,"Chordata"
"4690","MAMN2348-18",NA,7711,"Chordata"
"4691","MAMN2349-18",NA,7711,"Chordata"
"4692","MAMN235-18",NA,7711,"Chordata"
"4693","MAMN2350-18",NA,7711,"Chordata"
"4694","MAMN2351-18",NA,7711,"Chordata"
"4695","MAMN2353-18",NA,7711,"Chordata"
"4696","MAMN2354-18",NA,7711,"Chordata"
"4697","MAMN2355-18",NA,7711,"Chordata"
"4698","MAMN2357-18",NA,7711,"Chordata"
"4699","MAMN2358-18",NA,7711,"Chordata"
"4700","MAMN2360-18",NA,7711,"Chordata"
"4701","MAMN2363-18",NA,7711,"Chordata"
"4702","MAMN2366-18",NA,7711,"Chordata"
"4703","MAMN2367-18",NA,7711,"Chordata"
"4704","MAMN2368-18",NA,7711,"Chordata"
"4705","MAMN237-18",NA,7711,"Chordata"
"4706","MAMN2370-18",NA,7711,"Chordata"
"4707","MAMN2372-18",NA,7711,"Chordata"
"4708","MAMN2373-18",NA,7711,"Chordata"
"4709","MAMN2374-18",NA,7711,"Chordata"
"4710","MAMN2376-18",NA,7711,"Chordata"
"4711","MAMN2378-18",NA,7711,"Chordata"
"4712","MAMN2379-18",NA,7711,"Chordata"
"4713","MAMN2380-18",NA,7711,"Chordata"
"4714","MAMN2381-18",NA,7711,"Chordata"
"4715","MAMN2386-18",NA,7711,"Chordata"
"4716","MAMN2387-18",NA,7711,"Chordata"
"4717","MAMN2389-18",NA,7711,"Chordata"
"4718","MAMN239-18",NA,7711,"Chordata"
"4719","MAMN2392-18",NA,7711,"Chordata"
"4720","MAMN2394-18",NA,7711,"Chordata"
"4721","MAMN2395-18",NA,7711,"Chordata"
"4722","MAMN2396-18",NA,7711,"Chordata"
"4723","MAMN2398-18",NA,7711,"Chordata"
"4724","MAMN2399-18",NA,7711,"Chordata"
"4725","MAMN240-18",NA,7711,"Chordata"
"4726","MAMN2401-18",NA,7711,"Chordata"
"4727","MAMN2402-18",NA,7711,"Chordata"
"4728","MAMN2406-18",NA,7711,"Chordata"
"4729","MAMN2407-18",NA,7711,"Chordata"
"4730","MAMN241-18",NA,7711,"Chordata"
"4731","MAMN2410-18",NA,7711,"Chordata"
"4732","MAMN2412-18",NA,7711,"Chordata"
"4733","MAMN2413-18",NA,7711,"Chordata"
"4734","MAMN2416-18",NA,7711,"Chordata"
"4735","MAMN2418-18",NA,7711,"Chordata"
"4736","MAMN2419-18",NA,7711,"Chordata"
"4737","MAMN2420-18",NA,7711,"Chordata"
"4738","MAMN2421-18",NA,7711,"Chordata"
"4739","MAMN2425-18",NA,7711,"Chordata"
"4740","MAMN2426-18",NA,7711,"Chordata"
"4741","MAMN2429-18",NA,7711,"Chordata"
"4742","MAMN243-18",NA,7711,"Chordata"
"4743","MAMN2434-18",NA,7711,"Chordata"
"4744","MAMN2435-18",NA,7711,"Chordata"
"4745","MAMN2436-18",NA,7711,"Chordata"
"4746","MAMN2437-18",NA,7711,"Chordata"
"4747","MAMN2438-18",NA,7711,"Chordata"
"4748","MAMN2439-18",NA,7711,"Chordata"
"4749","MAMN244-18",NA,7711,"Chordata"
"4750","MAMN2440-18",NA,7711,"Chordata"
"4751","MAMN2441-18",NA,7711,"Chordata"
"4752","MAMN2442-18",NA,7711,"Chordata"
"4753","MAMN2443-18",NA,7711,"Chordata"
"4754","MAMN2444-18",NA,7711,"Chordata"
"4755","MAMN2445-18",NA,7711,"Chordata"
"4756","MAMN2447-18",NA,7711,"Chordata"
"4757","MAMN2448-18",NA,7711,"Chordata"
"4758","MAMN2449-18",NA,7711,"Chordata"
"4759","MAMN245-18",NA,7711,"Chordata"
"4760","MAMN2450-18",NA,7711,"Chordata"
"4761","MAMN2451-18",NA,7711,"Chordata"
"4762","MAMN2452-18",NA,7711,"Chordata"
"4763","MAMN2453-18",NA,7711,"Chordata"
"4764","MAMN2454-18",NA,7711,"Chordata"
"4765","MAMN2455-18",NA,7711,"Chordata"
"4766","MAMN2456-18",NA,7711,"Chordata"
"4767","MAMN2457-18",NA,7711,"Chordata"
"4768","MAMN2458-18",NA,7711,"Chordata"
"4769","MAMN2459-18",NA,7711,"Chordata"
"4770","MAMN246-18",NA,7711,"Chordata"
"4771","MAMN2460-18",NA,7711,"Chordata"
"4772","MAMN2461-18",NA,7711,"Chordata"
"4773","MAMN2463-18",NA,7711,"Chordata"
"4774","MAMN2464-18",NA,7711,"Chordata"
"4775","MAMN2466-18",NA,7711,"Chordata"
"4776","MAMN2468-18",NA,7711,"Chordata"
"4777","MAMN2469-18",NA,7711,"Chordata"
"4778","MAMN247-18",NA,7711,"Chordata"
"4779","MAMN2470-18",NA,7711,"Chordata"
"4780","MAMN2471-18",NA,7711,"Chordata"
"4781","MAMN2472-18",NA,7711,"Chordata"
"4782","MAMN2473-18",NA,7711,"Chordata"
"4783","MAMN2474-18",NA,7711,"Chordata"
"4784","MAMN2475-18",NA,7711,"Chordata"
"4785","MAMN2476-18",NA,7711,"Chordata"
"4786","MAMN2477-18",NA,7711,"Chordata"
"4787","MAMN2479-18",NA,7711,"Chordata"
"4788","MAMN248-18",NA,7711,"Chordata"
"4789","MAMN2480-18",NA,7711,"Chordata"
"4790","MAMN2481-18",NA,7711,"Chordata"
"4791","MAMN2482-18",NA,7711,"Chordata"
"4792","MAMN2483-18",NA,7711,"Chordata"
"4793","MAMN2484-18",NA,7711,"Chordata"
"4794","MAMN2485-18",NA,7711,"Chordata"
"4795","MAMN2486-18",NA,7711,"Chordata"
"4796","MAMN2487-18",NA,7711,"Chordata"
"4797","MAMN2488-18",NA,7711,"Chordata"
"4798","MAMN2489-18",NA,7711,"Chordata"
"4799","MAMN2490-18",NA,7711,"Chordata"
"4800","MAMN2491-18",NA,7711,"Chordata"
"4801","MAMN2492-18",NA,7711,"Chordata"
"4802","MAMN2493-18",NA,7711,"Chordata"
"4803","MAMN2494-18",NA,7711,"Chordata"
"4804","MAMN2496-18",NA,7711,"Chordata"
"4805","MAMN2497-18",NA,7711,"Chordata"
"4806","MAMN2498-18",NA,7711,"Chordata"
"4807","MAMN2499-18",NA,7711,"Chordata"
"4808","MAMN250-18",NA,7711,"Chordata"
"4809","MAMN2500-18",NA,7711,"Chordata"
"4810","MAMN2501-18",NA,7711,"Chordata"
"4811","MAMN2502-18",NA,7711,"Chordata"
"4812","MAMN2503-18",NA,7711,"Chordata"
"4813","MAMN2504-18",NA,7711,"Chordata"
"4814","MAMN2506-18",NA,7711,"Chordata"
"4815","MAMN2507-18",NA,7711,"Chordata"
"4816","MAMN2508-18",NA,7711,"Chordata"
"4817","MAMN2509-18",NA,7711,"Chordata"
"4818","MAMN2510-18",NA,7711,"Chordata"
"4819","MAMN2511-18",NA,7711,"Chordata"
"4820","MAMN2512-18",NA,7711,"Chordata"
"4821","MAMN2513-18",NA,7711,"Chordata"
"4822","MAMN2514-18",NA,7711,"Chordata"
"4823","MAMN2518-18",NA,7711,"Chordata"
"4824","MAMN2519-18",NA,7711,"Chordata"
"4825","MAMN252-18",NA,7711,"Chordata"
"4826","MAMN2520-18",NA,7711,"Chordata"
"4827","MAMN2521-18",NA,7711,"Chordata"
"4828","MAMN2522-18",NA,7711,"Chordata"
"4829","MAMN2523-18",NA,7711,"Chordata"
"4830","MAMN2524-18",NA,7711,"Chordata"
"4831","MAMN2526-18",NA,7711,"Chordata"
"4832","MAMN2527-18",NA,7711,"Chordata"
"4833","MAMN2529-18",NA,7711,"Chordata"
"4834","MAMN253-18",NA,7711,"Chordata"
"4835","MAMN2532-18",NA,7711,"Chordata"
"4836","MAMN2533-18",NA,7711,"Chordata"
"4837","MAMN2535-18",NA,7711,"Chordata"
"4838","MAMN2536-18",NA,7711,"Chordata"
"4839","MAMN2538-18",NA,7711,"Chordata"
"4840","MAMN254-18",NA,7711,"Chordata"
"4841","MAMN2544-18",NA,7711,"Chordata"
"4842","MAMN2547-18",NA,7711,"Chordata"
"4843","MAMN2549-18",NA,7711,"Chordata"
"4844","MAMN255-18",NA,7711,"Chordata"
"4845","MAMN2550-18",NA,7711,"Chordata"
"4846","MAMN2555-18",NA,7711,"Chordata"
"4847","MAMN2556-18",NA,7711,"Chordata"
"4848","MAMN2557-18",NA,7711,"Chordata"
"4849","MAMN2558-18",NA,7711,"Chordata"
"4850","MAMN2559-18",NA,7711,"Chordata"
"4851","MAMN256-18",NA,7711,"Chordata"
"4852","MAMN2560-18",NA,7711,"Chordata"
"4853","MAMN2561-18",NA,7711,"Chordata"
"4854","MAMN2562-18",NA,7711,"Chordata"
"4855","MAMN2563-18",NA,7711,"Chordata"
"4856","MAMN2564-18",NA,7711,"Chordata"
"4857","MAMN2569-18",NA,7711,"Chordata"
"4858","MAMN257-18",NA,7711,"Chordata"
"4859","MAMN2570-18",NA,7711,"Chordata"
"4860","MAMN2571-18",NA,7711,"Chordata"
"4861","MAMN2573-18",NA,7711,"Chordata"
"4862","MAMN2574-18",NA,7711,"Chordata"
"4863","MAMN2575-18",NA,7711,"Chordata"
"4864","MAMN2576-18",NA,7711,"Chordata"
"4865","MAMN2578-18",NA,7711,"Chordata"
"4866","MAMN258-18",NA,7711,"Chordata"
"4867","MAMN2580-18",NA,7711,"Chordata"
"4868","MAMN2581-18",NA,7711,"Chordata"
"4869","MAMN2584-18",NA,7711,"Chordata"
"4870","MAMN2585-18",NA,7711,"Chordata"
"4871","MAMN2587-18",NA,7711,"Chordata"
"4872","MAMN2589-18",NA,7711,"Chordata"
"4873","MAMN259-18",NA,7711,"Chordata"
"4874","MAMN2590-18",NA,7711,"Chordata"
"4875","MAMN2592-18",NA,7711,"Chordata"
"4876","MAMN260-18",NA,7711,"Chordata"
"4877","MAMN2600-18",NA,7711,"Chordata"
"4878","MAMN2602-18",NA,7711,"Chordata"
"4879","MAMN2604-18",NA,7711,"Chordata"
"4880","MAMN2607-18",NA,7711,"Chordata"
"4881","MAMN2609-18",NA,7711,"Chordata"
"4882","MAMN2616-18",NA,7711,"Chordata"
"4883","MAMN2617-18",NA,7711,"Chordata"
"4884","MAMN2620-18",NA,7711,"Chordata"
"4885","MAMN2624-18",NA,7711,"Chordata"
"4886","MAMN2643-18",NA,7711,"Chordata"
"4887","MAMN265-18",NA,7711,"Chordata"
"4888","MAMN2652-18",NA,7711,"Chordata"
"4889","MAMN2655-18",NA,7711,"Chordata"
"4890","MAMN2656-18",NA,7711,"Chordata"
"4891","MAMN266-18",NA,7711,"Chordata"
"4892","MAMN2665-18",NA,7711,"Chordata"
"4893","MAMN2666-18",NA,7711,"Chordata"
"4894","MAMN2673-18",NA,7711,"Chordata"
"4895","MAMN2674-18",NA,7711,"Chordata"
"4896","MAMN2676-18",NA,7711,"Chordata"
"4897","MAMN2679-18",NA,7711,"Chordata"
"4898","MAMN2685-18",NA,7711,"Chordata"
"4899","MAMN2688-18",NA,7711,"Chordata"
"4900","MAMN2691-18",NA,7711,"Chordata"
"4901","MAMN2695-18",NA,7711,"Chordata"
"4902","MAMN2699-18",NA,7711,"Chordata"
"4903","MAMN270-18",NA,7711,"Chordata"
"4904","MAMN2700-18",NA,7711,"Chordata"
"4905","MAMN2704-18",NA,7711,"Chordata"
"4906","MAMN2706-18",NA,7711,"Chordata"
"4907","MAMN2707-18",NA,7711,"Chordata"
"4908","MAMN2710-18",NA,7711,"Chordata"
"4909","MAMN2711-18",NA,7711,"Chordata"
"4910","MAMN2713-18",NA,7711,"Chordata"
"4911","MAMN2714-18",NA,7711,"Chordata"
"4912","MAMN2716-18",NA,7711,"Chordata"
"4913","MAMN2720-18",NA,7711,"Chordata"
"4914","MAMN2721-18",NA,7711,"Chordata"
"4915","MAMN2722-18",NA,7711,"Chordata"
"4916","MAMN2723-18",NA,7711,"Chordata"
"4917","MAMN2724-18",NA,7711,"Chordata"
"4918","MAMN2727-18",NA,7711,"Chordata"
"4919","MAMN2728-18",NA,7711,"Chordata"
"4920","MAMN2729-18",NA,7711,"Chordata"
"4921","MAMN2730-18",NA,7711,"Chordata"
"4922","MAMN2731-18",NA,7711,"Chordata"
"4923","MAMN2732-18",NA,7711,"Chordata"
"4924","MAMN2733-18",NA,7711,"Chordata"
"4925","MAMN2734-18",NA,7711,"Chordata"
"4926","MAMN2735-18",NA,7711,"Chordata"
"4927","MAMN2736-18",NA,7711,"Chordata"
"4928","MAMN2737-18",NA,7711,"Chordata"
"4929","MAMN2740-18",NA,7711,"Chordata"
"4930","MAMN2741-19",NA,7711,"Chordata"
"4931","MAMN2742-19",NA,7711,"Chordata"
"4932","MAMN2743-19",NA,7711,"Chordata"
"4933","MAMN2744-19",NA,7711,"Chordata"
"4934","MAMN2745-19",NA,7711,"Chordata"
"4935","MAMN2746-19",NA,7711,"Chordata"
"4936","MAMN2748-19",NA,7711,"Chordata"
"4937","MAMN2749-19",NA,7711,"Chordata"
"4938","MAMN2750-19",NA,7711,"Chordata"
"4939","MAMN2751-19",NA,7711,"Chordata"
"4940","MAMN2752-19",NA,7711,"Chordata"
"4941","MAMN2754-19",NA,7711,"Chordata"
"4942","MAMN2755-19",NA,7711,"Chordata"
"4943","MAMN2756-19",NA,7711,"Chordata"
"4944","MAMN2757-19",NA,7711,"Chordata"
"4945","MAMN2758-19",NA,7711,"Chordata"
"4946","MAMN2759-19",NA,7711,"Chordata"
"4947","MAMN2760-19",NA,7711,"Chordata"
"4948","MAMN2761-19",NA,7711,"Chordata"
"4949","MAMN2762-19",NA,7711,"Chordata"
"4950","MAMN2763-19",NA,7711,"Chordata"
"4951","MAMN2764-19",NA,7711,"Chordata"
"4952","MAMN2765-19",NA,7711,"Chordata"
"4953","MAMN277-18",NA,7711,"Chordata"
"4954","MAMN2770-19",NA,7711,"Chordata"
"4955","MAMN2771-19",NA,7711,"Chordata"
"4956","MAMN2772-19",NA,7711,"Chordata"
"4957","MAMN2774-19",NA,7711,"Chordata"
"4958","MAMN2775-19",NA,7711,"Chordata"
"4959","MAMN2776-19",NA,7711,"Chordata"
"4960","MAMN2778-19",NA,7711,"Chordata"
"4961","MAMN2779-19",NA,7711,"Chordata"
"4962","MAMN2782-19",NA,7711,"Chordata"
"4963","MAMN2786-19",NA,7711,"Chordata"
"4964","MAMN2789-19",NA,7711,"Chordata"
"4965","MAMN2791-19",NA,7711,"Chordata"
"4966","MAMN2792-19",NA,7711,"Chordata"
"4967","MAMN2794-19",NA,7711,"Chordata"
"4968","MAMN2795-19",NA,7711,"Chordata"
"4969","MAMN2796-19",NA,7711,"Chordata"
"4970","MAMN2799-19",NA,7711,"Chordata"
"4971","MAMN2800-19",NA,7711,"Chordata"
"4972","MAMN2801-19",NA,7711,"Chordata"
"4973","MAMN2802-19",NA,7711,"Chordata"
"4974","MAMN2803-19",NA,7711,"Chordata"
"4975","MAMN2805-19",NA,7711,"Chordata"
"4976","MAMN2806-19",NA,7711,"Chordata"
"4977","MAMN2808-19",NA,7711,"Chordata"
"4978","MAMN2809-19",NA,7711,"Chordata"
"4979","MAMN281-18",NA,7711,"Chordata"
"4980","MAMN2811-19",NA,7711,"Chordata"
"4981","MAMN2812-19",NA,7711,"Chordata"
"4982","MAMN2817-19",NA,7711,"Chordata"
"4983","MAMN2819-19",NA,7711,"Chordata"
"4984","MAMN2823-19",NA,7711,"Chordata"
"4985","MAMN2824-19",NA,7711,"Chordata"
"4986","MAMN2826-19",NA,7711,"Chordata"
"4987","MAMN2828-19",NA,7711,"Chordata"
"4988","MAMN2831-19",NA,7711,"Chordata"
"4989","MAMN2832-19",NA,7711,"Chordata"
"4990","MAMN2835-19",NA,7711,"Chordata"
"4991","MAMN2838-19",NA,7711,"Chordata"
"4992","MAMN2841-19",NA,7711,"Chordata"
"4993","MAMN2846-19",NA,7711,"Chordata"
"4994","MAMN2848-19",NA,7711,"Chordata"
"4995","MAMN2850-19",NA,7711,"Chordata"
"4996","MAMN2851-19",NA,7711,"Chordata"
"4997","MAMN2852-19",NA,7711,"Chordata"
"4998","MAMN2854-19",NA,7711,"Chordata"
"4999","MAMN2855-19",NA,7711,"Chordata"
"5000","MAMN2859-19",NA,7711,"Chordata"
"5001","MAMN286-18",NA,7711,"Chordata"
"5002","MAMN2860-19",NA,7711,"Chordata"
"5003","MAMN2861-19",NA,7711,"Chordata"
"5004","MAMN2862-19",NA,7711,"Chordata"
"5005","MAMN2863-19",NA,7711,"Chordata"
"5006","MAMN2864-19",NA,7711,"Chordata"
"5007","MAMN2865-19",NA,7711,"Chordata"
"5008","MAMN2866-19",NA,7711,"Chordata"
"5009","MAMN2867-19",NA,7711,"Chordata"
"5010","MAMN2868-19",NA,7711,"Chordata"
"5011","MAMN2869-19",NA,7711,"Chordata"
"5012","MAMN2870-19",NA,7711,"Chordata"
"5013","MAMN2872-19",NA,7711,"Chordata"
"5014","MAMN2873-19",NA,7711,"Chordata"
"5015","MAMN2874-19",NA,7711,"Chordata"
"5016","MAMN2875-19",NA,7711,"Chordata"
"5017","MAMN2876-19",NA,7711,"Chordata"
"5018","MAMN2877-19",NA,7711,"Chordata"
"5019","MAMN2878-19",NA,7711,"Chordata"
"5020","MAMN2879-19",NA,7711,"Chordata"
"5021","MAMN2880-19",NA,7711,"Chordata"
"5022","MAMN2887-19",NA,7711,"Chordata"
"5023","MAMN2888-19",NA,7711,"Chordata"
"5024","MAMN2892-19",NA,7711,"Chordata"
"5025","MAMN2893-19",NA,7711,"Chordata"
"5026","MAMN2894-19",NA,7711,"Chordata"
"5027","MAMN2895-19",NA,7711,"Chordata"
"5028","MAMN2901-19",NA,7711,"Chordata"
"5029","MAMN2903-19",NA,7711,"Chordata"
"5030","MAMN2904-19",NA,7711,"Chordata"
"5031","MAMN2905-19",NA,7711,"Chordata"
"5032","MAMN2906-19",NA,7711,"Chordata"
"5033","MAMN2908-19",NA,7711,"Chordata"
"5034","MAMN2909-19",NA,7711,"Chordata"
"5035","MAMN2912-19",NA,7711,"Chordata"
"5036","MAMN2913-19",NA,7711,"Chordata"
"5037","MAMN2914-19",NA,7711,"Chordata"
"5038","MAMN2916-19",NA,7711,"Chordata"
"5039","MAMN2917-19",NA,7711,"Chordata"
"5040","MAMN2918-19",NA,7711,"Chordata"
"5041","MAMN2919-19",NA,7711,"Chordata"
"5042","MAMN2920-19",NA,7711,"Chordata"
"5043","MAMN2921-19",NA,7711,"Chordata"
"5044","MAMN2922-19",NA,7711,"Chordata"
"5045","MAMN2925-19",NA,7711,"Chordata"
"5046","MAMN2929-19",NA,7711,"Chordata"
"5047","MAMN293-18",NA,7711,"Chordata"
"5048","MAMN2933-19",NA,7711,"Chordata"
"5049","MAMN2934-19",NA,7711,"Chordata"
"5050","MAMN2935-19",NA,7711,"Chordata"
"5051","MAMN2936-19",NA,7711,"Chordata"
"5052","MAMN2938-19",NA,7711,"Chordata"
"5053","MAMN2939-19",NA,7711,"Chordata"
"5054","MAMN2940-19",NA,7711,"Chordata"
"5055","MAMN2941-19",NA,7711,"Chordata"
"5056","MAMN2943-19",NA,7711,"Chordata"
"5057","MAMN2946-19",NA,7711,"Chordata"
"5058","MAMN2948-19",NA,7711,"Chordata"
"5059","MAMN295-18",NA,7711,"Chordata"
"5060","MAMN2951-19",NA,7711,"Chordata"
"5061","MAMN2952-19",NA,7711,"Chordata"
"5062","MAMN2953-19",NA,7711,"Chordata"
"5063","MAMN2954-19",NA,7711,"Chordata"
"5064","MAMN2955-19",NA,7711,"Chordata"
"5065","MAMN2956-19",NA,7711,"Chordata"
"5066","MAMN296-18",NA,7711,"Chordata"
"5067","MAMN299-18",NA,7711,"Chordata"
"5068","MAMN300-18",NA,7711,"Chordata"
"5069","MAMN3037-19",NA,7711,"Chordata"
"5070","MAMN3038-19",NA,7711,"Chordata"
"5071","MAMN3039-19",NA,7711,"Chordata"
"5072","MAMN3040-19",NA,7711,"Chordata"
"5073","MAMN3041-19",NA,7711,"Chordata"
"5074","MAMN3042-19",NA,7711,"Chordata"
"5075","MAMN3044-19",NA,7711,"Chordata"
"5076","MAMN3045-19",NA,7711,"Chordata"
"5077","MAMN3046-19",NA,7711,"Chordata"
"5078","MAMN3049-19",NA,7711,"Chordata"
"5079","MAMN3050-19",NA,7711,"Chordata"
"5080","MAMN3051-19",NA,7711,"Chordata"
"5081","MAMN3053-19",NA,7711,"Chordata"
"5082","MAMN3055-19",NA,7711,"Chordata"
"5083","MAMN3056-19",NA,7711,"Chordata"
"5084","MAMN3057-19",NA,7711,"Chordata"
"5085","MAMN3058-19",NA,7711,"Chordata"
"5086","MAMN3059-19",NA,7711,"Chordata"
"5087","MAMN3060-19",NA,7711,"Chordata"
"5088","MAMN3061-19",NA,7711,"Chordata"
"5089","MAMN3062-19",NA,7711,"Chordata"
"5090","MAMN3063-19",NA,7711,"Chordata"
"5091","MAMN3064-19",NA,7711,"Chordata"
"5092","MAMN3065-19",NA,7711,"Chordata"
"5093","MAMN3066-19",NA,7711,"Chordata"
"5094","MAMN3067-19",NA,7711,"Chordata"
"5095","MAMN3068-19",NA,7711,"Chordata"
"5096","MAMN3069-19",NA,7711,"Chordata"
"5097","MAMN3070-19",NA,7711,"Chordata"
"5098","MAMN3071-19",NA,7711,"Chordata"
"5099","MAMN3073-19",NA,7711,"Chordata"
"5100","MAMN3074-19",NA,7711,"Chordata"
"5101","MAMN3075-19",NA,7711,"Chordata"
"5102","MAMN3076-19",NA,7711,"Chordata"
"5103","MAMN3077-19",NA,7711,"Chordata"
"5104","MAMN3079-19",NA,7711,"Chordata"
"5105","MAMN3081-19",NA,7711,"Chordata"
"5106","MAMN3085-19",NA,7711,"Chordata"
"5107","MAMN3086-19",NA,7711,"Chordata"
"5108","MAMN3087-19",NA,7711,"Chordata"
"5109","MAMN3089-19",NA,7711,"Chordata"
"5110","MAMN3090-19",NA,7711,"Chordata"
"5111","MAMN3091-19",NA,7711,"Chordata"
"5112","MAMN3092-19",NA,7711,"Chordata"
"5113","MAMN3096-19",NA,7711,"Chordata"
"5114","MAMN3098-19",NA,7711,"Chordata"
"5115","MAMN3099-19",NA,7711,"Chordata"
"5116","MAMN3101-19",NA,7711,"Chordata"
"5117","MAMN3102-19",NA,7711,"Chordata"
"5118","MAMN3107-19",NA,7711,"Chordata"
"5119","MAMN3108-19",NA,7711,"Chordata"
"5120","MAMN3109-19",NA,7711,"Chordata"
"5121","MAMN3112-19",NA,7711,"Chordata"
"5122","MAMN3113-19",NA,7711,"Chordata"
"5123","MAMN3114-19",NA,7711,"Chordata"
"5124","MAMN3117-19",NA,7711,"Chordata"
"5125","MAMN3119-19",NA,7711,"Chordata"
"5126","MAMN3123-19",NA,7711,"Chordata"
"5127","MAMN3124-19",NA,7711,"Chordata"
"5128","MAMN3125-19",NA,7711,"Chordata"
"5129","MAMN3130-19",NA,7711,"Chordata"
"5130","MAMN3131-19",NA,7711,"Chordata"
