"","query","usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","acceptedusagekey","note"
"10094","Gymnothorax rueppellii",7601662,"Gymnothorax ruppellii (McClelland, 1844)","species","SYNONYM","FUZZY","Gymnothorax ruppellii",92,"Animalia","Chordata","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax rueppelliae",1,44,204,495,2953,2403463,2403768,TRUE,"Actinopterygii",2403768,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=0"
"10095","Gymnothorax rueppellii",2403768,"Gymnothorax rueppelliae (McClelland, 1844)","species","ACCEPTED","FUZZY","Gymnothorax rueppelliae",90,"Animalia","Chordata","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax rueppelliae",1,44,204,495,2953,2403463,2403768,FALSE,"Actinopterygii",NA,"Similarity: name=90; authorship=0; classification=-2; rank=5; status=1"
"10096","Gymnothorax rueppellii",2403770,"Gymnothorax ruepelliae (McClelland, 1844)","species","SYNONYM","FUZZY","Gymnothorax ruepelliae",90,"Animalia","Chordata","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax rueppelliae",1,44,204,495,2953,2403463,2403768,TRUE,"Actinopterygii",2403768,"Similarity: name=90; authorship=0; classification=-2; rank=5; status=0"
"10099","Taeniura meyeni",5215814,"Taeniura meyeni Müller & Henle, 1841","species","SYNONYM","EXACT","Taeniura meyeni",98,"Animalia","Chordata","Myliobatiformes","Dasyatidae","Taeniurops","Taeniurops meyeni",1,44,121,8214029,2195,7893495,7193839,TRUE,"Elasmobranchii",7193839,NA
"10100","Taeniura meyeni",5215817,"Taeniura meyemi Müller & Henle, 1841","species","SYNONYM","FUZZY","Taeniura meyemi",92,"Animalia","Chordata","Myliobatiformes","Dasyatidae","Taeniurops","Taeniurops meyeni",1,44,121,8214029,2195,7893495,7193839,TRUE,"Elasmobranchii",7193839,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=0"
"10116","Cyprinus multitaeniata",2367221,"Cyprinus multitaeniata Pellegrin & Chevey, 1936","species","SYNONYM","EXACT","Cyprinus multitaeniata",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus multitaeniatus",1,44,204,1153,7336,2347697,2367222,TRUE,"Actinopterygii",2367222,NA
"10117","Cyprinus multitaeniata",2367222,"Cyprinus multitaeniatus Pellegrin & Chevey, 1936","species","ACCEPTED","FUZZY","Cyprinus multitaeniatus",94,"Animalia","Chordata","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus multitaeniatus",1,44,204,1153,7336,2347697,2367222,FALSE,"Actinopterygii",NA,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=1"
"10146","Anematichthys armatus",8350353,"Anematichthys armatus (Valenciennes, 1842)","species","SYNONYM","EXACT","Anematichthys armatus",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Cyclocheilichthys","Cyclocheilichthys armatus",1,44,204,1153,7336,2364410,2364411,TRUE,"Actinopterygii",2364411,NA
"10163","Ladigesocypris ghigii",2363050,"Ladigesocypris ghigii (Gianferrari, 1927)","species","SYNONYM","EXACT","Ladigesocypris ghigii",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Squalius","Squalius ghigii",1,44,204,1153,7336,2365677,7193633,TRUE,"Actinopterygii",7193633,NA
"10187","Phoxinus lumaireul",4409654,"Phoxinus lumaireul (Schinz, 1840)","species","SYNONYM","EXACT","Phoxinus lumaireul",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Phoxinus","Phoxinus phoxinus",1,44,204,1153,7336,3241387,4409653,TRUE,"Actinopterygii",4409653,NA
"10192","Tropidophoxinellus callensis",10261943,"Tropidophoxinellus callensis (Guichenot, 1850)","species","SYNONYM","EXACT","Tropidophoxinellus callensis",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Pseudophoxinus","Pseudophoxinus callensis",1,44,204,1153,7336,2360933,2360939,TRUE,"Actinopterygii",2360939,NA
"10197","Anaecypris punica",2360379,"Anaecypris Collares-Pereira, 1983","genus","ACCEPTED","HIGHERRANK","Anaecypris",94,"Animalia","Chordata","Cypriniformes","Cyprinidae","Anaecypris",NA,1,44,204,1153,7336,2360379,NA,FALSE,"Actinopterygii",NA,NA
"10204","Rutilus aula",2359649,"Rutilus aula (Bonaparte, 1841)","species","SYNONYM","EXACT","Rutilus aula",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Leucos","Leucos aula",1,44,204,1153,7336,2365816,7639231,TRUE,"Actinopterygii",7639231,NA
"10207","Rutilus basak",2359670,"Rutilus basak (Heckel, 1843)","species","SYNONYM","EXACT","Rutilus basak",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Leucos","Leucos basak",1,44,204,1153,7336,2365816,2359671,TRUE,"Actinopterygii",2359671,NA
"10210","Rutilus prespensis",2359676,"Rutilus prespensis (Karaman, 1924)","species","SYNONYM","EXACT","Rutilus prespensis",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Leucos","Leucos basak",1,44,204,1153,7336,2365816,2359671,TRUE,"Actinopterygii",2359671,NA
"10251","Hyphessobrycon uruguayensis",2354510,"Hyphessobrycon uruguayensis (Fowler, 1943)","species","SYNONYM","EXACT","Hyphessobrycon uruguayensis",98,"Animalia","Chordata","Characiformes","Characidae","Ectrepopterus","Ectrepopterus uruguayensis",1,44,204,537,7201,4817446,7193771,TRUE,"Actinopterygii",7193771,NA
"10253","Esox flaviae",6167927,"Esox flaviae Lucentini, Puletti, Ricciolini, Gigliarelli, Fontaneto, Lanfaloni, Bilò, Natali & Panara, 2011","species","SYNONYM","EXACT","Esox flaviae",98,"Animalia","Chordata","Esociformes","Esocidae","Esox","Esox cisalpinus",1,44,204,548,7662,2346628,6167926,TRUE,"Actinopterygii",6167926,NA
"10260","Tachysurus vachellii",7192938,"Tachysurus vachellii (Richardson, 1846)","species","SYNONYM","EXACT","Tachysurus vachellii",98,"Animalia","Chordata","Siluriformes","Bagridae","Pseudobagrus","Pseudobagrus vachellii",1,44,204,708,8974,2338336,5851632,TRUE,"Actinopterygii",5851632,NA
"10488","Pelates sexlineatus",5208655,"Pelates sexlineatus (Quoy & Gaimard, 1825)","species","SYNONYM","EXACT","Pelates sexlineatus",98,"Animalia","Chordata","Perciformes","Terapontidae","Helotes","Helotes sexlineatus",1,44,204,587,5072,2374517,2374590,TRUE,"Actinopterygii",2374590,NA
"10494","Ariosoma kapala",10105256,"Ariosoma kapala (Castle, 1990)","species","SYNONYM","EXACT","Ariosoma kapala",98,"Animalia","Chordata","Anguilliformes","Congridae","Poeciloconger","Poeciloconger kapala",1,44,204,495,2951,2403449,2403450,TRUE,"Actinopterygii",2403450,NA
"10736","Labrisomus guppyi",2389676,"Labrisomus guppyi (Norman, 1922)","species","SYNONYM","EXACT","Labrisomus guppyi",98,"Animalia","Chordata","Perciformes","Labrisomidae","Gobioclinus","Gobioclinus guppyi",1,44,204,587,4280,4576287,7577389,TRUE,"Actinopterygii",7577389,NA
"10737","Labrisomus striatus",2389670,"Labrisomus striatus Hubbs, 1953","species","SYNONYM","EXACT","Labrisomus striatus",98,"Animalia","Chordata","Perciformes","Labrisomidae","Brockius","Brockius striatus",1,44,204,587,4280,4817513,7481911,TRUE,"Actinopterygii",7481911,NA
"10817","Barilius tileo",2363328,"Barilius tileo (Hamilton, 1822)","species","SYNONYM","EXACT","Barilius tileo",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Opsarius","Opsarius tileo",1,44,204,1153,7336,5205416,5787919,TRUE,"Actinopterygii",5787919,NA
"10820","Homaloptera montana",2358563,"Homaloptera montana Herre, 1945","species","SYNONYM","EXACT","Homaloptera montana",98,"Animalia","Chordata","Cypriniformes","Balitoridae","Ghatsa","Ghatsa montana",1,44,204,1153,3383,9603945,9357826,TRUE,"Actinopterygii",9357826,NA
"10837","Schistura montana",5205143,"Schistura montana McClelland, 1838","species","SYNONYM","EXACT","Schistura montana",98,"Animalia","Chordata","Cypriniformes","Nemacheilidae","Paraschistura","Paraschistura montana",1,44,204,1153,6759123,4837867,5962849,TRUE,"Actinopterygii",5962849,NA
"10838","Schistura montana",5205145,"Schistura montanus McClelland, 1838","species","SYNONYM","FUZZY","Schistura montanus",94,"Animalia","Chordata","Cypriniformes","Nemacheilidae","Paraschistura","Paraschistura montana",1,44,204,1153,6759123,4837867,5962849,TRUE,"Actinopterygii",5962849,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"10855","Schizopyge dolichonema",2359962,"Schizopyge Heckel, 1847","genus","ACCEPTED","HIGHERRANK","Schizopyge",92,"Animalia","Chordata","Cypriniformes","Cyprinidae","Schizopyge",NA,1,44,204,1153,7336,2359962,NA,FALSE,"Actinopterygii",NA,NA
"10857","Schizopyge nukiangensis",2359962,"Schizopyge Heckel, 1847","genus","ACCEPTED","HIGHERRANK","Schizopyge",92,"Animalia","Chordata","Cypriniformes","Cyprinidae","Schizopyge",NA,1,44,204,1153,7336,2359962,NA,FALSE,"Actinopterygii",NA,NA
"10861","Schizothorax lissolabiata",2363697,"Schizothorax lissolabiatus Tsao, 1964","species","ACCEPTED","FUZZY","Schizothorax lissolabiatus",96,"Animalia","Chordata","Cypriniformes","Cyprinidae","Schizothorax","Schizothorax lissolabiatus",1,44,204,1153,7336,2363554,2363697,FALSE,"Actinopterygii",NA,NA
"10865","Oreinus myzostomus",2366241,"Oreinus McClelland, 1838","genus","ACCEPTED","HIGHERRANK","Oreinus",94,"Animalia","Chordata","Cypriniformes","Cyprinidae","Oreinus",NA,1,44,204,1153,7336,2366241,NA,FALSE,"Actinopterygii",NA,NA
"10866","Oreinus elongatus",2366241,"Oreinus McClelland, 1838","genus","ACCEPTED","HIGHERRANK","Oreinus",94,"Animalia","Chordata","Cypriniformes","Cyprinidae","Oreinus",NA,1,44,204,1153,7336,2366241,NA,FALSE,"Actinopterygii",NA,NA
"10894","Acanthorhodeus gracilis",2363358,"Acanthorhodeus gracilis Regan, 1908","species","SYNONYM","EXACT","Acanthorhodeus gracilis",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Acanthorhodeus","Acanthorhodeus chankaensis",1,44,204,1153,7336,8184444,2363347,TRUE,"Actinopterygii",2363347,NA
"10897","Acheilognathus signifer",2359396,"Acheilognathus signifer Berg, 1907","species","SYNONYM","EXACT","Acheilognathus signifer",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Tanakia","Tanakia signifer",1,44,204,1153,7336,2366944,2359397,TRUE,"Actinopterygii",2359397,NA
"10975","Gnatholepis scapulostigma",4353567,"Gnatholepis scapulostigma Herre, 1953","species","SYNONYM","EXACT","Gnatholepis scapulostigma",98,"Animalia","Chordata","Perciformes","Gobiidae","Gnatholepis","Gnatholepis cauerensis",1,44,204,587,4274,2378695,4285928,TRUE,"Actinopterygii",4285928,NA
"10996","Tiaroga cobitis",2359828,"Tiaroga cobitis Girard, 1856","species","SYNONYM","EXACT","Tiaroga cobitis",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Rhinichthys","Rhinichthys cobitis",1,44,204,1153,7336,2359788,2359827,TRUE,"Actinopterygii",2359827,NA
"11012","Hybopsis zanema",2366625,"Hybopsis zanema (Jordan & Brayton, 1878)","species","SYNONYM","EXACT","Hybopsis zanema",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Cyprinella","Cyprinella zanema",1,44,204,1153,7336,2367069,5207602,TRUE,"Actinopterygii",5207602,NA
"11043","Entosphenus hubbsi",2421237,"Entosphenus hubbsi Vladykov & Kott, 1976","species","SYNONYM","EXACT","Entosphenus hubbsi",98,"Animalia","Chordata","Petromyzontiformes","Petromyzontidae","Lampetra","Lampetra hubbsi",1,44,239,771,2212,2421329,5216466,TRUE,"Cephalaspidomorphi",5216466,NA
"11184","Coris frerei",5209770,"Coris frerei Günther, 1867","species","SYNONYM","EXACT","Coris frerei",98,"Animalia","Chordata","Perciformes","Labridae","Coris","Coris formosa",1,44,204,587,8535,2384561,5209768,TRUE,"Actinopterygii",5209768,NA
"11185","Coris frerei",5209771,"Coris freri Günther, 1867","species","SYNONYM","FUZZY","Coris freri",94,"Animalia","Chordata","Perciformes","Labridae","Coris","Coris formosa",1,44,204,587,8535,2384561,5209768,TRUE,"Actinopterygii",5209768,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"11217","Rogadius prionotus",2335802,"Rogadius prionotus (Sauvage, 1873)","species","SYNONYM","EXACT","Rogadius prionotus",98,"Animalia","Chordata","Scorpaeniformes","Platycephalidae","Sorsogona","Sorsogona prionota",1,44,204,590,5101,2335792,2335798,TRUE,"Actinopterygii",2335798,NA
"11227","Lutjanus avus",2356953,"Lutjanus Bloch, 1790","genus","ACCEPTED","HIGHERRANK","Lutjanus",94,"Animalia","Chordata","Perciformes","Lutjanidae","Lutjanus",NA,1,44,204,587,8542,2356953,NA,FALSE,"Actinopterygii",NA,NA
"11453","Strophidon dorsalis",8683359,"Strophidon dorsalis (Seale, 1917)","species","SYNONYM","EXACT","Strophidon dorsalis",98,"Animalia","Chordata","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax dorsalis",1,44,204,495,2953,2403463,2403968,TRUE,"Actinopterygii",2403968,NA
"11496","Dasyatis sabina",2419514,"Dasyatis sabina (Lesueur, 1824)","species","SYNONYM","EXACT","Dasyatis sabina",98,"Animalia","Chordata","Myliobatiformes","Dasyatidae","Hypanus","Hypanus sabinus",1,44,121,8214029,2195,4853261,9245001,TRUE,"Elasmobranchii",9245001,NA
"11500","Chaenobryttus gulosus",2394509,"Chaenobryttus gulosus (Cuvier, 1829)","species","SYNONYM","EXACT","Chaenobryttus gulosus",98,"Animalia","Chordata","Perciformes","Centrarchidae","Lepomis","Lepomis gulosus",1,44,204,587,8513,2394482,2394507,TRUE,"Actinopterygii",2394507,NA
"11503","Herichthys pantostictus",2373134,"Herichthys pantostictus (Taylor & Miller, 1983)","species","SYNONYM","EXACT","Herichthys pantostictus",98,"Animalia","Chordata","Perciformes","Cichlidae","Nosferatu","Nosferatu pantostictus",1,44,204,587,8522,9469344,7589752,TRUE,"Actinopterygii",7589752,NA
"11604","Trimma caudomaculata",2378630,"Trimma caudomaculata Yoshino & Araga, 1975","species","SYNONYM","EXACT","Trimma caudomaculata",98,"Animalia","Chordata","Perciformes","Gobiidae","Trimma","Trimma tevegae",1,44,204,587,4274,2378538,2378629,TRUE,"Actinopterygii",2378629,NA
"11605","Trimma caudomaculata",2378631,"Trimma caudomaculatum Yoshino & Araga, 1975","species","SYNONYM","FUZZY","Trimma caudomaculatum",94,"Animalia","Chordata","Perciformes","Gobiidae","Trimma","Trimma tevegae",1,44,204,587,4274,2378538,2378629,TRUE,"Actinopterygii",2378629,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"11715","Stiphodon hydroreibatus",2376109,"Stiphodon hydroreibatus Watson, 1999","species","SYNONYM","EXACT","Stiphodon hydroreibatus",98,"Animalia","Chordata","Perciformes","Gobiidae","Stiphodon","Stiphodon hydoreibatus",1,44,204,587,4274,2376093,2376110,TRUE,"Actinopterygii",2376110,NA
"11716","Stiphodon hydroreibatus",2376110,"Stiphodon hydoreibatus Watson, 1999","species","ACCEPTED","FUZZY","Stiphodon hydoreibatus",92,"Animalia","Chordata","Perciformes","Gobiidae","Stiphodon","Stiphodon hydoreibatus",1,44,204,587,4274,2376093,2376110,FALSE,"Actinopterygii",NA,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=1"
"11747","Planilisa melinopterus",9520622,"Planiliza melinopterus (Valenciennes, 1836)","species","ACCEPTED","FUZZY","Planiliza melinopterus",84,"Animalia","Chordata","Mugiliformes","Mugilidae","Planiliza","Planiliza melinopterus",1,44,204,1067,8473,4835954,9520622,FALSE,"Actinopterygii",NA,NA
"11789","Rhonciscus branickii",2382942,"Rhonciscus Jordan & Evermann, 1896","genus","SYNONYM","HIGHERRANK","Rhonciscus",94,"Animalia","Chordata","Perciformes","Haemulidae","Pomadasys",NA,1,44,204,587,4276,2382821,NA,TRUE,"Actinopterygii",2382821,NA
"11797","Rhencus panamensis",2382855,"Rhencus panamensis (Steindachner, 1876)","species","SYNONYM","EXACT","Rhencus panamensis",98,"Animalia","Chordata","Perciformes","Haemulidae","Pomadasys","Pomadasys panamensis",1,44,204,587,4276,2382821,2382854,TRUE,"Actinopterygii",2382854,NA
"11843","Bothrocara zestum",8890521,"Bothrocara zesta Jordan & Fowler, 1902","species","ACCEPTED","FUZZY","Bothrocara zesta",96,"Animalia","Chordata","Perciformes","Zoarcidae","Bothrocara","Bothrocara zesta",1,44,204,587,5079,2380905,8890521,FALSE,"Actinopterygii",NA,NA
"12000","Dagetichthys marginatus",2410022,"Dagetichthys marginatus (Boulenger, 1900)","species","SYNONYM","EXACT","Dagetichthys marginatus",98,"Animalia","Chordata","Pleuronectiformes","Soleidae","Synaptura","Synaptura marginata",1,44,204,588,8612,2410000,2410020,TRUE,"Actinopterygii",2410020,NA
"12009","Serranus knysnaensis",2388713,"Serranus knysnaensis Gilchrist, 1904","species","SYNONYM","EXACT","Serranus knysnaensis",98,"Animalia","Chordata","Perciformes","Serranidae","Serranus","Serranus cabrilla",1,44,204,587,8597,9373339,2388710,TRUE,"Actinopterygii",2388710,NA
"12076","Repomucenus belcheri",2386712,"Repomucenus Whitley, 1931","genus","ACCEPTED","HIGHERRANK","Repomucenus",94,"Animalia","Chordata","Perciformes","Callionymidae","Repomucenus",NA,1,44,204,587,8511,2386712,NA,FALSE,"Actinopterygii",NA,NA
"12083","Yongeichthys nebulosus",2378118,"Yongeichthys nebulosus (Forsskål, 1775)","species","SYNONYM","EXACT","Yongeichthys nebulosus",98,"Animalia","Chordata","Perciformes","Gobiidae","Acentrogobius","Acentrogobius nebulosus",1,44,204,587,4274,2376393,2378123,TRUE,"Actinopterygii",2378123,NA
"12299","Serranus auriga",2388706,"Serranus auriga (Cuvier, 1829)","species","SYNONYM","EXACT","Serranus auriga",98,"Animalia","Chordata","Perciformes","Serranidae","Dules","Dules auriga",1,44,204,587,8597,2374733,2388707,TRUE,"Actinopterygii",2388707,NA
"12319","Cteniloricaria fowleri",2340093,"Cteniloricaria fowleri (Pellegrin, 1908)","species","SYNONYM","EXACT","Cteniloricaria fowleri",98,"Animalia","Chordata","Siluriformes","Loricariidae","Harttia","Harttia fowleri",1,44,204,708,5158,2340491,7192989,TRUE,"Actinopterygii",7192989,NA
"12340","Mycteroperca marginata",9089597,"Mycteroperca marginata (Lowe, 1834)","species","SYNONYM","EXACT","Mycteroperca marginata",98,"Animalia","Chordata","Perciformes","Serranidae","Epinephelus","Epinephelus marginatus",1,44,204,587,8597,2335319,2388507,TRUE,"Actinopterygii",2388507,NA
"12494","Megaderma lyra",2433351,"Megaderma lyra É.Geoffroy Saint-Hilaire, 1810","species","SYNONYM","EXACT","Megaderma lyra",98,"Animalia","Chordata","Chiroptera","Megadermatidae","Lyroderma","Lyroderma lyra",1,44,359,734,5718,4832158,10742349,TRUE,"Mammalia",10742349,NA
"12529","Archamia lineolata",2397389,"Archamia lineolata (Cuvier, 1828)","species","SYNONYM","EXACT","Archamia lineolata",98,"Animalia","Chordata","Perciformes","Apogonidae","Taeniamia","Taeniamia lineolata",1,44,204,587,4236,7485483,8373241,TRUE,"Actinopterygii",8373241,NA
"12530","Archamia lineolata",2397390,"Archamia lineolatus (Cuvier, 1828)","species","SYNONYM","FUZZY","Archamia lineolatus",94,"Animalia","Chordata","Perciformes","Apogonidae","Taeniamia","Taeniamia lineolata",1,44,204,587,4236,7485483,8373241,TRUE,"Actinopterygii",8373241,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"12739","Neomerinthe rotunda",2334827,"Neomerinthe rotunda Chen, 1981","species","SYNONYM","EXACT","Neomerinthe rotunda",98,"Animalia","Chordata","Scorpaeniformes","Scorpaenidae","Neomerinthe","Neomerinthe erostris",1,44,204,590,4508,2334826,8130193,TRUE,"Actinopterygii",8130193,NA
"12740","Neoscombrops annectens",2381565,"Neoscombrops annectens Gilchrist, 1922","species","SYNONYM","EXACT","Neoscombrops annectens",98,"Animalia","Chordata","Perciformes","Acropomatidae","Neoscombrops","Neoscombrops cynodon",1,44,204,587,8486,2381564,2381567,TRUE,"Actinopterygii",2381567,NA
"12830","Rhinobatos annulatus",2419033,"Rhinobatos annulatus Müller & Henle, 1841","species","SYNONYM","EXACT","Rhinobatos annulatus",98,"Animalia","Chordata","Rhinopristiformes","Rhinobatidae","Acroteriobatus","Acroteriobatus annulatus",1,44,121,9412443,5876,4842851,8502641,TRUE,"Elasmobranchii",8502641,NA
"12844","Sillago chondropus",2391927,"Sillago chondropus Bleeker, 1849","species","SYNONYM","EXACT","Sillago chondropus",98,"Animalia","Chordata","Perciformes","Sillaginidae","Sillaginopodys","Sillaginopodys chondropus",1,44,204,587,5067,2391987,2391928,TRUE,"Actinopterygii",2391928,NA
"12874","Umbrina robinsoni",2399663,"Umbrina robinsoni Gilchrist & Thompson, 1908","species","SYNONYM","EXACT","Umbrina robinsoni",98,"Animalia","Chordata","Perciformes","Sciaenidae","Umbrina","Umbrina ronchus",1,44,204,587,5062,2399651,2399658,TRUE,"Actinopterygii",2399658,NA
"12876","Valamugil buchanani",2400978,"Valamugil buchanani (Bleeker, 1853)","species","SYNONYM","EXACT","Valamugil buchanani",98,"Animalia","Chordata","Mugiliformes","Mugilidae","Crenimugil","Crenimugil buchanani",1,44,204,1067,8473,2401006,9365562,TRUE,"Actinopterygii",9365562,NA
"12877","Valamugil buchanani",2400984,"Valamugil buchanari (Bleeker, 1853)","species","SYNONYM","FUZZY","Valamugil buchanari",92,"Animalia","Chordata","Mugiliformes","Mugilidae","Crenimugil","Crenimugil buchanani",1,44,204,1067,8473,2401006,9365562,TRUE,"Actinopterygii",9365562,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=0"
"12878","Valamugil robustus",2400967,"Valamugil robustus (Günther, 1861)","species","SYNONYM","EXACT","Valamugil robustus",98,"Animalia","Chordata","Mugiliformes","Mugilidae","Osteomugil","Osteomugil robustus",1,44,204,1067,8473,4840681,9321107,TRUE,"Actinopterygii",9321107,NA
"12917","Peckoltia sabaji",5202088,"Peckoltia sabaji Armbruster, 2003","species","SYNONYM","EXACT","Peckoltia sabaji",98,"Animalia","Chordata","Siluriformes","Loricariidae","Hemiancistrus","Hemiancistrus sabaji",1,44,204,708,5158,2340139,7192956,TRUE,"Actinopterygii",7192956,NA
"12972","Alestes batesii",2356356,"Alestes batesii Boulenger, 1903","species","SYNONYM","EXACT","Alestes batesii",98,"Animalia","Chordata","Characiformes","Alestidae","Brycinus","Brycinus batesii",1,44,204,537,7199,2356281,2356355,TRUE,"Actinopterygii",2356355,NA
"12980","Alestes grandisquamis",2356316,"Alestes grandisquamis Boulenger, 1899","species","SYNONYM","EXACT","Alestes grandisquamis",98,"Animalia","Chordata","Characiformes","Alestidae","Brycinus","Brycinus grandisquamis",1,44,204,537,7199,2356281,2356313,TRUE,"Actinopterygii",2356313,NA
"12987","Alestes comptus",2356092,"Alestes comptus Roberts & Stewart, 1976","species","SYNONYM","EXACT","Alestes comptus",98,"Animalia","Chordata","Characiformes","Alestidae","Brycinus","Brycinus comptus",1,44,204,537,7199,2356281,5788360,TRUE,"Actinopterygii",5788360,NA
"12990","Alestes bimaculatus",2356383,"Alestes bimaculatus Boulenger, 1899","species","SYNONYM","EXACT","Alestes bimaculatus",98,"Animalia","Chordata","Characiformes","Alestidae","Brycinus","Brycinus bimaculatus",1,44,204,537,7199,2356281,2356381,TRUE,"Actinopterygii",2356381,NA
"13083","Rasbora gracilis",2359567,"Rasbora gracilis Kottelat, 1991","species","SYNONYM","EXACT","Rasbora gracilis",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Trigonopoma","Trigonopoma gracile",1,44,204,1153,7336,4837771,5962670,TRUE,"Actinopterygii",5962670,NA
"13101","Cociella crocodila",2335743,"Cociella crocodila (Cuvier, 1829)","species","SYNONYM","EXACT","Cociella crocodila",97,"Animalia","Chordata","Scorpaeniformes","Platycephalidae","Cociella","Cociella crocodilus",1,44,204,590,5101,2335826,9668865,TRUE,"Actinopterygii",9668865,NA
"13102","Cociella crocodila",9128995,"Cociella crocodila (Tilesius, 1814)","species","SYNONYM","EXACT","Cociella crocodila",97,"Animalia","Chordata","Scorpaeniformes","Platycephalidae","Cociella","Cociella crocodilus",1,44,204,590,5101,2335826,9668865,TRUE,"Actinopterygii",9668865,"Similarity: name=110; authorship=0; classification=-2; rank=5; status=0"
"13103","Cociella crocodila",9668865,"Cociella crocodilus (Cuvier, 1829)","species","ACCEPTED","FUZZY","Cociella crocodilus",94,"Animalia","Chordata","Scorpaeniformes","Platycephalidae","Cociella","Cociella crocodilus",1,44,204,590,5101,2335826,9668865,FALSE,"Actinopterygii",NA,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=1"
"13104","Cociella crocodila",2335844,"Cociella crocodilla (Tilesius, 1814)","species","SYNONYM","FUZZY","Cociella crocodilla",94,"Animalia","Chordata","Scorpaeniformes","Platycephalidae","Cociella","Cociella crocodilus",1,44,204,590,5101,2335826,9668865,TRUE,"Actinopterygii",9668865,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"13105","Cociella crocodila",6166388,"Cociella crocodile (Cuvier, 1829)","species","SYNONYM","FUZZY","Cociella crocodile",92,"Animalia","Chordata","Scorpaeniformes","Platycephalidae","Cociella","Cociella crocodilus",1,44,204,590,5101,2335826,9668865,TRUE,"Actinopterygii",9668865,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=0"
"13129","Inegocia guttata",2335720,"Inegocia guttata (Cuvier, 1829)","species","SYNONYM","EXACT","Inegocia guttata",98,"Animalia","Chordata","Scorpaeniformes","Platycephalidae","Cociella","Cociella crocodilus",1,44,204,590,5101,2335826,9668865,TRUE,"Actinopterygii",9668865,NA
"13164","Physiculus maximowiczi",2417233,"Physiculus maximowiczi (Herzenstein, 1896)","species","SYNONYM","EXACT","Physiculus maximowiczi",98,"Animalia","Chordata","Gadiformes","Moridae","Physiculus","Physiculus japonicus",1,44,204,549,3704,2417193,2417232,TRUE,"Actinopterygii",2417232,NA
"13165","Ophichthus zophistius",2404600,"Ophichthus Ahl, 1789","genus","ACCEPTED","HIGHERRANK","Ophichthus",94,"Animalia","Chordata","Anguilliformes","Ophichthidae","Ophichthus",NA,1,44,204,495,2955,2404600,NA,FALSE,"Actinopterygii",NA,NA
"13184","Zenopsis nebulosus",2415258,"Zenopsis nebulosus (Temminck & Schlegel, 1845)","species","SYNONYM","EXACT","Zenopsis nebulosus",98,"Animalia","Chordata","Zeiformes","Zeidae","Zenopsis","Zenopsis nebulosa",1,44,204,888,2214,2415245,2415257,TRUE,"Actinopterygii",2415257,NA
"13185","Zenopsis nebulosus",2415257,"Zenopsis nebulosa (Temminck & Schlegel, 1845)","species","ACCEPTED","FUZZY","Zenopsis nebulosa",94,"Animalia","Chordata","Zeiformes","Zeidae","Zenopsis","Zenopsis nebulosa",1,44,204,888,2214,2415245,2415257,FALSE,"Actinopterygii",NA,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=1"
"13214","Hypseleotris agilis",2386350,"Hypseleotris agilis Herre, 1927","species","SYNONYM","EXACT","Hypseleotris agilis",98,"Animalia","Chordata","Perciformes","Eleotridae","Giuris","Giuris margaritacea",1,44,204,587,4268,2386461,4285919,TRUE,"Actinopterygii",4285919,NA
