found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,taxa_query,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Goiascolex,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Goiascolex,1062058,127288,4574892,38326,Goiascolex,accepted,NA,FALSE,sibling_higher,"Righi, 1971",Goiascolex,Goiascolex,Goiascolex,Goiascolex,0,1
Diporodrilus pilosus,species,Annelida,Clitellata,Crassiclitellata,Diporodrilidae,Diporodrilus,1068157,183640,4410951,2845385,Diporodrilus pilosus,unassessed,NA,FALSE,NA,"Bouché, 1970",Diporodrilus pilosus,Diporodrilus pilosus,Diporodrilus pilosus,"Diporodrilus pilosus Bouché, 1970",0,1
Cernosvitovia bertae,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Cernosvitovia,1068690,183642,4410876,4165436,Cernosvitovia bertae,unassessed,NA,FALSE,NA,"Cosín, Mato & Mascato, 1985",Cernosvitovia bertae,Cernosvitovia bertae,Cernosvitovia bertae,"Cernosvitovia bertae Cosín, Mato & Mascato, 1985",0,1
Postandrilus palmensis,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Postandrilus,1070629,183646,4410691,643652,Postandrilus palmensis,unassessed,NA,FALSE,NA,"Qiu & Bouché, 1998",Postandrilus palmensis,Postandrilus palmensis,Postandrilus palmensis,"Postandrilus palmensis Qiu & Bouché, 1998",0,1
Diplocardia hulberti,species,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,Diplocardia,1069379,106179,8846094,651643,Diplocardia hulberti,unassessed,NA,FALSE,NA,"James, 1988",Diplocardia hulberti,Diplocardia hulberti,Diplocardia hulberti,"Diplocardia hulberti James, 1988",0,1
Geogenia,genus,Annelida,Clitellata,Crassiclitellata,Microchaetidae,Geogenia,1062052,183653,4812524,90156,Geogenia,accepted,NA,FALSE,NA,"Kinberg, 1866",Geogenia,Geogenia,Geogenia,"Geogenia Kinberg, 1866",0,1
Proandricus,genus,Annelida,Clitellata,Crassiclitellata,Microchaetidae,Proandricus,1062293,183657,4812123,90149,Proandricus,accepted,NA,FALSE,NA,"Plisko, 1992",Proandricus,Proandricus,Proandricus,"Proandricus Plisko, 1992",0,1
Haplotaxidae,family,Annelida,Clitellata,Haplotaxida,Haplotaxidae,NA,1039997,183659,3568,968100,Haplotaxidae,accepted,NA,FALSE,NA,"Michaelsen, 1900",Haplotaxidae,Haplotaxidae,Haplotaxidae,Haplotaxidae,1,0
Tritogenia douglasi,species,Annelida,Clitellata,Crassiclitellata,Tritogeniidae,Tritogenia,1070529,183661,9633832,5705678,Tritogenia douglasi,accepted,NA,FALSE,NA,"Plisko, 1997",Tritogenia douglasi,Tritogenia douglasi,Tritogenia douglasi,"Tritogenia douglasi Plisko, 1997",0,1
Parachilota,genus,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,Parachilota,1062188,183655,4812975,234485,Parachilota,accepted,NA,FALSE,NA,"Pickford, 1937",Parachilota,Parachilota,Parachilota,"Parachilota Pickford, 1937",0,1
Microchaetidae,family,Annelida,Clitellata,Crassiclitellata,Microchaetidae,NA,1045110,183652,3267613,486733,Microchaetidae,accepted,NA,FALSE,sibling_higher,"Beddard, 1895 emend. Plisko, 2012",Microchaetidae,Microchaetidae,Microchaetidae,Microchaetidae,0,1
Octolasion tyrtaeum,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Octolasion,1551550,183663,2307764,42145,Octolasion tyrtaeum,accepted,NA,FALSE,NA,"(Savigny in Cuvier, 1826)",Octolasion tyrtaeum,Octolasion tyrtaeum,Octolasion tyrtaeum,"Octolasion tyrtaeum (Savigny, 1826)",NA,1
Tritogenia,genus,Annelida,Clitellata,Crassiclitellata,Tritogeniidae,Tritogenia,1062365,183660,2308750,90148,Tritogenia,accepted,NA,FALSE,NA,"Kinberg, 1866",Tritogenia,Tritogenia,Tritogenia,"Tritogenia Kinberg, 1866",0,1
Estherella,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Estherella,1062027,183667,4813818,664307,Estherella,accepted,NA,FALSE,sibling_higher,"Gates, 1970",Estherella,Estherella,Estherella,Estherella,0,1
Millsonia,genus,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Millsonia,1062149,183669,4813736,35688,Millsonia,accepted,NA,FALSE,NA,"Beddard, 1894",Millsonia,Millsonia,Millsonia,"Millsonia Beddard, 1894",NA,1
Benhamia,genus,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Benhamia,1041045,183672,10395961,273007,Benhamia,accepted,NA,FALSE,NA,"Michaelsen, 1889",Benhamia,Benhamia,Benhamia,"Benhamia Michaelsen, 1889",1,1
Hyperiodrilus,genus,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Hyperiodrilus,1062087,183678,4813844,38328,Hyperiodrilus,accepted,NA,FALSE,NA,"Beddard, 1891",Hyperiodrilus,Hyperiodrilus,Hyperiodrilus,"Hyperiodrilus Beddard, 1891",0,1
Eudrilidae,family,Annelida,Clitellata,Crassiclitellata,Eudrilidae,NA,998124,183671,4288888,267449,Eudrilidae,accepted,NA,FALSE,sibling_higher,"Claus, 1880",Eudrilidae,Eudrilidae,Eudrilidae,Eudrilidae,1,1
Hyperiodrilus africanus,species,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Hyperiodrilus,1071520,305840,9546247,38306,Hyperiodrilus africanus,accepted,NA,FALSE,NA,"Beddard, 1891",Hyperiodrilus africanus,Hyperiodrilus africanus,Hyperiodrilus africanus,"Hyperiodrilus africanus Beddard, 1891",0,1
Criodrilus,genus,Annelida,Clitellata,Crassiclitellata,Criodrilidae,Criodrilus,1040030,380657,2308785,523,Criodrilus,accepted,NA,FALSE,NA,"Hoffmeister, 1845",Criodrilus,Criodrilus,Criodrilus,"Criodrilus Hoffmeister, 1845",1,0
Polytoreutus finni,species,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Polytoreutus,1067792,183682,9257408,1085584,Polytoreutus finni,accepted,NA,FALSE,NA,"Beddard, 1894",Polytoreutus finni,Polytoreutus finni,Polytoreutus finni,"Polytoreutus finni Beddard, 1894",0,1
Polytoreutus,genus,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Polytoreutus,1062287,183681,4813760,1085586,Polytoreutus,accepted,NA,FALSE,NA,"Michaelsen, 1890",Polytoreutus,Polytoreutus,Polytoreutus,"Polytoreutus Michaelsen, 1890",0,1
Amynthas agrestis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1350396,183685,9225458,7913976,Amynthas agrestis,accepted,NA,FALSE,sibling_higher,"(Goto & Hatai, 1899)",Amynthas agrestis,Amynthas agrestis,Amynthas agrestis,"Amynthas agrestis (Goto & Hatai, 1899)",0,1
Perionyx excavatus,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Perionyx,1070410,103755,2307593,74165,Perionyx excavatus,accepted,NA,FALSE,NA,"Perrier, 1872",Perionyx excavatus,Perionyx excavatus,Perionyx excavatus,"Perionyx excavatus Perrier, 1872",NA,1
Amynthas catenus,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1071228,183687,5739131,2845417,Amynthas catenus,unassessed,NA,FALSE,sibling_higher,"C-F. Tsai, Shen & S-C. Tsai, 2001",Amynthas catenus,Amynthas catenus,Amynthas catenus,"Amynthas catenus C-F.Tsai, Shen & S-C.Tsai, 2001",0,1
Amynthas gracilis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1507826,183688,2307609,192732,Amynthas gracilis,accepted,NA,FALSE,sibling_higher,"(Kinberg, 1866)",Amynthas gracilis,Amynthas gracilis,Amynthas gracilis,"Amynthas gracilis (Kinberg, 1866)",0,1
Amynthas tessellatus,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1070951,183697,7345694,2845404,Amynthas tessellatus,unassessed,NA,FALSE,sibling_higher,"Shen, C-F. Tsai & S-C. Tsai, 2002",Amynthas tessellatus,Amynthas tessellatus,Amynthas tessellatus,"Amynthas tessellatus Shen, C-F.Tsai & S-C.Tsai, 2002",0,1
Eukerria saltensis,species,Annelida,Clitellata,Crassiclitellata,Ocnerodrilidae,Eukerria,1041014,183702,4410232,3376,Eukerria saltensis,accepted,NA,FALSE,NA,"(Beddard, 1895)",Eukerria saltensis,Eukerria saltensis,Eukerria saltensis,"Eukerria saltensis (Beddard, 1895)",1,0
Perionyx,genus,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Perionyx,1062268,103754,2307592,74164,Perionyx,accepted,NA,FALSE,NA,"Perrier, 1872",Perionyx,Perionyx,Perionyx,"Perionyx Perrier, 1872",NA,1
Glyphidrilus,genus,Annelida,Clitellata,Crassiclitellata,Almidae,Glyphidrilus,1040029,127214,2308758,611427,Glyphidrilus,accepted,NA,FALSE,NA,"Horst, 1889",Glyphidrilus,Glyphidrilus,Glyphidrilus,"Glyphidrilus Horst, 1889",1,0
Lepidonopsis humilis,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus,333806,226348,2314875,4984551,Lepidonotus humilis,unaccepted,superseded original combination,FALSE,sibling_higher,"(Augener, 1922)",Lepidonopsis humilis,Lepidonotus humilis,Lepidonotus humilis,"Lepidonotus humilis Augener, 1922",0,0
Astacopsidrilus ryuteki,species,Annelida,Clitellata,Tubificida,Phreodrilidae,Astacopsidrilus,993363,NA,9197745,305021,Astacopsidrilus ryuteki,accepted,NA,FALSE,NA,"Martin & Ohtaka, 2008",Astacopsidrilus ryuteki,Astacopsidrilus ryuteki,NA,"Astacopsidrilus ryuteki Martin & Ohtaka, 2008",1,NA
Rhyacodriloides,genus,Annelida,Clitellata,Tubificida,Naididae,Rhyacodriloides,1040103,671253,4812422,399938,Rhyacodriloides,accepted,NA,FALSE,NA,"Čekanovskaya, 1975",Rhyacodriloides,Rhyacodriloides,Rhyacodriloides,"Rhyacodriloides Čekanovskaya, 1975",1,0
Phragmatopoma caudata,species,Annelida,Polychaeta,NA,Sabellariidae,Phragmatopoma,330550,149518,2326460,626757,Phragmatopoma lapidosa,unaccepted,subjective synonym,FALSE,NA,"Krøyer in Mörch, 1863",Phragmatopoma caudata,Phragmatopoma lapidosa,Phragmatopoma lapidosa,"Phragmatopoma lapidosa Kinberg, 1866",0,0
Lissomyema mellita,species,Annelida,Polychaeta,Echiuroidea,Thalassematidae,Lissomyema,266787,149565,2508942,815716,Lissomyema mellita,accepted,NA,FALSE,NA,"(Conn, 1886)",Lissomyema mellita,Lissomyema mellita,Lissomyema mellita,"Lissomyema mellita (Conn, 1886)",0,0
Eisenia nordenskioldi,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eisenia,1041028,378526,8756052,5224404,Eisenia nordenskioldi,accepted,NA,FALSE,NA,"(Eisen, 1879)",Eisenia nordenskioldi,Eisenia nordenskioldi,Eisenia nordenskioldi,"Eisenia nordenskioldi (Eisen, 1879)",1,0
Hemienchytraeus,genus,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Hemienchytraeus,1040037,655569,2308373,328403,Hemienchytraeus,accepted,NA,FALSE,NA,"Černosvitov, 1934",Hemienchytraeus,Hemienchytraeus,Hemienchytraeus,"Hemienchytraeus Černosvitov, 1934",1,1
Achaeta bibulba,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Achaeta,1072275,648949,7748758,354381,Achaeta bibulba,accepted,NA,FALSE,NA,"Graefe, 1989",Achaeta bibulba,Achaeta bibulba,Achaeta bibulba,"Achaeta bibulba Graefe, 1989",NA,1
Fridericia isseli,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,1070840,349695,7630327,823556,Fridericia isseli,accepted,NA,FALSE,NA,"Rota, 1994",Fridericia isseli,Fridericia isseli,Fridericia isseli,"Fridericia isseli Rota, 1994",NA,1
Buchholzia appendiculata,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Buchholzia,1040845,349672,7370256,495899,Buchholzia appendiculata,accepted,NA,FALSE,NA,"(Buchholz, 1863)",Buchholzia appendiculata,Buchholzia appendiculata,Buchholzia appendiculata,"Buchholzia appendiculata (Buchholz, 1863)",1,0
Fridericia nemoralis,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,1070264,349698,7868655,823544,Fridericia nemoralis,accepted,NA,FALSE,NA,"Nurminen, 1970",Fridericia nemoralis,Fridericia nemoralis,Fridericia nemoralis,"Fridericia nemoralis Nurminen, 1970",NA,1
Achaeta,genus,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Achaeta,137345,350241,2308383,276969,Achaeta,accepted,NA,FALSE,NA,"Vejdovský, 1878",Achaeta,Achaeta,Achaeta,"Achaeta Vejdovský, 1878",0,0
Enchytraeus norvegicus,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,1067688,350246,4409812,249073,Enchytraeus norvegicus,accepted,NA,FALSE,NA,"Abrahamsen, 1969",Enchytraeus norvegicus,Enchytraeus norvegicus,Enchytraeus norvegicus,"Enchytraeus norvegicus Abrahamsen, 1969",NA,1
Fridericia cylindrica,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,1072088,655939,7441738,975037,Fridericia sohlenii,unaccepted,NA,FALSE,NA,"Springett, 1971",Fridericia cylindrica,Fridericia sohlenii,Fridericia sohlenii,"Fridericia sohlenii Rota, Healy & Erséus, 1998",NA,1
Enchytronia parva,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytronia,1346001,349686,2308261,869452,Enchytronia parva,accepted,NA,FALSE,NA,"Nielsen & Christensen, 1959",Enchytronia parva,Enchytronia parva,Enchytronia parva,"Enchytronia parva Nielsen & Christensen, 1959",NA,1
Achaeta camerani,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Achaeta,1344849,350245,4409929,975024,Achaeta camerani,accepted,NA,FALSE,NA,"(Cognetti, 1899)",Achaeta camerani,Achaeta camerani,Achaeta camerani,"Achaeta camerani (Cognetti, 1899)",NA,1
Achaeta iberica,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Achaeta,1072272,648953,9205697,975026,Achaeta iberica,accepted,NA,FALSE,NA,"Graefe, 1989",Achaeta iberica,Achaeta iberica,Achaeta iberica,"Achaeta iberica Graefe, 1989",NA,1
Enchytraeus bulbosus,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,1072441,350270,4409817,249066,Enchytraeus bulbosus,accepted,NA,FALSE,NA,"Nielsen & Christensen, 1963",Enchytraeus bulbosus,Enchytraeus bulbosus,Enchytraeus bulbosus,"Enchytraeus bulbosus Nielsen & Christensen, 1963",NA,1
Nais alpina,species,Annelida,Clitellata,Tubificida,Naididae,Nais,1040515,652412,2308100,713985,Nais alpina,accepted,NA,FALSE,NA,"Sperber, 1948",Nais alpina,Nais alpina,Nais alpina,"Nais alpina Sperber, 1948",1,0
Amynthas diaoluomontis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1071189,649162,9597460,5224431,Amynthas diaoluomontis,unassessed,NA,FALSE,sibling_higher,"J. Sun, Q. Zhao & Qiu, 2009",Amynthas diaoluomontis,Amynthas diaoluomontis,Amynthas diaoluomontis,"Amynthas diaoluomontis J.Sun, Q.Zhao & Qiu, 2009",0,1
Amynthas octopapillatus,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1071188,649169,9255480,5224427,Amynthas octopapillatus,unassessed,NA,FALSE,sibling_higher,"Sun, Zhao & Qiu, 2009",Amynthas octopapillatus,Amynthas octopapillatus,Amynthas octopapillatus,"Amynthas octopapillatus Sun, Zhao & Qiu, 2009",0,1
Amynthas omeimontis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1073830,649170,8865883,5705689,Amynthas omeimontis,unassessed,NA,FALSE,sibling_higher,NA,Amynthas omeimontis,Amynthas omeimontis,Amynthas omeimontis,"Amynthas omeimontis (Chen, 1931)",0,1
Drawida japonica,species,Annelida,Clitellata,Moniligastrida,Moniligastridae,Drawida,1073877,105914,5855015,21134,Drawida japonica,unassessed,NA,FALSE,NA,NA,Drawida japonica,Drawida japonica,Drawida japonica,"Drawida japonica (Michaelsen, 1892)",NA,1
Potamothrix bedoti,species,Annelida,Clitellata,Tubificida,Naididae,Potamothrix,594797,657173,2308604,2846177,Potamothrix bedoti,accepted,NA,FALSE,NA,"(Piguet, 1913)",Potamothrix bedoti,Potamothrix bedoti,Potamothrix bedoti,"Potamothrix bedoti (Piguet, 1913)",1,0
Potamothrix vejdovskyi,species,Annelida,Clitellata,Tubificida,Naididae,Potamothrix,137565,657177,2308605,2846184,Potamothrix vejdovskyi,accepted,NA,FALSE,NA,"(Hrabĕ, 1941)",Potamothrix vejdovskyi,Potamothrix vejdovskyi,Potamothrix vejdovskyi,"Potamothrix vejdovskyi (Hrabĕ, 1941)",1,0
Enchytraeus crypticus,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,1345975,210935,5854766,249077,Enchytraeus crypticus,accepted,NA,FALSE,NA,"Westheide & Graefe, 1992",Enchytraeus crypticus,Enchytraeus crypticus,Enchytraeus crypticus,"Enchytraeus crypticus Westheide & Graefe, 1992",NA,1
Enchytraeus luxuriosus,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,1073565,650846,8765566,843477,Enchytraeus luxuriosus,accepted,NA,FALSE,NA,"Schmelz & Collado, 1999",Enchytraeus luxuriosus,Enchytraeus luxuriosus,Enchytraeus luxuriosus,"Enchytraeus luxuriosus Schmelz & Collado, 1999",NA,1
Megascolex cochinensis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Megascolex,1071091,506792,9445513,851178,Megascolex cochinensis,unassessed,NA,FALSE,sibling_higher,"Stephenson, 1915",Megascolex cochinensis,Megascolex cochinensis,Megascolex cochinensis,"Megascolex cochinensis Stephenson, 1915",NA,1
Buchholzia fallax,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Buchholzia,592967,349673,5739693,1020271,Buchholzia fallax,accepted,NA,FALSE,NA,"Michaelsen, 1887",Buchholzia fallax,Buchholzia fallax,Buchholzia fallax,"Buchholzia fallax Michaelsen, 1887",0,1
Mesenchytraeus straminicolus,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Mesenchytraeus,1070842,652236,4409858,874110,Mesenchytraeus straminicolus,accepted,NA,FALSE,NA,"Rota, 1995",Mesenchytraeus straminicolus,Mesenchytraeus straminicolus,Mesenchytraeus straminicolus,"Mesenchytraeus straminicolus Rota, 1995",NA,1
Enchytraeus japonensis,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,1070091,350282,9304920,152979,Enchytraeus japonensis,accepted,NA,FALSE,NA,"Nakamura, 1993",Enchytraeus japonensis,Enchytraeus japonensis,Enchytraeus japonensis,"Enchytraeus japonensis Nakamura, 1993",NA,1
Eisenia japonica,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eisenia,1514614,315963,8906702,1051638,Eisenia japonica,accepted,NA,FALSE,NA,"(Michaelsen, 1891)",Eisenia japonica,Eisenia japonica,Eisenia japonica,"Eisenia japonica (Michaelsen, 1891)",NA,1
Enchytraeus buchholzi,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,137403,350269,2308272,621681,Enchytraeus buchholzi,accepted,NA,FALSE,NA,"Vejdovský, 1878",Enchytraeus buchholzi,Enchytraeus buchholzi,Enchytraeus buchholzi,"Enchytraeus buchholzi Vejdovský, 1878",0,1
Eiseniona albolineata,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eiseniona,1068691,656252,4410865,4165394,Eiseniona albolineata,unassessed,NA,FALSE,NA,"Cosín, Trigo & Mato, 1989",Eiseniona albolineata,Eiseniona albolineata,Eiseniona albolineata,"Eiseniona albolineata Cosín, Trigo & Mato, 1989",NA,1
Xana omodeoi,species,Annelida,Clitellata,Crassiclitellata,Hormogastridae,Xana,1068611,506733,9139111,272861,Xana omodeoi,unassessed,NA,FALSE,NA,"Cosín, Briones & Trigo, 1989",Xana omodeoi,Xana omodeoi,Xana omodeoi,"Xana omodeoi Cosín, Briones & Trigo, 1989",0,1
Hormogaster joseantonioi,species,Annelida,Clitellata,Crassiclitellata,Hormogastridae,Hormogaster,1068891,651506,8740763,5705821,Hormogaster joseantonioi,unassessed,NA,FALSE,NA,"Fernández Marchán, 2014",Hormogaster joseantonioi,Hormogaster joseantonioi,Hormogaster joseantonioi,"Hormogaster joseantonioi Fernández Marchán, 2014",0,1
Clitellio (Clitellio) arenarius,species,Annelida,Clitellata,Tubificida,Naididae,Clitellio,137553,164119,2308399,887883,Clitellio arenarius,alternate representation,NA,FALSE,NA,"(Müller, 1776)",Clitellio (Clitellio) arenarius,Clitellio arenarius,Clitellio arenarius,"Clitellio arenarius (Müller, 1776)",0,0
Cognettia cognettii,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Chamaedrilus,1041836,NA,9603545,382710,Chamaedrilus cognettii,unaccepted,"Decision of the ICZN, opinion 2423, case 3689",FALSE,NA,"(Issel, 1905)",Cognettia cognettii,Chamaedrilus cognettii,NA,"Chamaedrilus cognettii (Issel, 1905)",1,0
Cognettia glandulosa,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Chamaedrilus,416513,715051,9430745,407584,Chamaedrilus glandulosus,unaccepted,"Decision of the ICZN, opinion 2423, case 3689",FALSE,NA,"(Michaelsen, 1888)",Cognettia glandulosa,Chamaedrilus glandulosus,Chamaedrilus glandulosus,"Chamaedrilus glandulosus (Michaelsen, 1888)",1,0
Cognettia chalupskyi,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Chamaedrilus,1320680,923375,9029455,5705872,Chamaedrilus chalupskyi,unaccepted,"Decision of the ICZN, opinion 2423, case 3689",FALSE,NA,"(Martinsson, Rota & Erséus, 2015)",Cognettia chalupskyi,Chamaedrilus chalupskyi,Chamaedrilus chalupskyi,"Chamaedrilus chalupskyi Martinsson, Rota & Erséus, 2015",1,0
Cognettia sphagnetorum,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Chamaedrilus,416514,NA,8922158,407580,Chamaedrilus sphagnetorum,unaccepted,"Decision of the ICZN, opinion 2423 (case 3689)",FALSE,NA,"(Veydovsky, 1878)",Cognettia sphagnetorum,Chamaedrilus sphagnetorum,NA,"Chamaedrilus sphagnetorum (Vejdovský, 1878)",1,0
Cognettia pseudosphagnetorum,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Chamaedrilus,1346536,NA,8791866,5705871,Chamaedrilus pseudosphagnetorum,unaccepted,NA,FALSE,NA,"(Martinsson, Erséus & Rota, 2015)",Cognettia pseudosphagnetorum,Chamaedrilus pseudosphagnetorum,NA,"Chamaedrilus pseudosphagnetorum Martinsson, Erséus & Rota, 2015",NA,1
Potamothrix heuscheri,species,Annelida,Clitellata,Tubificida,Naididae,Potamothrix,137562,657175,4307880,2846190,Potamothrix heuscheri,accepted,NA,FALSE,NA,"(Bretscher, 1900)",Potamothrix heuscheri,Potamothrix heuscheri,Potamothrix heuscheri,"Potamothrix heuscheri (Bretscher, 1900)",1,0
Amynthas taiwumontis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1070950,649202,8566764,5705715,Amynthas taiwumontis,unassessed,NA,FALSE,sibling_higher,"Shen, C-H. Chang, C-L. Li, Chih & J-H. Chen, 2013",Amynthas taiwumontis,Amynthas taiwumontis,Amynthas taiwumontis,"Amynthas taiwumontis Shen, C-H.Chang, C-L.Li, Chih & J-H.Chen, 2013",0,1
Haplotaxis gordioides,species,Annelida,Clitellata,Haplotaxida,Haplotaxidae,Haplotaxis,1040862,923627,2308708,276962,Haplotaxis gordioides,accepted,NA,FALSE,NA,"(Hartmann in Oken, 1819)",Haplotaxis gordioides,Haplotaxis gordioides,Haplotaxis gordioides,"Haplotaxis gordioides (Hartmann, 1819)",1,0
Eudrilus eugeniae,species,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Eudrilus,1511505,305869,4410245,522303,Eudrilus eugeniae,accepted,NA,FALSE,NA,"(Kinberg, 1866)",Eudrilus eugeniae,Eudrilus eugeniae,Eudrilus eugeniae,"Eudrilus eugeniae (Kinberg, 1866)",NA,1
Glyphidrilus annandalei,species,Annelida,Clitellata,Crassiclitellata,Almidae,Glyphidrilus,1040823,651219,8881688,5224413,Glyphidrilus annandalei,accepted,NA,FALSE,NA,"Michaelsen, 1910",Glyphidrilus annandalei,Glyphidrilus annandalei,Glyphidrilus annandalei,"Glyphidrilus annandalei Michaelsen, 1910",1,0
Psammoryctides barbatus,species,Annelida,Clitellata,Tubificida,Naididae,Psammoryctides,176517,653494,2308425,201041,Psammoryctides barbatus,accepted,NA,FALSE,NA,"(Grube, 1860)",Psammoryctides barbatus,Psammoryctides barbatus,Psammoryctides barbatus,"Psammoryctides barbatus (Grube, 1860)",1,0
Amynthas amis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1070937,668585,9555630,4165190,Amynthas amis,unassessed,NA,FALSE,sibling_higher,"Shen, 2012",Amynthas amis,Amynthas amis,Amynthas amis,"Amynthas amis Shen, 2012",0,1
Dendrobaena veneta,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,1073853,127196,5739805,854788,Dendrobaena veneta,accepted,NA,FALSE,NA,"(Rosa, 1886)",Dendrobaena veneta,Dendrobaena veneta,Dendrobaena veneta,"Dendrobaena veneta (Rosa, 1886)",0,1
Amynthas nhonmontis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1070096,715046,8573380,5705686,Amynthas nhonmontis,unassessed,NA,FALSE,sibling_higher,"A.D. Nguyen & T.T. Nguyen, 2015",Amynthas nhonmontis,Amynthas nhonmontis,Amynthas nhonmontis,"Amynthas nhonmontis A.D.Nguyen & T.T.Nguyen, 2015",0,1
Cognettia varisetosa,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Chamaedrilus,1320683,715052,8950820,5705870,Chamaedrilus varisetosus,unaccepted,"Decision of the ICZN, opinion 2423, case 3689",FALSE,NA,"(Martinsson, Rota & Erséus, 2015)",Cognettia varisetosa,Chamaedrilus varisetosus,Chamaedrilus varisetosus,"Chamaedrilus varisetosus Martinsson, Rota & Erséus, 2015",1,1
Eisenia lucens,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eisenia,1551529,127169,10220123,389420,Eisenia lucens,accepted,NA,FALSE,NA,"(Waga, 1857)",Eisenia lucens,Eisenia lucens,Eisenia lucens,"Eisenia lucens (Waga, 1857)",NA,1
Eisenia oreophila,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eisenia,1071192,715054,10153725,5723637,Eisenia oreophila,unassessed,NA,FALSE,NA,"Szederjesi & Csuzdi, 2012",Eisenia oreophila,Eisenia oreophila,Eisenia oreophila,"Eisenia oreophila Szederjesi & Csuzdi, 2012",NA,1
Eisenia spelaea,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eisenia,1041029,715055,8990473,5723654,Eisenia spelaea,accepted,NA,FALSE,NA,"(Rosa, 1901)",Eisenia spelaea,Eisenia spelaea,Eisenia spelaea,"Eisenia spelaea (Rosa, 1901)",1,0
Hormogaster praetiosa,species,Annelida,Clitellata,Crassiclitellata,Hormogastridae,Hormogaster,1072539,506592,8770631,368539,Hormogaster praetiosa,unassessed,NA,FALSE,NA,"Michaelsen, 1899",Hormogaster praetiosa,Hormogaster praetiosa,Hormogaster praetiosa,"Hormogaster praetiosa Michaelsen, 1899",0,1
