found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,taxa_query,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Aspidosiphon (Paraspidosiphon) parvulus,species,Annelida,NA,Sipuncula,Aspidosiphonidae,Aspidosiphon,266448,106573,2510269,342660,Aspidosiphon parvulus,alternate representation,NA,FALSE,sibling_higher,"Gerould, 1913",Aspidosiphon (Paraspidosiphon) parvulus,Aspidosiphon parvulus,Aspidosiphon parvulus,"Aspidosiphon parvulus Gerould, 1913",0,0
Golfingia (Golfingia) elongata,species,Annelida,NA,Sipuncula,Golfingiidae,Golfingia,175026,83265,2509848,564224,Golfingia elongata,alternate representation,NA,FALSE,sibling_higher,"(Keferstein, 1862)",Golfingia (Golfingia) elongata,Golfingia elongata,Golfingia elongata,"Golfingia elongata (Keferstein, 1862)",0,0
Golfingia (Golfingia) vulgaris vulgaris,species,Annelida,NA,Sipuncula,Golfingiidae,Golfingia,410724,106568,2509867,564227,Golfingia vulgaris,alternate representation,NA,FALSE,sibling_higher,"(de Blainville, 1827)",Golfingia (Golfingia) vulgaris vulgaris,Golfingia vulgaris,Golfingia vulgaris,"Golfingia vulgaris (de Blainville, 1827)",0,0
Nephasoma (Nephasoma) flagriferum,species,Annelida,NA,Sipuncula,Golfingiidae,Nephasoma,136058,106566,2509713,637735,Nephasoma flagriferum,alternate representation,NA,FALSE,sibling_higher,"(Selenka, 1885)",Nephasoma (Nephasoma) flagriferum,Nephasoma flagriferum,Nephasoma flagriferum,"Nephasoma flagriferum (Selenka, 1885)",0,0
Nephasoma (Nephasoma) pellucidum,species,Annelida,NA,Sipuncula,Golfingiidae,Nephasoma,159921,106565,2509627,637738,Nephasoma pellucidum,alternate representation,NA,FALSE,sibling_higher,"(Keferstein, 1865)",Nephasoma (Nephasoma) pellucidum,Nephasoma pellucidum,Nephasoma pellucidum,"Nephasoma pellucidum (Keferstein, 1865)",0,0
Phascolopsis gouldii,species,Annelida,NA,Sipuncula,Golfingiidae,Phascolopsis,266603,82760,2509338,802123,Phascolopsis gouldii,accepted,NA,FALSE,NA,"(De Pourtalès, 1851)",Phascolopsis gouldii,Phascolopsis gouldii,Phascolopsis gouldii,"Phascolopsis gouldii (Pourtalès, 1851)",0,0
Phascolosoma (Phascolosoma) albolineatum,species,Annelida,NA,Sipuncula,Phascolosomatidae,Phascolosoma,266497,106562,2510025,564235,Phascolosoma albolineatum,alternate representation,NA,FALSE,sibling_higher,"(Baird, 1868)",Phascolosoma (Phascolosoma) albolineatum,Phascolosoma albolineatum,Phascolosoma albolineatum,"Phascolosoma albolineatum Baird, 1868",0,0
Phascolosoma (Phascolosoma) granulatum,species,Annelida,NA,Sipuncula,Phascolosomatidae,Phascolosoma,136080,106560,2510058,247685,Phascolosoma granulatum,alternate representation,NA,FALSE,sibling_higher,"Leuckart, 1828",Phascolosoma (Phascolosoma) granulatum,Phascolosoma granulatum,Phascolosoma granulatum,"Phascolosoma granulatum Leuckart, 1828",0,0
Phascolosoma (Phascolosoma) perlucens,species,Annelida,NA,Sipuncula,Phascolosomatidae,Phascolosoma,266504,106558,2509969,6914,Phascolosoma perlucens,alternate representation,NA,FALSE,sibling_higher,"Baird, 1868",Phascolosoma (Phascolosoma) perlucens,Phascolosoma perlucens,Phascolosoma perlucens,"Phascolosoma perlucens Baird, 1868",0,0
Phascolosoma (Phascolosoma) turnerae,species,Annelida,NA,Sipuncula,Phascolosomatidae,Phascolosoma,266506,NA,2510070,167073,Phascolosoma turnerae,alternate representation,NA,FALSE,sibling_higher,"Rice, 1985",Phascolosoma (Phascolosoma) turnerae,Phascolosoma turnerae,NA,"Phascolosoma turnerae Rice, 1985",0,0
Siphonosoma vastum,species,Annelida,NA,Sipuncula,Siphonosomatidae,Siphonosoma,266513,106554,2509285,349852,Siphonosoma vastum,accepted,NA,FALSE,NA,"(Selenka & Bülow, 1883)",Siphonosoma vastum,Siphonosoma vastum,Siphonosoma vastum,"Siphonosoma vastum (Selenka & Bülow, 1883)",0,0
Sipunculus (Sipunculus) norvegicus,species,Annelida,NA,Sipuncula,Sipunculidae,Sipunculus,136083,106553,7794872,167074,Sipunculus norvegicus,alternate representation,NA,FALSE,sibling_higher,"Danielssen, 1869",Sipunculus (Sipunculus) norvegicus,Sipunculus norvegicus,Sipunculus norvegicus,"Sipunculus norvegicus Danielssen, 1869",0,0
Stylaria fossularis,species,Annelida,Clitellata,Tubificida,Naididae,Stylaria,1040554,30656,2308059,357277,Stylaria fossularis,accepted,NA,FALSE,NA,"Leidy, 1852",Stylaria fossularis,Stylaria fossularis,Stylaria fossularis,"Stylaria fossularis Leidy, 1852",1,0
Leodice rubra,species,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,742175,226343,5198351,494520,Eunice rubra,unaccepted,NA,FALSE,NA,"(Grube, 1856)",Leodice rubra,Eunice rubra,Eunice rubra,"Eunice rubra Grube, 1856",0,0
Leodice lucei,species,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,742172,300514,5198367,934487,Eunice lucei,unaccepted,NA,FALSE,NA,"(Grube, 1856)",Leodice lucei,Eunice lucei,Eunice lucei,"Eunice lucei Grube, 1856",0,0
Leodice miurai,species,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,742174,300513,5198405,1070834,Eunice miurai,unaccepted,NA,FALSE,NA,"(Carrera-Parra & Salazar-Vallejo, 1998)",Leodice miurai,Eunice miurai,Eunice miurai,"Eunice miurai Carrera-Parra & Salazar-Vallejo, 1998",0,0
Leodice antarctica,species,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,742167,300511,5198223,773151,Eunice antarctica,unaccepted,NA,FALSE,NA,"(Baird, 1869)",Leodice antarctica,Eunice antarctica,Eunice antarctica,"Eunice antarctica Baird, 1869",0,0
Leodice valens,species,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,336700,NA,5198534,494522,Eunice valens,unaccepted,NA,FALSE,NA,"Chamberlin, 1919",Leodice valens,Eunice valens,NA,"Eunice valens (Chamberlin, 1919)",0,0
Nicidion mutilata,species,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,742192,300504,5198249,494526,Eunice mutilata,unaccepted,superseded original combination,FALSE,NA,"(Webster, 1884)",Nicidion mutilata,Eunice mutilata,Eunice mutilata,"Eunice mutilata Webster, 1884",0,0
Nicidion angeli,species,Annelida,Polychaeta,Eunicida,Eunicidae,Marphysa,742185,300496,2322217,494516,Marphysa angeli,unaccepted,superseded original combination,FALSE,sibling_higher,"(Carrera-Parra & Salazar-Vallejo, 1998)",Nicidion angeli,Marphysa angeli,Marphysa angeli,"Marphysa angeli Carrera-Parra & Salazar-Vallejo, 1998",0,0
Leodice americana,species,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,742166,300523,5198276,773147,Eunice americana,unaccepted,NA,FALSE,NA,"(Hartman, 1944)",Leodice americana,Eunice americana,Eunice americana,"Eunice americana Hartman, 1944",0,0
Leodice thomasiana,species,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,742176,300521,5198487,494518,Eunice thomasiana,unaccepted,NA,FALSE,NA,"(Augener, 1922)",Leodice thomasiana,Eunice thomasiana,Eunice thomasiana,"Eunice thomasiana Augener, 1922",0,0
Cernosvitoviella atrata,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Cernosvitoviella,137398,999116,2308346,407573,Cernosvitoviella atrata,accepted,NA,FALSE,NA,"(Bretscher, 1903)",Cernosvitoviella atrata,Cernosvitoviella atrata,Cernosvitoviella atrata,"Cernosvitoviella atrata (Bretscher, 1903)",1,1
Achaeta bohemica,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Achaeta,1344847,994191,4409927,276967,Achaeta bohemica,accepted,NA,FALSE,NA,"(Vejdovský, 1879)",Achaeta bohemica,Achaeta bohemica,Achaeta bohemica,"Achaeta bohemica (Vejdovský, 1879)",NA,0
Achaeta brevivasa,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Achaeta,1072271,NA,8438135,6326555,Achaeta brevivasa,accepted,NA,FALSE,NA,"Graefe, 1980",Achaeta brevivasa,Achaeta brevivasa,NA,"Achaeta brevivasa Graefe, 1980",NA,1
Marionina filiformis,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Marionina,1070101,652151,4409880,874104,Marionina filiformis,accepted,NA,FALSE,NA,"Nielsen & Christensen, 1959",Marionina filiformis,Marionina filiformis,Marionina filiformis,"Marionina filiformis Nielsen & Christensen, 1959",NA,1
Parvidrilus spelaeus,species,Annelida,Clitellata,Parvidrilida,Parvidrilidae,Parvidrilus,1040735,NA,4409947,292287,Parvidrilus spelaeus,accepted,NA,FALSE,NA,"Martínez-Ansemil, Sambugar & Giani, 2002",Parvidrilus spelaeus,Parvidrilus spelaeus,NA,"Parvidrilus spelaeus Martínez-Ansemil, Sambugar & Giani, 2002",1,0
Parvidrilus meyssonnieri,species,Annelida,Clitellata,Parvidrilida,Parvidrilidae,Parvidrilus,1040734,NA,9376361,968093,Parvidrilus meyssonnieri,accepted,NA,FALSE,NA,"DesChâtelliers & Martin, 2012",Parvidrilus meyssonnieri,Parvidrilus meyssonnieri,NA,"Parvidrilus meyssonnieri DesChâtelliers & Martin, 2012",1,0
Clavadoce nigrimaculata,species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Bergstroemia,332709,NA,2312252,779463,Bergstroemia nigrimaculata,unaccepted,superseded recombination,FALSE,NA,"(Moore, 1909)",Clavadoce nigrimaculata,Bergstroemia nigrimaculata,NA,"Bergstroemia nigrimaculata (Moore, 1909)",0,0
Cistenides granulata,species,Annelida,Polychaeta,Terebellida,Pectinariidae,Pectinaria,238377,81189,5198804,953516,Pectinaria granulata,alternate representation,NA,FALSE,NA,"(Linnaeus, 1767)",Cistenides granulata,Pectinaria granulata,Pectinaria granulata,"Pectinaria granulata (Linnaeus, 1767)",0,0
Leitoscoloplos acutus,species,Annelida,Polychaeta,NA,Orbiniidae,Scoloplos,607421,258985,2319800,409893,Scoloplos acutus,unaccepted,superseded recombination,FALSE,sibling_higher,"(Verrill, 1873)",Leitoscoloplos acutus,Scoloplos acutus,Scoloplos acutus,"Scoloplos acutus (Verrill, 1873)",0,0
Phyllodoce maculata,species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,334510,214521,5195098,398722,Phyllodoce maculata,accepted,NA,FALSE,NA,"(Linnaeus, 1767)",Phyllodoce maculata,Phyllodoce maculata,Phyllodoce maculata,"Phyllodoce maculata (Linnaeus, 1767)",0,0
Phyllodoce maculata,species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,334510,214521,5195098,398722,Phyllodoce maculata,accepted,NA,FALSE,NA,"(Linnaeus, 1767)",Phyllodoce maculata,Phyllodoce maculata,Phyllodoce maculata,"Phyllodoce maculata (Linnaeus, 1767)",0,0
Lumbricina,suborder,Annelida,Clitellata,Crassiclitellata,NA,NA,14164,NA,NA,316449,Lumbricina,accepted,NA,FALSE,sibling_higher,"De Blainville, 1828",Lumbricina,Lumbricina,NA,NA,1,1
Scoletoma tetraura,species,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,130265,152864,2323028,760652,Lumbrineris tetraura,unaccepted,superseded subsequent combination,FALSE,NA,"(Schmarda, 1861)",Scoletoma tetraura,Lumbrineris tetraura,Lumbrineris tetraura,"Lumbrineris tetraura (Schmarda, 1861)",0,0
Aricidea (Aricidea) fragilis,species,Annelida,Polychaeta,NA,Paraonidae,Aricidea,340355,541665,2318506,4978139,Aricidea fragilis,alternate representation,sensu stricto subgenus usage,FALSE,sibling_higher,"Webster, 1879",Aricidea (Aricidea) fragilis,Aricidea fragilis,Aricidea fragilis,"Aricidea fragilis Webster, 1879",0,0
Shinkai fontefridae,species,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Shinkai,581611,NA,5958951,773750,Shinkai fontefridae,accepted,NA,FALSE,NA,"Aguado & Rouse, 2011",Shinkai fontefridae,Shinkai fontefridae,NA,"Shinkai fontefridae Aguado & Rouse, 2011",0,0
Sipuncula,order,Annelida,NA,Sipuncula,NA,NA,1268,NA,NA,377817,Sipuncula,accepted,NA,FALSE,NA,"Stephen, 1965",Sipuncula,Sipuncula,NA,NA,0,0
Eunice,genus,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,129278,80788,2315411,162291,Eunice,accepted,NA,FALSE,NA,"Cuvier, 1817",Eunice,Eunice,Eunice,"Eunice Cuvier, 1817",0,0
Eunice,genus,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,129278,80788,2315411,162291,Eunice,accepted,NA,FALSE,NA,"Cuvier, 1817",Eunice,Eunice,Eunice,"Eunice Cuvier, 1817",0,0
Scolelepis (Scolelepis) foliosa,species,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,334741,531259,2321143,4976073,Scolelepis foliosa,alternate representation,NA,FALSE,sibling_higher,"(Audouin & Milne Edwards, 1833)",Scolelepis (Scolelepis) foliosa,Scolelepis foliosa,Scolelepis foliosa,"Scolelepis foliosa (Audouin & Milne Edwards, 1833)",0,0
Opheliida,order,Annelida,Polychaeta,Opheliida,NA,NA,891,205845,NA,955755,Opheliida,nomen dubium,Superfluous name,FALSE,NA,NA,Opheliida,Opheliida,Opheliida,NA,0,0
Geogenia natalensis,species,Annelida,Clitellata,Crassiclitellata,Microchaetidae,Geogenia,1072508,513833,9184264,5705677,Geogenia natalensis,accepted,NA,FALSE,NA,"Kinberg, 1866",Geogenia natalensis,Geogenia natalensis,Geogenia natalensis,"Geogenia natalensis Kinberg, 1866",0,1
Polycirrus eximius,species,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,157533,258932,2324645,409886,Polycirrus eximius,taxon inquirendum,NA,FALSE,NA,"(Leidy, 1855)",Polycirrus eximius,Polycirrus eximius,Polycirrus eximius,"Polycirrus eximius (Leidy, 1855)",0,0
Capitellida,order,Annelida,Polychaeta,Capitellida,NA,NA,890,27307,NA,616744,Capitellida,nomen dubium,Superfluous name,FALSE,NA,NA,Capitellida,Capitellida,Capitellida,NA,0,0
Barbronia,genus,Annelida,Clitellata,Arhynchobdellida,Salifidae,Barbronia,1511282,25577,7568858,256304,Barbronia,accepted,NA,FALSE,NA,"Johansson, 1918",Barbronia,Barbronia,Barbronia,"Barbronia Johansson, 1918",1,NA
Erpobdella nigricollis,species,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,1324283,517947,4411078,172131,Erpobdella nigricollis,accepted,NA,FALSE,NA,"(Brandes, 1900)",Erpobdella nigricollis,Erpobdella nigricollis,Erpobdella nigricollis,"Erpobdella nigricollis (Brandes, 1900)",1,NA
Microscolex,genus,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,Microscolex,994662,258608,2307724,657265,Microscolex,accepted,NA,FALSE,NA,"Rosa, 1887",Microscolex,Microscolex,Microscolex,"Microscolex Rosa, 1887",0,1
Fridericia ratzeli,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,154880,349692,9502449,7486828,Fridericia eiseni,unaccepted,NA,FALSE,NA,"(Eisen, 1872)",Fridericia ratzeli,Fridericia eiseni,Fridericia eiseni,"Fridericia eiseni Dózsa-Farkas, 2005",NA,1
Dero obtusa,species,Annelida,Clitellata,Tubificida,Naididae,Dero,1015306,30678,2308141,676621,Dero obtusa,accepted,NA,FALSE,sibling_higher,"d'Udekem, 1855",Dero obtusa,Dero obtusa,Dero obtusa,"Dero obtusa d'Udekem, 1855",1,0
Acromegalomma lobiferum,species,Annelida,Polychaeta,Sabellida,Sabellidae,Megalomma,994106,187355,5712871,1015092,Megalomma lobiferum,unaccepted,"superseded recombination, genus is a replaced homonym",FALSE,NA,"(Ehlers, 1887)",Acromegalomma lobiferum,Megalomma lobiferum,Megalomma lobiferum,"Megalomma lobiferum (Ehlers, 1887)",0,0
Oxydromus,genus,Annelida,Polychaeta,Phyllodocida,Hesionidae,Ophiodromus,173457,83159,8386437,518641,Ophiodromus,unaccepted,subjective synonym,FALSE,sibling_higher,"Grube, 1855",Oxydromus,Ophiodromus,Ophiodromus,"Ophiodromus Sars, 1862",0,0
Metaphire sieboldi,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062143,26241,3267593,833400,Metaphire sieboldi,accepted,NA,FALSE,NA,"Sims & Easton, 1972",Metaphire,Metaphire sieboldi,Metaphire,"Metaphire Sims & Easton, 1972",NA,1
Metaphire tosaensis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062143,26241,3267593,833402,Metaphire tosaensis,accepted,NA,FALSE,NA,"Sims & Easton, 1972",Metaphire,Metaphire tosaensis,Metaphire,"Metaphire Sims & Easton, 1972",NA,1
Metaphire hilgendorfi,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062143,26241,3267593,833406,Metaphire hilgendorfi,accepted,NA,FALSE,NA,"Sims & Easton, 1972",Metaphire,Metaphire hilgendorfi,Metaphire,"Metaphire Sims & Easton, 1972",NA,1
Helobdella paranensis,species,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,NA,160018,25448,2307934,1060336,Helobdella paranensis,accepted,NA,FALSE,NA,"Blanchard, 1896",Helobdella,Helobdella paranensis,Helobdella,"Helobdella Blanchard, 1896",1,1
Helobdella nununununojensis,species,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,NA,160018,25448,2307934,51290,Helobdella nununununojensis,accepted,NA,FALSE,NA,"Blanchard, 1896",Helobdella,Helobdella nununununojensis,Helobdella,"Helobdella Blanchard, 1896",1,1
Dero furcata,species,Annelida,Clitellata,Tubificida,Naididae,NA,993490,30675,2308127,676633,Dero furcata,accepted,NA,FALSE,sibling_higher,"Oken, 1815",Dero,Dero furcata,Dero,"Dero Oken, 1815",1,NA
Erpobdella obscura,species,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,NA,160006,26122,10869541,340135,Erpobdella obscura,accepted,NA,FALSE,NA,"Lamarck, 1818",Erpobdella,Erpobdella obscura,Erpobdella,"Erpobdella Lamarck, 1818",1,NA
Haemopis kingi,species,Annelida,Clitellata,Arhynchobdellida,Haemopidae,NA,1382833,25574,2308810,944488,Haemopis kingi,accepted,NA,FALSE,NA,"Savigny, 1822",Haemopis,Haemopis kingi,Haemopis,"Haemopis Savigny, 1822",1,1
Poecilobdella manillensis,species,Annelida,Clitellata,Arhynchobdellida,Hirudinidae,NA,1438436,657161,2308868,509091,Poecilobdella manillensis,accepted,NA,FALSE,NA,"Blanchard, 1893",Poecilobdella,Poecilobdella manillensis,Poecilobdella,"Poecilobdella Blanchard, 1893",1,NA
Hirudo troctina,species,Annelida,Clitellata,Arhynchobdellida,Hirudinidae,NA,370714,25249,2308886,536322,Hirudo troctina,accepted,NA,FALSE,NA,"Linnaeus, 1758",Hirudo,Hirudo troctina,Hirudo,"Hirudo Linnaeus, 1758",1,0
Metaphire glareosa,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062143,26241,3267593,839178,Metaphire glareosa,accepted,NA,FALSE,NA,"Sims & Easton, 1972",Metaphire,Metaphire glareosa,Metaphire,"Metaphire Sims & Easton, 1972",NA,1
Erpobdella microstoma,species,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,NA,160006,26122,10869541,7486056,Erpobdella microstoma,accepted,NA,FALSE,NA,"Lamarck, 1818",Erpobdella,Erpobdella microstoma,Erpobdella,"Erpobdella Lamarck, 1818",1,NA
Metaphire tschiliensis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062143,26241,3267593,619490,Metaphire tschiliensis,accepted,NA,FALSE,NA,"Sims & Easton, 1972",Metaphire,Metaphire tschiliensis,Metaphire,"Metaphire Sims & Easton, 1972",NA,1
Aporrectodea trapezoides,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,NA,994659,25204,2307755,1042242,Aporrectodea trapezoides,accepted,NA,FALSE,NA,"Orley, 1885",Aporrectodea,Aporrectodea trapezoides,Aporrectodea,"Aporrectodea Orley, 1885",0,1
Amynthas diffringens,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062218,26238,2307607,615951,Amynthas diffringens,accepted,NA,FALSE,sibling_higher,"Kinberg, 1866",Amynthas,Amynthas diffringens,Amynthas,"Amynthas Kinberg, 1866",0,1
Diplocardia eiseni,species,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,NA,1062007,80675,7758244,615948,Diplocardia eiseni,accepted,NA,FALSE,NA,"Garman, 1888",Diplocardia,Diplocardia eiseni,Diplocardia,"Diplocardia Garman, 1888",0,1
Diplocardia caroliniana,species,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,NA,1062007,80675,7758244,77648,Diplocardia caroliniana,accepted,NA,FALSE,NA,"Garman, 1888",Diplocardia,Diplocardia caroliniana,Diplocardia,"Diplocardia Garman, 1888",0,1
Placobdella montifera,species,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,NA,160287,26110,2307920,778689,Placobdella montifera,accepted,NA,FALSE,sibling_higher,"Blanchard, 1893",Placobdella,Placobdella montifera,Placobdella,"Placobdella Blanchard, 1893",1,1
Helobdella papillata,species,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,NA,160018,25448,2307934,51289,Helobdella papillata,accepted,NA,FALSE,NA,"Blanchard, 1896",Helobdella,Helobdella papillata,Helobdella,"Helobdella Blanchard, 1896",1,1
Haemadipsa interrupta,species,Annelida,Clitellata,Arhynchobdellida,Haemadipsidae,NA,1328223,29719,4810276,62619,Haemadipsa interrupta,accepted,NA,FALSE,NA,"Tennent, 1859",Haemadipsa,Haemadipsa interrupta,Haemadipsa,"Haemadipsa Tennent, 1859",0,1
Haemopis terrestris,species,Annelida,Clitellata,Arhynchobdellida,Haemopidae,NA,1382833,25574,2308810,309974,Haemopis terrestris,accepted,NA,FALSE,NA,"Savigny, 1822",Haemopis,Haemopis terrestris,Haemopis,"Haemopis Savigny, 1822",1,1
Amynthas arenulus,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062218,26238,2307607,7487463,Amynthas arenulus,accepted,NA,FALSE,sibling_higher,"Kinberg, 1866",Amynthas,Amynthas arenulus,Amynthas,"Amynthas Kinberg, 1866",0,1
Amynthas mekongianus,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062218,26238,2307607,7487476,Amynthas mekongianus,accepted,NA,FALSE,sibling_higher,"Kinberg, 1866",Amynthas,Amynthas mekongianus,Amynthas,"Amynthas Kinberg, 1866",0,1
Amynthas papulosus,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062218,26238,2307607,2845407,Amynthas papulosus,accepted,NA,FALSE,sibling_higher,"Kinberg, 1866",Amynthas,Amynthas papulosus,Amynthas,"Amynthas Kinberg, 1866",0,1
Amynthas longicaeca,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062218,26238,2307607,7487472,Amynthas longicaeca,accepted,NA,FALSE,sibling_higher,"Kinberg, 1866",Amynthas,Amynthas longicaeca,Amynthas,"Amynthas Kinberg, 1866",0,1
Amynthas morrisi,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062218,26238,2307607,168832,Amynthas morrisi,accepted,NA,FALSE,sibling_higher,"Kinberg, 1866",Amynthas,Amynthas morrisi,Amynthas,"Amynthas Kinberg, 1866",0,1
Amynthas comptus,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062218,26238,2307607,7487465,Amynthas comptus,accepted,NA,FALSE,sibling_higher,"Kinberg, 1866",Amynthas,Amynthas comptus,Amynthas,"Amynthas Kinberg, 1866",0,1
Amynthas longicauliculatus,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062218,26238,2307607,7487473,Amynthas longicauliculatus,accepted,NA,FALSE,sibling_higher,"Kinberg, 1866",Amynthas,Amynthas longicauliculatus,Amynthas,"Amynthas Kinberg, 1866",0,1
Amynthas andersoni,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062218,26238,2307607,6326567,Amynthas andersoni,accepted,NA,FALSE,sibling_higher,"Kinberg, 1866",Amynthas,Amynthas andersoni,Amynthas,"Amynthas Kinberg, 1866",0,1
Amynthas srinan,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062218,26238,2307607,7487548,Amynthas srinan,accepted,NA,FALSE,sibling_higher,"Kinberg, 1866",Amynthas,Amynthas srinan,Amynthas,"Amynthas Kinberg, 1866",0,1
Amynthas thakhantho,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062218,26238,2307607,7487549,Amynthas thakhantho,accepted,NA,FALSE,sibling_higher,"Kinberg, 1866",Amynthas,Amynthas thakhantho,Amynthas,"Amynthas Kinberg, 1866",0,1
Amynthas nangrongensis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062218,26238,2307607,7487477,Amynthas nangrongensis,accepted,NA,FALSE,sibling_higher,"Kinberg, 1866",Amynthas,Amynthas nangrongensis,Amynthas,"Amynthas Kinberg, 1866",0,1
Amynthas khaohayod,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062218,26238,2307607,7487469,Amynthas khaohayod,accepted,NA,FALSE,sibling_higher,"Kinberg, 1866",Amynthas,Amynthas khaohayod,Amynthas,"Amynthas Kinberg, 1866",0,1
Metaphire peguana,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062143,26241,3267593,5224417,Metaphire peguana,accepted,NA,FALSE,NA,"Sims & Easton, 1972",Metaphire,Metaphire peguana,Metaphire,"Metaphire Sims & Easton, 1972",NA,1
Metaphire bahli,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062143,26241,3267593,5224418,Metaphire bahli,accepted,NA,FALSE,NA,"Sims & Easton, 1972",Metaphire,Metaphire bahli,Metaphire,"Metaphire Sims & Easton, 1972",NA,1
Metaphire posthuma,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062143,26241,3267593,839174,Metaphire posthuma,accepted,NA,FALSE,NA,"Sims & Easton, 1972",Metaphire,Metaphire posthuma,Metaphire,"Metaphire Sims & Easton, 1972",NA,1
Metaphire houlleti,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062143,26241,3267593,2845428,Metaphire houlleti,accepted,NA,FALSE,NA,"Sims & Easton, 1972",Metaphire,Metaphire houlleti,Metaphire,"Metaphire Sims & Easton, 1972",NA,1
Metaphire birmanica,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,NA,1062143,26241,3267593,7487870,Metaphire birmanica,accepted,NA,FALSE,NA,"Sims & Easton, 1972",Metaphire,Metaphire birmanica,Metaphire,"Metaphire Sims & Easton, 1972",NA,1
Aporrectodea giardi,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,NA,994659,25204,2307755,973362,Aporrectodea giardi,accepted,NA,FALSE,NA,"Orley, 1885",Aporrectodea,Aporrectodea giardi,Aporrectodea,"Aporrectodea Orley, 1885",0,1
Aporrectodea nocturna,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,NA,994659,25204,2307755,245040,Aporrectodea nocturna,accepted,NA,FALSE,NA,"Orley, 1885",Aporrectodea,Aporrectodea nocturna,Aporrectodea,"Aporrectodea Orley, 1885",0,1
Martiodrilus tenkatei,species,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,NA,1062131,305860,2308726,5705841,Martiodrilus tenkatei,accepted,NA,FALSE,NA,"Michaelsen, 1937",Martiodrilus,Martiodrilus tenkatei,Martiodrilus,Martiodrilus,0,1
