query,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type,freshwater_only,terrestrial_only
Gnathostomula axi,114734,Gnathostomula axi,"Kirsteuer, 1964",unaccepted,misidentification,Species,114735,Gnathostomula mediterranea,"Sterrer, 1970",114721,Animalia,Gnathostomulida,NA,Bursovaginoidea,Gnathostomulidae,Gnathostomula,1,NA,NA,NA,NA,exact,0,0
Trochospongilla pennsylvanica,167262,Trochospongilla pennsylvanica,"(Potts, 1882)",accepted,NA,Species,167262,Trochospongilla pennsylvanica,"(Potts, 1882)",167255,Animalia,Porifera,Demospongiae,Spongillida,Spongillidae,Trochospongilla,0,0,1,0,0,exact,1,0
Tedania klausi,234209,Tedania klausi,"Wulff, 2006",alternate representation,subgenus transfer,Species,234206,Tedania (Tedania) klausi,"Wulff, 2006",131974,Animalia,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,Tedania,1,0,0,0,NA,exact,0,0
Baikalospongia bacillifera,167013,Baikalospongia bacillifera,"(Dybowsky, 1880)",accepted,NA,Species,167013,Baikalospongia bacillifera,"(Dybowsky, 1880)",167012,Animalia,Porifera,Demospongiae,Spongillida,Lubomirskiidae,Baikalospongia,0,0,1,0,0,exact,1,0
Baikalospongia intermedia,167015,Baikalospongia intermedia,"Dybowsky, 1880",accepted,NA,Species,167015,Baikalospongia intermedia,"Dybowsky, 1880",167012,Animalia,Porifera,Demospongiae,Spongillida,Lubomirskiidae,Baikalospongia,0,0,1,0,0,exact,1,0
Swartschewskia papyracea,167021,Swartschewskia papyracea,"(Dybowsky, 1880)",accepted,NA,Species,167021,Swartschewskia papyracea,"(Dybowsky, 1880)",167020,Animalia,Porifera,Demospongiae,Spongillida,Lubomirskiidae,Swartschewskia,0,0,1,0,0,exact,1,0
Ephydatia fluviatilis,167144,Ephydatia fluviatilis,"(Linnaeus, 1759)",accepted,NA,Species,167144,Ephydatia fluviatilis,"(Linnaeus, 1759)",167141,Animalia,Porifera,Demospongiae,Spongillida,Spongillidae,Ephydatia,0,0,1,0,0,exact,1,0
Eunapius,167154,Eunapius,"Gray, 1867",accepted,NA,Genus,167154,Eunapius,"Gray, 1867",167108,Animalia,Porifera,Demospongiae,Spongillida,Spongillidae,Eunapius,0,0,1,0,0,exact,1,0
Pachydictyum globosum,167032,Pachydictyum globosum,"Weltner, 1901",accepted,NA,Species,167032,Pachydictyum globosum,"Weltner, 1901",167031,Animalia,Porifera,Demospongiae,Spongillida,Malawispongiidae,Pachydictyum,0,0,1,0,0,exact,1,0
Pachydictyum incrustans,607858,Pachydictyum incrustans,"Erpenbeck, Weier, De Voogd, Wörheide, Sutcliffe, Todd & Michel, 2011",nomen nudum,NA,Species,NA,NA,NA,167031,Animalia,Porifera,Demospongiae,Spongillida,Malawispongiidae,Pachydictyum,0,0,1,0,0,exact,1,0
Corvomeyenia,167038,Corvomeyenia,"Weltner, 1913",accepted,NA,Genus,167038,Corvomeyenia,"Weltner, 1913",167035,Animalia,Porifera,Demospongiae,Spongillida,Metaniidae,Corvomeyenia,0,0,1,0,0,exact,1,0
Rotaria rotatoria,431954,Rotaria rotatoria,"(Pallas, 1766)",accepted,NA,Species,431954,Rotaria rotatoria,"(Pallas, 1766)",134927,Animalia,Rotifera,Eurotatoria,NA,Philodinidae,Rotaria,NA,NA,1,NA,NA,exact,1,NA
Rotaria tardigrada,247967,Rotaria tardigrada,"(Ehrenberg, 1830)",accepted,NA,Species,247967,Rotaria tardigrada,"(Ehrenberg, 1830)",134927,Animalia,Rotifera,Eurotatoria,NA,Philodinidae,Rotaria,0,0,1,NA,NA,exact,1,NA
Rotaria citrina,134961,Rotaria citrina,"(Ehrenberg, 1838)",accepted,NA,Species,134961,Rotaria citrina,"(Ehrenberg, 1838)",134927,Animalia,Rotifera,Eurotatoria,NA,Philodinidae,Rotaria,0,0,1,NA,NA,exact,1,NA
Sagitta bedoti,268044,Sagitta bedoti,"Béraneck, 1895",unaccepted,synonym,Species,266884,Zonosagitta bedoti,"(Béraneck, 1895)",105410,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,1,0,0,0,NA,exact,0,0
Neothyris parva,235680,Neothyris parva,"Cooper, 1982",unaccepted,NA,Species,235676,Neothyris lenticularis,"(Deshayes, 1839)",235341,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Terebratellidae,Neothyris,1,NA,NA,NA,NA,exact,0,0
Trochospongilla horrida,167257,Trochospongilla horrida,"Weltner, 1893",accepted,NA,Species,167257,Trochospongilla horrida,"Weltner, 1893",167255,Animalia,Porifera,Demospongiae,Spongillida,Spongillidae,Trochospongilla,0,0,1,0,0,exact,1,0
Baikalospongia dzhegatajensis,167014,Baikalospongia dzhegatajensis,"Rezvoi, 1927",accepted,NA,Species,167014,Baikalospongia dzhegatajensis,"Rezvoi, 1927",167012,Animalia,Porifera,Demospongiae,Spongillida,Lubomirskiidae,Baikalospongia,0,0,1,0,0,exact,1,0
Dushia atra,155832,Dushia atra,"(Girard, 1851) sensu Girard, 1851",nomen dubium,NA,Species,155832,Dushia atra,"(Girard, 1851) sensu Girard, 1851",155830,Animalia,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Dushia,1,0,0,0,0,exact,0,0
Dushia atra,1416782,Dushia atra,"(Girard, 1851) sensu Corrêa, 1963",unaccepted,"Synonym. Not: Meckelia atra Girard, 1851: Cerebratulus ater Verrill, 1895, Bürger, 1904, Coe, 1943; ?Lineus ater: Coe, 1951.",Species,1416629,Dushia wijnhoffae,"Schwartz & Norenburg, 2019",155830,Animalia,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Dushia,1,0,0,0,0,exact,0,0
Neolineus,147945,Neolineus,"Santos, 1974",nomen nudum,Not published,Genus,NA,NA,NA,122314,Animalia,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Neolineus,1,NA,NA,NA,NA,exact,0,0
Prosorhochmus nelsoni,573309,Prosorhochmus nelsoni,"Sánchez, 1973",accepted,NA,Species,573309,Prosorhochmus nelsoni,"Sánchez, 1973",122410,Animalia,Nemertea,Hoplonemertea,Monostilifera,Prosorhochmidae,Prosorhochmus,1,NA,0,0,NA,exact,0,0
Tetrastemma albidum,176363,Tetrastemma albidum,NA,unaccepted,synonym,Species,162332,Prosorhochmus albidus,"(Coe, 1905)",122419,Animalia,Nemertea,Hoplonemertea,Monostilifera,Tetrastemmatidae,Tetrastemma,NA,NA,NA,NA,NA,exact,NA,NA
Adineta gracilis,1390678,Adineta gracilis,"Janson, 1893",accepted,NA,Species,1390678,Adineta gracilis,"Janson, 1893",886172,Animalia,Rotifera,Eurotatoria,NA,Adinetidae,Adineta,0,0,1,1,NA,exact,1,1
Adineta,886172,Adineta,"Hudson, 1886",accepted,NA,Genus,886172,Adineta,"Hudson, 1886",886170,Animalia,Rotifera,Eurotatoria,NA,Adinetidae,Adineta,0,0,1,1,0,exact,1,1
Adineta grandis,886178,Adineta grandis,"Murray, 1910",accepted,NA,Species,886178,Adineta grandis,"Murray, 1910",886172,Animalia,Rotifera,Eurotatoria,NA,Adinetidae,Adineta,0,0,1,1,0,exact,1,1
Adineta ricciae,1380249,Adineta ricciae,"Segers & Shiel, 2005",accepted,NA,Species,1380249,Adineta ricciae,"Segers & Shiel, 2005",886172,Animalia,Rotifera,Eurotatoria,NA,Adinetidae,Adineta,0,0,1,NA,0,exact,1,NA
Adineta steineri,886582,Adineta steineri,"Bartoš, 1951",accepted,NA,Species,886582,Adineta steineri,"Bartoš, 1951",886172,Animalia,Rotifera,Eurotatoria,NA,Adinetidae,Adineta,0,0,1,1,0,exact,1,1
Prostoma graecense,689413,Prostoma graecense,"(Böhmig, 1892)",accepted,NA,Species,689413,Prostoma graecense,"(Böhmig, 1892)",162630,Animalia,Nemertea,Hoplonemertea,Monostilifera,Prostomatidae,Prostoma,0,0,1,0,0,exact,1,0
Hymeniacidon sinapium,165916,Hymeniacidon sinapium,"de Laubenfels, 1930",unaccepted,junior synonym,Species,132663,Hymeniacidon perlevis,"(Montagu, 1814)",131808,Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,Hymeniacidon,1,0,0,0,0,exact,0,0
Callyspongia armigera,864790,Callyspongia armigera,"(Duchassaing & Michelotti, 1864)",alternate representation,subgenus assignment,Species,166207,Callyspongia (Cladochalina) armigera,"(Duchassaing & Michelotti, 1864)",131825,Animalia,Porifera,Demospongiae,Haplosclerida,Callyspongiidae,Callyspongia,1,0,0,0,0,exact,0,0
Clathria oxeota,418832,Clathria oxeota,"(van Soest, 1984)",alternate representation,subgenus assignment,Species,167764,Clathria (Thalysias) oxeota,"(van Soest, 1984)",131868,Animalia,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,1,0,0,0,0,exact,0,0
Clathria schoenus,394726,Clathria schoenus,"(de Laubenfels, 1936)",unaccepted,junior synonym,Species,765193,Clathria (Thalysias) curacaoensis,"Arndt, 1927",131868,Animalia,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,1,0,0,0,0,exact,0,0
Cliona delitrix,170437,Cliona delitrix,"Pang, 1973",unaccepted,new combination,Species,1479479,Cliothosa delitrix,"(Pang, 1973)",132026,Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Cliona,1,0,0,0,NA,exact,0,0
Halichondria magniconulosa,191436,Halichondria magniconulosa,"Hechtel, 1965",alternate representation,NA,Species,165838,Halichondria (Halichondria) magniconulosa,"Hechtel, 1965",131807,Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,1,0,0,0,0,exact,0,0
Halichondria melanadocia,191437,Halichondria melanadocia,"de Laubenfels, 1936",alternate representation,subgenus assignment,Species,165839,Halichondria (Halichondria) melanadocia,"de Laubenfels, 1936",131807,Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,1,0,0,0,0,exact,0,0
Haliclona implexiformis,345570,Haliclona implexiformis,"(Hechtel, 1965)",alternate representation,subgenus assignment,Species,166612,Haliclona (Reniera) implexiformis,"(Hechtel, 1965)",131834,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,1,0,0,0,0,exact,0,0
Haliclona tubifera,345569,Haliclona tubifera,"(George & Wilson, 1919)",alternate representation,subgenus assignment,Species,166626,Haliclona (Reniera) tubifera,"(George & Wilson, 1919)",131834,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,1,0,0,0,0,exact,0,0
Holopsamma helwigi,191662,Holopsamma helwigi,"de Laubenfels, 1936",unaccepted,genus transfer and junior synonym,Species,169121,Desmapsamma anchorata,"(Carter, 1882)",167829,Animalia,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Holopsamma,1,0,0,0,0,exact,0,0
Lissodendoryx isodictyalis,133436,Lissodendoryx isodictyalis,"(Carter, 1882)",alternate representation,Subgenus transfer,Species,168968,Lissodendoryx (Lissodendoryx) isodictyalis,"(Carter, 1882)",131930,Animalia,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Lissodendoryx,1,0,0,0,NA,exact,0,0
Lissodendoryx sigmata,607212,Lissodendoryx sigmata,"(de Laubenfels, 1949)",alternate representation,subgenus assignment,Species,168989,Lissodendoryx (Anomodoryx) sigmata,"(de Laubenfels, 1949)",131930,Animalia,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Lissodendoryx,1,0,0,0,0,exact,0,0
Mycale laxissima,418834,Mycale laxissima,"(Duchassaing & Michelotti, 1864)",unaccepted,subgenus assignment,Species,168561,Mycale (Arenochalina) laxissima,"(Duchassaing & Michelotti, 1864)",131907,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,1,0,0,0,0,exact,0,0
Neofibularia nolitangere,168323,Neofibularia nolitangere,"(Duchassaing & Michelotti, 1864)",accepted,NA,Species,168323,Neofibularia nolitangere,"(Duchassaing & Michelotti, 1864)",168318,Animalia,Porifera,Demospongiae,Biemnida,Biemnidae,Neofibularia,1,0,0,0,0,exact,0,0
Petrosia dura,234281,Petrosia dura,"(Schmidt, 1862)",unaccepted,junior synonym,Species,166837,Petrosia (Petrosia) ficiformis,"(Poiret, 1789)",131847,Animalia,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Petrosia,1,0,0,0,0,exact,0,0
Pocillopora grandis,206952,Pocillopora grandis,"Dana, 1846",accepted,NA,Species,206952,Pocillopora grandis,"Dana, 1846",206938,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,1,0,0,0,NA,exact,0,0
Sympagella,132113,Sympagella,"Schmidt, 1870",accepted,NA,Genus,132113,Sympagella,"Schmidt, 1870",171949,Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Sympagella,1,0,0,0,0,exact,0,0
Pachymatisma normani,134058,Pachymatisma normani,"Sollas, 1888",accepted,NA,Species,134058,Pachymatisma normani,"Sollas, 1888",132007,Animalia,Porifera,Demospongiae,Tetractinellida,Geodiidae,Pachymatisma,1,0,0,0,0,exact,0,0
Echiniscus testudo,343024,Echiniscus testudo,"(Doyère, 1840)",accepted,NA,Species,343024,Echiniscus testudo,"(Doyère, 1840)",342562,Animalia,Tardigrada,Heterotardigrada,Echiniscoidea,Echiniscidae,Echiniscus,0,0,0,1,NA,exact,0,1
Echiniscus blumi,342902,Echiniscus blumi,"Richters, 1903",accepted,NA,Species,342902,Echiniscus blumi,"Richters, 1903",342562,Animalia,Tardigrada,Heterotardigrada,Echiniscoidea,Echiniscidae,Echiniscus,0,0,0,1,NA,exact,0,1
Hypsibius,342574,Hypsibius,"Ehrenberg, 1848",accepted,NA,Genus,342574,Hypsibius,"Ehrenberg, 1848",955425,Animalia,Tardigrada,Eutardigrada,Parachela,Hypsibiidae,Hypsibius,0,0,1,1,NA,exact,1,1
Dactylobiotus,342557,Dactylobiotus,"R.O. Schuster, 1980",accepted,NA,Genus,342557,Dactylobiotus,"R.O. Schuster, 1980",955446,Animalia,Tardigrada,Eutardigrada,Parachela,Murrayidae,Dactylobiotus,0,0,1,NA,NA,exact,1,NA
Diphascon,342558,Diphascon,"Plate, 1888",accepted,NA,Genus,342558,Diphascon,"Plate, 1888",955424,Animalia,Tardigrada,Eutardigrada,Parachela,Hypsibiidae,Diphascon,0,NA,1,1,NA,exact,1,1
Isohypsibius asper,343106,Isohypsibius asper,"(Murray, 1906)",accepted,NA,Species,343106,Isohypsibius asper,"(Murray, 1906)",342576,Animalia,Tardigrada,Eutardigrada,Parachela,Isohypsibiidae,Isohypsibius,0,0,1,1,NA,exact,1,1
Echiniscus,342562,Echiniscus,"C.A.S. Schultze, 1840",accepted,NA,Genus,342562,Echiniscus,"C.A.S. Schultze, 1840",342530,Animalia,Tardigrada,Heterotardigrada,Echiniscoidea,Echiniscidae,Echiniscus,0,0,0,1,NA,exact,0,1
Callyspongia ramosa,166143,Callyspongia ramosa,"(Gray, 1843)",unaccepted,subgenus assignment and preoccupied,Species,1424111,Callyspongia (Callyspongia) nuda,"(Ridley, 1884)",131825,Animalia,Porifera,Demospongiae,Haplosclerida,Callyspongiidae,Callyspongia,1,0,0,0,0,exact,0,0
Haliclona rudis,569953,Haliclona rudis,"(Topsent, 1901)",alternate representation,subgenus assignment,Species,166558,Haliclona (Gellius) rudis,"(Topsent, 1901)",131834,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,1,0,0,0,0,exact,0,0
Callyspongia fallax,190264,Callyspongia fallax,"Duchassaing & Michelotti, 1864",alternate representation,subgenus assignment,Species,166185,Callyspongia (Callyspongia) fallax,"Duchassaing & Michelotti, 1864",131825,Animalia,Porifera,Demospongiae,Haplosclerida,Callyspongiidae,Callyspongia,1,0,0,0,0,exact,0,0
Petrosia hoeksemai,192898,Petrosia hoeksemai,"de Voogd & van Soest, 2002",alternate representation,subgenus assignment,Species,166840,Petrosia (Petrosia) hoeksemai,"de Voogd & van Soest, 2002",131847,Animalia,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Petrosia,1,0,0,0,0,exact,0,0
Haliclona oculata,236327,Haliclona oculata,"(Linnaeus, 1759)",alternate representation,subgenus assignment,Species,132833,Haliclona (Haliclona) oculata,"(Linnaeus, 1759)",131834,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,1,0,0,0,0,exact,0,0
Umimayanthus parasiticus,847839,Umimayanthus parasiticus,"(Duchassaing de Fonbressin & Michelotti, 1860)",accepted,NA,Species,847839,Umimayanthus parasiticus,"(Duchassaing de Fonbressin & Michelotti, 1860)",843618,Animalia,Cnidaria,Anthozoa,Zoantharia,Parazoanthidae,Umimayanthus,1,NA,0,0,NA,exact,0,0
Baikalospongia recta,367137,Baikalospongia recta,"Efremova, 2004",accepted,NA,Species,367137,Baikalospongia recta,"Efremova, 2004",167012,Animalia,Porifera,Demospongiae,Spongillida,Lubomirskiidae,Baikalospongia,0,0,1,0,0,exact,1,0
Echinospongilla brichardi,167072,Echinospongilla brichardi,"(Brien, 1974)",accepted,NA,Species,167072,Echinospongilla brichardi,"(Brien, 1974)",167071,Animalia,Porifera,Demospongiae,Spongillida,Potamolepidae,Echinospongilla,0,0,1,0,0,exact,1,0
Igernella notabilis,164900,Igernella notabilis,"(Duchassaing & Michelotti, 1864)",accepted,NA,Species,164900,Igernella notabilis,"(Duchassaing & Michelotti, 1864)",164898,Animalia,Porifera,Demospongiae,Dendroceratida,Dictyodendrillidae,Igernella,1,0,0,0,0,exact,0,0
Paramacrobiotus,955441,Paramacrobiotus,"Guidetti, Schill, Bertolani, Dandekar & Wolf, 2009",accepted,NA,Genus,955441,Paramacrobiotus,"Guidetti, Schill, Bertolani, Dandekar & Wolf, 2009",342534,Animalia,Tardigrada,Eutardigrada,Parachela,Macrobiotidae,Paramacrobiotus,0,0,NA,1,NA,exact,NA,1
Echiniscus granulatus,342935,Echiniscus granulatus,"(Doyère, 1840)",accepted,NA,Species,342935,Echiniscus granulatus,"(Doyère, 1840)",342562,Animalia,Tardigrada,Heterotardigrada,Echiniscoidea,Echiniscidae,Echiniscus,0,0,0,1,NA,exact,0,1
Cornechiniscus lobatus,342779,Cornechiniscus lobatus,"(Ramazzotti, 1943)",accepted,NA,Species,342779,Cornechiniscus lobatus,"(Ramazzotti, 1943)",342556,Animalia,Tardigrada,Heterotardigrada,Echiniscoidea,Echiniscidae,Cornechiniscus,0,0,0,1,NA,exact,0,1
Milnesium tardigradum,343421,Milnesium tardigradum,"Doyère, 1840",accepted,NA,Species,343421,Milnesium tardigradum,"Doyère, 1840",342586,Animalia,Tardigrada,Eutardigrada,Apochela,Milnesiidae,Milnesium,0,0,0,1,NA,exact,0,1
Macrobiotus persimilis,343344,Macrobiotus persimilis,"Binda & Pilato, 1972",accepted,NA,Species,343344,Macrobiotus persimilis,"Binda & Pilato, 1972",342581,Animalia,Tardigrada,Eutardigrada,Parachela,Macrobiotidae,Macrobiotus,0,0,NA,1,NA,exact,NA,1
Macrobiotidae,342534,Macrobiotidae,"Thulin, 1928",accepted,NA,Family,342534,Macrobiotidae,"Thulin, 1928",955437,Animalia,Tardigrada,Eutardigrada,Parachela,Macrobiotidae,NA,NA,NA,1,1,NA,exact,1,1
Ramazzottius oberhaeuseri,343554,Ramazzottius oberhaeuseri,"(Doyère, 1840)",accepted,NA,Species,343554,Ramazzottius oberhaeuseri,"(Doyère, 1840)",342610,Animalia,Tardigrada,Eutardigrada,Parachela,Ramazzottiidae,Ramazzottius,0,0,NA,1,NA,exact,NA,1
Geonemertes pelaensis,597681,Geonemertes pelaensis,"Semper, 1863",accepted,NA,Species,597681,Geonemertes pelaensis,"Semper, 1863",571761,Animalia,Nemertea,Hoplonemertea,Monostilifera,NA,Geonemertes,NA,NA,NA,1,NA,exact,NA,1
Nemertea,152391,Nemertea,NA,accepted,NA,Phylum,152391,Nemertea,NA,2,Animalia,Nemertea,NA,NA,NA,NA,1,1,1,1,0,exact,0,0
Membranipora tenuis,111412,Membranipora tenuis,"Desor, 1848",unaccepted,NA,Species,878544,Biflustra tenuis,"(Desor, 1848)",110938,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,1,0,0,0,NA,exact,0,0
Membranipora serrilamella,718269,Membranipora serrilamella,"Osburn, 1950",unaccepted,Subjective synonym,Species,469954,Membranipora villosa,"Hincks, 1880",110938,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,1,0,0,0,NA,exact,0,0
Membranipora isabelleana,1030897,Membranipora isabelleana,"(d'Orbigny, 1842)",taxon inquirendum,NA,Species,1030897,Membranipora isabelleana,"(d'Orbigny, 1842)",110938,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,1,NA,NA,NA,0,exact,0,0
Stelletta normani,133980,Stelletta normani,"Sollas, 1880",accepted,NA,Species,133980,Stelletta normani,"Sollas, 1880",131994,Animalia,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stelletta,1,0,0,0,NA,exact,0,0
Polyarthra remata,135043,Polyarthra remata,"Skorikov, 1896",accepted,NA,Species,135043,Polyarthra remata,"Skorikov, 1896",134957,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,0,0,1,NA,NA,exact,1,NA
Cauloramphus spinifer,408293,Cauloramphus spinifer,"(Johnston, 1832)",alternate representation,NA,Species,111202,Cauloramphus spiniferum,"(Johnston, 1832)",110852,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Cauloramphus,1,0,0,0,NA,exact,0,0
Adineta barbata,1390677,Adineta barbata,"Janson, 1893",accepted,NA,Species,1390677,Adineta barbata,"Janson, 1893",886172,Animalia,Rotifera,Eurotatoria,NA,Adinetidae,Adineta,0,0,1,1,0,exact,1,1
Philodina plena,1390916,Philodina plena,"(Bryce, 1894)",accepted,NA,Species,1390916,Philodina plena,"(Bryce, 1894)",247918,Animalia,Rotifera,Eurotatoria,NA,Philodinidae,Philodina,NA,NA,1,1,0,exact,1,1
Cauloramphus,110852,Cauloramphus,"Norman, 1903",accepted,NA,Genus,110852,Cauloramphus,"Norman, 1903",110733,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Cauloramphus,1,NA,NA,NA,0,exact,0,0
Macrobiotus macrocalix,343320,Macrobiotus macrocalix,"Bertolani & Rebecchi, 1993",accepted,NA,Species,343320,Macrobiotus macrocalix,"Bertolani & Rebecchi, 1993",342581,Animalia,Tardigrada,Eutardigrada,Parachela,Macrobiotidae,Macrobiotus,0,0,NA,NA,NA,exact,NA,NA
Borealibius zetlandicus,342746,Borealibius zetlandicus,"(Murray, 1907)",accepted,NA,Species,342746,Borealibius zetlandicus,"(Murray, 1907)",342549,Animalia,Tardigrada,Eutardigrada,Parachela,Hypsibiidae,Borealibius,0,0,NA,NA,NA,exact,NA,NA
Gelatinella toanensis,1046316,Gelatinella toanensis,"(Hozawa & Toriumi, 1940)",accepted,NA,Species,1046316,Gelatinella toanensis,"(Hozawa & Toriumi, 1940)",1046315,Animalia,Bryozoa,Phylactolaemata,Plumatellida,Plumatellidae,Gelatinella,0,0,1,0,0,exact,1,0
Schizomavella linearis,111099,Schizomavella linearis,"(Hassall, 1841)",unaccepted,NA,Species,862795,Schizomavella (Schizomavella) linearis,"(Hassall, 1841)",110829,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Schizomavella,1,0,0,0,NA,exact,0,0
Phoronis vancouverensis,267177,Phoronis vancouverensis,"Pixell, 1912",unaccepted,synonym,Species,237586,Phoronis ijimai,"Oka, 1897",128545,Animalia,Phoronida,NA,NA,Phoronidae,Phoronis,1,NA,NA,NA,NA,exact,0,0
Pectinatella magnifica,234090,Pectinatella magnifica,"(Leidy, 1851)",accepted,NA,Species,234090,Pectinatella magnifica,"(Leidy, 1851)",234089,Animalia,Bryozoa,Phylactolaemata,Plumatellida,Pectinatellidae,Pectinatella,0,0,1,0,NA,exact,1,0
Asajirella gelatinosa,472596,Asajirella gelatinosa,"(Oka, 1891)",accepted,NA,Species,472596,Asajirella gelatinosa,"(Oka, 1891)",468837,Animalia,Bryozoa,Phylactolaemata,Plumatellida,Lophopodidae,Asajirella,0,0,1,0,NA,exact,1,0
Plumatella repens,410032,Plumatella repens,"(Linnaeus, 1758)",accepted,NA,Species,410032,Plumatella repens,"(Linnaeus, 1758)",182716,Animalia,Bryozoa,Phylactolaemata,Plumatellida,Plumatellidae,Plumatella,0,0,1,0,NA,exact,1,0
Cristatella mucedo,254615,Cristatella mucedo,"Cuvier, 1798",accepted,NA,Species,254615,Cristatella mucedo,"Cuvier, 1798",254314,Animalia,Bryozoa,Phylactolaemata,Plumatellida,Cristatellidae,Cristatella,0,0,1,0,NA,exact,1,0
Lophopus crystallinus,472353,Lophopus crystallinus,"(Pallas, 1768)",accepted,NA,Species,472353,Lophopus crystallinus,"(Pallas, 1768)",468710,Animalia,Bryozoa,Phylactolaemata,Plumatellida,Lophopodidae,Lophopus,0,0,1,0,NA,exact,1,0
Corallium kishinouyei,517697,Corallium kishinouyei,"Bayer, 1996",unaccepted,synonym,Species,1311286,Pleurocorallium porcellanum,"(Pasternak, 1981)",125325,Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,1,0,0,0,NA,exact,0,0
Acanthogorgia granulata,182941,Acanthogorgia granulata,"Grasshoff, 1973",unaccepted,synonym,Species,125348,Acanthogorgia armata,"Verrill, 1878",125293,Animalia,Cnidaria,Anthozoa,Alcyonacea,Acanthogorgiidae,Acanthogorgia,1,NA,0,0,NA,exact,0,0
Anthothela nuttingi,286578,Anthothela nuttingi,"Bayer, 1956",unaccepted,synonym,Species,1045634,Victorgorgia alba,"(Nutting, 1908)",125324,Animalia,Cnidaria,Anthozoa,Alcyonacea,Anthothelidae,Anthothela,1,0,0,0,NA,exact,0,0
Clavularia rudis,177678,Clavularia rudis,"(Verrill, 1922)",unaccepted,changed combination,Species,1116761,Trachythela rudis,"Verrill, 1922",125286,Animalia,Cnidaria,Anthozoa,Alcyonacea,Clavulariidae,Clavularia,1,0,0,0,NA,exact,0,0
Calyptrophora microdentata,287655,Calyptrophora microdentata,"Pasternak, 1985",accepted,NA,Species,287655,Calyptrophora microdentata,"Pasternak, 1985",177833,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Calyptrophora,1,NA,0,0,NA,exact,0,0
Eutima diademata,987504,Eutima diademata,"(Kramp, 1959)",accepted,NA,Species,987504,Eutima diademata,"(Kramp, 1959)",117082,Animalia,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eutima,1,0,0,0,0,exact,0,0
Craspedacusta sowerbii,117767,Craspedacusta sowerbii,"Lankester, 1880",accepted,NA,Species,117767,Craspedacusta sowerbii,"Lankester, 1880",117170,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,0,NA,1,0,0,exact,1,0
Porites duerdeni,411269,Porites duerdeni,"Vaughan, 1907",taxon inquirendum,NA,Species,411269,Porites duerdeni,"Vaughan, 1907",206485,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,1,0,0,0,NA,exact,0,0
Astatumen trinacriae,342743,Astatumen trinacriae,"(Arcidiacono, 1962)",accepted,NA,Species,342743,Astatumen trinacriae,"(Arcidiacono, 1962)",342547,Animalia,Tardigrada,Eutardigrada,Parachela,Hypsibiidae,Astatumen,0,0,NA,1,NA,exact,NA,1
