found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,taxa_query,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Crassicardia crassidens,species,Mollusca,Bivalvia,Carditida,Carditidae,Cyclocardia,1420848,495464,2286615,2859882,Cyclocardia crassidens,unaccepted,NA,FALSE,NA,"(Broderip & G. B. Sowerby I, 1829)",Crassicardia crassidens,Cyclocardia crassidens,Cyclocardia crassidens,"Cyclocardia crassidens (Broderip & G.B.Sowerby I, 1829)",0,0
Coanicardita ventricosa,species,Mollusca,Bivalvia,Carditida,Carditidae,Cyclocardia,1420845,394946,2286610,2859650,Cyclocardia ventricosa,unaccepted,NA,FALSE,NA,"(Gould, 1850)",Coanicardita ventricosa,Cyclocardia ventricosa,Cyclocardia ventricosa,"Cyclocardia ventricosa (Gould, 1850)",0,0
Puncturella cucullata,species,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Cranopsis,761645,656572,5190373,745619,Cranopsis cucullata,unaccepted,NA,FALSE,NA,"(Gould, 1846)",Puncturella cucullata,Cranopsis cucullata,Cranopsis cucullata,"Cranopsis cucullata (Gould, 1846)",0,0
Paciocinebrina lurida,species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocinebrina,1329756,495456,2304145,2909169,Ocinebrina lurida,unaccepted,NA,FALSE,NA,"(Middendorff, 1848)",Paciocinebrina lurida,Ocinebrina lurida,Ocinebrina lurida,"Ocinebrina lurida (Middendorff, 1848)",0,0
Callianax alectona,species,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella,1424885,474152,2302780,2907707,Olivella baetica,unaccepted,NA,FALSE,NA,"(Duclos, 1835)",Callianax alectona,Olivella baetica,Olivella baetica,"Olivella baetica Carpenter, 1864",0,0
Coryphella trilineata,species,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,Flabellina,1052886,507598,5190139,20706,Flabellina trilineata,unaccepted,NA,FALSE,sibling_higher,"O'Donoghue, 1921",Coryphella trilineata,Flabellina trilineata,Flabellina trilineata,"Flabellina trilineata (O'Donoghue, 1921)",0,0
Coryphella verrucosa,species,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,Flabellina,139987,79945,5190135,578605,Flabellina verrucosa,unaccepted,NA,FALSE,sibling_higher,"(M. Sars, 1829)",Coryphella verrucosa,Flabellina verrucosa,Flabellina verrucosa,"Flabellina verrucosa (M.Sars, 1829)",0,0
Atalodoris jannae,species,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Knoutsodonta,1565340,717692,8088061,2875712,Knoutsodonta jannae,superseded combination,NA,FALSE,NA,"(Millen, 1987)",Atalodoris jannae,Knoutsodonta jannae,Knoutsodonta jannae,"Knoutsodonta jannae (Millen, 1987)",0,0
Antiopella fusca,species,Mollusca,Gastropoda,Nudibranchia,Janolidae,Janolus,1340034,508074,2291882,1022338,Janolus fuscus,unaccepted,original combination,FALSE,incertae_sedis_inherited,"(O'Donoghue, 1924)",Antiopella fusca,Janolus fuscus,Janolus fuscus,"Janolus fuscus O'Donoghue, 1924",0,0
Ariolimax columbianus,species,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax,1352058,350910,2294090,2882280,Ariolimax columbianus,accepted,NA,FALSE,NA,"(A. Gould, 1851)",Ariolimax columbianus,Ariolimax columbianus,Ariolimax columbianus,"Ariolimax columbianus (A.Gould, 1851)",0,1
Vespericola columbiana,species,Mollusca,Gastropoda,Stylommatophora,Polygyridae,Vespericola,1352056,796236,2295768,1045329,Vespericola columbiana,accepted,NA,FALSE,NA,"(I. Lea, 1839)",Vespericola columbiana,Vespericola columbiana,Vespericola columbiana,"Vespericola columbiana (I.Lea, 1839)",0,1
Mopalia ciliata,species,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,386342,105233,4370063,708555,Mopalia kennerleyi,unaccepted,NA,FALSE,NA,"(G. B. Sowerby II, 1840)",Mopalia ciliata,Mopalia kennerleyi,Mopalia kennerleyi,"Mopalia kennerleyi Carpenter, 1864",0,0
Tonicella lineata,species,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,386441,395154,4370118,2866792,Tonicella undocaerulea,unaccepted,NA,FALSE,NA,"(Wood, 1815)",Tonicella lineata,Tonicella undocaerulea,Tonicella undocaerulea,"Tonicella undocaerulea Sirenko, 1973",0,0
Lamarcka ventricosa,species,Mollusca,Bivalvia,Arcida,Arcidae,Arca,1549091,31712,4373198,785374,Arca ventricosa,unaccepted,basionym,FALSE,NA,"(Lamarck, 1818)",Lamarcka ventricosa,Arca ventricosa,Arca ventricosa,"Arca ventricosa Lamarck, 1819",0,0
Camaena,genus,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Camaena,835673,153844,3244310,394815,Camaena,accepted,NA,FALSE,sibling_higher,"Albers, 1850",Camaena,Camaena,Camaena,"Camaena Albers, 1850",0,1
Satsuma myomphala,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,1287751,153843,9835915,1008091,Satsuma myomphala,accepted,NA,FALSE,NA,"(E. von Martens, 1865)",Satsuma myomphala,Satsuma myomphala,Satsuma myomphala,"Satsuma myomphala (Martens, 1865)",0,1
Satsuma sadamii,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,1287749,153842,10640803,1008087,Satsuma sadamii,accepted,NA,FALSE,NA,"Kuroda & Minato, 1975",Satsuma sadamii,Satsuma sadamii,Satsuma sadamii,"Satsuma sadamii Kuroda & Minato, 1975",0,1
Satsuma eucosmia,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,956179,153836,9265630,1008094,Satsuma eucosmia,accepted,NA,FALSE,NA,"(Pilsbry, 1895)",Satsuma eucosmia,Satsuma eucosmia,Satsuma eucosmia,"Satsuma eucosmia (Pilsbry, 1895)",0,1
Satsuma largillierti,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,1298319,153839,9555340,1008088,Satsuma largillierti,accepted,NA,FALSE,NA,"(L. Pfeiffer, 1849)",Satsuma largillierti,Satsuma largillierti,Satsuma largillierti,"Satsuma largillierti (L.Pfeiffer, 1849)",0,1
Satsuma omoro,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,1332032,153840,10590060,95587,Satsuma omoro,accepted,NA,FALSE,NA,"Minato, 1982",Satsuma omoro,Satsuma omoro,Satsuma omoro,"Satsuma omoro Minato, 1982",0,1
Anadara globosa,species,Mollusca,Bivalvia,Arcida,Arcidae,Scapharca,504351,81528,6529739,245276,Scapharca globosa,unaccepted,NA,FALSE,NA,"(Reeve, 1844)",Anadara globosa,Scapharca globosa,Scapharca globosa,"Scapharca globosa Reeve, 1844",0,0
Neritina squamaepicta,species,Mollusca,Gastropoda,Cycloneritida,Neritidae,Neritina,818804,901724,8006162,7501992,Neritina delestennei,unaccepted,NA,FALSE,NA,"(Récluz, 1843)",Neritina squamaepicta,Neritina delestennei,Neritina delestennei,"Neritina delestennei Récluz, 1853",1,0
Satsuma ferruginea,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,871392,596487,8443769,208710,Satsuma ferruginea,accepted,NA,FALSE,NA,"(Pilsbry, 1900)",Satsuma ferruginea,Satsuma ferruginea,Satsuma ferruginea,"Satsuma ferruginea (Pilsbry, 1900)",0,1
Satsuma insignis,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,1250183,200403,5733931,540887,Satsuma insignis,accepted,NA,FALSE,NA,"(Pilsbry & Hirase, 1906)",Satsuma insignis,Satsuma insignis,Satsuma insignis,"Satsuma insignis (Pilsbry & Hirase, 1906)",0,1
Satsuma nux,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,1358420,152650,7345709,540890,Satsuma nux,accepted,NA,FALSE,NA,"(Möllendorff, 1888)",Satsuma nux,Satsuma nux,Satsuma nux,"Satsuma nux (Möllendorff, 1888)",0,1
Satsuma,genus,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,818543,152638,3244314,379594,Satsuma,accepted,NA,FALSE,sibling_higher,"A. Adams, 1868",Satsuma,Satsuma,Satsuma,"Satsuma A.Adams, 1868",0,1
Berthelinia limax,species,Mollusca,Gastropoda,NA,Juliidae,Tamanovalva,492592,303198,4597245,665610,Tamanovalva limax,unaccepted,original combination,FALSE,NA,"(Kawaguti & Baba, 1959)",Berthelinia limax,Tamanovalva limax,Tamanovalva limax,"Tamanovalva limax Kawaguti & Baba, 1959",0,0
Broderipia eximia,species,Mollusca,Gastropoda,Siphonariida,Siphonariidae,Roya,594218,507988,5859792,993311,Roya eximia,unaccepted,NA,FALSE,incertae_sedis_inherited,"G. Nevill & H. Nevill, 1869",Broderipia eximia,Roya eximia,Roya eximia,"Roya eximia (G.Nevill & H.Nevill, 1869)",0,0
Limnoperna fortunei,species,Mollusca,Bivalvia,Mytilida,Mytilidae,Limnoperna,506081,81417,5855350,94516,Limnoperna fortunei,accepted,NA,FALSE,NA,"(Dunker, 1857)",Limnoperna fortunei,Limnoperna fortunei,Limnoperna fortunei,"Limnoperna fortunei (Dunker, 1857)",1,0
Satsuma pilsbryi,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,1250199,200415,5733912,71355,Satsuma pilsbryi,accepted,NA,FALSE,NA,"S.-P. Wu, C.-C. Hwang & Y.-S. Lin, 2008",Satsuma pilsbryi,Satsuma pilsbryi,Satsuma pilsbryi,"Satsuma pilsbryi S.-P.Wu, C.-C.Hwang & Y.-S.Lin, 2008",0,1
Satsuma auratibasis,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,1250193,200409,5733926,71349,Satsuma auratibasis,accepted,NA,FALSE,NA,"S.-P. Wu, C.-C. Hwang & Y.-S. Lin, 2008",Satsuma auratibasis,Satsuma auratibasis,Satsuma auratibasis,"Satsuma auratibasis S.-P.Wu, C.-C.Hwang & Y.-S.Lin, 2008",0,1
Satsuma huberi,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,1250192,200410,5733899,71348,Satsuma huberi,accepted,NA,FALSE,NA,"S.-P. Wu, C.-C. Hwang & Y.-S. Lin, 2008",Satsuma huberi,Satsuma huberi,Satsuma huberi,"Satsuma huberi S.-P.Wu, C.-C.Hwang & Y.-S.Lin, 2008",0,1
Satsuma huberi,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,1250192,200410,5733899,71348,Satsuma huberi,accepted,NA,FALSE,NA,"S.-P. Wu, C.-C. Hwang & Y.-S. Lin, 2008",Satsuma huberi,Satsuma huberi,Satsuma huberi,"Satsuma huberi S.-P.Wu, C.-C.Hwang & Y.-S.Lin, 2008",0,1
Satsuma inkhavilayi,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,1321194,200410,5733899,71348,Satsuma huberi,unaccepted,"invalid: junior homonym of <i>Satsuma huberi</i> S.-P. Wu, C.-C. Hwang & Y.-S. Lin, 2008; <i>S. inkhavilayi</i> and <i>S. franzhuberi</i> are replacement names",FALSE,NA,"Páll-Gergely, 2019",Satsuma inkhavilayi,Satsuma huberi,Satsuma huberi,"Satsuma huberi S.-P.Wu, C.-C.Hwang & Y.-S.Lin, 2008",0,1
Satsuma inkhavilayi,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,1321194,200410,5733899,71348,Satsuma huberi,unaccepted,"invalid: junior homonym of <i>Satsuma huberi</i> S.-P. Wu, C.-C. Hwang & Y.-S. Lin, 2008; <i>S. inkhavilayi</i> and <i>S. franzhuberi</i> are replacement names",FALSE,NA,"Páll-Gergely, 2019",Satsuma inkhavilayi,Satsuma huberi,Satsuma huberi,"Satsuma huberi S.-P.Wu, C.-C.Hwang & Y.-S.Lin, 2008",0,1
Satsuma hagiomontis,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,1250181,200399,5733916,71356,Satsuma hagiomontis,accepted,NA,FALSE,NA,"S.-P. Wu, C.-C. Hwang & Y.-S. Lin, 2008",Satsuma hagiomontis,Satsuma hagiomontis,Satsuma hagiomontis,"Satsuma hagiomontis S.-P.Wu, C.-C.Hwang & Y.-S.Lin, 2008",0,1
Satsuma lini,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,1250186,200402,5733927,540886,Satsuma lini,accepted,NA,FALSE,NA,"S.-P. Wu, C.-C. Hwang & Y.-S. Lin, 2008",Satsuma lini,Satsuma lini,Satsuma lini,"Satsuma lini S.-P.Wu, C.-C.Hwang & Y.-S.Lin, 2008",0,1
Satsuma polymorpha,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,1250189,200407,5733901,71357,Satsuma polymorpha,accepted,NA,FALSE,NA,"S.-P. Wu, C.-C. Hwang & Y.-S. Lin, 2008",Satsuma polymorpha,Satsuma polymorpha,Satsuma polymorpha,"Satsuma polymorpha S.-P.Wu, C.-C.Hwang & Y.-S.Lin, 2008",0,1
Blanfordia,genus,Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Blanfordia,740255,NA,3244650,217568,Blanfordia,accepted,NA,FALSE,sibling_higher,"A. Adams, 1863",Blanfordia,Blanfordia,NA,"Blanfordia A.Adams, 1863",1,1
Blanfordia,genus,Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Blanfordia,740255,NA,3244650,217568,Blanfordia,accepted,NA,FALSE,sibling_higher,"A. Adams, 1863",Blanfordia,Blanfordia,NA,"Blanfordia A.Adams, 1863",1,1
Platycyathus,genus,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Blanfordia,1291142,NA,3244650,217568,Blanfordia,unaccepted,Synonymy,FALSE,sibling_higher,"de Fromentel, 1862",Platycyathus,Blanfordia,NA,"Blanfordia A.Adams, 1863",0,0
Platycyathus,genus,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Blanfordia,1291142,NA,3244650,217568,Blanfordia,unaccepted,Synonymy,FALSE,sibling_higher,"de Fromentel, 1862",Platycyathus,Blanfordia,NA,"Blanfordia A.Adams, 1863",0,0
Oncomelania hupensis,species,Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Oncomelania,740259,24895,7346840,686798,Oncomelania hupensis,accepted,NA,FALSE,NA,"Gredler, 1881",Oncomelania hupensis,Oncomelania hupensis,Oncomelania hupensis,"Oncomelania hupensis Gredler, 1881",1,0
Anadara kagoshimensis,species,Mollusca,Bivalvia,Arcida,Arcidae,Scapharca,504360,653790,7187555,90060,Scapharca kagoshimensis,unaccepted,NA,FALSE,NA,"(Tokunaga, 1906)",Anadara kagoshimensis,Scapharca kagoshimensis,Scapharca kagoshimensis,"Scapharca kagoshimensis (Tokunaga, 1906)",0,0
Trishoplita eumenes,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Trishoplita,1307513,654601,10343973,5264565,Trishoplita eumenes,accepted,NA,FALSE,NA,"(Westerlund, 1883)",Trishoplita eumenes,Trishoplita eumenes,Trishoplita eumenes,"Trishoplita eumenes (Westerlund, 1883)",0,1
Trishoplita eumenes,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Trishoplita,1307513,656210,8811266,5264566,Trishoplita cretacea,unaccepted,NA,FALSE,NA,"(Westerlund, 1883)",Trishoplita eumenes,Trishoplita cretacea,Trishoplita cretacea,"Trishoplita cretacea Gude, 1900",0,1
Trishoplita pallens,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Trishoplita,1332267,654610,9075977,5264550,Trishoplita pallens,accepted,NA,FALSE,NA,"Jacobi, 1898",Trishoplita pallens,Trishoplita pallens,Trishoplita pallens,"Trishoplita pallens Jacobi, 1898",0,1
Joubiniteuthis portieri,species,Mollusca,Cephalopoda,Oegopsida,Joubiniteuthidae,Joubiniteuthis,879785,33076,2290283,158637,Joubiniteuthis portieri,accepted,NA,FALSE,NA,"(Joubin, 1916)",Joubiniteuthis portieri,Joubiniteuthis portieri,Joubiniteuthis portieri,"Joubiniteuthis portieri (Joubin, 1916)",0,0
Joubiniteuthis portieri,species,Mollusca,Cephalopoda,Oegopsida,Joubiniteuthidae,Joubiniteuthis,879785,33076,2290283,158637,Joubiniteuthis portieri,accepted,NA,FALSE,NA,"(Joubin, 1916)",Joubiniteuthis portieri,Joubiniteuthis portieri,Joubiniteuthis portieri,"Joubiniteuthis portieri (Joubin, 1916)",0,0
Doryteuthis (Amerigo) gahi,species,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis,410351,121950,5855963,241291,Doryteuthis gahi,alternate representation,NA,FALSE,NA,"(d'Orbigny, 1835)",Doryteuthis (Amerigo) gahi,Doryteuthis gahi,Doryteuthis gahi,"Doryteuthis gahi (d'Orbigny, 1835)",0,0
Uroteuthis (Aestuariolus) noctiluca,species,Mollusca,Cephalopoda,Myopsida,Loliginidae,Uroteuthis,878153,33083,2290306,402101,Uroteuthis noctiluca,alternate representation,NA,FALSE,NA,"(Lu, Roper & Tait, 1985)",Uroteuthis (Aestuariolus) noctiluca,Uroteuthis noctiluca,Uroteuthis noctiluca,"Uroteuthis noctiluca (Lu, Roper & Tait, 1985)",0,0
Doryteuthis (Doryteuthis) pleii,species,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis,410356,608192,5189701,241302,Doryteuthis pleii,alternate representation,NA,FALSE,NA,"(Blainville, 1823)",Doryteuthis (Doryteuthis) pleii,Doryteuthis pleii,Doryteuthis pleii,"Doryteuthis pleii (Blainville, 1823)",0,0
Doryteuthis (Amerigo) pealeii,species,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis,410354,608193,5855960,241285,Doryteuthis pealeii,alternate representation,NA,FALSE,NA,"(Lesueur, 1821)",Doryteuthis (Amerigo) pealeii,Doryteuthis pealeii,Doryteuthis pealeii,"Doryteuthis pealeii (Lesueur, 1821)",0,0
Theodoxus fluviatilis,species,Mollusca,Gastropoda,Cycloneritida,Neritidae,Theodoxus,153558,30948,2291444,738426,Theodoxus fluviatilis,accepted,NA,FALSE,sibling_higher,"(Linnaeus, 1758)",Theodoxus fluviatilis,Theodoxus fluviatilis,Theodoxus fluviatilis,"Theodoxus fluviatilis (Linnaeus, 1758)",1,0
Erhaia jianouensis,species,Mollusca,Gastropoda,Littorinimorpha,Amnicolidae,Erhaia,882538,31561,8948545,568394,Erhaia jianouensis,accepted,NA,FALSE,NA,"(Y.-Y. Liu & W.-Z. Zhang, 1979)",Erhaia jianouensis,Erhaia jianouensis,Erhaia jianouensis,"Erhaia jianouensis (Y.-Y.Liu & W.-Z.Zhang, 1979)",1,0
Tricula,genus,Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Tricula,724822,2188,4607802,1057457,Tricula,accepted,NA,FALSE,sibling_higher,"Benson, 1843",Tricula,Tricula,Tricula,"Tricula Benson, 1843",1,0
Gammatricula fujianensis,species,Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Gammatricula,1253979,27193,9658991,620534,Gammatricula fujianensis,accepted,NA,FALSE,NA,"(Y.-Y. Liu, W.-Z. Zhang & Y.-X. Wang, 1983)",Gammatricula fujianensis,Gammatricula fujianensis,Gammatricula fujianensis,"Gammatricula fujianensis (Y.-Y.Liu, W.-Z.Zhang & Y.-X.Wang, 1983)",1,0
Lacunopsis,genus,Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Lacunopsis,759231,2058,3244651,568393,Lacunopsis,accepted,NA,FALSE,sibling_higher,"Deshayes, 1876",Lacunopsis,Lacunopsis,Lacunopsis,"Lacunopsis Deshayes, 1876",1,0
Pseudamnicola emilianus,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Mercuria,1018808,27190,4559990,620516,Mercuria emiliana,unaccepted,NA,FALSE,unplaced_inherited,"(Paladilhe, 1869)",Pseudamnicola emilianus,Mercuria emiliana,Mercuria emiliana,"Mercuria emiliana (Paladilhe, 1869)",1,0
Moria kikuchii,species,Mollusca,Gastropoda,Littorinimorpha,Amnicolidae,Moria,1359092,32463,10213469,47628,Moria kikuchii,accepted,NA,FALSE,NA,"(Habe, 1961)",Moria kikuchii,Moria kikuchii,Moria kikuchii,"Moria kikuchii (Habe, 1961)",1,0
Melanoides tuberculata,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melanoides,225694,27890,4362965,1016172,Melanoides tuberculata,accepted,NA,FALSE,hidden_inherited,"(O. F. Müller, 1774)",Melanoides tuberculata,Melanoides tuberculata,Melanoides tuberculata,"Melanoides tuberculata (O.F.Müller, 1774)",1,0
Adriohydrobia gagatinella,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Adriohydrobia,1001538,31558,4560013,990531,Adriohydrobia gagatinella,accepted,NA,FALSE,unplaced_inherited,"(Küster, 1852)",Adriohydrobia gagatinella,Adriohydrobia gagatinella,Adriohydrobia gagatinella,"Adriohydrobia gagatinella (Küster, 1852)",1,0
Physa,genus,Mollusca,Gastropoda,NA,Physidae,Physa,181551,6023,9037827,9041,Physa,accepted,NA,FALSE,NA,"Draparnaud, 1801",Physa,Physa (genus in Opisthokonta),Physa,"Physa Draparnaud, 1801",1,0
Bythiospeum,genus,Mollusca,Gastropoda,Littorinimorpha,Moitessieriidae,Bythiospeum,475218,6113,4406864,642123,Bythiospeum,accepted,NA,FALSE,sibling_higher,"Bourguignat, 1882",Bythiospeum,Bythiospeum,Bythiospeum,"Bythiospeum Bourguignat, 1882",1,0
Bathypolypus,genus,Mollusca,Cephalopoda,Octopoda,Bathypolypodidae,Benthoctopus,138265,4468,2289382,619091,Benthoctopus,unaccepted,synonym,FALSE,NA,"Grimpe, 1921",Bathypolypus,Benthoctopus,Benthoctopus,"Benthoctopus Grimpe, 1921",0,0
Lithasia geniculata,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Pleuroceridae,Lithasia,743500,27435,2302313,381372,Lithasia geniculata,accepted,NA,FALSE,hidden_inherited,"(Haldeman, 1840)",Lithasia geniculata,Lithasia geniculata,Lithasia geniculata,"Lithasia geniculata (Haldeman, 1840)",1,0
Leptoxis praerosa,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Pleuroceridae,Leptoxis,1039656,27436,5192836,282045,Leptoxis praerosa,accepted,NA,FALSE,hidden_inherited,"(Say, 1821)",Leptoxis praerosa,Leptoxis praerosa,Leptoxis praerosa,"Leptoxis praerosa (Say, 1821)",1,0
Pyramidula saxatilis,species,Mollusca,Gastropoda,Stylommatophora,Pyramidulidae,Pyramidula,1388297,767790,10133330,7499246,Pyramidula saxatilis,accepted,NA,FALSE,NA,"(Hartmann, 1842)",Pyramidula saxatilis,Pyramidula saxatilis,Pyramidula saxatilis,"Pyramidula saxatilis (Hartmann, 1842)",0,1
Pyramidula pusilla,species,Mollusca,Gastropoda,Stylommatophora,Pyramidulidae,Pyramidula,1002793,387477,7615221,5973535,Pyramidula pusilla,accepted,NA,FALSE,NA,"(Vallot, 1801)",Pyramidula pusilla,Pyramidula pusilla,Pyramidula pusilla,"Pyramidula pusilla (Vallot, 1801)",0,1
Pyramidula,genus,Mollusca,Gastropoda,Stylommatophora,Pyramidulidae,Pyramidula,851193,387476,NA,648624,Pyramidula,accepted,NA,FALSE,NA,"Fitzinger, 1833",Pyramidula,Pyramidula (genus in Opisthokonta),Pyramidula,NA,0,1
Pyramidula cephalonica,species,Mollusca,Gastropoda,Stylommatophora,Pyramidulidae,Pyramidula,1002790,767717,9198755,5973532,Pyramidula cephalonica,accepted,NA,FALSE,NA,"(Westerlund, 1898)",Pyramidula cephalonica,Pyramidula cephalonica,Pyramidula cephalonica,"Pyramidula cephalonica (Westerlund, 1898)",0,1
Trochulus clandestinus,species,Mollusca,Gastropoda,Stylommatophora,Hygromiidae,Trochulus,1003445,79532,7576854,362295,Trochulus clandestinus,accepted,NA,FALSE,NA,"(W. Hartmann, 1821)",Trochulus clandestinus,Trochulus clandestinus,Trochulus clandestinus,"Trochulus clandestinus (W.Hartmann, 1821)",0,1
Cantharidus callichrous,species,Mollusca,Gastropoda,Trochida,Trochidae,Cantharidus,1477308,83453,11355023,837130,Cantharidus callichroa,unaccepted,NA,FALSE,NA,"(Philippi, 1849)",Cantharidus callichrous,Cantharidus callichroa,Cantharidus callichroa,"Cantharidus callichroa (Philippi, 1850)",0,0
Phasianella ventricosa,species,Mollusca,Gastropoda,Trochida,Phasianellidae,Phasianella,731224,82873,4616085,683575,Phasianella ventricosa,accepted,NA,FALSE,NA,"Swainson, 1822",Phasianella ventricosa,Phasianella ventricosa,Phasianella ventricosa,"Phasianella ventricosa Swainson, 1822",0,0
Phasianella ventricosa,species,Mollusca,Gastropoda,Trochida,Phasianellidae,Phasianella,731224,82873,4616085,683575,Phasianella ventricosa,accepted,NA,FALSE,NA,"Swainson, 1822",Phasianella ventricosa,Phasianella ventricosa,Phasianella ventricosa,"Phasianella ventricosa Swainson, 1822",0,0
Bulinus globosus,species,Mollusca,Gastropoda,NA,Bulinidae,Bulinus,1058683,151751,6874842,1004821,Bulinus globosus,accepted,NA,FALSE,NA,"(Morelet, 1866)",Bulinus globosus,Bulinus globosus,Bulinus globosus,"Bulinus globosus (Morelet, 1866)",1,0
Bulinus,genus,Mollusca,Gastropoda,NA,Bulinidae,Bulinus,224352,5983,3243759,182017,Bulinus,accepted,NA,FALSE,NA,"O. F. Müller, 1781",Bulinus,Bulinus,Bulinus,"Bulinus O.F.Müller, 1781",1,0
Bulinus,genus,Mollusca,Gastropoda,NA,Bulinidae,Bulinus,224352,5983,3243759,182017,Bulinus,accepted,NA,FALSE,NA,"O. F. Müller, 1781",Bulinus,Bulinus,Bulinus,"Bulinus O.F.Müller, 1781",1,0
Ena,genus,Mollusca,Gastropoda,Stylommatophora,Enidae,Bulinus,818239,5983,3243759,182017,Bulinus,unaccepted,NA,FALSE,NA,"W. Turton, 1831",Ena,Bulinus,Bulinus,"Bulinus O.F.Müller, 1781",0,1
Ena,genus,Mollusca,Gastropoda,Stylommatophora,Enidae,Bulinus,818239,5983,3243759,182017,Bulinus,unaccepted,NA,FALSE,NA,"W. Turton, 1831",Ena,Bulinus,Bulinus,"Bulinus O.F.Müller, 1781",0,1
Bulinus truncatus,species,Mollusca,Gastropoda,NA,Bulinidae,Bulinus,716338,151742,7695428,327546,Bulinus truncatus,accepted,NA,FALSE,NA,"(Audouin, 1827)",Bulinus truncatus,Bulinus truncatus,Bulinus truncatus,"Bulinus truncatus (Audouin, 1827)",1,0
Turbo cepoides,species,Mollusca,Gastropoda,Trochida,Turbinidae,Turbo,413429,NA,4614736,24624,Turbo cepoides,taxon inquirendum,NA,FALSE,"hidden, sibling_higher","E. A. Smith, 1880",Turbo cepoides,Turbo cepoides,NA,"Turbo cepoides E.A.Smith, 1880",0,0
Galba cubensis,species,Mollusca,Gastropoda,NA,Lymnaeidae,Galba,724475,507757,7675714,412945,Galba cubensis,accepted,NA,FALSE,NA,"(L. Pfeiffer, 1839)",Galba cubensis,Galba cubensis,Galba cubensis,"Galba cubensis (L.Pfeiffer, 1839)",1,0
Galba truncatula,species,Mollusca,Gastropoda,NA,Lymnaeidae,Galba,716336,106301,2291336,892752,Galba truncatula,accepted,NA,FALSE,NA,"(O. F. Müller, 1774)",Galba truncatula,Galba truncatula,Galba truncatula,"Galba truncatula (O.F.Müller, 1774)",1,0
Tympanotonos fuscatus,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Potamididae,Tympanotonus,527570,NA,5725631,569978,Tympanotonus fuscatus,unaccepted,misspelled genus,FALSE,hidden_inherited,"(Linnaeus, 1758)",Tympanotonos fuscatus,Tympanotonus fuscatus,NA,"Tympanotonus fuscatus (Linnaeus, 1758)",0,0
