found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,taxa_query,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Zospeum amoenum,species,Mollusca,Gastropoda,Ellobiida,Ellobiidae,Zospeum,739927,558824,4571358,2883279,Zospeum amoenum,accepted,NA,FALSE,incertae_sedis_inherited,"(Frauenfeld, 1856)",Zospeum amoenum,Zospeum amoenum,Zospeum amoenum,"Zospeum amoenum (Frauenfeld, 1856)",0,1
Zospeum alpestre,species,Mollusca,Gastropoda,Ellobiida,Ellobiidae,Zospeum,1003117,297412,4571351,619319,Zospeum alpestre,accepted,NA,FALSE,incertae_sedis_inherited,"(Freyer, 1855)",Zospeum alpestre,Zospeum alpestre,Zospeum alpestre,"Zospeum alpestre (Freyer, 1855)",0,1
Moroteuthopsis longimana,species,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Kondakovia,1452326,156829,2290132,2868565,Kondakovia longimana,unaccepted,NA,FALSE,NA,"(Filippova, 1972)",Moroteuthopsis longimana,Kondakovia longimana,Kondakovia longimana,"Kondakovia longimana Filippova, 1972",0,0
Pleurocera,genus,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Pleuroceridae,Pleurocera,820483,24776,2302289,44883,Pleurocera,accepted,NA,FALSE,hidden_inherited,"Rafinesque, 1818",Pleurocera,Pleurocera (genus in Lophotrochozoa),Pleurocera,"Pleurocera Rafinesque, 1818",1,0
Stylommatophora,order,Mollusca,Gastropoda,Stylommatophora,NA,NA,447,85119,1456,844843,Stylommatophora,accepted,NA,FALSE,NA,"A. Schmidt, 1855",Stylommatophora,Stylommatophora,Stylommatophora,Stylommatophora,1,1
Ferrissia,genus,Mollusca,Gastropoda,NA,Planorbidae,Ferrissia,181578,6030,2093879,499609,Ferrissia,accepted,NA,FALSE,NA,"B. Walker, 1903",Ferrissia,Ferrissia,Ferrissia,"Ferrissia B.Walker, 1903",1,0
Striatura milium,species,Mollusca,Gastropoda,Stylommatophora,Gastrodontidae,Striatura,1002135,497077,2295335,2882686,Striatura milium,accepted,NA,FALSE,NA,"(Morse, 1859)",Striatura milium,Striatura milium,Striatura milium,"Striatura milium (Morse, 1859)",0,1
Zoogenetes harpa,species,Mollusca,Gastropoda,Stylommatophora,Valloniidae,Zoogenetes,1002832,462022,2296002,1069640,Zoogenetes harpa,accepted,NA,FALSE,NA,"(Say, 1824)",Zoogenetes harpa,Zoogenetes harpa,Zoogenetes harpa,"Zoogenetes harpa (Say, 1824)",0,1
Arion subfuscus,species,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,1049809,79734,2294099,89960,Arion subfuscus,accepted,NA,FALSE,sibling_higher,"(Draparnaud, 1805)",Arion subfuscus,Arion subfuscus,Arion subfuscus,"Arion subfuscus (Draparnaud, 1805)",0,1
Deroceras laeve,species,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,819966,106138,5781358,650381,Deroceras laeve,accepted,NA,FALSE,sibling_higher,"(O. F. Müller, 1774)",Deroceras laeve,Deroceras laeve,Deroceras laeve,"Deroceras laeve (O.F.Müller, 1774)",0,1
Limax maximus,species,Mollusca,Gastropoda,Stylommatophora,Limacidae,Limax,819992,153494,2295438,895720,Limax maximus,accepted,NA,FALSE,NA,"Linnaeus, 1758",Limax maximus,Limax maximus,Limax maximus,"Limax maximus Linnaeus, 1758",0,1
Pyganodon grandis,species,Mollusca,Bivalvia,Unionida,Unionidae,Pyganodon,857389,30982,2287951,2851599,Pyganodon grandis,accepted,NA,FALSE,NA,"(Say, 1829)",Pyganodon grandis,Pyganodon grandis,Pyganodon grandis,"Pyganodon grandis (Say, 1829)",1,0
Gyraulus circumstriatus,species,Mollusca,Gastropoda,NA,Planorbidae,Gyraulus,751827,348869,2290992,2879066,Gyraulus circumstriatus,accepted,NA,FALSE,NA,"(Tryon, 1866)",Gyraulus circumstriatus,Gyraulus circumstriatus,Gyraulus circumstriatus,"Gyraulus circumstriatus (Tryon, 1866)",1,0
Planorbidae,family,Mollusca,Gastropoda,NA,Planorbidae,NA,153908,1476,2851,693697,Planorbidae,accepted,NA,FALSE,NA,"Rafinesque, 1815",Planorbidae,Planorbidae,Planorbidae,Planorbidae,1,0
Trochulus hispidus,species,Mollusca,Gastropoda,Stylommatophora,Hygromiidae,Trochulus,1002493,312062,7363930,1029805,Trochulus hispidus,accepted,NA,FALSE,NA,"(Linnaeus, 1758)",Trochulus hispidus,Trochulus hispidus,Trochulus hispidus,"Trochulus hispidus (Linnaeus, 1758)",0,1
Succinea putris,species,Mollusca,Gastropoda,Stylommatophora,Succineidae,Succinea,1002805,312029,2297206,1001375,Succinea putris,accepted,NA,FALSE,NA,"(Linnaeus, 1758)",Succinea putris,Succinea putris,Succinea putris,"Succinea putris (Linnaeus, 1758)",0,1
Trochulus striolatus,species,Mollusca,Gastropoda,Stylommatophora,Hygromiidae,Trochulus,1003447,360347,9758298,1045325,Trochulus striolatus,accepted,NA,FALSE,NA,"(C. Pfeiffer, 1828)",Trochulus striolatus,Trochulus striolatus,Trochulus striolatus,"Trochulus striolatus (C.Pfeiffer, 1828)",0,1
Cochlicopa lubrica,species,Mollusca,Gastropoda,Stylommatophora,Cochlicopidae,Cochlicopa,819984,360343,2295977,462846,Cochlicopa lubrica,accepted,NA,FALSE,NA,"(O. F. Müller, 1774)",Cochlicopa lubrica,Cochlicopa lubrica,Cochlicopa lubrica,"Cochlicopa lubrica (O.F.Müller, 1774)",0,1
Deroceras reticulatum,species,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,819965,104925,5781277,1045331,Deroceras reticulatum,accepted,NA,FALSE,sibling_higher,"(O. F. Müller, 1774)",Deroceras reticulatum,Deroceras reticulatum,Deroceras reticulatum,"Deroceras reticulatum (O.F.Müller, 1774)",0,1
Arion distinctus,species,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,819961,26681,2294096,89959,Arion distinctus,accepted,NA,FALSE,sibling_higher,"Mabille, 1868",Arion distinctus,Arion distinctus,Arion distinctus,"Arion distinctus Mabille, 1868",0,1
Succineidae,family,Mollusca,Gastropoda,Stylommatophora,Succineidae,NA,181585,576,6531,1035481,Succineidae,accepted,NA,FALSE,NA,"Beck, 1837",Succineidae,Succineidae,Succineidae,Succineidae,0,1
Oxychilus cellarius,species,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,819977,319468,5190768,1059171,Oxychilus cellarius,accepted,NA,FALSE,NA,"(O. F. Müller, 1774)",Oxychilus cellarius,Oxychilus cellarius,Oxychilus cellarius,"Oxychilus cellarius (O.F.Müller, 1774)",0,1
Anguispira alternata,species,Mollusca,Gastropoda,Stylommatophora,Discidae,Anguispira,1351970,287504,2294153,1045669,Anguispira alternata,accepted,NA,FALSE,NA,"(Say, 1817)",Anguispira alternata,Anguispira alternata,Anguispira alternata,"Anguispira alternata (Say, 1817)",0,1
Helisoma,genus,Mollusca,Gastropoda,NA,Planorbidae,Helisoma,159869,5976,5189721,706382,Helisoma,accepted,NA,FALSE,NA,"Swainson, 1840",Helisoma,Helisoma,Helisoma,"Helisoma Swainson, 1840",1,0
Arion ater,species,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,875546,83464,2294101,752074,Arion ater,accepted,NA,FALSE,sibling_higher,"(Linnaeus, 1758)",Arion ater,Arion ater,Arion ater,"Arion ater (Linnaeus, 1758)",0,1
Arion rufus,species,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,1049784,79733,2294103,661121,Arion rufus,accepted,NA,FALSE,sibling_higher,"(Linnaeus, 1758)",Arion rufus,Arion rufus,Arion rufus,"Arion rufus (Linnaeus, 1758)",0,1
Arionidae,family,Mollusca,Gastropoda,Stylommatophora,Arionidae,NA,816161,935,2629,1025557,Arionidae,accepted,NA,FALSE,NA,"Gray, 1840",Arionidae,Arionidae,Arionidae,Arionidae,0,1
Allogona lombardii,species,Mollusca,Gastropoda,Stylommatophora,Polygyridae,Allogona,1351490,320975,2295641,2881442,Allogona lombardii,accepted,NA,FALSE,NA,"A.G. Smith, 1943",Allogona lombardii,Allogona lombardii,Allogona lombardii,"Allogona lombardii A.G.Smith, 1943",0,1
Arion silvaticus,species,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,1049788,82885,2294093,942974,Arion silvaticus,accepted,NA,FALSE,NA,"Lohmander, 1937",Arion silvaticus,Arion silvaticus,Arion silvaticus,"Arion silvaticus Lohmander, 1937",0,1
Arion circumscriptus,species,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,1049786,80816,2294098,243480,Arion circumscriptus,accepted,NA,FALSE,NA,"G. Johnston, 1828",Arion circumscriptus,Arion circumscriptus,Arion circumscriptus,"Arion circumscriptus G.Johnston, 1828",0,1
Gyraulus deflectus,species,Mollusca,Gastropoda,NA,Planorbidae,Gyraulus,159855,854017,2290997,386767,Gyraulus deflectus,accepted,NA,FALSE,NA,"(Say, 1824)",Gyraulus deflectus,Gyraulus deflectus,Gyraulus deflectus,"Gyraulus deflectus (Say, 1824)",1,0
Mediappendix,genus,Mollusca,Gastropoda,Stylommatophora,Succineidae,Mediappendix,995291,593245,4597155,7498991,Mediappendix,accepted,NA,FALSE,NA,"Pilsbry, 1948",Mediappendix,Mediappendix,Mediappendix,"Mediappendix Pilsbry, 1948",0,1
Helisoma anceps,species,Mollusca,Gastropoda,NA,Planorbidae,Helisoma,159871,558913,5189722,454545,Helisoma anceps,accepted,NA,FALSE,NA,"(Menke, 1830)",Helisoma anceps,Helisoma anceps,Helisoma anceps,"Helisoma anceps (Menke, 1830)",1,0
Pisidium,genus,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium,181554,348861,2286678,102604,Pisidium,accepted,NA,FALSE,NA,"C. Pfeiffer, 1821",Pisidium,Pisidium,Pisidium,"Pisidium C.Pfeiffer, 1821",1,NA
Novisuccinea ovalis,species,Mollusca,Gastropoda,Stylommatophora,Succineidae,Novisuccinea,1432687,558912,2297226,2880467,Novisuccinea ovalis,accepted,NA,FALSE,NA,"(Say, 1817)",Novisuccinea ovalis,Novisuccinea ovalis,Novisuccinea ovalis,"Novisuccinea ovalis (Say, 1817)",0,1
Zonitoides arboreus,species,Mollusca,Gastropoda,Stylommatophora,Gastrodontidae,Zonitoides,819980,277721,2295425,2879417,Zonitoides arboreus,accepted,NA,FALSE,NA,"(Say, 1817)",Zonitoides arboreus,Zonitoides arboreus,Zonitoides arboreus,"Zonitoides arboreus (Say, 1817)",0,1
Columella simplex,species,Mollusca,Gastropoda,Stylommatophora,Truncatellinidae,Columella,1352382,324534,5190462,2882187,Columella simplex,accepted,NA,FALSE,NA,"(A. Gould, 1840)",Columella simplex,Columella simplex,Columella simplex,"Columella simplex (Gould, 1840)",0,1
Vertigo,genus,Mollusca,Gastropoda,Stylommatophora,Vertiginidae,Vertigo,426423,304120,2293972,648617,Vertigo,accepted,NA,FALSE,sibling_higher,"O. F. Müller, 1773",Vertigo,Vertigo,Vertigo,"Vertigo O.F.Müller, 1773",0,1
Columella edentula,species,Mollusca,Gastropoda,Stylommatophora,Truncatellinidae,Columella,934397,320963,5781039,29814,Columella edentula,accepted,NA,FALSE,NA,"(Draparnaud, 1805)",Columella edentula,Columella edentula,Columella edentula,"Columella edentula (Draparnaud, 1805)",0,1
Columella,genus,Mollusca,Gastropoda,Stylommatophora,Truncatellinidae,Columella,934312,320962,2293949,29812,Columella,accepted,NA,FALSE,sibling_higher,"Westerlund, 1878",Columella,Columella,Columella,"Columella Westerlund, 1878",0,1
Vertigo modesta concinnula,species,Mollusca,Gastropoda,Stylommatophora,Vertiginidae,Vertigo,1430515,NA,2293995,678309,Vertigo concinnula,unaccepted,superseded combination,FALSE,NA,"Cockerell, 1897",Vertigo modesta concinnula,Vertigo concinnula,NA,"Vertigo concinnula Cockerell, 1897",0,1
Vertigo arthuri,species,Mollusca,Gastropoda,Stylommatophora,Vertiginidae,Vertigo,1328484,304133,2293978,678320,Vertigo arthuri,accepted,NA,FALSE,NA,"E. von Martens, 1882",Vertigo arthuri,Vertigo arthuri,Vertigo arthuri,"Vertigo arthuri Martens, 1882",0,1
Zachrysia provisoria,species,Mollusca,Gastropoda,Stylommatophora,Zachrysiidae,Zachrysia,1352330,395915,4304769,2880080,Zachrysia provisoria,accepted,NA,FALSE,NA,"(L. Pfeiffer, 1858)",Zachrysia provisoria,Zachrysia provisoria,Zachrysia provisoria,"Zachrysia provisoria (L.Pfeiffer, 1858)",0,1
Rumina decollata,species,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Rumina,1002802,717766,2294129,139550,Rumina decollata,accepted,NA,FALSE,NA,"(Linnaeus, 1758)",Rumina decollata,Rumina decollata,Rumina decollata,"Rumina decollata (Linnaeus, 1758)",0,1
Euglandina,genus,Mollusca,Gastropoda,Stylommatophora,Spiraxidae,Euglandina,996741,277429,2294106,866425,Euglandina,accepted,NA,FALSE,NA,"Crosse & P. Fischer, 1870",Euglandina,Euglandina,Euglandina,"Euglandina Crosse & P.Fischer, 1870",0,1
Zonitoides,genus,Mollusca,Gastropoda,Stylommatophora,Gastrodontidae,Zonitoides,818641,276066,2295419,124769,Zonitoides,accepted,NA,FALSE,NA,"Lehmann, 1862",Zonitoides,Zonitoides,Zonitoides,"Zonitoides Lehmann, 1862",0,1
Glyphyalinia indentata,species,Mollusca,Gastropoda,Stylommatophora,Gastrodontidae,Glyphyalinia,1064402,287531,2295378,2882745,Glyphyalinia indentata,accepted,NA,FALSE,NA,"(Say, 1822)",Glyphyalinia indentata,Glyphyalinia indentata,Glyphyalinia indentata,"Glyphyalinia indentata (Say, 1822)",0,1
Strobilopsidae,family,Mollusca,Gastropoda,Stylommatophora,Strobilopsidae,NA,593110,287490,2620,282408,Strobilopsidae,accepted,NA,FALSE,NA,"Wenz, 1915",Strobilopsidae,Strobilopsidae,Strobilopsidae,Strobilopsidae,0,1
Burnupia,genus,Mollusca,Gastropoda,NA,Burnupiidae,Burnupia,933171,6029,4606389,505640,Burnupia,accepted,NA,FALSE,NA,"B. Walker, 1912",Burnupia,Burnupia,Burnupia,"Burnupia B.Walker, 1912",1,0
Sinotaia quadrata,species,Mollusca,Gastropoda,Architaenioglossa,Viviparidae,Sinotaia,820921,795977,6125992,884084,Sinotaia quadrata,accepted,NA,FALSE,NA,"(Benson, 1842)",Sinotaia quadrata,Sinotaia quadrata,Sinotaia quadrata,"Sinotaia quadrata (Benson, 1842)",1,0
Menetus dilatatus,species,Mollusca,Gastropoda,NA,Planorbidae,Menetus,1309987,105815,5189713,275228,Menetus dilatatus,accepted,NA,FALSE,NA,"(A. Gould, 1841)",Menetus dilatatus,Menetus dilatatus,Menetus dilatatus,"Menetus dilatatus (A.Gould, 1841)",1,0
Sinanodonta lauta,species,Mollusca,Bivalvia,Unionida,Unionidae,Sinanodonta,1384729,644385,9937173,7493192,Sinanodonta lauta,accepted,NA,FALSE,NA,"(E. von Martens, 1877)",Sinanodonta lauta,Sinanodonta lauta,Sinanodonta lauta,"Sinanodonta lauta (von Martens, 1877)",1,0
Radix,genus,Mollusca,Gastropoda,NA,Lymnaeidae,Radix,248262,6042,NA,49822,Radix,accepted,NA,FALSE,NA,"Montfort, 1810",Radix,Radix,Radix,NA,1,0
Gyraulus chinensis,species,Mollusca,Gastropoda,NA,Planorbidae,Gyraulus,742049,32910,4562197,960327,Gyraulus chinensis,accepted,NA,FALSE,NA,"(Dunker, 1848)",Gyraulus chinensis,Gyraulus chinensis,Gyraulus chinensis,"Gyraulus chinensis (Dunker, 1848)",1,0
Heterogen japonica,species,Mollusca,Gastropoda,Architaenioglossa,Viviparidae,Cipangopaludina,1497717,247063,2292566,33658,Cipangopaludina japonica,unaccepted,superseded combination,FALSE,NA,"(E. von Martens, 1861)",Heterogen japonica,Cipangopaludina japonica,Cipangopaludina japonica,"Cipangopaludina japonica (E.von Martens, 1861)",1,0
Pseudosuccinea columella,species,Mollusca,Gastropoda,NA,Lymnaeidae,Pseudosuccinea,724460,30730,2291334,182109,Pseudosuccinea columella,accepted,NA,FALSE,NA,"(Say, 1817)",Pseudosuccinea columella,Pseudosuccinea columella,Pseudosuccinea columella,"Pseudosuccinea columella (Say, 1817)",1,0
Semisulcospira reiniana,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Semisulcospiridae,Semisulcospira,1059801,795964,7861047,836292,Semisulcospira reiniana,accepted,NA,FALSE,hidden_inherited,"(Brot in Kobelt, 1876)",Semisulcospira reiniana,Semisulcospira reiniana,Semisulcospira reiniana,"Semisulcospira reiniana (Brot, 1876)",1,0
Semisulcospira libertina,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Semisulcospiridae,Semisulcospira,741121,165684,5857680,768027,Semisulcospira libertina,accepted,NA,FALSE,hidden_inherited,"(A. Gould, 1859)",Semisulcospira libertina,Semisulcospira libertina,Semisulcospira libertina,"Semisulcospira libertina (Gould, 1859)",1,0
Pomacea canaliculata,species,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Pomacea,741113,103809,2292582,229287,Pomacea canaliculata,accepted,NA,FALSE,NA,"(Lamarck, 1822)",Pomacea canaliculata,Pomacea canaliculata,Pomacea canaliculata,"Pomacea canaliculata (Lamarck, 1822)",1,0
Cipangopaludina chinensis,species,Mollusca,Gastropoda,Architaenioglossa,Viviparidae,Cipangopaludina,594807,212342,9738098,64315,Cipangopaludina chinensis,accepted,NA,FALSE,NA,"(Gray, 1833)",Cipangopaludina chinensis,Cipangopaludina chinensis,Cipangopaludina chinensis,"Cipangopaludina chinensis (Gray, 1833)",1,0
Polypylis,genus,Mollusca,Gastropoda,NA,Planorbidae,Polypylis,1057414,854038,4606227,4156494,Polypylis,accepted,NA,FALSE,sibling_higher,"Pilsbry, 1906",Polypylis,Polypylis,Polypylis,"Polypylis Pilsbry, 1906",1,0
Laevapex,genus,Mollusca,Gastropoda,NA,Planorbidae,Laevapex,743610,6063,2291164,454552,Laevapex,accepted,NA,FALSE,NA,"B. Walker, 1903",Laevapex,Laevapex,Laevapex,"Laevapex B.Walker, 1903",1,0
Steromphala nivosa,species,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula,1039848,458852,5724078,4159642,Gibbula nivosa,unaccepted,NA,FALSE,NA,"(A. Adams, 1853)",Steromphala nivosa,Gibbula nivosa,Gibbula nivosa,"Gibbula nivosa A.Adams, 1853",0,0
Steromphala adansonii,species,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula,1039842,458853,5724053,4159640,Gibbula adansonii,unaccepted,NA,FALSE,NA,"(Payraudeau, 1826)",Steromphala adansonii,Gibbula adansonii,Gibbula adansonii,"Gibbula adansonii (Payraudeau, 1826)",0,0
Steromphala divaricata,species,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula,576618,345412,5724076,4159639,Gibbula divaricata,unaccepted,NA,FALSE,NA,"(Linnaeus, 1758)",Steromphala divaricata,Gibbula divaricata,Gibbula divaricata,"Gibbula divaricata (Linnaeus, 1758)",0,0
Steromphala rarilineata,species,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula,1039847,345411,5724061,937312,Gibbula rarilineata,unaccepted,NA,FALSE,NA,"(Michaud, 1829)",Steromphala rarilineata,Gibbula rarilineata,Gibbula rarilineata,"Gibbula rarilineata (Michaud, 1829)",0,0
Steromphala varia,species,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula,1039845,345415,5724032,360035,Gibbula varia,unaccepted,NA,FALSE,NA,"(Linnaeus, 1758)",Steromphala varia,Gibbula varia,Gibbula varia,"Gibbula varia (Linnaeus, 1758)",0,0
Steromphala spratti,species,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula,1039849,458859,5724042,4159638,Gibbula spratti,unaccepted,superseded generic combination,FALSE,NA,"(Forbes, 1844)",Steromphala spratti,Gibbula spratti,Gibbula spratti,"Gibbula spratti (Forbes, 1844)",0,0
Steromphala umbilicaris,species,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula,1039840,458856,5724046,4159643,Gibbula umbilicaris,unaccepted,NA,FALSE,NA,"(Linnaeus, 1758)",Steromphala umbilicaris,Gibbula umbilicaris,Gibbula umbilicaris,"Gibbula umbilicaris (Linnaeus, 1758)",0,0
Vertiginidae,family,Mollusca,Gastropoda,Stylommatophora,Vertiginidae,NA,426418,304119,3244262,591094,Vertiginidae,accepted,NA,FALSE,NA,"Fitzinger, 1833",Vertiginidae,Vertiginidae,Vertiginidae,Vertiginidae,0,1
Vertigo pygmaea,species,Mollusca,Gastropoda,Stylommatophora,Vertiginidae,Vertigo,426427,312068,2293983,2882012,Vertigo pygmaea,accepted,NA,FALSE,NA,"(Draparnaud, 1801)",Vertigo pygmaea,Vertigo pygmaea,Vertigo pygmaea,"Vertigo pygmaea (Draparnaud, 1801)",0,1
Diretmus,genus,Chordata,Actinopteri,Trachichthyiformes,Diretmidae,Discus,125703,251446,NA,251971,Discus,unaccepted,NA,FALSE,NA,"Johnson, 1864",Diretmus,Discus (genus in Opisthokonta),Discus,NA,0,0
Discus,genus,Mollusca,Gastropoda,Stylommatophora,Discidae,Discus,851153,251446,NA,251971,Discus,accepted,NA,FALSE,NA,"Fitzinger, 1833",Discus,Discus (genus in Opisthokonta),Discus,NA,0,1
Videna,genus,Mollusca,Gastropoda,Stylommatophora,Trochomorphidae,Discus,995250,251446,NA,251971,Discus,unaccepted,NA,FALSE,NA,"H. Adams & A. Adams, 1855",Videna,Discus (genus in Opisthokonta),Discus,NA,0,1
Vertigo cristata,species,Mollusca,Gastropoda,Stylommatophora,Vertiginidae,Vertigo,1352067,304137,10661356,175780,Vertigo cristata,accepted,NA,FALSE,NA,"(Sterki in Pilsbry, 1919)",Vertigo cristata,Vertigo cristata,Vertigo cristata,"Vertigo cristata (Sterki, 1919)",0,1
Nesovitrea,genus,Mollusca,Gastropoda,Stylommatophora,Gastrodontidae,Nesovitrea,934883,320984,2295356,96684,Nesovitrea,accepted,NA,FALSE,NA,"C. M. Cooke, 1921",Nesovitrea,Nesovitrea,Nesovitrea,"Nesovitrea C.M.Cooke, 1921",0,1
Varicorbula gibba,species,Mollusca,Bivalvia,Myida,Corbulidae,Corbula,378492,304801,2288892,796221,Corbula gibba,unaccepted,NA,FALSE,NA,"(Olivi, 1792)",Varicorbula gibba,Corbula gibba,Corbula gibba,"Corbula gibba (Olivi, 1792)",0,0
Turritellinella tricarinata,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Turritellidae,Turritella,1381415,402903,5192569,143421,Turritella communis,unaccepted,NA,FALSE,hidden_inherited,"(Brocchi, 1814)",Turritellinella tricarinata,Turritella communis,Turritella communis,"Turritella communis Risso, 1826",0,0
Cyrillia linearis,species,Mollusca,Gastropoda,Neogastropoda,Raphitomidae,Raphitoma,1389226,642801,2305484,823133,Raphitoma linearis,unaccepted,NA,FALSE,NA,"(Montagu, 1803)",Cyrillia linearis,Raphitoma linearis,Raphitoma linearis,"Raphitoma linearis (Montagu, 1803)",0,0
Steromphala cineraria,species,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula,1039839,79710,5190300,83913,Gibbula cineraria,unaccepted,NA,FALSE,NA,"(Linnaeus, 1758)",Steromphala cineraria,Gibbula cineraria,Gibbula cineraria,"Gibbula cineraria (Linnaeus, 1758)",0,0
Amphorina pallida,species,Mollusca,Gastropoda,Nudibranchia,Eubranchidae,Eubranchus,423079,266269,2291731,2876122,Eubranchus pallidus,unaccepted,NA,FALSE,NA,"(Alder & Hancock, 1842)",Amphorina pallida,Eubranchus pallidus,Eubranchus pallidus,"Eubranchus pallidus (Alder & Hancock, 1842)",0,0
Adinaefiola pfefferi,species,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Sepiola,1437789,576063,2289174,89667,Sepiola pfefferi,unaccepted,original combination,FALSE,NA,"(Grimpe, 1921)",Adinaefiola pfefferi,Sepiola pfefferi,Sepiola pfefferi,"Sepiola pfefferi Grimpe, 1921",0,0
Ocenebra piantonii,species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocinebrina,992268,528423,6499436,2909170,Ocinebrina carmelae,unaccepted,NA,FALSE,NA,"(Cecalupo, Buzzurro & Mariani, 2008)",Ocenebra piantonii,Ocinebrina carmelae,Ocinebrina carmelae,"Ocinebrina carmelae Cecalupo, Buzzurro & Mariani, 2008",0,0
Boettgerilla pallens,species,Mollusca,Gastropoda,Stylommatophora,Boettgerillidae,Boettgerilla,1000777,499199,4567717,2882823,Boettgerilla pallens,accepted,NA,FALSE,NA,"Simroth, 1912",Boettgerilla pallens,Boettgerilla pallens,Boettgerilla pallens,"Boettgerilla pallens Simroth, 1912",0,1
Paciocinebrina interfossa,species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocinebrina,1329778,600863,2304140,2909175,Ocinebrina interfossa,unaccepted,NA,FALSE,NA,"(Carpenter, 1864)",Paciocinebrina interfossa,Ocinebrina interfossa,Ocinebrina interfossa,"Ocinebrina interfossa (Carpenter, 1864)",0,0
Mitrella gausapata,species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Alia,760888,508708,6505957,2899542,Alia gausapata,unaccepted,NA,FALSE,NA,"(A. Gould, 1850)",Mitrella gausapata,Alia gausapata,Alia gausapata,"Alia gausapata (Gould, 1850)",0,0
Callianax biplicata,species,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella,1424883,507874,2302763,620314,Olivella biplicata,unaccepted,NA,FALSE,NA,"(G. B. Sowerby I, 1825)",Callianax biplicata,Olivella biplicata,Olivella biplicata,"Olivella biplicata (G.B.Sowerby I, 1825)",0,0
Fusimorio deshayesii,species,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Loxotaphrus,1333387,315495,5857330,207649,Loxotaphrus deshayesii,unaccepted,NA,FALSE,"extinct, incertae_sedis","(Duval, 1841)",Fusimorio deshayesii,Loxotaphrus deshayesii,Loxotaphrus deshayesii,"Loxotaphrus deshayesii (Duval, 1841)",0,0
Ilyanassa obsoleta,species,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,467490,770260,8542870,837692,Tritia obsoleta,unaccepted,NA,FALSE,NA,"(Say, 1822)",Ilyanassa obsoleta,Tritia obsoleta,Tritia obsoleta,"Tritia obsoleta (Say, 1822)",0,0
Lepeta concentrica,species,Mollusca,Gastropoda,NA,Lepetidae,Cryptobranchia,527810,495422,2297904,2914526,Cryptobranchia concentrica,unaccepted,new combination,FALSE,NA,"(Middendorff, 1848)",Lepeta concentrica,Cryptobranchia concentrica,Cryptobranchia concentrica,"Cryptobranchia concentrica (Middendorff, 1848)",0,0
Biomphalaria glabrata,species,Mollusca,Gastropoda,NA,Planorbidae,Biomphalaria,848622,27622,2291021,673791,Biomphalaria glabrata,accepted,NA,FALSE,sibling_higher,"(Say, 1818)",Biomphalaria glabrata,Biomphalaria glabrata,Biomphalaria glabrata,"Biomphalaria glabrata (Say, 1818)",1,0
Moroteuthopsis ingens,species,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onykia,1452502,608198,4625573,784784,Onykia ingens,unaccepted,NA,FALSE,NA,"(E. A. Smith, 1881)",Moroteuthopsis ingens,Onykia ingens,Onykia ingens,"Onykia ingens (E.A.Smith, 1881)",0,0
Lymnaea,genus,Mollusca,Gastropoda,NA,Lymnaeidae,Lymnaea,160345,6046,2291251,844831,Lymnaea,accepted,NA,FALSE,NA,"Lamarck, 1799",Lymnaea,Lymnaea,Lymnaea,"Lymnaea Lamarck, 1799",1,NA
