found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,taxa_query,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Lanthonia longifissa,species,Echinodermata,Echinoidea,Echinolampadacea,Mellitidae,Mellita,880816,669210,5842695,3651345,Mellita longifissa,unaccepted,transferred to Lanthonia,FALSE,NA,"(Michelin, 1858)",Lanthonia longifissa,Mellita longifissa,Mellita longifissa,"Mellita longifissa Michelin, 1858",0,0
Ophiernus adspersus adspersus,species,Echinodermata,Ophiuroidea,Ophioleucida,Ophiernidae,Ophiernus,238139,265344,10669112,5506077,Ophiernus adspersus,alternate representation,NA,FALSE,NA,"Lyman, 1883",Ophiernus adspersus adspersus,Ophiernus adspersus,Ophiernus adspersus,"Ophiernus adspersus Lyman, 1883",0,0
Ophionereis dubia dubia,species,Echinodermata,Ophiuroidea,Amphilepidida,Ophionereididae,Ophionereis,447230,219919,2278319,5506097,Ophionereis dubia,alternate representation,NA,FALSE,NA,"(Müller & Troschel, 1842)",Ophionereis dubia dubia,Ophionereis dubia,Ophionereis dubia,"Ophionereis dubia (Müller & Troschel, 1842)",0,0
Ophiothrix (Ophiothrix) ciliaris,species,Echinodermata,Ophiuroidea,Amphilepidida,Ophiotrichidae,Ophiothrix,244165,27584,5187909,3654348,Ophiothrix ciliaris,unaccepted,"homonym, based on Lamarck's species",FALSE,sibling_higher,"(Lamarck, 1816)",Ophiothrix (Ophiothrix) ciliaris,Ophiothrix ciliaris,Ophiothrix ciliaris,"Ophiothrix ciliaris (Lamarck, 1816)",0,0
Ophiothrix (Acanthophiothrix) purpurea,species,Echinodermata,Ophiuroidea,Amphilepidida,Ophiotrichidae,Ophiothrix,244144,220080,5187876,3654376,Ophiothrix purpurea,alternate representation,NA,FALSE,sibling_higher,"von Martens, 1867",Ophiothrix (Acanthophiothrix) purpurea,Ophiothrix purpurea,Ophiothrix purpurea,"Ophiothrix purpurea von Martens, 1867",0,0
Ophiothrix (Ophiothrix) vitrea,species,Echinodermata,Ophiuroidea,Amphilepidida,Ophiotrichidae,Ophiothrix,244196,220110,5187802,3654378,Ophiothrix vitrea,alternate representation,NA,FALSE,sibling_higher,"Döderlein, 1896",Ophiothrix (Ophiothrix) vitrea,Ophiothrix vitrea,Ophiothrix vitrea,"Ophiothrix vitrea Döderlein, 1896",0,0
Ophiuroglypha jejuna,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,1421341,220439,8390955,3654607,Ophiura jejuna,unaccepted,NA,FALSE,sibling_higher,"(Lyman, 1878)",Ophiuroglypha jejuna,Ophiura jejuna,Ophiura jejuna,"Ophiura jejuna (Lyman, 1878)",0,0
Ophiosphalma glabrum,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,244923,265362,8325077,3654917,Ophiosphalma fimbriatum,unaccepted,synonymized by Baker (2016),FALSE,NA,"(Lütken & Mortensen, 1899)",Ophiosphalma glabrum,Ophiosphalma fimbriatum,Ophiosphalma fimbriatum,"Ophiosphalma fimbriatum (Koehler, 1922)",0,0
Breviturma pusilla,species,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiocomidae,Ophiocoma,1306676,219472,2275461,3653676,Ophiocoma pusilla,unaccepted,transferred to Breviturma by O'Hara et al. (2018),FALSE,sibling_higher,"(Brock, 1888)",Breviturma pusilla,Ophiocoma pusilla,Ophiocoma pusilla,"Ophiocoma pusilla (Brock, 1888)",0,0
Amphiura (Amphiura) velox,species,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiura,243070,218860,2277824,3653978,Amphiura velox,alternate representation,NA,FALSE,sibling_higher,"Koehler, 1910",Amphiura (Amphiura) velox,Amphiura velox,Amphiura velox,"Amphiura velox Koehler, 1910",0,0
Ophiosemnotes conferta,species,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophiomitrella,1589840,99928,2274900,3655252,Ophiomitrella conferta,superseded combination,"transferred to Ophiosemnotes by O'Hara & Thuy, 2022",FALSE,NA,"(Koehler, 1922)",Ophiosemnotes conferta,Ophiomitrella conferta,Ophiomitrella conferta,"Ophiomitrella conferta (Koehler, 1922)",0,0
Ophionereis novaezelandiae,species,Echinodermata,Ophiuroidea,Amphilepidida,Ophionereididae,Ophionereis,245112,99940,2278310,758349,Ophionereis terba,unaccepted,junior synonym,FALSE,NA,"Mortensen, 1936",Ophionereis novaezelandiae,Ophionereis terba,Ophionereis terba,"Ophionereis terba Baker & Devaney, 1981",0,0
Ophiuroglypha irrorata irrorata,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,1421346,257694,10669111,5506073,Ophiura irrorata,alternate representation,NA,FALSE,sibling_higher,"(Lyman, 1878)",Ophiuroglypha irrorata irrorata,Ophiura irrorata,Ophiura irrorata,"Ophiura irrorata (Lyman, 1878)",0,0
Taenia solium,species,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,1528649,30350,6101576,1021812,Taenia solium,accepted,NA,FALSE,NA,"Linnaeus, 1758",Taenia solium,Taenia solium,Taenia solium,"Taenia solium Linnaeus, 1758",NA,1
Gyrodactylus lucii,species,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,Gyrodactylus,1214175,153461,8511314,459333,Gyrodactylus lucii,accepted,NA,FALSE,NA,"Kulakovskaya, 1952",Gyrodactylus lucii,Gyrodactylus lucii,Gyrodactylus lucii,"Gyrodactylus lucii Kulakovskaya, 1952",1,NA
Anoplocephalidae,family,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,NA,1552240,27438,5964,19835,Anoplocephalidae,accepted,NA,FALSE,sibling_higher,"Cholodkovsky, 1902",Anoplocephalidae,Anoplocephalidae,Anoplocephalidae,Anoplocephalidae,NA,1
Panagrellus,genus,Nematoda,Chromadorea,Rhabditida,Panagrolaimidae,Panagrellus,1294130,717811,2283633,395067,Panagrellus,accepted,NA,FALSE,sibling_higher,"Thorne, 1938",Panagrellus,Panagrellus,Panagrellus,"Panagrellus Thorne, 1938",1,1
Euryhaliotrema grande,species,Platyhelminthes,Monogenea,Dactylogyridea,Ancyrocephalidae,Euryhaliotrema,1383874,906140,7835671,707679,Euryhaliotrema grandis,unaccepted,Malformed suffix,FALSE,NA,"(Mizelle & Kritsky, 1969) Kritsky, 2012",Euryhaliotrema grande,Euryhaliotrema grandis,Euryhaliotrema grandis,"Euryhaliotrema grandis (Mizelle & Kritsky, 1969) Kritsky, 2012",0,0
Caenorhabditis remanei,species,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,1537715,166828,4558418,396902,Caenorhabditis remanei,accepted,NA,FALSE,NA,"(Sudhaus, 1974) Andrássy, 1983",Caenorhabditis remanei,Caenorhabditis remanei,Caenorhabditis remanei,"Caenorhabditis remanei (Sudhaus, 1974) Andrássy, 1983",0,1
Planariidae,family,Platyhelminthes,NA,Tricladida,Planariidae,NA,181567,165601,6362,208021,Planariidae,accepted,NA,FALSE,NA,"Stimpson, 1857",Planariidae,Planariidae,Planariidae,Planariidae,1,NA
Ophioderma longicaudum,species,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiodermatidae,Ophioderma,1420120,219604,5187991,893175,Ophioderma longicauda,unaccepted,wrong ending due to confusion about gender of Ophioderma,FALSE,NA,"(Bruzelius, 1805)",Ophioderma longicaudum,Ophioderma longicauda,Ophioderma longicauda,"Ophioderma longicauda (Bruzelius, 1805)",0,0
Microplana nana,species,Platyhelminthes,NA,Tricladida,Geoplanidae,Microplana,483088,173911,5892138,170388,Microplana nana,accepted,NA,FALSE,NA,"Mateos, Giribet & Carranza, 1998",Microplana nana,Microplana nana,Microplana nana,"Microplana nana Mateos, Giribet & Carranza, 1998",NA,NA
Microplana terrestris,species,Platyhelminthes,NA,Tricladida,Geoplanidae,Microplana,416381,173910,4416151,1001671,Microplana terrestris,accepted,NA,FALSE,NA,"(Müller OF, 1773) Linden, 1900",Microplana terrestris,Microplana terrestris,Microplana terrestris,"Microplana terrestris (O.F.Müller, 1773) Linden, 1900",0,1
Microplana,genus,Platyhelminthes,NA,Tricladida,Geoplanidae,Microplana,416195,165620,9090179,170387,Microplana,accepted,NA,FALSE,NA,"Vejdovsky, 1890",Microplana,Microplana,Microplana,"Microplana Vejdovsky, 1890",0,1
Plectus,genus,Nematoda,Chromadorea,Plectida,Plectidae,Plectus,227271,231235,2283075,1054683,Plectus,accepted,NA,FALSE,sibling_higher,"Bastian, 1865",Plectus,Plectus,Plectus,"Plectus Bastian, 1865",1,1
Enterobius (Enterobius) vermicularis,species,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Enterobius,1589654,169324,2284340,332069,Enterobius vermicularis,junior objective synonym,NA,FALSE,NA,"(Linnaeus, 1758)",Enterobius (Enterobius) vermicularis,Enterobius vermicularis,Enterobius vermicularis,"Enterobius vermicularis (Linnaeus, 1758)",NA,1
Trichuris,genus,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris,1508731,493835,2283366,206555,Trichuris,accepted,NA,FALSE,NA,"Roederer, 1761",Trichuris,Trichuris,Trichuris,"Trichuris Roederer, 1761",NA,1
Globodera pallida,species,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Globodera,1315864,665601,11174915,780554,Globodera pallida,accepted,NA,FALSE,NA,"(Stone, 1973) Behrens, 1975",Globodera pallida,Globodera pallida,Globodera pallida,"Globodera pallida (Stone, 1973) Behrens, 1975",0,1
Globodera rostochiensis,species,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Globodera,1315941,665602,5188667,232963,Globodera rostochiensis,accepted,NA,FALSE,NA,"(Wollenweber, 1923) Skarbilovich, 1959",Globodera rostochiensis,Globodera rostochiensis,Globodera rostochiensis,"Globodera rostochiensis (Wollenweber, 1923) Skarbilovich, 1959",0,1
Ophiothrix (Ophiothrix) trilineata,species,Echinodermata,Ophiuroidea,Amphilepidida,Ophiotrichidae,Ophiothrix,244195,27583,5187812,608030,Ophiothrix trilineata,alternate representation,NA,FALSE,sibling_higher,"Lütken, 1869",Ophiothrix (Ophiothrix) trilineata,Ophiothrix trilineata,Ophiothrix trilineata,"Ophiothrix trilineata Lütken, 1869",0,0
Dichrometra palmata,species,Echinodermata,Crinoidea,Comatulida,Mariametridae,Lamprometra,213596,221997,4341326,451017,Lamprometra palmata,unaccepted,synonym,FALSE,NA,"(Müller, 1841)",Dichrometra palmata,Lamprometra palmata,Lamprometra palmata,"Lamprometra palmata (Müller, 1841)",0,0
Ophiocrene aenigma,species,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,Ophiocrene,243606,218108,2278387,4146692,Ophiocrene aenigma,taxon inquirendum,NA,FALSE,NA,"Bell, 1894",Ophiocrene aenigma,Ophiocrene aenigma,Ophiocrene aenigma,"Ophiocrene aenigma Bell, 1894",0,0
Asteroporpa (Asteroporpa) hadracantha,species,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,Asteroporpa,574608,217991,2278518,498982,Asteroporpa hadracantha,alternate representation,NA,FALSE,sibling_higher,"H.L. Clark, 1911",Asteroporpa (Asteroporpa) hadracantha,Asteroporpa hadracantha,Asteroporpa hadracantha,"Asteroporpa hadracantha H.L.Clark, 1911",0,0
Lamberticrinus messingi,species,Echinodermata,Crinoidea,Hyocrinida,Hyocrinidae,Gephyrocrinus,1309357,651195,7960413,5694417,Gephyrocrinus messingi,unaccepted,basionym,FALSE,NA,"(Roux & Lambert, 2011)",Lamberticrinus messingi,Gephyrocrinus messingi,Gephyrocrinus messingi,"Gephyrocrinus messingi Roux & Lambert, 2011",0,0
Ophiosabine vivipara,species,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophiacantha,1574978,99936,2275201,3655133,Ophiacantha vivipara,unaccepted,transferred to Ophiosabine by O'Hara & Thuy (2022),FALSE,sibling_higher,"(Ljungman, 1871)",Ophiosabine vivipara,Ophiacantha vivipara,Ophiacantha vivipara,"Ophiacantha vivipara Ljungman, 1871",0,0
Ophiactis brachygenys,species,Echinodermata,Ophiuroidea,Amphilepidida,Ophiactidae,Ophiactis,243436,219382,2276180,3653788,Ophiactis definita,unaccepted,synonymized by Liao (2004),FALSE,NA,"H.L. Clark, 1911",Ophiactis brachygenys,Ophiactis definita,Ophiactis definita,"Ophiactis definita Koehler, 1922",0,0
Ophiomastix wendtii,species,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiocomidae,Ophiocoma,1307747,219475,2275432,669482,Ophiocoma wendtii,unaccepted,transferred to Ophiomastix by O'Hara et al. (2018),FALSE,sibling_higher,"(Müller & Troschel, 1842)",Ophiomastix wendtii,Ophiocoma wendtii,Ophiocoma wendtii,"Ophiocoma wendtii Müller & Troschel, 1842",0,0
Ophiothrix (Ophiothrix) accedens,species,Echinodermata,Ophiuroidea,Amphilepidida,Ophiotrichidae,Ophiothrix,244160,220007,5187822,3654344,Ophiothrix accedens,alternate representation,NA,FALSE,sibling_higher,"Koehler, 1930",Ophiothrix (Ophiothrix) accedens,Ophiothrix accedens,Ophiothrix accedens,"Ophiothrix accedens Koehler, 1930",0,0
Strongylocentrotus fragilis,species,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Allocentrotus,569742,172952,2278851,26831,Allocentrotus fragilis,unaccepted,unaccepted combination,FALSE,NA,"Jackson, 1912",Strongylocentrotus fragilis,Allocentrotus fragilis,Allocentrotus fragilis,"Allocentrotus fragilis (Jackson, 1912)",0,0
Echinaster (Echinaster) sepositus,species,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,125161,220887,2273623,893169,Echinaster sepositus,alternate representation,NA,FALSE,sibling_higher,"(Retzius, 1783)",Echinaster (Echinaster) sepositus,Echinaster sepositus,Echinaster sepositus,"Echinaster sepositus (Retzius, 1783)",0,0
Encope micropora,species,Echinodermata,Echinoidea,Echinolampadacea,Mellitidae,Encope,513258,899952,11023544,3651156,Encope wetmorei,unaccepted,subjective junior synonym,FALSE,sibling_higher,"L. Agassiz, 1841",Encope micropora,Encope wetmorei,Encope wetmorei,"Encope wetmorei A.H.Clark, 1946",0,0
Encope micropora,species,Echinodermata,Echinoidea,Echinolampadacea,Mellitidae,Encope,513258,899953,5965216,3651154,Encope laevis,unaccepted,subjective junior synonym,FALSE,sibling_higher,"L. Agassiz, 1841",Encope micropora,Encope laevis,Encope laevis,"Encope laevis H.L.Clark, 1948",0,0
Encope micropora,species,Echinodermata,Echinoidea,Echinolampadacea,Mellitidae,Encope,513258,899954,5965186,3651073,Encope perspectiva,unaccepted,subjective junior synonym,FALSE,sibling_higher,"L. Agassiz, 1841",Encope micropora,Encope perspectiva,Encope perspectiva,"Encope perspectiva L.Agassiz, 1841",0,0
Heterocentrotus mamillatus,species,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heterocentrotus,568045,167094,2278866,312571,Heterocentrotus mammillatus,unaccepted,incorrect subsequent spelling,FALSE,NA,"(Linnaeus, 1758)",Heterocentrotus mamillatus,Heterocentrotus mammillatus,Heterocentrotus mammillatus,"Heterocentrotus mammillatus (Linnaeus, 1758)",0,0
Holothuria (Holothuria) tubulosa,species,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria,125182,222552,2279156,47180,Holothuria tubulosa,alternate representation,NA,FALSE,sibling_higher,"Gmelin, 1791",Holothuria (Holothuria) tubulosa,Holothuria tubulosa,Holothuria tubulosa,"Holothuria tubulosa Gmelin, 1791",0,0
Ophioplocus incipiens,species,Echinodermata,Ophiuroidea,Amphilepidida,Hemieuryalidae,Ophioceres,173602,899960,2275614,3654983,Ophioceres incipiens,unaccepted,synonymized by Thomas (1975),FALSE,NA,"(Koehler, 1922)",Ophioplocus incipiens,Ophioceres incipiens,Ophioceres incipiens,"Ophioceres incipiens Koehler, 1922",0,0
Parakontikia ventrolineata,species,Platyhelminthes,NA,Tricladida,Geoplanidae,Parakontikia,484205,NA,6476704,3661468,Parakontikia ventrolineata,accepted,NA,FALSE,NA,"(Dendy, 1892)",Parakontikia ventrolineata,Parakontikia ventrolineata,NA,"Parakontikia ventrolineata (Dendy, 1892)",NA,1
Heterorhabditis,genus,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Heterorhabditis,1537121,81258,2283786,777433,Heterorhabditis,accepted,NA,FALSE,NA,"Poinar, 1975",Heterorhabditis,Heterorhabditis,Heterorhabditis,"Heterorhabditis Poinar, 1976",0,1
Mictosoma,genus,Arthropoda,Malacostraca,Isopoda,Mictosomatidae,Schistosoma,248977,29039,5967488,191485,Schistosoma,unaccepted,"Junior homonym of <i>Schistosoma</i> Weinland, 1858",FALSE,NA,"Wolff, 1965",Mictosoma,Schistosoma,Schistosoma,"Schistosoma Weinland, 1858",0,0
Mictosoma,genus,Arthropoda,Malacostraca,Isopoda,Mictosomatidae,Schistosoma,248977,29039,5967488,191485,Schistosoma,unaccepted,"Junior homonym of <i>Schistosoma</i> Weinland, 1858",FALSE,NA,"Wolff, 1965",Mictosoma,Schistosoma,Schistosoma,"Schistosoma Weinland, 1858",0,0
Schistosoma,genus,Platyhelminthes,Trematoda,Diplostomida,Schistosomatidae,Schistosoma,1359742,29039,5967488,191485,Schistosoma,accepted,NA,FALSE,NA,"Weinland, 1858",Schistosoma,Schistosoma,Schistosoma,"Schistosoma Weinland, 1858",1,1
Schistosoma,genus,Platyhelminthes,Trematoda,Diplostomida,Schistosomatidae,Schistosoma,1359742,29039,5967488,191485,Schistosoma,accepted,NA,FALSE,NA,"Weinland, 1858",Schistosoma,Schistosoma,Schistosoma,"Schistosoma Weinland, 1858",1,1
Ophiura (Dictenophiura) ctenophora,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,325346,855326,4872260,3654641,Ophiura ctenophora,unaccepted,NA,FALSE,sibling_higher,"(H.L. Clark, 1909)",Ophiura (Dictenophiura) ctenophora,Ophiura ctenophora,Ophiura ctenophora,"Ophiura ctenophora (H.L.Clark, 1909)",0,0
Ophiuroglypha ambigua,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,236028,220413,8313342,3654630,Ophiura ambigua,unaccepted,NA,FALSE,sibling_higher,"(Lyman, 1878)",Ophiuroglypha ambigua,Ophiura ambigua,Ophiura ambigua,"Ophiura ambigua (Lyman, 1878)",0,0
Ophiuroglypha ossiculata,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,1507529,288062,4340536,3654692,Ophiura ossiculata,unaccepted,transferred by Stöhr & O'Hara (2021),FALSE,sibling_higher,"(Koehler, 1908)",Ophiuroglypha ossiculata,Ophiura ossiculata,Ophiura ossiculata,"Ophiura ossiculata (Koehler, 1908)",0,0
Ophiomastus meridionalis,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,243736,220451,2276888,5926340,Ophiura meridionalis,unaccepted,transferred by Bernasconi & d'Agostino (1978),FALSE,sibling_higher,"(Lyman, 1879)",Ophiomastus meridionalis,Ophiura meridionalis,Ophiura meridionalis,"Ophiura meridionalis (Lyman, 1879)",0,0
Ophiuroglypha clemens,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,1577238,220420,2276938,3654635,Ophiura clemens,unaccepted,transferred to Ophiuroglypha by Manso (2010),FALSE,sibling_higher,"(Koehler, 1904)",Ophiuroglypha clemens,Ophiura clemens,Ophiura clemens,"Ophiura clemens (Koehler, 1904)",0,0
Ophiuroglypha kinbergi,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,1421344,220440,2276985,3654634,Ophiura kinbergi,unaccepted,NA,FALSE,sibling_higher,"(Ljungman, 1866)",Ophiuroglypha kinbergi,Ophiura kinbergi,Ophiura kinbergi,"Ophiura kinbergi Ljungman, 1866",0,0
Ophiura (Ophiura) spinicantha,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,244310,220476,2277027,3654664,Ophiura spinicantha,alternate representation,NA,FALSE,sibling_higher,"McKnight, 2003",Ophiura (Ophiura) spinicantha,Ophiura spinicantha,Ophiura spinicantha,"Ophiura spinicantha McKnight, 2003",0,0
Astriclypeus mannii,species,Echinodermata,Echinoidea,Echinolampadacea,Astriclypeidae,Astriclypeus,827660,506800,5842699,3651283,Astriclypeus manni,unaccepted,"misspelling (incorrect subsequent spelling sensu ICZN 4th ed. 1999, Art. 33.4)",FALSE,NA,"Verrill, 1867",Astriclypeus mannii,Astriclypeus manni,Astriclypeus manni,Astriclypeus manni,0,0
Plectus frigophilus,species,Nematoda,Chromadorea,Plectida,Plectidae,Plectus,229337,231246,5188572,3588748,Plectus frigophilus,accepted,NA,FALSE,NA,"Kirjanova, 1958",Plectus frigophilus,Plectus frigophilus,Plectus frigophilus,"Plectus frigophilus Kirjanova, 1958",1,1
Scottnema lindsayae,species,Nematoda,Chromadorea,Rhabditida,Cephalobidae,Scottnema,1319038,457579,7024772,227005,Scottnema lindsayae,accepted,NA,FALSE,"extinct, incertae_sedis","Timm, 1971",Scottnema lindsayae,Scottnema lindsayae,Scottnema lindsayae,"Scottnema lindsayae Timm, 1971",0,1
Aphelenchoides besseyi,species,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,1294800,27548,4559429,401521,Aphelenchoides besseyi,accepted,NA,FALSE,NA,"Christie, 1942",Aphelenchoides besseyi,Aphelenchoides besseyi,Aphelenchoides besseyi,"Aphelenchoides besseyi Christie, 1942",1,NA
Panagrellus redivivus,species,Nematoda,Chromadorea,Rhabditida,Panagrolaimidae,Panagrellus,1294676,717812,4557974,395066,Panagrellus redivivus,accepted,NA,FALSE,NA,"(Linnaeus, 1767) Goodey, 1945",Panagrellus redivivus,Panagrellus redivivus,Panagrellus redivivus,"Panagrellus redivivus (Linnaeus, 1767)",1,NA
Caenorhabditis tropicalis,species,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,1586725,708100,8732293,5701053,Caenorhabditis tropicalis,accepted,NA,FALSE,NA,"Felix, Braendle & Cutter, 2014",Caenorhabditis tropicalis,Caenorhabditis tropicalis,Caenorhabditis tropicalis,"Caenorhabditis tropicalis Félix, Braendle & Cutter, 2014",1,1
Hemicriconemoides promissus,species,Nematoda,Chromadorea,Rhabditida,Criconematidae,Hemicriconemoides,1428310,896533,4556721,5716814,Hemicriconemoides promissus,accepted,NA,FALSE,NA,"Vovlas, 1980",Hemicriconemoides promissus,Hemicriconemoides promissus,Hemicriconemoides promissus,"Hemicriconemoides promissus Vovlas, 1980",NA,1
Hemicriconemoides macrodorus,species,Nematoda,Chromadorea,Rhabditida,Criconematidae,Hemicriconemoides,1428299,896534,4556718,3585885,Hemicriconemoides macrodorus,accepted,NA,FALSE,NA,"Vovlas, Troccoli & Castillo, 2000",Hemicriconemoides macrodorus,Hemicriconemoides macrodorus,Hemicriconemoides macrodorus,"Hemicriconemoides macrodorus Vovlas, Troccoli & Castillo, 2000",NA,1
Gryllophila basiri,species,Nematoda,Chromadorea,Rhabditida,Thelastomatidae,Gryllophila,1588775,897628,7032650,4995480,Gryllophila basiri,accepted,NA,FALSE,NA,"Parveen & Jairajpuri, 1981",Gryllophila basiri,Gryllophila basiri,Gryllophila basiri,Gryllophila basiri,NA,1
Meloidogyne javanica,species,Nematoda,Chromadorea,Rhabditida,Meloidogynidae,Meloidogyne,1295653,708403,4556287,1043280,Meloidogyne javanica,accepted,NA,FALSE,NA,"(Treub, 1885) Chitwood, 1949",Meloidogyne javanica,Meloidogyne javanica,Meloidogyne javanica,"Meloidogyne javanica (Treub, 1885) Chitwood, 1949",1,NA
Romanomermis culicivorax,species,Nematoda,Enoplea,Mermithida,Mermithidae,Romanomermis,1294412,106191,7016757,18708,Romanomermis culicivorax,accepted,NA,FALSE,NA,"Ross & Smith, 1976",Romanomermis culicivorax,Romanomermis culicivorax,Romanomermis culicivorax,"Romanomermis culicivorax Ross & Smith, 1976",1,NA
Romanomermis iyengari,species,Nematoda,Enoplea,Mermithida,Mermithidae,Romanomermis,1294414,106065,7016773,961985,Romanomermis iyengari,accepted,NA,FALSE,NA,"Welch, 1964",Romanomermis iyengari,Romanomermis iyengari,Romanomermis iyengari,"Romanomermis iyengari Welch, 1964",1,NA
Strelkovimermis spiculatus,species,Nematoda,Enoplea,Mermithida,Mermithidae,Strelkovimermis,1294461,82275,7016249,365642,Strelkovimermis spiculatus,accepted,NA,FALSE,"extinct, incertae_sedis, sibling_higher","Poinar & Camino, 1986",Strelkovimermis spiculatus,Strelkovimermis spiculatus,Strelkovimermis spiculatus,"Strelkovimermis spiculatus Poinar & Camino, 1986",1,NA
Nacospatangus altus,species,Echinodermata,Echinoidea,Spatangoida,Maretiidae,Nacospatangus,513408,708207,10959033,3650016,Nacospatangus alta,unaccepted,incorrect declination of species name,FALSE,NA,"(A. Agassiz, 1864)",Nacospatangus altus,Nacospatangus alta,Nacospatangus alta,"Nacospatangus alta (A.Agassiz, 1864)",0,0
Schyzocotyle acheilognathi,species,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Schyzocotyle,851606,852528,7758879,163286,Schyzocotyle acheilognathi,accepted,NA,FALSE,NA,"(Yamaguti, 1934) Brabec, Waeschenbach, Scholz, Littlewood & Kuchta, 2015",Schyzocotyle acheilognathi,Schyzocotyle acheilognathi,Schyzocotyle acheilognathi,"Schyzocotyle acheilognathi (Yamaguti, 1934) Brabec, Waeschenbach, Scholz, Littlewood & Kuchta, 2015",1,NA
Schyzocotyle nayarensis,species,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Schyzocotyle,851608,898981,8323802,5135188,Schyzocotyle nayarensis,accepted,NA,FALSE,NA,"(Malhotra, 1983) Brabec, Waeschenbach, Scholz, Littlewood & Kuchta, 2015",Schyzocotyle nayarensis,Schyzocotyle nayarensis,Schyzocotyle nayarensis,"Schyzocotyle nayarensis (Malhotra, 1983) Brabec, Waeschenbach, Scholz, Littlewood & Kuchta, 2015",1,NA
Senga ophiocephalina,species,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Senga,1026500,898982,7012841,5135303,Senga ophiocephalina,accepted,NA,FALSE,NA,"(Tseng, 1933) Kuchta & Scholz, 2007",Senga ophiocephalina,Senga ophiocephalina,Senga ophiocephalina,"Senga ophiocephalina (Tseng, 1933) Kuchta & Scholz, 2007",1,NA
Breviscolex orientalis,species,Platyhelminthes,Cestoda,Caryophyllidea,Capingentidae,Breviscolex,1523483,671453,7009967,229079,Breviscolex orientalis,accepted,NA,FALSE,NA,"Kulakovskaya, 1962",Breviscolex orientalis,Breviscolex orientalis,Breviscolex orientalis,"Breviscolex orientalis Kulakovskaya, 1962",1,NA
Caryophyllaeus brachycollis,species,Platyhelminthes,Cestoda,Caryophyllidea,Caryophyllaeidae,Caryophyllaeus,1460867,671006,4413912,534495,Caryophyllaeus brachycollis,accepted,NA,FALSE,NA,"Janiszewska, 1953",Caryophyllaeus brachycollis,Caryophyllaeus brachycollis,Caryophyllaeus brachycollis,"Caryophyllaeus brachycollis Janiszewska, 1953",1,NA
Atractolytocestus huronensis,species,Platyhelminthes,Cestoda,Caryophyllidea,Lytocestidae,Atractolytocestus,1460880,671450,4413919,126917,Atractolytocestus huronensis,accepted,NA,FALSE,NA,"Anthony, 1958",Atractolytocestus huronensis,Atractolytocestus huronensis,Atractolytocestus huronensis,"Atractolytocestus huronensis Anthony, 1958",1,NA
