found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,taxa_query,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Khawia sinensis,species,Platyhelminthes,Cestoda,Caryophyllidea,Lytocestidae,Khawia,1526752,671474,4413920,1057021,Khawia sinensis,accepted,NA,FALSE,NA,"Hsü, 1935",Khawia sinensis,Khawia sinensis,Khawia sinensis,"Khawia sinensis Hsü, 1935",1,NA
Dipylidium caninum,species,Platyhelminthes,Cestoda,Cyclophyllidea,Dipylidiidae,Dipylidium,1507503,671097,2506045,242958,Dipylidium caninum,accepted,NA,FALSE,NA,"(Linnaeus, 1758)",Dipylidium caninum,Dipylidium caninum,Dipylidium caninum,"Dipylidium caninum (Linnaeus, 1758)",NA,1
Diphyllobothrium balaenopterae,species,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Diplogonoporus,1027620,493832,4345051,425216,Diplogonoporus balaenopterae,superseded combination,NA,FALSE,NA,"(Lönnberg, 1892) Waeschenbach, Brabec, Scholz, Littlewood & Kuchta, 2017",Diphyllobothrium balaenopterae,Diplogonoporus balaenopterae,Diplogonoporus balaenopterae,"Diplogonoporus balaenopterae (Lönnberg, 1892)",0,0
Diphyllobothrium balaenopterae,species,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Diplogonoporus,1027620,165853,4345050,267473,Diplogonoporus grandis,junior subjective synonym,NA,FALSE,NA,"(Lönnberg, 1892) Waeschenbach, Brabec, Scholz, Littlewood & Kuchta, 2017",Diphyllobothrium balaenopterae,Diplogonoporus grandis,Diplogonoporus grandis,"Diplogonoporus grandis (Blanchard, 1894)",0,0
Tetrancistrum sigani,species,Platyhelminthes,Monogenea,Dactylogyridea,Ancyrocephalidae,Tetrancistrum,518286,493856,5892256,94702,Tetrancistrum nebulosi,unaccepted,synonym,FALSE,NA,"Goto & Kikuchi, 1917",Tetrancistrum sigani,Tetrancistrum nebulosi,Tetrancistrum nebulosi,"Tetrancistrum nebulosi Young, 1967",0,0
Dactylogyrus lamellatus,species,Platyhelminthes,Monogenea,Dactylogyridea,Dactylogyridae,Dactylogyrus,1059595,898985,4412304,204976,Dactylogyrus lamellatus,accepted,NA,FALSE,NA,"Akhmerow, 1952",Dactylogyrus lamellatus,Dactylogyrus lamellatus,Dactylogyrus lamellatus,"Dactylogyrus lamellatus Akhmerow, 1952",1,NA
Aglaiogyrodactylus forficulatus,species,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,Aglaiogyrodactylus,1317935,898986,9035834,5974126,Aglaiogyrodactylus forficulatus,accepted,NA,FALSE,NA,"Kritsky, Vianna & Boeger, 2007",Aglaiogyrodactylus forficulatus,Aglaiogyrodactylus forficulatus,Aglaiogyrodactylus forficulatus,"Aglaiogyrodactylus forficulatus Kritsky, Vianna & Boeger, 2007",1,NA
Gyrodactylus parvae,species,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,Gyrodactylus,1250332,898987,9792386,1006179,Gyrodactylus parvae,accepted,NA,FALSE,NA,"You, Easy & Cone, 2008",Gyrodactylus parvae,Gyrodactylus parvae,Gyrodactylus parvae,"Gyrodactylus parvae You, Easy & Cone, 2008",1,NA
Gyrodactylus brachymystacis,species,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,Gyrodactylus,1115618,898988,9698856,1012666,Gyrodactylus brachymystacis,accepted,NA,FALSE,NA,"Ergens, 1978",Gyrodactylus brachymystacis,Gyrodactylus brachymystacis,Gyrodactylus brachymystacis,"Gyrodactylus brachymystacis Ergens, 1978",1,NA
Paragyrodactylus variegatus,species,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,Paragyrodactylus,1249963,708238,9781728,5316090,Paragyrodactylus variegatus,accepted,NA,FALSE,NA,"You, King, Ye & Cone, 2014",Paragyrodactylus variegatus,Paragyrodactylus variegatus,Paragyrodactylus variegatus,"Paragyrodactylus variegatus You, King, Ye & Cone, 2014",1,NA
Dugesia japonica,species,Platyhelminthes,NA,Tricladida,Dugesiidae,Dugesia,484630,165636,5892108,101220,Dugesia japonica,accepted,NA,FALSE,NA,"Ichikawa & Kawakatsu, 1964",Dugesia japonica,Dugesia japonica,Dugesia japonica,"Dugesia japonica Ichikawa & Kawakatsu, 1964",1,0
Schmidtea mediterranea,species,Platyhelminthes,NA,Tricladida,Dugesiidae,Schmidtea,482204,173905,5892123,900428,Schmidtea mediterranea,accepted,NA,FALSE,"extinct, incertae_sedis","Benazzi, Baguna, Ballester & del Papa, 1975",Schmidtea mediterranea,Schmidtea mediterranea,Schmidtea mediterranea,"Schmidtea mediterranea Benazzi, Baguna, Ballester & del Papa, 1975",1,0
Obama,genus,Platyhelminthes,NA,Tricladida,Geoplanidae,Obama,878808,671183,8663177,5131679,Obama,accepted,NA,FALSE,NA,"Carbayo, Alvarez-Presas, Olivares, Marques, Froehlich & Riutort, 2013",Obama,Obama,Obama,"Obama Carbayo, Alvarez-Presas, Olivares, Marques, Froehlich & Riutort, 2013",NA,1
Haplorchis taichui,species,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Haplorchis,746444,656722,5891354,786361,Haplorchis taichui,accepted,NA,FALSE,NA,"(Nishigori, 1924) Witenberg, 1930",Haplorchis taichui,Haplorchis taichui,Haplorchis taichui,"Haplorchis taichui (Nishigori, 1924) Witenberg, 1930",1,1
Clonorchis sinensis,species,Platyhelminthes,Trematoda,Plagiorchiida,Opisthorchiidae,Clonorchis,1349493,165228,2505601,903245,Clonorchis sinensis,accepted,NA,FALSE,NA,"(Cobbold, 1875) Looss, 1907",Clonorchis sinensis,Clonorchis sinensis,Clonorchis sinensis,"Clonorchis sinensis (Cobbold, 1875) Looss, 1907",1,1
Metorchis orientalis,species,Platyhelminthes,Trematoda,Plagiorchiida,Opisthorchiidae,Metorchis,1419202,751461,5891342,567664,Metorchis orientalis,accepted,NA,FALSE,NA,"Tanabe, 1920",Metorchis orientalis,Metorchis orientalis,Metorchis orientalis,"Metorchis orientalis Tanabe, 1920",1,1
Echinochasmus japonicus,species,Platyhelminthes,Trematoda,Plagiorchiida,Echinochasmidae,Echinochasmus,1418139,898993,6135626,300389,Echinochasmus japonicus,accepted,NA,FALSE,NA,"Tanabe, 1926",Echinochasmus japonicus,Echinochasmus japonicus,Echinochasmus japonicus,"Echinochasmus japonicus Tanabe, 1926",1,1
Artyfechinostomum sufrartyfex,species,Platyhelminthes,Trematoda,Plagiorchiida,Himasthlidae,Artyfechinostomum,1547950,169422,10733281,698716,Artyfechinostomum sufrartyfex,accepted,NA,FALSE,NA,"Lane, 1915",Artyfechinostomum sufrartyfex,Artyfechinostomum sufrartyfex,Artyfechinostomum sufrartyfex,Artyfechinostomum sufrartyfex,NA,1
Trichobilharzia regenti,species,Platyhelminthes,Trematoda,Diplostomida,Schistosomatidae,Trichobilharzia,1521805,31617,4414315,1090796,Trichobilharzia regenti,accepted,NA,FALSE,NA,"Horak, Kolarova & Dvorak, 1998",Trichobilharzia regenti,Trichobilharzia regenti,Trichobilharzia regenti,"Trichobilharzia regenti Horak, Kolarova & Dvorak, 1998",1,NA
Oxyuris equi,species,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Oxyuris,1588962,174119,2284338,1012298,Oxyuris equi,accepted,NA,FALSE,NA,"Schrank, 1788",Oxyuris equi,Oxyuris equi,Oxyuris equi,"Oxyuris equi (Schrank, 1788)",NA,1
Trichodorus obtusus,species,Nematoda,Enoplea,Triplonchida,Trichodoridae,Trichodorus,1320308,896211,7015459,707832,Trichodorus obtusus,accepted,NA,FALSE,NA,"Cobb, 1913",Trichodorus obtusus,Trichodorus obtusus,Trichodorus obtusus,"Trichodorus obtusus Cobb, 1913",0,1
Stenostomum leucops,species,Platyhelminthes,NA,NA,Stenostomidae,Stenostomum,480418,211606,5233204,965494,Stenostomum leucops,accepted,NA,FALSE,NA,"(Duges, 1828) Schmidt, 1848",Stenostomum leucops,Stenostomum leucops,Stenostomum leucops,"Stenostomum leucops (Duges, 1828) Schmidt, 1848",1,0
Dictyocaulus cervi,species,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Dictyocaulus,1586537,896609,7650446,5701073,Dictyocaulus cervi,accepted,NA,FALSE,NA,"Pyziel, Laskowski, Demiaszkiewicz & Hoglund, 2017",Dictyocaulus cervi,Dictyocaulus cervi,Dictyocaulus cervi,"Dictyocaulus cervi Pyziel et al., 2016",0,1
Allodiplogaster sudhausi,species,Nematoda,Chromadorea,Rhabditida,Diplogastridae,Koerneria,1300035,747625,8898717,1081057,Koerneria sudhausi,unaccepted,NA,FALSE,NA,"(Fürst von Lieven, 2008) Kanzaki, Ragsdale & Giblin-Davis, 2014",Allodiplogaster sudhausi,Koerneria sudhausi,Koerneria sudhausi,"Koerneria sudhausi Fürst von Lieven, 2008",0,1
Aspiculuris tetraptera,species,Nematoda,Chromadorea,Rhabditida,Heteroxynematidae,Aspiculuris,1589049,649466,5777315,240046,Aspiculuris tetraptera,accepted,NA,FALSE,NA,"Nitzsch, 1821",Aspiculuris tetraptera,Aspiculuris tetraptera,Aspiculuris tetraptera,"Aspiculuris tetraptera (Nitzsch, 1821)",NA,1
Mesocriconema sphaerocephalum,species,Nematoda,Chromadorea,Rhabditida,Criconematidae,Mesocriconema,1294497,738472,4556703,764856,Mesocriconema sphaerocephalum,accepted,NA,FALSE,NA,"(Taylor, 1936) Loof, 1989",Mesocriconema sphaerocephalum,Mesocriconema sphaerocephalum,Mesocriconema sphaerocephalum,"Mesocriconema sphaerocephalum (Taylor, 1936) Loof, 1989",NA,1
Longidorus vineacola,species,Nematoda,Enoplea,Dorylaimida,Longidoridae,Longidorus,1472533,896247,4554395,461051,Longidorus vineacola,accepted,NA,FALSE,NA,"Sturhan & Weischer, 1964",Longidorus vineacola,Longidorus vineacola,Longidorus vineacola,"Longidorus vineacola Sturhan & Weischer, 1964",NA,1
Paralongidorus litoralis,species,Nematoda,Enoplea,Dorylaimida,Longidoridae,Paralongidorus,1461716,896248,10299615,906295,Paralongidorus litoralis,accepted,NA,FALSE,sibling_higher,"Palomares-Rius, Subbotin, Landa, Vovlas & Castillo, 2008",Paralongidorus litoralis,Paralongidorus litoralis,Paralongidorus litoralis,"Paralongidorus litoralis Palomares-Rius, Subbotin, Landa, Vovlas & Castillo, 2008",NA,1
Ortleppascaris sinensis,species,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ortleppascaris,1586939,718635,10261656,5691150,Ortleppascaris sinensis,accepted,NA,FALSE,NA,"Zhao, Wang, Tu, Zhou & Wu, 2016",Ortleppascaris sinensis,Ortleppascaris sinensis,Ortleppascaris sinensis,Ortleppascaris sinensis,1,1
Plectus acuminatus,species,Nematoda,Chromadorea,Plectida,Plectidae,Plectus,229328,231236,5188577,222033,Plectus acuminatus,accepted,NA,FALSE,NA,"Bastian, 1865",Plectus acuminatus,Plectus acuminatus,Plectus acuminatus,"Plectus acuminatus Bastian, 1865",1,1
Plectus aquatilis,species,Nematoda,Chromadorea,Plectida,Plectidae,Plectus,868852,656113,7026301,966916,Plectus aquatilis,accepted,NA,FALSE,NA,"Andrássy, 1985",Plectus aquatilis,Plectus aquatilis,Plectus aquatilis,"Plectus aquatilis Andrássy, 1985",1,1
Acrobeloides nanus,species,Nematoda,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides,1295313,280718,2283755,453790,Acrobeloides nanus,accepted,NA,FALSE,NA,"(de Man, 1880) Anderson, 1968",Acrobeloides nanus,Acrobeloides nanus,Acrobeloides nanus,"Acrobeloides nanus (de Man, 1880) Anderson, 1968",1,1
Ascaris lumbricoides,species,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris,583248,170692,4558786,345760,Ascaris lumbricoides,accepted,NA,FALSE,NA,"Linnaeus, 1758",Ascaris lumbricoides,Ascaris lumbricoides,Ascaris lumbricoides,"Ascaris lumbricoides Linnaeus, 1758",NA,1
Acrobeloides varius,species,Nematoda,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides,1319121,896674,9993402,7074339,Acrobeloides varius,accepted,NA,FALSE,NA,"Kim, Kim & Park, 2017",Acrobeloides varius,Acrobeloides varius,Acrobeloides varius,"Acrobeloides varius Kim, Kim & Park, 2017",0,1
Caenorhabditis brenneri,species,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,1460550,896284,8988105,90647,Caenorhabditis brenneri,accepted,NA,FALSE,NA,"Sudhaus & Kiontke, 2007",Caenorhabditis brenneri,Caenorhabditis brenneri,Caenorhabditis brenneri,"Caenorhabditis brenneri Sudhaus & Kiontke, 2007",0,1
Caenorhabditis plicata,species,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,1537717,896285,4558421,215924,Caenorhabditis plicata,accepted,NA,FALSE,NA,"(Völk, 1950) Andrássy, 1983",Caenorhabditis plicata,Caenorhabditis plicata,Caenorhabditis plicata,"Caenorhabditis plicata (Völk, 1950) Andrássy, 1983",0,1
Caenorhabditis angaria,species,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,1537564,896286,9144519,94476,Caenorhabditis angaria,accepted,NA,FALSE,NA,"Sudhaus, Kiontke & Giblin-Davis, 2011",Caenorhabditis angaria,Caenorhabditis angaria,Caenorhabditis angaria,"Caenorhabditis angaria Sudhaus, Kiontke & Giblin-Davis, 2011",0,1
Cosmocerca japonica,species,Nematoda,Chromadorea,Rhabditida,Cosmocercidae,Cosmocerca,1433790,896381,7032896,4996691,Cosmocerca japonica,accepted,NA,FALSE,NA,"Yamaguti, 1939",Cosmocerca japonica,Cosmocerca japonica,Cosmocerca japonica,"Cosmocerca japonica Yamaguti, 1939",1,1
Gongylonema nepalensis,species,Nematoda,Chromadorea,Rhabditida,Gongylonematidae,Gongylonema,1586845,896836,10143060,605559,Gongylonema nepalensis,accepted,NA,FALSE,NA,"Setsuda, Da, Hasegawa, Behnke, Rana, Dhakal & Sato, 2016",Gongylonema nepalensis,Gongylonema nepalensis,Gongylonema nepalensis,Gongylonema nepalensis,0,1
Caenorhabditis japonica,species,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,1462162,896418,7036125,215930,Caenorhabditis japonica,accepted,NA,FALSE,NA,"Kiontke, Hironaka & Sudhaus, 2002",Caenorhabditis japonica,Caenorhabditis japonica,Caenorhabditis japonica,"Caenorhabditis japonica Kiontke, Hironaka & Sudhaus, 2002",0,1
Caenorhabditis japonica,species,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,1462162,896418,7036125,215930,Caenorhabditis japonica,accepted,NA,FALSE,NA,"Kiontke, Hironaka & Sudhaus, 2002",Caenorhabditis japonica,Caenorhabditis japonica,Caenorhabditis japonica,"Caenorhabditis japonica Kiontke, Hironaka & Sudhaus, 2002",0,1
Caenorhabditis japonica,species,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,1462162,896418,7036125,215930,Caenorhabditis japonica,nomen nudum,NA,FALSE,NA,"Kiontke, Hironaka & Sudhaus, 2002",Caenorhabditis japonica,Caenorhabditis japonica,Caenorhabditis japonica,"Caenorhabditis japonica Kiontke, Hironaka & Sudhaus, 2002",0,1
Caenorhabditis japonica,species,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,1462162,896418,7036125,215930,Caenorhabditis japonica,nomen nudum,NA,FALSE,NA,"Kiontke, Hironaka & Sudhaus, 2002",Caenorhabditis japonica,Caenorhabditis japonica,Caenorhabditis japonica,"Caenorhabditis japonica Kiontke, Hironaka & Sudhaus, 2002",0,1
Amphibiophilus mooiensis,species,Nematoda,Chromadorea,Rhabditida,Amphibiophilidae,Amphibiophilus,1465879,897476,9316907,7075673,Amphibiophilus mooiensis,accepted,NA,FALSE,NA,"Svitin & Du Preez, 2018",Amphibiophilus mooiensis,Amphibiophilus mooiensis,Amphibiophilus mooiensis,"Amphibiophilus mooiensis Svitin & Du Preez, 2018",1,1
Ruizia karukerae,species,Nematoda,Chromadorea,Rhabditida,Rhigonematidae,Ruizia,1577558,897726,NA,4997112,Ruizia karukerae,accepted,NA,FALSE,NA,"Hunt, 1999",Ruizia karukerae,Ruizia karukerae,Ruizia karukerae,NA,0,1
Steinernema sangi,species,Nematoda,Chromadorea,Rhabditida,Steinernematidae,Steinernema,1583276,654171,7021618,495510,Steinernema sangi,accepted,NA,FALSE,NA,"Phan, Nguyen & Moens, 2001",Steinernema sangi,Steinernema sangi,Steinernema sangi,Steinernema sangi,0,1
Steinernema surkhetense,species,Nematoda,Chromadorea,Rhabditida,Steinernematidae,Steinernema,1583283,896853,8847570,703249,Steinernema surkhetense,accepted,NA,FALSE,NA,"Khatri-Chhetri, Waeyenberge, Spiridonov, Manandhar & Moens, 2011",Steinernema surkhetense,Steinernema surkhetense,Steinernema surkhetense,Steinernema surkhetense,0,1
Heterorhabditis indica,species,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Heterorhabditis,1537598,166237,7033485,779455,Heterorhabditis indica,accepted,NA,FALSE,NA,"Poinar, Karunakar & David, 1992",Heterorhabditis indica,Heterorhabditis indica,Heterorhabditis indica,"Heterorhabditis indica Poinar, Karunakar & David, 1992",0,1
Terranova,genus,Nematoda,Chromadorea,Rhabditida,Anisakidae,Terranova,22940,234829,2284271,620449,Terranova,taxon inquirendum,NA,FALSE,sibling_higher,"Leiper & Atkinson, 1914",Terranova,Terranova,Terranova,"Terranova Leiper & Atkinson, 1914",0,0
Hysterothylacium deardorffoverstreetorum,species,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Hysterothylacium,990460,896440,9578493,165006,Hysterothylacium deardorffoverstreetorum,taxon inquirendum,NA,FALSE,NA,"Knoff, Felizardo, Iñiguez, Maldonado, Torres, Magalhães Pinto & Gomes, 2012",Hysterothylacium deardorffoverstreetorum,Hysterothylacium deardorffoverstreetorum,Hysterothylacium deardorffoverstreetorum,"Hysterothylacium deardorffoverstreetorum Knoff, Felizardo, Iñiguez, Maldonado, Torres, Magalhães Pinto & Gomes, 2012",0,0
Lobocriconema silvum,species,Nematoda,Chromadorea,Rhabditida,Criconematidae,Criconema,1428440,896858,10950707,4999309,Criconema silvum,unaccepted,NA,FALSE,NA,"Van den Berg, 1984",Lobocriconema silvum,Criconema silvum,Criconema silvum,"Criconema silvum (Van den Berg, 1984) Raski & Luc, 1987",NA,1
Neobakernema variabile,species,Nematoda,Chromadorea,Rhabditida,Criconematidae,Neobakernema,1428601,897697,10705250,4999583,Neobakernema variabile,accepted,NA,FALSE,NA,"(Raski & Golden, 1966) Ebsary, 1981",Neobakernema variabile,Neobakernema variabile,Neobakernema variabile,"Neobakernema variabile (Raski & Golden, 1966) Ebsary, 1981",NA,1
Crossonema menzeli,species,Nematoda,Chromadorea,Rhabditida,Criconematidae,Crossonema,1428186,738482,4556722,3592167,Crossonema menzeli,accepted,NA,FALSE,NA,"(Stefański, 1924) Mehta & Raski, 1971",Crossonema menzeli,Crossonema menzeli,Crossonema menzeli,"Crossonema menzeli (Stefański, 1924) Mehta & Raski, 1971",NA,1
Criconemoides parvus,species,Nematoda,Chromadorea,Rhabditida,Criconematidae,Criconemoides,1294360,896879,4556642,3585818,Criconemoides parvus,accepted,NA,FALSE,NA,"Raski, 1952",Criconemoides parvus,Criconemoides parvus,Criconemoides parvus,"Criconemoides parvus Raski, 1952",NA,1
Discocriconemella hengsungica,species,Nematoda,Chromadorea,Rhabditida,Criconematidae,Discocriconemella,1428333,896880,10775048,7074890,Discocriconemella hengsungica,accepted,NA,FALSE,NA,"Choi & Geraert, 1975",Discocriconemella hengsungica,Discocriconemella hengsungica,Discocriconemella hengsungica,"Discocriconemella hengsungica Choi & Geraert, 1975",NA,1
Hemicycliophora typica,species,Nematoda,Chromadorea,Rhabditida,Hemicycliophoridae,Hemicycliophora,1295598,656731,4556548,579301,Hemicycliophora typica,accepted,NA,FALSE,NA,"de Man, 1921",Hemicycliophora typica,Hemicycliophora typica,Hemicycliophora typica,"Hemicycliophora typica de Man, 1921",1,NA
Hemicycliophora robbinsi,species,Nematoda,Chromadorea,Rhabditida,Hemicycliophoridae,Hemicycliophora,1587159,896887,NA,7075114,Hemicycliophora robbinsi,accepted,NA,FALSE,NA,"Van Den Berg, Tiedt, Liebanas, Chitambar, Stanley, Inserra, Castillo & Subbotin, 2018",Hemicycliophora robbinsi,Hemicycliophora robbinsi,Hemicycliophora robbinsi,NA,1,1
Hemicycliophora lutosa,species,Nematoda,Chromadorea,Rhabditida,Hemicycliophoridae,Hemicycliophora,1295592,896891,4556541,758308,Hemicycliophora lutosa,accepted,NA,FALSE,NA,"Loof & Heyns, 1969",Hemicycliophora lutosa,Hemicycliophora lutosa,Hemicycliophora lutosa,"Hemicycliophora lutosa Loof & Heyns, 1969",1,NA
Hemicycliophora parvana,species,Nematoda,Chromadorea,Rhabditida,Hemicycliophoridae,Hemicycliophora,1586986,896893,NA,4999208,Hemicycliophora parvana,accepted,NA,FALSE,NA,"Tarjan, 1952",Hemicycliophora parvana,Hemicycliophora parvana,Hemicycliophora parvana,NA,1,1
Hemicycliophora floridensis,species,Nematoda,Chromadorea,Rhabditida,Hemicycliophoridae,Hemicycliophora,1295589,896894,7023176,4999163,Hemicycliophora floridensis,accepted,NA,FALSE,NA,"(Chitwood & Birchfiled, 1957) Goodey, 1963",Hemicycliophora floridensis,Hemicycliophora floridensis,Hemicycliophora floridensis,"Hemicycliophora floridensis (Chitwood & Birchfiled, 1957) Goodey, 1963",NA,1
Hemicycliophora thienemanni,species,Nematoda,Chromadorea,Rhabditida,Hemicycliophoridae,Hemicycliophora,583246,896899,11185827,816279,Hemicycliophora thienemanni,accepted,NA,FALSE,NA,"(Schneider, 1925) Loos, 1948",Hemicycliophora thienemanni,Hemicycliophora thienemanni,Hemicycliophora thienemanni,"Hemicycliophora thienemanni (Schneider, 1925) Loos, 1948",1,1
Hemicycliophora onubensis,species,Nematoda,Chromadorea,Rhabditida,Hemicycliophoridae,Hemicycliophora,1586985,896909,NA,7075113,Hemicycliophora onubensis,accepted,NA,FALSE,NA,"Van Den Berg, Tiedt, Liebanas, Chitambar, Stanley, Inserra, Castillo & Subbotin, 2018",Hemicycliophora onubensis,Hemicycliophora onubensis,Hemicycliophora onubensis,NA,1,1
Rhabdias picardiae,species,Nematoda,Chromadorea,Rhabditida,Rhabdiasidae,Rhabdias,1442649,896912,9089476,7074480,Rhabdias picardiae,accepted,NA,FALSE,NA,"Junker, Lhermitte-Vallarino & Bain, 2010",Rhabdias picardiae,Rhabdias picardiae,Rhabdias picardiae,"Rhabdias picardiae Junker, Lhermitte-Vallarino & Bain, 2010",1,1
Helicotylenchus digonicus,species,Nematoda,Chromadorea,Rhabditida,Hoplolaimidae,Helicotylenchus,1470926,896943,4556519,464986,Helicotylenchus digonicus,accepted,NA,FALSE,NA,"Perry in Perry, Darling & Thorne, 1959",Helicotylenchus digonicus,Helicotylenchus digonicus,Helicotylenchus digonicus,"Helicotylenchus digonicus Perry, 1959",NA,1
Helicotylenchus pseudorobustus,species,Nematoda,Chromadorea,Rhabditida,Hoplolaimidae,Helicotylenchus,1295614,896944,4556515,911118,Helicotylenchus pseudorobustus,accepted,NA,FALSE,NA,"(Steiner, 1914) Golden, 1956",Helicotylenchus pseudorobustus,Helicotylenchus pseudorobustus,Helicotylenchus pseudorobustus,"Helicotylenchus pseudorobustus (Steiner, 1914) Golden, 1956",1,NA
Meloidogyne graminicola,species,Nematoda,Chromadorea,Rhabditida,Meloidogynidae,Meloidogyne,1295651,652219,7024740,270135,Meloidogyne graminicola,accepted,NA,FALSE,sibling_higher,"Golden & Birchfield, 1965",Meloidogyne graminicola,Meloidogyne graminicola,Meloidogyne graminicola,"Meloidogyne graminicola Golden & Birchfield, 1965",1,NA
Steinernema carpocapsae,species,Nematoda,Chromadorea,Rhabditida,Steinernematidae,Steinernema,1583236,28285,2283722,1040298,Steinernema carpocapsae,accepted,NA,FALSE,NA,"(Weiser, 1955)Wouts, Mráček, Gerdin & Bedding, 1982",Steinernema carpocapsae,Steinernema carpocapsae,Steinernema carpocapsae,"Steinernema carpocapsae (Weiser, 1955)",0,1
Steinernema abbasi,species,Nematoda,Chromadorea,Rhabditida,Steinernematidae,Steinernema,1583187,83008,7021601,292933,Steinernema abbasi,accepted,NA,FALSE,NA,"Elawad, Ahmad & Reid, 1997",Steinernema abbasi,Steinernema abbasi,Steinernema abbasi,Steinernema abbasi,0,1
Rhabdias tarichae,species,Nematoda,Chromadorea,Rhabditida,Rhabdiasidae,Rhabdias,1443065,896952,7022205,4992061,Rhabdias tarichae,accepted,NA,FALSE,NA,"Kuzmin, Tkach & Snyder, 2003",Rhabdias tarichae,Rhabdias tarichae,Rhabdias tarichae,"Rhabdias tarichae Kuzmin, Tkach & Snyder, 2003",1,1
Ascaris,genus,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris,22864,27262,1483572,7502585,Ascaris,accepted,NA,FALSE,incertae_sedis,"Linnaeus, 1758",Ascaris,Ascaris (genus in Lophotrochozoa),Ascaris,"Ascaris Linnaeus, 1758",0,1
Ascaris,genus,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris,22864,27262,1483572,7502585,Ascaris,accepted,NA,FALSE,incertae_sedis,"Linnaeus, 1758",Ascaris,Ascaris (genus in Lophotrochozoa),Ascaris,"Ascaris Linnaeus, 1758",0,1
Ascaris,genus,Nemertea,Nemertea incertae sedis,NA,NA,Ascaris,162517,27262,1483572,7502585,Ascaris,nomen dubium,"Includes some species now assigned to Nemertea, also one species described as nematode, actually a dipteran larva",FALSE,incertae_sedis,"Linnaeus, 1758",Ascaris,Ascaris (genus in Lophotrochozoa),Ascaris,"Ascaris Linnaeus, 1758",0,0
Ascaris,genus,Nemertea,Nemertea incertae sedis,NA,NA,Ascaris,162517,27262,1483572,7502585,Ascaris,nomen dubium,"Includes some species now assigned to Nemertea, also one species described as nematode, actually a dipteran larva",FALSE,incertae_sedis,"Linnaeus, 1758",Ascaris,Ascaris (genus in Lophotrochozoa),Ascaris,"Ascaris Linnaeus, 1758",0,0
Meloidogyne,genus,Nematoda,Chromadorea,Rhabditida,Meloidogynidae,Meloidogyne,1294055,173075,9705419,270136,Meloidogyne,accepted,NA,FALSE,NA,"Goeldi, 1892",Meloidogyne,Meloidogyne,Meloidogyne,"Meloidogyne Goeldi, 1892",1,1
Meloidogyne incognita,species,Nematoda,Chromadorea,Rhabditida,Meloidogynidae,Meloidogyne,1295652,652220,4556282,313700,Meloidogyne incognita,accepted,NA,FALSE,NA,"(Kofoid & White, 1919) Chitwood, 1949",Meloidogyne incognita,Meloidogyne incognita,Meloidogyne incognita,"Meloidogyne incognita (Kofoid & White, 1919) Chitwood, 1949",1,NA
Meloidogyne oryzae,species,Nematoda,Chromadorea,Rhabditida,Meloidogynidae,Meloidogyne,1295655,897004,7024679,990447,Meloidogyne oryzae,accepted,NA,FALSE,sibling_higher,"Maas, Sanders & Dede, 1978",Meloidogyne oryzae,Meloidogyne oryzae,Meloidogyne oryzae,"Meloidogyne oryzae Maas, Sanders & Dede, 1978",1,NA
Ophidascaris,genus,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ophidascaris,1012382,72168,4630953,69812,Ophidascaris,accepted,NA,FALSE,sibling_higher,"Baylis, 1921",Ophidascaris,Ophidascaris,Ophidascaris,"Ophidascaris Baylis, 1921",NA,1
