query,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type,freshwater_only,terrestrial_only
Spirontocaris lamellicornis,515332,Spirontocaris lamellicornis,"(Dana, 1852)",accepted,NA,Species,515332,Spirontocaris lamellicornis,"(Dana, 1852)",106994,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,1,0,0,0,0,exact,0,0
Spirontocaris phippsii,107532,Spirontocaris phippsii,"(Krøyer, 1841)",accepted,NA,Species,107532,Spirontocaris phippsii,"(Krøyer, 1841)",106994,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,1,0,0,0,0,exact,0,0
Spirontocaris sica,515337,Spirontocaris sica,"Rathbun, 1902",accepted,NA,Species,515337,Spirontocaris sica,"Rathbun, 1902",106994,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,1,0,0,0,0,exact,0,0
Spirontocaris spinus,107533,Spirontocaris spinus,"(Sowerby, 1805)",accepted,NA,Species,107533,Spirontocaris spinus,"(Sowerby, 1805)",106994,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,1,0,0,0,0,exact,0,0
Cypridopsis vidua,160026,Cypridopsis vidua,(O.F. Muller),accepted,NA,Species,160026,Cypridopsis vidua,(O.F. Muller),160025,Animalia,Arthropoda,Ostracoda,Podocopida,Cyprididae,Cypridopsis,0,0,1,0,NA,exact,1,0
Diaptomus,247924,Diaptomus,"Westwood, 1836",accepted,NA,Genus,247924,Diaptomus,"Westwood, 1836",149688,Animalia,Arthropoda,Copepoda,Calanoida,Diaptomidae,Diaptomus,0,0,1,0,NA,exact,1,0
Dolops,347079,Dolops,"Audouin, 1837",accepted,NA,Genus,347079,Dolops,"Audouin, 1837",104070,Animalia,Arthropoda,Ichthyostraca,Arguloida,Argulidae,Dolops,0,0,1,0,NA,exact,1,0
Austrothelphusa transversa,440600,Austrothelphusa transversa,"(von Martens, 1868)",accepted,NA,Species,440600,Austrothelphusa transversa,"(von Martens, 1868)",439519,Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Austrothelphusa,0,0,1,0,0,exact,1,0
Mesidotea entomon,293516,Mesidotea entomon,"(Linnaeus, 1758)",unaccepted,outdated combination,Species,119034,Saduria entomon,"(Linnaeus, 1758)",293501,Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Mesidotea,1,1,0,0,0,exact,0,0
Myodocopida,2104,Myodocopida,"Sars, 1866",accepted,NA,Order,2104,Myodocopida,"Sars, 1866",155943,Animalia,Arthropoda,Ostracoda,Myodocopida,NA,NA,1,1,NA,0,NA,exact,0,0
Neognathophausia ingens,220999,Neognathophausia ingens,"(Dohrn, 1870)",accepted,NA,Species,220999,Neognathophausia ingens,"(Dohrn, 1870)",119827,Animalia,Arthropoda,Malacostraca,Lophogastrida,Gnathophausiidae,Neognathophausia,1,0,0,0,NA,exact,0,0
Porcellio spinicornis,262451,Porcellio spinicornis,"Say, 1818",accepted,NA,Species,262451,Porcellio spinicornis,"Say, 1818",249205,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,0,0,0,1,0,exact,0,1
Ramellogammarus,488650,Ramellogammarus,"Bousfield, 1979",accepted,NA,Genus,488650,Ramellogammarus,"Bousfield, 1979",101367,Animalia,Arthropoda,Malacostraca,Amphipoda,Anisogammaridae,Ramellogammarus,0,0,1,0,NA,exact,1,0
Ichnopus spinicornis,102589,Ichnopus spinicornis,"Boeck, 1861",accepted,NA,Species,102589,Ichnopus spinicornis,"Boeck, 1861",101614,Animalia,Arthropoda,Malacostraca,Amphipoda,Uristidae,Ichnopus,1,0,0,0,NA,exact,0,0
Lepidurus,1561142,Lepidurus,"Leach, 1819",accepted,NA,Genus,1561142,Lepidurus,"Leach, 1819",724675,Animalia,Arthropoda,Branchiopoda,Notostraca,Triopsidae,Lepidurus,NA,NA,1,NA,NA,exact,1,NA
Limnocalanus macrurus,157674,Limnocalanus macrurus,"Sars G.O., 1863",alternate representation,NA,Species,487770,Limnocalanus macrurus macrurus,"Sars G.O., 1863",157673,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Limnocalanus,1,1,0,0,NA,exact,0,0
Onisimus glacialis,102644,Onisimus glacialis,"(G.O. Sars, 1900)",accepted,NA,Species,102644,Onisimus glacialis,"(G.O. Sars, 1900)",101631,Animalia,Arthropoda,Malacostraca,Amphipoda,Uristidae,Onisimus,1,0,0,0,NA,exact,0,0
Scapholeberis rammneri,1302915,Scapholeberis rammneri,"Dumont & Pensaert, 1983",accepted,NA,Species,1302915,Scapholeberis rammneri,"Dumont & Pensaert, 1983",148385,Animalia,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Scapholeberis,0,0,1,0,NA,exact,1,0
Trachelipus aegaeus,263554,Trachelipus aegaeus,"(Verhoeff, 1907)",accepted,NA,Species,263554,Trachelipus aegaeus,"(Verhoeff, 1907)",249413,Animalia,Arthropoda,Malacostraca,Isopoda,Trachelipodidae,Trachelipus,0,0,0,1,0,exact,0,1
Tylos ponticus,257604,Tylos ponticus,"Grebnitzky, 1874",accepted,NA,Species,257604,Tylos ponticus,"Grebnitzky, 1874",147192,Animalia,Arthropoda,Malacostraca,Isopoda,Tylidae,Tylos,0,0,0,1,0,exact,0,1
Armadillidium lobocurvum,257734,Armadillidium lobocurvum,"Verhoeff, 1902",accepted,NA,Species,257734,Armadillidium lobocurvum,"Verhoeff, 1902",148672,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,0,0,0,1,0,exact,0,1
Metacaligus uruguayensis,365813,Metacaligus uruguayensis,"Thomsen, 1949",unaccepted,"synonym according to Hayes, Justine & Boxshall, 2012",Species,709991,Metacaligus trichiuri,"(Krøyer, 1863)",347483,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Metacaligus,1,0,0,0,NA,exact,0,0
Halocaridinides trigonophthalma,586550,Halocaridinides trigonophthalma,"(Fujino & Shokita, 1975)",accepted,NA,Species,586550,Halocaridinides trigonophthalma,"(Fujino & Shokita, 1975)",586542,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Halocaridinides,0,0,1,0,0,exact,1,0
Ozestheria lutraria,1462838,Ozestheria lutraria,"(Brady, 1886)",accepted,NA,Species,1462838,Ozestheria lutraria,"(Brady, 1886)",1460250,Animalia,Arthropoda,Branchiopoda,Spinicaudata,Cyzicidae,Ozestheria,0,0,1,0,NA,exact,1,0
Lynceus biformis,1459438,Lynceus biformis,"(Ishikawa, 1895)",accepted,NA,Species,1459438,Lynceus biformis,"(Ishikawa, 1895)",593145,Animalia,Arthropoda,Branchiopoda,Laevicaudata,Lynceidae,Lynceus,NA,NA,1,NA,NA,exact,1,NA
Triops cancriformis,1561224,Triops cancriformis,"Schaeffer, 1756",accepted,NA,Species,1561224,Triops cancriformis,"Schaeffer, 1756",724676,Animalia,Arthropoda,Branchiopoda,Notostraca,Triopsidae,Triops,NA,NA,1,NA,NA,exact,1,NA
Amphisopus lintoni,258831,Amphisopus lintoni,"(Nicholls, 1924)",accepted,NA,Species,258831,Amphisopus lintoni,"(Nicholls, 1924)",248407,Animalia,Arthropoda,Malacostraca,Isopoda,Amphisopidae,Amphisopus,0,0,1,0,0,exact,1,0
Orconectes barri,885368,Orconectes barri,"Buhay & Crandall, 2008",accepted,NA,Species,885368,Orconectes barri,"Buhay & Crandall, 2008",234097,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,0,0,1,0,0,exact,1,0
Orconectes incomptus,885369,Orconectes incomptus,"Hobbs & Barr, 1972",accepted,NA,Species,885369,Orconectes incomptus,"Hobbs & Barr, 1972",234097,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,0,0,1,0,0,exact,1,0
Orconectes packardi,885370,Orconectes packardi,"Rhoades, 1944",accepted,NA,Species,885370,Orconectes packardi,"Rhoades, 1944",234097,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,0,0,1,0,0,exact,1,0
Ilyocypris,415507,Ilyocypris,"Brady & Norman, 1889",accepted,NA,Genus,415507,Ilyocypris,"Brady & Norman, 1889",146873,Animalia,Arthropoda,Ostracoda,Podocopida,Cyprididae,Ilyocypris,0,0,1,0,0,exact,1,0
Daphnia galeata,717575,Daphnia galeata,"G.O. Sars, 1863",accepted,NA,Species,717575,Daphnia galeata,"G.O. Sars, 1863",148370,Animalia,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia,NA,NA,1,NA,NA,exact,1,NA
Daphnia curvirostris,1303812,Daphnia curvirostris,"O.F. Müller, 1776",unaccepted,NA,Species,1302966,Acantholeberis curvirostris,"(O.F. Müller, 1776)",148370,Animalia,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia,0,0,1,0,NA,exact,1,0
Rostroculodes borealis,423725,Rostroculodes borealis,"(Boeck, 1871)",accepted,NA,Species,423725,Rostroculodes borealis,"(Boeck, 1871)",422876,Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Rostroculodes,1,0,0,0,NA,exact,0,0
Mysis nordenskioldi,446382,Mysis nordenskioldi,"Audzijonyte & Väinölä, 2007",accepted,NA,Species,446382,Mysis nordenskioldi,"Audzijonyte & Väinölä, 2007",119886,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Mysis,1,NA,0,0,NA,exact,0,0
Atya gabonensis,240816,Atya gabonensis,"Giebel, 1875",accepted,NA,Species,240816,Atya gabonensis,"Giebel, 1875",240671,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Atya,0,0,1,0,0,exact,1,0
Atya margaritacea,586052,Atya margaritacea,"A. Milne-Edwards, 1864",accepted,NA,Species,586052,Atya margaritacea,"A. Milne-Edwards, 1864",240671,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Atya,0,0,1,0,0,exact,1,0
Atya scabra,586055,Atya scabra,"(Leach, 1816)",accepted,NA,Species,586055,Atya scabra,"(Leach, 1816)",240671,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Atya,0,0,1,0,0,exact,1,0
Atya innocous,586043,Atya innocous,"(Herbst, 1792)",accepted,NA,Species,586043,Atya innocous,"(Herbst, 1792)",240671,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Atya,0,0,1,0,0,exact,1,0
Atya lanipes,586050,Atya lanipes,"Holthuis, 1963",accepted,NA,Species,586050,Atya lanipes,"Holthuis, 1963",240671,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Atya,0,0,1,0,0,exact,1,0
Atya ortmannioides,586054,Atya ortmannioides,"Villalobos F., 1956",accepted,NA,Species,586054,Atya ortmannioides,"Villalobos F., 1956",240671,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Atya,0,0,1,0,0,exact,1,0
Jonga serrei,586556,Jonga serrei,"(Bouvier, 1909)",accepted,NA,Species,586556,Jonga serrei,"(Bouvier, 1909)",586555,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Jonga,0,0,1,0,0,exact,1,0
Potimirim potimirim,586700,Potimirim potimirim,"(Müller, 1881)",accepted,NA,Species,586700,Potimirim potimirim,"(Müller, 1881)",586694,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Potimirim,0,0,1,0,0,exact,1,0
Potimirim,586694,Potimirim,"Holthuis, 1954",accepted,NA,Genus,586694,Potimirim,"Holthuis, 1954",148534,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Potimirim,0,0,1,0,0,exact,1,0
Potimirim glabra,586697,Potimirim glabra,"(Kingsley, 1878)",accepted,NA,Species,586697,Potimirim glabra,"(Kingsley, 1878)",586694,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Potimirim,0,0,1,0,0,exact,1,0
Micratya cooki,762981,Micratya cooki,"Karge, Page & Klotz, 2013",accepted,NA,Species,762981,Micratya cooki,"Karge, Page & Klotz, 2013",586581,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Micratya,0,0,1,0,0,exact,1,0
Micratya poeyi,586584,Micratya poeyi,"(Guérin-Méneville, 1855)",accepted,NA,Species,586584,Micratya poeyi,"(Guérin-Méneville, 1855)",586581,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Micratya,0,0,1,0,0,exact,1,0
Macrobrachium superbum,587574,Macrobrachium superbum,"(Heller, 1862)",accepted,NA,Species,587574,Macrobrachium superbum,"(Heller, 1862)",156892,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,0,0,1,0,0,exact,1,0
Orthometopon dalmatinum,261686,Orthometopon dalmatinum,"(Verhoeff, 1901)",accepted,NA,Species,261686,Orthometopon dalmatinum,"(Verhoeff, 1901)",249075,Animalia,Arthropoda,Malacostraca,Isopoda,Agnaridae,Orthometopon,0,0,0,1,0,exact,0,1
Orthometopon,249075,Orthometopon,"Verhoeff, 1917",accepted,NA,Genus,249075,Orthometopon,"Verhoeff, 1917",248268,Animalia,Arthropoda,Malacostraca,Isopoda,Agnaridae,Orthometopon,0,0,0,1,NA,exact,0,1
Orthometopon phaleronense,261692,Orthometopon phaleronense,"(Verhoeff, 1901)",accepted,NA,Species,261692,Orthometopon phaleronense,"(Verhoeff, 1901)",249075,Animalia,Arthropoda,Malacostraca,Isopoda,Agnaridae,Orthometopon,0,0,0,1,0,exact,0,1
Orthometopon ferrarai,261687,Orthometopon ferrarai,"(Schmalfuss, 1983)",accepted,NA,Species,261687,Orthometopon ferrarai,"(Schmalfuss, 1983)",249075,Animalia,Arthropoda,Malacostraca,Isopoda,Agnaridae,Orthometopon,0,0,0,1,0,exact,0,1
Orthometopon scheuerni,261696,Orthometopon scheuerni,"Schmalfuss, 1993",accepted,NA,Species,261696,Orthometopon scheuerni,"Schmalfuss, 1993",249075,Animalia,Arthropoda,Malacostraca,Isopoda,Agnaridae,Orthometopon,0,0,0,1,0,exact,0,1
Gammarus accretus,490149,Gammarus accretus,"Hou & Li, 2002",accepted,NA,Species,490149,Gammarus accretus,"Hou & Li, 2002",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus bousfieldi,490172,Gammarus bousfieldi,"Cole & Minckley, 1961",accepted,NA,Species,490172,Gammarus bousfieldi,"Cole & Minckley, 1961",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus comosus,490189,Gammarus comosus,"Hou, Li & Gao, 2005",accepted,NA,Species,490189,Gammarus comosus,"Hou, Li & Gao, 2005",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus craspedotrichus,490190,Gammarus craspedotrichus,"Hou & Li, 2002",accepted,NA,Species,490190,Gammarus craspedotrichus,"Hou & Li, 2002",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus curvativus,490194,Gammarus curvativus,"Hou & Li, 2003",accepted,NA,Species,490194,Gammarus curvativus,"Hou & Li, 2003",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus decorosus,490196,Gammarus decorosus,"Meng, Hou & Li, 2003",accepted,NA,Species,490196,Gammarus decorosus,"Meng, Hou & Li, 2003",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus abstrusus,490146,Gammarus abstrusus,"Hou, Platvoet & Li, 2006",accepted,NA,Species,490146,Gammarus abstrusus,"Hou, Platvoet & Li, 2006",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus electrus,490203,Gammarus electrus,"Hou & Li, 2003",accepted,NA,Species,490203,Gammarus electrus,"Hou & Li, 2003",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus emeiensis,490206,Gammarus emeiensis,"Hou, Li & Koenemann, 2002",accepted,NA,Species,490206,Gammarus emeiensis,"Hou, Li & Koenemann, 2002",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus glabratus,490215,Gammarus glabratus,"Hou & Li, 2003",accepted,NA,Species,490215,Gammarus glabratus,"Hou & Li, 2003",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus gonggaensis,1214187,Gammarus gonggaensis,"Hou & Li, 2018",accepted,NA,Species,1214187,Gammarus gonggaensis,"Hou & Li, 2018",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus gregoryi,490217,Gammarus gregoryi,"Tattersall, 1924",accepted,NA,Species,490217,Gammarus gregoryi,"Tattersall, 1924",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus kangdingensis,1214186,Gammarus kangdingensis,"Hou & Li, 2018",accepted,NA,Species,1214186,Gammarus kangdingensis,"Hou & Li, 2018",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus koreanus,1434031,Gammarus koreanus,"Uéno, 1940",accepted,NA,Species,1434031,Gammarus koreanus,"Uéno, 1940",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,NA,NA,1,0,0,exact,1,0
Gammarus nekkensis,490266,Gammarus nekkensis,"Uchida, 1935",accepted,NA,Species,490266,Gammarus nekkensis,"Uchida, 1935",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus martensi,490257,Gammarus martensi,"Hou & Li, 2004",accepted,NA,Species,490257,Gammarus martensi,"Hou & Li, 2004",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus minus,490261,Gammarus minus,"Say, 1818",accepted,NA,Species,490261,Gammarus minus,"Say, 1818",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus montanus,490264,Gammarus montanus,"Hou, Li & Platvoet, 2004",accepted,NA,Species,490264,Gammarus montanus,"Hou, Li & Platvoet, 2004",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus pexus,490294,Gammarus pexus,"Hou & Li, 2005",accepted,NA,Species,490294,Gammarus pexus,"Hou & Li, 2005",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus pseudolimnaeus,490303,Gammarus pseudolimnaeus,"Bousfield, 1958",accepted,NA,Species,490303,Gammarus pseudolimnaeus,"Bousfield, 1958",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus qiani,490310,Gammarus qiani,"Hou & Li, 2002",accepted,NA,Species,490310,Gammarus qiani,"Hou & Li, 2002",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus riparius,490313,Gammarus riparius,"Hou & Li, 2002",accepted,NA,Species,490313,Gammarus riparius,"Hou & Li, 2002",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus roeselii,478923,Gammarus roeselii,"Gervais, 1835",accepted,NA,Species,478923,Gammarus roeselii,"Gervais, 1835",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus sichuanensis,490319,Gammarus sichuanensis,"Hou, Li & Zheng, 2002",accepted,NA,Species,490319,Gammarus sichuanensis,"Hou, Li & Zheng, 2002",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus sinuolatus,490320,Gammarus sinuolatus,"Hou & Li, 2004",accepted,NA,Species,490320,Gammarus sinuolatus,"Hou & Li, 2004",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus stalagmiticus,490334,Gammarus stalagmiticus,"Hou & Li, 2005",accepted,NA,Species,490334,Gammarus stalagmiticus,"Hou & Li, 2005",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus takesensis,490342,Gammarus takesensis,"Hou, Li & Platvoet, 2004",accepted,NA,Species,490342,Gammarus takesensis,"Hou, Li & Platvoet, 2004",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus translucidus,490347,Gammarus translucidus,"Hou, Li & Li, 2004",accepted,NA,Species,490347,Gammarus translucidus,"Hou, Li & Li, 2004",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Gammarus troglophilus,490348,Gammarus troglophilus,"Hubricht & Mackins, 1940",accepted,NA,Species,490348,Gammarus troglophilus,"Hubricht & Mackins, 1940",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Platorchestia japonica,557040,Platorchestia japonica,"(Tattersall, 1922)",superseded combination,NA,Species,1328343,Morinoia japonica,"(Tattersall, 1922)",101785,Animalia,Arthropoda,Malacostraca,Amphipoda,Talitridae,Platorchestia,0,0,1,0,0,exact,1,0
Sinogammarus chuanhui,490388,Sinogammarus chuanhui,"Hou & Li, 2002",accepted,NA,Species,490388,Sinogammarus chuanhui,"Hou & Li, 2002",489945,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Sinogammarus,0,0,1,0,0,exact,1,0
Gammarus lichuanensis,490245,Gammarus lichuanensis,"Hou & Li, 2002",accepted,NA,Species,490245,Gammarus lichuanensis,"Hou & Li, 2002",101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0,0,1,0,0,exact,1,0
Macrobrachium tolmerum,587586,Macrobrachium tolmerum,"Riek, 1951",accepted,NA,Species,587586,Macrobrachium tolmerum,"Riek, 1951",156892,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,0,0,1,0,0,exact,1,0
Leptopalaemon gagadjui,586920,Leptopalaemon gagadjui,"Bruce & Short, 1993",accepted,NA,Species,586920,Leptopalaemon gagadjui,"Bruce & Short, 1993",586919,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Leptopalaemon,0,0,1,NA,NA,exact,1,NA
Leptopalaemon gudjangah,762995,Leptopalaemon gudjangah,"Short, Humphrey & Page, 2013",accepted,NA,Species,762995,Leptopalaemon gudjangah,"Short, Humphrey & Page, 2013",586919,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Leptopalaemon,0,0,1,NA,NA,exact,1,NA
Leptopalaemon gibbosus,762994,Leptopalaemon gibbosus,"Short, Humphrey & Page, 2013",accepted,NA,Species,762994,Leptopalaemon gibbosus,"Short, Humphrey & Page, 2013",586919,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Leptopalaemon,0,0,1,NA,NA,exact,1,NA
Leptopalaemon magelensis,762996,Leptopalaemon magelensis,"Short, Humphrey & Page, 2013",accepted,NA,Species,762996,Leptopalaemon magelensis,"Short, Humphrey & Page, 2013",586919,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Leptopalaemon,0,0,1,NA,NA,exact,1,NA
Leptopalaemon glabrus,762993,Leptopalaemon glabrus,"(Bruce, 1993)",accepted,NA,Species,762993,Leptopalaemon glabrus,"(Bruce, 1993)",586919,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Leptopalaemon,0,0,1,NA,NA,exact,1,NA
Virilastacus rucapihuelensis,885713,Virilastacus rucapihuelensis,"Rudolph & Crandall, 2005",accepted,NA,Species,885713,Virilastacus rucapihuelensis,"Rudolph & Crandall, 2005",885073,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,Virilastacus,0,0,1,0,0,exact,1,0
Virilastacus retamali,885712,Virilastacus retamali,"Rudolph & Crandall, 2007",accepted,NA,Species,885712,Virilastacus retamali,"Rudolph & Crandall, 2007",885073,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,Virilastacus,0,0,1,0,0,exact,1,0
Virilastacus araucanius,885710,Virilastacus araucanius,"(Faxon, 1914)",accepted,NA,Species,885710,Virilastacus araucanius,"(Faxon, 1914)",885073,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,Virilastacus,0,0,1,0,0,exact,1,0
Parastacus pugnax,885702,Parastacus pugnax,"(Poeppig, 1835)",accepted,NA,Species,885702,Parastacus pugnax,"(Poeppig, 1835)",885069,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,Parastacus,0,0,1,0,0,exact,1,0
Parastacus brasiliensis,885731,Parastacus brasiliensis,"(von Martens, 1869)",accepted,NA,Species,885731,Parastacus brasiliensis,"(von Martens, 1869)",885069,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,Parastacus,0,0,1,0,0,exact,1,0
Samastacus spinifrons,885705,Samastacus spinifrons,"(Philippi, 1882)",accepted,NA,Species,885705,Samastacus spinifrons,"(Philippi, 1882)",885070,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,Samastacus,0,0,1,0,0,exact,1,0
Limnocalanus johanseni,254651,Limnocalanus johanseni,"Marsh, 1920",accepted,NA,Species,254651,Limnocalanus johanseni,"Marsh, 1920",157673,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Limnocalanus,1,1,0,0,NA,exact,0,0
Artemia tibetiana,740635,Artemia tibetiana,"Abatzopoulos, Zhang & Sorgeloos, 1998",accepted,NA,Species,740635,Artemia tibetiana,"Abatzopoulos, Zhang & Sorgeloos, 1998",480245,Animalia,Arthropoda,Branchiopoda,Anostraca,Artemiidae,Artemia,NA,NA,1,NA,NA,exact,1,NA
Trachelipus,249413,Trachelipus,"Budde-Lund, 1908",accepted,NA,Genus,249413,Trachelipus,"Budde-Lund, 1908",248325,Animalia,Arthropoda,Malacostraca,Isopoda,Trachelipodidae,Trachelipus,0,0,0,1,0,exact,0,1
Antrolana lira,258947,Antrolana lira,"Bowman, 1964",accepted,NA,Species,258947,Antrolana lira,"Bowman, 1964",248434,Animalia,Arthropoda,Malacostraca,Isopoda,Cirolanidae,Antrolana,0,0,1,0,0,exact,1,0
Ciliopagurus strigatus,246257,Ciliopagurus strigatus,"(Herbst, 1804)",accepted,NA,Species,246257,Ciliopagurus strigatus,"(Herbst, 1804)",246256,Animalia,Arthropoda,Malacostraca,Decapoda,Calcinidae,Ciliopagurus,1,0,0,0,0,exact,0,0
Ciliopagurus galzini,412727,Ciliopagurus galzini,"Poupin & Malay, 2009",accepted,NA,Species,412727,Ciliopagurus galzini,"Poupin & Malay, 2009",246256,Animalia,Arthropoda,Malacostraca,Decapoda,Calcinidae,Ciliopagurus,1,0,0,0,0,exact,0,0
