found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,taxa_query,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Niphargus kochianus,species,Arthropoda,Malacostraca,Amphipoda,Niphargidae,Niphargus,545837,652556,4417403,801680,Niphargus kochianus,accepted,NA,FALSE,NA,"Spence Bate, 1859",Niphargus kochianus,Niphargus kochianus,Niphargus kochianus,"Niphargus kochianus Spence Bate, 1859",1,0
Niphargus decui,species,Arthropoda,Malacostraca,Amphipoda,Niphargidae,Niphargus,545776,652547,6461117,5091611,Niphargus decui,accepted,NA,FALSE,NA,"G. Karaman & Sarbu, 1995",Niphargus decui,Niphargus decui,Niphargus decui,"Niphargus decui G.Karaman & Sarbu, 1995",1,0
Niphargus ladmiraulti,species,Arthropoda,Malacostraca,Amphipoda,Niphargidae,Niphargus,545852,300556,4417436,892785,Niphargus ladmiraulti,accepted,NA,FALSE,NA,"Chevreux, 1901",Niphargus ladmiraulti,Niphargus ladmiraulti,Niphargus ladmiraulti,"Niphargus ladmiraulti Chevreux, 1901",1,0
Niphargus plateaui,species,Arthropoda,Malacostraca,Amphipoda,Niphargidae,Niphargus,546708,300555,4417386,684326,Niphargus plateaui,accepted,NA,FALSE,NA,"Chevreux, 1901",Niphargus plateaui,Niphargus plateaui,Niphargus plateaui,"Niphargus plateaui Chevreux, 1901",1,0
Melita shimizui,species,Arthropoda,Malacostraca,Amphipoda,Melitidae,Melita,537238,931948,6462583,2984216,Melita shimizui,accepted,NA,FALSE,NA,"(Uéno, 1940)",Melita shimizui,Melita shimizui,Melita shimizui,"Melita shimizui (Uéno, 1940)",1,0
Pseudoniphargus sorbasiensis,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488288,931978,4416959,2982276,Pseudoniphargus sorbasiensis,accepted,NA,FALSE,NA,"Notenboom, 1987",Pseudoniphargus sorbasiensis,Pseudoniphargus sorbasiensis,Pseudoniphargus sorbasiensis,"Pseudoniphargus sorbasiensis Notenboom, 1987",1,0
Pseudoniphargus brevipedunculatus,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488236,931979,4416968,2982311,Pseudoniphargus brevipedunculatus,accepted,NA,FALSE,NA,"Stock, 1980",Pseudoniphargus brevipedunculatus,Pseudoniphargus brevipedunculatus,Pseudoniphargus brevipedunculatus,"Pseudoniphargus brevipedunculatus Stock, 1980",1,0
Pseudoniphargus carpalis,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,745716,931981,8100886,6188609,Pseudoniphargus carpalis,accepted,NA,FALSE,NA,"Stock, Holsinger, Sket & Iliffe, 1986",Pseudoniphargus carpalis,Pseudoniphargus carpalis,Pseudoniphargus carpalis,"Pseudoniphargus carpalis Stock, Holsinger, Sket & Iliffe, 1986",1,0
Pseudoniphargus elongatus,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488245,931984,4416958,2982281,Pseudoniphargus elongatus,accepted,NA,FALSE,NA,"Stock, 1980",Pseudoniphargus elongatus,Pseudoniphargus elongatus,Pseudoniphargus elongatus,"Pseudoniphargus elongatus Stock, 1980",1,0
Pseudoniphargus gomerae,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488249,931986,6461846,2982260,Pseudoniphargus gomerae,accepted,NA,FALSE,NA,"Stock, 1988",Pseudoniphargus gomerae,Pseudoniphargus gomerae,Pseudoniphargus gomerae,"Pseudoniphargus gomerae Stock, 1988",1,0
Pseudoniphargus guernicae,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488254,931988,4416934,2982271,Pseudoniphargus guernicae,accepted,NA,FALSE,NA,"Notenboom, 1986",Pseudoniphargus guernicae,Pseudoniphargus guernicae,Pseudoniphargus guernicae,"Pseudoniphargus guernicae Notenboom, 1986",1,0
Pseudoniphargus incantatus,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488256,931989,4416950,2982304,Pseudoniphargus incantatus,accepted,NA,FALSE,NA,"Notenboom, 1986",Pseudoniphargus incantatus,Pseudoniphargus incantatus,Pseudoniphargus incantatus,"Pseudoniphargus incantatus Notenboom, 1986",1,0
Pseudoniphargus portosancti,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488281,931996,8986629,2982259,Pseudoniphargus portosancti,accepted,NA,FALSE,NA,"Stock & Abreu, 1993",Pseudoniphargus portosancti,Pseudoniphargus portosancti,Pseudoniphargus portosancti,"Pseudoniphargus portosancti Stock & Abreu, 1993",1,0
Pseudoniphargus jereanus,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488258,931997,4416935,2982274,Pseudoniphargus jereanus,accepted,NA,FALSE,NA,"Notenboom, 1986",Pseudoniphargus jereanus,Pseudoniphargus jereanus,Pseudoniphargus jereanus,"Pseudoniphargus jereanus Notenboom, 1986",1,0
Pseudoniphargus gevi,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,1252655,931998,9676725,7119334,Pseudoniphargus gevi,accepted,NA,FALSE,NA,"Stokkan & Jaume, 2018",Pseudoniphargus gevi,Pseudoniphargus gevi,Pseudoniphargus gevi,"Pseudoniphargus gevi Stokkan & Jaume, 2018",1,NA
Pseudoniphargus ruffoi,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488284,931999,6461862,2982298,Pseudoniphargus ruffoi,accepted,NA,FALSE,NA,"Coineau & Boutin, 1996",Pseudoniphargus ruffoi,Pseudoniphargus ruffoi,Pseudoniphargus ruffoi,"Pseudoniphargus ruffoi Coineau & Boutin, 1996",1,0
Pseudoniphargus longipes,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488265,932002,6461861,2982279,Pseudoniphargus longipes,accepted,NA,FALSE,NA,"Coineau & Boutin, 1996",Pseudoniphargus longipes,Pseudoniphargus longipes,Pseudoniphargus longipes,"Pseudoniphargus longipes Coineau & Boutin, 1996",1,0
Pseudoniphargus triasi,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488291,932004,4416947,2982250,Pseudoniphargus triasi,accepted,NA,FALSE,NA,"Jaume, 1991",Pseudoniphargus triasi,Pseudoniphargus triasi,Pseudoniphargus triasi,"Pseudoniphargus triasi Jaume, 1991",1,0
Pseudoniphargus unisexualis,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488292,932005,4416933,2982288,Pseudoniphargus unisexualis,accepted,NA,FALSE,NA,"Stock, 1980",Pseudoniphargus unisexualis,Pseudoniphargus unisexualis,Pseudoniphargus unisexualis,"Pseudoniphargus unisexualis Stock, 1980",1,0
Hyalella lucifugax,species,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,489609,931949,6461300,2983738,Hyalella lucifugax,accepted,NA,FALSE,NA,"(Faxon, 1876)",Hyalella lucifugax,Hyalella lucifugax,Hyalella lucifugax,"Hyalella lucifugax (Faxon, 1876)",1,0
Cerrorchestia hyloraina,species,Arthropoda,Malacostraca,Amphipoda,Brevitalitridae,Cerrorchestia,555967,932036,6461435,4672222,Cerrorchestia hyloraina,accepted,NA,FALSE,NA,"Lindeman, 1990",Cerrorchestia hyloraina,Cerrorchestia hyloraina,Cerrorchestia hyloraina,"Cerrorchestia hyloraina Lindeman, 1990",0,1
Crangonyx pseudogracilis,species,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,431504,79810,2217982,562148,Crangonyx pseudogracilis,accepted,NA,FALSE,NA,"Bousfield, 1958",Crangonyx pseudogracilis,Crangonyx pseudogracilis,Crangonyx pseudogracilis,"Crangonyx pseudogracilis Bousfield, 1958",1,0
Echinogammarus stammeri,species,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,478920,754907,4417095,2982706,Echinogammarus stammeri,accepted,NA,FALSE,sibling_higher,"(S. Karaman, 1931)",Echinogammarus stammeri,Echinogammarus stammeri,Echinogammarus stammeri,"Echinogammarus stammeri (S.Karaman, 1931)",1,0
Gammarus roeselii,species,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,478923,593147,5864277,1024020,Gammarus roeselii,accepted,NA,FALSE,NA,"Gervais, 1835",Gammarus roeselii,Gammarus roeselii,Gammarus roeselii,"Gammarus roeselii Gervais, 1835",1,0
Gammarus seideli,species,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,1298092,931959,9536597,7119995,Gammarus seideli,accepted,NA,FALSE,NA,"Cannizzaro, Walters & Berg, 2018",Gammarus seideli,Gammarus seideli,Gammarus seideli,"Gammarus seideli Cannizzaro, Walters & Berg, 2018",1,0
Metacrangonyx dhofarensis,species,Arthropoda,Malacostraca,Amphipoda,Metacrangonyctidae,Metacrangonyx,744059,931965,7953258,6188979,Metacrangonyx dhofarensis,accepted,NA,FALSE,NA,"Jaume & Vonk, 2012",Metacrangonyx dhofarensis,Metacrangonyx dhofarensis,Metacrangonyx dhofarensis,"Metacrangonyx dhofarensis Jaume & Vonk, 2012",1,0
Myanmarorchestia peterjaegeri,species,Arthropoda,Malacostraca,Amphipoda,Arcitalitridae,Myanmarorchestia,1039055,932043,9499445,7120480,Myanmarorchestia peterjaegeri,accepted,NA,FALSE,NA,"Hou in Hou & Zhao, 2017",Myanmarorchestia peterjaegeri,Myanmarorchestia peterjaegeri,Myanmarorchestia peterjaegeri,"Myanmarorchestia peterjaegeri Hou, 2017",0,1
Myanmarorchestia seabri,species,Arthropoda,Malacostraca,Amphipoda,Arcitalitridae,Myanmarorchestia,1039056,932044,9459290,7120481,Myanmarorchestia seabri,accepted,NA,FALSE,NA,"Hou in Hou & Zhao, 2017",Myanmarorchestia seabri,Myanmarorchestia seabri,Myanmarorchestia seabri,"Myanmarorchestia seabri Hou, 2017",0,1
Morinoia japonica,species,Arthropoda,Malacostraca,Amphipoda,Talitridae,Platorchestia,1328343,153975,5864101,19786,Platorchestia japonica,superseded combination,NA,FALSE,NA,"(Tattersall, 1922)",Morinoia japonica,Platorchestia japonica,Platorchestia japonica,"Platorchestia japonica (Tattersall, 1922)",1,0
Pseudoniphargus grandis,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488253,931987,4416948,2982310,Pseudoniphargus grandis,accepted,NA,FALSE,NA,"Notenboom, 1987",Pseudoniphargus grandis,Pseudoniphargus grandis,Pseudoniphargus grandis,"Pseudoniphargus grandis Notenboom, 1987",1,0
Pseudoniphargus mateusorum,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488271,931991,4416953,2982269,Pseudoniphargus mateusorum,accepted,NA,FALSE,NA,"Stock, 1980",Pseudoniphargus mateusorum,Pseudoniphargus mateusorum,Pseudoniphargus mateusorum,"Pseudoniphargus mateusorum Stock, 1980",1,0
Pseudoniphargus mercadali,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488272,931992,4416939,2982267,Pseudoniphargus mercadali,accepted,NA,FALSE,NA,"Pretus, 1988",Pseudoniphargus mercadali,Pseudoniphargus mercadali,Pseudoniphargus mercadali,"Pseudoniphargus mercadali Pretus, 1988",1,0
Pseudoniphargus morenoi,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,1252654,932001,9712602,7119336,Pseudoniphargus morenoi,accepted,NA,FALSE,NA,"Stokkan & Jaume, 2018",Pseudoniphargus morenoi,Pseudoniphargus morenoi,Pseudoniphargus morenoi,"Pseudoniphargus morenoi Stokkan & Jaume, 2018",1,NA
Pseudoniphargus stocki,species,Arthropoda,Malacostraca,Amphipoda,Pseudoniphargidae,Pseudoniphargus,488290,932003,4416931,2982286,Pseudoniphargus stocki,accepted,NA,FALSE,NA,"Notenboom, 1987",Pseudoniphargus stocki,Pseudoniphargus stocki,Pseudoniphargus stocki,"Pseudoniphargus stocki Notenboom, 1987",1,0
Stygobromus indentatus,species,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Stygobromus,431595,718675,2217935,2984069,Stygobromus indentatus,accepted,NA,FALSE,NA,"(Holsinger, 1967)",Stygobromus indentatus,Stygobromus indentatus,Stygobromus indentatus,"Stygobromus indentatus (Holsinger, 1967)",1,0
Synurella ambulans,species,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Synurella,508119,654312,4416920,1050486,Synurella ambulans,accepted,NA,FALSE,NA,"(F. Müller, 1846)",Synurella ambulans,Synurella ambulans,Synurella ambulans,"Synurella ambulans (F.Müller, 1846)",1,0
Synurella longidactylus,species,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Synurella,508189,931969,6461715,2984022,Synurella longidactylus,accepted,NA,FALSE,NA,"S. Karaman, 1929",Synurella longidactylus,Synurella longidactylus,Synurella longidactylus,"Synurella longidactylus S.Karaman, 1929",1,0
Pontonyx odessana,species,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Synurella,1509296,931970,8566719,6188622,Synurella odessana,superseded combination,NA,FALSE,NA,"(Sidorov et Kovtun, 2015)",Pontonyx odessana,Synurella odessana,Synurella odessana,"Synurella odessana Sidorov & Kovtun, 2015",1,0
Talitroides topitotum,species,Arthropoda,Malacostraca,Amphipoda,Brevitalitridae,Talitroides,557099,780004,2218532,2983342,Talitroides topitotum,accepted,NA,FALSE,NA,"(Burt, 1934)",Talitroides topitotum,Talitroides topitotum,Talitroides topitotum,"Talitroides topitotum (Burt, 1934)",0,1
Koonunga tatiaraensis,species,Arthropoda,Malacostraca,Anaspidacea,Koonungidae,Koonunga,1578731,939246,8993405,5931532,Koonunga tatiaraensis,accepted,NA,FALSE,NA,"Leijs & King <i>in</i> Leis <i>et al.</i>, 2015",Koonunga tatiaraensis,Koonunga tatiaraensis,Koonunga tatiaraensis,"Koonunga tatiaraensis Leijs & King, 2015",1,0
Koonunga allambiensis,species,Arthropoda,Malacostraca,Anaspidacea,Koonungidae,Koonunga,1578726,798048,9053973,5931530,Koonunga allambiensis,accepted,NA,FALSE,NA,"Leijs & King <i>in</i> Leis <i>et al.</i>, 2015",Koonunga allambiensis,Koonunga allambiensis,Koonunga allambiensis,"Koonunga allambiensis Leijs & King, 2015",1,0
Paranaspides lacustris,species,Arthropoda,Malacostraca,Anaspidacea,Anaspidesidae,Paranaspides,1363511,939261,4641205,222938,Paranaspides lacustris,accepted,NA,FALSE,NA,"Smith, 1908",Paranaspides lacustris,Paranaspides lacustris,Paranaspides lacustris,"Paranaspides lacustris Smith, 1908",1,0
Paranaspides williamsi,species,Arthropoda,Malacostraca,Anaspidacea,Anaspidesidae,Paranaspides,1363513,939262,9469552,7122437,Paranaspides williamsi,accepted,NA,FALSE,NA,"Ahyong, Schwentner & Richter, 2017",Paranaspides williamsi,Paranaspides williamsi,Paranaspides williamsi,"Paranaspides williamsi Ahyong, Schwentner & Richter, 2017",1,0
Koonunga cursor,species,Arthropoda,Malacostraca,Anaspidacea,Koonungidae,Koonunga,1458403,939245,4641196,2970897,Koonunga cursor,accepted,NA,FALSE,NA,"Sayce, 1907",Koonunga cursor,Koonunga cursor,Koonunga cursor,Koonunga cursor,1,0
Anaspides swaini,species,Arthropoda,Malacostraca,Anaspidacea,Anaspidesidae,Anaspides,1363517,939228,4641200,5090948,Anaspides swaini,accepted,NA,FALSE,NA,"Ahyong, 2015",Anaspides swaini,Anaspides swaini,Anaspides swaini,"Anaspides swaini Ahyong, 2015",1,0
Anaspides spinulae,species,Arthropoda,Malacostraca,Anaspidacea,Anaspidesidae,Anaspides,1363500,939227,4641203,96434,Anaspides spinulae,accepted,NA,FALSE,NA,"Williams, 1965",Anaspides spinulae,Anaspides spinulae,Anaspides spinulae,"Anaspides spinulae Williams, 1965",1,0
Niphargus inermis,species,Arthropoda,Malacostraca,Amphipoda,Niphargidae,Niphargus,873360,652553,8464654,5535740,Niphargus inermis,accepted,NA,FALSE,NA,"Birstein, 1940",Niphargus inermis,Niphargus inermis,Niphargus inermis,"Niphargus inermis Birstein, 1940",1,0
Allanaspides hickmani,species,Arthropoda,Malacostraca,Anaspidacea,Anaspidesidae,Allanaspides,1417840,939223,4641210,569560,Allanaspides hickmani,accepted,NA,FALSE,NA,"Swain, Wilson & Ong, 1971",Allanaspides hickmani,Allanaspides hickmani,Allanaspides hickmani,"Allanaspides hickmani Swain, Wilson & Ong, 1971",1,0
Anaspides clarkei,species,Arthropoda,Malacostraca,Anaspidacea,Anaspidesidae,Anaspides,1363515,939224,8656005,6189460,Anaspides clarkei,accepted,NA,FALSE,NA,"Ahyong, 2015",Anaspides clarkei,Anaspides clarkei,Anaspides clarkei,"Anaspides clarkei Ahyong, 2015",1,0
Gammarus crinicaudatus,species,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,490192,655944,5864261,405487,Gammarus crinicaudatus,accepted,NA,FALSE,NA,"Stock, Mirzajani, Vonk, Naderi & Kiabi, 1998",Gammarus crinicaudatus,Gammarus crinicaudatus,Gammarus crinicaudatus,"Gammarus crinicaudatus Stock, Mirzajani, Vonk, Naderi & Kiabi, 1998",1,0
Gammarus lobifer,species,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,490247,655945,5864282,405491,Gammarus lobifer,accepted,NA,FALSE,NA,"Stock, Mirzajani, Vonk, Naderi & Kiabi, 1998",Gammarus lobifer,Gammarus lobifer,Gammarus lobifer,"Gammarus lobifer Stock, Mirzajani, Vonk, Naderi & Kiabi, 1998",1,0
Gammarus bakhteyaricus,species,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,490163,655940,5864306,931312,Gammarus bakhteyaricus,accepted,NA,FALSE,NA,"Khalayi-Pirbalanty & Sari, 2004",Gammarus bakhteyaricus,Gammarus bakhteyaricus,Gammarus bakhteyaricus,"Gammarus bakhteyaricus Khalayi-Pirbalanty & Sari, 2004",1,0
Niphargus khwarizmi,species,Arthropoda,Malacostraca,Amphipoda,Niphargidae,Niphargus,745633,652555,7708197,5810008,Niphargus khwarizmi,accepted,NA,FALSE,NA,"Hekmatara, Zakšek, Heidari Baladehi & Fišer, 2013",Niphargus khwarizmi,Niphargus khwarizmi,Niphargus khwarizmi,"Niphargus khwarizmi Hekmatara, Zakšek, Heidari Baladehi & Fišer, 2013",1,0
Pseudocrangonyx korkishkoorum,species,Arthropoda,Malacostraca,Amphipoda,Pseudocrangonyctidae,Pseudocrangonyx,550667,657223,5864138,316209,Pseudocrangonyx korkishkoorum,accepted,NA,FALSE,NA,"Sidorov, 2006",Pseudocrangonyx korkishkoorum,Pseudocrangonyx korkishkoorum,Pseudocrangonyx korkishkoorum,"Pseudocrangonyx korkishkoorum Sidorov, 2006",1,0
Pseudocrangonyx tiunovi,species,Arthropoda,Malacostraca,Amphipoda,Pseudocrangonyctidae,Pseudocrangonyx,744741,657227,7911507,5535662,Pseudocrangonyx tiunovi,accepted,NA,FALSE,NA,"Sidorov & Gontcharov, 2013",Pseudocrangonyx tiunovi,Pseudocrangonyx tiunovi,Pseudocrangonyx tiunovi,"Pseudocrangonyx tiunovi Sidorov & Gontcharov, 2013",1,0
Pseudocrangonyx febras,species,Arthropoda,Malacostraca,Amphipoda,Pseudocrangonyctidae,Pseudocrangonyx,550666,657221,6464995,2984171,Pseudocrangonyx febras,accepted,NA,FALSE,NA,"Sidorov, 2009",Pseudocrangonyx febras,Pseudocrangonyx febras,Pseudocrangonyx febras,"Pseudocrangonyx febras Sidorov, 2009",1,0
Eulimnogammarus verrucosus,species,Arthropoda,Malacostraca,Amphipoda,Eulimnogammaridae,Eulimnogammarus,489787,303258,5864350,889604,Eulimnogammarus verrucosus,accepted,NA,FALSE,NA,"(Gerstfeldt, 1858)",Eulimnogammarus verrucosus,Eulimnogammarus verrucosus,Eulimnogammarus verrucosus,"Eulimnogammarus verrucosus (Gerstfeldt, 1858)",1,0
Barytelphusa cunicularis,species,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Barytelphusa,440532,106649,5790977,904279,Barytelphusa cunicularis,accepted,NA,FALSE,NA,"(Westwood in Sykes, 1836)",Barytelphusa cunicularis,Barytelphusa cunicularis,Barytelphusa cunicularis,"Barytelphusa cunicularis (Westwood, 1836)",1,0
Plesionika richardi,species,Arthropoda,Malacostraca,Decapoda,Pandalidae,Stylopandalus,183350,305323,2222453,81934,Stylopandalus richardi,superseded combination,NA,FALSE,NA,"(Coutière, 1905)",Plesionika richardi,Stylopandalus richardi,Stylopandalus richardi,"Stylopandalus richardi (Coutière, 1905)",0,0
Regioscalpellum regium,species,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Trianguloscalpellum,1423136,799546,2114051,1083833,Trianguloscalpellum regium,unaccepted,revised,FALSE,NA,"(Wyville Thomson, 1873)",Regioscalpellum regium,Trianguloscalpellum regium,Trianguloscalpellum regium,"Trianguloscalpellum regium (Wyville Thomson, 1873)",0,0
Periclimenaeus gorgonidarum,species,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Periclimenaeus,220167,359070,2224884,2972686,Periclimenaeus uropodialis,junior subjective synonym,NA,FALSE,NA,"(Balss, 1913)",Periclimenaeus gorgonidarum,Periclimenaeus uropodialis,Periclimenaeus uropodialis,"Periclimenaeus uropodialis Barnard, 1958",0,0
Neocaridina,genus,Arthropoda,Malacostraca,Decapoda,Atyidae,Neocaridina,394148,153090,2223024,124252,Neocaridina,accepted,NA,FALSE,NA,"Kubo, 1938",Neocaridina,Neocaridina,Neocaridina,"Neocaridina Kubo, 1938",1,0
Thaumastocheles japonicus,species,Arthropoda,Malacostraca,Decapoda,Nephropidae,Thaumastocheles,382870,654410,4312698,115856,Thaumastocheles dochmiodon,junior subjective synonym,NA,FALSE,NA,"Calman, 1913",Thaumastocheles japonicus,Thaumastocheles dochmiodon,Thaumastocheles dochmiodon,"Thaumastocheles dochmiodon T.Y.Chan & Saint Laurent, 1999",0,0
Sinogammarus chuanhui,species,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Sinogammarus,490388,153974,5864254,19788,Sinogammarus chuanhui,accepted,NA,FALSE,NA,"Hou & Li, 2002",Sinogammarus chuanhui,Sinogammarus chuanhui,Sinogammarus chuanhui,"Sinogammarus chuanhui Hou & Li, 2002",1,0
Gammarus nekkensis,species,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,490266,153981,5864264,71526,Gammarus nekkensis,accepted,NA,FALSE,NA,"Uchida, 1935",Gammarus nekkensis,Gammarus nekkensis,Gammarus nekkensis,"Gammarus nekkensis Uchida, 1935",1,0
Gammarus curvativus,species,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,490194,154000,5864293,440516,Gammarus curvativus,accepted,NA,FALSE,NA,"Hou & Li, 2003",Gammarus curvativus,Gammarus curvativus,Gammarus curvativus,"Gammarus curvativus Hou & Li, 2003",1,0
Atyaephyra stankoi,species,Arthropoda,Malacostraca,Decapoda,Atyidae,Atyaephyra,586071,649509,6454755,674786,Atyaephyra stankoi,accepted,NA,FALSE,NA,"Karaman, 1972",Atyaephyra stankoi,Atyaephyra stankoi,Atyaephyra stankoi,"Atyaephyra stankoi Karaman, 1972",1,0
Atyaephyra strymonensis,species,Arthropoda,Malacostraca,Decapoda,Atyidae,Atyaephyra,762970,649510,8116500,335933,Atyaephyra strymonensis,accepted,NA,FALSE,NA,"Christodoulou, Antoniou, Magoulas & Koukouras, 2012",Atyaephyra strymonensis,Atyaephyra strymonensis,Atyaephyra strymonensis,"Atyaephyra strymonensis Christodoulou, Antoniou, Magoulas & Koukouras, 2012",1,0
Gammarus nipponensis,species,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,490268,153992,5864274,607032,Gammarus nipponensis,accepted,NA,FALSE,NA,"Uéno, 1940",Gammarus nipponensis,Gammarus nipponensis,Gammarus nipponensis,"Gammarus nipponensis Uéno, 1940",1,0
Lupocyclus,genus,Arthropoda,Malacostraca,Decapoda,Portunidae,Lupocyclus,204055,276151,2225610,1032072,Lupocyclus,nomen nudum,NA,FALSE,NA,"Adams & White, 1849",Lupocyclus,Lupocyclus,Lupocyclus,"Lupocyclus Adams & White, 1849",0,0
Lupocyclus,genus,Arthropoda,Malacostraca,Decapoda,Portunidae,Lupocyclus,204055,276151,2225610,1032072,Lupocyclus,nomen nudum,NA,FALSE,NA,"Adams & White, 1849",Lupocyclus,Lupocyclus,Lupocyclus,"Lupocyclus Adams & White, 1849",0,0
Lupocyclus,genus,Arthropoda,Malacostraca,Decapoda,Portunidae,Lupocyclus,204055,276151,2225610,1032072,Lupocyclus,nomen nudum,NA,FALSE,NA,"Adams & White, 1849",Lupocyclus,Lupocyclus,Lupocyclus,"Lupocyclus Adams & White, 1849",0,0
Lupocyclus,genus,Arthropoda,Malacostraca,Decapoda,Portunidae,Lupocyclus,204055,276151,2225610,1032072,Lupocyclus,accepted,NA,FALSE,NA,"Adams & White, 1849",Lupocyclus,Lupocyclus,Lupocyclus,"Lupocyclus Adams & White, 1849",0,0
Lupocyclus,genus,Arthropoda,Malacostraca,Decapoda,Portunidae,Lupocyclus,204055,276151,2225610,1032072,Lupocyclus,accepted,NA,FALSE,NA,"Adams & White, 1849",Lupocyclus,Lupocyclus,Lupocyclus,"Lupocyclus Adams & White, 1849",0,0
Lupocyclus,genus,Arthropoda,Malacostraca,Decapoda,Portunidae,Lupocyclus,204055,276151,2225610,1032072,Lupocyclus,accepted,NA,FALSE,NA,"Adams & White, 1849",Lupocyclus,Lupocyclus,Lupocyclus,"Lupocyclus Adams & White, 1849",0,0
Charybdis (Charybdis) natator,species,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,208817,172791,4307415,500658,Charybdis natator,unaccepted,status change,FALSE,NA,"(Herbst, 1794)",Charybdis (Charybdis) natator,Charybdis natator,Charybdis natator,"Charybdis natator (Herbst, 1794)",0,0
Holopedium glacialis,species,Arthropoda,Branchiopoda,Ctenopoda,Holopediidae,Holopedium,1302701,33097,7831409,586526,Holopedium glacialis,accepted,NA,FALSE,NA,"Rowe, Adamowicz & Hebert, 2007",Holopedium glacialis,Holopedium glacialis,Holopedium glacialis,"Holopedium glacialis Rowe, Adamowicz & Hebert, 2007",1,0
Proasellus margalefi,species,Arthropoda,Malacostraca,Isopoda,Asellidae,Proasellus,258558,668294,2206126,3000329,Proasellus margalefi,accepted,NA,FALSE,NA,"Henry & Magniez, 1982",Proasellus margalefi,Proasellus margalefi,Proasellus margalefi,"Proasellus margalefi Henry & Magniez, 1982",1,0
Proasellus grafi,species,Arthropoda,Malacostraca,Isopoda,Asellidae,Proasellus,258533,668316,2205927,3000433,Proasellus grafi,accepted,NA,FALSE,NA,"Henry & Magniez, 2003",Proasellus grafi,Proasellus grafi,Proasellus grafi,"Proasellus grafi Henry & Magniez, 2003",1,0
Proasellus karamani,species,Arthropoda,Malacostraca,Isopoda,Asellidae,Proasellus,258547,668325,2206117,3000395,Proasellus karamani,accepted,NA,FALSE,NA,"Remy, 1934",Proasellus karamani,Proasellus karamani,Proasellus karamani,"Proasellus karamani Remy, 1934",1,0
Bragasellus peltatus,species,Arthropoda,Malacostraca,Isopoda,Asellidae,Bragasellus,743888,675480,4303973,3000443,Bragasellus peltatus,accepted,NA,FALSE,NA,"(Braga, 1944)",Bragasellus peltatus,Bragasellus peltatus,Bragasellus peltatus,"Bragasellus peltatus (Braga, 1944)",1,0
