found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,taxa_query,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Artemia sinica,species,Arthropoda,Branchiopoda,Anostraca,Artemiidae,Artemia,740634,24866,5180088,288536,Artemia sinica,accepted,NA,FALSE,NA,"Cai, 1989",Artemia sinica,Artemia sinica,Artemia sinica,"Artemia sinica Cai, 1989",1,NA
Triops australiensis,species,Arthropoda,Branchiopoda,Notostraca,Triopsidae,Triops,1561222,8812,4667733,763545,Triops australiensis,accepted,NA,FALSE,NA,"Spencer & Hall, 1896",Triops australiensis,Triops australiensis,Triops australiensis,"Triops australiensis (Spencer & Hall, 1896)",1,NA
Cyclestheria hislopi,species,Arthropoda,Branchiopoda,Cyclestherida,Cyclestheriidae,Cyclestheria,889262,8882,2234686,1022212,Cyclestheria hislopi,accepted,NA,FALSE,NA,"(Baird, 1859)",Cyclestheria hislopi,Cyclestheria hislopi,Cyclestheria hislopi,"Cyclestheria hislopi (Baird, 1859)",1,0
Acantholeberis curvirostris,species,Arthropoda,Branchiopoda,Anomopoda,Acantholeberidae,Acantholeberis,1302966,8944,2234607,496250,Acantholeberis curvirostris,accepted,NA,FALSE,NA,"(O.F. Müller, 1776)",Acantholeberis curvirostris,Acantholeberis curvirostris,Acantholeberis curvirostris,"Acantholeberis curvirostris (O.F.Müller, 1776)",1,0
Alonella exigua,species,Arthropoda,Branchiopoda,Anomopoda,Chydoridae,Alonella,1302981,16257,2234900,1075391,Alonella exigua,accepted,NA,FALSE,NA,"(Lilljeborg, 1853)",Alonella exigua,Alonella exigua,Alonella exigua,"Alonella exigua (Lilljeborg, 1853)",1,0
Dunhevedia crassa,species,Arthropoda,Branchiopoda,Anomopoda,Chydoridae,Dunhevedia,1302673,8911,2234983,1075387,Dunhevedia crassa,accepted,NA,FALSE,NA,"King, 1853",Dunhevedia crassa,Dunhevedia crassa,Dunhevedia crassa,"Dunhevedia crassa King, 1853",1,0
Alona setulosa,species,Arthropoda,Branchiopoda,Anomopoda,Chydoridae,Alona,1302275,9990,5180059,1075398,Alona setulosa,accepted,NA,FALSE,sibling_higher,"Megard, 1967",Alona setulosa,Alona setulosa,Alona setulosa,"Alona setulosa Megard, 1967",1,0
Saycia cooki,species,Arthropoda,Branchiopoda,Anomopoda,Chydoridae,Saycia,1303131,8903,2235045,600922,Saycia cooki,accepted,NA,FALSE,NA,"(King, 1866)",Saycia cooki,Saycia cooki,Saycia cooki,"Saycia cooki (King, 1866)",1,0
Leptodora richardi,species,Arthropoda,Branchiopoda,Haplopoda,Leptodoridae,Leptodora,1302750,503310,8359691,495685,Leptodora richardi,accepted,NA,FALSE,NA,"Korovchinsky, 2009",Leptodora richardi,Leptodora richardi,Leptodora richardi,"Leptodora richardi Korovchinsky, 2009",1,0
Triops granarius,species,Arthropoda,Branchiopoda,Notostraca,Triopsidae,Triops,1561236,654592,9489150,184463,Triops granarius,accepted,NA,FALSE,NA,"Lucas, 1864",Triops granarius,Triops granarius,Triops granarius,"Triops granarius (Lucas, 1864)",1,NA
Triops longicaudatus,species,Arthropoda,Branchiopoda,Notostraca,Triopsidae,Triops,1561244,654593,2235061,753093,Triops newberryi,junior subjective synonym,NA,FALSE,NA,"LeConte, 1846",Triops longicaudatus,Triops newberryi,Triops newberryi,"Triops newberryi (Packard, 1871)",NA,NA
Lepidurus packardi,species,Arthropoda,Branchiopoda,Notostraca,Triopsidae,Lepidurus,1561264,668478,5180071,709234,Lepidurus packardi,accepted,NA,FALSE,NA,"Simon, 1886, fide Rogers, 2001",Lepidurus packardi,Lepidurus packardi,Lepidurus packardi,"Lepidurus packardi Simon, 1886",1,NA
Eocyzicus parooensis,species,Arthropoda,Branchiopoda,Spinicaudata,Eocyzicidae,Eocyzicus,1496919,302785,4668006,1021581,Eocyzicus parooensis,accepted,NA,FALSE,NA,"Richter & Timms, 2005",Eocyzicus parooensis,Eocyzicus parooensis,Eocyzicus parooensis,"Eocyzicus parooensis Richter & Timms, 2005",1,0
Eocyzicus argillaquus,species,Arthropoda,Branchiopoda,Spinicaudata,Eocyzicidae,Eocyzicus,1496851,302786,9783617,1021579,Eocyzicus argillaquus,accepted,NA,FALSE,NA,"Timms & Richter, 2009",Eocyzicus argillaquus,Eocyzicus argillaquus,Eocyzicus argillaquus,"Eocyzicus argillaquus Timms & Richter, 2009",1,NA
Oxyurella,genus,Arthropoda,Branchiopoda,Anomopoda,Chydoridae,Oxyurella,1302080,48335,2234890,256227,Oxyurella,accepted,NA,FALSE,sibling_higher,"Dybowski & Grochowski, 1894",Oxyurella,Oxyurella,Oxyurella,"Oxyurella Dybowski & Grochowski, 1894",1,NA
Karualona penuelasi,species,Arthropoda,Branchiopoda,Anomopoda,Chydoridae,Karualona,1302727,52822,7588183,5231304,Karualona penuelasi,accepted,NA,FALSE,NA,"Dumont & Silva-Briano, 2000",Karualona penuelasi,Karualona penuelasi,Karualona penuelasi,"Karualona penuelasi Dumont & Silva-Briano, 2000",1,0
Diaphanosoma brevireme,species,Arthropoda,Branchiopoda,Ctenopoda,Sididae,Diaphanosoma,933268,52805,5180009,500773,Diaphanosoma brevireme,accepted,NA,FALSE,NA,"G.O. Sars, 1901",Diaphanosoma brevireme,Diaphanosoma brevireme,Diaphanosoma brevireme,"Diaphanosoma brevireme Sars, 1901",1,0
Alonella excisa,species,Arthropoda,Branchiopoda,Anomopoda,Chydoridae,Alonella,1302980,275542,2234897,2960477,Alonella excisa,accepted,NA,FALSE,NA,"(Fischer, 1854)",Alonella excisa,Alonella excisa,Alonella excisa,"Alonella excisa (Fischer, 1854)",1,0
Ephemeroporus hybridus,species,Arthropoda,Branchiopoda,Anomopoda,Chydoridae,Ephemeroporus,1303037,481808,2234943,2960642,Ephemeroporus hybridus,accepted,NA,FALSE,NA,"(Daday, 1905)",Ephemeroporus hybridus,Ephemeroporus hybridus,Ephemeroporus hybridus,"Ephemeroporus hybridus (Daday, 1905)",1,0
Diaphanosoma spinulosum,species,Arthropoda,Branchiopoda,Ctenopoda,Sididae,Diaphanosoma,1302662,52808,5180017,2960568,Diaphanosoma spinulosum,accepted,NA,FALSE,NA,"Herbst, 1975",Diaphanosoma spinulosum,Diaphanosoma spinulosum,Diaphanosoma spinulosum,"Diaphanosoma spinulosum Herbst, 1975",1,0
Lepidurus apus,species,Arthropoda,Branchiopoda,Notostraca,Triopsidae,Lepidurus,1561151,103359,4667735,741419,Lepidurus apus,accepted,NA,FALSE,NA,"L., 1758",Lepidurus apus,Lepidurus apus,Lepidurus apus,"Lepidurus apus (Linnaeus, 1758)",1,NA
Lepidurus lemmoni,species,Arthropoda,Branchiopoda,Notostraca,Triopsidae,Lepidurus,1561279,651897,5180072,709233,Lepidurus lemmoni,accepted,NA,FALSE,NA,"Holmes, 1894 fide Rogers 2001",Lepidurus lemmoni,Lepidurus lemmoni,Lepidurus lemmoni,"Lepidurus lemmoni Holmes, 1894",1,NA
Acantholeberis curvirostris,species,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia,1302966,152624,2234820,668391,Daphnia curvirostris,unaccepted,NA,FALSE,sibling_higher,"(O.F. Müller, 1776)",Acantholeberis curvirostris,Daphnia curvirostris,Daphnia curvirostris,"Daphnia curvirostris Eylmann, 1887",1,0
Daphnia galeata,species,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia,717575,152626,2234812,46786,Daphnia galeata,accepted,NA,FALSE,sibling_higher,"G.O. Sars, 1863",Daphnia galeata,Daphnia galeata,Daphnia galeata,"Daphnia galeata Sars, 1864",1,NA
Zenopontonia rex,species,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Periclimenes,871470,276442,2225177,597310,Periclimenes imperator,unaccepted,NA,FALSE,sibling_higher,"(Kemp, 1922)",Zenopontonia rex,Periclimenes imperator,Periclimenes imperator,"Periclimenes imperator Bruce, 1967",0,0
Iberobathynella,genus,Arthropoda,Malacostraca,Bathynellacea,Parabathynellidae,Iberobathynella,1039268,503297,2215791,1021337,Iberobathynella,accepted,NA,FALSE,NA,"Schminke, 1973",Iberobathynella,Iberobathynella,Iberobathynella,"Iberobathynella Schminke, 1973",1,0
Atyaephyra thyamisensis,species,Arthropoda,Malacostraca,Decapoda,Atyidae,Atyaephyra,762971,649511,8061966,335935,Atyaephyra thyamisensis,accepted,NA,FALSE,NA,"Christodoulou, Antoniou, Magoulas & Koukouras, 2012",Atyaephyra thyamisensis,Atyaephyra thyamisensis,Atyaephyra thyamisensis,"Atyaephyra thyamisensis Christodoulou, Antoniou, Magoulas & Koukouras, 2012",1,0
Sayamia bangkokensis,species,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Sayamia,440776,503388,5791117,19001,Sayamia bangkokensis,accepted,NA,FALSE,NA,"(Naiyanetr, 1982)",Sayamia bangkokensis,Sayamia bangkokensis,Sayamia bangkokensis,"Sayamia bangkokensis (Naiyanetr, 1982)",1,0
Ceylonthelphusa cavatrix,species,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Ceylonthelphusa,440613,503229,5790916,989078,Ceylonthelphusa cavatrix,accepted,NA,FALSE,NA,"(Bahir, 1998)",Ceylonthelphusa cavatrix,Ceylonthelphusa cavatrix,Ceylonthelphusa cavatrix,"Ceylonthelphusa cavatrix (Bahir, 1998)",1,0
Oziotelphusa,genus,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Oziotelphusa,439538,323772,5430455,379136,Oziotelphusa,accepted,NA,FALSE,NA,"F Müller, 1887",Oziotelphusa,Oziotelphusa,Oziotelphusa,"Oziotelphusa F.Müller, 1887",1,NA
Oziotelphusa hippocastanum,species,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Oziotelphusa,440686,503354,5972622,686182,Oziotelphusa hippocastanum,accepted,NA,FALSE,NA,"(F Müller, 1887)",Oziotelphusa hippocastanum,Oziotelphusa hippocastanum,Oziotelphusa hippocastanum,"Oziotelphusa hippocastanum (F.Müller, 1887)",1,0
Perbrinckia cracens,species,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Perbrinckia,440744,503366,5791140,498638,Perbrinckia cracens,accepted,NA,FALSE,NA,"PKL Ng, 1995",Perbrinckia cracens,Perbrinckia cracens,Perbrinckia cracens,"Perbrinckia cracens P.K.L.Ng, 1995",1,0
Macrophthalmus (Macrophthalmus) abbreviatus,species,Arthropoda,Malacostraca,Decapoda,Macrophthalmidae,Macrophthalmus,444937,503329,5863434,399329,Macrophthalmus abbreviatus,superseded combination,NA,FALSE,NA,"Manning & Holthuis, 1981",Macrophthalmus (Macrophthalmus) abbreviatus,Macrophthalmus abbreviatus,Macrophthalmus abbreviatus,"Macrophthalmus abbreviatus R.B.Manning & Holthuis, 1981",0,0
Palaemon suttkusi,species,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,932408,656071,9151664,150102,Palaemon suttkusi,accepted,NA,FALSE,sibling_higher,"(Smalley, 1964)",Palaemon suttkusi,Palaemon suttkusi,Palaemon suttkusi,"Palaemon suttkusi (Smalley, 1964)",1,0
Eupodes minutus,species,Arthropoda,Arachnida,Trombidiformes,Eupodidae,Eupodes,877653,105631,5167907,575269,Eupodes minutus,accepted,NA,FALSE,NA,"(Strandtmann, 1967)",Eupodes minutus,Eupodes minutus,Eupodes minutus,"Eupodes minutus (Strandtmann, 1967)",0,1
Dermanyssus gallinae,species,Arthropoda,Arachnida,Opilioacarida,Opilioacaridae,Dermanyssus,1513099,199915,2188260,7590,Dermanyssus gallinae,accepted,NA,FALSE,NA,"(de Geer, 1778)",Dermanyssus gallinae,Dermanyssus gallinae,Dermanyssus gallinae,"Dermanyssus gallinae (De Geer, 1778)",NA,1
Leporacarus gibbus,species,Arthropoda,Arachnida,Sarcoptiformes,Listrophoridae,Leporacarus,994612,300653,2181983,936779,Leporacarus gibbus,accepted,NA,FALSE,NA,"(Pagenstecher, 1861)",Leporacarus gibbus,Leporacarus gibbus,Leporacarus gibbus,"Leporacarus gibbus (Pagenstecher, 1861)",0,1
Alamprops quadriplicatus,species,Arthropoda,Malacostraca,Cumacea,Lampropidae,Lamprops,1307579,299387,2215650,657472,Lamprops quadriplicata,unaccepted,NA,FALSE,sibling_higher,"(Smith, 1879)",Alamprops quadriplicatus,Lamprops quadriplicata,Lamprops quadriplicata,"Lamprops quadriplicata S.I.Smith, 1879",0,0
Liberonautes rubigimanus,species,Arthropoda,Malacostraca,Decapoda,Potamonautidae,Liberonautes,443467,798060,5790719,178269,Liberonautes rubigimanus,accepted,NA,FALSE,NA,"Cumberlidge & Sachs, 1989",Liberonautes rubigimanus,Liberonautes rubigimanus,Liberonautes rubigimanus,"Liberonautes rubigimanus Cumberlidge & Sachs, 1989",1,0
Macrophthalmus (Mareotis) definitus,species,Arthropoda,Malacostraca,Decapoda,Macrophthalmidae,Macrophthalmus,444953,276387,5863432,399337,Macrophthalmus definitus,superseded combination,NA,FALSE,NA,"Adams & White, 1849",Macrophthalmus (Mareotis) definitus,Macrophthalmus definitus,Macrophthalmus definitus,"Macrophthalmus definitus Adams & White, 1849",0,0
Austropotamobius,genus,Arthropoda,Malacostraca,Decapoda,Astacidae,Austropotamobius,246226,5672,4312657,335540,Austropotamobius,accepted,NA,FALSE,NA,"Skorikov, 1907",Austropotamobius,Austropotamobius,Austropotamobius,"Austropotamobius Skorikov, 1907",1,0
Haloniscus,genus,Arthropoda,Malacostraca,Isopoda,Philosciidae,Haloniscus,248790,151855,2209597,22469,Haloniscus,accepted,NA,FALSE,NA,"Chilton, 1920",Haloniscus,Haloniscus,Haloniscus,"Haloniscus Chilton, 1920",1,1
Potamonautes sidneyi,species,Arthropoda,Malacostraca,Decapoda,Potamonautidae,Potamonautes,443546,31872,5790625,274485,Potamonautes sidneyi,accepted,NA,FALSE,sibling_higher,"(Rathbun, 1904)",Potamonautes sidneyi,Potamonautes sidneyi,Potamonautes sidneyi,"Potamonautes sidneyi (Rathbun, 1904)",1,0
Niphargus hrabei,species,Arthropoda,Malacostraca,Amphipoda,Niphargidae,Niphargus,545816,652552,4417274,504956,Niphargus hrabei,accepted,NA,FALSE,NA,"S. Karaman, 1932",Niphargus hrabei,Niphargus hrabei,Niphargus hrabei,"Niphargus hrabei S.Karaman, 1932",1,0
Niphargus karamani,species,Arthropoda,Malacostraca,Amphipoda,Niphargidae,Niphargus,873571,753907,8534479,504958,Niphargus karamani,accepted,NA,FALSE,NA,"Schellenberg, 1935",Niphargus karamani,Niphargus karamani,Niphargus karamani,"Niphargus karamani Schellenberg, 1935",1,0
Mierspenaeopsis sculptilis,species,Arthropoda,Malacostraca,Decapoda,Penaeidae,Parapenaeopsis,585386,606125,2223498,2971184,Parapenaeopsis sculptilis,superseded combination,NA,FALSE,NA,"(Heller, 1862)",Mierspenaeopsis sculptilis,Parapenaeopsis sculptilis,Parapenaeopsis sculptilis,"Parapenaeopsis sculptilis (Heller, 1862)",0,0
Euastacus armatus,species,Arthropoda,Malacostraca,Decapoda,Parastacidae,Euastacus,885624,24287,4648497,872798,Euastacus armatus,accepted,NA,FALSE,NA,"(von Martens, 1866)",Euastacus armatus,Euastacus armatus,Euastacus armatus,"Euastacus armatus (von Martens, 1866)",1,0
Mongoloniscus sinensis,species,Arthropoda,Malacostraca,Isopoda,Agnaridae,Mongoloniscus,261300,798153,2209151,2993523,Mongoloniscus sinensis,accepted,NA,FALSE,NA,"(Dollfus, 1901)",Mongoloniscus sinensis,Mongoloniscus sinensis,Mongoloniscus sinensis,"Mongoloniscus sinensis (Dollfus, 1901)",0,1
Longpotamon chekiangense,species,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,1061263,798070,9713326,2977331,Longpotamon chekiangense,accepted,NA,FALSE,NA,"(Tai & Sung, 1975)",Longpotamon chekiangense,Longpotamon chekiangense,Longpotamon chekiangense,"Longpotamon chekiangense (Tai & Sung, 1975)",1,0
Longpotamon jiujiangense,species,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,1061316,798085,9723444,2977328,Longpotamon jiujiangense,accepted,NA,FALSE,NA,"(Dai, XM Zhou & Peng, 1995)",Longpotamon jiujiangense,Longpotamon jiujiangense,Longpotamon jiujiangense,"Longpotamon jiujiangense (Dai, X.M.Zhou & Peng, 1995)",1,0
Longpotamon acutum,species,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,1061267,798064,9744098,2977337,Longpotamon acutum,accepted,NA,FALSE,NA,"(Dai, 1997)",Longpotamon acutum,Longpotamon acutum,Longpotamon acutum,"Longpotamon acutum (Dai, 1997)",1,0
Longpotamon bilobatum,species,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,1061305,798068,9757118,2977326,Longpotamon bilobatum,accepted,NA,FALSE,NA,"(Dai & YP Jiang, 1991)",Longpotamon bilobatum,Longpotamon bilobatum,Longpotamon bilobatum,"Longpotamon bilobatum (Dai & Y.P.Jiang, 1991)",1,0
Longpotamon chalingense,species,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,1061307,798069,9797976,2977324,Longpotamon chalingense,accepted,NA,FALSE,NA,"(Dai, 1999)",Longpotamon chalingense,Longpotamon chalingense,Longpotamon chalingense,"Longpotamon chalingense (Dai, 1999)",1,0
Longpotamon xiangxiense,species,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,1061296,798106,9646518,2977308,Longpotamon xiangxiense,accepted,NA,FALSE,NA,"(Dai, 1995)",Longpotamon xiangxiense,Longpotamon xiangxiense,Longpotamon xiangxiense,"Longpotamon xiangxiense (Dai, 1995)",1,0
Potamonautes parvicorpus,species,Arthropoda,Malacostraca,Decapoda,Potamonautidae,Potamonautes,443528,31874,5790601,274480,Potamonautes parvicorpus,accepted,NA,FALSE,sibling_higher,"Daniels, Stewart & Burmeister, 2001",Potamonautes parvicorpus,Potamonautes parvicorpus,Potamonautes parvicorpus,"Potamonautes parvicorpus Daniels, Stewart & Burmeister, 2001",1,0
Pacifastacus gambelii,species,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus,885105,652901,2226988,2974330,Pacifastacus gambelii,accepted,NA,FALSE,NA,"(Girard, 1852)",Pacifastacus gambelii,Pacifastacus gambelii,Pacifastacus gambelii,"Pacifastacus gambelii (Girard, 1852)",1,0
Niphargus factor,species,Arthropoda,Malacostraca,Amphipoda,Niphargidae,Niphargus,545792,753904,5864180,504949,Niphargus factor,accepted,NA,FALSE,NA,"Sket & G. Karaman, 1990",Niphargus factor,Niphargus factor,Niphargus factor,"Niphargus factor Sket & G.Karaman, 1990",1,0
Euastacus suttoni,species,Arthropoda,Malacostraca,Decapoda,Parastacidae,Euastacus,885669,24254,4648473,27322,Euastacus suttoni,accepted,NA,FALSE,NA,"E. Clark, 1941",Euastacus suttoni,Euastacus suttoni,Euastacus suttoni,"Euastacus suttoni Clark, 1941",1,0
Euastacus yanga,species,Arthropoda,Malacostraca,Decapoda,Parastacidae,Euastacus,885673,24250,4648470,674956,Euastacus yanga,accepted,NA,FALSE,NA,"Morgan, 1997",Euastacus yanga,Euastacus yanga,Euastacus yanga,"Euastacus yanga Morgan, 1997",1,0
Longpotamon chengkuense,species,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,1061308,798071,9714270,2977353,Longpotamon chengkuense,accepted,NA,FALSE,NA,"(M Huang, Luo & J Liu, 1986)",Longpotamon chengkuense,Longpotamon chengkuense,Longpotamon chengkuense,"Longpotamon chengkuense (M.Huang, Luo & J.Liu, 1986)",1,0
Waematau,genus,Arthropoda,Malacostraca,Amphipoda,Makawidae,Waematau,555655,798505,2218628,2983441,Waematau,accepted,NA,FALSE,NA,"Duncan, 1994",Waematau,Waematau,Waematau,"Waematau Duncan, 1994",0,1
Metapenaeopsis mogiensis mogiensis,species,Arthropoda,Malacostraca,Decapoda,Penaeidae,Metapenaeopsis,377701,742212,2223618,2971240,Metapenaeopsis mogiensis,superseded combination,NA,FALSE,NA,"(Rathbun, 1902)",Metapenaeopsis mogiensis mogiensis,Metapenaeopsis mogiensis,Metapenaeopsis mogiensis,"Metapenaeopsis mogiensis Rathbun, 1902",0,0
Longpotamon planum,species,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,1061285,798116,9748741,756085,Longpotamon planum,accepted,NA,FALSE,NA,"(Dai, 1992)",Longpotamon planum,Longpotamon planum,Longpotamon planum,"Longpotamon planum (Dai, 1992)",1,0
Niphargus spinulifemur,species,Arthropoda,Malacostraca,Amphipoda,Niphargidae,Niphargus,873422,798222,8442687,540699,Niphargus spinulifemur,accepted,NA,FALSE,NA,"S. Karaman, 1954",Niphargus spinulifemur,Niphargus spinulifemur,Niphargus spinulifemur,"Niphargus spinulifemur S.Karaman, 1954",1,0
Longpotamon cladopodum,species,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,1061270,798072,9773141,2977299,Longpotamon cladopodum,accepted,NA,FALSE,NA,"(Dai, GX Chen, SQ Zhang & H Lin, 1986)",Longpotamon cladopodum,Longpotamon cladopodum,Longpotamon cladopodum,"Longpotamon cladopodum (Dai, G.X.Chen, S.Q.Zhang & H.Lin, 1986)",1,0
Potamonautes brincki,species,Arthropoda,Malacostraca,Decapoda,Potamonautidae,Potamonautes,443490,31868,5790647,274488,Potamonautes brincki,accepted,NA,FALSE,sibling_higher,"(Bott, 1960)",Potamonautes brincki,Potamonautes brincki,Potamonautes brincki,"Potamonautes brincki (Bott, 1960)",1,0
Potamonautes tuerkayi,species,Arthropoda,Malacostraca,Decapoda,Potamonautidae,Potamonautes,1264357,798356,9103775,5930708,Potamonautes tuerkayi,accepted,NA,FALSE,sibling_higher,"Wood & Daniels, 2016",Potamonautes tuerkayi,Potamonautes tuerkayi,Potamonautes tuerkayi,"Potamonautes tuerkayi Wood & Daniels, 2016",1,0
Liberonautes latidactylus,species,Arthropoda,Malacostraca,Decapoda,Potamonautidae,Liberonautes,443462,32265,5790726,178276,Liberonautes latidactylus,accepted,NA,FALSE,NA,"(De Man, 1903)",Liberonautes latidactylus,Liberonautes latidactylus,Liberonautes latidactylus,"Liberonautes latidactylus (de Man, 1903)",1,0
Potamocarcinus magnus,species,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae,Potamocarcinus,443745,458140,5791396,5827698,Potamocarcinus magnus,accepted,NA,FALSE,NA,"(Rathbun, 1896)",Potamocarcinus magnus,Potamocarcinus magnus,Potamocarcinus magnus,"Potamocarcinus magnus (Rathbun, 1896)",1,0
Koonunga crenarum,species,Arthropoda,Malacostraca,Anaspidacea,Koonungidae,Koonunga,1578722,798046,4641195,2970882,Koonunga crenarum,accepted,NA,FALSE,NA,"Zeidler, 1985",Koonunga crenarum,Koonunga crenarum,Koonunga crenarum,"Koonunga crenarum Sayce, 1907",1,0
Niphargus vjetrenicensis,species,Arthropoda,Malacostraca,Amphipoda,Niphargidae,Niphargus,546831,753881,5864183,166756,Niphargus vjetrenicensis,accepted,NA,FALSE,merged,"S. Karaman, 1932",Niphargus vjetrenicensis,Niphargus vjetrenicensis,Niphargus vjetrenicensis,"Niphargus vjetrenicensis S.Karaman, 1932",1,0
Paraplatyarthrus,genus,Arthropoda,Malacostraca,Isopoda,Paraplatyarthridae,Paraplatyarthrus,884609,797643,9211122,5931460,Paraplatyarthrus,accepted,NA,FALSE,NA,"Javidkar & King, 2015",Paraplatyarthrus,Paraplatyarthrus,Paraplatyarthrus,"Paraplatyarthrus Javidkar & King, 2015",0,1
Euastacus bidawalus,species,Arthropoda,Malacostraca,Decapoda,Parastacidae,Euastacus,885628,24284,4648495,304430,Euastacus bidawalus,accepted,NA,FALSE,NA,"Morgan, 1986",Euastacus bidawalus,Euastacus bidawalus,Euastacus bidawalus,"Euastacus bidawalus Morgan, 1986",1,0
Longpotamon kenliense,species,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,1061277,798086,9794983,2977335,Longpotamon kenliense,accepted,NA,FALSE,NA,"(Dai, 1997)",Longpotamon kenliense,Longpotamon kenliense,Longpotamon kenliense,"Longpotamon kenliense (Dai, 1997)",1,0
Longpotamon linhuaense,species,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,1061280,798087,9811235,2977350,Longpotamon linhuaense,accepted,NA,FALSE,NA,"(Dai, XM Zhou & Peng, 1995)",Longpotamon linhuaense,Longpotamon linhuaense,Longpotamon linhuaense,"Longpotamon linhuaense (Dai, X.M.Zhou & Peng, 1995)",1,0
Longpotamon shensiense,species,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,1061287,798098,9684036,2977295,Longpotamon shensiense,accepted,NA,FALSE,NA,"(Rathbun, 1904)",Longpotamon shensiense,Longpotamon shensiense,Longpotamon shensiense,"Longpotamon shensiense (Rathbun, 1904)",1,0
Paracalliope australis,species,Arthropoda,Malacostraca,Amphipoda,Paracalliopiidae,Paracalliope,547978,753831,2218010,17810,Paracalliope fluviatilis,unaccepted,NA,FALSE,NA,"(Haswell, 1880)",Paracalliope australis,Paracalliope fluviatilis,Paracalliope fluviatilis,"Paracalliope fluviatilis (Thomson, 1879)",0,0
Paracalliope australis,species,Arthropoda,Malacostraca,Amphipoda,Paracalliopiidae,Paracalliope,547978,753831,2218010,17810,Paracalliope fluviatilis,unaccepted,NA,FALSE,NA,"(Haswell, 1880)",Paracalliope australis,Paracalliope fluviatilis,Paracalliope fluviatilis,"Paracalliope fluviatilis (Thomson, 1879)",0,0
Paracalliope fluviatilis,species,Arthropoda,Malacostraca,Amphipoda,Paracalliopiidae,Paracalliope,547973,753831,2218010,17810,Paracalliope fluviatilis,accepted,NA,FALSE,NA,"(Thomson, 1879)",Paracalliope fluviatilis,Paracalliope fluviatilis,Paracalliope fluviatilis,"Paracalliope fluviatilis (Thomson, 1879)",1,0
Paracalliope fluviatilis,species,Arthropoda,Malacostraca,Amphipoda,Paracalliopiidae,Paracalliope,547973,753831,2218010,17810,Paracalliope fluviatilis,accepted,NA,FALSE,NA,"(Thomson, 1879)",Paracalliope fluviatilis,Paracalliope fluviatilis,Paracalliope fluviatilis,"Paracalliope fluviatilis (Thomson, 1879)",1,0
Trichodactylus,genus,Arthropoda,Malacostraca,Decapoda,Trichodactylidae,Trichodactylus,439865,322325,2223966,654029,Trichodactylus,accepted,NA,FALSE,NA,"Latreille, 1828",Trichodactylus,Trichodactylus,Trichodactylus,"Trichodactylus Latreille, 1828",1,0
Longpotamon obliquum,species,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,1061324,798095,9652864,2977312,Longpotamon obliquum,accepted,NA,FALSE,NA,"(Dai, 1990)",Longpotamon obliquum,Longpotamon obliquum,Longpotamon obliquum,"Longpotamon obliquum (Dai, 1990)",1,0
Longpotamon rongshuiense,species,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,1061326,798097,9705221,2977292,Longpotamon rongshuiense,accepted,NA,FALSE,NA,"(Dai, 1995)",Longpotamon rongshuiense,Longpotamon rongshuiense,Longpotamon rongshuiense,"Longpotamon rongshuiense (Dai, 1995)",1,0
Longpotamon mayangense,species,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,1061321,798090,9728224,2977320,Longpotamon mayangense,accepted,NA,FALSE,NA,"(Naruse, Yeo & XM Zhou, 2008)",Longpotamon mayangense,Longpotamon mayangense,Longpotamon mayangense,"Longpotamon mayangense (Naruse, Yeo & X.M.Zhou, 2008)",1,0
