"","ncbi_sp","original_aphiaid","worms_match","status","ncbi_uid","worms_sciname","worms_aphiaid","unacceptreason","rank","valid_authority","class","order","family","genus","freshwater_only","terrestrial_only","found_taxa"
"127","Trichopodus leerii",1021741,"Trichopodus leerii","accepted","1679032","Trichopodus leerii",1021741,NA,"species","(Bleeker, 1852)","Teleostei","Anabantiformes","Osphronemidae","Trichopodus","1","0","Trichopodus leerii"
"128","Pollachius",125736,"Pollachius","accepted","654608","Pollachius",125736,NA,"genus","Nilsson, 1832","Teleostei","Gadiformes","Gadidae","Pollachius","0","0","Pollachius"
"129","Micropterus dolomieu",151296,"Micropterus dolomieu","accepted","147949","Micropterus dolomieu",151296,NA,"species","Lacepède, 1802","Teleostei","Centrarchiformes","Centrarchidae","Micropterus","1","0","Micropterus dolomieu"
"130","Oreochromis",206826,"Oreochromis","accepted","654607","Oreochromis",206826,NA,"genus","Günther, 1889","Teleostei","Cichliformes","Cichlidae","Oreochromis","0","0","Oreochromis"
"131","Oreochromis",206826,"Oreochromis","accepted","1527652","Oreochromis",206826,NA,"genus","Günther, 1889","Teleostei","Cichliformes","Cichlidae","Oreochromis","0","0","Oreochromis"
"132","Oreochromis",206826,"Oreochromis","accepted","371725","Oreochromis",206826,NA,"genus","Günther, 1889","Teleostei","Cichliformes","Cichlidae","Oreochromis","0","0","Oreochromis"
"133","Ictalurus",154203,"Ictalurus","accepted","654606","Ictalurus",154203,NA,"genus","Rafinesque, 1820","Teleostei","Siluriformes","Ictaluridae","Ictalurus","0","0","Ictalurus"
"134","Ictalurus",154203,"Ictalurus","accepted","490718","Ictalurus",154203,NA,"genus","Rafinesque, 1820","Teleostei","Siluriformes","Ictaluridae","Ictalurus","0","0","Ictalurus"
"135","Ictalurus",154203,"Ictalurus","accepted","1181714","Ictalurus",154203,NA,"genus","Rafinesque, 1820","Teleostei","Siluriformes","Ictaluridae","Ictalurus","0","0","Ictalurus"
"136","Ictalurus",154203,"Ictalurus","accepted","1181713","Ictalurus",154203,NA,"genus","Rafinesque, 1820","Teleostei","Siluriformes","Ictaluridae","Ictalurus","0","0","Ictalurus"
"137","Hoplostethus mediterraneus",126404,"Hoplostethus mediterraneus","accepted","114863","Hoplostethus mediterraneus",126404,NA,"species","Cuvier, 1829","Teleostei","Trachichthyiformes","Trachichthyidae","Hoplostethus","0","0","Hoplostethus mediterraneus"
"138","Tropheus",271162,"Tropheus","accepted","654605","Tropheus",271162,NA,"genus","Boulenger, 1898","Teleostei","Cichliformes","Cichlidae","Tropheus","1","0","Tropheus"
"139","Pangasius bocourti",888193,"Pangasius bocourti","accepted","365578","Pangasius bocourti",888193,NA,"species","Sauvage, 1880","Teleostei","Siluriformes","Pangasiidae","Pangasius","1","0","Pangasius bocourti"
"140","Microstomus pacificus",274294,"Microstomus pacificus","accepted","89058","Microstomus pacificus",274294,NA,"species","(Lockington, 1879)","Teleostei","Pleuronectiformes","Pleuronectidae","Microstomus","0","0","Microstomus pacificus"
"141","Hippoglossus stenolepis",274290,"Hippoglossus stenolepis","accepted","195615","Hippoglossus stenolepis",274290,NA,"species","Schmidt, 1904","Teleostei","Pleuronectiformes","Pleuronectidae","Hippoglossus","0","0","Hippoglossus stenolepis"
"142","Gadus macrocephalus",254538,"Gadus macrocephalus","accepted","80720","Gadus macrocephalus",254538,NA,"species","Tilesius, 1810","Teleostei","Gadiformes","Gadidae","Gadus","0","0","Gadus macrocephalus"
"143","Sebastes simulator",274854,"Sebastes simulator","accepted","72103","Sebastes simulator",274854,NA,"species","Chen, 1971","Teleostei","Perciformes","Sebastidae","Sebastes","0","0","Sebastes simulator"
"144","Lepisosteus oculatus",275402,"Lepisosteus oculatus","accepted","7918","Lepisosteus oculatus",275402,NA,"species","Winchell, 1864","Holostei","Lepisosteiformes","Lepisosteidae","Lepisosteus","0","0","Lepisosteus oculatus"
"145","Esox masquinongy",1021830,"Esox masquinongy","accepted","126735","Esox masquinongy",1021830,NA,"species","Mitchill, 1824","Teleostei","Esociformes","Esocidae","Esox","1","0","Esox masquinongy"
"146","Salvelinus alpinus",127188,"Salvelinus alpinus","accepted","8036","Salvelinus alpinus",127188,NA,"species","(Linnaeus, 1758)","Teleostei","Salmoniformes","Salmonidae","Salvelinus","0","0","Salvelinus alpinus"
"147","Anguilla rostrata",158562,"Anguilla rostrata","accepted","7938","Anguilla rostrata",158562,NA,"species","(Lesueur, 1817)","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0","Anguilla rostrata"
"148","Thunnus albacares",127027,"Thunnus albacares","accepted","8236","Thunnus albacares",127027,NA,"species","(Bonnaterre, 1788)","Teleostei","Scombriformes","Scombridae","Thunnus","0","0","Thunnus albacares"
"149","Megalops atlanticus",126430,"Megalops atlanticus","accepted","7932","Megalops atlanticus",126430,NA,"species","Valenciennes, 1847","Teleostei","Elopiformes","Megalopidae","Megalops","0","0","Megalops atlanticus"
"150","Prosopium williamsoni",567546,"Prosopium williamsoni","accepted","89337","Prosopium williamsoni",567546,NA,"species","(Girard, 1856)","Teleostei","Salmoniformes","Salmonidae","Prosopium","1","0","Prosopium williamsoni"
"151","Salvelinus malma",254570,"Salvelinus malma","accepted","8039","Salvelinus malma",254570,NA,"species","(Walbaum, 1792)","Teleostei","Salmoniformes","Salmonidae","Salvelinus","0","0","Salvelinus malma"
"152","Oncorhynchus mykiss",127185,"Oncorhynchus mykiss","accepted","8022","Oncorhynchus mykiss",127185,NA,"species","(Walbaum, 1792)","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","0","0","Oncorhynchus mykiss"
"153","Oncorhynchus gorbuscha",127182,"Oncorhynchus gorbuscha","accepted","8017","Oncorhynchus gorbuscha",127182,NA,"species","(Walbaum, 1792)","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","0","0","Oncorhynchus gorbuscha"
"154","Oncorhynchus kisutch",127184,"Oncorhynchus kisutch","accepted","8019","Oncorhynchus kisutch",127184,NA,"species","(Walbaum, 1792)","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","0","0","Oncorhynchus kisutch"
"155","Salvelinus namaycush",567548,"Salvelinus namaycush","accepted","8040","Salvelinus namaycush",567548,NA,"species","(Walbaum, 1792)","Teleostei","Salmoniformes","Salmonidae","Salvelinus","1","0","Salvelinus namaycush"
"156","Salmo salar",127186,"Salmo salar","accepted","8030","Salmo salar",127186,NA,"species","Linnaeus, 1758","Teleostei","Salmoniformes","Salmonidae","Salmo","0","0","Salmo salar"
"157","Acipenser",125618,"Acipenser","accepted","654604","Acipenser",125618,NA,"genus","Linnaeus, 1758","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","0","0","Acipenser"
"158","Acipenser",125618,"Acipenser","accepted","632696","Acipenser",125618,NA,"genus","Linnaeus, 1758","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","0","0","Acipenser"
"159","Acipenser",125618,"Acipenser","accepted","632694","Acipenser",125618,NA,"genus","Linnaeus, 1758","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","0","0","Acipenser"
"160","Acipenser",125618,"Acipenser","accepted","632695","Acipenser",125618,NA,"genus","Linnaeus, 1758","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","0","0","Acipenser"
"161","Acipenser",125618,"Acipenser","accepted","1421439","Acipenser",125618,NA,"genus","Linnaeus, 1758","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","0","0","Acipenser"
"162","Thymallus thymallus",154375,"Thymallus thymallus","accepted","36185","Thymallus thymallus",154375,NA,"species","(Linnaeus, 1758)","Teleostei","Salmoniformes","Salmonidae","Thymallus","0","0","Thymallus thymallus"
"163","Oncorhynchus tshawytscha",158075,"Oncorhynchus tshawytscha","accepted","74940","Oncorhynchus tshawytscha",158075,NA,"species","(Walbaum, 1792)","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","0","0","Oncorhynchus tshawytscha"
"164","Oncorhynchus nerka",254569,"Oncorhynchus nerka","accepted","8023","Oncorhynchus nerka",254569,NA,"species","(Walbaum, 1792)","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","0","0","Oncorhynchus nerka"
"165","Oncorhynchus clarkii",274347,"Oncorhynchus clarkii","accepted","30962","Oncorhynchus clarkii",274347,NA,"species","(Richardson, 1836)","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","0","0","Oncorhynchus clarkii"
"166","Pinjalo pinjalo",218506,"Pinjalo pinjalo","accepted","264216","Pinjalo pinjalo",218506,NA,"species","(Bleeker, 1850)","Teleostei","Eupercaria incertae sedis","Lutjanidae","Pinjalo","0","0","Pinjalo pinjalo"
"167","Lethrinus lentjan",212061,"Lethrinus lentjan","accepted","182656","Lethrinus lentjan",212061,NA,"species","(Lacepède, 1802)","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","0","0","Lethrinus lentjan"
"168","Lutjanus erythropterus",276534,"Lutjanus erythropterus","accepted","211835","Lutjanus erythropterus",276534,NA,"species","Bloch, 1790","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","0","0","Lutjanus erythropterus"
"169","Lutjanus argentimaculatus",218498,"Lutjanus argentimaculatus","accepted","211834","Lutjanus argentimaculatus",218498,NA,"species","(Forsskål, 1775)","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","0","0","Lutjanus argentimaculatus"
"170","Lutjanus malabaricus",218481,"Lutjanus malabaricus","accepted","218797","Lutjanus malabaricus",218481,NA,"species","(Bloch & Schneider, 1801)","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","0","0","Lutjanus malabaricus"
"171","Lutjanus sanguineus",218487,"Lutjanus sanguineus","accepted","264213","Lutjanus sanguineus",218487,NA,"species","(Cuvier, 1828)","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","0","0","Lutjanus sanguineus"
"172","Semotilus thoreauianus",1020182,"Semotilus thoreauianus","accepted","67559","Semotilus thoreauianus",1020182,NA,"species","Jordan, 1877","Teleostei","Cypriniformes","Cyprinidae","Semotilus","1","0","Semotilus thoreauianus"
"173","Semotilus atromaculatus",590495,"Semotilus atromaculatus","accepted","67558","Semotilus atromaculatus",590495,NA,"species","(Mitchill, 1818)","Teleostei","Cypriniformes","Cyprinidae","Semotilus","1","0","Semotilus atromaculatus"
"174","Meda fulgida",1021389,"Meda fulgida","accepted","67549","Meda fulgida",1021389,NA,"species","Girard, 1856","Teleostei","Cypriniformes","Cyprinidae","Meda","1","0","Meda fulgida"
"175","Couesius plumbeus",567529,"Couesius plumbeus","accepted","67539","Couesius plumbeus",567529,NA,"species","(Agassiz, 1850)","Teleostei","Cypriniformes","Cyprinidae","Couesius","1","0","Couesius plumbeus"
"176","Odontobutis obscura",1621462,"Odontobutis obscura","misspelling","86244","Odontobutis obscurus",1022043,NA,"species","(Temminck & Schlegel, 1845)","Teleostei","Gobiiformes","Odontobutidae","Odontobutis","1","0","Odontobutis obscurus"
"177","Hemibarbus barbus",1251044,"Hemibarbus barbus","unaccepted","80793","Hemibarbus labeo",1015524,NA,"species","(Pallas, 1776)","Teleostei","Cypriniformes","Cyprinidae","Hemibarbus","1","0","Hemibarbus labeo"
"178","Thysanactis",271092,"Thysanactis","accepted","1738845","Thysanactis",271092,NA,"genus","Regan & Trewavas, 1930","Teleostei","Stomiiformes","Stomiidae","Thysanactis","0","0","Thysanactis"
"179","Heterophotus ophistoma",158733,"Heterophotus ophistoma","accepted","882837","Heterophotus ophistoma",158733,NA,"species","Regan & Trewavas, 1929","Teleostei","Stomiiformes","Stomiidae","Heterophotus","0","0","Heterophotus ophistoma"
"180","Leptostomias robustus",275160,"Leptostomias robustus","accepted","3033735","Leptostomias robustus",275160,NA,"species","Imai, 1941","Teleostei","Stomiiformes","Stomiidae","Leptostomias","0","0","Leptostomias robustus"
"181","Doryrhamphus excisus",218002,"Doryrhamphus excisus","accepted","161450","Doryrhamphus excisus",218002,NA,"species","Kaup, 1856","Teleostei","Syngnathiformes","Syngnathidae","Doryrhamphus","0","0","Doryrhamphus excisus"
"182","Dictyosoma burgeri",280546,"Dictyosoma burgeri","accepted","57790","Dictyosoma burgeri",280546,NA,"species","van der Hoeven, 1855","Teleostei","Perciformes","Stichaeidae","Dictyosoma","0","0","Dictyosoma burgeri"
"183","Dictyosoma rubrimaculatum",280547,"Dictyosoma rubrimaculatum","accepted","999932","Dictyosoma rubrimaculatum",280547,NA,"species","Yatsu, Yasuda & Taki, 1978","Teleostei","Perciformes","Stichaeidae","Dictyosoma","0","0","Dictyosoma rubrimaculatum"
"184","Pseudocyttus maculatus",127424,"Pseudocyttus maculatus","accepted","244852","Pseudocyttus maculatus",127424,NA,"species","Gilchrist, 1906","Teleostei","Zeiformes","Oreosomatidae","Pseudocyttus","0","0","Pseudocyttus maculatus"
"185","Allocyttus verrucosus",127422,"Allocyttus verrucosus","accepted","245700","Allocyttus verrucosus",127422,NA,"species","(Gilchrist, 1906)","Teleostei","Zeiformes","Oreosomatidae","Allocyttus","0","0","Allocyttus verrucosus"
"186","Takifugu flavidus",278418,"Takifugu flavidus","accepted","433684","Takifugu flavidus",278418,NA,"species","(Li, Wang & Wang, 1975)","Teleostei","Tetraodontiformes","Tetraodontidae","Takifugu","0","0","Takifugu flavidus"
"187","Zoarchias glaber",283219,"Zoarchias glaber","accepted","1419733","Zoarchias glaber",283219,NA,"species","Tanaka, 1908","Teleostei","Perciformes","Stichaeidae","Zoarchias","0","0","Zoarchias glaber"
"188","Brotula",159065,"Brotula","accepted","2202296","Brotula",159065,NA,"genus","Cuvier, 1829","Teleostei","Ophidiiformes","Ophidiidae","Brotula","0","0","Brotula"
"189","Brotula",159065,"Brotula","accepted","1696827","Brotula",159065,NA,"genus","Cuvier, 1829","Teleostei","Ophidiiformes","Ophidiidae","Brotula","0","0","Brotula"
"190","Brotula",159065,"Brotula","accepted","1696826","Brotula",159065,NA,"genus","Cuvier, 1829","Teleostei","Ophidiiformes","Ophidiidae","Brotula","0","0","Brotula"
"191","Brotula",159065,"Brotula","accepted","2768194","Brotula",159065,NA,"genus","Cuvier, 1829","Teleostei","Ophidiiformes","Ophidiidae","Brotula","0","0","Brotula"
"192","Brotula",159065,"Brotula","accepted","2768202","Brotula",159065,NA,"genus","Cuvier, 1829","Teleostei","Ophidiiformes","Ophidiidae","Brotula","0","0","Brotula"
"193","Brotula",159065,"Brotula","accepted","2768201","Brotula",159065,NA,"genus","Cuvier, 1829","Teleostei","Ophidiiformes","Ophidiidae","Brotula","0","0","Brotula"
"194","Brotula",159065,"Brotula","accepted","2768193","Brotula",159065,NA,"genus","Cuvier, 1829","Teleostei","Ophidiiformes","Ophidiidae","Brotula","0","0","Brotula"
"195","Brotula",159065,"Brotula","accepted","2704977","Brotula",159065,NA,"genus","Cuvier, 1829","Teleostei","Ophidiiformes","Ophidiidae","Brotula","0","0","Brotula"
"196","Pholis crassispina",273687,"Pholis crassispina","accepted","283025","Pholis crassispina",273687,NA,"species","(Temminck & Schlegel, 1845)","Teleostei","Perciformes","Pholidae","Pholis","0","0","Pholis crassispina"
"197","Pholis fangi",273688,"Pholis fangi","accepted","643647","Pholis fangi",273688,NA,"species","(Wang & Wang, 1935)","Teleostei","Perciformes","Pholidae","Pholis","0","0","Pholis fangi"
"198","Parexocoetus brachypterus",217872,"Parexocoetus brachypterus","accepted","129057","Parexocoetus brachypterus",217872,NA,"species","(Richardson, 1846)","Teleostei","Beloniformes","Exocoetidae","Parexocoetus","0","0","Parexocoetus brachypterus"
"199","Pholis nebulosa",273691,"Pholis nebulosa","accepted","283027","Pholis nebulosa",273691,NA,"species","(Temminck & Schlegel, 1845)","Teleostei","Perciformes","Pholidae","Pholis","0","0","Pholis nebulosa"
"200","Diaphus effulgens",126591,"Diaphus effulgens","accepted","473308","Diaphus effulgens",126591,NA,"species","(Goode & Bean, 1896)","Teleostei","Myctophiformes","Myctophidae","Diaphus","0","0","Diaphus effulgens"
"201","Pseudaspius hakonensis",1572045,"Pseudaspius hakonensis","accepted","3004147","Pseudaspius hakonensis",1572045,NA,"species","(Günther, 1877)","Teleostei","Cypriniformes","Cyprinidae","Pseudaspius","0","0","Pseudaspius hakonensis"
"202","Dasyscopelus obtusirostris",1525495,"Dasyscopelus obtusirostris","accepted","3028463","Dasyscopelus obtusirostris",1525495,NA,"species","(Tåning, 1928)","Teleostei","Myctophiformes","Myctophidae","Dasyscopelus","0","0","Dasyscopelus obtusirostris"
"203","Rhinogobius",270737,"Rhinogobius","accepted","1738877","Rhinogobius",270737,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Rhinogobius","0","0","Rhinogobius"
"204","Rhinogobius",270737,"Rhinogobius","accepted","1642140","Rhinogobius",270737,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Rhinogobius","0","0","Rhinogobius"
"205","Rhinogobius",270737,"Rhinogobius","accepted","261199","Rhinogobius",270737,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Rhinogobius","0","0","Rhinogobius"
"206","Rhinogobius",270737,"Rhinogobius","accepted","1544533","Rhinogobius",270737,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Rhinogobius","0","0","Rhinogobius"
"207","Rhinogobius",270737,"Rhinogobius","accepted","291303","Rhinogobius",270737,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Rhinogobius","0","0","Rhinogobius"
"208","Rhinogobius",270737,"Rhinogobius","accepted","1544529","Rhinogobius",270737,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Rhinogobius","0","0","Rhinogobius"
"209","Rhinogobius",270737,"Rhinogobius","accepted","1544527","Rhinogobius",270737,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Rhinogobius","0","0","Rhinogobius"
"210","Rhinogobius",270737,"Rhinogobius","accepted","1696877","Rhinogobius",270737,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Rhinogobius","0","0","Rhinogobius"
