"","ncbi_sp","original_aphiaid","worms_match","status","ncbi_uid","worms_sciname","worms_aphiaid","unacceptreason","rank","valid_authority","class","order","family","genus","freshwater_only","terrestrial_only","found_taxa"
"1","Luciogobius",269746,"Luciogobius","accepted","3056946","Luciogobius",269746,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Luciogobius","0","0","Luciogobius"
"2","Luciogobius",269746,"Luciogobius","accepted","2996055","Luciogobius",269746,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Luciogobius","0","0","Luciogobius"
"3","Luciogobius",269746,"Luciogobius","accepted","2768217","Luciogobius",269746,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Luciogobius","0","0","Luciogobius"
"4","Luciogobius",269746,"Luciogobius","accepted","2768213","Luciogobius",269746,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Luciogobius","0","0","Luciogobius"
"5","Luciogobius",269746,"Luciogobius","accepted","2768214","Luciogobius",269746,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Luciogobius","0","0","Luciogobius"
"6","Luciogobius",269746,"Luciogobius","accepted","2768219","Luciogobius",269746,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Luciogobius","0","0","Luciogobius"
"7","Luciogobius",269746,"Luciogobius","accepted","2768220","Luciogobius",269746,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Luciogobius","0","0","Luciogobius"
"8","Luciogobius",269746,"Luciogobius","accepted","2768218","Luciogobius",269746,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Luciogobius","0","0","Luciogobius"
"9","Luciogobius",269746,"Luciogobius","accepted","2768215","Luciogobius",269746,NA,"genus","Gill, 1859","Teleostei","Gobiiformes","Gobiidae","Luciogobius","0","0","Luciogobius"
"10","Rineloricaria",270761,"Rineloricaria","accepted","1748087","Rineloricaria",270761,NA,"genus","Bleeker, 1862","Teleostei","Siluriformes","Loricariidae","Rineloricaria","1","0","Rineloricaria"
"11","Rineloricaria",270761,"Rineloricaria","accepted","1748085","Rineloricaria",270761,NA,"genus","Bleeker, 1862","Teleostei","Siluriformes","Loricariidae","Rineloricaria","1","0","Rineloricaria"
"12","Rineloricaria",270761,"Rineloricaria","accepted","1748086","Rineloricaria",270761,NA,"genus","Bleeker, 1862","Teleostei","Siluriformes","Loricariidae","Rineloricaria","1","0","Rineloricaria"
"13","Rineloricaria",270761,"Rineloricaria","accepted","1748080","Rineloricaria",270761,NA,"genus","Bleeker, 1862","Teleostei","Siluriformes","Loricariidae","Rineloricaria","1","0","Rineloricaria"
"14","Rineloricaria",270761,"Rineloricaria","accepted","1748088","Rineloricaria",270761,NA,"genus","Bleeker, 1862","Teleostei","Siluriformes","Loricariidae","Rineloricaria","1","0","Rineloricaria"
"15","Rineloricaria",270761,"Rineloricaria","accepted","503127","Rineloricaria",270761,NA,"genus","Bleeker, 1862","Teleostei","Siluriformes","Loricariidae","Rineloricaria","1","0","Rineloricaria"
"16","Harttia",269319,"Harttia","accepted","1748048","Harttia",269319,NA,"genus","Steindachner, 1877","Teleostei","Siluriformes","Loricariidae","Harttia","1","0","Harttia"
"17","Hemibrycon",269337,"Hemibrycon","accepted","1463340","Hemibrycon",269337,NA,"genus","Günther, 1864","Teleostei","Characiformes","Characidae","Hemibrycon","1","0","Hemibrycon"
"18","Hemibrycon",269337,"Hemibrycon","accepted","1463339","Hemibrycon",269337,NA,"genus","Günther, 1864","Teleostei","Characiformes","Characidae","Hemibrycon","1","0","Hemibrycon"
"19","Hemibrycon polyodon",1009037,"Hemibrycon polyodon","accepted","1463338","Hemibrycon polyodon",1009037,NA,"species","(Günther, 1864)","Teleostei","Characiformes","Characidae","Hemibrycon","1","0","Hemibrycon polyodon"
"20","Rivulus",270765,"Rivulus","accepted","61761","Rivulus",270765,NA,"genus","Poey, 1860","Teleostei","Cyprinodontiformes","Rivulidae","Rivulus","1","0","Rivulus"
"21","Rivulus",270765,"Rivulus","accepted","61759","Rivulus",270765,NA,"genus","Poey, 1860","Teleostei","Cyprinodontiformes","Rivulidae","Rivulus","1","0","Rivulus"
"22","Arothron",156706,"Arothron","accepted","2487128","Arothron",156706,NA,"genus","Müller, 1841","Teleostei","Tetraodontiformes","Tetraodontidae","Arothron","0","0","Arothron"
"23","Loricaria",269734,"Loricaria","accepted","52086","Loricaria",269734,NA,"genus","Linnaeus, 1758","Teleostei","Siluriformes","Loricariidae","Loricaria","1","0","Loricaria"
"24","Loricaria",1076522,"Loricaria","accepted","52086","Loricaria",269734,NA,"genus","Linnaeus, 1758","Teleostei","Siluriformes","Loricariidae","Loricaria","1","0","Loricaria"
"25","Loricaria",1381630,"Loricaria","unaccepted","52086","Eucratea",110908,"Homonym","genus","Lamouroux, 1812","Gymnolaemata","Cheilostomatida","Eucrateidae","Loricaria","0","0","Eucratea"
"26","Chaetostoma",268707,"Chaetostoma","accepted","52078","Chaetostoma",268707,NA,"genus","Tschudi, 1846","Teleostei","Siluriformes","Loricariidae","Chaetostoma","1","0","Chaetostoma"
"27","Knipowitschia",125990,"Knipowitschia","accepted","1079966","Knipowitschia",125990,NA,"genus","Iljin, 1927","Teleostei","Gobiiformes","Gobiidae","Knipowitschia","0","0","Knipowitschia"
"28","Knipowitschia",125990,"Knipowitschia","accepted","1079965","Knipowitschia",125990,NA,"genus","Iljin, 1927","Teleostei","Gobiiformes","Gobiidae","Knipowitschia","0","0","Knipowitschia"
"29","Knipowitschia",125990,"Knipowitschia","accepted","1079964","Knipowitschia",125990,NA,"genus","Iljin, 1927","Teleostei","Gobiiformes","Gobiidae","Knipowitschia","0","0","Knipowitschia"
"30","Knipowitschia panizzae",126901,"Knipowitschia panizzae","accepted","1079962","Knipowitschia panizzae",126901,NA,"species","(Verga, 1841)","Teleostei","Gobiiformes","Gobiidae","Knipowitschia","0","0","Knipowitschia panizzae"
"31","Knipowitschia panizzae",126901,"Knipowitschia panizzae","accepted","1079961","Knipowitschia panizzae",126901,NA,"species","(Verga, 1841)","Teleostei","Gobiiformes","Gobiidae","Knipowitschia","0","0","Knipowitschia panizzae"
"32","Acheilognathus tabira",1017240,"Acheilognathus tabira","accepted","80786","Acheilognathus tabira",1017240,NA,"species","Jordan & Thompson, 1914","Teleostei","Cypriniformes","Cyprinidae","Acheilognathus","0","0","Acheilognathus tabira"
"33","Acheilognathus tabira",1017240,"Acheilognathus tabira","accepted","80785","Acheilognathus tabira",1017240,NA,"species","Jordan & Thompson, 1914","Teleostei","Cypriniformes","Cyprinidae","Acheilognathus","0","0","Acheilognathus tabira"
"34","Hemibarbus",269335,"Hemibarbus","accepted","1429434","Hemibarbus",269335,NA,"genus","Bleeker, 1860","Teleostei","Cypriniformes","Cyprinidae","Hemibarbus","1","0","Hemibarbus"
"35","Carassius auratus",154298,"Carassius auratus","accepted","564874","Carassius auratus",154298,NA,"species","(Linnaeus, 1758)","Teleostei","Cypriniformes","Cyprinidae","Carassius","0","0","Carassius auratus"
"36","Gymnocypris przewalskii",1020303,"Gymnocypris przewalskii","accepted","1948882","Gymnocypris przewalskii",1020303,NA,"species","(Kessler, 1876)","Teleostei","Cypriniformes","Cyprinidae","Gymnocypris","1","0","Gymnocypris przewalskii"
"37","Hypseleotris",205500,"Hypseleotris","accepted","1070326","Hypseleotris",205500,NA,"genus","Gill, 1863","Teleostei","Gobiiformes","Eleotridae","Hypseleotris","0","0","Hypseleotris"
"38","Gymnothorax buroensis",217479,"Gymnothorax buroensis","accepted","876628","Gymnothorax buroensis",217479,NA,"species","(Bleeker, 1857)","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","0","0","Gymnothorax buroensis"
"39","Gymnothorax hepaticus",217489,"Gymnothorax hepaticus","accepted","473456","Gymnothorax hepaticus",217489,NA,"species","(Rüppell, 1830)","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","0","0","Gymnothorax hepaticus"
"40","Gymnothorax prismodon",271875,"Gymnothorax prismodon","accepted","3000936","Gymnothorax prismodon",271875,NA,"species","Böhlke & Randall, 2000","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","0","0","Gymnothorax prismodon"
"41","Gymnothorax reticularis",217511,"Gymnothorax reticularis","accepted","189505","Gymnothorax reticularis",217511,NA,"species","Bloch, 1795","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","0","0","Gymnothorax reticularis"
"42","Gymnothorax richardsonii",271882,"Gymnothorax richardsonii","accepted","876637","Gymnothorax richardsonii",271882,NA,"species","(Bleeker, 1852)","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","0","0","Gymnothorax richardsonii"
"43","Echidna polyzona",217467,"Echidna polyzona","accepted","876624","Echidna polyzona",217467,NA,"species","(Richardson, 1845)","Teleostei","Anguilliformes","Muraenidae","Echidna","0","0","Echidna polyzona"
"44","Enchelycore pardalis",217472,"Enchelycore pardalis","accepted","586820","Enchelycore pardalis",217472,NA,"species","(Temminck & Schlegel, 1846)","Teleostei","Anguilliformes","Muraenidae","Enchelycore","0","0","Enchelycore pardalis"
"45","Gymnothorax eurostus",217496,"Gymnothorax eurostus","accepted","473453","Gymnothorax eurostus",217496,NA,"species","(Abbott, 1860)","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","0","0","Gymnothorax eurostus"
"46","Epinephelus undulosus",218229,"Epinephelus undulosus","unaccepted","160728","Mycteroperca acutirostris",273876,NA,"species","(Valenciennes, 1828)","Teleostei","Perciformes","Serranidae","Epinephelus","0","0","Mycteroperca acutirostris"
"47","Epinephelus undulosus",367207,"Epinephelus undulosus","accepted","160728","Epinephelus undulosus",367207,NA,"species","(Quoy & Gaimard, 1824)","Teleostei","Perciformes","Serranidae","Epinephelus","0","0","Epinephelus undulosus"
"48","Epinephelus multinotatus",218237,"Epinephelus multinotatus","accepted","252599","Epinephelus multinotatus",218237,NA,"species","(Peters, 1876)","Teleostei","Perciformes","Serranidae","Epinephelus","0","0","Epinephelus multinotatus"
"49","Epinephelus cyanopodus",273845,"Epinephelus cyanopodus","accepted","308565","Epinephelus cyanopodus",273845,NA,"species","(Richardson, 1846)","Teleostei","Perciformes","Serranidae","Epinephelus","0","0","Epinephelus cyanopodus"
"50","Epinephelus flavocaeruleus",218203,"Epinephelus flavocaeruleus","accepted","327813","Epinephelus flavocaeruleus",218203,NA,"species","(Lacepède, 1802)","Teleostei","Perciformes","Serranidae","Epinephelus","0","0","Epinephelus flavocaeruleus"
"51","Fossorochromis rostratus",1016786,"Fossorochromis rostratus","accepted","137271","Fossorochromis rostratus",1016786,NA,"species","(Boulenger, 1899)","Teleostei","Cichliformes","Cichlidae","Fossorochromis","1","0","Fossorochromis rostratus"
"52","Biwia zezera",1026901,"Biwia zezera","accepted","143612","Biwia zezera",1026901,NA,"species","(Ishikawa, 1895)","Teleostei","Cypriniformes","Cyprinidae","Biwia","1","0","Biwia zezera"
"53","Leptobotia mantschurica",1531744,"Leptobotia mantschurica","unaccepted","357286","Parabotia mantschuricus",1018344,NA,"species","(Berg, 1907)","Teleostei","Cypriniformes","Cobitidae","Leptobotia","1","0","Parabotia mantschuricus"
"54","Micropterus salmoides",151295,"Micropterus salmoides","accepted","27706","Micropterus salmoides",151295,NA,"species","(Lacepède, 1802)","Teleostei","Centrarchiformes","Centrarchidae","Micropterus","1","0","Micropterus salmoides"
"55","Perca fluviatilis",151353,"Perca fluviatilis","accepted","8168","Perca fluviatilis",151353,NA,"species","Linnaeus, 1758","Teleostei","Perciformes","Percidae","Perca","0","0","Perca fluviatilis"
"56","Caesioperca lepidoptera",280011,"Caesioperca lepidoptera","accepted","236882","Caesioperca lepidoptera",280011,NA,"species","(Forster, 1801)","Teleostei","Perciformes","Serranidae","Caesioperca","0","0","Caesioperca lepidoptera"
"57","Morone saxatilis",151179,"Morone saxatilis","accepted","34816","Morone saxatilis",151179,NA,"species","(Walbaum, 1792)","Teleostei","Eupercaria incertae sedis","Moronidae","Morone","0","0","Morone saxatilis"
"58","Nannoperca vittata",1020471,"Nannoperca vittata","accepted","135774","Nannoperca vittata",1020471,NA,"species","(Castelnau, 1873)","Teleostei","Centrarchiformes","Percichthyidae","Nannoperca","1","0","Nannoperca vittata"
"59","Nannoperca australis",1020006,"Nannoperca australis","accepted","135770","Nannoperca australis",1020006,NA,"species","Günther, 1861","Teleostei","Centrarchiformes","Percichthyidae","Nannoperca","1","0","Nannoperca australis"
"60","Maccullochella peelii peelii",1627560,"Maccullochella peelii peelii","unaccepted","135762","Maccullochella peelii",991273,"senior synonym","subspecies","(Mitchell, 1838)","Teleostei","Centrarchiformes","Percichthyidae","Maccullochella","1","0","Maccullochella peelii"
"61","Maccullochella macquariensis",991272,"Maccullochella macquariensis","accepted","135760","Maccullochella macquariensis",991272,NA,"species","(Cuvier, 1829)","Teleostei","Centrarchiformes","Percichthyidae","Maccullochella","1","0","Maccullochella macquariensis"
"62","Macquaria australasica",991274,"Macquaria australasica","accepted","135765","Macquaria australasica",991274,NA,"species","Cuvier, 1830","Teleostei","Centrarchiformes","Percichthyidae","Macquaria","1","0","Macquaria australasica"
"63","Macquaria ambigua",1020364,"Macquaria ambigua","accepted","135764","Macquaria ambigua",1020364,NA,"species","(Richardson, 1845)","Teleostei","Centrarchiformes","Percichthyidae","Macquaria","1","0","Macquaria ambigua"
"64","Bostockia porosa",1019059,"Bostockia porosa","accepted","135752","Bostockia porosa",1019059,NA,"species","Castelnau, 1873","Teleostei","Centrarchiformes","Percichthyidae","Bostockia","1","0","Bostockia porosa"
"65","Gadopsis marmoratus",1021911,"Gadopsis marmoratus","accepted","135755","Gadopsis marmoratus",1021911,NA,"species","Richardson, 1848","Teleostei","Centrarchiformes","Percichthyidae","Gadopsis","1","0","Gadopsis marmoratus"
"66","Epinephelus chlorostigma",218199,"Epinephelus chlorostigma","accepted","306578","Epinephelus chlorostigma",218199,NA,"species","(Valenciennes, 1828)","Teleostei","Perciformes","Serranidae","Epinephelus","0","0","Epinephelus chlorostigma"
"67","Epinephelus radiatus",218222,"Epinephelus radiatus","accepted","323803","Epinephelus radiatus",218222,NA,"species","(Day, 1868)","Teleostei","Perciformes","Serranidae","Epinephelus","0","0","Epinephelus radiatus"
"68","Epinephelus summana",218238,"Epinephelus summana","accepted","1550416","Epinephelus summana",218238,NA,"species","(Forsskål, 1775)","Teleostei","Perciformes","Serranidae","Epinephelus","0","0","Epinephelus summana"
"69","Epinephelus tauvina",218205,"Epinephelus tauvina","accepted","203262","Epinephelus tauvina",218205,NA,"species","(Forsskål, 1775)","Teleostei","Perciformes","Serranidae","Epinephelus","0","0","Epinephelus tauvina"
"70","Epinephelus malabaricus",218206,"Epinephelus malabaricus","accepted","162300","Epinephelus malabaricus",218206,NA,"species","(Bloch & Schneider, 1801)","Teleostei","Perciformes","Serranidae","Epinephelus","0","0","Epinephelus malabaricus"
"71","Epinephelus areolatus",218204,"Epinephelus areolatus","accepted","160715","Epinephelus areolatus",218204,NA,"species","(Forsskål, 1775)","Teleostei","Perciformes","Serranidae","Epinephelus","0","0","Epinephelus areolatus"
"72","Pseudodax moluccanus",219046,"Pseudodax moluccanus","accepted","188119","Pseudodax moluccanus",219046,NA,"species","(Valenciennes, 1840)","Teleostei","Eupercaria incertae sedis","Labridae","Pseudodax","0","0","Pseudodax moluccanus"
"73","Choerodon fasciatus",277268,"Choerodon fasciatus","accepted","188117","Choerodon fasciatus",277268,NA,"species","(Günther, 1867)","Teleostei","Eupercaria incertae sedis","Labridae","Choerodon","0","0","Choerodon fasciatus"
"74","Cryptotomus roseus",277118,"Cryptotomus roseus","accepted","90412","Cryptotomus roseus",277118,NA,"species","Cope, 1871","Teleostei","Eupercaria incertae sedis","Scaridae","Cryptotomus","0","0","Cryptotomus roseus"
"75","Nicholsina usta",159298,"Nicholsina usta","accepted","90413","Nicholsina usta",159298,NA,"species","(Valenciennes, 1840)","Teleostei","Eupercaria incertae sedis","Scaridae","Nicholsina","0","0","Nicholsina usta"
"76","Leptoscarus vaigiensis",219091,"Leptoscarus vaigiensis","accepted","2913886","Leptoscarus vaigiensis",219091,NA,"species","(Quoy & Gaimard, 1824)","Teleostei","Eupercaria incertae sedis","Scaridae","Leptoscarus","0","0","Leptoscarus vaigiensis"
"77","Hipposcarus longiceps",278899,"Hipposcarus longiceps","accepted","188114","Hipposcarus longiceps",278899,NA,"species","(Valenciennes, 1840)","Teleostei","Eupercaria incertae sedis","Scaridae","Hipposcarus","0","0","Hipposcarus longiceps"
"78","Calotomus carolinus",219076,"Calotomus carolinus","accepted","188112","Calotomus carolinus",219076,NA,"species","(Valenciennes, 1840)","Teleostei","Eupercaria incertae sedis","Scaridae","Calotomus","0","0","Calotomus carolinus"
"79","Bolbometopon muricatum",219074,"Bolbometopon muricatum","accepted","188110","Bolbometopon muricatum",219074,NA,"species","(Valenciennes, 1840)","Teleostei","Eupercaria incertae sedis","Scaridae","Bolbometopon","0","0","Bolbometopon muricatum"
"80","Chlorurus oedema",277508,"Chlorurus oedema","accepted","188108","Chlorurus oedema",277508,NA,"species","(Snyder, 1909)","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus","0","0","Chlorurus oedema"
"81","Chlorurus sordidus",219082,"Chlorurus sordidus","accepted","126671","Chlorurus sordidus",219082,NA,"species","(Forsskål, 1775)","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus","0","0","Chlorurus sordidus"
"82","Cetoscarus bicolor",219078,"Cetoscarus bicolor","accepted","188107","Cetoscarus bicolor",219078,NA,"species","(Rüppell, 1829)","Teleostei","Eupercaria incertae sedis","Scaridae","Cetoscarus","0","0","Cetoscarus bicolor"
"83","Scarus frenatus",219113,"Scarus frenatus","accepted","126672","Scarus frenatus",219113,NA,"species","Lacepède, 1802","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","0","0","Scarus frenatus"
"84","Scarus flavipectoralis",276045,"Scarus flavipectoralis","accepted","188105","Scarus flavipectoralis",276045,NA,"species","Schultz, 1958","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","0","0","Scarus flavipectoralis"
"85","Scarus guacamaia",276049,"Scarus guacamaia","accepted","188104","Scarus guacamaia",276049,NA,"species","Cuvier, 1829","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","0","0","Scarus guacamaia"
"86","Scarus coelestinus",276042,"Scarus coelestinus","accepted","188103","Scarus coelestinus",276042,NA,"species","Valenciennes, 1840","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","0","0","Scarus coelestinus"
"87","Sparisoma chrysopterum",273774,"Sparisoma chrysopterum","accepted","51766","Sparisoma chrysopterum",273774,NA,"species","(Bloch & Schneider, 1801)","Teleostei","Eupercaria incertae sedis","Scaridae","Sparisoma","0","0","Sparisoma chrysopterum"
"88","Sparisoma aurofrenatum",273772,"Sparisoma aurofrenatum","accepted","59663","Sparisoma aurofrenatum",273772,NA,"species","(Valenciennes, 1840)","Teleostei","Eupercaria incertae sedis","Scaridae","Sparisoma","0","0","Sparisoma aurofrenatum"
"89","Sparisoma viride",273780,"Sparisoma viride","accepted","59666","Sparisoma viride",273780,NA,"species","(Bonnaterre, 1788)","Teleostei","Eupercaria incertae sedis","Scaridae","Sparisoma","0","0","Sparisoma viride"
"90","Rastrelliger kanagurta",127020,"Rastrelliger kanagurta","accepted","70446","Rastrelliger kanagurta",127020,NA,"species","(Cuvier, 1816)","Teleostei","Scombriformes","Scombridae","Rastrelliger","0","0","Rastrelliger kanagurta"
"91","Hippocampus coronatus",275192,"Hippocampus coronatus","accepted","103717","Hippocampus coronatus",275192,NA,"species","Temminck & Schlegel, 1850","Teleostei","Syngnathiformes","Syngnathidae","Hippocampus","0","0","Hippocampus coronatus"
"92","Hippocampus sindonis",275209,"Hippocampus sindonis","accepted","103718","Hippocampus sindonis",275209,NA,"species","Jordan & Snyder, 1901","Teleostei","Syngnathiformes","Syngnathidae","Hippocampus","0","0","Hippocampus sindonis"
"93","Hippocampus sindonis",275209,"Hippocampus sindonis","accepted","240657","Hippocampus sindonis",275209,NA,"species","Jordan & Snyder, 1901","Teleostei","Syngnathiformes","Syngnathidae","Hippocampus","0","0","Hippocampus sindonis"
"94","Hippocampus japonicus",306797,"Hippocampus japonicus","unaccepted","103716","Hippocampus mohnikei",275202,NA,"species","Bleeker, 1853","Teleostei","Syngnathiformes","Syngnathidae","Hippocampus","0","0","Hippocampus mohnikei"
"95","Hippocampus kuda",212237,"Hippocampus kuda","accepted","103715","Hippocampus kuda",212237,NA,"species","Bleeker, 1852","Teleostei","Syngnathiformes","Syngnathidae","Hippocampus","0","0","Hippocampus kuda"
"96","Thunnus thynnus thynnus",322808,"Thunnus thynnus thynnus","unaccepted","8242","Thunnus thynnus",127029,NA,"subspecies","(Linnaeus, 1758)","Teleostei","Scombriformes","Scombridae","Thunnus","0","0","Thunnus thynnus"
"97","Acipenser ruthenus",233941,"Acipenser ruthenus","accepted","7906","Acipenser ruthenus",233941,NA,"species","Linnaeus, 1758","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","0","0","Acipenser ruthenus"
"98","Gadus chalcogrammus",300735,"Gadus chalcogrammus","accepted","1042646","Gadus chalcogrammus",300735,NA,"species","Pallas, 1814","Teleostei","Gadiformes","Gadidae","Gadus","0","0","Gadus chalcogrammus"
"99","Salvelinus fontinalis",154241,"Salvelinus fontinalis","accepted","8038","Salvelinus fontinalis",154241,NA,"species","(Mitchill, 1814)","Teleostei","Salmoniformes","Salmonidae","Salvelinus","0","0","Salvelinus fontinalis"
"100","Oncorhynchus keta",127183,"Oncorhynchus keta","accepted","8018","Oncorhynchus keta",127183,NA,"species","(Walbaum, 1792)","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","0","0","Oncorhynchus keta"
"101","Myxocyprinus asiaticus",1389902,"Myxocyprinus asiaticus","accepted","70543","Myxocyprinus asiaticus",1389902,NA,"species","(Bleeker, 1864)","Teleostei","Cypriniformes","Catostomidae","Myxocyprinus","1","0","Myxocyprinus asiaticus"
"102","Umbra krameri",154237,"Umbra krameri","accepted","75933","Umbra krameri",154237,NA,"species","Walbaum, 1792","Teleostei","Esociformes","Umbridae","Umbra","1","0","Umbra krameri"
"103","Umbra krameri",1418149,"Umbra krameri","unaccepted","75933","Umbra krameri",154237,NA,"species","Walbaum, 1792","Teleostei","Esociformes","Umbridae","Umbra","1","0","Umbra krameri"
"104","Esox lucius",154210,"Esox lucius","accepted","8010","Esox lucius",154210,NA,"species","Linnaeus, 1758","Teleostei","Esociformes","Esocidae","Esox","0","0","Esox lucius"
"105","Lota lota",154388,"Lota lota","accepted","69944","Lota lota",154388,NA,"species","(Linnaeus, 1758)","Teleostei","Gadiformes","Lotidae","Lota","0","0","Lota lota"
"106","Misgurnus anguillicaudatus",991279,"Misgurnus anguillicaudatus","accepted","75329","Misgurnus anguillicaudatus",991279,NA,"species","(Cantor, 1842)","Teleostei","Cypriniformes","Cobitidae","Misgurnus","0","0","Misgurnus anguillicaudatus"
"107","Urophycis tenuis",126504,"Urophycis tenuis","accepted","183657","Urophycis tenuis",126504,NA,"species","(Mitchill, 1814)","Teleostei","Gadiformes","Phycidae","Urophycis","0","0","Urophycis tenuis"
"108","Triglops murrayi",127205,"Triglops murrayi","accepted","1266884","Triglops murrayi",127205,NA,"species","Günther, 1888","Teleostei","Perciformes","Cottidae","Triglops","0","0","Triglops murrayi"
"109","Scophthalmus aquosus",158907,"Scophthalmus aquosus","accepted","183654","Scophthalmus aquosus",158907,NA,"species","(Mitchill, 1815)","Teleostei","Pleuronectiformes","Scophthalmidae","Scophthalmus","0","0","Scophthalmus aquosus"
"110","Pseudopleuronectes americanus",158885,"Pseudopleuronectes americanus","accepted","8265","Pseudopleuronectes americanus",158885,NA,"species","(Walbaum, 1792)","Teleostei","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","0","0","Pseudopleuronectes americanus"
"111","Myoxocephalus octodecemspinosus",159520,"Myoxocephalus octodecemspinosus","accepted","68557","Myoxocephalus octodecemspinosus",159520,NA,"species","(Mitchill, 1814)","Teleostei","Perciformes","Cottidae","Myoxocephalus","0","0","Myoxocephalus octodecemspinosus"
"112","Lycodes lavalaei",127107,"Lycodes lavalaei","accepted","1266878","Lycodes lavalaei",127107,NA,"species","Vladykov & Tremblay, 1936","Teleostei","Perciformes","Zoarcidae","Lycodes","0","0","Lycodes lavalaei"
"113","Liparis gibbus",159526,"Liparis gibbus","accepted","255718","Liparis gibbus",159526,NA,"species","Bean, 1881","Teleostei","Perciformes","Liparidae","Liparis","0","0","Liparis gibbus"
"114","Myzopsetta ferruginea",1571969,"Myzopsetta ferruginea","accepted","8258","Myzopsetta ferruginea",1571969,NA,"species","(Storer, 1839)","Teleostei","Pleuronectiformes","Pleuronectidae","Myzopsetta","0","0","Myzopsetta ferruginea"
"115","Leptagonus decagonus",127191,"Leptagonus decagonus","accepted","1266873","Leptagonus decagonus",127191,NA,"species","(Bloch & Schneider, 1801)","Teleostei","Perciformes","Agonidae","Leptagonus","0","0","Leptagonus decagonus"
"116","Hippoglossoides platessoides",127137,"Hippoglossoides platessoides","accepted","34817","Hippoglossoides platessoides",127137,NA,"species","(Fabricius, 1780)","Teleostei","Pleuronectiformes","Pleuronectidae","Hippoglossoides","0","0","Hippoglossoides platessoides"
"117","Eumicrotremus spinosus",127217,"Eumicrotremus spinosus","accepted","430040","Eumicrotremus spinosus",127217,NA,"species","(Fabricius, 1776)","Teleostei","Perciformes","Cyclopteridae","Eumicrotremus","0","0","Eumicrotremus spinosus"
"118","Eumesogrammus praecisus",159817,"Eumesogrammus praecisus","accepted","980387","Eumesogrammus praecisus",159817,NA,"species","(Krøyer, 1836)","Teleostei","Perciformes","Stichaeidae","Eumesogrammus","0","0","Eumesogrammus praecisus"
"119","Aspidophoroides monopterygius",159459,"Aspidophoroides monopterygius","accepted","255537","Aspidophoroides monopterygius",159459,NA,"species","(Bloch, 1786)","Teleostei","Perciformes","Agonidae","Aspidophoroides","0","0","Aspidophoroides monopterygius"
"120","Artediellus uncinatus",127195,"Artediellus uncinatus","accepted","1266864","Artediellus uncinatus",127195,NA,"species","(Reinhardt, 1834)","Teleostei","Perciformes","Cottidae","Artediellus","0","0","Artediellus uncinatus"
"121","Artediellus atlanticus",127193,"Artediellus atlanticus","accepted","980323","Artediellus atlanticus",127193,NA,"species","Jordan & Evermann, 1898","Teleostei","Perciformes","Cottidae","Artediellus","0","0","Artediellus atlanticus"
"122","Lepadogaster purpurea",126519,"Lepadogaster purpurea","accepted","164309","Lepadogaster purpurea",126519,NA,"species","(Bonnaterre, 1788)","Teleostei","Gobiesociformes","Gobiesocidae","Lepadogaster","0","0","Lepadogaster purpurea"
"123","Lepadogaster lepadogaster",126518,"Lepadogaster lepadogaster","accepted","164308","Lepadogaster lepadogaster",126518,NA,"species","(Bonnaterre, 1788)","Teleostei","Gobiesociformes","Gobiesocidae","Lepadogaster","0","0","Lepadogaster lepadogaster"
"124","Channa argus",594763,"Channa argus","accepted","215402","Channa argus",594763,NA,"species","(Cantor, 1842)","Teleostei","Anabantiformes","Channidae","Channa","1","0","Channa argus"
"125","Lepidomeda vittata",1020375,"Lepidomeda vittata","accepted","67545","Lepidomeda vittata",1020375,NA,"species","Cope, 1874","Teleostei","Cypriniformes","Cyprinidae","Lepidomeda","1","0","Lepidomeda vittata"
"126","Platichthys flesus",127141,"Platichthys flesus","accepted","8260","Platichthys flesus",127141,NA,"species","(Linnaeus, 1758)","Teleostei","Pleuronectiformes","Pleuronectidae","Platichthys","0","0","Platichthys flesus"
