"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","eag","lag","rid","lng","lat","gnl","gnn","fml","fmn","odl","odn","cll","cln","phl","phn","cc2","sta","cny","gsc","eag.1","lag.1","cxi","ein","lin","idt","rst","ids","rss","oli","eid","rsf","late_age","early_age","taxon_name","range"
"243",959560,"occ",112321,"Clinocardium (Clinocardium) nuttallii",3,167956,"Clinocardium (Clinocardium) nuttallii",3,167956,"Pliocene",5.333,2.588,"18663;18663",-137.574005,58.640999,"Clinocardium",17485,"Cardiidae",59532,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Alaska",NA,NA,5.333,2.588,34,34,34,"Clinocardium",NA,"nuttallii",NA,NA,29911,NA,2.588,5.333,"Clinocardium (Clinocardium) nuttallii",2.745
"244",959567,"occ",112321,"Macoma sabulosa aff.",3,293273,"Macoma (Macoma) calcarea",3,98001,"Pliocene",5.333,2.588,"36540;36540",-137.574005,58.640999,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Alaska",NA,NA,5.333,2.588,34,34,34,"Macoma",NA,"sabulosa","aff.",NA,NA,NA,2.588,5.333,"Macoma sabulosa aff.",2.745
"245",959568,"occ",112321,"Macoma balthica aff.",3,107606,"Macoma balthica",3,107606,"Pliocene",5.333,2.588,"36540;36540",-137.574005,58.640999,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Alaska",NA,NA,5.333,2.588,34,34,34,"Macoma",NA,"balthica","aff.",NA,NA,NA,2.588,5.333,"Macoma balthica aff.",2.745
"246",959572,"occ",112321,"Saxicava sp.",NA,82726,"Hiatella",5,18462,"Pliocene",5.333,2.588,"36540;36540",-137.574005,58.640999,"Hiatella",18462,"Hiatellidae",60654,"Hiatellida",205310,"Bivalvia",16005,"Mollusca",7805,"US","Alaska",NA,NA,5.333,2.588,34,34,34,"Saxicava",NA,"sp.",NA,NA,NA,NA,2.588,5.333,"Saxicava sp.",2.745
"247",1229991,"occ",161922,"Aphrocallistes polytretos cf.",3,3844,"Aphrocallistes",5,3844,"Bartonian",41.3,38,"52745;52745",-123.316666,46.764442,"Aphrocallistes",3844,"Aphrocallistidae",81555,"Hexactinosa",3842,"Hexactinellida",3841,"Porifera",2894,"US","Washington","Lewis","small collection",41.3,38,107,107,107,"Aphrocallistes",NA,"polytretos","cf.",NA,NA,NA,38,41.3,"Aphrocallistes polytretos cf.",3.3
"248",1288360,"occ",56871,"Modiolus willapaensis",3,325414,"Modiolus willapaensis",3,325414,"Chattian",28.1,23.03,"55866;55866",-123.811386,46.280834,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Pacific",NA,28.1,23.03,104,104,104,"Modiolus",NA,"willapaensis",NA,NA,NA,NA,23.03,28.1,"Modiolus willapaensis",5.07
"249",1390425,"occ",191203,"Aphrocallistes polytretos",3,3844,"Aphrocallistes",5,3844,"Priabonian",38,33.9,"64487;64487",-123.940002,46.34,"Aphrocallistes",3844,"Aphrocallistidae",81555,"Hexactinosa",3842,"Hexactinellida",3841,"Porifera",2894,"US","Washington","Pacific",NA,38,33.9,106,106,106,"Aphrocallistes",NA,"polytretos",NA,NA,NA,NA,33.9,38,"Aphrocallistes polytretos",4.1
"250",1404710,"occ",126108,"Tellina sp. nov. informal",5,18314,"Tellina",5,18314,"Priabonian",38,33.9,"65879;65879",-123.260559,45.996944,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia",NA,38,33.9,106,106,106,"Tellina",NA,"sp. nov.","informal",NA,NA,NA,33.9,38,"Tellina sp. nov. informal",4.1
"251",1440867,"occ",200105,"Mytilus stillwaterensis n. sp.",3,356086,"Mytilus stillwaterensis",3,356086,"Bartonian",41.3,38,"53200;53200",-122.964996,46.397999,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Lewis","outcrop",41.3,38,107,107,107,"Mytilus",NA,"stillwaterensis","n. sp.",NA,NA,NA,38,41.3,"Mytilus stillwaterensis n. sp.",3.3
"252",1440983,"occ",201132,"Modiolus kelsoensis n. sp.",3,356089,"Modiolus kelsoensis",3,356089,"Bartonian",41.3,38,"53200;53200",-123.039032,46.232117,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington",NA,NA,41.3,38,107,107,107,"Modiolus",NA,"kelsoensis","n. sp.",NA,NA,NA,38,41.3,"Modiolus kelsoensis n. sp.",3.3
"253",1440984,"occ",201132,"Modiolus columbianus n. sp.",3,356090,"Modiolus columbianus",3,356090,"Bartonian",41.3,38,"53200;53200",-123.039032,46.232117,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington",NA,NA,41.3,38,107,107,107,"Modiolus",NA,"columbianus","n. sp.",NA,NA,NA,38,41.3,"Modiolus columbianus n. sp.",3.3
"254",1440993,"occ",201134,"Modiolus kelsoensis",3,356089,"Modiolus kelsoensis",3,356089,"Bartonian",41.3,38,"53200;53200",-122.297035,46.25946,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washinton",NA,NA,41.3,38,107,107,107,"Modiolus",NA,"kelsoensis",NA,NA,NA,NA,38,41.3,"Modiolus kelsoensis",3.3
"255",1441922,"occ",201281,"Squalus sp.",5,34562,"Squalus",5,34562,"Bartonian",41.3,38,"32147;32147",-123.417824,44.848305,"Squalus",34562,"Squalidae",81027,"Squaliformes",34536,"Chondrichthyes",34422,"Chordata",33815,"US","Oregon",NA,NA,41.3,38,107,107,107,"Squalus",NA,"sp.",NA,NA,NA,NA,38,41.3,"Squalus sp.",3.3
"256",1442812,"occ",56954,"Tellina sp.",5,18314,"Tellina",5,18314,"Rupelian",33.9,28.1,"64532;64532",-123.275391,45.981911,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia",NA,33.9,28.1,105,105,105,"Tellina",NA,"sp.",NA,NA,NA,NA,28.1,33.9,"Tellina sp.",5.8
"257",1442831,"occ",201481,"Tellina sp.",5,18314,"Tellina",5,18314,"Rupelian",33.9,28.1,"64532;64532",-123.275391,45.981911,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia",NA,33.9,28.1,105,105,105,"Tellina",NA,"sp.",NA,NA,NA,NA,28.1,33.9,"Tellina sp.",5.8
"258",1442861,"occ",201483,"Tellina sp.",5,18314,"Tellina",5,18314,"Rupelian",33.9,28.1,"64532;64532",-123.275391,45.981911,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia",NA,33.9,28.1,105,105,105,"Tellina",NA,"sp.",NA,NA,NA,NA,28.1,33.9,"Tellina sp.",5.8
"259",1442879,"occ",201484,"Brisaster "" maximums",3,33354,"Brisaster",5,33354,"Rupelian",33.9,28.1,"64532;64532",-123.275391,45.981911,"Brisaster",33354,"Schizasteridae",168699,"Spatangoida",33337,"Echinoidea",168786,"Echinodermata",30739,"US","Oregon","Columbia",NA,33.9,28.1,105,105,105,"Brisaster","""","maximums",NA,NA,NA,NA,28.1,33.9,"Brisaster "" maximums",5.8
"260",1442893,"occ",201484,"Tellina sp.",5,18314,"Tellina",5,18314,"Rupelian",33.9,28.1,"64532;64532",-123.275391,45.981911,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia",NA,33.9,28.1,105,105,105,"Tellina",NA,"sp.",NA,NA,NA,NA,28.1,33.9,"Tellina sp.",5.8
"261",1442917,"occ",201486,"Tellina sp.",5,18314,"Tellina",5,18314,"Rupelian",33.9,28.1,"64532;64532",-123.275391,45.981911,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia",NA,33.9,28.1,105,105,105,"Tellina",NA,"sp.",NA,NA,NA,NA,28.1,33.9,"Tellina sp.",5.8
"262",1444632,"occ",91623,"Modiolus addicotti n. sp.",3,386993,"Modiolus addicotti",3,386993,"Chattian",28.1,23.03,"59876;59876",-123.801003,46.485001,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Pacific","small collection",28.1,23.03,104,104,104,"Modiolus",NA,"addicotti","n. sp.",NA,NA,NA,23.03,28.1,"Modiolus addicotti n. sp.",5.07
"263",1444639,"occ",91623,"Macoma twinensis cf.",3,90161,"Macoma (Macoma) twinensis",3,363030,"Chattian",28.1,23.03,"59876;59876",-123.801003,46.485001,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Pacific","small collection",28.1,23.03,104,104,104,"Macoma",NA,"twinensis","cf.",NA,NA,NA,23.03,28.1,"Macoma twinensis cf.",5.07
"264",1444643,"occ",91623,"Aphrocallistes polytretos",3,3844,"Aphrocallistes",5,3844,"Chattian",28.1,23.03,"59876;59876",-123.801003,46.485001,"Aphrocallistes",3844,"Aphrocallistidae",81555,"Hexactinosa",3842,"Hexactinellida",3841,"Porifera",2894,"US","Washington","Pacific","small collection",28.1,23.03,104,104,104,"Aphrocallistes",NA,"polytretos",NA,NA,NA,NA,23.03,28.1,"Aphrocallistes polytretos",5.07
"265",1444749,"occ",201690,"Macoma albaria",3,90160,"Macoma albaria",3,90160,"Langhian",15.97,13.82,"61619;61619",-124.057617,44.720394,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon",NA,NA,15.97,13.82,101,101,101,"Macoma",NA,"albaria",NA,NA,NA,NA,13.82,15.97,"Macoma albaria",2.15
"266",1444750,"occ",201690,"Macoma arcata",3,17852,"Macoma",5,17852,"Langhian",15.97,13.82,"61619;61619",-124.057617,44.720394,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon",NA,NA,15.97,13.82,101,101,101,"Macoma",NA,"arcata",NA,NA,NA,NA,13.82,15.97,"Macoma arcata",2.15
"267",1444756,"occ",201690,"Tellina emacerata",3,90159,"Tellina emacerata",3,90159,"Langhian",15.97,13.82,"61619;61619",-124.057617,44.720394,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon",NA,NA,15.97,13.82,101,101,101,"Tellina",NA,"emacerata",NA,NA,NA,NA,13.82,15.97,"Tellina emacerata",2.15
"268",1456252,"occ",63086,"Cytherea newcombei ?",3,391035,"Saxidomus newcombei",3,400442,"Chattian",28.1,23.03,"61688;61688",-123.866669,48.383331,"Saxidomus",18216,"Veneridae",62779,"Veneroidei",17297,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia","Vancouver Island",NA,28.1,23.03,104,104,104,"Cytherea",NA,"newcombei","?",NA,NA,NA,23.03,28.1,"Cytherea newcombei ?",5.07
"269",1456263,"occ",203135,"Brisaster maximus n. sp.",3,356233,"Brisaster maximus",3,356233,"Chattian",28.1,23.03,"61693;61693",-123.121025,45.751801,"Brisaster",33354,"Schizasteridae",168699,"Spatangoida",33337,"Echinoidea",168786,"Echinodermata",30739,"US","Oregon","Washington",NA,28.1,23.03,104,104,104,"Brisaster",NA,"maximus","n. sp.",NA,NA,NA,23.03,28.1,"Brisaster maximus n. sp.",5.07
"270",1456264,"occ",139444,"Brisaster maximus",3,356233,"Brisaster maximus",3,356233,"Oligocene",33.9,23.03,"61693;61693",-123.309441,46.939167,"Brisaster",33354,"Schizasteridae",168699,"Spatangoida",33337,"Echinoidea",168786,"Echinodermata",30739,"US","Washington","Chehalis",NA,33.9,23.03,36,36,36,"Brisaster",NA,"maximus",NA,NA,NA,NA,23.03,33.9,"Brisaster maximus",10.87
"271",1456358,"occ",203164,"Mytilus dichotomus",3,383722,"Mytilus dichotomus",3,383722,"Bartonian",41.3,38,"69674;69674",-122.252502,47.476112,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","local area",41.3,38,107,107,107,"Mytilus",NA,"dichotomus",NA,NA,NA,NA,38,41.3,"Mytilus dichotomus",3.3
"272",1456366,"occ",203164,"Tellina cowlitzensis",3,18314,"Tellina",5,18314,"Bartonian",41.3,38,"69674;69674",-122.252502,47.476112,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","local area",41.3,38,107,107,107,"Tellina",NA,"cowlitzensis",NA,NA,NA,NA,38,41.3,"Tellina cowlitzensis",3.3
"273",1456422,"occ",203164,"Brisaster sp.",5,33354,"Brisaster",5,33354,"Bartonian",41.3,38,"69674;69674",-122.252502,47.476112,"Brisaster",33354,"Schizasteridae",168699,"Spatangoida",33337,"Echinoidea",168786,"Echinodermata",30739,"US","Washington","King","local area",41.3,38,107,107,107,"Brisaster",NA,"sp.",NA,NA,NA,NA,38,41.3,"Brisaster sp.",3.3
"274",1468851,"occ",193971,"Macoma ? sp.",5,17852,"Macoma",5,17852,"Early Oligocene",33.9,28.4,"70405;70405",-124.445831,48.316666,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Clallam County",NA,33.9,28.4,105,105,105,"Macoma","?","sp.",NA,NA,NA,NA,28.4,33.9,"Macoma ? sp.",5.5
"275",1485912,"occ",206743,"Mytilus mathewsoni",3,103005,"Crenomytilus mathewsoni",3,103006,"Chattian",28.1,23.03,"71061;71061",-126.834839,49.61681,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,NA,28.1,23.03,104,104,104,"Mytilus",NA,"mathewsoni",NA,NA,NA,NA,23.03,28.1,"Mytilus mathewsoni",5.07
"276",1486417,"occ",39943,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.25,45.75,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"277",1486418,"occ",40192,"Moerella quasimacoma n. sp.",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.25,45.75,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma","n. sp.",NA,NA,NA,33.9,38,"Moerella quasimacoma n. sp.",4.1
"278",1486420,"occ",39946,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.25,45.75,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"279",1486421,"occ",39947,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.25,45.75,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"280",1486422,"occ",39948,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.25,45.75,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"281",1486423,"occ",39952,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.25,45.75,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"282",1486424,"occ",39951,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.25,45.75,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"283",1486425,"occ",40197,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.25,45.75,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"284",1486426,"occ",40182,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.200562,45.718815,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"285",1486427,"occ",40183,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.25,45.75,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"286",1486428,"occ",40184,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.25,45.75,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"287",1486429,"occ",40199,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.25,45.75,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"288",1486430,"occ",40185,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.25,45.75,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"289",1486431,"occ",40186,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.273056,45.743919,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"290",1486432,"occ",126108,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.260559,45.996944,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia",NA,38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"291",1486433,"occ",40189,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.25,45.75,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"292",1486434,"occ",40191,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.25,45.75,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"293",1486435,"occ",40195,"Moerella quasimacoma",3,333377,"Moerella quasimacoma",3,333377,"Priabonian",38,33.9,"57317;57317",-123.25,45.75,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Columbia","outcrop",38,33.9,106,106,106,"Moerella",NA,"quasimacoma",NA,NA,NA,NA,33.9,38,"Moerella quasimacoma",4.1
"294",1486714,"occ",206861,"Mytilus hannibali n. sp.",3,400434,"Mytilus hannibali",3,400434,"Chattian",28.1,23.03,"71158;71158",-124.092781,48.432709,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,NA,28.1,23.03,104,104,104,"Mytilus",NA,"hannibali","n. sp.",NA,NA,NA,23.03,28.1,"Mytilus hannibali n. sp.",5.07
"295",1486718,"occ",63087,"Mytilus sammamishensis",3,400436,"Mytilus sammamishensis",3,400436,"Chattian",28.1,23.03,"71158;71158",-123.900002,48.383331,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia","Vancouver Island",NA,28.1,23.03,104,104,104,"Mytilus",NA,"sammamishensis",NA,NA,NA,NA,23.03,28.1,"Mytilus sammamishensis",5.07
"296",1486719,"occ",203538,"Mytilus sammamishensis",3,400436,"Mytilus sammamishensis",3,400436,"Chattian",28.1,23.03,"71158;71158",-123.866669,48.383331,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia","Vancouver Island",NA,28.1,23.03,104,104,104,"Mytilus",NA,"sammamishensis",NA,NA,NA,NA,23.03,28.1,"Mytilus sammamishensis",5.07
"297",1486720,"occ",7738,"Mytilus sammamishensis",3,400436,"Mytilus sammamishensis",3,400436,"Chattian",28.1,23.03,"71158;71158",-123.890419,48.403603,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,NA,28.1,23.03,104,104,104,"Mytilus",NA,"sammamishensis",NA,NA,NA,NA,23.03,28.1,"Mytilus sammamishensis",5.07
"298",1486721,"occ",7738,"Modiolus sookensis n. sp.",3,400438,"Modiolus sookensis",3,400438,"Chattian",28.1,23.03,"71158;71158",-123.890419,48.403603,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,NA,28.1,23.03,104,104,104,"Modiolus",NA,"sookensis","n. sp.",NA,NA,NA,23.03,28.1,"Modiolus sookensis n. sp.",5.07
"299",1486722,"occ",63087,"Modiolus sookensis",3,400438,"Modiolus sookensis",3,400438,"Chattian",28.1,23.03,"71158;71158",-123.900002,48.383331,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia","Vancouver Island",NA,28.1,23.03,104,104,104,"Modiolus",NA,"sookensis",NA,NA,NA,NA,23.03,28.1,"Modiolus sookensis",5.07
"300",1486725,"occ",63087,"Cardium sookensis n. sp.",3,400440,"Clinocardium sookensis",3,421917,"Chattian",28.1,23.03,"71158;71158",-123.900002,48.383331,"Clinocardium",17485,"Cardiidae",59532,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia","Vancouver Island",NA,28.1,23.03,104,104,104,"Cardium",NA,"sookensis","n. sp.",NA,NA,NA,23.03,28.1,"Cardium sookensis n. sp.",5.07
"301",1486727,"occ",63087,"Saxidomus newcombei",3,400442,"Saxidomus newcombei",3,400442,"Chattian",28.1,23.03,"71158;71158",-123.900002,48.383331,"Saxidomus",18216,"Veneridae",62779,"Veneroidei",17297,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia","Vancouver Island",NA,28.1,23.03,104,104,104,"Saxidomus",NA,"newcombei",NA,NA,NA,NA,23.03,28.1,"Saxidomus newcombei",5.07
"302",1486732,"occ",63087,"Tellina oregonensis",3,363026,"Tellina oregonensis",3,363026,"Chattian",28.1,23.03,"71158;71158",-123.900002,48.383331,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia","Vancouver Island",NA,28.1,23.03,104,104,104,"Tellina",NA,"oregonensis",NA,NA,NA,NA,23.03,28.1,"Tellina oregonensis",5.07
"303",1486733,"occ",206861,"Tellina oregonensis",3,363026,"Tellina oregonensis",3,363026,"Chattian",28.1,23.03,"71158;71158",-124.092781,48.432709,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,NA,28.1,23.03,104,104,104,"Tellina",NA,"oregonensis",NA,NA,NA,NA,23.03,28.1,"Tellina oregonensis",5.07
"304",1486734,"occ",63087,"Tellina vancouverensis n. sp.",3,103025,"Tellina vancouverensis",3,103025,"Chattian",28.1,23.03,"71158;71158",-123.900002,48.383331,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia","Vancouver Island",NA,28.1,23.03,104,104,104,"Tellina",NA,"vancouverensis","n. sp.",NA,NA,NA,23.03,28.1,"Tellina vancouverensis n. sp.",5.07
"305",1486737,"occ",63087,"Macoma sookensis n. sp.",3,90163,"Macoma sookensis",3,90163,"Chattian",28.1,23.03,"71158;71158",-123.900002,48.383331,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia","Vancouver Island",NA,28.1,23.03,104,104,104,"Macoma",NA,"sookensis","n. sp.",NA,NA,NA,23.03,28.1,"Macoma sookensis n. sp.",5.07
"306",1488557,"occ",139020,"Tellina sutterensis",3,383908,"Tellina sutterensis",3,383908,"Bartonian",41.3,38,"71303;71303",-122.93306,46.401943,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Lewis",NA,41.3,38,107,107,107,"Tellina",NA,"sutterensis",NA,NA,NA,NA,38,41.3,"Tellina sutterensis",3.3
"307",1496539,"occ",208137,"Volsella porterensis",3,401416,"Modiolus porterensis",3,401415,"Priabonian",38,33.9,"65963;65963",-122.833336,48,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Jefferson","outcrop",38,33.9,106,106,106,"Volsella",NA,"porterensis",NA,NA,NA,NA,33.9,38,"Volsella porterensis",4.1
