Species,Genus,Subfamily,Family,Order,Class,Phylum,Kingdom,FAO,Status
Scleroconcha trituberculata,Scleroconcha,NA,Philomedidae,Myodocopida,Ostracoda,Arthropoda,Animalia,"Pacific, Northeast",native
Sclerocrangon boreas,Sclerocrangon,NA,Crangonidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Sclerodoris tanya,Sclerodoris,NA,Asteronotidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Scleroplax granulata,Scleroplax,NA,Pinnotheridae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Scolecithricella minor,Scolecithricella,NA,Scolecitrichidae,Calanoida,Hexanauplia,NA,NA,"Pacific, Northeast",native
Scolelepis foliosa,Scolelepis,NA,Spionidae,Spionida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Scolelepis squamata,Scolelepis,NA,Spionidae,Spionida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Scoletoma fragilis,Scoletoma,NA,Lumbrineridae,Eunicida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Scoloplos acmeceps,Scoloplos,NA,Orbiniidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Scoloplos armiger,Scoloplos,NA,Orbiniidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Scrippsia pacifica,Scrippsia,NA,Polyorchidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Scrupocellaria californica,Scrupocellaria,NA,Scrupocellariidae,Cheilostomata,Gymnolaemata,Ectoprocta,Animalia,"Pacific, Northeast",native
Sculptolithodes derjugini,Sculptolithodes,NA,Lithodidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Scutopus megaradulatus,Scutopus,NA,Limifossoridae,Not assigned,Aplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Scyra acutifrons,Scyra,Pisinae,Epialtidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Scytosiphon lomentaria,Scytosiphon,NA,Scytosiphonaceae,Scytosiphonales,Phaeophyceae,Ochrophyta,Chromista,"Pacific, Northeast",native
Seda profundus,Seda,NA,Sebidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Selaginopsis cedrina,Selaginopsis,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Selaginopsis cylindrica,Selaginopsis,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Selaginopsis hartlaubi,Selaginopsis,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Selaginopsis obsoleta,Selaginopsis,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Selaginopsis pinaster,Selaginopsis,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Selaginopsis triserialis,Selaginopsis,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Semele rubropicta,Semele,NA,Semelidae,Cardiida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Semele solida,Semele,NA,Semelidae,Cardiida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Semibalanus balanoides,Semibalanus,NA,Archaeobalanidae,Sessilia,Maxillopoda,Arthropoda,Animalia,"Pacific, Northeast",native
Semibalanus cariosus,Semibalanus,NA,Archaeobalanidae,Sessilia,Maxillopoda,Arthropoda,Animalia,"Pacific, Northeast",native
Semisuberites cribrosa,Semisuberites,NA,Esperiopsidae,Poecilosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Septentriopora nigrans,Septentriopora,NA,Calloporidae,Cheilostomatida,Gymnolaemata,Ectoprocta,Animalia,"Pacific, Northeast",native
Septifer bifurcatus,Septifer,NA,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Sergestes atlanticus,Sergestes,NA,Sergestidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Sergestes erectus,Sergestes,NA,Sergestidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Sergestes orientalis,Sergestes,NA,Sergestidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Sergestes similis,Sergestes,NA,Sergestidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Sergia bigemmea,Sergia,NA,Sergestidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Sergia bisulcata,Sergia,NA,Sergestidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Sergia creber,Sergia,NA,Sergestidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Sergia fulgens,Sergia,NA,Sergestidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Sergia gardineri,Sergia,NA,Sergestidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Sergia inequalis,Sergia,NA,Sergestidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Sericosura venticola,Sericosura,NA,Ammotheidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Serpula columbiana,Serpula,NA,Serpulidae,Sabellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Serpula vermicularis,Serpula,NA,Serpulidae,Sabellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Serripes groenlandicus,Serripes,NA,Cardiidae,Cardiida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Sertularella albida,Sertularella,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularella clarkii,Sertularella,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularella complexa,Sertularella,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularella conella,Sertularella,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularella flabella,Sertularella,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularella polyzonias,Sertularella,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularella rugosa,Sertularella,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularella tanneri,Sertularella,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularella tenella,Sertularella,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularella tricuspidata,Sertularella,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularella turgida,Sertularella,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularia argentea,Sertularia,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularia dalli,Sertularia,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularia distans,Sertularia,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularia elegans,Sertularia,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularia fabricii,Sertularia,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularia mirabilis,Sertularia,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularia plumosa,Sertularia,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularia robusta,Sertularia,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularia similis,Sertularia,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sertularia tenera,Sertularia,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sicyonia ingentis,Sicyonia,NA,Sicyoniidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Sigambra bassi,Sigambra,NA,Pilargidae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sigambra setosa,Sigambra,NA,Pilargidae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sigambra tentaculata,Sigambra,NA,Pilargidae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sigmadocia edaphus,Sigmadocia,NA,Chalinidae,Haplosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Siliqua patula,Siliqua,NA,Pharidae,Adapedonta,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Simomactra falcata,Simomactra,NA,Mactridae,Venerida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Sinelobus stanfordi,Sinelobus,NA,Tanaidae,Tanaidacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Siphonaria brannani,Siphonaria,NA,Siphonariidae,Basommatophora,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Siphonaria thersites,Siphonaria,NA,Siphonariidae,Basommatophora,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Siphonodictyon mucosum,Siphonodictyon,NA,Phloeodictyidae,Haplosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Siphonosoma ingens,Siphonosoma,NA,Sipunculidae,Sipunculiformes,Sipunculidea,NA,NA,"Pacific, Northeast",native
Sipunculus norvegicus,Sipunculus,NA,Sipunculidae,Sipunculiformes,Sipunculidea,NA,NA,"Pacific, Northeast",native
Skeletonema costatum,Skeletonema,NA,Skeletonemaceae,Thalassiosirales,Coscinodiscophyceae,Ochrophyta,Chromista,"Pacific, Northeast",native
Smithora naiadum,Smithora,NA,Erythrotrichiaceae,Erythropeltidales,Compsopogonophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Soestia zonaria,Soestia,NA,Salpidae,Salpida,Thaliacea,Chordata,Animalia,"Pacific, Northeast",native
Solamen columbianum,Solamen,NA,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Solamen leanum,Solamen,NA,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Solamen megas,Solamen,NA,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Solariella obscura,Solariella,NA,Trochidae,Archaeogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Solariella peramabilis,Solariella,NA,Trochidae,Archaeogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Solariella varicosa,Solariella,NA,Trochidae,Archaeogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Solaster borealis,Solaster,NA,Solasteridae,Spinulosida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Solaster dawsoni,Solaster,NA,Solasteridae,Spinulosida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Solaster endeca,Solaster,NA,Solasteridae,Spinulosida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Solaster paxillatus,Solaster,NA,Solasteridae,Spinulosida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Solaster stimpsoni,Solaster,NA,Solasteridae,Spinulosida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Solemya reidi,Solemya,NA,Solemyidae,Solemyoida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Solemya valvulus,Solemya,NA,Solemyidae,Solemyoida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Solen sicarius,Solen,NA,Solenidae,Adapedonta,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Solenocera mutator,Solenocera,NA,Solenoceridae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Solidobalanus engbergi,Solidobalanus,NA,Archaeobalanidae,Sessilia,Maxillopoda,Arthropoda,Animalia,"Pacific, Northeast",native
Solmaris corona,Solmaris,NA,Solmarisidae,Narcomedusae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Solmissus incisa,Solmissus,NA,Cuninidae,Narcomedusae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Solmissus marshalli,Solmissus,NA,Cuninidae,Narcomedusae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Solmundaegina nematophora,Solmundaegina,NA,Solmundaeginidae,Narcomedusae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Solmundella bitentaculata,Solmundella,NA,Aeginidae,Narcomedusae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Somateria fischeri,Somateria,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Somateria spectabilis,Somateria,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Soranthera ulvoidea,Soranthera,NA,Chordariaceae,Ectocarpales,Phaeophyceae,Ochrophyta,Chromista,"Pacific, Northeast",native
Sosane occidentalis,Sosane,NA,Ampharetidae,Terebellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sosanopsis wireni,Sosanopsis,NA,Ampharetidae,Terebellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sousa chinensis,Sousa,NA,Delphinidae,Cetacea,Mammalia,Chordata,Animalia,"Pacific, Northeast",native
Sparlingia pertusa,Sparlingia,NA,Rhodymeniaceae,Rhodymeniales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Speculator cariosus,Speculator,NA,Cerithiopsidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Sperosoma biseriatum,Sperosoma,NA,Echinothuriidae,Echinothurioida,Echinoidea,Echinodermata,Animalia,"Pacific, Northeast",native
Sperosoma giganteum,Sperosoma,NA,Echinothuriidae,Echinothurioida,Echinoidea,Echinodermata,Animalia,"Pacific, Northeast",native
Sphacelaria subfusca,Sphacelaria,NA,Sphacelariaceae,Sphacelariales,Phaeophyceae,Ochrophyta,Chromista,"Pacific, Northeast",native
Sphaerodoridium claparedii,Sphaerodoridium,NA,Sphaerodoridae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sphaerodoropsis minuta,Sphaerodoropsis,NA,Sphaerodoridae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sphaerodoropsis sphaerulifer,Sphaerodoropsis,NA,Sphaerodoridae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sphaerodorum papillifer,Sphaerodorum,NA,Sphaerodoridae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sphaeronectes gracilis,Sphaeronectes,NA,Sphaeronectidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sphaeronectes irregularis,Sphaeronectes,NA,Sphaeronectidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sphaerosyllis californiensis,Sphaerosyllis,NA,Syllidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sphaerosyllis ridgiensis,Sphaerosyllis,NA,Syllidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Spinther wireni,Spinther,NA,Spintheridae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Spio butleri,Spio,NA,Spionidae,Spionida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Spio cirrifera,Spio,NA,Spionidae,Spionida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Spio filicornis,Spio,NA,Spionidae,Spionida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Spiochaetopterus costarum,Spiochaetopterus,NA,Chaetopteridae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Spiophanes berkeleyorum,Spiophanes,NA,Spionidae,Spionida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Spiophanes bombyx,Spiophanes,NA,Spionidae,Spionida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Spiophanes kroyeri,Spiophanes,NA,Spionidae,Spionida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Spirobranchus spinosus,Spirobranchus,NA,Serpulidae,Sabellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Spirontocaris arcuata,Spirontocaris,NA,Hippolytidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Spirontocaris holmesi,Spirontocaris,NA,Hippolytidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Spirontocaris lamellicornis,Spirontocaris,NA,Hippolytidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Spirontocaris ochotensis,Spirontocaris,NA,Hippolytidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Spirontocaris prionota,Spirontocaris,NA,Hippolytidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Spirontocaris sica,Spirontocaris,NA,Hippolytidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Spirontocaris snyderi,Spirontocaris,NA,Hippolytidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Spirorbis spirillum,Spirorbis,NA,Serpulidae,Sabellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Spongomorpha mertensii,Spongomorpha,NA,Acrosiphoniaceae,Codiolales,Ulvophyceae,Chlorophyta,Plantae,"Pacific, Northeast",native
Staurocalyptus dowlingi,Staurocalyptus,NA,Rossellidae,Lyssacinosida,Hexactinellida,Porifera,Animalia,"Pacific, Northeast",native
Staurophora mertensi,Staurophora,NA,Laodiceidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Steganoderma formosum,Steganoderma,NA,Steganodermatidae,Plagiorchiida,Trematoda,Platyhelminthes,Animalia,"Pacific, Northeast",native
Stegocephalus inflatus,Stegocephalus,Stegocephalinae,Stegocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Stegophiura carinata,Stegophiura,NA,Ophiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Stegophiura nodosa,Stegophiura,NA,Ophiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Stegopoma plicatile,Stegopoma,NA,Tiarannidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Stelletta clarella,Stelletta,NA,Ancorinidae,Astrophorida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Stelodoryx toporoki,Stelodoryx,NA,Myxillidae,Poecilosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Stenella attenuata,Stenella,NA,Delphinidae,Cetacea,Mammalia,Chordata,Animalia,"Pacific, Northeast",native
Stenella coeruleoalba,Stenella,NA,Delphinidae,Cetacea,Mammalia,Chordata,Animalia,"Pacific, Northeast",native
Stenella longirostris,Stenella,NA,Delphinidae,Cetacea,Mammalia,Chordata,Animalia,"Pacific, Northeast",native
Steno bredanensis,Steno,NA,Delphinidae,Cetacea,Mammalia,Chordata,Animalia,"Pacific, Northeast",native
Stenogramme interrupta,Stenogramme,NA,Phyllophoraceae,Gigartinales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Stenoplax fallax,Stenoplax,NA,Callochitonidae,Chitonida,Polyplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Stenoscyphopsis vermiformis,Stenoscyphopsis,NA,Lucernariidae,Stauromedusae,Scyphozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Stephanauge annularis,Stephanauge,NA,Hormathiidae,Actiniaria,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Stephanophyes superba,Stephanophyes,NA,Prayidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Stephanostomum casum,Stephanostomum,NA,Acanthocolpidae,Opisthorchiida,Trematoda,Platyhelminthes,Animalia,"Pacific, Northeast",native
Stephanostomum dentatum,Stephanostomum,NA,Acanthocolpidae,Opisthorchiida,Trematoda,Platyhelminthes,Animalia,"Pacific, Northeast",native
Stephanostomum tristephanum,Stephanostomum,NA,Acanthocolpidae,Opisthorchiida,Trematoda,Platyhelminthes,Animalia,"Pacific, Northeast",native
Stephensoniella trevori,Stephensoniella,NA,Enchytraeidae,Haplotaxida,Clitellata,Annelida,Animalia,"Pacific, Northeast",native
Stercorarius longicaudus,Stercorarius,NA,Stercorariidae,Charadriiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Stercorarius maccormicki,Stercorarius,NA,Stercorariidae,Charadriiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Sterna forsteri,Sterna,NA,Laridae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Sterna hirundo,Sterna,NA,Laridae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Sterna paradisaea,Sterna,NA,Laridae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Sternaspis fossor,Sternaspis,NA,Sternaspidae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sternaspis scutata,Sternaspis,NA,Sternaspidae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sthenelais berkeleyi,Sthenelais,NA,Sigalionidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sthenelais fusca,Sthenelais,NA,Sigalionidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sthenelais tertiaglabra,Sthenelais,NA,Sigalionidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sthenelais verruculosa,Sthenelais,NA,Sigalionidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sthenoteuthis oualaniensis,Sthenoteuthis,NA,Ommastrephidae,Teuthida,Cephalopoda,Mollusca,Animalia,"Pacific, Northeast",native
Stichopathes spiessi,Stichopathes,NA,Antipathidae,Antipatharia,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Stigmatoteuthis hoylei,Stigmatoteuthis,NA,Histioteuthidae,Teuthida,Cephalopoda,Mollusca,Animalia,"Pacific, Northeast",native
Stiliger fuscovittatus,Stiliger,NA,Stiligeridae,Sacoglossa,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Stoecharthrum burresoni,Stoecharthrum,NA,Rhopaluridae,Not assigned,Orthonectida,Mesozoa,Animalia,"Pacific, Northeast",native
Stoecharthrum fosterae,Stoecharthrum,NA,Rhopaluridae,Not assigned,Orthonectida,Mesozoa,Animalia,"Pacific, Northeast",native
Stomotoca atra,Stomotoca,NA,Pandeidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Stomphia coccinea,Stomphia,NA,Actinostolidae,Actiniaria,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Stomphia didemon,Stomphia,NA,Actinostolidae,Actiniaria,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
