"","kingdom","phylum","class","order","family","genus","species","kingdom_id","phylum_id","class_id","order_id","family_id","genus_id","species_id","subspecies","subspecies_id","query"
"161","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Phanerodon","Phanerodon furcatus","1","44","204","587","4269","2389266","2389267",NA,NA,"2389267"
"162","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis clemensi","1","44","204","587","8576","2390397","5210431",NA,NA,"5210431"
"163","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis laeta","1","44","204","587","8576","2390397","5210424",NA,NA,"5210424"
"164","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis ornata","1","44","204","587","8576","2390397","5210410",NA,NA,"5210410"
"165","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis schultzi","1","44","204","587","8576","2390397","5210412",NA,NA,"5210412"
"166","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Phytichthys","Phytichthys chirus","1","44","204","587","8598","2394820","2394821",NA,NA,"2394821"
"167","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Plectobranchus","Plectobranchus evides","1","44","204","587","8598","2394929","2394930",NA,NA,"2394930"
"168","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Polypera","Polypera greeni","1","44","204","590","8627","2336110","5201440",NA,NA,"5201440"
"169","Animalia","Chordata","Actinopterygii","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys notatus","1","44","204","1106","7187","2350811","2350817",NA,NA,"2350817"
"170","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Poroclinus","Poroclinus rothrocki","1","44","204","587","8598","2394933","2394934",NA,NA,"2394934"
"171","Animalia","Chordata","Actinopterygii","Stephanoberyciformes","Melamphaidae","Poromitra","Poromitra crassiceps","1","44","204","890","5906","2410295","2410296",NA,NA,"2410296"
"172","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Prionace","Prionace glauca","1","44","121","887","2211","2417939","2417940",NA,NA,"2417940"
"173","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Protomyctophum","Protomyctophum thompsoni","1","44","204","1306","4217","2406338","2406343",NA,NA,"2406343"
"174","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Psychrolutidae","Psychrolutes","Psychrolutes paradoxus","1","44","204","590","8631","2334899","2334904",NA,NA,"2334904"
"175","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Radulinus","Radulinus asprellus","1","44","204","590","8621","2333751","2333754",NA,NA,"2333754"
"176","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Radulinus","Radulinus boleoides","1","44","204","590","8621","2333751","2333752",NA,NA,"2333752"
"177","Animalia","Chordata","Actinopterygii","Perciformes","Echeneidae","Remora","Remora australis","1","44","204","587","8529","2375266","2375286",NA,NA,"2375286"
"178","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","Rhacochilus vacca","1","44","204","587","4269","2389312","2389313",NA,NA,"2389313"
"179","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Rhamphocottidae","Rhamphocottus","Rhamphocottus richardsonii","1","44","204","590","8632","2336937","2336938",NA,NA,"2336938"
"180","Animalia","Chordata","Actinopterygii","Gobiesociformes","Gobiesocidae","Rimicola","Rimicola muscarum","1","44","204","1163","7668","2411603","5214482",NA,NA,"5214482"
"181","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","Morone","Morone saxatilis","1","44","204","587","8545","2382010","2394612",NA,NA,"2394612"
"182","Animalia","Chordata","Actinopterygii","Perciformes","Bathymasteridae","Ronquilus","Ronquilus jordani","1","44","204","587","8507","2394457","2394458",NA,NA,"2394458"
"183","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes caurinus","1","44","204","590","8633","2333712","2335455",NA,NA,"2335455"
"184","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes zacentrus","1","44","204","590","8633","2333712","2335429",NA,NA,"2335429"
"185","Animalia","Chordata","Actinopterygii","Osmeriformes","Platytroctidae","Sagamichthys","Sagamichthys abei","1","44","204","1068","8481","2411058","2411063",NA,NA,"2411063"
"186","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii","1","44","204","1313","8615","2351426","5711980",NA,NA,"5711980"
"187","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","1","44","204","1313","8615","2351426","5204019",NA,NA,"5204019"
"188","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo trutta","1","44","204","1313","8615","2347608","8215487",NA,NA,"8215487"
"189","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus malma","1","44","204","1313","8615","2351241","4284020",NA,NA,"4284020"
"190","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Sarda","Sarda chiliensis","1","44","204","587","8596","2374344","5712278",NA,NA,"5712278"
"191","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax","1","44","204","538","7332","2412582","2412583",NA,NA,"2412583"
"192","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber japonicus","1","44","204","587","8596","2374148","7599552",NA,NA,"7599552"
"193","Animalia","Chordata","Actinopterygii","Aulopiformes","Notosudidae","Scopelosaurus","Scopelosaurus harryi","1","44","204","497","7185","2401049","2401063",NA,NA,"2401063"
"194","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","Scorpaenichthys marmoratus","1","44","204","590","8621","2334338","5201222",NA,NA,"5201222"
"195","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes aleutianus","1","44","204","590","8633","2333712","2335422",NA,NA,"2335422"
"196","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes alutus","1","44","204","590","8633","2333712","2335557",NA,NA,"2335557"
"197","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes auriculatus","1","44","204","590","8633","2333712","2335497",NA,NA,"2335497"
"198","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes aurora","1","44","204","590","8633","2333712","2335398",NA,NA,"2335398"
"199","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes babcocki","1","44","204","590","8633","2333712","2335374",NA,NA,"2335374"
"200","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes borealis","1","44","204","590","8633","2333712","2335471",NA,NA,"2335471"
"201","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes brevispinis","1","44","204","590","8633","2333712","2335560",NA,NA,"2335560"
"202","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes ciliatus","1","44","204","590","8633","2333712","2335476",NA,NA,"2335476"
"203","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes crameri","1","44","204","590","8633","2333712","2335443",NA,NA,"2335443"
"204","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes diploproa","1","44","204","590","8633","2333712","2335406",NA,NA,"2335406"
"205","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes elongatus","1","44","204","590","8633","2333712","2335441",NA,NA,"2335441"
"206","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes emphaeus","1","44","204","590","8633","2333712","2335372",NA,NA,"2335372"
"207","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes entomelas","1","44","204","590","8633","2333712","2335516",NA,NA,"2335516"
"208","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes flavidus","1","44","204","590","8633","2333712","2335500",NA,NA,"2335500"
"209","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes goodei","1","44","204","590","8633","2333712","2335531",NA,NA,"2335531"
"210","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes helvomaculatus","1","44","204","590","8633","2333712","2335394",NA,NA,"2335394"
"211","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes jordani","1","44","204","590","8633","2333712","2335495",NA,NA,"2335495"
"212","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes maliger","1","44","204","590","8633","2333712","2335438",NA,NA,"2335438"
"213","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes melanops","1","44","204","590","8633","2333712","2335569",NA,NA,"2335569"
"214","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes miniatus","1","44","204","590","8633","2333712","2335381",NA,NA,"2335381"
"215","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes mystinus","1","44","204","590","8633","2333712","2335366",NA,NA,"2335366"
"216","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes nebulosus","1","44","204","590","8633","2333712","2335508",NA,NA,"2335508"
"217","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes nigrocinctus","1","44","204","590","8633","2333712","2335492",NA,NA,"2335492"
"218","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes paucispinis","1","44","204","590","8633","2333712","2335466",NA,NA,"2335466"
"219","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes pinniger","1","44","204","590","8633","2333712","2335525",NA,NA,"2335525"
"220","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes proriger","1","44","204","590","8633","2333712","2335489",NA,NA,"2335489"
"221","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes reedi","1","44","204","590","8633","2333712","2335448",NA,NA,"2335448"
"222","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes ruberrimus","1","44","204","590","8633","2333712","2335415",NA,NA,"2335415"
"223","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes saxicola","1","44","204","590","8633","2333712","2335577",NA,NA,"2335577"
"224","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes variegatus","1","44","204","590","8633","2333712","2335412",NA,NA,"2335412"
"225","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes wilsoni","1","44","204","590","8633","2333712","2335485",NA,NA,"2335485"
"226","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastolobus","Sebastolobus alascanus","1","44","204","590","8633","2335321","2335323",NA,NA,"2335323"
"227","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastolobus","Sebastolobus altivelis","1","44","204","590","8633","2335321","2335322",NA,NA,"2335322"
"228","Animalia","Chordata","Elasmobranchii","Squaliformes","Somniosidae","Somniosus","Somniosus pacificus","1","44","121","883","2186","2421154","2421160",NA,NA,"2421160"
"229","Animalia","Chordata","Actinopterygii","Perciformes","Sphyraenidae","Sphyraena","Sphyraena argentea","1","44","204","587","5069","2369201","2394265",NA,NA,"2394265"
"230","Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Spirinchus","Spirinchus starksi","1","44","204","1068","8480","2410894","2410899",NA,NA,"2410899"
"231","Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Spirinchus","Spirinchus thaleichthys","1","44","204","1068","8480","2410894","2410897",NA,NA,"2410897"
"232","Animalia","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus","Squalus acanthias","1","44","121","883","5872","2420869","5216368",NA,NA,"5216368"
"233","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius leucopsarus","1","44","204","1306","4217","2405765","2405766",NA,NA,"2405766"
"234","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","1","44","204","1306","4217","2406147","2406162",NA,NA,"2406162"
"235","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Synchirus","Synchirus gilli","1","44","204","590","8621","2334297","2334298",NA,NA,"2334298"
"236","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus leptorhynchus","1","44","204","773","5901","2332887","2332938",NA,NA,"2332938"
"237","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Tarletonbeania","Tarletonbeania crenularis","1","44","204","1306","4217","2405949","2405951",NA,NA,"2405951"
"238","Animalia","Chordata","Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri","1","44","204","587","5073","2380540","5209332",NA,NA,"5209332"
"239","Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys","Thaleichthys pacificus","1","44","204","1068","8480","2410902","2410903",NA,NA,"2410903"
"240","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus chalcogrammus","1","44","204","549","3701","2335052","2415769",NA,NA,"2415769"
"241","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus alalunga","1","44","204","587","8596","2373932","9694948",NA,NA,"9694948"
"242","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus thynnus","1","44","204","587","8596","2373932","2373980",NA,NA,"2373980"
"243","Animalia","Chordata","Actinopterygii","Lampriformes","Trachipteridae","Trachipterus","Trachipterus altivelis","1","44","204","1166","7675","2400484","2400494",NA,NA,"2400494"
"244","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus symmetricus","1","44","204","587","4253","5428896","5210487",NA,NA,"5210487"
"245","Animalia","Chordata","Actinopterygii","Perciformes","Trichodontidae","Trichodon","Trichodon trichodon","1","44","204","587","5075","7598749","5210437",NA,NA,"5210437"
"246","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Triglops","Triglops macellus","1","44","204","590","8621","2334023","2334025",NA,NA,"2334025"
"247","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Triglops","Triglops pingelii","1","44","204","590","8621","2334023","2334033",NA,NA,"2334033"
"248","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Xeneretmus","Xeneretmus latifrons","1","44","204","590","8617","2337120","2337122",NA,NA,"2337122"
"249","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Xeneretmus","Xeneretmus triacanthus","1","44","204","590","8617","2337120","2337125",NA,NA,"2337125"
"250","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Apodichthys","Apodichthys fucorum","1","44","204","587","8576","2390387","2390390",NA,NA,"2390390"
"251","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Xiphister","Xiphister atropurpureus","1","44","204","587","8598","2394808","2394813",NA,NA,"2394813"
"252","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Zaniolepis","Zaniolepis latipinnis","1","44","204","590","8626","2336503","2336504",NA,NA,"2336504"
"253","Animalia","Chordata","Actinopterygii","Perciformes","Zaproridae","Zaprora","Zaprora silenus","1","44","204","587","5078","2379449","2379450",NA,NA,"2379450"
"254","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","1","44","204","538","7332","2346676","4284072",NA,NA,"4284072"
"255","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Beringraja","Beringraja binoculata","1","44","121","884","5877","7554168","7913005",NA,NA,"7913005"
"256","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Molidae","Mola","Mola mola","1","44","204","772","5897","5207570","5213725",NA,NA,"5213725"
"257","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta","Lepidopsetta bilineata","1","44","204","588","8611","5213905","5213939",NA,NA,"5213939"
"258","Animalia","Chordata","Actinopterygii","Perciformes","Ammodytidae","Ammodytes","Ammodytes personatus","1","44","204","587","8487","2389989","2389997",NA,NA,"2389997"
"259","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus pacificus","1","44","204","588","8611","2409352","5214028",NA,NA,"5214028"
"260","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Beringraja","Beringraja stellulata","1","44","121","884","5877","7554168","10789185",NA,NA,"10789185"
"261","Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys","Anarrhichthys ocellatus","1","44","204","587","8489","2392218","2392219",NA,NA,"2392219"
"262","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys californicus","1","44","204","588","5082","2408863","2408903",NA,NA,"2408903"
"263","Animalia","Chordata","Actinopterygii","Stomiiformes","Stomiidae","Tactostoma","Tactostoma macropus","1","44","204","774","2225","2347370","2347371",NA,NA,"2347371"
"264","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys stellatus","1","44","204","588","8611","2409326","2409327",NA,NA,"2409327"
"265","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus zachirus","1","44","204","588","8611","2409281","5214001",NA,NA,"5214001"
"266","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Balistidae","Balistes","Balistes polylepis","1","44","204","772","5899","2333511","2407118",NA,NA,"2407118"
"267","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Triakis","Triakis semifasciata","1","44","121","887","2206","2418368","2418369",NA,NA,"2418369"
"268","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes rufus","1","44","204","590","8633","2333712","2335378",NA,NA,"2335378"
"269","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys","Citharichthys stigmaeus","1","44","204","588","5082","2408301","2408737",NA,NA,"2408737"
"270","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys","Citharichthys sordidus","1","44","204","588","5082","2408301","2408726",NA,NA,"2408726"
"271","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Bothrocara","Bothrocara brunneum","1","44","204","587","5079","2380905","5209475",NA,NA,"5209475"
"272","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes rastrelliger","1","44","204","590","8633","2333712","2335464",NA,NA,"2335464"
"273","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Clinocottus","Clinocottus recalvus","1","44","204","590","8621","2333865","2333866",NA,NA,"2333866"
"274","Animalia","Chordata","Actinopterygii","Saccopharyngiformes","Cyematidae","Cyema","Cyema atrum","1","44","204","1312","5088","2415359","2415360",NA,NA,"2415360"
"275","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Paraliparis","Paraliparis rosaceus","1","44","204","590","8627","2336274","2336296",NA,NA,"2336296"
"276","Animalia","Chordata","Actinopterygii","Anguilliformes","Nemichthyidae","Avocettina","Avocettina infans","1","44","204","495","7169","2403709","5213060",NA,NA,"5213060"
"277","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Liparis","Liparis gibbus","1","44","204","590","8627","2335959","5201429",NA,NA,"5201429"
"278","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes chlorostictus","1","44","204","590","8633","2333712","2335518",NA,NA,"2335518"
"279","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys","Parophrys vetulus","1","44","204","588","8611","2409369","2409370",NA,NA,"2409370"
"280","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Eopsetta","Eopsetta jordani","1","44","204","588","8611","2409233","2409237",NA,NA,"2409237"
"281","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","Lycodes palearis","1","44","204","587","5079","2380703","5209395",NA,NA,"5209395"
"282","Animalia","Chordata","Actinopterygii","Anguilliformes","Nemichthyidae","Nemichthys","Nemichthys larseni","1","44","204","495","7169","2403685","2403707",NA,NA,"2403707"
"283","Animalia","Chordata","Actinopterygii","Osmeriformes","Alepocephalidae","Alepocephalus","Alepocephalus tenebrosus","1","44","204","1068","8477","3241113","5214405",NA,NA,"5214405"
"284","Animalia","Chordata","Actinopterygii","Gadiformes","Macrouridae","Coryphaenoides","Coryphaenoides acrolepis","1","44","204","549","6978","10057254","5215201",NA,NA,"5215201"
"285","Animalia","Chordata","Actinopterygii","Zeiformes","Oreosomatidae","Allocyttus","Allocyttus folletti","1","44","204","888","2216","2415341","2415342",NA,NA,"2415342"
"286","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","Lycodes diapterus","1","44","204","587","5079","2380703","5209378",NA,NA,"5209378"
"287","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Enophrys","Enophrys diceraus","1","44","204","590","8621","2333763","5201186",NA,NA,"5201186"
"288","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja","Raja rhina","1","44","121","884","5877","2342057","5216020",NA,NA,"5216020"
"289","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Paraliparis","Paraliparis cephalus","1","44","204","590","8627","2336274","2336388",NA,NA,"2336388"
"290","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","Hemilepidotus jordani","1","44","204","590","8621","2333943","2333945",NA,NA,"2333945"
"291","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Xiphister","Xiphister mucosus","1","44","204","587","8598","2394808","2394809",NA,NA,"2394809"
"292","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Careproctus","Careproctus melanurus","1","44","204","590","8627","2336138","2336248",NA,NA,"2336248"
"293","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja","Raja stellulata","1","44","121","884","5877","2342057","5216036",NA,NA,"5216036"
"294","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys decurrens","1","44","204","588","8611","2409240","2409246",NA,NA,"2409246"
"295","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lyopsetta","Lyopsetta exilis","1","44","204","588","8611","2409225","2409226",NA,NA,"2409226"
"296","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hemitripteridae","Nautichthys","Nautichthys pribilovius","1","44","204","590","5097","2335120","2335122",NA,NA,"2335122"
"297","Animalia","Chordata","Actinopterygii","Osmeriformes","Alepocephalidae","Talismania","Talismania bifurcata","1","44","204","1068","8477","2410799","2410810",NA,NA,"2410810"
"298","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides robustus","1","44","204","588","8611","2409098","2409099",NA,NA,"2409099"
"299","Animalia","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus","Squalus suckleyi","1","44","121","883","5872","2420869","5216380",NA,NA,"5216380"
"300","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","Lycodes brevipes","1","44","204","587","5079","2380703","5209357",NA,NA,"5209357"
"301","Animalia","Chordata","Actinopterygii","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone atraria","1","44","204","774","5905","2347445","2347468",NA,NA,"2347468"
"302","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Lipariscus","Lipariscus nanus","1","44","204","590","8627","2336408","2336409",NA,NA,"2336409"
"303","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Isopsetta","Isopsetta isolepis","1","44","204","588","8611","2409201","2409202",NA,NA,"2409202"
"304","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Embassichthys","Embassichthys bathybius","1","44","204","588","8611","2409322","2409323",NA,NA,"2409323"
"305","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Zesticelus","Zesticelus profundorum","1","44","204","590","8621","2334257","2334261",NA,NA,"2334261"
"306","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Lampadena","Lampadena urophaos","1","44","204","1306","4217","2405905","4286713",NA,NA,"4286713"
"307","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Careproctus","Careproctus canus","1","44","204","590","8627","2336138","2336269",NA,NA,"2336269"
"308","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes ovalis","1","44","204","590","8633","2333712","2335567",NA,NA,"2335567"
"309","Animalia","Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Spectrunculus","Spectrunculus grandis","1","44","204","1308","8476","2345566","2345567",NA,NA,"2345567"
"310","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes rubrivinctus","1","44","204","590","8633","2333712","2335388",NA,NA,"2335388"
"311","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Careproctus","Careproctus cypselurus","1","44","204","590","8627","2336138","2336198",NA,NA,"2336198"
"312","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","Lycodes pacificus","1","44","204","587","5079","2380703","5209374",NA,NA,"5209374"
"313","Animalia","Chordata","Actinopterygii","Gadiformes","Macrouridae","Albatrossia","Albatrossia pectoralis","1","44","204","549","6978","2416516","5215154",NA,NA,"5215154"
"314","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes melanostomus","1","44","204","590","8633","2333712","2335419",NA,NA,"2335419"
"315","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Pleurogrammus","Pleurogrammus monopterygius","1","44","204","590","8626","2336512","2336515",NA,NA,"2336515"
"316","Animalia","Chordata","Actinopterygii","Cetomimiformes","Barbourisiidae","Barbourisia","Barbourisia rufa","1","44","204","1107","2973","2351704","2351705",NA,NA,"2351705"
"317","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys coenosus","1","44","204","588","8611","2409240","2409249",NA,NA,"2409249"
"318","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys jordani","1","44","204","587","5079","2380586","2380606",NA,NA,"2380606"
"319","Animalia","Chordata","Actinopterygii","Perciformes","Uranoscopidae","Kathetostoma","Kathetostoma averruncus","1","44","204","587","8603","2394385","2394395",NA,NA,"2394395"
"320","Animalia","Chordata","Actinopterygii","Perciformes","Trichiuridae","Aphanopus","Aphanopus intermedius","1","44","204","587","8600","2389387","2389389",NA,NA,"2389389"
"321","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes serranoides","1","44","204","590","8633","2333712","2335548",NA,NA,"2335548"
"322","Animalia","Chordata","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja trachura","1","44","121","884","3239206","7826067","2420364",NA,NA,"2420364"
"323","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodapus","Lycodapus mandibularis","1","44","204","587","5079","2380868","2380870",NA,NA,"2380870"
