"","kingdom","phylum","class","order","family","genus","species","kingdom_id","phylum_id","class_id","order_id","family_id","genus_id","species_id","subspecies","subspecies_id","query"
"65","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Cymatogaster","Cymatogaster aggregata","1","44","204","587","4269","2389233","2389234",NA,NA,"2389234"
"66","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Atractoscion","Atractoscion nobilis","1","44","204","587","5062","2400361","2400362",NA,NA,"2400362"
"67","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus carpio","1","44","204","1153","7336","2347697","4286975",NA,NA,"4286975"
"68","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Psychrolutidae","Dasycottus","Dasycottus setiger","1","44","204","590","8631","2334925","2334926",NA,NA,"2334926"
"69","Animalia","Chordata","Actinopterygii","Perciformes","Cryptacanthodidae","Cryptacanthodes","Cryptacanthodes giganteus","1","44","204","587","4264","2387403","2387407",NA,NA,"2387407"
"70","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Diaphus","Diaphus theta","1","44","204","1306","4217","2406168","2406199",NA,NA,"2406199"
"71","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","Embiotoca lateralis","1","44","204","587","4269","2389281","2389287",NA,NA,"2389287"
"72","Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","1","44","204","538","7334","2352080","2414024",NA,NA,"2414024"
"73","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Enophrys","Enophrys bison","1","44","204","590","8621","2333763","5201188",NA,NA,"5201188"
"74","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Anoplopomatidae","Erilepis","Erilepis zonifer","1","44","204","590","5090","2335056","2335057",NA,NA,"2335057"
"75","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cyclopteridae","Eumicrotremus","Eumicrotremus orbis","1","44","204","590","8623","2336845","2336849",NA,NA,"2336849"
"76","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Katsuwonus","Katsuwonus pelamis","1","44","204","587","8596","2374190","2374191",NA,NA,"2374191"
"77","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus macrocephalus","1","44","204","549","3701","2335052","2415853",NA,NA,"2415853"
"78","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus","Galeorhinus galeus","1","44","121","887","2206","2418258","2418259",NA,NA,"2418259"
"79","Animalia","Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","1","44","204","550","7666","2333602","4286327",NA,NA,"4286327"
"80","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Genyonemus","Genyonemus lineatus","1","44","204","587","5062","2399572","2399573",NA,NA,"2399573"
"81","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Gibbonsia","Gibbonsia metzi","1","44","204","587","4261","2380263","5209312",NA,NA,"5209312"
"82","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Gibbonsia","Gibbonsia montereyensis","1","44","204","587","4261","2380263","5209308",NA,NA,"5209308"
"83","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Psychrolutidae","Psychrolutes","Psychrolutes sigalutes","1","44","204","590","8631","2334899","2334913",NA,NA,"2334913"
"84","Animalia","Chordata","Actinopterygii","Gobiesociformes","Gobiesocidae","Gobiesox","Gobiesox maeandricus","1","44","204","1163","7668","2411258","2411287",NA,NA,"2411287"
"85","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","Hemilepidotus hemilepidotus","1","44","204","590","8621","2333943","2333949",NA,NA,"2333949"
"86","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","Hemilepidotus spinosus","1","44","204","590","8621","2333943","2333952",NA,NA,"2333952"
"87","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hemitripteridae","Hemitripterus","Hemitripterus bolini","1","44","204","590","5097","2333882","2335114",NA,NA,"2335114"
"88","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","Hexagrammos decagrammus","1","44","204","590","8626","2336463","2336472",NA,NA,"2336472"
"89","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","Hexagrammos lagocephalus","1","44","204","590","8626","2336463","2336464",NA,NA,"2336464"
"90","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","Hexagrammos octogrammus","1","44","204","590","8626","2336463","2336486",NA,NA,"2336486"
"91","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","Hexagrammos stelleri","1","44","204","590","8626","2336463","2336480",NA,NA,"2336480"
"92","Animalia","Chordata","Elasmobranchii","Hexanchiformes","Hexanchidae","Hexanchus","Hexanchus griseus","1","44","121","770","2204","2420568","2420569",NA,NA,"2420569"
"93","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hyperprosopon","Hyperprosopon argenteum","1","44","204","587","4269","2389296","2389297",NA,NA,"2389297"
"94","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Hyperprosopon","Hyperprosopon ellipticum","1","44","204","587","4269","2389296","2389301",NA,NA,"2389301"
"95","Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Hypomesus","Hypomesus pretiosus","1","44","204","1068","8480","2410868","2410871",NA,NA,"2410871"
"96","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Hypsagonus","Hypsagonus quadricornis","1","44","204","590","8617","2337162","2337164",NA,NA,"2337164"
"97","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Icelinus","Icelinus borealis","1","44","204","590","8621","2334346","2334359",NA,NA,"2334359"
"98","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Icelinus","Icelinus burchami","1","44","204","590","8621","2334346","2334351",NA,NA,"2334351"
"99","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Icelinus","Icelinus filamentosus","1","44","204","590","8621","2334346","2334357",NA,NA,"2334357"
"100","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Icelinus","Icelinus oculatus","1","44","204","590","8621","2334346","2334350",NA,NA,"2334350"
"101","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Icelinus","Icelinus tenuis","1","44","204","590","8621","2334346","2334355",NA,NA,"2334355"
"102","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Icelus","Icelus spiniger","1","44","204","590","8621","2333820","5201198",NA,NA,"5201198"
"103","Animalia","Chordata","Actinopterygii","Perciformes","Centrolophidae","Icichthys","Icichthys lockingtoni","1","44","204","587","8515","2398045","2398046",NA,NA,"2398046"
"104","Animalia","Chordata","Actinopterygii","Perciformes","Icosteidae","Icosteus","Icosteus aenigmaticus","1","44","204","587","9668","2394444","2394445",NA,NA,"2394445"
"105","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Jordania","Jordania zonope","1","44","204","590","8621","2333883","2333884",NA,NA,"2333884"
"106","Animalia","Chordata","Elasmobranchii","Lamniformes","Lamnidae","Lamna","Lamna ditropis","1","44","121","885","5888","2418232","5216246",NA,NA,"5216246"
"107","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium","Nannobrachium regale","1","44","204","1306","4217","2405600","2405641",NA,NA,"2405641"
"108","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium","Nannobrachium ritteri","1","44","204","1306","4217","2405600","2405619",NA,NA,"2405619"
"109","Animalia","Chordata","Actinopterygii","Lampriformes","Lampridae","Lampris","Lampris guttatus","1","44","204","1166","7673","2400461","2400463",NA,NA,"2400463"
"110","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lepidogobius","Lepidogobius lepidus","1","44","204","587","4274","2379181","2379182",NA,NA,"2379182"
"111","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Leptocottus","Leptocottus armatus","1","44","204","590","8621","2333922","2333923",NA,NA,"2333923"
"112","Animalia","Chordata","Actinopterygii","Aulopiformes","Paralepididae","Lestidiops","Lestidiops ringens","1","44","204","497","2964","2401490","2401500",NA,NA,"2401500"
"113","Animalia","Chordata","Actinopterygii","Osmeriformes","Bathylagidae","Leuroglossus","Leuroglossus schmidti","1","44","204","1068","4223","2410948","2410949",NA,NA,"2410949"
"114","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Liparis","Liparis callyodon","1","44","204","590","8627","2335959","5201419",NA,NA,"5201419"
"115","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Liparis","Liparis cyclopus","1","44","204","590","8627","2335959","5201449",NA,NA,"5201449"
"116","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Liparis","Liparis dennyi","1","44","204","590","8627","2335959","5201415",NA,NA,"5201415"
"117","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Liparis","Liparis florae","1","44","204","590","8627","2335959","5201520",NA,NA,"5201520"
"118","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Liparis","Liparis fucensis","1","44","204","590","8627","2335959","5201508",NA,NA,"5201508"
"119","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Liparis","Liparis mucosus","1","44","204","590","8627","2335959","5201509",NA,NA,"5201509"
"120","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Liparis","Liparis pulchellus","1","44","204","590","8627","2335959","5201510",NA,NA,"5201510"
"121","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Liparis","Liparis rutteri","1","44","204","590","8627","2335959","5201491",NA,NA,"5201491"
"122","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Lumpenella","Lumpenella longirostris","1","44","204","587","8598","2394844","2394845",NA,NA,"2394845"
"123","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Leptoclinus","Leptoclinus maculatus","1","44","204","587","8598","2394831","2394832",NA,NA,"2394832"
"124","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Lumpenus","Lumpenus sagitta","1","44","204","587","8598","5211320","5211330",NA,NA,"5211330"
"125","Animalia","Chordata","Actinopterygii","Perciformes","Cryptacanthodidae","Cryptacanthodes","Cryptacanthodes aleutensis","1","44","204","587","4264","2387403","2387413",NA,NA,"2387413"
"126","Animalia","Chordata","Actinopterygii","Osmeriformes","Opisthoproctidae","Macropinna","Macropinna microstoma","1","44","204","1068","4226","2411161","2411162",NA,NA,"2411162"
"127","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Psychrolutidae","Malacocottus","Malacocottus kincaidi","1","44","204","590","8631","2334869","2334873",NA,NA,"2334873"
"128","Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Mallotus","Mallotus villosus","1","44","204","1068","8480","2410910","5214420",NA,NA,"5214420"
"129","Animalia","Chordata","Actinopterygii","Stephanoberyciformes","Melamphaidae","Melamphaes","Melamphaes lugubris","1","44","204","890","5906","2410356","2410364",NA,NA,"2410364"
"130","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius productus","1","44","204","549","3703","2415629","2415676",NA,NA,"2415676"
"131","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Microgadus","Microgadus proximus","1","44","204","549","3701","2415887","2415888",NA,NA,"2415888"
"132","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus polyacanthocephalus","1","44","204","590","8621","2333775","2333818",NA,NA,"2333818"
"133","Animalia","Chordata","Actinopterygii","Osmeriformes","Microstomatidae","Nansenia","Nansenia candida","1","44","204","1068","8479","2410440","5214216",NA,NA,"5214216"
"134","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hemitripteridae","Nautichthys","Nautichthys oculofasciatus","1","44","204","590","5097","2335120","2335124",NA,NA,"2335124"
"135","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hemitripteridae","Nautichthys","Nautichthys robustus","1","44","204","590","5097","2335120","2335121",NA,NA,"2335121"
"136","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Nectoliparis","Nectoliparis pelagicus","1","44","204","590","8627","2336121","2336122",NA,NA,"2336122"
"137","Animalia","Chordata","Actinopterygii","Aulopiformes","Paralepididae","Arctozenus","Arctozenus risso","1","44","204","497","2964","2401550","2401551",NA,NA,"2401551"
"138","Animalia","Chordata","Elasmobranchii","Hexanchiformes","Hexanchidae","Notorynchus","Notorynchus cepedianus","1","44","121","770","2204","2420599","2420600",NA,NA,"2420600"
"139","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Notoscopelus","Notoscopelus resplendens","1","44","204","1306","4217","2406092","2406106",NA,NA,"2406106"
"140","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Stellerina","Stellerina xyosterna","1","44","204","590","8617","2337200","2337201",NA,NA,"2337201"
"141","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Chesnonia","Chesnonia verrucosa","1","44","204","590","8617","2337174","2337175",NA,NA,"2337175"
"142","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Odontopyxis","Odontopyxis trispinosa","1","44","204","590","8617","2337271","2337272",NA,NA,"2337272"
"143","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Oligocottus","Oligocottus maculosus","1","44","204","590","8621","2333736","2333746",NA,NA,"2333746"
"144","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Oligocottus","Oligocottus rimensis","1","44","204","590","8621","2333736","2333744",NA,NA,"2333744"
"145","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Oligocottus","Oligocottus snyderi","1","44","204","590","8621","2333736","2333742",NA,NA,"2333742"
"146","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","1","44","204","1313","8615","2351426","5204039",NA,NA,"5204039"
"147","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","1","44","204","1313","8615","2351426","5204037",NA,NA,"5204037"
"148","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","1","44","204","1313","8615","2351426","5204014",NA,NA,"5204014"
"149","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch","1","44","204","1313","8615","2351426","5204034",NA,NA,"5204034"
"150","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","1","44","204","1313","8615","2351426","5204039",NA,NA,"5204039"
"151","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus tshawytscha","1","44","204","1313","8615","2351426","5204024",NA,NA,"5204024"
"152","Animalia","Chordata","Actinopterygii","Lophiiformes","Oneirodidae","Oneirodes","Oneirodes acanthias","1","44","204","1305","4216","2414769","2414799",NA,NA,"2414799"
"153","Animalia","Chordata","Actinopterygii","Lophiiformes","Oneirodidae","Oneirodes","Oneirodes eschrichtii","1","44","204","1305","4216","2414769","2414771",NA,NA,"2414771"
"154","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Ophiodon","Ophiodon elongatus","1","44","204","590","8626","2336520","2336521",NA,NA,"2336521"
"155","Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Osmerus","Osmerus dentex","1","44","204","1068","8480","2401117","4283986",NA,NA,"4283986"
"156","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Oxylebius","Oxylebius pictus","1","44","204","590","8626","2336509","2336510",NA,NA,"2336510"
"157","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Pallasina","Pallasina barbata","1","44","204","590","8617","2337225","5201645",NA,NA,"5201645"
"158","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Paricelinus","Paricelinus hopliticus","1","44","204","590","8621","2333926","2333927",NA,NA,"2333927"
"159","Animalia","Chordata","Actinopterygii","Perciformes","Pentacerotidae","Pentaceros","Pentaceros richardsoni","1","44","204","587","4480","2375230","5208735",NA,NA,"5208735"
"160","Animalia","Chordata","Actinopterygii","Perciformes","Stromateidae","Peprilus","Peprilus simillimus","1","44","204","587","5070","2397702","2397704",NA,NA,"2397704"
