"","taxa_query","taxa","tol_sciname","rank","ott_id","is_synonym","flags"
"577","Ligia perkinsi","Ligia perkinsi","Ligia perkinsi","species",725764,FALSE,"sibling_higher"
"578","Nephila pilipes","Nephila pilipes","Nephila pilipes","species",371941,FALSE,NA
"579","Gammaracanthus lacustris","Gammaracanthus lacustris","Gammaracanthus lacustris","species",460305,FALSE,NA
"580","Gammaracanthus caspius","Gammaracanthus caspius","Gammaracanthus caspius","species",460309,FALSE,NA
"581","Gammaracanthus aestuariorum","Gammaracanthus aestuariorum","Gammaracanthus aestuariorum",NA,460307,FALSE,NA
"582","Acanthogammarus maculosus","Acanthogammarus maculosus","Acanthogammarus maculosus","species",321797,FALSE,NA
"583","Austropotamobius fulcisianus","Austropotamobius fulcisianus","Austropotamobius fulcisianus","species",7116768,FALSE,"sibling_higher"
"584","Acartia omorii","Acartia omorii","Acartia omorii","species",494244,FALSE,"sibling_higher"
"585","Tortanus dextrilobatus","Tortanus dextrilobatus","Tortanus dextrilobatus","species",1020011,FALSE,"sibling_higher"
"586","Sinocalanus tenellus","Sinocalanus tenellus","Sinocalanus tenellus","species",543955,FALSE,NA
"587","Astacus astacus","Astacus astacus","Astacus astacus","species",299971,FALSE,NA
"588","Astacus leptodactylus","Astacus leptodactylus","Pontastacus leptodactylus","species",601421,TRUE,NA
"589","Pacifastacus leniusculus","Pacifastacus leniusculus","Pacifastacus leniusculus","species",79855,FALSE,NA
"590","Astacopsis franklinii","Astacopsis franklinii","Astacopsis franklinii","species",872794,FALSE,NA
"591","Faxonius limosus","Faxonius limosus","Faxonius limosus","species",7116893,FALSE,NA
"592","Procambarus fallax","Procambarus fallax","Procambarus fallax","species",579001,FALSE,NA
"593","Cherax destructor","Cherax destructor","Cherax destructor","species",79853,FALSE,NA
"594","Cherax setosus","Cherax setosus","Cherax setosus","species",548594,FALSE,NA
"595","Cherax dispar","Cherax dispar","Cherax dispar","species",548597,FALSE,NA
"596","Nebo hierichonticus","Nebo hierichonticus","Nebo hierichonticus","species",554990,FALSE,NA
"597","Heterometrus fulvipes","Heterometrus fulvipes","Heterometrus fulvipes","species",814298,FALSE,NA
"598","Heterometrus laoticus","Heterometrus laoticus","Heterometrus laoticus","species",554995,FALSE,NA
"599","Heterometrus spinifer","Heterometrus spinifer","Heterometrus spinifer","species",201870,FALSE,NA
"600","Heterometrus swammerdami","Heterometrus swammerdami","Heterometrus swammerdami","species",554992,FALSE,NA
"601","Opistophthalmus boehmi","Opistophthalmus boehmi","Opistophthalmus boehmi","species",554988,FALSE,NA
"602","Opistophthalmus capensis","Opistophthalmus capensis","Opistophthalmus capensis","species",554986,FALSE,NA
"603","Opistophthalmus carinatus","Opistophthalmus carinatus","Opistophthalmus carinatus","species",738577,FALSE,NA
"604","Opistophthalmus holmi","Opistophthalmus holmi","Opistophthalmus holmi","species",1081430,FALSE,NA
"605","Pandinus cavimanus","Pandinus cavimanus","Pandinus cavimanus",NA,1081431,FALSE,NA
"606","Pandinus dictator","Pandinus dictator","Pandinus dictator","species",1081434,FALSE,NA
"607","Pandinus imperator","Pandinus imperator","Pandinus imperator","species",990944,FALSE,NA
"608","Pandinus viatoris","Pandinus viatoris","Pandinus viatoris","species",1081435,FALSE,NA
"609","Scorpio fuscus","Scorpio fuscus","Scorpio fuscus","species",1081437,FALSE,NA
"610","Scorpio palmatus","Scorpio palmatus","Scorpio palmatus","species",1031324,FALSE,NA
"611","Chelonibia testudinaria","Chelonibia testudinaria","Chelonibia testudinaria","species",968070,FALSE,NA
"612","Hirondellea dubia","Hirondellea dubia","Hirondellea dubia","species",38060,FALSE,NA
"613","Stratiolaelaps marilyn","Stratiolaelaps marilyn","Stratiolaelaps marilyn","species",310320,FALSE,NA
"614","Stratiolaelaps lorna","Stratiolaelaps lorna","Stratiolaelaps lorna","species",310323,FALSE,NA
"615","Stratiolaelaps lamington","Stratiolaelaps lamington","Stratiolaelaps lamington","species",310317,FALSE,NA
"616","Branchinella spinosa","Branchinella spinosa","Branchinella spinosa","species",666280,FALSE,NA
"617","Chirocephalus diaphanus","Chirocephalus diaphanus","Chirocephalus diaphanus","species",622937,FALSE,NA
"618","Chirocephalus kerkyrensis","Chirocephalus kerkyrensis","Chirocephalus kerkyrensis","species",666279,FALSE,NA
"619","Chirocephalus marchesonii","Chirocephalus marchesonii","Chirocephalus marchesonii","species",666282,FALSE,NA
"620","Chirocephalus ruffoi","Chirocephalus ruffoi","Chirocephalus ruffoi","species",666281,FALSE,NA
"621","Chirocephalus salinus","Chirocephalus salinus","Chirocephalus salinus","species",666265,FALSE,NA
"622","Chirocephalus sibyllae","Chirocephalus sibyllae","Chirocephalus sibyllae","species",666264,FALSE,NA
"623","Obesogammarus crassus","Obesogammarus crassus","Obesogammarus crassus","species",329189,FALSE,NA
"624","Pontogammarus maeoticus","Pontogammarus maeoticus","Pontogammarus maeoticus","species",329184,FALSE,NA
"625","Pontogammarus robustoides","Pontogammarus robustoides","Pontogammarus robustoides","species",954659,FALSE,NA
"626","Alaranea merina","Alaranea merina","Alaranea merina","species",858398,FALSE,NA
"627","Mysmena","Mysmena","Mysmena","genus",182351,FALSE,NA
"628","Nesticus","Nesticus","Nesticus","genus",565703,FALSE,NA
"629","Pimoa","Pimoa","Pimoa","genus",182355,FALSE,NA
"630","Synotaxus","Synotaxus","Synotaxus","genus",182357,FALSE,NA
"631","Theridiosoma gemmosum","Theridiosoma gemmosum","Theridiosoma gemmosum","species",182350,FALSE,NA
"632","Scopelocheirus schellenbergi","Scopelocheirus schellenbergi","Bathycallisoma schellenbergi","species",623778,TRUE,NA
"633","Parapenaeopsis hardwickii","Parapenaeopsis hardwickii","Parapenaeopsis hardwickii","species",100839,FALSE,NA
"634","Trachypenaeus curvirostris","Trachypenaeus curvirostris","Trachysalambria curvirostris","species",948769,TRUE,NA
"635","Bosmaella japonica","Bosmaella japonica","Bosmaella japonica","species",458891,FALSE,NA
"636","Sacculina oblonga","Sacculina oblonga","Sacculina oblonga","species",777759,FALSE,NA
"637","Sacculina leptodiae","Sacculina leptodiae","Sacculina leptodiae","species",458842,FALSE,NA
"638","Sacculina sinensis","Sacculina sinensis","Sacculina sinensis","species",414909,FALSE,NA
"639","Polyascus polygenea","Polyascus polygenea","Polyascus polygenea","species",458845,FALSE,NA
"640","Polyascus plana","Polyascus plana","Polyascus plana","species",458840,FALSE,NA
"641","Polyascus gregaria","Polyascus gregaria","Polyascus gregaria","species",458844,FALSE,NA
"642","Paramphithoe hystrix","Paramphithoe hystrix","Paramphithoe hystrix","species",463704,FALSE,NA
"643","Aglaodiaptomus leptopus","Aglaodiaptomus leptopus","Aglaodiaptomus leptopus","species",244978,FALSE,NA
"644","Mastigodiaptomussus","Mastigodiaptomussus","Mastigodiaptomus nesus",NA,768091,FALSE,"sibling_higher"
"645","Skistodiaptomus carolinensis","Skistodiaptomus carolinensis","Skistodiaptomus carolinensis","species",768090,FALSE,NA
"646","Skistodiaptomus mississippiensis","Skistodiaptomus mississippiensis","Skistodiaptomus mississippiensis","species",262138,FALSE,NA
"647","Skistodiaptomus oregonensis","Skistodiaptomus oregonensis","Skistodiaptomus oregonensis","species",768092,FALSE,NA
"648","Skistodiaptomus pallidus","Skistodiaptomus pallidus","Skistodiaptomus pallidus","species",768085,FALSE,NA
"649","Skistodiaptomus pygmaeus","Skistodiaptomus pygmaeus","Skistodiaptomus pygmaeus","species",768082,FALSE,NA
"650","Skistodiaptomus reighardi","Skistodiaptomus reighardi","Skistodiaptomus reighardi","species",768089,FALSE,NA
"651","Haplopelma schmidti","Haplopelma schmidti","Haplopelma schmidti",NA,957063,FALSE,NA
"652","Brevipalpus phoenicis","Brevipalpus phoenicis","Brevipalpus phoenicis","species",129006,FALSE,NA
"653","Brevipalpus obovatus","Brevipalpus obovatus","Brevipalpus obovatus","species",325656,FALSE,NA
"654","Cenopalpus pulcher","Cenopalpus pulcher","Cenopalpus pulcher","species",459585,FALSE,NA
"655","Daphnia peruviana","Daphnia peruviana","Daphnia peruviana","species",642038,FALSE,"sibling_higher"
"656","Daphnia laevis","Daphnia laevis","Daphnia laevis","species",996300,FALSE,NA
"657","Daphnia menucoensis","Daphnia menucoensis","Daphnia menucoensis","species",642040,FALSE,"sibling_higher"
"658","Daphnia dadayana","Daphnia dadayana","Daphnia dadayana","species",642041,FALSE,"sibling_higher"
"659","Daphnia spinulata","Daphnia spinulata","Daphnia spinulata","species",404325,FALSE,"sibling_higher"
"660","Daphnia ornithocephala","Daphnia ornithocephala","Daphnia ornithocephala","species",999461,FALSE,"sibling_higher"
"661","Daphnia parvula","Daphnia parvula","Daphnia parvula","species",497121,FALSE,"sibling_higher"
"662","Cordylochernes scorpioides","Cordylochernes scorpioides","Cordylochernes scorpioides","species",26536,FALSE,NA
"663","Synalpheus macclendoni","Synalpheus macclendoni","Synalpheus macclendoni","species",1047365,FALSE,NA
"664","Synalpheus pandionis red","Synalpheus pandionis red","Synalpheus pandionis",NA,667894,FALSE,NA
"665","Synalpheus paraneptunus small","Synalpheus paraneptunus small","Synalpheus cf. paraneptunus 'small'",NA,798242,FALSE,NA
"666","Munida leviantennata","Munida leviantennata","Enriquea leviantennata",NA,753489,TRUE,NA
"667","Munida ofella","Munida ofella","Munida ofella",NA,230438,FALSE,NA
"668","Paramunida granulata","Paramunida granulata","Hendersonida granulata","species",1051237,TRUE,NA
"669","Bathymunidabulosa","Bathymunidabulosa","Bathymunida nebulosa",NA,474904,FALSE,NA
"670","Charybdis miles","Charybdis miles","Charybdis miles","species",1077291,FALSE,NA
"671","Charybdis hellerii","Charybdis hellerii","Charybdis hellerii","species",506133,FALSE,NA
"672","Charybdistator","Charybdistator","Charybdis natator",NA,500658,FALSE,NA
"673","Charybdis truncata","Charybdis truncata","Charybdis truncata","species",500659,FALSE,NA
"674","Charybdis jaubertensis","Charybdis jaubertensis","Charybdis jaubertensis","species",655507,FALSE,NA
"675","Daphnia obtusa","Daphnia obtusa","Daphnia obtusa","species",668390,FALSE,NA
"676","Daphniaoobtusa","Daphniaoobtusa","Daphnia obtusa",NA,668390,FALSE,NA
"677","Daphnia cheraphila","Daphnia cheraphila","Daphnia cheraphila","species",158186,FALSE,"sibling_higher"
"678","Daphnia prolata","Daphnia prolata","Daphnia prolata","species",158183,FALSE,"sibling_higher"
"679","Daphnia pileata","Daphnia pileata","Daphnia pileata","species",158184,FALSE,"sibling_higher"
"680","Daphnia catawba","Daphnia catawba","Daphnia catawba","species",158181,FALSE,"sibling_higher"
"681","Euastacus","Euastacus","Euastacus","genus",297663,FALSE,NA
"682","Lepeophtheirus salmonis","Lepeophtheirus salmonis","Lepeophtheirus salmonis","species",430269,FALSE,NA
"683","Calantica spinosa","Calantica spinosa","Calantica spinosa","species",437066,FALSE,NA
"684","Streptocephalus bourquine","Streptocephalus bourquine","Streptocephalus bourquine","species",292828,FALSE,NA
"685","Streptocephalus cafer","Streptocephalus cafer","Streptocephalus cafer","species",223890,FALSE,NA
"686","Streptocephalus guzmani","Streptocephalus guzmani","Streptocephalus guzmani","species",798266,FALSE,NA
"687","Streptocephalus mackini","Streptocephalus mackini","Streptocephalus mackini","species",798264,FALSE,NA
"688","Streptocephalus macrourus","Streptocephalus macrourus","Streptocephalus macrourus","species",223892,FALSE,NA
"689","Streptocephalus moorei","Streptocephalus moorei","Streptocephalus moorei","species",223888,FALSE,NA
"690","Streptocephalusmibiensis","Streptocephalusmibiensis","Streptocephalus namibiensis",NA,223897,FALSE,NA
"691","Streptocephalus bowmani","Streptocephalus bowmani","Streptocephalus bowmani","species",292826,FALSE,NA
"692","Streptocephalus dumonti","Streptocephalus dumonti","Streptocephalus dumonti","species",867723,FALSE,NA
"693","Streptocephalus ovamboensis","Streptocephalus ovamboensis","Streptocephalus ovamboensis","species",223891,FALSE,NA
"694","Streptocephalus papillatus","Streptocephalus papillatus","Streptocephalus papillatus","species",223895,FALSE,NA
"695","Streptocephalus proboscideus","Streptocephalus proboscideus","Streptocephalus proboscideus","species",819334,FALSE,NA
"696","Streptocephalus purcelli","Streptocephalus purcelli","Streptocephalus purcelli","species",223894,FALSE,NA
"697","Streptocephalus queenslandicus","Streptocephalus queenslandicus","Streptocephalus queenslandicus","species",292825,FALSE,NA
"698","Streptocephalus sealii","Streptocephalus sealii","Streptocephalus sealii","species",176564,FALSE,NA
"699","Streptocephalus sudanicus","Streptocephalus sudanicus","Streptocephalus sudanicus","species",223889,FALSE,NA
"700","Streptocephalus texanus","Streptocephalus texanus","Streptocephalus texanus","species",636478,FALSE,NA
"701","Streptocephalus torvicornis","Streptocephalus torvicornis","Streptocephalus torvicornis","species",995181,FALSE,NA
"702","Streptocephalus trifideus","Streptocephalus trifideus","Streptocephalus trifideus","species",292827,FALSE,NA
"703","Streptocephalus cladophorus","Streptocephalus cladophorus","Streptocephalus cladophorus","species",242229,FALSE,NA
"704","Limnomysis benedeni","Limnomysis benedeni","Limnomysis benedeni","species",159966,FALSE,NA
"705","Paramysis baeri","Paramysis baeri","Paramysis baeri","species",373480,FALSE,NA
"706","Paramysis intermedia","Paramysis intermedia","Paramysis intermedia","species",7122336,FALSE,NA
"707","Paramysis kessleri","Paramysis kessleri","Paramysis kessleri","species",373485,FALSE,NA
"708","Paramysis kroyeri","Paramysis kroyeri","Paramysis kroyeri","species",373484,FALSE,NA
"709","Pontogammarus obesus","Pontogammarus obesus","Pontogammarus obesus","species",949513,FALSE,NA
"710","Trichogammarus trichiatus","Trichogammarus trichiatus","Trichogammarus trichiatus","species",949514,FALSE,"sibling_higher"
"711","Asellus aquaticus","Asellus aquaticus","Asellus aquaticus","species",335971,FALSE,NA
"712","Tanymastix stagnalis","Tanymastix stagnalis","Tanymastix stagnalis","species",468716,FALSE,NA
"713","Segestria bavarica","Segestria bavarica","Segestria bavarica","species",179978,FALSE,NA
"714","Mexistenasellus coahuila","Mexistenasellus coahuila","Mexistenasellus coahuila","species",646051,FALSE,NA
"715","Cirolanides texensis","Cirolanides texensis","Cirolanides texensis","species",819296,FALSE,NA
"716","Caecidotea reddelli","Caecidotea reddelli","Caecidotea reddelli","species",646057,FALSE,NA
"717","Speocirolana hardeni","Speocirolana hardeni","Speocirolana hardeni","species",807521,FALSE,NA
"718","Speocirolana thermydronis","Speocirolana thermydronis","Speocirolana thermydronis","species",642756,FALSE,NA
"719","Lirceolus cocytus","Lirceolus cocytus","Lirceolus cocytus","species",59992,FALSE,NA
"720","Lirceolus bisetus","Lirceolus bisetus","Lirceolus bisetus","species",60036,FALSE,NA
"721","Lirceolus hardeni","Lirceolus hardeni","Lirceolus hardeni","species",60024,FALSE,NA
"722","Aegla platensis","Aegla platensis","Aegla platensis","species",70050,FALSE,NA
"723","Aegla violacea","Aegla violacea","Aegla violacea","species",70052,FALSE,NA
"724","Aegla ligulata","Aegla ligulata","Aegla ligulata","species",70051,FALSE,NA
"725","Aegla marginata","Aegla marginata","Aegla marginata","species",70047,FALSE,NA
"726","Aegla strinatii","Aegla strinatii","Aegla strinatii","species",70046,FALSE,NA
"727","Aegla castro","Aegla castro","Aegla castro","species",70049,FALSE,NA
"728","Aegla schmitti","Aegla schmitti","Aegla schmitti",NA,70048,FALSE,NA
"729","Aegla parana","Aegla parana","Aegla parana","species",70045,FALSE,NA
"730","Aegla jarai","Aegla jarai","Aegla jarai","species",591038,FALSE,NA
"731","Aegla odebrechtii","Aegla odebrechtii","Aegla odebrechtii","species",591039,FALSE,NA
"732","Aegla spinosa","Aegla spinosa","Aegla spinosa","species",591040,FALSE,NA
"733","Aegla camargoi","Aegla camargoi","Aegla camargoi","species",591041,FALSE,NA
"734","Aegla paulensis","Aegla paulensis","Aegla paulensis","species",591042,FALSE,NA
"735","Aegla perobae","Aegla perobae","Aegla perobae","species",591043,FALSE,NA
"736","Aegla parva","Aegla parva","Aegla parva","species",591044,FALSE,NA
"737","Aegla serrana","Aegla serrana","Aegla serrana","species",591045,FALSE,NA
"738","Aegla itacolomiensis","Aegla itacolomiensis","Aegla itacolomiensis","species",591026,FALSE,NA
"739","Aegla plana","Aegla plana","Aegla plana","species",591027,FALSE,NA
"740","Aegla franciscana","Aegla franciscana","Aegla franciscana","species",18242,FALSE,NA
"741","Aegla inconspicua","Aegla inconspicua","Aegla inconspicua","species",18241,FALSE,NA
"742","Aegla longirostri","Aegla longirostri","Aegla longirostri","species",18239,FALSE,NA
"743","Aegla grisella","Aegla grisella","Aegla grisella","species",18238,FALSE,NA
"744","Aegla singularis","Aegla singularis","Aegla singularis","species",18237,FALSE,NA
"745","Aegla spinipalma","Aegla spinipalma","Aegla spinipalma","species",18236,FALSE,NA
"746","Aegla leptodactyla","Aegla leptodactyla","Aegla leptodactyla","species",18235,FALSE,NA
"747","Aegla inermis","Aegla inermis","Aegla inermis","species",18234,FALSE,NA
"748","Aegla rossiana","Aegla rossiana","Aegla rossiana","species",18244,FALSE,NA
"749","Aegla uruguayana","Aegla uruguayana","Aegla uruguayana","species",1016532,FALSE,NA
"750","Aegla prado","Aegla prado","Aegla prado","species",18243,FALSE,NA
"751","Aegla cavernicola","Aegla cavernicola","Aegla cavernicola","species",539458,FALSE,NA
"752","Aegla leptochela","Aegla leptochela","Aegla leptochela","species",539459,FALSE,NA
"753","Aegla obstipa","Aegla obstipa","Aegla obstipa","species",539456,FALSE,NA
"754","Aegla scamosa","Aegla scamosa","Aegla scamosa","species",539457,FALSE,NA
"755","Aegla septentrionalis","Aegla septentrionalis","Aegla septentrionalis","species",539462,FALSE,NA
"756","Aegla jujuyana","Aegla jujuyana","Aegla jujuyana","species",539463,FALSE,NA
"757","Aegla sanlorenzo","Aegla sanlorenzo","Aegla sanlorenzo","species",539460,FALSE,NA
"758","Aegla ringueleti","Aegla ringueleti","Aegla ringueleti","species",539461,FALSE,NA
"759","Aegla humahuaca","Aegla humahuaca","Aegla humahuaca","species",539464,FALSE,NA
"760","Aegla intercalata","Aegla intercalata","Aegla intercalata","species",539465,FALSE,NA
"761","Lomis hirta","Lomis hirta","Lomis hirta","species",965743,FALSE,NA
"762","Euphausia krohni","Euphausia krohni","Euphausia krohnii","species",446888,TRUE,NA
"763","Stegodyphus lineatus","Stegodyphus lineatus","Stegodyphus lineatus","species",1078000,FALSE,NA
"764","Paratya howensis","Paratya howensis","Paratya howensis","species",1052501,FALSE,NA
"765","Asternoseius","Asternoseius","Asternoseius",NA,640250,FALSE,NA
"766","Megisthanus floridanus","Megisthanus floridanus","Megisthanus floridanus","species",862683,FALSE,NA
"767","Microgynium incisum","Microgynium incisum","Microgynium incisum","species",942375,FALSE,NA
"768","Uropoda orbicularis","Uropoda orbicularis","Uropoda orbicularis","species",158767,FALSE,NA
"769","Prodinychus","Prodinychus","Prodinychus","genus",158742,FALSE,NA
"770","Discozercon","Discozercon","Discozercon","genus",942387,FALSE,NA
"771","Narceoheterozercon ohioensis","Narceoheterozercon ohioensis","Narceoheterozercon ohioensis","species",66996,FALSE,NA
"772","Asternolaelaps","Asternolaelaps","Asternolaelaps",NA,342355,FALSE,NA
"773","Epicroseius porosus","Epicroseius porosus","Sejus porosus",NA,3525027,FALSE,"hidden"
"774","Sejus carolinensis","Sejus carolinensis","Sejus carolinensis","species",614070,FALSE,NA
"775","Uropodella laciniata","Uropodella laciniata","Uropodella laciniata","species",467276,FALSE,NA
"776","Proarctacarus oregonensis","Proarctacarus oregonensis","Proarctacarus oregonensis","species",1044073,FALSE,NA
"777","Phorytocarpais fimetorum","Phorytocarpais fimetorum","Phorytocarpais fimetorum","species",1044076,FALSE,NA
"778","Amblyops abbreviata","Amblyops abbreviata","Amblyops abbreviatus","species",54732,TRUE,NA
"779","Triops longicaudatus","Triops longicaudatus","Triops longicaudatus","species",570423,FALSE,NA
"780","Paraeuchaetarvegica","Paraeuchaetarvegica","Paraeuchaeta media",NA,196831,FALSE,NA
"781","Chiridius armatus","Chiridius armatus","Chiridius armatus","species",546180,FALSE,NA
"782","Austropotamobius","Austropotamobius","Austropotamobius","genus",335540,FALSE,NA
"783","Cambaroides dauricus","Cambaroides dauricus","Cambaroides dauricus","species",77218,FALSE,NA
"784","Cambaroides schrenckii","Cambaroides schrenckii","Cambaroides schrenckii","species",77219,FALSE,NA
"785","Munida subrugosa","Munida subrugosa","Munida gregaria",NA,365547,TRUE,NA
"786","Orconectes harrisoni","Orconectes harrisoni","Orconectes harrisoni","species",665180,FALSE,NA
"787","Cambarus bartonii","Cambarus bartonii","Cambarus bartonii","species",665181,FALSE,NA
"788","Lacunicambarus diogenes","Lacunicambarus diogenes","Lacunicambarus diogenes","species",665183,FALSE,NA
"789","Cambarus graysoni","Cambarus graysoni","Cambarus graysoni","species",665176,FALSE,NA
"790","Hobbseus valleculus","Hobbseus valleculus","Hobbseus valleculus","species",665178,FALSE,NA
"791","Procambarus acutus","Procambarus acutus","Procambarus acutus","species",77968,FALSE,NA
"792","Orconectes kentuckiensis","Orconectes kentuckiensis","Faxonius kentuckiensis","species",827732,TRUE,NA
"793","Orconectes sloanii","Orconectes sloanii","Orconectes sloanii","species",665179,FALSE,NA
"794","Faxonius indianensis","Faxonius indianensis","Faxonius indianensis","species",665188,FALSE,NA
"795","Faxonius wrighti","Faxonius wrighti","Faxonius wrighti",NA,665189,FALSE,NA
"796","Orconectes inermis","Orconectes inermis","Orconectes inermis","species",90905,FALSE,"sibling_higher"
"797","Orconectes pagei","Orconectes pagei","Orconectes pagei","species",90904,FALSE,"sibling_higher"
"798","Orconectes pellucidus","Orconectes pellucidus","Orconectes pellucidus","species",90903,FALSE,"sibling_higher"
"799","Orconectes australis","Orconectes australis","Orconectes australis","species",454767,FALSE,"sibling_higher"
"800","Orconectes deanae","Orconectes deanae","Faxonius deanae","species",90902,TRUE,NA
"801","Orconectes difficilis","Orconectes difficilis","Orconectes difficilis","species",90909,FALSE,"sibling_higher"
"802","Orconectes hartfieldi","Orconectes hartfieldi","Faxonius hartfieldi","species",90908,TRUE,NA
"803","Orconectes maletae","Orconectes maletae","Orconectes maletae","species",90907,FALSE,NA
"804","Orconectes perfectus","Orconectes perfectus","Orconectes perfectus","species",90906,FALSE,NA
"805","Orconectes hobbsi","Orconectes hobbsi","Faxonius hobbsi","species",90911,TRUE,NA
"806","Orconectes meeki","Orconectes meeki","Faxonius meeki","species",90910,TRUE,NA
"807","Orconectes palmeri","Orconectes palmeri","Orconectes palmeri","species",716944,FALSE,NA
"808","Orconectes alabamensis","Orconectes alabamensis","Orconectes alabamensis","species",716935,FALSE,NA
"809","Orconectes chickasawae","Orconectes chickasawae","Faxonius chickasawae","species",716936,TRUE,NA
"810","Orconectes compressus","Orconectes compressus","Orconectes compressus","species",142687,FALSE,NA
"811","Orconectes cooperi","Orconectes cooperi","Faxonius cooperi","species",142689,TRUE,NA
"812","Orconectes etnieri","Orconectes etnieri","Faxonius etnieri","species",142688,TRUE,NA
"813","Orconectes immunis","Orconectes immunis","Orconectes immunis","species",142691,FALSE,"sibling_higher"
"814","Orconectes jonesi","Orconectes jonesi","Faxonius jonesi","species",142690,TRUE,NA
"815","Orconectes mississippiensis","Orconectes mississippiensis","Orconectes mississippiensis","species",142685,FALSE,NA
"816","Orconectesis","Orconectesis","Orconectes",NA,927957,FALSE,NA
"817","Orconectes rhoadesi","Orconectes rhoadesi","Orconectes rhoadesi","species",559786,FALSE,NA
"818","Orconectes holti","Orconectes holti","Faxonius holti","species",559787,TRUE,NA
"819","Orconectes acares","Orconectes acares","Orconectes acares","species",559788,FALSE,NA
"820","Orconectes barrenensis","Orconectes barrenensis","Orconectes barrenensis","species",559789,FALSE,NA
"821","Orconectes carolinensis","Orconectes carolinensis","Faxonius carolinensis","species",559790,TRUE,NA
"822","Orconectes cristavarius","Orconectes cristavarius","Faxonius cristavarius","species",559791,TRUE,NA
"823","Orconectes forceps","Orconectes forceps","Orconectes forceps","species",559792,FALSE,NA
"824","Orconectes hylas","Orconectes hylas","Orconectes hylas","species",559793,FALSE,NA
"825","Orconectes longidigitus","Orconectes longidigitus","Orconectes longidigitus","species",1057925,FALSE,NA
"826","Orconectes luteus","Orconectes luteus","Orconectes luteus","species",1057924,FALSE,NA
"827","Orconectes macrus","Orconectes macrus","Orconectes macrus","species",1057917,FALSE,NA
"828","Orconectes medius","Orconectes medius","Orconectes medius","species",1042373,FALSE,NA
"829","Orconectes menae","Orconectes menae","Orconectes menae","species",97039,FALSE,NA
"830","Orconectes mirus","Orconectes mirus","Orconectes mirus","species",516034,FALSE,NA
"831","Orconectesglectus","Orconectesglectus","Orconectes neglectus",NA,1057918,FALSE,NA
"832","Orconectes ozarkae","Orconectes ozarkae","Orconectes ozarkae","species",692815,FALSE,NA
"833","Orconectes peruncus","Orconectes peruncus","Orconectes peruncus","species",828547,FALSE,NA
"834","Orconectes punctimanus","Orconectes punctimanus","Orconectes punctimanus","species",1057913,FALSE,NA
"835","Orconectes putnami","Orconectes putnami","Orconectes putnami","species",516038,FALSE,NA
"836","Orconectes quadruncus","Orconectes quadruncus","Orconectes quadruncus","species",516035,FALSE,NA
"837","Orconectes ronaldi","Orconectes ronaldi","Orconectes ronaldi","species",566546,FALSE,NA
"838","Faxonius rusticus","Faxonius rusticus","Faxonius rusticus",NA,169778,FALSE,NA
"839","Orconectes saxatilis","Orconectes saxatilis","Orconectes saxatilis","species",566547,FALSE,NA
"840","Orconectes spinosus","Orconectes spinosus","Orconectes spinosus","species",566548,FALSE,NA
"841","Orconectes williamsi","Orconectes williamsi","Orconectes williamsi","species",566549,FALSE,NA
"842","Orconectes validus","Orconectes validus","Orconectes validus","species",836137,FALSE,NA
"843","Australatya striolata","Australatya striolata","Australatya striolata","species",67036,FALSE,NA
"844","Eumunida annulosa","Eumunida annulosa","Eumunida annulosa","species",12778,FALSE,"sibling_higher"
"845","Potamonautes lirrangensis","Potamonautes lirrangensis","Potamonautes lirrangensis","species",1058749,FALSE,"sibling_higher"
"846","Potamonautes","Potamonautes","Potamonautes (subgenus in family Potamidae)","genus",7117574,FALSE,NA
"847","Potamonautes obesus","Potamonautes obesus","Potamonautes obesus","species",1058751,FALSE,"sibling_higher"
"848","Potamonautes oderhi","Potamonautes oderhi","Potamonautes oderhi","species",1058752,FALSE,"sibling_higher"
"849","Potamonautes platynotus","Potamonautes platynotus","Potamonautes platynotus","species",1058750,FALSE,"sibling_higher"
"850","Potamonautes rayboldi","Potamonautes rayboldi","Potamonautes rayboldi",NA,1058753,FALSE,"sibling_higher"
"851","Sudanonautes floweri","Sudanonautes floweri","Sudanonautes floweri","species",1058754,FALSE,NA
"852","Seychellum alluaudi","Seychellum alluaudi","Seychellum alluaudi","species",178267,FALSE,NA
"853","Hydrothelphusa agilis","Hydrothelphusa agilis","Hydrothelphusa agilis","species",740002,FALSE,NA
"854","Hydrothelphusa goudoti","Hydrothelphusa goudoti","Foza goudoti",NA,740000,TRUE,NA
"855","Malagasya","Malagasya","Malagasya","genus",739995,FALSE,NA
"856","Marojejy longimerus","Marojejy longimerus","Marojejy longimerus","species",216245,FALSE,NA
"857","Skelosophusa eumeces","Skelosophusa eumeces","Skelosophusa eumeces","species",216247,FALSE,NA
"858","Socotra pseudocardisoma","Socotra pseudocardisoma","Socotra pseudocardisoma","species",216249,FALSE,NA
"859","Ceylonthelphusa rugosa","Ceylonthelphusa rugosa","Ceylonthelphusa rugosa","species",511648,FALSE,NA
"860","Parathelphusa","Parathelphusa","Parathelphusa (genus in superfamily Gecarcinucoidea)","genus",511649,FALSE,NA
"861","Rouxana","Rouxana","Rouxana","genus",93596,FALSE,NA
"862","Phricothelphusa limula","Phricothelphusa limula","Phricothelphusa limula",NA,511642,FALSE,NA
"863","Sartoriana spinigera","Sartoriana spinigera","Sartoriana spinigera","species",622896,FALSE,NA
