taxa_query,family,ottid_species,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,phylum,class,order,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type
Scheloribates badius,Scheloribatidae,3529034,449182,Scheloribatidae,"Jacot, 1935",accepted,NA,Family,449182,Scheloribatidae,"Jacot, 1935",449179,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Acrogalumna longipluma,Galumnidae,1088710,449168,Galumnidae,"Jacot, 1925",accepted,NA,Family,449168,Galumnidae,"Jacot, 1925",150377,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Cosmolaelaps,Laelapidae,NULL,150322,Laelapidae,"Berlese, 1892",accepted,NA,Family,150322,Laelapidae,"Berlese, 1892",762060,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Anachipteria howardi,Achipteriidae,894892,449178,Achipteriidae,"Thor, 1929",accepted,NA,Family,449178,Achipteriidae,"Thor, 1929",449177,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,1,NA,NA,NA,NA,exact
Proctolaelaps,Ascidae,NULL,150321,Ascidae,NA,accepted,NA,Family,150321,Ascidae,NA,762058,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Veigaia kochi,Veigaiidae,3522208,150338,Veigaiidae,NA,accepted,NA,Family,150338,Veigaiidae,NA,762055,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,1,NA,exact
Biscuris,Bdellidae,NULL,150433,Bdellidae,NA,accepted,NA,Family,150433,Bdellidae,NA,762069,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,1,NA,NA,1,NA,exact
Speleorchestes,Nanorchestidae,NULL,150432,Nanorchestidae,NA,accepted,NA,Family,150432,Nanorchestidae,NA,762117,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Moritzoppia,Oppiidae,NULL,449174,Oppiidae,"Sellnick, 1937",accepted,NA,Family,449174,Oppiidae,"Sellnick, 1937",150380,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Camisia biurus,Camisiidae,1087593,449173,Camisiidae,"Oudemans, 1900",accepted,NA,Family,449173,Camisiidae,"Oudemans, 1900",449172,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,1,NA,1,1,NA,exact
Meriola californica,Xanthidae,3554570,106769,Xanthidae,"MacLeay, 1838",accepted,NA,Family,106769,Xanthidae,"MacLeay, 1838",106703,Animalia,Arthropoda,Malacostraca,Decapoda,NA,1,1,0,0,0,exact
Gaeolaelaps,Laelapidae,NULL,150322,Laelapidae,"Berlese, 1892",accepted,NA,Family,150322,Laelapidae,"Berlese, 1892",762060,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Asca,Ascidae,NULL,150321,Ascidae,NA,accepted,NA,Family,150321,Ascidae,NA,762058,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Gamasellodes,Ascidae,NULL,150321,Ascidae,NA,accepted,NA,Family,150321,Ascidae,NA,762058,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Zerconopsis,Ascidae,NULL,150321,Ascidae,NA,accepted,NA,Family,150321,Ascidae,NA,762058,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Eviphis,Eviphididae,NULL,150332,Eviphididae,NA,accepted,NA,Family,150332,Eviphididae,NA,762057,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,1,NA,exact
Allosuctobelba obtusa,Suctobelbidae,4687620,508164,Suctobelbidae,"Jacot, 1938",accepted,NA,Family,508164,Suctobelbidae,"Jacot, 1938",150380,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Ixodes texanus,Ixodidae,922652,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Alliphis,Eviphididae,NULL,150332,Eviphididae,NA,accepted,NA,Family,150332,Eviphididae,NA,762057,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,1,NA,exact
Ixodes soricis,Ixodidae,3525515,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Echinonyssus,Laelapidae,NULL,150322,Laelapidae,"Berlese, 1892",accepted,NA,Family,150322,Laelapidae,"Berlese, 1892",762060,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Jacquinotia edwardsi,Majidae,4667506,106760,Majidae,"Samouelle, 1819",accepted,NA,Family,106760,Majidae,"Samouelle, 1819",106700,Animalia,Arthropoda,Malacostraca,Decapoda,NA,1,0,0,0,0,exact
Artemiauo,Artemiidae,NULL,480244,Artemiidae,"Grochowski, 1896",accepted,NA,Family,480244,Artemiidae,"Grochowski, 1896",1423528,Animalia,Arthropoda,Branchiopoda,Anostraca,NA,NA,1,1,NA,NA,exact
Simocephalus,Colubridae,NULL,342637,Colubridae,"Oppel, 1811",accepted,NA,Family,342637,Colubridae,"Oppel, 1811",196113,Animalia,Chordata,NA,Squamata,NA,1,1,1,1,NA,exact
Sergestes similis,Sergestidae,428941,106731,Sergestidae,"Dana, 1852",accepted,NA,Family,106731,Sergestidae,"Dana, 1852",106684,Animalia,Arthropoda,Malacostraca,Decapoda,NA,1,1,NA,NA,NA,exact
Mytilocypris ambiguosa,Cyprididae,491094,146873,Cyprididae,"Baird, 1845",accepted,NA,Family,146873,Cyprididae,"Baird, 1845",127476,Animalia,Arthropoda,Ostracoda,Podocopida,NA,1,1,1,0,0,exact
Veigaia nemorensis,Veigaiidae,612809,150338,Veigaiidae,NA,accepted,NA,Family,150338,Veigaiidae,NA,762055,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,1,NA,exact
Veigaia,Veigaiidae,NULL,150338,Veigaiidae,NA,accepted,NA,Family,150338,Veigaiidae,NA,762055,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,1,NA,exact
Ixodes scapularis,Ixodidae,621065,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Haemaphysalis,Ixodidae,NULL,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Morelacarus,Trombiculidae,NULL,509945,Trombiculidae,"Ewing, 1929",accepted,NA,Family,509945,Trombiculidae,"Ewing, 1929",762086,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,1,NA,NA,NA,NA,exact
Eumunida parva,Eumunididae,564114,562590,Eumunididae,"A. Milne-Edwards & Bouvier, 1900",accepted,NA,Family,562590,Eumunididae,"A. Milne-Edwards & Bouvier, 1900",562583,Animalia,Arthropoda,Malacostraca,Decapoda,NA,1,NA,NA,NA,NA,exact
Eumunida karubar,Eumunididae,564114,562590,Eumunididae,"A. Milne-Edwards & Bouvier, 1900",accepted,NA,Family,562590,Eumunididae,"A. Milne-Edwards & Bouvier, 1900",562583,Animalia,Arthropoda,Malacostraca,Decapoda,NA,1,NA,NA,NA,NA,exact
Ovalona glabra,Chydoridae,287275,148356,Chydoridae,"Dybowski & Grochowski, 1894",accepted,NA,Family,148356,Chydoridae,"Dybowski & Grochowski, 1894",106259,Animalia,Arthropoda,Branchiopoda,Anomopoda,NA,1,1,1,0,NA,exact
Eubosmina huaronensis,Bosminidae,423335,106262,Bosminidae,"Baird, 1845",accepted,NA,Family,106262,Bosminidae,"Baird, 1845",106259,Animalia,Arthropoda,Branchiopoda,Anomopoda,NA,1,1,1,0,NA,exact
Leydigia lousi,Chydoridae,829175,148356,Chydoridae,"Dybowski & Grochowski, 1894",accepted,NA,Family,148356,Chydoridae,"Dybowski & Grochowski, 1894",106259,Animalia,Arthropoda,Branchiopoda,Anomopoda,NA,1,1,1,0,NA,exact
Hoplomachus thunbergii,Metapseudidae,5799648,136155,Metapseudidae,"Lang, 1970",accepted,NA,Family,136155,Metapseudidae,"Lang, 1970",148688,Animalia,Arthropoda,Malacostraca,Tanaidacea,NA,1,NA,NA,NA,NA,exact
Calocaris investigatoris,Axiidae,581256,106798,Axiidae,"Huxley, 1879",accepted,NA,Family,106798,Axiidae,"Huxley, 1879",477324,Animalia,Arthropoda,Malacostraca,Decapoda,NA,1,1,1,NA,NA,exact
Diastylopsis thilenuisi,Diastylidae,556907,110380,Diastylidae,"Bate, 1856",accepted,NA,Family,110380,Diastylidae,"Bate, 1856",1137,Animalia,Arthropoda,Malacostraca,Cumacea,NA,1,1,NA,0,NA,exact
Ixodes hirsti,Ixodidae,274040,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ampelisca eschrictii,Ampeliscidae,512226,101364,Ampeliscidae,"Krøyer, 1842",accepted,NA,Family,101364,Ampeliscidae,"Krøyer, 1842",1055693,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,1,NA,NA,NA,NA,exact
Callianassa kraussi,Callianassidae,909460,106800,Callianassidae,"Dana, 1852",accepted,NA,Family,106800,Callianassidae,"Dana, 1852",477324,Animalia,Arthropoda,Malacostraca,Decapoda,NA,1,NA,1,NA,NA,exact
Alpheus ochrostriatus,Alpheidae,99426,106776,Alpheidae,"Rafinesque, 1815",accepted,NA,Family,106776,Alpheidae,"Rafinesque, 1815",106709,Animalia,Arthropoda,Malacostraca,Decapoda,NA,1,NA,1,NA,NA,exact
Macrobrachium qilianensis,Palaemonidae,616630,106788,Palaemonidae,"Rafinesque, 1815",accepted,NA,Family,106788,Palaemonidae,"Rafinesque, 1815",106715,Animalia,Arthropoda,Malacostraca,Decapoda,NA,1,1,1,1,NA,exact
Hypoaspis miles,Laelapidae,91763,150322,Laelapidae,"Berlese, 1892",accepted,NA,Family,150322,Laelapidae,"Berlese, 1892",762060,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Cryphiops caementarius,Palaemonidae,92502,106788,Palaemonidae,"Rafinesque, 1815",accepted,NA,Family,106788,Palaemonidae,"Rafinesque, 1815",106715,Animalia,Arthropoda,Malacostraca,Decapoda,NA,1,1,1,1,NA,exact
Stratiolaelaps scimitus,Laelapidae,310322,150322,Laelapidae,"Berlese, 1892",accepted,NA,Family,150322,Laelapidae,"Berlese, 1892",762060,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Otobius megnini,Argasidae,617195,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Ornithodoros costalis,Argasidae,5264372,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Ornithodoros porcinus,Argasidae,263260,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Ornithodoros moubata,Argasidae,896268,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Ornithodoros compactus,Argasidae,3525174,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Ornithodoros savignyi,Argasidae,614090,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Ornithodoros zumpti,Argasidae,3525186,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Ornithodoros turicata,Argasidae,263269,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Nothoaspis amazoniensis,Argasidae,426114,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Ixodes acutitarsus,Ixodidae,738227,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ixodes persulcatus,Ixodidae,493158,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ixodes ariadnae,Ixodidae,5517344,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ixodes frontalis,Ixodidae,22123,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ixodes canisuga,Ixodidae,444962,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ixodes hexagonus,Ixodidae,493147,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ixodes vespertilionis,Ixodidae,163673,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ixodes granulatus,Ixodidae,738231,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ixodes laguri,Ixodidae,3525602,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ixodes ricinus,Ixodidae,493144,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Hyalomma detritum,Ixodidae,366894,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Hyalomma excavatum,Ixodidae,794980,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Hyalomma anatolicum,Ixodidae,827325,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Hyalomma marginatum,Ixodidae,1069371,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Haemaphysalis flava,Ixodidae,75787,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Haemaphysalis concinna,Ixodidae,956594,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Haemaphysalis longicornis,Ixodidae,789030,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Haemaphysalis hystricis,Ixodidae,75477,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Haemaphysalis japonica,Ixodidae,3525219,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Dermacentor marginatus,Ixodidae,448574,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Dermacentor reticulatus,Ixodidae,38540,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Dermacentor nuttalli,Ixodidae,779142,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Dermacentor nitens,Ixodidae,688419,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Carios faini,Argasidae,3525097,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Carios vespertilionis,Argasidae,628985,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Bothriocroton undatum,Ixodidae,735703,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Argas,Argasidae,NULL,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Argas striatus,Argasidae,3525083,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Argas persicus,Argasidae,617210,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Argas africolumbae,Argasidae,201408,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Argas walkerae,Argasidae,923092,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Argas brumpti,Argasidae,3525070,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Argas boueti,Argasidae,3525136,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Tropilaelaps mercedesae,Laelapidae,1079634,150322,Laelapidae,"Berlese, 1892",accepted,NA,Family,150322,Laelapidae,"Berlese, 1892",762060,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Stratiolaelaps,Laelapidae,NULL,150322,Laelapidae,"Berlese, 1892",accepted,NA,Family,150322,Laelapidae,"Berlese, 1892",762060,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Laelaps giganteus,Laelapidae,5782731,150322,Laelapidae,"Berlese, 1892",accepted,NA,Family,150322,Laelapidae,"Berlese, 1892",762060,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Laelaps muricola,Laelapidae,5782730,150322,Laelapidae,"Berlese, 1892",accepted,NA,Family,150322,Laelapidae,"Berlese, 1892",762060,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Scutovertex sculptus,Scutoverticidae,964685,449184,Scutoverticidae,"Grandjean, 1954",accepted,NA,Family,449184,Scutoverticidae,"Grandjean, 1954",449183,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Trhypochthonius cladonicolus,Trhypochthoniidae,240625,508146,Trhypochthoniidae,"Willman, 1931",accepted,NA,Family,508146,Trhypochthoniidae,"Willman, 1931",449172,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Scutovertex pannonicus,Scutoverticidae,916035,449184,Scutoverticidae,"Grandjean, 1954",accepted,NA,Family,449184,Scutoverticidae,"Grandjean, 1954",449183,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Rhizoglyphus robini,Acaridae,7742,150325,Acaridae,NA,accepted,NA,Family,150325,Acaridae,NA,150317,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Nothrus borussicus,Nothridae,3528093,508148,Nothridae,"Berlese, 1896",accepted,NA,Family,508148,Nothridae,"Berlese, 1896",449172,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,1,NA,NA,1,NA,exact
Haemaphysalis bispinosa,Ixodidae,3525284,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Trombidium holosericeum,Trombidiidae,642655,150430,Trombidiidae,NA,accepted,NA,Family,150430,Trombidiidae,NA,762085,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,1,NA,NA,1,NA,exact
Oodinychus karawaiewi,Uropodidae,7106121,150330,Uropodidae,NA,accepted,NA,Family,150330,Uropodidae,NA,762047,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,1,NA,exact
Hyalomma lusitanicum,Ixodidae,448579,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Dermacentor everestianus,Ixodidae,3525417,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ixodes holocyclus,Ixodidae,735715,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Haemaphysalis bancrofti,Ixodidae,3525315,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ixodes tasmani,Ixodidae,163675,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ornithodoros canestrinii,Argasidae,3525071,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Ixodes apronophorus,Ixodidae,3525521,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Ixodes trianguliceps,Ixodidae,284190,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Hyalomma,Ixodidae,NULL,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Hyalomma asiaticum,Ixodidae,705445,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Argas reflexus,Argasidae,528616,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Ornithodoros lahorensis,Argasidae,387336,762205,Argasidae,"Koch, 1844",accepted,NA,Family,762205,Argasidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,1,1,1,NA,exact
Hyalomma truncatum,Ixodidae,83657,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Hyalomma dromedarii,Ixodidae,1069367,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Hyalomma rufipes,Ixodidae,658138,762201,Ixodidae,"Koch, 1844",accepted,NA,Family,762201,Ixodidae,"Koch, 1844",762031,Animalia,Arthropoda,Arachnida,Ixodida,NA,1,NA,NA,NA,NA,exact
Laelaps schatzi,Laelapidae,7102028,150322,Laelapidae,"Berlese, 1892",accepted,NA,Family,150322,Laelapidae,"Berlese, 1892",762060,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,1,NA,NA,NA,NA,exact
Galkinius depressus,Pyrgomatidae,751027,106058,Pyrgomatidae,"Gray, 1825",accepted,NA,Family,106058,Pyrgomatidae,"Gray, 1825",106041,Animalia,Arthropoda,Thecostraca,Balanomorpha,NA,1,NA,NA,NA,0,exact
Tropocyclops aztequei,Cyclopidae,2947580,106413,Cyclopidae,"Rafinesque, 1815",accepted,NA,Family,106413,Cyclopidae,"Rafinesque, 1815",1381344,Animalia,Arthropoda,Copepoda,Cyclopoida,NA,1,1,1,NA,NA,exact
