"","taxa_query","taxa","tol_sciname","rank","ott_id","is_synonym","flags"
"2256","Vertigo ventricosa","Vertigo ventricosa","Vertigo ventricosa","species",104385,FALSE,NA
"2257","Vallonia gracilicosta","Vallonia gracilicosta","Vallonia gracilicosta","species",678318,FALSE,NA
"2258","Gastrocopta tappaniana","Gastrocopta tappaniana","Gastrocopta tappaniana","species",678314,FALSE,NA
"2259","Pupilla","Pupilla","Pupilla","genus",396289,FALSE,NA
"2260","Neritina dilatata","Neritina dilatata","Neripteron dilatatum","species",457779,TRUE,NA
"2261","Unio ravoisieri","Unio ravoisieri","Unio ravoisieri","species",390673,FALSE,"sibling_higher"
"2262","Unio durieui","Unio durieui","Unio durieui","species",390675,FALSE,"sibling_higher"
"2263","Cyclonaias tuberculata","Cyclonaias tuberculata","Cyclonaias tuberculata","species",2851649,FALSE,"incertae_sedis_inherited"
"2264","Lampsilis higginsii","Lampsilis higginsii","Lampsilis higginsii","species",237090,FALSE,"sibling_higher"
"2265","Lasmigona costata","Lasmigona costata","Lasmigona costata","species",241665,FALSE,"sibling_higher"
"2266","Quadrula metanevra","Quadrula metanevra","Quadrula metanevra","species",609678,FALSE,"sibling_higher"
"2267","Quadruladulata","Quadruladulata","Quadrula nodulata",NA,697954,FALSE,"sibling_higher"
"2268","Quadrula pustulosa","Quadrula pustulosa","Quadrula pustulosa","species",697952,FALSE,"sibling_higher"
"2269","Truncilla donaciformis","Truncilla donaciformis","Truncilla donaciformis","species",915449,FALSE,"unplaced_inherited"
"2270","Unionidae","Unionidae","Unionidae","family",255789,FALSE,NA
"2271","Conasprella vimineus","Conasprella vimineus","Conasprella viminea",NA,809118,TRUE,NA
"2272","Onchidium strumam.d.","Onchidium strumam.d.","Onchidium reevesii",NA,167081,FALSE,"sibling_higher"
"2273","Paraoncidium reevesii","Paraoncidium reevesii","Paraoncidium reevesii","species",94435,FALSE,NA
"2274","Platevindex mortoni","Platevindex mortoni","Platevindex mortoni","species",94437,FALSE,NA
"2275","Biomphalaria","Biomphalaria","Biomphalaria","genus",874368,FALSE,NA
"2276","Thais gradata","Thais gradata","Thais gradata","species",586017,FALSE,NA
"2277","Thais javanica","Thais javanica","Indothais javanica","species",938666,TRUE,NA
"2278","Thais luteostoma","Thais luteostoma","Reishia luteostoma","species",864773,TRUE,NA
"2279","Thais mutabilis","Thais mutabilis","Thais mutabilis",NA,586026,FALSE,NA
"2280","Purpura rudolphi","Purpura rudolphi","Purpura persica","species",428368,TRUE,NA
"2281","Placida verticillata","Placida verticillata","Placida verticilata","species",76794,TRUE,NA
"2282","Costasiellanatoi","Costasiellanatoi","Costasiella nonatoi",NA,610960,FALSE,NA
"2283","Amaldarthlandica","Amaldarthlandica","Amalda northlandica",NA,775132,FALSE,NA
"2284","Margarya melanioides","Margarya melanioides","Margarya melanioides","species",96205,FALSE,NA
"2285","Margarya mansuyi","Margarya mansuyi","Anularya mansuyi","species",96207,TRUE,NA
"2286","Tchangmargarya yangtsunghaiensis","Tchangmargarya yangtsunghaiensis","Tchangmargarya yangtsunghaiensis",NA,96199,FALSE,NA
"2287","Margarya bicostata","Margarya bicostata","Margarya bicostata","species",96209,FALSE,NA
"2288","Margarya oxytropoides","Margarya oxytropoides","Margarya oxytropoides","species",96212,FALSE,NA
"2289","Cipangopaludina","Cipangopaludina","Cipangopaludina","genus",33664,FALSE,NA
"2290","Margarya monodi","Margarya monodi","Margarya monodi","species",96203,FALSE,NA
"2291","Cipangopaludina longispira","Cipangopaludina longispira","Cipangopaludina longispira","species",553319,FALSE,NA
"2292","Margarya tropidophora","Margarya tropidophora","Margarya francheti","species",96201,TRUE,NA
"2293","Unio tumidus","Unio tumidus","Unio tumidus","species",976323,FALSE,"sibling_higher"
"2294","Petaloconchusans","Petaloconchusans","Petaloconchus",NA,513288,FALSE,"sibling_higher"
"2295","Turris assyria","Turris assyria","Turris babylonia",NA,96737,TRUE,NA
"2296","Turris dollyae","Turris dollyae","Turris crispa","species",646115,TRUE,NA
"2297","Turrisrmandavidsoni","Turrisrmandavidsoni","Turris normandavidsoni",NA,686502,FALSE,NA
"2298","Lophiotoma cerithiformis","Lophiotoma cerithiformis","Iotyrris cerithiformis","species",42954,TRUE,NA
"2299","Amplirhagada basilica","Amplirhagada basilica","Amplirhagada basilica","species",853462,FALSE,NA
"2300","Amplirhagada berthierana","Amplirhagada berthierana","Amplirhagada berthierana","species",853453,FALSE,NA
"2301","Amplirhagada boongareensis","Amplirhagada boongareensis","Amplirhagada boongareensis","species",853457,FALSE,NA
"2302","Amplirhagada buffonensis","Amplirhagada buffonensis","Amplirhagada buffonensis","species",853474,FALSE,NA
"2303","Amplirhagada camdenensis","Amplirhagada camdenensis","Amplirhagada camdenensis","species",853478,FALSE,NA
"2304","Amplirhagada castra","Amplirhagada castra","Amplirhagada castra","species",201244,FALSE,NA
"2305","Amplirhagada combeana","Amplirhagada combeana","Amplirhagada combeana","species",494187,FALSE,NA
"2306","Amplirhagada descartesana","Amplirhagada descartesana","Amplirhagada descartesana","species",278913,FALSE,NA
"2307","Amplirhagada euroa","Amplirhagada euroa","Amplirhagada euroa","species",278910,FALSE,NA
"2308","Amplirhagada gemina","Amplirhagada gemina","Amplirhagada gemina","species",278920,FALSE,NA
"2309","Amplirhagada gibsoni","Amplirhagada gibsoni","Amplirhagada gibsoni","species",278916,FALSE,NA
"2310","Amplirhagada indistincta","Amplirhagada indistincta","Amplirhagada indistincta","species",278901,FALSE,NA
"2311","Amplirhagada katerana","Amplirhagada katerana","Amplirhagada katerana","species",779430,FALSE,NA
"2312","Amplirhagada kessneri","Amplirhagada kessneri","Amplirhagada kessneri","species",278898,FALSE,NA
"2313","Amplirhagada kimberleyana","Amplirhagada kimberleyana","Amplirhagada kimberleyana","species",278907,FALSE,NA
"2314","Amplirhagada mckenziei","Amplirhagada mckenziei","Amplirhagada mckenziei","species",278904,FALSE,NA
"2315","Amplirhagada mitchelliana","Amplirhagada mitchelliana","Amplirhagada mitchelliana","species",1019976,FALSE,NA
"2316","Amplirhagada montesquieuana","Amplirhagada montesquieuana","Amplirhagada montesquieuana","species",278931,FALSE,NA
"2317","Amplirhagadapierana","Amplirhagadapierana","Amplirhagada napierana",NA,69148,FALSE,NA
"2318","Amplirhagada percita","Amplirhagada percita","Amplirhagada percita","species",1019974,FALSE,NA
"2319","Amplirhagada ponderi","Amplirhagada ponderi","Amplirhagada ponderi","species",278928,FALSE,NA
"2320","Amplirhagada regia","Amplirhagada regia","Amplirhagada regia","species",779439,FALSE,NA
"2321","Amplirhagada solemiana","Amplirhagada solemiana","Amplirhagada solemiana","species",494205,FALSE,NA
"2322","Amplirhagada sphaeroidea","Amplirhagada sphaeroidea","Amplirhagada sphaeroidea","species",494208,FALSE,NA
"2323","Amplirhagada tricenaria","Amplirhagada tricenaria","Amplirhagada tricenaria","species",494193,FALSE,NA
"2324","Amplirhagada uwinsensis","Amplirhagada uwinsensis","Amplirhagada uwinsensis","species",494196,FALSE,NA
"2325","Amplirhagadaa","Amplirhagadaa","Amplirhagada",NA,673217,FALSE,"sibling_higher"
"2326","Amplirhagada yorkensis","Amplirhagada yorkensis","Amplirhagada yorkensis","species",494199,FALSE,NA
"2327","Carinotrachia admirale","Carinotrachia admirale","Carinotrachia admirale","species",488702,FALSE,NA
"2328","Mexithauma quadripaludium","Mexithauma quadripaludium","Mexithauma quadripaludium","species",239154,FALSE,NA
"2329","Sonorella","Sonorella","Sonorella","genus",421525,FALSE,NA
"2330","Sonorella macrophallus","Sonorella macrophallus","Sonorella macrophallus","species",421530,FALSE,NA
"2331","Sonorella imitator","Sonorella imitator","Sonorella imitator","species",421532,FALSE,NA
"2332","Xandarovula patula","Xandarovula patula","Simnia patula","species",369415,TRUE,NA
"2333","Tudorella sulcata","Tudorella sulcata","Tudorella sulcata","species",77182,FALSE,NA
"2334","Marmorana signata","Marmorana signata","Marmorana signata","species",366721,FALSE,NA
"2335","Marmorana fuscolabiata","Marmorana fuscolabiata","Marmorana fuscolabiata","species",366715,FALSE,NA
"2336","Marmorana saxetana","Marmorana saxetana","Marmorana saxetana","species",764232,FALSE,NA
"2337","Tyrrheniberus ridens","Tyrrheniberus ridens","Tyrrheniberus ridens","species",376831,FALSE,NA
"2338","Murella muralis","Murella muralis","Murella muralis","species",376835,FALSE,NA
"2339","Tyrrheniberus villicus","Tyrrheniberus villicus","Tyrrheniberus villicus","species",376833,FALSE,NA
"2340","Nassariusciferus","Nassariusciferus","Nassarius irus",NA,2899080,FALSE,NA
"2341","Chlorostoma funebralis","Chlorostoma funebralis","Tegula funebralis",NA,267402,TRUE,NA
"2342","Olivella biplicata","Olivella biplicata","Olivella biplicata","species",620314,FALSE,NA
"2343","Attiliosadulifera","Attiliosadulifera","Attiliosa nodulifera",NA,221391,FALSE,NA
"2344","Pterymarchia martinetana","Pterymarchia martinetana","Pterymarchia martinetana","species",588813,FALSE,NA
"2345","Pterynotus fulgens","Pterynotus fulgens","Timbellus fulgens","species",588808,TRUE,NA
"2346","Siphonochelus pavlova","Siphonochelus pavlova","Siphonochelus pavlova","species",774390,FALSE,NA
"2347","Hemicycla plicaria","Hemicycla plicaria","Hemicycla plicaria","species",431304,FALSE,NA
"2348","Hemicycla bidentalis","Hemicycla bidentalis","Hemicycla bidentalis","species",431326,FALSE,NA
"2349","Hemicycla pouchadan","Hemicycla pouchadan","Hemicycla pouchadan","species",431306,FALSE,NA
"2350","Hemicycla inutilis","Hemicycla inutilis","Hemicycla inutilis","species",431330,FALSE,NA
"2351","Hemicycla mascaensis","Hemicycla mascaensis","Hemicycla mascaensis","species",431332,FALSE,NA
"2352","Hemicycla quadricincta","Hemicycla quadricincta","Hemicycla quadricincta","species",957142,FALSE,NA
"2353","Hemicycla berkeleii","Hemicycla berkeleii","Hemicycla berkeleii","species",431324,FALSE,NA
"2354","Hemicycla saponacea","Hemicycla saponacea","Hemicycla saponacea","species",957140,FALSE,NA
"2355","Hemicycla","Hemicycla","Hemicycla","genus",359379,FALSE,"sibling_higher"
"2356","Hemicycla paivanopsis","Hemicycla paivanopsis","Hemicycla paivanopsis","species",431334,FALSE,NA
"2357","Physa jennessi","Physa jennessi","Physa jennessi","species",108760,FALSE,"sibling_higher"
"2358","Helix buchi","Helix buchi","Helix buchi","species",1035563,FALSE,"sibling_higher"
"2359","Helix goderdziana","Helix goderdziana","Helix goderdziana","species",1035565,FALSE,"sibling_higher"
"2360","Helix lucorum","Helix lucorum","Helix lucorum","species",182108,FALSE,"sibling_higher"
"2361","Helix pomatia","Helix pomatia","Helix pomatia","species",349693,FALSE,"sibling_higher"
"2362","Oxyperas elongata","Oxyperas elongata","Oxyperas elongata","species",4967016,FALSE,NA
"2363","Glossodoris punctilucens","Glossodoris punctilucens","Felimida punctilucens","species",724939,TRUE,NA
"2364","Chromodoris rolani","Chromodoris rolani","Felimida rolani","species",150452,TRUE,NA
"2365","Moruladulosa","Moruladulosa","Purpura dumosa",NA,2909837,FALSE,"hidden"
"2366","Morula ceylonica","Morula ceylonica","Tenguella ceylonica","species",5224218,TRUE,NA
"2367","Moruladicostata","Moruladicostata","Morula nodicostata",NA,2909822,FALSE,NA
"2368","Morula parva","Morula parva","Morula parva","species",2909803,FALSE,NA
"2369","Cronia avenacea","Cronia avenacea","Cronia avenacea","species",2909932,FALSE,NA
"2370","Morula funiculata","Morula funiculata","Oppomorus funiculatus","species",2909806,TRUE,NA
"2371","Moruladulifera","Moruladulifera","Oppomorus noduliferus",NA,2909835,FALSE,NA
"2372","Morula purpureocincta","Morula purpureocincta","Morula purpureocincta","species",2909799,FALSE,NA
"2373","Orania ornamentata","Orania ornamentata","Orania ornamentata",NA,4959271,FALSE,NA
"2374","Nucella castanea","Nucella castanea","Orania castanea","species",2909438,TRUE,NA
"2375","Thais callaoensis","Thais callaoensis","Acanthais callaoensis","species",954362,TRUE,NA
"2376","Thais triangularis","Thais triangularis","Acanthais triangularis","species",242277,TRUE,NA
"2377","Thais rufotincta","Thais rufotincta","Indothais rufotincta","species",382312,TRUE,NA
"2378","Thais sacella","Thais sacella","Indothais sacellum","species",428354,TRUE,NA
"2379","Thais scalaris","Thais scalaris","Thais scalaris","species",614388,FALSE,NA
"2380","Thais wutingi","Thais wutingi","Indothais wutingi","species",903223,TRUE,NA
"2381","Thais muricata","Thais muricata","Neorapana muricata",NA,562372,TRUE,NA
"2382","Semiricinula marginatra","Semiricinula marginatra","Neothais marginatra","species",888725,TRUE,NA
"2383","Plicopurpura pansa","Plicopurpura pansa","Plicopurpura columellaris",NA,935652,TRUE,NA
"2384","Reishia jubilaea","Reishia jubilaea","Reishia jubilaea","species",382320,FALSE,NA
"2385","Semiricinuladosa","Semiricinuladosa","Orania nodosa",NA,640176,FALSE,NA
"2386","Thais tissoti","Thais tissoti","Semiricinula tissoti","species",562375,TRUE,NA
"2387","Thais armigera","Thais armigera","Mancinella armigera","species",428360,TRUE,NA
"2388","Thalessa savignyi","Thalessa savignyi","Thalessa savignyi","species",614397,FALSE,"sibling_higher"
"2389","Thais deltoidea","Thais deltoidea","Vasula deltoidea","species",95237,TRUE,NA
"2390","Thais malayensis","Thais malayensis","Indothais malayensis","species",2909414,TRUE,NA
"2391","Isorropodon megadesmus","Isorropodon megadesmus","Isorropodon megadesmum",NA,830989,TRUE,NA
"2392","Bathymophila diadema","Bathymophila diadema","Bathymophila diadema",NA,256046,FALSE,NA
"2393","Tectus conus","Tectus conus","Tectus conus","species",354771,FALSE,NA
"2394","Cholorostoma argyrostoma","Cholorostoma argyrostoma","Chlorostoma argyrostomum",NA,198477,FALSE,NA
"2395","Pseudotalopia sakurai","Pseudotalopia sakurai","Pseudotalopia sakurai",NA,83912,FALSE,NA
"2396","Pagodula eos","Pagodula eos","Enixotrophon eos","species",345174,TRUE,NA
"2397","Pagodula lata","Pagodula lata","Enixotrophon latus","species",345178,TRUE,NA
"2398","Pagodula maxwelli","Pagodula maxwelli","Enixotrophon maxwelli",NA,345164,TRUE,NA
"2399","Hazuregyra watanabei","Hazuregyra watanabei","Hazuregyra watanabei","species",2921401,FALSE,NA
"2400","Ilangarfolkensis","Ilangarfolkensis","Ilanga norfolkensis",NA,2885156,FALSE,NA
"2401","Solariella affinis","Solariella affinis","Solariella affinis","species",2915187,FALSE,NA
"2402","Spectamen mutabilis","Spectamen mutabilis","Spectamen mutabilis",NA,5477427,FALSE,NA
"2403","Machaeroplax delicatus","Machaeroplax delicatus","Machaeroplax delicatus","species",2921212,FALSE,NA
"2404","Corbula amurensis","Corbula amurensis","Potamocorbula amurensis","species",139244,TRUE,NA
"2405","Corbula gibba","Corbula gibba","Corbula gibba","species",796221,FALSE,NA
"2406","Chloritis sudestensis","Chloritis sudestensis","Chloritis sudestensis","species",5517840,FALSE,NA
"2407","Arnemelassa creedi","Arnemelassa creedi","Arnemelassa creedi","species",488698,FALSE,"hidden_inherited"
"2408","Youwanjela wilsoni","Youwanjela wilsoni","Youwanjela wilsoni","species",1008311,FALSE,NA
"2409","Parachloritis argilacea","Parachloritis argilacea","Parachloritis argilacea",NA,5517837,FALSE,NA
"2410","Parachloritis mariae","Parachloritis mariae","Parachloritis mariae",NA,5517839,FALSE,NA
"2411","Parachloritiswtoni","Parachloritiswtoni","Parachloritis newtoni",NA,5517838,FALSE,NA
"2412","Parachloritis baucauensis","Parachloritis baucauensis","Parachloritis baucauensis",NA,5517830,FALSE,NA
"2413","Parachloritis afranio","Parachloritis afranio","Parachloritis afranio",NA,5517819,FALSE,NA
"2414","Parachloritis atauroensis","Parachloritis atauroensis","Parachloritis atauroensis",NA,5517822,FALSE,NA
"2415","Parachloritis herculea","Parachloritis herculea","Parachloritis herculea",NA,5517825,FALSE,NA
"2416","Parachloritis renschi","Parachloritis renschi","Parachloritis renschi",NA,5517823,FALSE,NA
"2417","Parachloritisnokonisi","Parachloritisnokonisi","Parachloritis ninokonisi",NA,5517818,FALSE,NA
"2418","Parachloritis manuelmendesi","Parachloritis manuelmendesi","Parachloritis manuelmendesi",NA,5517827,FALSE,NA
"2419","Parachloritissatenggarae","Parachloritissatenggarae","Parachloritis nusatenggarae",NA,5517821,FALSE,NA
"2420","Parachloritis mendax","Parachloritis mendax","Parachloritis mendax",NA,5517761,FALSE,NA
"2421","Parachloritis mundiperdidi","Parachloritis mundiperdidi","Parachloritis mundiperdidi",NA,5517829,FALSE,NA
"2422","Parachloritis malukuensis","Parachloritis malukuensis","Parachloritis malukuensis",NA,5517820,FALSE,NA
"2423","Parachloritis laritame","Parachloritis laritame","Parachloritis laritame",NA,5517831,FALSE,NA
"2424","Parachloritis pseudolandouria","Parachloritis pseudolandouria","Parachloritis pseudolandouria",NA,5517826,FALSE,NA
"2425","Parachloritis sylvatica","Parachloritis sylvatica","Parachloritis sylvatica",NA,5517824,FALSE,NA
"2426","Parachloritis reidi","Parachloritis reidi","Parachloritis reidi",NA,5517828,FALSE,NA
"2427","Parachloritis ramelau","Parachloritis ramelau","Parachloritis ramelau",NA,5517817,FALSE,NA
"2428","Galba truncatula","Galba truncatula","Galba truncatula","species",892752,FALSE,NA
"2429","Stagnicola corvus","Stagnicola corvus","Stagnicola corvus","species",570572,FALSE,NA
"2430","Lymnaea taurica","Lymnaea taurica","Lymnaea taurica","species",5735019,FALSE,NA
"2431","Aviassiminea palitans","Aviassiminea palitans","Aviassiminea palitans","species",2892077,FALSE,NA
"2432","Assiminea andrewsiana","Assiminea andrewsiana","Assiminea andrewsiana","species",5500749,FALSE,NA
"2433","Hemicycla paeteliana","Hemicycla paeteliana","Hemicycla paeteliana","species",359377,FALSE,NA
"2434","Theba impugnata","Theba impugnata","Theba impugnata","species",935024,FALSE,NA
"2435","Theba","Theba","Theba","genus",569710,FALSE,NA
"2436","Theba macandrewiana","Theba macandrewiana","Theba macandrewiana","species",935026,FALSE,NA
"2437","Theba geminata","Theba geminata","Theba geminata","species",408949,FALSE,NA
"2438","Theba sacchii","Theba sacchii","Theba sacchii","species",935028,FALSE,NA
"2439","Theba chudeaui","Theba chudeaui","Theba chudeaui","species",408951,FALSE,NA
"2440","Theba solimae","Theba solimae","Theba solimae","species",935016,FALSE,NA
"2441","Theba subdentata","Theba subdentata","Theba subdentata","species",935018,FALSE,NA
"2442","Theba clausoinflata","Theba clausoinflata","Theba clausoinflata",NA,2879965,FALSE,NA
"2443","Theba grasseti","Theba grasseti","Theba grasseti","species",935022,FALSE,NA
"2444","Theba arinagae","Theba arinagae","Theba arinagae","species",408956,FALSE,NA
"2445","Theba andalusica","Theba andalusica","Theba andalusica","species",408958,FALSE,NA
"2446","Theba pisana","Theba pisana","Theba pisana","species",569706,FALSE,NA
"2447","Creseis clava","Creseis clava","Creseis clava","species",671254,FALSE,NA
"2448","Aphrodoctopus schultzei","Aphrodoctopus schultzei","Aphrodoctopus schultzei",NA,898590,FALSE,NA
"2449","Bythiospeum quenstedti","Bythiospeum quenstedti","Bythiospeum quenstedti","species",2915512,FALSE,NA
"2450","Bythiospeum suevicum","Bythiospeum suevicum","Bythiospeum suevicum",NA,2919285,FALSE,NA
"2451","Bythiospeum acutum","Bythiospeum acutum","Bythiospeum acutum",NA,4960092,FALSE,NA
"2452","Bythiospeum pellucidum","Bythiospeum pellucidum","Bythiospeum pellucidum","species",2920733,FALSE,NA
"2453","Bythiospeum saxigenum","Bythiospeum saxigenum","Bythiospeum saxigenum","species",2921161,FALSE,NA
"2454","Bythiospeum francomontanum","Bythiospeum francomontanum","Bythiospeum haeussleri","species",2915511,TRUE,NA
"2455","Bythiospeum husmanni","Bythiospeum husmanni","Bythiospeum husmanni","species",2919656,FALSE,NA
"2456","Callista brevisiphonata","Callista brevisiphonata","Ezocallista brevisiphonata","species",278560,TRUE,"extinct, incertae_sedis"
"2457","Periglypta compressa","Periglypta compressa","Periglypta corbis",NA,107442,TRUE,NA
"2458","Placamen calophylla","Placamen calophylla","Placamen calophylla","species",126099,FALSE,NA
"2459","Periglypta chemnitzi","Periglypta chemnitzi","Antigona chemnitzii","species",107436,TRUE,NA
"2460","Anomalocardia producta","Anomalocardia producta","Cryptonema producta","species",681497,TRUE,NA
"2461","Clausinella isabellina","Clausinella isabellina","Placamen isabellina","species",1049122,TRUE,NA
"2462","Hemicycla glyceia","Hemicycla glyceia","Hemicycla glyceia","species",94442,FALSE,NA
"2463","Hemicycla retrodens","Hemicycla retrodens","Hemicycla retrodens","species",557190,FALSE,NA
"2464","Hemicycla incisogranulata","Hemicycla incisogranulata","Hemicycla incisogranulata","species",94444,FALSE,NA
"2465","Hemicycla melchori","Hemicycla melchori","Hemicycla melchori","species",557187,FALSE,NA
"2466","Hemicyclavariae","Hemicyclavariae","Hemicycla nivariae",NA,94448,FALSE,NA
"2467","Hemicycla fulgida","Hemicycla fulgida","Hemicycla fulgida","species",557183,FALSE,NA
"2468","Hemicycla bethencourtiana","Hemicycla bethencourtiana","Hemicycla bethencourtiana","species",563825,FALSE,NA
"2469","Hemicycla eurythyra","Hemicycla eurythyra","Hemicycla eurythyra","species",384150,FALSE,NA
"2470","Hemicycla modesta","Hemicycla modesta","Hemicycla modesta","species",94446,FALSE,NA
"2471","Hemicycla consobrina","Hemicycla consobrina","Hemicycla consobrina","species",563823,FALSE,NA
"2472","Pseudotryonia","Pseudotryonia","Pseudotryonia","genus",509906,FALSE,NA
"2473","Minckleyella balnearis","Minckleyella balnearis","Minckleyella balnearis",NA,509907,FALSE,NA
"2474","Chorrobius crassilabrum","Chorrobius crassilabrum","Chorrobius crassilabrum",NA,509909,FALSE,NA
"2475","Melampus coffeus","Melampus coffeus","Melampus coffea","species",72322,TRUE,"incertae_sedis_inherited"
"2476","Glossodoris edmundsi","Glossodoris edmundsi","Felimida edmundsi","species",795079,TRUE,NA
"2477","Roboastra ricei","Roboastra ricei","Roboastra ricei","species",425828,FALSE,"sibling_higher"
"2478","Bornella stellifer","Bornella stellifer","Bornella stellifer","species",1092238,FALSE,NA
"2479","Dendronotus regius","Dendronotus regius","Dendronotus regius","species",945170,FALSE,NA
"2480","Tritonialsodhneri","Tritonialsodhneri","Tritonia nilsodhneri",NA,917807,FALSE,NA
"2481","Janolus barbarensis","Janolus barbarensis","Janolus barbarensis","species",319919,FALSE,"incertae_sedis_inherited"
"2482","Janolus capensis","Janolus capensis","Janolus capensis","species",319917,FALSE,"incertae_sedis_inherited"
"2483","Janolus longidentatus","Janolus longidentatus","Janolus longidentatus","species",319915,FALSE,"incertae_sedis_inherited"
"2484","Sepia ramani","Sepia ramani","Sepia pharaonis",NA,180299,TRUE,NA
"2485","Vermetus erectus","Vermetus erectus","Petaloconchus erectus","species",348006,TRUE,NA
"2486","Arca avellana","Arca avellana","Arca patriarchalis","species",77198,TRUE,NA
"2487","Chlorostoma turbinatum","Chlorostoma turbinatum","Chlorostoma turbinatum","species",598708,FALSE,NA
"2488","Fusinus longicaudus","Fusinus longicaudus","Fusinus colus","species",77206,TRUE,"sibling_higher"
"2489","Omphalius pfeifferi","Omphalius pfeifferi","Tegula pfeifferi","species",570968,TRUE,NA
"2490","Bythinella markovi","Bythinella markovi","Bythinella markovi",NA,1029044,FALSE,NA
"2491","Terrestribythinella","Terrestribythinella","Terrestribythinella",NA,835995,FALSE,"sibling_higher"
"2492","Bythinella turca","Bythinella turca","Bythinella turca","species",503234,FALSE,NA
"2493","Bythinella opaca","Bythinella opaca","Bythinella opaca","species",503232,FALSE,NA
"2494","Bythinella charpentieri","Bythinella charpentieri","Bythinella charpentieri","species",682580,FALSE,NA
"2495","Bythinella cretensis","Bythinella cretensis","Bythinella cretensis","species",682584,FALSE,NA
"2496","Bythinella drimica","Bythinella drimica","Bythinella drimica",NA,1029042,FALSE,NA
"2497","Bythinella dispersa","Bythinella dispersa","Bythinella dispersa","species",503236,FALSE,NA
"2498","Parabythinella graeca","Parabythinella graeca","Parabythinella graeca",NA,243072,FALSE,NA
"2499","Gyliotrachela hungerfordiana","Gyliotrachela hungerfordiana","Gyliotrachela hungerfordiana",NA,111432,FALSE,NA
"2500","Gyliotrachela transitans","Gyliotrachela transitans","Gyliotrachela transitans",NA,319604,FALSE,NA
"2501","Gyliotrachela salpinx","Gyliotrachela salpinx","Gyliotrachela salpinx",NA,319606,FALSE,NA
"2502","Gyliotrachela frequens","Gyliotrachela frequens","Gyliotrachela frequens",NA,18216,FALSE,NA
"2503","Gyliotrachela depressispira","Gyliotrachela depressispira","Gyliotrachela depressispira",NA,944943,FALSE,NA
"2504","Paraboysidia tarutao","Paraboysidia tarutao","Paraboysidia tarutao",NA,95661,FALSE,NA
"2505","Macridiscus semicancellata","Macridiscus semicancellata","Macridiscus donacinus","species",1010512,TRUE,NA
"2506","Discus rotundatus","Discus rotundatus","Discus rotundatus","species",752082,FALSE,NA
"2507","Benthoctopus eureka","Benthoctopus eureka","Muusoctopus eureka",NA,349205,TRUE,NA
"2508","Benthoctopus johnsonianus","Benthoctopus johnsonianus","Muusoctopus johnsonianus",NA,349210,TRUE,NA
"2509","Benthoctopus profundorum","Benthoctopus profundorum","Muusoctopus profundorum",NA,2868157,TRUE,NA
"2510","Benthoctopus oregonensis","Benthoctopus oregonensis","Muusoctopus oregonensis",NA,828139,TRUE,NA
"2511","Benthoctopus yaquinae","Benthoctopus yaquinae","Muusoctopus yaquinae",NA,111500,TRUE,NA
"2512","Benthoctopus rigbyae","Benthoctopus rigbyae","Muusoctopus rigbyae",NA,663838,TRUE,NA
"2513","Benthoctopus thielei","Benthoctopus thielei","Muusoctopus thielei",NA,663835,TRUE,NA
"2514","Diplommatina ventriculus","Diplommatina ventriculus","Diplommatina ventriculus","species",230620,FALSE,NA
"2515","Opisthostoma fraternum","Opisthostoma fraternum","Opisthostoma fraternum","species",224434,FALSE,NA
"2516","Diplommatina hidagai","Diplommatina hidagai","Diplommatina hidagai","species",702941,FALSE,NA
"2517","Diplommatina suratensis","Diplommatina suratensis","Diplommatina suratensis","species",230615,FALSE,NA
"2518","Chamalycaeus everetti","Chamalycaeus everetti","Chamalycaeus everetti","species",179548,FALSE,NA
"2519","Alycaeus jagori","Alycaeus jagori","Alycaeus jagori","species",494284,FALSE,NA
"2520","Japonia","Japonia","Japonia (genus in Holozoa)","genus",420819,FALSE,"sibling_higher"
"2521","Opisthoporus birostris","Opisthoporus birostris","Opisthoporus birostris","species",480979,FALSE,NA
"2522","Cochlostoma elegans","Cochlostoma elegans","Cochlostoma elegans","species",179549,FALSE,NA
"2523","Acroptychia bathiei","Acroptychia bathiei","Acroptychia bathiei","species",1066872,FALSE,NA
"2524","Acroptychia milloti","Acroptychia milloti","Acroptychia milloti","species",753725,FALSE,NA
"2525","Diplommatina canaliculata","Diplommatina canaliculata","Diplommatina canaliculata","species",179546,FALSE,NA
"2526","Diplommatina centralis","Diplommatina centralis","Diplommatina centralis","species",179547,FALSE,NA
"2527","Diplommatina demorgani","Diplommatina demorgani","Diplommatina demorgani","species",179542,FALSE,NA
"2528","Adelopoma tucma","Adelopoma tucma","Adelopoma tucma",NA,701686,FALSE,NA
"2529","Diplommatina gomantongensis","Diplommatina gomantongensis","Diplommatina gomantongensis","species",702942,FALSE,NA
"2530","Diplommatinaiyanetri","Diplommatinaiyanetri","Diplommatina naiyanetri",NA,702944,FALSE,NA
"2531","Diplommatina prava","Diplommatina prava","Diplommatina prava","species",702939,FALSE,NA
"2532","Diplommatina rubra","Diplommatina rubra","Diplommatina rubra",NA,7944273,FALSE,NA
"2533","Diplommatina superba","Diplommatina superba","Diplommatina superba","species",230617,FALSE,NA
"2534","Diplommatina sykesi","Diplommatina sykesi","Diplommatina sykesi",NA,230616,FALSE,NA
"2535","Opisthostoma mirabile","Opisthostoma mirabile","Opisthostoma mirabile","species",224430,FALSE,NA
"2536","Palaina striolata","Palaina striolata","Palaina striolata","species",230619,FALSE,NA
