"","taxa_query","taxa","tol_sciname","rank","ott_id","is_synonym","flags"
"1126","Etheostoma olmstedi","Etheostoma olmstedi","Etheostoma olmstedi","species",896996,FALSE,NA
"1127","Hybognathus hankinsoni","Hybognathus hankinsoni","Hybognathus hankinsoni","species",122959,FALSE,NA
"1128","Hybognathus regius","Hybognathus regius","Hybognathus regius","species",338660,FALSE,NA
"1129","Ichthyomyzon castaneus","Ichthyomyzon castaneus","Ichthyomyzon castaneus","species",856197,FALSE,NA
"1130","Labidesthes sicculus","Labidesthes sicculus","Labidesthes sicculus","species",125720,FALSE,NA
"1131","Lampetra appendix","Lampetra appendix","Lampetra appendix",NA,430437,FALSE,NA
"1132","Lepomis megalotis","Lepomis megalotis","Lepomis megalotis","species",271249,FALSE,NA
"1133","Morone chrysops","Morone chrysops","Morone chrysops","species",246133,FALSE,NA
"1134","Moxostoma anisurum","Moxostoma anisurum","Moxostoma anisurum","species",421706,FALSE,NA
"1135","Moxostoma carinatum","Moxostoma carinatum","Moxostoma carinatum","species",1048747,FALSE,NA
"1136","Notropis anogenus","Notropis anogenus","Notropis anogenus","species",258125,FALSE,NA
"1137","Notropis heterodon","Notropis heterodon","Notropis heterodon","species",258132,FALSE,NA
"1138","Notropis percobromus","Notropis percobromus","Notropis percobromus","species",403731,FALSE,NA
"1139","Notropis texanus","Notropis texanus","Notropis texanus","species",550208,FALSE,NA
"1140","Notropis volucellus","Notropis volucellus","Notropis volucellus","species",351735,FALSE,NA
"1141","Noturus gyrinus","Noturus gyrinus","Noturus gyrinus","species",652777,FALSE,NA
"1142","Noturus insignis","Noturus insignis","Noturus insignis","species",621604,FALSE,NA
"1143","Percina caprodes","Percina caprodes","Percina caprodes","species",814721,FALSE,NA
"1144","Percina copelandi","Percina copelandi","Percina copelandi","species",340829,FALSE,NA
"1145","Percina maculata","Percina maculata","Percina maculata","species",104319,FALSE,NA
"1146","Percina shumardi","Percina shumardi","Percina shumardi","species",177439,FALSE,NA
"1147","Percopsis omiscomaycus","Percopsis omiscomaycus","Percopsis omiscomaycus","species",358581,FALSE,NA
"1148","Chrosomusogaeus","Chrosomusogaeus","Chrosomus neogaeus",NA,319954,FALSE,NA
"1149","Pomoxisgromaculatus","Pomoxisgromaculatus","Pomoxis nigromaculatus",NA,437614,FALSE,NA
"1150","Ptychocheilus oregonensis","Ptychocheilus oregonensis","Ptychocheilus oregonensis","species",319970,FALSE,NA
"1151","Rhinichthys falcatus","Rhinichthys falcatus","Rhinichthys falcatus","species",859481,FALSE,NA
"1152","Rhinichthys obtusus","Rhinichthys obtusus","Rhinichthys obtusus","species",754512,FALSE,NA
"1153","Rhinichthys osculus","Rhinichthys osculus","Rhinichthys osculus","species",592028,FALSE,NA
"1154","Rhinichthys umatilla","Rhinichthys umatilla","Rhinichthys umatilla","species",964879,FALSE,NA
"1155","Sander canadensis","Sander canadensis","Sander canadensis","species",557677,FALSE,NA
"1156","Semotilus corporalis","Semotilus corporalis","Semotilus corporalis","species",964884,FALSE,NA
"1157","Clinostomus elongatus","Clinostomus elongatus","Clinostomus elongatus","species",290055,FALSE,NA
"1158","Erimyzon sucetta","Erimyzon sucetta","Erimyzon sucetta","species",235180,FALSE,NA
"1159","Ictalurus punctatus","Ictalurus punctatus","Ictalurus punctatus","species",701523,FALSE,NA
"1160","Ictiobus cyprinellus","Ictiobus cyprinellus","Ictiobus cyprinellus","species",679272,FALSE,NA
"1161","Lepomis auritus","Lepomis auritus","Lepomis auritus","species",1002718,FALSE,NA
"1162","Lepomis humilis","Lepomis humilis","Lepomis humilis","species",892772,FALSE,NA
"1163","Luxilus cornutus","Luxilus cornutus","Luxilus cornutus","species",96051,FALSE,NA
"1164","Macrhybopsis storeriana","Macrhybopsis storeriana","Macrhybopsis storeriana","species",610375,FALSE,NA
"1165","Micropterus dolomieu","Micropterus dolomieu","Micropterus dolomieu","species",235372,FALSE,NA
"1166","Moxostoma duquesnii","Moxostoma duquesnii","Moxostoma duquesnii",NA,941351,FALSE,NA
"1167","Moxostoma erythrurum","Moxostoma erythrurum","Moxostoma erythrurum","species",707829,FALSE,NA
"1168","Moxostoma hubbsi","Moxostoma hubbsi","Moxostoma hubbsi","species",750144,FALSE,NA
"1169","Moxostoma valenciennesi","Moxostoma valenciennesi","Moxostoma valenciennesi","species",184083,FALSE,NA
"1170","Myoxocephalus thompsonii","Myoxocephalus thompsonii","Myoxocephalus thompsonii","species",58012,FALSE,NA
"1171","Nocomis micropogon","Nocomis micropogon","Nocomis micropogon","species",644727,FALSE,NA
"1172","Notropis buchanani","Notropis buchanani","Notropis buchanani","species",555686,FALSE,NA
"1173","Notropis heterolepis","Notropis heterolepis","Notropis heterolepis","species",832483,FALSE,NA
"1174","Notropis rubellus","Notropis rubellus","Notropis rubellus","species",565581,FALSE,NA
"1175","Noturus flavus","Noturus flavus","Noturus flavus","species",101864,FALSE,NA
"1176","Noturus miurus","Noturus miurus","Noturus miurus","species",282530,FALSE,NA
"1177","Noturus stigmosus","Noturus stigmosus","Noturus stigmosus","species",903466,FALSE,NA
"1178","Pimephales promelas","Pimephales promelas","Pimephales promelas","species",564459,FALSE,NA
"1179","Pomoxis annularis","Pomoxis annularis","Pomoxis annularis","species",476365,FALSE,NA
"1180","Pylodictis olivaris","Pylodictis olivaris","Pylodictis olivaris","species",139643,FALSE,NA
"1181","Dasyatis microps","Dasyatis microps","Dasyatis microps",NA,614604,FALSE,"sibling_higher"
"1182","Cynoglossus arel/macrolepidotus","Cynoglossus arel/macrolepidotus","Cynoglossus cf. arel/macrolepidotus",NA,614583,FALSE,NA
"1183","Atractoscionbilis","Atractoscionbilis","Atractoscion nobilis",NA,720790,FALSE,NA
"1184","Coryphopterus bol","Coryphopterus bol","Coryphopterus bol",NA,924971,FALSE,NA
"1185","Scomberomorusphonius","Scomberomorusphonius","Scomberomorus niphonius",NA,277179,FALSE,NA
"1186","Lutjanus lineatus","Lutjanus lineatus","Lutjanus lineatus",NA,346573,FALSE,NA
"1187","Epinephelus fario","Epinephelus fario","Epinephelus fario","species",704741,FALSE,NA
"1188","Lepus europaeus","Lepus europaeus","Lepus europaeus","species",864607,FALSE,NA
"1189","Glyptothorax garhwali","Glyptothorax garhwali","Glyptothorax garhwali","species",580561,FALSE,NA
"1190","Glyptothorax brevipinnis","Glyptothorax brevipinnis","Glyptothorax brevipinnis","species",580559,FALSE,NA
"1191","Glyptothorax dakpathari","Glyptothorax dakpathari","Glyptothorax dakpathari",NA,59556,FALSE,NA
"1192","Nothobranchius furzeri","Nothobranchius furzeri","Nothobranchius furzeri","species",513643,FALSE,NA
"1193","Catostomus bernardini","Catostomus bernardini","Catostomus bernardini","species",278703,FALSE,NA
"1194","Catostomus cahita","Catostomus cahita","Catostomus cahita","species",278710,FALSE,NA
"1195","Catostomus leopoldi","Catostomus leopoldi","Catostomus leopoldi","species",278707,FALSE,NA
"1196","Catostomus plebeius","Catostomus plebeius","Catostomus plebeius","species",518658,FALSE,NA
"1197","Catostomus wigginsi","Catostomus wigginsi","Catostomus wigginsi","species",278713,FALSE,NA
"1198","Catostomusbuliferus","Catostomusbuliferus","Catostomus nebuliferus",NA,278716,FALSE,NA
"1199","Cobitis hankugensis","Cobitis hankugensis","Cobitis hankugensis","species",420838,FALSE,NA
"1200","Cobitis tetralineata","Cobitis tetralineata","Cobitis tetralineata","species",252320,FALSE,NA
"1201","Iksookimia koreensis","Iksookimia koreensis","Iksookimia koreensis",NA,540671,FALSE,NA
"1202","Iksookimia longicorpa","Iksookimia longicorpa","Iksookimia longicorpa",NA,1062638,FALSE,NA
"1203","Iksookimia pumila","Iksookimia pumila","Iksookimia pumila",NA,1062640,FALSE,NA
"1204","Iksookimia yongdokensis","Iksookimia yongdokensis","Iksookimia yongdokensis","species",1062645,FALSE,NA
"1205","Kichulchoia brevifasciata","Kichulchoia brevifasciata","Kichulchoia brevifasciata",NA,550832,FALSE,NA
"1206","Koreocobitisktongensis","Koreocobitisktongensis","Koreocobitis naktongensis",NA,19490,FALSE,NA
"1207","Lefua costata","Lefua costata","Lefua costata","species",991335,FALSE,NA
"1208","Neolissochilus hexagonolepis","Neolissochilus hexagonolepis","Neolissochilus hexagonolepis","species",620228,FALSE,NA
"1209","Puntius chelynoides","Puntius chelynoides","Puntius chelynoides",NA,198330,FALSE,NA
"1210","Tor mosal","Tor mosal","Tor mosal","species",1012496,FALSE,NA
"1211","Tor tor","Tor tor","Tor tor","species",441467,FALSE,NA
"1212","Petroschmidtia toyamensis","Petroschmidtia toyamensis","Petroschmidtia toyamensis","species",412930,FALSE,NA
"1213","Astyanax mexicanus","Astyanax mexicanus","Astyanax mexicanus","species",701518,FALSE,NA
"1214","Bramocharax baileyi","Bramocharax baileyi","Bramocharax baileyi","species",1078408,FALSE,"incertae_sedis_inherited"
"1215","Bramocharax caballeroi","Bramocharax caballeroi","Bramocharax caballeroi","species",1078397,FALSE,"incertae_sedis_inherited"
"1216","Brycon guatemalensis","Brycon guatemalensis","Brycon guatemalensis","species",573662,FALSE,NA
"1217","Chirostoma labarcae","Chirostoma labarcae","Chirostoma labarcae","species",800811,FALSE,NA
"1218","Chirostoma riojai","Chirostoma riojai","Chirostoma riojai","species",800817,FALSE,NA
"1219","Cichlasoma urophthalmum","Cichlasoma urophthalmum","Cichlasoma urophthalmum",NA,969102,FALSE,"sibling_higher"
"1220","Cyprinella rutila","Cyprinella rutila","Cyprinella rutila","species",292543,FALSE,NA
"1221","Gambusia yucatana","Gambusia yucatana","Gambusia yucatana","species",387866,FALSE,NA
"1222","Pseudoxiphophorus bimaculatus","Pseudoxiphophorus bimaculatus","Pseudoxiphophorus bimaculatus","species",399545,FALSE,NA
"1223","Notropis chihuahua","Notropis chihuahua","Notropis chihuahua","species",522918,FALSE,NA
"1224","Poblana alchichica","Poblana alchichica","Poblana alchichica","species",800790,FALSE,NA
"1225","Poblana letholepis","Poblana letholepis","Poblana letholepis","species",226662,FALSE,NA
"1226","Poblana squamata","Poblana squamata","Poblana squamata","species",226665,FALSE,NA
"1227","Poecilia petenensis","Poecilia petenensis","Poecilia petenensis","species",149140,FALSE,NA
"1228","Poeciliopsis catemaco","Poeciliopsis catemaco","Poeciliopsis catemaco","species",1092515,FALSE,NA
"1229","Poeciliopsis pleurospilus","Poeciliopsis pleurospilus","Poeciliopsis pleurospilus","species",32908,FALSE,NA
"1230","Potamariuslsoni","Potamariuslsoni","Potamarius nelsoni",NA,195714,FALSE,NA
"1231","Rhamdia guatemalensis","Rhamdia guatemalensis","Rhamdia guatemalensis","species",195322,FALSE,NA
"1232","Moxostoma albidum","Moxostoma albidum","Moxostoma albidum","species",32877,FALSE,NA
"1233","Rheoheros lentiginosus","Rheoheros lentiginosus","Rheoheros lentiginosus","species",293224,FALSE,NA
"1234","Thorichthys helleri","Thorichthys helleri","Thorichthys helleri","species",225748,FALSE,NA
"1235","Thorichthys meeki","Thorichthys meeki","Thorichthys meeki","species",207017,FALSE,NA
"1236","Thorichthys","Thorichthys","Thorichthys","genus",207024,FALSE,NA
"1237","Vieja fenestrata","Vieja fenestrata","Vieja fenestrata","species",538034,FALSE,NA
"1238","Theraps godmanni","Theraps godmanni","Theraps godmanni","species",317885,FALSE,NA
"1239","Chuco intermedium","Chuco intermedium","Chuco intermedium","species",705403,FALSE,NA
"1240","Xiphophorus alvarezi","Xiphophorus alvarezi","Xiphophorus alvarezi","species",450401,FALSE,NA
"1241","Sylvilagus floridanus","Sylvilagus floridanus","Sylvilagus floridanus","species",864591,FALSE,NA
"1242","Heterochromis multidens","Heterochromis multidens","Heterochromis multidens","species",312591,FALSE,NA
"1243","Sarotherodon lohbergeri","Sarotherodon lohbergeri","Sarotherodon lohbergeri","species",462075,FALSE,NA
"1244","Chaetobranchus flavescens","Chaetobranchus flavescens","Chaetobranchus flavescens","species",744497,FALSE,NA
"1245","Aequidens tetramerus","Aequidens tetramerus","Aequidens tetramerus","species",797217,FALSE,NA
"1246","Andinoacara pulcher","Andinoacara pulcher","Andinoacara pulcher","species",222797,FALSE,NA
"1247","Andinoacara rivulatus","Andinoacara rivulatus","Andinoacara rivulatus","species",498808,FALSE,NA
"1248","Krobia","Krobia","Krobia","genus",687206,FALSE,NA
"1249","Laetacara thayeri","Laetacara thayeri","Laetacara thayeri","species",797216,FALSE,NA
"1250","Nannacara taenia","Nannacara taenia","Nannacara taenia","species",384837,FALSE,NA
"1251","Tahuantinsuyoa macantzatza","Tahuantinsuyoa macantzatza","Tahuantinsuyoa macantzatza","species",687197,FALSE,NA
"1252","Guianacara","Guianacara","Guianacara","genus",533532,FALSE,NA
"1253","Biotoecus dicentrarchus","Biotoecus dicentrarchus","Biotoecus dicentrarchus","species",1044194,FALSE,NA
"1254","Crenicara punctulatum","Crenicara punctulatum","Crenicara punctulatum","species",461830,FALSE,NA
"1255","Apistogrammoides pucallpaensis","Apistogrammoides pucallpaensis","Apistogrammoides pucallpaensis","species",366956,FALSE,NA
"1256","Biotodoma wavrini","Biotodoma wavrini","Biotodoma wavrini","species",314756,FALSE,NA
"1257","Gymnogeophagus gymnogenys","Gymnogeophagus gymnogenys","Gymnogeophagus gymnogenys","species",937627,FALSE,NA
"1258","Mikrogeophagus altispinosus","Mikrogeophagus altispinosus","Mikrogeophagus altispinosus","species",795499,FALSE,NA
"1259","Taeniacara candidi","Taeniacara candidi","Taeniacara candidi","species",128244,FALSE,NA
"1260","Australoheros facetus","Australoheros facetus","Australoheros facetus","species",221506,FALSE,NA
"1261","Caquetaia spectabilis","Caquetaia spectabilis","Caquetaia spectabilis","species",170125,FALSE,NA
"1262","Hoplarchus psittacus","Hoplarchus psittacus","Hoplarchus psittacus","species",795504,FALSE,NA
"1263","Mesonauta festivus","Mesonauta festivus","Mesonauta festivus","species",139584,FALSE,NA
"1264","Symphysodon discus","Symphysodon discus","Symphysodon discus","species",452848,FALSE,NA
"1265","Theraps wesseli","Theraps wesseli","Theraps wesseli","species",221497,FALSE,NA
"1266","Chandama","Chandama","Chandata",NA,4259405,FALSE,"sibling_higher"
"1267","Anotopteruskparini","Anotopteruskparini","Anotopterus nikparini",NA,580267,FALSE,NA
"1268","Bathyagonusgripinnis","Bathyagonusgripinnis","Bathyagonus nigripinnis",NA,714020,FALSE,NA
"1269","Cyclothone pacifica","Cyclothone pacifica","Cyclothone pacifica",NA,7526,FALSE,NA
"1270","Lycodopsis pacificus","Lycodopsis pacificus","Lycodopsis pacificus",NA,780344,FALSE,NA
"1271","Nannobrachium ritteri","Nannobrachium ritteri","Nannobrachium ritteri","species",47677,FALSE,NA
"1272","Porichthystatus","Porichthystatus","Parechthistatus",NA,299611,FALSE,NA
"1273","Rhacochilus vacca","Rhacochilus vacca","Rhacochilus vacca","species",841788,FALSE,"incertae_sedis_inherited"
"1274","Stenobrachiusnnochir","Stenobrachiusnnochir","Stenobrachius nannochir",NA,341485,FALSE,NA
"1275","Schizothorax progastus","Schizothorax progastus","Schizothorax progastus","species",870855,FALSE,NA
"1276","Sperata aor","Sperata aor","Sperata aor","species",45415,FALSE,NA
"1277","Mystus horai","Mystus horai","Mystus horai","species",334636,FALSE,NA
"1278","Hypomesuspponensis","Hypomesuspponensis","Hypomesus nipponensis",NA,37114,FALSE,NA
"1279","Salvelinus kuznetzovi","Salvelinus kuznetzovi","Salvelinus kuznetzovi","species",1070828,FALSE,NA
"1280","Ompok pabda","Ompok pabda","Ompok pabda","species",751692,FALSE,NA
"1281","Ompok pabo","Ompok pabo","Ompok pabo","species",751686,FALSE,NA
"1282","Apogonrfolcensis","Apogonrfolcensis","Apogon norfolcensis",NA,981489,FALSE,"incertae_sedis"
"1283","Gnathophisstromi","Gnathophisstromi","Gnathophis nystromi",NA,873804,FALSE,NA
"1284","Dipturusdarosiensis","Dipturusdarosiensis","Dipturus nidarosiensis",NA,257058,FALSE,NA
"1285","Glyptothorax davissinghi","Glyptothorax davissinghi","Glyptothorax davissinghi","species",248050,FALSE,NA
"1286","Glyptothorax ventrolineatus","Glyptothorax ventrolineatus","Glyptothorax ventrolineatus","species",248048,FALSE,NA
"1287","Glyptothoraxapang","Glyptothoraxapang","Glyptothorax panda",NA,558488,FALSE,NA
"1288","Glyptothorax granulus","Glyptothorax granulus","Glyptothorax granulus","species",400837,FALSE,NA
"1289","Astatotilapia flaviijosephi","Astatotilapia flaviijosephi","Astatotilapia flaviijosephi","species",256901,FALSE,NA
"1290","Tristramella simonis","Tristramella simonis","Tristramella simonis","species",588164,FALSE,NA
"1291","Basilichthys semotilus","Basilichthys semotilus","Basilichthys semotilus","species",494711,FALSE,NA
"1292","Basilichthys microlepidotus","Basilichthys microlepidotus","Basilichthys microlepidotus","species",267657,FALSE,NA
"1293","Ekemblemariagra","Ekemblemariagra","Ekemblemaria nigra",NA,210783,FALSE,NA
"1294","Emblemariavipes","Emblemariavipes","Emblemaria nivipes",NA,578237,FALSE,NA
"1295","Liza parsia","Liza parsia","Liza parsia",NA,728954,FALSE,NA
"1296","Nematalosasus","Nematalosasus","Nematalosa",NA,536347,FALSE,NA
"1297","Ageneiosus inermis","Ageneiosus inermis","Ageneiosus inermis","species",1077781,FALSE,NA
"1298","Cetopsis candiru","Cetopsis candiru","Cetopsis candiru","species",215103,FALSE,NA
"1299","Prochilodusgricans","Prochilodusgricans","Prochilodus nigricans",NA,757632,FALSE,NA
"1300","Brachyplatystoma rousseauxii","Brachyplatystoma rousseauxii","Brachyplatystoma rousseauxii","species",678769,FALSE,NA
"1301","Plagioscion auratus","Plagioscion auratus","Plagioscion auratus","species",1077774,FALSE,NA
"1302","Leporinus piau","Leporinus piau","Leporinus piau","species",506612,FALSE,NA
"1303","Phractocephalus hemioliopterus","Phractocephalus hemioliopterus","Phractocephalus hemioliopterus","species",186917,FALSE,NA
"1304","Pseudoplatystoma fasciatum","Pseudoplatystoma fasciatum","Pseudoplatystoma fasciatum","species",482809,FALSE,NA
"1305","Colossoma macropomum","Colossoma macropomum","Colossoma macropomum","species",24678,FALSE,NA
"1306","Hypostomus ancistroides","Hypostomus ancistroides","Hypostomus ancistroides","species",698168,FALSE,NA
"1307","Rineloricaria uracantha","Rineloricaria uracantha","Rineloricaria uracantha","species",1087490,FALSE,NA
"1308","Hemipsilichthys gobio","Hemipsilichthys gobio","Hemipsilichthys gobio","species",925564,FALSE,NA
"1309","Kronichthys heylandi","Kronichthys heylandi","Kronichthys heylandi","species",650416,FALSE,NA
"1310","Kronichthys lacerta","Kronichthys lacerta","Kronichthys lacerta","species",650418,FALSE,NA
"1311","Neoplecostomus espiritosantensis","Neoplecostomus espiritosantensis","Neoplecostomus espiritosantensis","species",650422,FALSE,NA
"1312","Neoplecostomus yapo","Neoplecostomus yapo","Neoplecostomus yapo","species",921240,FALSE,NA
"1313","Neoplecostomus bandeirante","Neoplecostomus bandeirante","Neoplecostomus bandeirante","species",1090960,FALSE,NA
"1314","Pareiorhaphis vestigipinnis","Pareiorhaphis vestigipinnis","Pareiorhaphis vestigipinnis","species",921244,FALSE,NA
"1315","Pareiorhina rudolphi","Pareiorhina rudolphi","Pareiorhina rudolphi","species",1076718,FALSE,NA
"1316","Neoplecostomus corumba","Neoplecostomus corumba","Neoplecostomus corumba","species",650420,FALSE,NA
"1317","Ostracion cubicus","Ostracion cubicus","Ostracion cubicus","species",350980,FALSE,NA
"1318","Roeboides salvadoris","Roeboides salvadoris","Roeboides salvadoris",NA,792225,FALSE,NA
"1319","Astyanax hubbsi","Astyanax hubbsi","Astyanax hubbsi",NA,501191,FALSE,NA
"1320","Astyanax belizanus","Astyanax belizanus","Astyanax belizanus","species",1014923,FALSE,NA
"1321","Astyanaxcaraguensis","Astyanaxcaraguensis","Astyanax nicaraguensis",NA,268870,FALSE,NA
"1322","Astyanax petenensis","Astyanax petenensis","Astyanax petenensis","species",268873,FALSE,NA
"1323","Astyanax orthodus","Astyanax orthodus","Astyanax orthodus","species",1015001,FALSE,NA
"1324","Astyanax bimaculatus","Astyanax bimaculatus","Astyanax bimaculatus","species",11347,FALSE,NA
"1325","Schizodon fasciatus","Schizodon fasciatus","Schizodon fasciatus","species",282568,FALSE,NA
"1326","Cichla temensis","Cichla temensis","Cichla temensis","species",936817,FALSE,NA
"1327","Semaprochilodus taeniurus","Semaprochilodus taeniurus","Semaprochilodus taeniurus","species",109604,FALSE,NA
"1328","Trichogaster fasciata","Trichogaster fasciata","Trichogaster fasciata","species",1089987,FALSE,NA
"1329","Barilius vagra","Barilius vagra","Barilius vagra","species",728223,FALSE,NA
"1330","Labeo bata","Labeo bata","Labeo bata","species",305035,FALSE,"sibling_higher"
"1331","Bangana ariza","Bangana ariza","Bangana ariza","species",176852,FALSE,NA
"1332","Amblyceps arunchalensis","Amblyceps arunchalensis","Amblyceps arunchalensis",NA,969324,FALSE,NA
"1333","Aspidoparia jaya","Aspidoparia jaya","Aspidoparia jaya",NA,969320,FALSE,NA
"1334","Badis badis","Badis badis","Badis badis","species",989135,FALSE,NA
"1335","Chitala chitala","Chitala chitala","Chitala chitala","species",863123,FALSE,NA
"1336","Devario aequipinnatus","Devario aequipinnatus","Devario aequipinnatus","species",1083064,FALSE,NA
"1337","Garra gotyla","Garra gotyla","Garra gotyla","species",814405,FALSE,NA
"1338","Mystus tengara","Mystus tengara","Mystus tengara","species",863892,FALSE,NA
"1339","Oreichthys cosuatis","Oreichthys cosuatis","Oreichthys cosuatis","species",797321,FALSE,NA
"1340","Tor putitora","Tor putitora","Tor putitora","species",720179,FALSE,NA
"1341","Puntius bramoides","Puntius bramoides","Puntius bramoides","species",98709,FALSE,NA
"1342","Barbodes collingwoodii","Barbodes collingwoodii","Barbodes collingwoodii",NA,867615,FALSE,NA
"1343","Pseudopungtungia tenuicorpus","Pseudopungtungia tenuicorpus","Pseudopungtungia tenuicorpus","species",968075,FALSE,NA
"1344","Gobiobotia macrocephala","Gobiobotia macrocephala","Gobiobotia macrocephala","species",1041453,FALSE,NA
"1345","Gobiobotia brevibarba","Gobiobotia brevibarba","Gobiobotia brevibarba","species",968081,FALSE,NA
"1346","Microphysogobio koreensis","Microphysogobio koreensis","Microphysogobio koreensis","species",968083,FALSE,NA
"1347","Acheilognathus somjinensis","Acheilognathus somjinensis","Acheilognathus somjinensis",NA,672755,FALSE,NA
"1348","Lamnasus","Lamnasus","Gamasus",NA,3524684,FALSE,"sibling_higher"
"1349","Acanthurusgrofuscus","Acanthurusgrofuscus","Acanthurus pyroferus",NA,467319,FALSE,NA
"1350","Amphipriongripes","Amphipriongripes","Amphiprion nigripes",NA,741440,FALSE,"incertae_sedis_inherited"
"1351","Anampsesoguinaicus","Anampsesoguinaicus","Anampses neoguinaicus",NA,372273,FALSE,NA
"1352","Antennatusmmifer","Antennatusmmifer","Antennatus nummifer",NA,203276,FALSE,NA
"1353","Arothrongropunctatus","Arothrongropunctatus","Arothron nigropunctatus",NA,95340,FALSE,NA
"1354","Centropygex","Centropygex","Centropyge",NA,133809,FALSE,NA
"1355","Equetus lanceolatus","Equetus lanceolatus","Equetus lanceolatus","species",702685,FALSE,NA
"1356","Heniochusus","Heniochusus","Heliocausus",NA,4533107,FALSE,"sibling_higher"
"1357","Neoglyphidodongroris","Neoglyphidodongroris","Neoglyphidodon nigroris",NA,778861,FALSE,"incertae_sedis_inherited"
"1358","Pervagorgrolineatus","Pervagorgrolineatus","Pervagor nigrolineatus",NA,758985,FALSE,NA
"1359","Pomacanthusvarchus","Pomacanthusvarchus","Pomacanthus navarchus",NA,133812,FALSE,NA
"1360","Pomacentrusgasakiensis","Pomacentrusgasakiensis","Pomacentrus nagasakiensis",NA,668535,FALSE,"incertae_sedis_inherited"
"1361","Neosynchiropus stellatus","Neosynchiropus stellatus","Neosynchiropus stellatus",NA,810198,FALSE,NA
"1362","Hemipsilichthys papillatus","Hemipsilichthys papillatus","Hemipsilichthys papillatus","species",741703,FALSE,NA
"1363","Hypostomusgromaculatus","Hypostomusgromaculatus","Hypostomus nigromaculatus",NA,567613,FALSE,NA
"1364","Isbrueckerichthys duseni","Isbrueckerichthys duseni","Isbrueckerichthys duseni","species",549964,FALSE,NA
"1365","Corumbataia tocantinensis","Corumbataia tocantinensis","Corumbataia tocantinensis","species",925554,FALSE,NA
"1366","Otocinclus gibbosus","Otocinclus gibbosus","Otocinclus gibbosus",NA,376401,FALSE,NA
"1367","Pseudocorynopoma doriae","Pseudocorynopoma doriae","Pseudocorynopoma doriae","species",1211,FALSE,NA
"1368","Macropsobrycon uruguayanae","Macropsobrycon uruguayanae","Macropsobrycon uruguayanae","species",573833,FALSE,NA
"1369","Mimagoniates lateralis","Mimagoniates lateralis","Mimagoniates lateralis","species",1012142,FALSE,NA
"1370","Hyphessobrycon anisitsi","Hyphessobrycon anisitsi","Hyphessobrycon anisitsi","species",328337,FALSE,NA
"1371","Bryconamericus iheringii","Bryconamericus iheringii","Bryconamericus iheringii","species",852948,FALSE,NA
"1372","Bryconamericus patriciae","Bryconamericus patriciae","Bryconamericus patriciae","species",852946,FALSE,NA
"1373","Bryconamericus stramineus","Bryconamericus stramineus","Bryconamericus stramineus",NA,328350,FALSE,NA
"1374","Bryconadenos tanaothoros","Bryconadenos tanaothoros","Bryconadenos tanaothoros",NA,626004,FALSE,NA
"1375","Cheirodon interruptus","Cheirodon interruptus","Cheirodon interruptus","species",328352,FALSE,NA
"1376","Corynopoma riisei","Corynopoma riisei","Corynopoma riisei","species",855287,FALSE,NA
"1377","Cyanocharax alegretensis","Cyanocharax alegretensis","Cyanocharax alegretensis",NA,53070,FALSE,NA
"1378","Cyanocharax itaimbe","Cyanocharax itaimbe","Cyanocharax itaimbe",NA,53068,FALSE,NA
"1379","Cyanocharax uruguayensis","Cyanocharax uruguayensis","Cyanocharax uruguayensis","species",53073,FALSE,NA
"1380","Cynopotamus argenteus","Cynopotamus argenteus","Cynopotamus argenteus","species",328357,FALSE,NA
"1381","Diapoma speculiferum","Diapoma speculiferum","Diapoma speculiferum","species",53077,FALSE,NA
"1382","Diapoma terofali","Diapoma terofali","Diapoma terofali","species",53075,FALSE,NA
"1383","Hyphessobrycon herbertaxelrodi","Hyphessobrycon herbertaxelrodi","Hyphessobrycon herbertaxelrodi","species",328344,FALSE,NA
"1384","Aphyocharax anisitsi","Aphyocharax anisitsi","Aphyocharax anisitsi","species",852942,FALSE,NA
"1385","Hyphessobrycon erythrostigma","Hyphessobrycon erythrostigma","Hyphessobrycon erythrostigma","species",1071465,FALSE,NA
"1386","Hyphessobrycon megalopterus","Hyphessobrycon megalopterus","Hyphessobrycon megalopterus","species",596868,FALSE,NA
"1387","Gymnocorymbus ternetzi","Gymnocorymbus ternetzi","Gymnocorymbus ternetzi","species",783051,FALSE,NA
"1388","Paracheirodon axelrodi","Paracheirodon axelrodi","Paracheirodon axelrodi","species",949795,FALSE,NA
"1389","Nematobrycon palmeri","Nematobrycon palmeri","Nematobrycon palmeri","species",1071468,FALSE,NA
"1390","Thayeria boehlkei","Thayeria boehlkei","Thayeria boehlkei","species",625998,FALSE,NA
"1391","Galeocharax knerii","Galeocharax knerii","Galeocharax knerii","species",53079,FALSE,NA
"1392","Hollandichthys","Hollandichthys","Hollandichthys","genus",729900,FALSE,"incertae_sedis_inherited"
"1393","Hypobrycon","Hypobrycon","Hypobrycon",NA,729898,FALSE,NA
"1394","Jupiaba polylepis","Jupiaba polylepis","Jupiaba polylepis","species",573830,FALSE,"incertae_sedis_inherited"
"1395","Knodus","Knodus","Knodus","genus",435367,FALSE,NA
"1396","Mimagoniates inequalis","Mimagoniates inequalis","Mimagoniates inequalis","species",328346,FALSE,NA
"1397","Mimagoniates microlepis","Mimagoniates microlepis","Mimagoniates microlepis","species",328348,FALSE,NA
"1398","Mimagoniates rheocharis","Mimagoniates rheocharis","Mimagoniates rheocharis","species",328359,FALSE,NA
