"","taxa_query","taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","class","subclass","order","family","genus","species","wormsid_phylum","wormsid_class","wormsid_subclass","wormsid_order","wormsid_family","wormsid_genus","wormsid_species","authority","is_synonym","flags"
"24","Favia stelligera","Favia stelligera","species",NA,29904,2260124,50365,NA,"Goniastrea stelligera","Favia stelligera","Favia stelligera (Dana, 1846)","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"sibling_higher"
"25","Favia pallida","Favia pallida","species",NA,29903,2260123,601934,NA,"Dipsastraea pallida","Favia pallida","Favia pallida (Dana, 1846)","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,""
"26","Meandrina braziliensis","Meandrina braziliensis","species",NA,29855,5784764,973244,NA,"Meandrina braziliensis","Meandrina braziliensis","Meandrina braziliensis (Milne Edwards & Haime, 1858)","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"27","Parazoanthus puertoricense","Parazoanthus puertoricense","species",NA,105210,5841718,244159,NA,"Bergia puertoricense","Parazoanthus puertoricense","Parazoanthus puertoricense West, 1979","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,""
"28","Parazoanthus tunicans","Parazoanthus tunicans","species",NA,105209,2258034,244154,NA,"Parazoanthus tunicans","Parazoanthus tunicans","Parazoanthus tunicans Duerden, 1900","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"29","Parazoanthid","Parazoanthid","genus",NA,506150,NA,7994880,NA,"Parazoanthid","Parazoanthid",NA,"Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"barren"
"30","Abyssoanthusnkaiensis","Abyssoanthusnkaiensis",NA,NA,NA,NA,1089215,NA,"Abyssoanthus nankaiensis",NA,NA,"Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"31","Loxocorone allax","Loxocorone allax","species",NA,493656,2284532,122346,NA,"Loxocorone allax","Loxocorone allax","Loxocorone allax Iseto, 2002","Entoprocta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"32","Leptastrea pruinosa","Leptastrea pruinosa","species",NA,200247,2260092,878037,NA,"Leptastrea pruinosa","Leptastrea pruinosa","Leptastrea pruinosa Crossland, 1952","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"incertae_sedis_inherited"
"33","Scapophyllia cylindrica","Scapophyllia cylindrica","species",NA,199391,2259541,1065035,NA,"Scapophyllia cylindrica","Scapophyllia cylindrica","Scapophyllia cylindrica Milne Edwards & Haime, 1849","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"34","Euphyllia divisa","Euphyllia divisa","species",NA,200254,2259288,878033,NA,"Euphyllia divisa","Euphyllia divisa","Euphyllia divisa Veron & Pichon, 1980","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"35","Euphyllia ancora","Euphyllia ancora","species",NA,200255,2259285,313607,NA,"Euphyllia ancora","Euphyllia ancora","Euphyllia ancora Veron & Pichon, 1980","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"36","Stephanocoenia michelinii","Stephanocoenia michelinii","species",NA,30055,NA,292624,NA,"Stephanocoenia michelinii","Stephanocoenia michelinii",NA,"Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"37","Turbinaria peltata","Turbinaria peltata","species",NA,390603,5184548,304253,NA,"Turbinaria peltata","Turbinaria peltata","Turbinaria peltata (Esper, 1790)","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"38","Rhodactis mussoides","Rhodactis mussoides","species",NA,200232,2260717,145355,NA,"Platyzoanthus mussoides","Rhodactis mussoides","Rhodactis mussoides (Saville-Kent, 1893)","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,""
"39","Zonosagittagae","Zonosagittagae",NA,NA,NA,NA,249386,NA,"Zonosagitta",NA,NA,"Chaetognatha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"40","Hydra vulgaris","Hydra vulgaris","species",NA,104179,5185782,111442,NA,"Hydra vulgaris","Hydra vulgaris","Hydra vulgaris Pallas, 1766","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"41","Hydra robusta","Hydra robusta","species",NA,104176,5185777,613905,NA,"Hydra robusta","Hydra robusta","Hydra robusta (Itô, 1947)","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"42","Hydra viridissima","Hydra viridissima","species",NA,142178,5185758,767778,NA,"Hydra viridissima","Hydra viridissima","Hydra viridissima Pallas, 1766","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"43","Hydra oligactis","Hydra oligactis","species",NA,104178,5185751,861529,NA,"Hydra oligactis","Hydra oligactis","Hydra oligactis Pallas, 1766","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"44","Hydra utahensis","Hydra utahensis","species",NA,651540,5185771,1055038,NA,"Hydra utahensis","Hydra utahensis","Hydra utahensis Hyman, 1931","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"45","Hydra hymanae","Hydra hymanae","species",NA,651538,5185772,1055040,NA,"Hydra hymanae","Hydra hymanae","Hydra hymanae Hadley & Forrest, 1949","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"46","Hydra","Hydra","genus",NA,104173,9811888,767784,NA,"Hydra","Hydra","Hydra Linnaeus, 1758","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"47","Corallium konojoi","Corallium konojoi","species",NA,462335,5185019,428004,NA,"Corallium konojoi","Corallium konojoi","Corallium konojoi Kishinouye, 1903","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"48","Gordius","Gordius","genus",NA,261953,9660818,894253,NA,"Gordius","Gordius","Gordius","Nematomorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"49","Chordodes","Chordodes","genus",NA,671049,2255538,998437,NA,"Chordodes","Chordodes","Chordodes Creplin, 1847","Nematomorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"50","Gordionus kii","Gordionus kii","species",NA,666557,7188584,203243,NA,"Gordionus kii","Gordionus kii","Gordionus kii Schmidt-Rhaesa & Sato, 2009","Nematomorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"51","Gordionus","Gordionus","genus",NA,656712,2255466,298887,NA,"Gordionus","Gordionus","Gordionus G.W.Müller, 1927","Nematomorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"52","Gordionus chinensis","Gordionus chinensis","species",NA,656713,7013196,4988408,NA,"Gordionus chinensis","Gordionus chinensis","Gordionus chinensis (Villot, 1874)","Nematomorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"53","Goniopora minor","Goniopora minor","species",NA,717415,2260453,906676,NA,"Goniopora pedunculata","Goniopora minor","Goniopora minor Crossland, 1952","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,""
"54","Gonioporarfolkensis","Gonioporarfolkensis",NA,NA,NA,NA,3675385,NA,"Goniopora palmensis",NA,NA,"Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"55","Poritipora paliformis","Poritipora paliformis","species",NA,717448,2260468,7507262,NA,"Poritipora paliformis","Poritipora paliformis","Poritipora paliformis Veron, 2000","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"56","Machadoporites tantillus","Machadoporites tantillus","species",NA,717422,2260470,3675492,NA,"Machadoporites tantillus","Machadoporites tantillus","Machadoporites tantillus (Claereboudt & Al Amri, 2004)","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"57","Goniopora stutchburyi","Goniopora stutchburyi","species",NA,717419,2260456,3675414,NA,"Bernardpora stutchburyi","Goniopora stutchburyi","Goniopora stutchburyi Wells, 1955","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,""
"58","Bugula pacifica","Bugula pacifica","species",NA,32680,4984782,594999,NA,"Bugula pacifica","Bugula pacifica","Bugula pacifica Robertson, 1905","Bryozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"59","Lepidisis olapa","Lepidisis olapa","species",NA,172748,2261694,680592,NA,"Lepidisis olapa","Lepidisis olapa","Lepidisis olapa Muzik, 1978","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"60","Brachionus quadridentatus","Brachionus quadridentatus","species",NA,25429,4984191,1047970,NA,"Brachionus quadridentatus","Brachionus quadridentatus","Brachionus quadridentatus Hermann, 1783","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"61","Brachionus calyciflorus","Brachionus calyciflorus","species",NA,25428,4984102,939320,NA,"Brachionus calyciflorus","Brachionus calyciflorus","Brachionus calyciflorus Pallas, 1766","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"62","Asplanchna sieboldi","Asplanchna sieboldi","species",NA,32142,NA,251968,NA,"Asplanchna sieboldi","Asplanchna sieboldi",NA,"Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"63","Brachionus patulus","Brachionus patulus","species",NA,25309,5712914,263248,NA,"Brachionus patulus","Brachionus patulus","Brachionus patulus Müller, 1786","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"64","Mediorhynchus","Mediorhynchus","genus",NA,3196,2499367,562170,NA,"Mediorhynchus","Mediorhynchus","Mediorhynchus Van Cleave, 1916","Acanthocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"65","Macracanthorhynchus ingens","Macracanthorhynchus ingens","species",NA,25308,2499623,562171,NA,"Macracanthorhynchus ingens","Macracanthorhynchus ingens","Macracanthorhynchus ingens (von Linstow, 1879)","Acanthocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"66","Moniliformis moniliformis","Moniliformis moniliformis","species",NA,13112,2499338,49629,NA,"Moniliformis moniliformis","Moniliformis moniliformis","Moniliformis moniliformis (Bremser, 1811)","Acanthocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"67","Oligacanthorhynchus tortuosa","Oligacanthorhynchus tortuosa","species",NA,25306,2499583,123575,NA,"Oligacanthorhynchus tortuosa","Oligacanthorhynchus tortuosa","Oligacanthorhynchus tortuosa (Leidy, 1850)","Acanthocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"68","Oncicola","Oncicola","genus",NA,25303,2499457,141133,NA,"Oncicola","Oncicola","Oncicola Travassos, 1916","Acanthocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"69","Haliclona xena","Haliclona xena","species",NA,166429,5182343,723650,NA,"Haliclona xena","Haliclona xena","Haliclona xena De Weerdt, 1986","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"70","Watersipora edmondsoni","Watersipora edmondsoni","species",NA,31674,1005673,942671,NA,"Watersipora edmondsoni","Watersipora edmondsoni","Watersipora edmondsoni Soule & Soule, 1968","Bryozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"71","Watersipora subovoidea","Watersipora subovoidea","species",NA,31673,1005674,160294,NA,"Watersipora subovoidea","Watersipora subovoidea","Watersipora subovoidea (d'Orbigny, 1852)","Bryozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"72","Brachionus urceolaris","Brachionus urceolaris","species",NA,31553,4984202,169314,NA,"Brachionus urceolaris","Brachionus urceolaris","Brachionus urceolaris Müller, 1773","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"73","Keratella cochlearis","Keratella cochlearis","species",NA,31550,1002590,169319,NA,"Keratella cochlearis","Keratella cochlearis","Keratella cochlearis (Gosse, 1851)","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"74","Keratella hiemalis","Keratella hiemalis","species",NA,31551,1002626,743643,NA,"Keratella hiemalis","Keratella hiemalis","Keratella hiemalis Carlin, 1943","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"75","Keratella quadrata","Keratella quadrata","species",NA,31552,1002648,59521,NA,"Keratella quadrata","Keratella quadrata","Keratella quadrata (Müller, 1786)","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"76","Antarctonemerteserae","Antarctonemerteserae",NA,NA,NA,NA,145286,NA,"Antarctonemertes",NA,NA,"Nemertea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"77","Zygonemertes simonae","Zygonemertes simonae","species",NA,25865,10489313,130100,NA,"Zygonemertes simonae","Zygonemertes simonae","Zygonemertes simonae","Nemertea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"extinct_inherited, incertae_sedis"
"78","Tenuilineus bicolor","Tenuilineus bicolor",NA,NA,NA,NA,222422,NA,"Tenuilineus bicolor",NA,NA,"Nemertea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"79","Tedania ignis","Tedania ignis","species",NA,80338,2243424,304274,NA,"Tedania ignis","Tedania ignis","Tedania ignis (Duchassaing & Michelotti, 1864)","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"80","Clathria prolifera","Clathria prolifera","species",NA,244270,2240410,2836842,NA,"Clathria prolifera","Clathria prolifera","Clathria prolifera (Ellis & Solander, 1786)","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"81","Eunapius fragilis","Eunapius fragilis","species",NA,82772,5181774,692174,NA,"Eunapius fragilis","Eunapius fragilis","Eunapius fragilis (Leidy, 1851)","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"82","Spongilla lacustris","Spongilla lacustris","species",NA,79357,2244988,588761,NA,"Spongilla lacustris","Spongilla lacustris","Spongilla lacustris (Linnaeus, 1759)","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"83","Ephydatia muelleri","Ephydatia muelleri","species",NA,80638,2244946,588770,NA,"Ephydatia muelleri","Ephydatia muelleri","Ephydatia muelleri (Lieberkühn, 1856)","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"84","Chondrillacula","Chondrillacula",NA,NA,NA,NA,882911,NA,"Chondrilla nucula",NA,NA,"Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"85","Strongylacidon bermudae","Strongylacidon bermudae","species",NA,79360,2241525,879843,NA,"Strongylacidon bermudae","Strongylacidon bermudae","Strongylacidon bermudae","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"86","Mycale fibrexilis","Mycale fibrexilis","species",NA,80641,2242048,173161,NA,"Mycale fibrexilis","Mycale fibrexilis","Mycale fibrexilis (Wilson, 1894)","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"87","Acanthocephalus dirus","Acanthocephalus dirus","species",NA,170557,5232944,64178,NA,"Acanthocephalus dirus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)","Acanthocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"88","Xestospongia proxima","Xestospongia proxima","species",NA,81172,2246332,359834,NA,"Xestospongia proxima","Xestospongia proxima","Xestospongia proxima (Duchassaing & Michelotti, 1864)","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"89","Levantinella levantinensis","Levantinella levantinensis","species",NA,939088,8954712,53258,NA,"Levantinella levantinensis","Levantinella levantinensis","Levantinella levantinensis","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"90","Anomastrea irregularis","Anomastrea irregularis","species",NA,152227,2258913,7507021,NA,"Anomastrea irregularis","Anomastrea irregularis","Anomastrea irregularis Marenzeller, 1901","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"91","Bugula cucullata","Bugula cucullata","species",NA,32459,5817336,825007,NA,"Bugula cucullata","Bugula cucullata","Bugula cucullata Busk, 1867","Bryozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"92","Bugula flabellata","Bugula flabellata","species",NA,32458,4984818,542311,NA,"Bugula flabellata","Bugula flabellata","Bugula flabellata (Thompson, 1848)","Bryozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"93","Halichondriid","Halichondriid",NA,NA,NA,NA,119446,NA,"Halichondriidae",NA,NA,"Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"94","Tethyid","Tethyid",NA,NA,NA,NA,5653623,NA,"Tethyida",NA,NA,"Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"95","Bertolanius volubilis","Bertolanius volubilis",NA,NA,NA,NA,349334,NA,"Bertolanius volubilis",NA,NA,"Tardigrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"96","Dactylobiotus parthenogeneticus","Dactylobiotus parthenogeneticus","species",NA,26048,2254340,874003,NA,"Dactylobiotus parthenogeneticus","Dactylobiotus parthenogeneticus","Dactylobiotus parthenogeneticus Bertolani, 1982","Tardigrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"97","Murrayon pullari","Murrayon pullari","species",NA,26046,2254356,874005,NA,"Murrayon pullari","Murrayon pullari","Murrayon pullari (Murray, 1907)","Tardigrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"98","Macrobiotus","Macrobiotus","genus",NA,26039,2253538,661258,NA,"Macrobiotus","Macrobiotus","Macrobiotus C.A.S.Schultze, 1834","Tardigrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"99","Macrobiotus terminalis","Macrobiotus terminalis","species",NA,26043,2254155,874016,NA,"Macrobiotus terminalis","Macrobiotus terminalis","Macrobiotus terminalis Bertolani & Rebecchi, 1993","Tardigrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"100","Xerobiotus pseudohufelandi","Xerobiotus pseudohufelandi","species",NA,26042,2254284,874002,NA,"Xerobiotus pseudohufelandi","Xerobiotus pseudohufelandi","Xerobiotus pseudohufelandi (Iharos, 1966)","Tardigrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"101","Paramacrobiotus richtersi","Paramacrobiotus richtersi","species",NA,671229,7750338,498723,NA,"Paramacrobiotus richtersi","Paramacrobiotus richtersi","Paramacrobiotus richtersi (Murray, 1911)","Tardigrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"102","Richtersius coronifer","Richtersius coronifer","species",NA,26038,2254080,176559,NA,"Richtersius coronifer","Richtersius coronifer","Richtersius coronifer (Richters, 1903)","Tardigrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"103","Clytia hummelincki","Clytia hummelincki","species",NA,79643,5186040,554369,NA,"Clytia hummelincki","Clytia hummelincki","Clytia hummelincki (Leloup, 1935)","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"104","Tetrastemma peltatum","Tetrastemma peltatum","species",NA,27093,5233810,105254,NA,"Tetrastemma peltatum","Tetrastemma peltatum","Tetrastemma peltatum Bürger, 1895","Nemertea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"105","Eunicella cavolinii","Eunicella cavolinii","species",NA,80152,NA,115759,NA,"Eunicella cavolini","Eunicella cavolinii",NA,"Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,""
"106","Cordagalma cordiforme","Cordagalma cordiforme","species",NA,24334,4283066,15308,NA,"Cordagalma ordinatum","Cordagalma cordiforme","Cordagalma cordiforme Totton, 1932","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,""
"107","Forskalia edwardsi","Forskalia edwardsi","species",NA,24329,NA,986301,NA,"Forskalia edwardsi","Forskalia edwardsi",NA,"Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"108","Halistemma amphytridis","Halistemma amphytridis","species",NA,651351,2264854,320482,NA,"Halistemma foliacea","Halistemma amphytridis","Halistemma amphytridis (Lesueur & Petit, 1807)","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,""
"109","Agelas schmidti","Agelas schmidti","species",NA,152476,2249214,693838,NA,"Agelas schmidti","Agelas schmidti","Agelas schmidti","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"110","Ceratoporellacholsoni","Ceratoporellacholsoni",NA,NA,NA,NA,119727,NA,"Ceratoporella nicholsoni",NA,NA,"Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"111","Agelas arborescens","Agelas arborescens","species",NA,666682,2249180,119729,NA,"Agelas arborescens","Agelas arborescens","Agelas arborescens (Lamarck, 1815)","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"112","Adineta vaga","Adineta vaga","species",NA,78955,1000794,681215,NA,"Adineta vaga","Adineta vaga","Adineta vaga (Davis, 1873)","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"113","Adineta oculata","Adineta oculata","species",NA,82075,1000803,4101,NA,"Adineta oculata","Adineta oculata","Adineta oculata (Milne, 1886)","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"114","Habrotrocha constricta","Habrotrocha constricta","species",NA,81408,1001263,681211,NA,"Habrotrocha constricta","Habrotrocha constricta","Habrotrocha constricta (Dujardin, 1841)","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"115","Abrochtha meselsoni","Abrochtha meselsoni","species",NA,682765,NA,688001,NA,"Abrochtha meselsoni","Abrochtha meselsoni",NA,"Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"116","Macrotrachela quadricornifera","Macrotrachela quadricornifera","species",NA,79436,1001005,681209,NA,"Macrotrachela quadricornifera","Macrotrachela quadricornifera","Macrotrachela quadricornifera Milne, 1886","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"117","Euchlanis alata","Euchlanis alata","species",NA,78970,1002532,1037814,NA,"Euchlanis alata","Euchlanis alata","Euchlanis alata Voronkov, 1912","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"118","Asplanchnopus dahlgreni","Asplanchnopus dahlgreni","species",NA,78968,1001931,1037813,NA,"Asplanchnopus dahlgreni","Asplanchnopus dahlgreni","Asplanchnopus dahlgreni Myers, 1934","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"119","Eothinia elongata","Eothinia elongata","species",NA,78966,1003546,460955,NA,"Eothinia elongata","Eothinia elongata","Eothinia elongata (Ehrenberg, 1832)","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"120","Gnathostomula axi","Gnathostomula axi","species",NA,78960,2307166,576384,NA,"Gnathostomula axi","Gnathostomula axi","Gnathostomula axi Kirsteuer, 1964","Gnathostomulida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"121","Trochospongilla pennsylvanica","Trochospongilla pennsylvanica","species",NA,24825,2244843,166656,NA,"Trochospongilla pennsylvanica","Trochospongilla pennsylvanica","Trochospongilla pennsylvanica (Potts, 1882)","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"122","Ephydatia cooperensis","Ephydatia cooperensis","species",NA,24823,NA,166658,NA,"Ephydatia cooperensis","Ephydatia cooperensis",NA,"Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"123","Tedania klausi","Tedania klausi","species",NA,80337,2243439,855815,NA,"Tedania klausi","Tedania klausi","Tedania klausi Wulff, 2006","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"124","Baikalospongia bacillifera","Baikalospongia bacillifera","species",NA,83367,2246467,1091131,NA,"Baikalospongia bacillifera","Baikalospongia bacillifera","Baikalospongia bacillifera (Dybowsky, 1880)","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
