"","taxa_query","taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","class","subclass","order","family","genus","species","wormsid_phylum","wormsid_class","wormsid_subclass","wormsid_order","wormsid_family","wormsid_genus","wormsid_species","authority","is_synonym","flags"
"11","Halichondria panicea","Halichondria panicea","species",NA,106235,2249942,708370,NA,"Halichondria panicea","Halichondria panicea","Halichondria panicea (Pallas, 1766)","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"12","Hydra circumcincta","Hydra circumcincta","species",NA,104177,5185778,149372,NA,"Hydra circumcincta","Hydra circumcincta","Hydra circumcincta Schulze, 1914","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"13","Laqueus californianus","Laqueus californianus",NA,NA,NA,NA,474208,NA,"Laqueus californianus",NA,NA,"Brachiopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"14","Jolonicapponica","Jolonicapponica",NA,NA,NA,NA,178517,NA,"Jolonica nipponica",NA,NA,"Brachiopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"15","Gryphus davidsoni","Gryphus davidsoni","species",NA,33041,8406250,178521,NA,"Gryphus davidsoni","Gryphus davidsoni","Gryphus davidsoni (Adams, 1867)","Brachiopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"16","Craniscus japonicus","Craniscus japonicus",NA,NA,NA,NA,4139674,NA,"Craniscus japonicus",NA,NA,"Brachiopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"extinct_inherited, incertae_sedis"
"17","Terebratella sanguinea","Terebratella sanguinea","species",NA,78839,5183845,652335,NA,"Terebratella sanguinea","Terebratella sanguinea","Terebratella sanguinea (Leach, 1814)","Brachiopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"18","Lingula shantungensis","Lingula shantungensis","species",NA,82762,5818078,144533,NA,"Lingula shantungensis","Lingula shantungensis","Lingula shantungensis Hatai, 1937","Brachiopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"19","Colpophylliatans","Colpophylliatans",NA,NA,NA,NA,706974,NA,"Colpophyllia natans",NA,NA,"Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"20","Favia leptophylla","Favia leptophylla","species",NA,29946,2260121,706976,NA,"Favia leptophylla","Favia leptophylla","Favia leptophylla Verrill, 1868","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"21","Mycetophyllia daniana","Mycetophyllia daniana",NA,NA,NA,NA,654383,NA,"Mycetophyllia danaana",NA,NA,"Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,""
"22","Lobophyllia pachysepta","Lobophyllia pachysepta","species",NA,29931,2260332,654390,NA,"Acanthastrea pachysepta","Lobophyllia pachysepta","Lobophyllia pachysepta Chevalier, 1975","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,""
"23","Echinopora pacificus","Echinopora pacificus","species",NA,29907,11339319,601947,NA,"Echinopora pacificus","Echinopora pacificus","Echinopora pacificus Veron, 1990","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
