"","taxa_query","found_taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","status","unacceptreason","is_synonym","flags","valid_authority","kingdom","class","order","family","genus","freshwater_only","terrestrial_only"
"45","Xiphinema peruvianum","Xiphinema peruvianum",NA,NA,NA,NA,651594,NA,"Xiphinema peruvianum",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"46","Xiphinema citricolum","Xiphinema citricolum",NA,NA,NA,NA,98665,NA,"Xiphinema citricolum",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"47","Xiphinema tarjanense","Xiphinema tarjanense",NA,NA,NA,NA,1008004,NA,"Xiphinema tarjanense",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"48","Xiphinema georgianum","Xiphinema georgianum",NA,NA,NA,NA,13589,NA,"Xiphinema georgianum",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"49","Xiphinema floridae","Xiphinema floridae",NA,NA,NA,NA,98666,NA,"Xiphinema floridae",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"50","Xiphinema rivesi","Xiphinema rivesi",NA,NA,NA,NA,966917,NA,"Xiphinema rivesi",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"51","Xiphinema diffusum","Xiphinema diffusum",NA,NA,NA,NA,822643,NA,"Xiphinema diffusum",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"52","Xiphinema taylori","Xiphinema taylori",NA,NA,NA,NA,393058,NA,"Xiphinema taylori",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"53","Xiphinema incognitum","Xiphinema incognitum",NA,NA,NA,NA,527594,NA,"Xiphinema incognitum",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"54","Xiphinema brevicolle","Xiphinema brevicolle",NA,NA,NA,NA,129812,NA,"Xiphinema brevicolle",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"55","Xiphinema simile","Xiphinema simile",NA,NA,NA,NA,981425,NA,"Xiphinema simile",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"56","Xiphinema pachtaicum","Xiphinema pachtaicum",NA,NA,NA,NA,30531,NA,"Xiphinema pachtaicum",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"57","Paradeontacylix ibericus","Paradeontacylix ibericus",NA,NA,NA,NA,39663,NA,"Paradeontacylix ibericus",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"58","Paradeontacylix balearicus","Paradeontacylix balearicus",NA,NA,NA,NA,39680,NA,"Paradeontacylix balearicus",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"59","Dibothriocephalus latus","Dibothriocephalus latus",NA,NA,NA,NA,1031473,NA,"Dibothriocephalus latus",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"60","Diphyllobothrium nihonkaiense","Diphyllobothrium nihonkaiense",NA,NA,NA,NA,532092,NA,"Diphyllobothrium nihonkaiense",NA,NA,"Platyhelminthes",NA,NA,FALSE,"sibling_higher",NA,NA,NA,NA,NA,NA,NA,NA
"61","Schistosomatium douthitti","Schistosomatium douthitti",NA,NA,NA,NA,356821,NA,"Schistosomatium douthitti",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"62","Schistosoma malayensis","Schistosoma malayensis",NA,NA,NA,NA,91216,NA,"Schistosoma malayensis",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"63","Schistosoma mekongi","Schistosoma mekongi",NA,NA,NA,NA,356812,NA,"Schistosoma mekongi",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"64","Rauschoides alternata","Rauschoides alternata",NA,NA,NA,NA,920136,NA,"Rauschoides alternata",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"65","Paranoplocephala","Paranoplocephala",NA,NA,NA,NA,626457,NA,"Paranoplocephala",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"66","Paranoplocephala omphalodes","Paranoplocephala omphalodes",NA,NA,NA,NA,920140,NA,"Paranoplocephala omphalodes",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"67","Lytechinus anamesus","Lytechinus anamesus",NA,NA,NA,NA,469434,NA,"Lytechinus anamesus",NA,NA,"Echinodermata",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"68","Andrya cuniculi","Andrya cuniculi",NA,NA,NA,NA,626456,NA,"Andrya cuniculi",NA,NA,"Platyhelminthes",NA,NA,FALSE,"sibling_higher",NA,NA,NA,NA,NA,NA,NA,NA
"69","Andrya rhopalocephala","Andrya rhopalocephala",NA,NA,NA,NA,437021,NA,"Andrya rhopalocephala",NA,NA,"Platyhelminthes",NA,NA,FALSE,"sibling_higher",NA,NA,NA,NA,NA,NA,NA,NA
"70","Caenorhabditis elegans","Caenorhabditis elegans",NA,NA,NA,NA,395048,NA,"Caenorhabditis elegans",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"71","Meloidogyne hapla","Meloidogyne hapla",NA,NA,NA,NA,1043271,NA,"Meloidogyne hapla",NA,NA,"Nematoda",NA,NA,FALSE,"sibling_higher",NA,NA,NA,NA,NA,NA,NA,NA
"72","Scutellonema bradys","Scutellonema bradys",NA,NA,NA,NA,450039,NA,"Scutellonema bradys",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"73","Raillietina australis","Raillietina australis",NA,NA,NA,NA,720909,NA,"Raillietina australis",NA,NA,"Platyhelminthes",NA,NA,FALSE,"sibling_higher",NA,NA,NA,NA,NA,NA,NA,NA
"74","Raillietina beveridgei","Raillietina beveridgei",NA,NA,NA,NA,133689,NA,"Raillietina beveridgei",NA,NA,"Platyhelminthes",NA,NA,FALSE,"sibling_higher",NA,NA,NA,NA,NA,NA,NA,NA
"75","Raillietina mitchelli","Raillietina mitchelli",NA,NA,NA,NA,133699,NA,"Raillietina mitchelli",NA,NA,"Platyhelminthes",NA,NA,FALSE,"sibling_higher",NA,NA,NA,NA,NA,NA,NA,NA
"76","Echinococcus granulosus","Echinococcus granulosus",NA,NA,NA,NA,481594,NA,"Echinococcus granulosus",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"77","Anoplocephaloides dentata","Anoplocephaloides dentata",NA,NA,NA,NA,198708,NA,"Anoplocephaloides dentata",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"78","Microticola blanchardi","Microticola blanchardi",NA,NA,NA,NA,437022,NA,"Microticola blanchardi",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"79","Paranoplocephala etholeni","Paranoplocephala etholeni",NA,NA,NA,NA,244572,NA,"Paranoplocephala etholeni",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"80","Ctenotaenia marmotae","Ctenotaenia marmotae",NA,NA,NA,NA,767662,NA,"Ctenotaenia marmotae",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"81","Anoplocephala perfoliata","Anoplocephala perfoliata",NA,NA,NA,NA,1027175,NA,"Anoplocephala perfoliata",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"82","Anoplocephaloides kontrimavichusi","Anoplocephaloides kontrimavichusi",NA,NA,NA,NA,767664,NA,"Anoplocephaloides kontrimavichusi",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"83","Anoplocephaloides lemmi","Anoplocephaloides lemmi",NA,NA,NA,NA,767666,NA,"Anoplocephaloides lemmi",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"84","Anoplocephala magna","Anoplocephala magna",NA,NA,NA,NA,1027174,NA,"Anoplocephala magna",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"85","Anoplocephaloides variabilis","Anoplocephaloides variabilis",NA,NA,NA,NA,294892,NA,"Anoplocephaloides variabilis",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"86","Moniezia","Moniezia",NA,NA,NA,NA,416827,NA,"Moniezia",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"87","Arctocestus serratus","Arctocestus serratus",NA,NA,NA,NA,626454,NA,"Arctocestus serratus",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"88","Molpadia arenicola","Molpadia arenicola",NA,NA,NA,NA,398503,NA,"Molpadia arenicola",NA,NA,"Echinodermata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,NA,NA,NA,NA,NA
"89","Holothuria scabra","Holothuria scabra",NA,NA,NA,NA,293311,NA,"Holothuria scabra",NA,NA,"Echinodermata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,NA,NA,NA,NA,NA
"90","Luidia sarsi","Luidia sarsi",NA,NA,NA,NA,24895,NA,"Luidia sarsi",NA,NA,"Echinodermata",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"91","Leptasterias muelleri","Leptasterias muelleri",NA,NA,NA,NA,960218,NA,"Leptasterias muelleri",NA,NA,"Echinodermata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,NA,NA,NA,NA,NA
"92","Taenia martis","Taenia martis",NA,NA,NA,NA,386449,NA,"Taenia martis",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"93","Trichostrongylus retortaeformis","Trichostrongylus retortaeformis",NA,NA,NA,NA,64527,NA,"Trichostrongylus retortaeformis",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"94","Trichostrongylidae","Trichostrongylidae",NA,NA,NA,NA,1057357,NA,"Trichostrongylidae",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"95","Amphioplus daleus","Amphioplus daleus",NA,NA,NA,NA,3654163,NA,"Amphioplus daleus",NA,NA,"Echinodermata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,NA,NA,NA,NA,NA
"96","Turbellaria","Turbellaria",NA,NA,NA,NA,580670,NA,"Turbellaria",NA,NA,"Platyhelminthes",NA,NA,FALSE,"sibling_higher",NA,NA,NA,NA,NA,NA,NA,NA
"97","Heterorhabditis bacteriophora","Heterorhabditis bacteriophora",NA,NA,NA,NA,493867,NA,"Heterorhabditis bacteriophora",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"98","Lobocriconema","Lobocriconema",NA,NA,NA,NA,14267,NA,"Lobocriconema",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"99","Mesocriconema","Mesocriconema",NA,NA,NA,NA,1084275,NA,"Mesocriconema",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"100","Mesocriconema inaratum","Mesocriconema inaratum",NA,NA,NA,NA,14265,NA,"Mesocriconema inaratum",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"101","Xenocriconemella macrodora","Xenocriconemella macrodora",NA,NA,NA,NA,58371,NA,"Xenocriconemella macrodora",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"102","Criconema crotaloides","Criconema crotaloides",NA,NA,NA,NA,3585850,NA,"Criconema crotaloides",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"103","Ogma octangularis","Ogma octangularis",NA,NA,NA,NA,7074933,NA,"Ogma octangularis",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"104","Mesocriconema rusticum","Mesocriconema rusticum",NA,NA,NA,NA,967185,NA,"Mesocriconema rusticum",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"105","Mesocriconema curvatum","Mesocriconema curvatum",NA,NA,NA,NA,967182,NA,"Mesocriconema curvatum",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"106","Neolobocriconema serratum","Neolobocriconema serratum",NA,NA,NA,NA,490570,NA,"Neolobocriconema serratum",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"107","Crossonema","Crossonema",NA,NA,NA,NA,205249,NA,"Crossonema",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"108","Criconemoides","Criconemoides",NA,NA,NA,NA,579305,NA,"Criconemoides",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"109","Bakernema inaequale","Bakernema inaequale",NA,NA,NA,NA,1016815,NA,"Bakernema inaequale",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"110","Paratylenchus projectus","Paratylenchus projectus",NA,NA,NA,NA,3585760,NA,"Paratylenchus projectus",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"111","Ogma murrayi","Ogma murrayi",NA,NA,NA,NA,3585876,NA,"Ogma murrayi",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"112","Ogma seymouri","Ogma seymouri",NA,NA,NA,NA,909676,NA,"Ogma seymouri",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"113","Crossonema fimbriatum","Crossonema fimbriatum",NA,NA,NA,NA,886675,NA,"Crossonema fimbriatum",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"114","Mesocriconema discus","Mesocriconema discus",NA,NA,NA,NA,490574,NA,"Mesocriconema discus",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"115","Hemicycliophora","Hemicycliophora",NA,NA,NA,NA,579302,NA,"Hemicycliophora",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"116","Mesocriconema ornatum","Mesocriconema ornatum",NA,NA,NA,NA,190566,NA,"Mesocriconema ornatum",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"117","Criconemoides annulatus","Criconemoides annulatus",NA,NA,NA,NA,524611,NA,"Criconemoides annulatus",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"118","Mesocriconema nebraskense","Mesocriconema nebraskense",NA,NA,NA,NA,5716827,NA,"Mesocriconema nebraskense",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"119","Ogma decalineatus","Ogma decalineatus",NA,NA,NA,NA,3585835,NA,"Ogma decalineatus",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"120","Criconema","Criconema",NA,NA,NA,NA,922074,NA,"Criconema",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"121","Criconema sphagni","Criconema sphagni",NA,NA,NA,NA,524609,NA,"Criconema sphagni",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"122","Criconemoides informis","Criconemoides informis",NA,NA,NA,NA,579304,NA,"Criconemoides informis",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"123","Hemicriconemoides","Hemicriconemoides",NA,NA,NA,NA,385923,NA,"Hemicriconemoides",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"124","Criconema loofi","Criconema loofi",NA,NA,NA,NA,3585844,NA,"Criconema loofi",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"125","Criconema permistum","Criconema permistum",NA,NA,NA,NA,5926701,NA,"Criconema permistum",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"126","Gracilacus","Gracilacus",NA,NA,NA,NA,93738,NA,"Gracilacus",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"127","Gracilacus wuae","Gracilacus wuae",NA,NA,NA,NA,5926825,NA,"Gracilacus wuae",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"128","Mesocriconema ericaceum","Mesocriconema ericaceum",NA,NA,NA,NA,7074952,NA,"Mesocriconema ericaceum",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"129","Criconema acriculum","Criconema acriculum",NA,NA,NA,NA,7074879,NA,"Criconema acriculum",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
