taxa_query,family,ottid_species,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,phylum,class,order,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type
Doxander vittatus,Strombidae,988793,23123,Strombidae,"Rafinesque, 1815",accepted,NA,Family,23123,Strombidae,"Rafinesque, 1815",14770,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,NA,exact
Euprotomus vomer,Strombidae,988792,23123,Strombidae,"Rafinesque, 1815",accepted,NA,Family,23123,Strombidae,"Rafinesque, 1815",14770,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,NA,exact
Vokesinotus perrugatus,Muricidae,NULL,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Eupleura tampaensis,Muricidae,850830,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Mexacteon,Acteonidae,NULL,155,Acteonidae,"d'Orbigny, 1842",accepted,NA,Family,155,Acteonidae,"d'Orbigny, 1842",382223,Animalia,Mollusca,Gastropoda,NA,NA,1,NA,0,0,0,exact
Micromelo undatus,Aplustridae,966556,411859,Aplustridae,"Gray, 1847",accepted,NA,Family,411859,Aplustridae,"Gray, 1847",382223,Animalia,Mollusca,Gastropoda,NA,NA,1,NA,NA,NA,NA,exact
Haminoea cymbalum,Haminoeidae,578608,23052,Haminoeidae,"Pilsbry, 1895",accepted,NA,Family,23052,Haminoeidae,"Pilsbry, 1895",411892,Animalia,Mollusca,Gastropoda,Cephalaspidea,NA,1,1,NA,NA,NA,exact
Flabellina trophina,Flabellinidae,20704,190,Flabellinidae,"Bergh, 1889",accepted,NA,Family,190,Flabellinidae,"Bergh, 1889",189,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,0,0,0,0,exact
Helicarionidae,Helicarionidae,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anagastina zaetavalis,Hydrobiidae,430976,120,Hydrobiidae,"Stimpson, 1865",accepted,NA,Family,120,Hydrobiidae,"Stimpson, 1865",722756,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,1,1,NA,NA,exact
Pseudobithynia irana,Bithyniidae,5500692,182697,Bithyniidae,"Gray, 1857",accepted,NA,Family,182697,Bithyniidae,"Gray, 1857",722756,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,NA,1,1,NA,0,exact
Tylomelania,Pachychilidae,NULL,411651,Pachychilidae,"P. Fischer & Crosse, 1892",accepted,NA,Family,411651,Pachychilidae,"P. Fischer & Crosse, 1892",14769,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,NA,0,1,1,0,NA,exact
Roboastra tentaculata,Polyceridae,36854,177,Polyceridae,"Alder & Hancock, 1845",accepted,NA,Family,177,Polyceridae,"Alder & Hancock, 1845",412569,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,NA,NA,NA,NA,exact
Tambana,Pantheidae,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tambja,Polyceridae,NULL,177,Polyceridae,"Alder & Hancock, 1845",accepted,NA,Family,177,Polyceridae,"Alder & Hancock, 1845",412569,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,NA,NA,NA,NA,exact
Nembrotha kubaryana,Polyceridae,706030,177,Polyceridae,"Alder & Hancock, 1845",accepted,NA,Family,177,Polyceridae,"Alder & Hancock, 1845",412569,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,NA,NA,NA,NA,exact
Nembrotha yonowae,Polyceridae,1084193,177,Polyceridae,"Alder & Hancock, 1845",accepted,NA,Family,177,Polyceridae,"Alder & Hancock, 1845",412569,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,NA,NA,NA,NA,exact
Cyanoplax hartwegii,Lepidochitonidae,856796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tapes conspersus,Veneridae,626119,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Mollusca,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Anarithma metula,Mitromorphidae,463315,153871,Mitromorphidae,"T. L. Casey, 1904",accepted,NA,Family,153871,Mitromorphidae,"T. L. Casey, 1904",15140,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,0,0,0,0,exact
Nannodiella ravella,Clathurellidae,463318,153873,Clathurellidae,"H. Adams & A. Adams, 1858",accepted,NA,Family,153873,Clathurellidae,"H. Adams & A. Adams, 1858",15140,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,NA,exact
Kermia aureotincta,Raphitomidae,938457,153879,Raphitomidae,"Bellardi, 1875",accepted,NA,Family,153879,Raphitomidae,"Bellardi, 1875",15140,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,NA,1,NA,NA,exact
Carinodrillia quadrilirata,Pseudomelatomidae,412787,411814,Pseudomelatomidae,"J. P. E. Morrison, 1966",accepted,NA,Family,411814,Pseudomelatomidae,"J. P. E. Morrison, 1966",15140,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,NA,exact
Raphitoma rubroapicata,Raphitomidae,463339,153879,Raphitomidae,"Bellardi, 1875",accepted,NA,Family,153879,Raphitomidae,"Bellardi, 1875",15140,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,NA,1,NA,NA,exact
Daphniola exigua,Hydrobiidae,388128,120,Hydrobiidae,"Stimpson, 1865",accepted,NA,Family,120,Hydrobiidae,"Stimpson, 1865",722756,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,1,1,NA,NA,exact
Callista erycina,Veneridae,341010,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Mollusca,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Mancinella intermedia,Muricidae,131184,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Tenguella granulata,Muricidae,1075221,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Valvata piscinalis,Valvatidae,819588,153992,Valvatidae,"Gray, 1840",accepted,NA,Family,153992,Valvatidae,"Gray, 1840",153657,Animalia,Mollusca,Gastropoda,NA,NA,0,1,1,0,0,exact
Nerita signata,Neritidae,132713,13588,Neritidae,"Rafinesque, 1815",accepted,NA,Family,13588,Neritidae,"Rafinesque, 1815",196314,Animalia,Mollusca,Gastropoda,Cycloneritida,NA,1,1,1,1,0,exact
Nerita trifasciata,Neritidae,2887585,13588,Neritidae,"Rafinesque, 1815",accepted,NA,Family,13588,Neritidae,"Rafinesque, 1815",196314,Animalia,Mollusca,Gastropoda,Cycloneritida,NA,1,1,1,1,0,exact
Lophiotoma unedo,Turridae,686508,152,Turridae,"H. Adams & A. Adams, 1853 (1838)",accepted,NA,Family,152,Turridae,"H. Adams & A. Adams, 1853 (1838)",15140,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,NA,exact
Lophiotoma panglaoensis,Turridae,65059,152,Turridae,"H. Adams & A. Adams, 1853 (1838)",accepted,NA,Family,152,Turridae,"H. Adams & A. Adams, 1853 (1838)",15140,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,NA,exact
Gemmula monilifera,Turridae,646111,152,Turridae,"H. Adams & A. Adams, 1853 (1838)",accepted,NA,Family,152,Turridae,"H. Adams & A. Adams, 1853 (1838)",15140,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,NA,exact
Pulmonata,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strangesta strangei,Rhytididae,163354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Larutia sumatrensis,Scincidae,4123953,196111,Scincidae,NA,accepted,NA,Family,196111,Scincidae,NA,196110,Animalia,Chordata,NA,Squamata,NA,1,NA,NA,1,NA,exact
Filopaludina bengalensis,Viviparidae,6353790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taia polyzonata,Viviparidae,212981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limacus flavus,Limacidae,554653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trophonella shackletoni,Muricidae,1030058,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Typhisala grandis,Muricidae,774388,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Bedeva vinosa,Muricidae,1083220,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Muricodrupa fiscella,Muricidae,976151,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Gemophos tinctus,Buccinidae,NULL,149,Buccinidae,"Rafinesque, 1815",accepted,NA,Family,149,Buccinidae,"Rafinesque, 1815",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Indothais lacera,Muricidae,428357,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Galba,Lymnaeidae,NULL,160343,Lymnaeidae,"Rafinesque, 1815",accepted,NA,Family,160343,Lymnaeidae,"Rafinesque, 1815",489336,Animalia,Mollusca,Gastropoda,NA,NA,NA,1,1,NA,0,exact
Nuttallina californica,Lepidochitonidae,2867749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Firoloida desmarestia,Pterotracheidae,484143,225072,Pterotracheidae,"Rafinesque, 1814",accepted,NA,Family,225072,Pterotracheidae,"Rafinesque, 1814",387338,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,NA,exact
Histioteuthis bonellii,Histioteuthidae,416687,11749,Histioteuthidae,"Verrill, 1881",accepted,NA,Family,11749,Histioteuthidae,"Verrill, 1881",1545787,Animalia,Mollusca,Cephalopoda,Oegopsida,NA,1,0,0,0,NA,exact
Grimalditeuthis bonplandi,Chiroteuthidae,189909,11767,Chiroteuthidae,"Gray, 1849",accepted,NA,Family,11767,Chiroteuthidae,"Gray, 1849",1454594,Animalia,Mollusca,Cephalopoda,Oegopsida,NA,1,1,0,0,NA,exact
Sepiolina petasus,Sepiolidae,172561,11725,Sepiolidae,"Leach, 1817",accepted,NA,Family,11725,Sepiolidae,"Leach, 1817",1454580,Animalia,Mollusca,Cephalopoda,Sepiida,NA,1,0,0,0,NA,exact
Octopus minor,Octopodidae,711387,11782,Octopodidae,"d'Orbigny, 1840",accepted,NA,Family,11782,Octopodidae,"d'Orbigny, 1840",14672,Animalia,Mollusca,Cephalopoda,Octopoda,NA,1,NA,0,0,NA,exact
Amphioctopus membranaceus,Octopodidae,207560,11782,Octopodidae,"d'Orbigny, 1840",accepted,NA,Family,11782,Octopodidae,"d'Orbigny, 1840",14672,Animalia,Mollusca,Cephalopoda,Octopoda,NA,1,NA,0,0,NA,exact
Macaronapaeus,Enidae,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heleobia parchappii,Cochliopidae,800856,411706,Cochliopidae,"Tryon, 1866",accepted,NA,Family,411706,Cochliopidae,"Tryon, 1866",722756,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,1,1,0,NA,exact
Jolya elongata,Mytilidae,7601,211,Mytilidae,"Rafinesque, 1815",accepted,NA,Family,211,Mytilidae,"Rafinesque, 1815",491766,Animalia,Mollusca,Bivalvia,Mytilida,NA,1,1,1,0,0,exact
Modiolus modulaides,Mytilidae,50686,211,Mytilidae,"Rafinesque, 1815",accepted,NA,Family,211,Mytilidae,"Rafinesque, 1815",491766,Animalia,Mollusca,Bivalvia,Mytilida,NA,1,1,1,0,0,exact
Perna perna,Mytilidae,22445,211,Mytilidae,"Rafinesque, 1815",accepted,NA,Family,211,Mytilidae,"Rafinesque, 1815",491766,Animalia,Mollusca,Bivalvia,Mytilida,NA,1,1,1,0,0,exact
Clausinella fasciata,Veneridae,420487,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Mollusca,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Macridiscus donacinus,Veneridae,1010512,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Mollusca,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Venerupis aspera,Veneridae,418706,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Mollusca,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Vesicomya stearnsii,Vesicomyidae,472965,23140,Vesicomyidae,"Dall & Simpson, 1901",accepted,NA,Family,23140,Vesicomyidae,"Dall & Simpson, 1901",14637,Animalia,Mollusca,Bivalvia,Venerida,NA,1,0,0,0,0,exact
Gari,Psammobiidae,NULL,237,Psammobiidae,"J. Fleming, 1828",accepted,NA,Family,237,Psammobiidae,"J. Fleming, 1828",14636,Animalia,Mollusca,Bivalvia,Cardiida,NA,1,1,NA,NA,NA,exact
Placamen isabellina,Veneridae,1049122,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Mollusca,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Cryptonema producta,Veneridae,681497,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Mollusca,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Lepetodrilidae,Lepetodrilidae,NULL,180906,Lepetodrilidae,"J. H. McLean, 1988",accepted,NA,Family,180906,Lepetodrilidae,"J. H. McLean, 1988",382161,Animalia,Mollusca,Gastropoda,Lepetellida,NA,1,NA,NA,NA,NA,exact
Neripteron dilatatum,Neritidae,457779,13588,Neritidae,"Rafinesque, 1815",accepted,NA,Family,13588,Neritidae,"Rafinesque, 1815",196314,Animalia,Mollusca,Gastropoda,Cycloneritida,NA,1,1,1,1,0,exact
Felimida binza,Chromodorididae,2875298,23003,Chromodorididae,"Bergh, 1891",accepted,NA,Family,23003,Chromodorididae,"Bergh, 1891",1370609,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,0,0,0,0,exact
Platevindex mortoni,Onchidiidae,94437,1773,Onchidiidae,"Rafinesque, 1815",accepted,NA,Family,1773,Onchidiidae,"Rafinesque, 1815",196317,Animalia,Mollusca,Gastropoda,Systellommatophora,NA,1,1,0,1,NA,exact
Onchidium reevesii,Onchidiidae,167081,1773,Onchidiidae,"Rafinesque, 1815",accepted,NA,Family,1773,Onchidiidae,"Rafinesque, 1815",196317,Animalia,Mollusca,Gastropoda,Systellommatophora,NA,1,1,0,1,NA,exact
Lissachatina fulica,Achatinidae,997087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachypodella,Urocoptidae,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevipedella portoricensis,Urocoptidae,5973705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buccinanops deformis,Nassariidae,440289,151,Nassariidae,"Iredale, 1916 (1835)",accepted,NA,Family,151,Nassariidae,"Iredale, 1916 (1835)",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,1,NA,0,exact
Bythiospeum haeussleri,Hydrobiidae,2915511,120,Hydrobiidae,"Stimpson, 1865",accepted,NA,Family,120,Hydrobiidae,"Stimpson, 1865",722756,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,1,1,NA,NA,exact
Bythiospeum acicula,Hydrobiidae,2914842,120,Hydrobiidae,"Stimpson, 1865",accepted,NA,Family,120,Hydrobiidae,"Stimpson, 1865",722756,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,1,1,NA,NA,exact
Diniatys dubius,Haminoeidae,5505717,23052,Haminoeidae,"Pilsbry, 1895",accepted,NA,Family,23052,Haminoeidae,"Pilsbry, 1895",411892,Animalia,Mollusca,Gastropoda,Cephalaspidea,NA,1,1,NA,NA,NA,exact
Atys costulosa,Haminoeidae,5735245,23052,Haminoeidae,"Pilsbry, 1895",accepted,NA,Family,23052,Haminoeidae,"Pilsbry, 1895",411892,Animalia,Mollusca,Gastropoda,Cephalaspidea,NA,1,1,NA,NA,NA,exact
Tayuva lilacina,Discodorididae,2875640,1761,Discodorididae,"Bergh, 1891",accepted,NA,Family,1761,Discodorididae,"Bergh, 1891",173,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,NA,NA,NA,NA,exact
Plebidonax deltoides,Psammobiidae,867457,237,Psammobiidae,"J. Fleming, 1828",accepted,NA,Family,237,Psammobiidae,"J. Fleming, 1828",14636,Animalia,Mollusca,Bivalvia,Cardiida,NA,1,1,NA,NA,NA,exact
Elysia velutinus,Plakobranchidae,66670,411960,Plakobranchidae,"Gray, 1840",accepted,NA,Family,411960,Plakobranchidae,"Gray, 1840",411959,Animalia,Mollusca,Gastropoda,NA,NA,1,NA,NA,NA,NA,exact
Eubranchus alexeii,Fionidae,2876137,23039,Fionidae,"Gray, 1857",accepted,NA,Family,23039,Fionidae,"Gray, 1857",412646,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,NA,NA,NA,NA,exact
Hyriopsis,Unionidae,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siphonaria lateralis,Siphonariidae,338452,23118,Siphonariidae,"Gray, 1827",accepted,NA,Family,23118,Siphonariidae,"Gray, 1827",382225,Animalia,Mollusca,Gastropoda,Siphonariida,NA,1,NA,NA,NA,NA,exact
Lamellidens,Unionidae,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nassarius sinarus,Nassariidae,702674,151,Nassariidae,"Iredale, 1916 (1835)",accepted,NA,Family,151,Nassariidae,"Iredale, 1916 (1835)",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,1,NA,0,exact
Nassarius graphiterus,Nassariidae,2899008,151,Nassariidae,"Iredale, 1916 (1835)",accepted,NA,Family,151,Nassariidae,"Iredale, 1916 (1835)",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,1,NA,0,exact
Reticunassa festiva,Nassariidae,580448,151,Nassariidae,"Iredale, 1916 (1835)",accepted,NA,Family,151,Nassariidae,"Iredale, 1916 (1835)",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,1,NA,0,exact
Nassarius pumilio,Nassariidae,2899139,151,Nassariidae,"Iredale, 1916 (1835)",accepted,NA,Family,151,Nassariidae,"Iredale, 1916 (1835)",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,1,NA,0,exact
Neripteron violaceum,Neritidae,937612,13588,Neritidae,"Rafinesque, 1815",accepted,NA,Family,13588,Neritidae,"Rafinesque, 1815",196314,Animalia,Mollusca,Gastropoda,Cycloneritida,NA,1,1,1,1,0,exact
Ocenebra erinaceus,Muricidae,872938,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Parreysia,Unionidae,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplus assimilis,Buccinidae,2900775,149,Buccinidae,"Rafinesque, 1815",accepted,NA,Family,149,Buccinidae,"Rafinesque, 1815",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Aplus dorbignyi,Buccinidae,2900782,149,Buccinidae,"Rafinesque, 1815",accepted,NA,Family,149,Buccinidae,"Rafinesque, 1815",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Aplus scacchianus,Buccinidae,2900779,149,Buccinidae,"Rafinesque, 1815",accepted,NA,Family,149,Buccinidae,"Rafinesque, 1815",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Pseudodon,Unionidae,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopineria barbadensis,Urocoptidae,5973732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radiatula,Unionidae,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semisalsa maltzani,Cochliopidae,5720316,411706,Cochliopidae,"Tryon, 1866",accepted,NA,Family,411706,Cochliopidae,"Tryon, 1866",722756,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,1,1,0,NA,exact
Lobatus gigas,Strombidae,145674,23123,Strombidae,"Rafinesque, 1815",accepted,NA,Family,23123,Strombidae,"Rafinesque, 1815",14770,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,NA,exact
Thuridilla vatae,Plakobranchidae,587527,411960,Plakobranchidae,"Gray, 1840",accepted,NA,Family,411960,Plakobranchidae,"Gray, 1840",411959,Animalia,Mollusca,Gastropoda,NA,NA,1,NA,NA,NA,NA,exact
Eucrassatella nana,Crassatellidae,77202,23013,Crassatellidae,"Férussac, 1822",accepted,NA,Family,23013,Crassatellidae,"Férussac, 1822",23014,Animalia,Mollusca,Bivalvia,Carditida,NA,1,NA,NA,NA,NA,exact
Periglypta corbis,Veneridae,107442,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Mollusca,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Saxidomus purpurata,Veneridae,605472,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Mollusca,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Tanea lineata,Naticidae,938186,145,Naticidae,"Guilding, 1834",accepted,NA,Family,145,Naticidae,"Guilding, 1834",14776,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,1,NA,NA,NA,exact
Polinices coensis,Naticidae,NULL,145,Naticidae,"Guilding, 1834",accepted,NA,Family,145,Naticidae,"Guilding, 1834",14776,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,1,NA,NA,NA,exact
Lentigo lentiginosus,Strombidae,462284,23123,Strombidae,"Rafinesque, 1815",accepted,NA,Family,23123,Strombidae,"Rafinesque, 1815",14770,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,NA,exact
Bufonaria rana,Bursidae,140400,22995,Bursidae,"Thiele, 1925",accepted,NA,Family,22995,Bursidae,"Thiele, 1925",14777,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,NA,exact
Semicassis bisulcata,Cassidae,762724,22999,Cassidae,"Latreille, 1825",accepted,NA,Family,22999,Cassidae,"Latreille, 1825",14777,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,NA,exact
Linatella caudata,Ranellidae,854896,10109,Ranellidae,"Gray, 1854",accepted,NA,Family,10109,Ranellidae,"Gray, 1854",14777,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,NA,exact
Fusinus colus,Fasciolariidae,77206,23038,Fasciolariidae,"Gray, 1853",accepted,NA,Family,23038,Fasciolariidae,"Gray, 1853",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,NA,exact
Cancellaria indentata,Cancellariidae,783401,13600,Cancellariidae,"Forbes & Hanley, 1851",accepted,NA,Family,13600,Cancellariidae,"Forbes & Hanley, 1851",1055738,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,0,exact
Cancellaria jayana,Cancellariidae,299983,13600,Cancellariidae,"Forbes & Hanley, 1851",accepted,NA,Family,13600,Cancellariidae,"Forbes & Hanley, 1851",1055738,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,0,exact
Admetula atopodonta,Cancellariidae,260212,13600,Cancellariidae,"Forbes & Hanley, 1851",accepted,NA,Family,13600,Cancellariidae,"Forbes & Hanley, 1851",1055738,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,0,exact
Plicopurpura columellaris,Muricidae,935652,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Orania nodosa,Muricidae,640176,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Mancinella armigera,Muricidae,428360,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Purpura bufo,Muricidae,256027,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Acanthais callaoensis,Muricidae,954362,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Thalessa virgata,Muricidae,498785,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
