"","species","ednafish","mifishlist","npfish","hakaiseinefish"
"5577","Cryptocentrus strigilliceps",0,1,0,0
"5578","Cryptocentrus yatsui",0,1,0,0
"5579","Cryptoheros chetumalensis",0,1,0,0
"5580","Cryptoheros cutteri",0,1,0,0
"5581","Cryptoheros spilurus",0,1,0,0
"5582","Cryptomyrus ogoouensis",0,1,0,0
"5583","Cryptomyrus ona",0,1,0,0
"5584","Cryptopsaras couesii",0,1,1,0
"5585","Cryptopsilotris batrachodes",0,1,0,0
"5586","Cryptotomus roseus",0,1,0,0
"5587","Crystallaria asprella",0,1,0,0
"5588","Crystallaria cincotta",0,1,0,0
"5589","Crystallias matsushimae",0,1,0,0
"5590","Crystallichthys cyclospilus",0,1,1,0
"5591","Crystallodytes enderburyensis",0,1,0,0
"5592","Crystallogobius linearis",0,1,0,0
"5593","Cteniloricaria fowleri",0,1,0,0
"5594","Cteniloricaria napova",0,1,0,0
"5595","Cteniloricaria platystoma",0,1,0,0
"5596","Ctenobrycon hauxwellianus",0,1,0,0
"5597","Ctenobrycon spilurus",0,1,0,0
"5598","Ctenochaetus binotatus",0,1,0,0
"5599","Ctenochaetus cyanocheilus",0,1,0,0
"5600","Ctenochaetus flavicauda",0,1,0,0
"5601","Ctenochaetus hawaiiensis",0,1,0,0
"5602","Ctenochaetus marginatus",0,1,0,0
"5603","Ctenochaetus striatus",0,1,0,0
"5604","Ctenochaetus strigosus",0,1,0,0
"5605","Ctenochaetus tominiensis",0,1,0,0
"5606","Ctenochaetus truncatus",0,1,0,0
"5607","Ctenochromis horei",0,1,0,0
"5608","Ctenochromis pectoralis",0,1,0,0
"5609","Ctenochromis polli",0,1,0,0
"5610","Ctenogobiops aurocingulus",0,1,0,0
"5611","Ctenogobiops crocineus",0,1,0,0
"5612","Ctenogobiops feroculus",0,1,0,0
"5613","Ctenogobiops formosa",0,1,0,0
"5614","Ctenogobiops maculosus",0,1,0,0
"5615","Ctenogobiops mitodes",0,1,0,0
"5616","Ctenogobiops pomastictus",0,1,0,0
"5617","Ctenogobiops tangaroai",0,1,0,0
"5618","Ctenogobiops tongaensis",0,1,0,0
"5619","Ctenogobius boleosoma",0,1,0,0
"5620","Ctenogobius fasciatus",0,1,0,0
"5621","Ctenogobius saepepallens",0,1,0,0
"5622","Ctenogobius sagittula",0,1,0,0
"5623","Ctenogobius shufeldti",0,1,0,0
"5624","Ctenogobius smaragdus",0,1,0,0
"5625","Ctenolabrus rupestris",0,1,0,0
"5626","Ctenolucius beani",0,1,0,0
"5627","Ctenolucius hujeta",0,1,0,0
"5628","Ctenolucius sp",0,1,0,0
"5629","Ctenopharyngodon idella",0,1,0,0
"5630","Ctenopharyngodon idella x Megalobrama amblycephala",0,1,0,0
"5631","Ctenopharyngodon idella x Squaliobarbus curriculus",0,1,0,0
"5632","Ctenopharyngodon idellus x Elopichthys bambusa",0,1,0,0
"5633","Ctenopharynx pictus",0,1,0,0
"5634","Ctenopoma acutirostre",0,1,0,0
"5635","Ctenopoma gabonense",0,1,0,0
"5636","Ctenopoma kingsleyae",0,1,0,0
"5637","Ctenopoma muriei",0,1,0,0
"5638","Ctenopoma nebulosum",0,1,0,0
"5639","Ctenopoma nigropannosum",0,1,0,0
"5640","Ctenopoma ocellatum",0,1,0,0
"5641","Ctenopoma pellegrini",0,1,0,0
"5642","Ctenopoma petherici",0,1,0,0
"5643","Ctenopoma weeksii",0,1,0,0
"5644","Ctenops nobilis",0,1,0,0
"5645","Ctenosciaena gracilicirrhus",0,1,0,0
"5646","Ctenotrypauchen chinensis",0,1,0,0
"5647","Cualac tessellatus",0,1,0,0
"5648","Cubanichthys cubensis",0,1,0,0
"5649","Cubanichthys pengelleyi",0,1,0,0
"5650","Cubiceps baxteri",0,1,0,0
"5651","Cubiceps caeruleus",0,1,0,0
"5652","Cubiceps capensis",0,1,0,0
"5653","Cubiceps gracilis",0,1,0,0
"5654","Cubiceps paradoxus",0,1,0,0
"5655","Cubiceps pauciradiatus",0,1,0,0
"5656","Cubiceps squamiceps",0,1,0,0
"5657","Cubiceps whiteleggii",0,1,0,0
"5658","Culaea inconstans",0,1,0,0
"5659","Culter alburnus",0,1,0,0
"5660","Culter alburnus x Ancherythroculter nigrocauda",0,1,0,0
"5661","Culter alburnus x Megalobrama terminalis",0,1,0,0
"5662","Culter brevicauda",0,1,0,0
"5663","Culter compressocorpus",0,1,0,0
"5664","Culter oxycephaloides",0,1,0,0
"5665","Cunningtonia longiventralis",0,1,0,0
"5666","Curculionichthys hera",0,1,0,0
"5667","Curimata acutirostris",0,1,0,0
"5668","Curimata cyprinoides",0,1,0,0
"5669","Curimata incompta",0,1,0,0
"5670","Curimata inornata",0,1,0,0
"5671","Curimata knerii",0,1,0,0
"5672","Curimata mivartii",0,1,0,0
"5673","Curimata roseni",0,1,0,0
"5674","Curimata vittata",0,1,0,0
"5675","Curimatella alburna",0,1,0,0
"5676","Curimatella dorsalis",0,1,0,0
"5677","Curimatella immaculata",0,1,0,0
"5678","Curimatella lepidura",0,1,0,0
"5679","Curimatella meyeri",0,1,0,0
"5680","Curimatopsis crypticus",0,1,0,0
"5681","Curimatopsis evelynae",0,1,0,0
"5682","Curimatopsis macrolepis",0,1,0,0
"5683","Curimatopsis myersi",0,1,0,0
"5684","Cyanocharax alburnus",0,1,0,0
"5685","Cyanocharax alegretensis",0,1,0,0
"5686","Cyanocharax dicropotamicus",0,1,0,0
"5687","Cyanocharax itaimbe",0,1,0,0
"5688","Cyanocharax lepiclastus",0,1,0,0
"5689","Cyanocharax obi",0,1,0,0
"5690","Cyanocharax tipiaia",0,1,0,0
"5691","Cyanocharax uruguayensis",0,1,0,0
"5692","Cyathochromis obliquidens",0,1,0,0
"5693","Cyathopharynx foae",0,1,0,0
"5694","Cyathopharynx furcifer",0,1,0,0
"5695","Cybiosarda elegans",0,1,0,0
"5696","Cycleptus elongatus",0,1,0,0
"5697","Cycleptus meridionalis",0,1,0,0
"5698","Cyclichthys orbicularis",0,1,0,0
"5699","Cyclichthys spilostylus",0,1,0,0
"5700","Cyclocheilichthys apogon",0,1,0,0
"5701","Cyclocheilichthys armatus",0,1,0,0
"5702","Cyclocheilichthys enoplos",0,1,0,0
"5703","Cyclocheilichthys heteronema",0,1,0,0
"5704","Cyclocheilichthys janthochir",0,1,0,0
"5705","Cyclocheilichthys repasson",0,1,0,0
"5706","Cyclopharynx fwae",0,1,0,0
"5707","Cyclopharynx schwetzi",0,1,0,0
"5708","Cyclopsetta chittendeni",0,1,0,0
"5709","Cyclopsetta fimbriata",0,1,0,0
"5710","Cyclopsetta panamensis",0,1,0,0
"5711","Cyclopsetta querna",0,1,0,0
"5712","Cyclopteropsis bergi",0,1,0,0
"5713","Cyclopteropsis lindbergi",0,1,0,0
"5714","Cyclopterus lumpus",0,1,0,0
"5715","Cyclothone acclinidens",0,1,1,0
"5716","Cyclothone alba",0,1,1,0
"5717","Cyclothone atraria",0,1,1,0
"5718","Cyclothone braueri",0,1,0,0
"5719","Cyclothone kobayashii",0,1,0,0
"5720","Cyclothone livida",0,1,0,0
"5721","Cyclothone microdon",0,1,1,0
"5722","Cyclothone obscura",0,1,0,0
"5723","Cyclothone pacifica",0,1,0,0
"5724","Cyclothone pallida",0,1,1,0
"5725","Cyclothone parapallida",0,1,0,0
"5726","Cyclothone pseudopallida",0,1,1,0
"5727","Cyclothone pygmaea",0,1,0,0
"5728","Cyclothone signata",0,1,1,0
"5729","Cyema atrum",0,1,1,0
"5730","Cygnodraco mawsoni",0,1,0,0
"5731","Cymatoceps nasutus",0,1,0,0
"5732","Cymbacephalus beauforti",0,1,0,0
"5733","Cymbacephalus nematophthalmus",0,1,0,0
"5734","Cymbacephalus staigeri",0,1,0,0
"5735","Cymolutes praetextatus",0,1,0,0
"5736","Cymolutes torquatus",0,1,0,0
"5737","Cynodon gibbus",0,1,0,0
"5738","Cynodon meionactis",0,1,0,0
"5739","Cynodonichthys birkhahni",0,1,0,0
"5740","Cynodonichthys brunneus",0,1,0,0
"5741","Cynodonichthys chucunaque",0,1,0,0
"5742","Cynodonichthys frommi",0,1,0,0
"5743","Cynodonichthys fuscolineatus",0,1,0,0
"5744","Cynodonichthys godmani",0,1,0,0
"5745","Cynodonichthys hildebrandi",0,1,0,0
"5746","Cynodonichthys isthmensis",0,1,0,0
"5747","Cynodonichthys kuelpmanni",0,1,0,0
"5748","Cynodonichthys magdalenae",0,1,0,0
"5749","Cynodonichthys rubripunctatus",0,1,0,0
"5750","Cynodonichthys tenuis",0,1,0,0
"5751","Cynodonichthys uroflammeus",0,1,0,0
"5752","Cynodonichthys wassmanni",0,1,0,0
"5753","Cynodonichthys weberi",0,1,0,0
"5754","Cynoglossus abbreviatus",0,1,0,0
"5755","Cynoglossus acaudatus",0,1,0,0
"5756","Cynoglossus arel",0,1,0,0
"5757","Cynoglossus attenuatus",0,1,0,0
"5758","Cynoglossus bilineatus",0,1,0,0
"5759","Cynoglossus broadhursti",0,1,0,0
"5760","Cynoglossus browni",0,1,0,0
"5761","Cynoglossus canariensis",0,1,0,0
"5762","Cynoglossus capensis",0,1,0,0
"5763","Cynoglossus carpenteri",0,1,0,0
"5764","Cynoglossus cynoglossus",0,1,0,0
"5765","Cynoglossus elongatus",0,1,0,0
"5766","Cynoglossus feldmanni",0,1,0,0
"5767","Cynoglossus gracilis",0,1,0,0
"5768","Cynoglossus interruptus",0,1,0,0
"5769","Cynoglossus itinus",0,1,0,0
"5770","Cynoglossus joyneri",0,1,0,0
"5771","Cynoglossus kopsii",0,1,0,0
"5772","Cynoglossus lida",0,1,0,0
"5773","Cynoglossus lighti",0,1,0,0
"5774","Cynoglossus lineolatus",0,1,0,0
"5775","Cynoglossus lingua",0,1,0,0
"5776","Cynoglossus maccullochi",0,1,0,0
"5777","Cynoglossus macrolepidotus",0,1,0,0
"5778","Cynoglossus macrostomus",0,1,0,0
"5779","Cynoglossus maculipinnis",0,1,0,0
"5780","Cynoglossus marleyi",0,1,0,0
"5781","Cynoglossus melampetalus",0,1,0,0
"5782","Cynoglossus microlepis",0,1,0,0
"5783","Cynoglossus monodi",0,1,0,0
"5784","Cynoglossus monopus",0,1,0,0
"5785","Cynoglossus nanhaiensis",0,1,0,0
"5786","Cynoglossus nigropinnatus",0,1,0,0
"5787","Cynoglossus ochiaii",0,1,0,0
"5788","Cynoglossus ogilbyi",0,1,0,0
"5789","Cynoglossus oligolepis",0,1,0,0
"5790","Cynoglossus puncticeps",0,1,0,0
"5791","Cynoglossus purpureomaculatus",0,1,0,0
"5792","Cynoglossus robustus",0,1,0,0
"5793","Cynoglossus roulei",0,1,0,0
"5794","Cynoglossus semilaevis",0,1,0,0
"5795","Cynoglossus senegalensis",0,1,0,0
"5796","Cynoglossus sinicus",0,1,0,0
"5797","Cynoglossus sinusarabici",0,1,0,0
"5798","Cynoglossus suyeni",0,1,0,0
"5799","Cynoglossus trigrammus",0,1,0,0
"5800","Cynoglossus zanzibarensis",0,1,0,0
"5801","Cynolebias altus",0,1,0,0
"5802","Cynolebias attenuatus",0,1,0,0
"5803","Cynolebias gibbus",0,1,0,0
"5804","Cynolebias gilbertoi",0,1,0,0
"5805","Cynolebias itapicuruensis",0,1,0,0
"5806","Cynolebias leptocephalus",0,1,0,0
"5807","Cynolebias obscurus",0,1,0,0
"5808","Cynolebias ochraceus",0,1,0,0
"5809","Cynolebias oticus",0,1,0,0
"5810","Cynolebias parietalis",0,1,0,0
"5811","Cynolebias parnaibensis",0,1,0,0
"5812","Cynolebias perforatus",0,1,0,0
"5813","Cynolebias porosus",0,1,0,0
"5814","Cynolebias roseus",0,1,0,0
"5815","Cynolebias vazabarrisensis",0,1,0,0
"5816","Cynomacrurus piriei",0,1,0,0
"5817","Cynopoecilus fulgens",0,1,0,0
"5818","Cynopoecilus intimus",0,1,0,0
"5819","Cynopoecilus melanotaenia",0,1,0,0
"5820","Cynopoecilus multipapillatus",0,1,0,0
"5821","Cynopoecilus nigrovittatus",0,1,0,0
"5822","Cynopoecilus notabilis",0,1,0,0
"5823","Cynoponticus ferox",0,1,0,0
"5824","Cynopotamus amazonum",0,1,0,0
"5825","Cynopotamus argenteus",0,1,0,0
"5826","Cynopotamus essequibensis",0,1,0,0
"5827","Cynopotamus kincaidi",0,1,0,0
"5828","Cynopotamus magdalenae",0,1,0,0
"5829","Cynopotamus sp",0,1,0,0
"5830","Cynopotamus venezuelae",0,1,0,0
"5831","Cynoscion acoupa",0,1,0,0
"5832","Cynoscion albus",0,1,0,0
"5833","Cynoscion analis",0,1,0,0
"5834","Cynoscion arenarius",0,1,0,0
"5835","Cynoscion guatucupa",0,1,0,0
"5836","Cynoscion jamaicensis",0,1,0,0
"5837","Cynoscion leiarchus",0,1,0,0
"5838","Cynoscion microlepidotus",0,1,0,0
"5839","Cynoscion nannus",0,1,0,0
"5840","Cynoscion nebulosus",0,1,0,0
"5841","Cynoscion nothus",0,1,0,0
"5842","Cynoscion othonopterus",0,1,0,0
"5843","Cynoscion parvipinnis",0,1,0,0
"5844","Cynoscion phoxocephalus",0,1,0,0
"5845","Cynoscion praedatorius",0,1,0,0
"5846","Cynoscion regalis",0,1,0,0
"5847","Cynoscion reticulatus",0,1,0,0
"5848","Cynoscion similis",0,1,0,0
"5849","Cynoscion squamipinnis",0,1,0,0
"5850","Cynoscion steindachneri",0,1,0,0
"5851","Cynoscion stolzmanni",0,1,0,0
"5852","Cynoscion striatus",0,1,0,0
"5853","Cynoscion virescens",0,1,0,0
"5854","Cynoscion xanthulus",0,1,0,0
"5855","Cynotilapia afra",0,1,0,0
"5856","Cynotilapia pulpican",0,1,0,0
"5857","Cypho purpurascens",0,1,0,0
"5858","Cypho zaps",0,1,0,0
"5859","Cyphocharax abramoides",0,1,0,0
"5860","Cyphocharax aspilos",0,1,0,0
"5861","Cyphocharax biocellatus",0,1,0,0
"5862","Cyphocharax boiadeiro",0,1,0,0
"5863","Cyphocharax corumbae",0,1,0,0
"5864","Cyphocharax festivus",0,1,0,0
"5865","Cyphocharax gilbert",0,1,0,0
"5866","Cyphocharax gillii",0,1,0,0
"5867","Cyphocharax gouldingi",0,1,0,0
"5868","Cyphocharax helleri",0,1,0,0
"5869","Cyphocharax leucostictus",0,1,0,0
"5870","Cyphocharax magdalenae",0,1,0,0
"5871","Cyphocharax mestomyllon",0,1,0,0
"5872","Cyphocharax microcephalus",0,1,0,0
"5873","Cyphocharax modestus",0,1,0,0
"5874","Cyphocharax multilineatus",0,1,0,0
"5875","Cyphocharax nagelii",0,1,0,0
"5876","Cyphocharax nigripinnis",0,1,0,0
"5877","Cyphocharax notatus",0,1,0,0
"5878","Cyphocharax oenas",0,1,0,0
"5879","Cyphocharax platanus",0,1,0,0
"5880","Cyphocharax plumbeus",0,1,0,0
"5881","Cyphocharax saladensis",0,1,0,0
"5882","Cyphocharax sanctigabrielis",0,1,0,0
"5883","Cyphocharax santacatarinae",0,1,0,0
"5884","Cyphocharax sp",0,1,0,0
"5885","Cyphocharax spilotus",0,1,0,0
"5886","Cyphocharax spiluropsis",0,1,0,0
"5887","Cyphocharax spilurus",0,1,0,0
"5888","Cyphocharax vanderi",0,1,0,0
"5889","Cyphocharax voga",0,1,0,0
"5890","Cyphocottus eurystomus",0,1,0,0
"5891","Cyphomyrus discorhynchus",0,1,0,0
"5892","Cyphomyrus lufirae",0,1,0,0
"5893","Cyphomyrus psittacus",0,1,0,0
"5894","Cyphotilapia frontosa",0,1,0,0
"5895","Cyphotilapia gibberosa",0,1,0,0
"5896","Cyprichromis coloratus",0,1,0,0
"5897","Cyprichromis leptosoma",0,1,0,0
"5898","Cyprichromis microlepidotus",0,1,0,0
"5899","Cyprichromis pavo",0,1,0,0
"5900","Cyprichromis zonatus",0,1,0,0
"5901","Cyprinella alvarezdelvillari",0,1,0,0
"5902","Cyprinella analostana",0,1,0,0
"5903","Cyprinella bocagrande",0,1,0,0
"5904","Cyprinella caerulea",0,1,0,0
"5905","Cyprinella caerulea x Cyprinella trichroistia",0,1,0,0
"5906","Cyprinella callisema",0,1,0,0
"5907","Cyprinella callistia",0,1,0,0
"5908","Cyprinella callitaenia",0,1,0,0
"5909","Cyprinella camura",0,1,0,0
"5910","Cyprinella chloristia",0,1,0,0
"5911","Cyprinella forlonensis",0,1,0,0
"5912","Cyprinella formosa",0,1,0,0
"5913","Cyprinella galactura",0,1,0,0
"5914","Cyprinella garmani",0,1,0,0
"5915","Cyprinella gibbsi",0,1,0,0
"5916","Cyprinella labrosa",0,1,0,0
"5917","Cyprinella leedsi",0,1,0,0
"5918","Cyprinella lepida",0,1,0,0
"5919","Cyprinella lutrensis",0,1,0,0
"5920","Cyprinella nivea",0,1,0,0
"5921","Cyprinella panarcys",0,1,0,0
"5922","Cyprinella proserpina",0,1,0,0
"5923","Cyprinella pyrrhomelas",0,1,0,0
"5924","Cyprinella rutila",0,1,0,0
"5925","Cyprinella spiloptera",0,1,0,0
"5926","Cyprinella trichroistia",0,1,0,0
"5927","Cyprinella venusta",0,1,0,0
"5928","Cyprinella whipplei",0,1,0,0
"5929","Cyprinella xaenura",0,1,0,0
"5930","Cyprinella xanthicara",0,1,0,0
"5931","Cyprinion acinaces",0,1,0,0
"5932","Cyprinion kais",0,1,0,0
"5933","Cyprinion macrostomum",0,1,0,0
"5934","Cyprinion semiplotum",0,1,0,0
"5935","Cyprinion watsoni",0,1,0,0
"5936","Cyprinocirrhites polyactis",0,1,0,0
"5937","Cyprinodon albivelis",0,1,0,0
"5938","Cyprinodon alvarezi",0,1,0,0
"5939","Cyprinodon artifrons",0,1,0,0
"5940","Cyprinodon atrorus",0,1,0,0
"5941","Cyprinodon beltrani",0,1,0,0
"5942","Cyprinodon bifasciatus",0,1,0,0
"5943","Cyprinodon bobmilleri",0,1,0,0
"5944","Cyprinodon bondi",0,1,0,0
"5945","Cyprinodon bovinus",0,1,0,0
"5946","Cyprinodon dearborni",0,1,0,0
"5947","Cyprinodon diabolis",0,1,0,0
"5948","Cyprinodon elegans",0,1,0,0
"5949","Cyprinodon eremus",0,1,0,0
"5950","Cyprinodon esconditus",0,1,0,0
"5951","Cyprinodon eximius",0,1,0,0
"5952","Cyprinodon fontinalis",0,1,0,0
"5953","Cyprinodon higuey",0,1,0,0
"5954","Cyprinodon julimes",0,1,0,0
"5955","Cyprinodon labiosus",0,1,0,0
"5956","Cyprinodon macrolepis",0,1,0,0
"5957","Cyprinodon macularius",0,1,0,0
"5958","Cyprinodon maya",0,1,0,0
"5959","Cyprinodon meeki",0,1,0,0
"5960","Cyprinodon nazas",0,1,0,0
"5961","Cyprinodon nevadensis",0,1,0,0
"5962","Cyprinodon nichollsi",0,1,0,0
"5963","Cyprinodon ovinus",0,1,0,0
"5964","Cyprinodon pachycephalus",0,1,0,0
"5965","Cyprinodon pecosensis",0,1,0,0
"5966","Cyprinodon pisteri",0,1,0,0
"5967","Cyprinodon radiosus",0,1,0,0
"5968","Cyprinodon riverendi",0,1,0,0
"5969","Cyprinodon rubrofluviatilis",0,1,0,0
"5970","Cyprinodon salinus",0,1,0,0
"5971","Cyprinodon simus",0,1,0,0
"5972","Cyprinodon suavium",0,1,0,0
"5973","Cyprinodon tularosa",0,1,0,0
"5974","Cyprinodon variegatus",0,1,0,0
"5975","Cyprinodon verecundus",0,1,0,0
"5976","Cyprinodon veronicae",0,1,0,0
"5977","Cyprinus acutidorsalis",0,1,0,0
"5978","Cyprinus carpio",0,1,1,0
"5979","Cyprinus carpio haematopterus x Megalobrama amblycephala",0,1,0,0
"5980","Cyprinus carpio specularis x Carassius cuvieri",0,1,0,0
"5981","Cyprinus carpio wuyuanensis x Carassius auratus",0,1,0,0
"5982","Cyprinus carpio x Megalobrama amblycephala",0,1,0,0
"5983","Cyprinus carpio x Procypris rabaudi",0,1,0,0
"5984","Cyprinus intha",0,1,0,0
"5985","Cyprinus megalophthalmus",0,1,0,0
"5986","Cyprinus melanes",0,1,0,0
"5987","Cyprinus multitaeniata",0,1,0,0
"5988","Cyprinus pellegrini",0,1,0,0
"5989","Cyprinus rubrofuscus",0,1,1,0
"5990","Cypselurus angusticeps",0,1,0,0
"5991","Cypselurus callopterus",0,1,0,0
"5992","Cypselurus hexazona",0,1,0,0
"5993","Cypselurus hiraii",0,1,0,0
"5994","Cypselurus naresii",0,1,0,0
"5995","Cypselurus oligolepis",0,1,0,0
"5996","Cypselurus opisthopus",0,1,0,0
"5997","Cypselurus poecilopterus",0,1,0,0
"5998","Cypselurus starksi",0,1,0,0
"5999","Cyrtocara moorii",0,1,0,0
"6000","Cyttopsis cypho",0,1,0,0
"6001","Cyttopsis rosea",0,1,0,0
"6002","Cyttus australis",0,1,0,0
"6003","Cyttus novaezealandiae",0,1,0,0
"6004","Cyttus traversi",0,1,0,0
"6005","Dacodraco hunteri",0,1,0,0
"6006","Dactylophora nigricans",0,1,0,0
"6007","Dactyloptena gilberti",0,1,0,0
"6008","Dactyloptena orientalis",0,1,0,0
"6009","Dactyloptena papilio",0,1,0,0
"6010","Dactyloptena peterseni",0,1,0,0
"6011","Dactyloptena tiltoni",0,1,0,0
"6012","Dactylopterus volitans",0,1,0,0
"6013","Dactylopus dactylopus",0,1,0,0
"6014","Dactyloscopus foraminosus",0,1,0,0
"6015","Dactyloscopus lacteus",0,1,0,0
"6016","Dactyloscopus pectoralis",0,1,0,0
"6017","Dactyloscopus tridigitatus",0,1,0,0
"6018","Daector quadrizonatus",0,1,0,0
"6019","Dagetichthys commersonnii",0,1,0,0
"6020","Dagetichthys lusitanicus",0,1,0,0
"6021","Dagetichthys marginatus",0,1,0,0
"6022","Dalatias licha",0,1,0,0
"6023","Dallia admirabilis",0,1,0,0
"6024","Dallia pectoralis",0,1,1,0
"6025","Dalophis imberbis",0,1,0,0
"6026","Danacetichthys galathenus",0,1,0,0
"6027","Danakilia dinicolai",0,1,0,0
"6028","Danakilia franchettii",0,1,0,0
"6029","Danaphos oculatus",0,1,1,0
"6030","Danio aesculapii",0,1,0,0
"6031","Danio albolineatus",0,1,0,0
"6032","Danio annulosus",0,1,0,0
"6033","Danio assamila",0,1,0,0
"6034","Danio catenatus",0,1,0,0
"6035","Danio choprai",0,1,0,0
"6036","Danio dangila",0,1,0,0
"6037","Danio feegradei",0,1,0,0
"6038","Danio flagrans",0,1,0,0
"6039","Danio htamanthinus",0,1,0,0
"6040","Danio kerri",0,1,0,0
"6041","Danio kyathit",0,1,0,0
"6042","Danio margaritatus",0,1,0,0
"6043","Danio meghalayensis",0,1,0,0
"6044","Danio nigrofasciatus",0,1,0,0
"6045","Danio pulcher",0,1,0,0
"6046","Danio rerio",0,1,0,0
"6047","Danio roseus",0,1,0,0
"6048","Danio sysphigmatus",0,1,0,0
"6049","Danio tinwini",0,1,0,0
"6050","Danio tweediei",0,1,0,0
"6051","Danionella dracula",0,1,0,0
"6052","Danionella mirifica",0,1,0,0
"6053","Danionella translucida",0,1,0,0
"6054","Dannevigia tusca",0,1,0,0
"6055","Dario dario",0,1,0,0
"6056","Dario dayingensis",0,1,0,0
"6057","Dario huli",0,1,0,0
"6058","Dario hysginon",0,1,0,0
"6059","Dario kajal",0,1,0,0
"6060","Dario neela",0,1,0,0
"6061","Dario urops",0,1,0,0
"6062","Dascyllus abudafur",0,1,0,0
"6063","Dascyllus albisella",0,1,0,0
"6064","Dascyllus aruanus",0,1,0,0
"6065","Dascyllus aruanus x Dascyllus reticulatus",0,1,0,0
"6066","Dascyllus carneus",0,1,0,0
"6067","Dascyllus carneus x Dascyllus marginatus",0,1,0,0
"6068","Dascyllus flavicaudus",0,1,0,0
"6069","Dascyllus marginatus",0,1,0,0
"6070","Dascyllus melanurus",0,1,0,0
"6071","Dascyllus reticulatus",0,1,0,0
"6072","Dascyllus strasburgi",0,1,0,0
"6073","Dascyllus trimaculatus",0,1,0,0
"6074","Dasyatis brevis",0,1,0,0
"6075","Dasyatis chrysonota",0,1,0,0
"6076","Dasyatis hawaiensis",0,1,0,0
"6077","Dasyatis hypostigma",0,1,0,0
"6078","Dasyatis laosensis",0,1,0,0
"6079","Dasyatis marmorata",0,1,0,0
"6080","Dasyatis microps",0,1,0,0
"6081","Dasyatis navarrae",0,1,0,0
"6082","Dasyatis parvonigra",0,1,0,0
"6083","Dasyatis pastinaca",0,1,0,0
"6084","Dasyatis say",0,1,0,0
"6085","Dasyatis tortonesei",0,1,0,0
"6086","Dasycottus setiger",0,1,1,0
"6087","Dasyloricaria filamentosa",0,1,0,0
"6088","Dasyloricaria latiura",0,1,0,0
"6089","Dasyloricaria paucisquama",0,1,0,0
"6090","Dasyloricaria tuyrensis",0,1,0,0
"6091","Datnioides microlepis",0,1,0,0
"6092","Datnioides polota",0,1,0,0
"6093","Datnioides pulcher",0,1,0,0
"6094","Datnioides undecimradiatus",0,1,0,0
"6095","Davidijordania lacertina",0,1,0,0
"6096","Davidijordania poecilimon",0,1,0,0
"6097","Davidijordania yabei",0,1,0,0
"6098","Dawkinsia apsara",0,1,0,0
"6099","Dawkinsia arulius",0,1,0,0
"6100","Dawkinsia assimilis",0,1,0,0
"6101","Dawkinsia austellus",0,1,0,0
"6102","Dawkinsia crassa",0,1,0,0
"6103","Dawkinsia exclamatio",0,1,0,0
"6104","Dawkinsia filamentosa",0,1,0,0
"6105","Dawkinsia lepida",0,1,0,0
"6106","Dawkinsia rohani",0,1,0,0
"6107","Dawkinsia rubrotinctus",0,1,0,0
"6108","Dawkinsia singhala",0,1,0,0
"6109","Dawkinsia srilankensis",0,1,0,0
"6110","Dawkinsia tambraparniei",0,1,0,0
"6111","Dayella malabarica",0,1,0,0
"6112","Daysciaena albida",0,1,0,0
"6113","Deania calcea",0,1,0,0
"6114","Deania hystricosa",0,1,0,0
"6115","Deania profundorum",0,1,0,0
"6116","Deania quadrispinosa",0,1,0,0
"6117","Deania quadrispinosa 1 GJPN",0,1,0,0
"6118","Deania quadrispinosa 2 GJPN",0,1,0,0
"6119","Decapterus akaadsi",0,1,0,0
"6120","Decapterus kurroides",0,1,0,0
"6121","Decapterus macarellus",0,1,0,0
"6122","Decapterus macrosoma",0,1,0,0
"6123","Decapterus maruadsi",0,1,0,0
"6124","Decapterus muroadsi",0,1,0,0
"6125","Decapterus punctatus",0,1,0,0
"6126","Decapterus russelli",0,1,0,0
"6127","Decapterus smithvanizi",0,1,0,0
"6128","Decapterus tabl",0,1,0,0
"6129","Decodon melasma",0,1,0,0
"6130","Decodon pacificus",0,1,0,0
"6131","Decodon puellaris",0,1,0,0
"6132","Dekeyseria amazonica",0,1,0,0
"6133","Dekeyseria picta",0,1,0,0
"6134","Dekeyseria pulchra",0,1,0,0
"6135","Dekeyseria scaphirhynchus",0,1,0,0
"6136","Dellichthys morelandi",0,1,0,0
"6137","Dellichthys trnskii",0,1,0,0
"6138","Delminichthys adspersus",0,1,0,0
"6139","Delminichthys ghetaldii",0,1,0,0
"6140","Delminichthys jadovensis",0,1,0,0
"6141","Delminichthys krbavensis",0,1,0,0
"6142","Deltentosteus collonianus",0,1,0,0
"6143","Deltentosteus quadrimaculatus",0,1,0,0
"6144","Deltistes luxatus",0,1,0,0
"6145","Delturus carinotus",0,1,0,0
