subject_accession,subject_taxonomy_id,kingdom,phylum,class,order,family,genus,species,sp_num
LN735272,1606602,Eukaryota,unknown phylum,Dictyochophyceae,Florenciellales,unknown family,Florenciella,Florenciella,1
LN735279,1606603,Eukaryota,unknown phylum,Dictyochophyceae,Florenciellales,unknown family,Florenciella,Florenciella,2
LN735338,1606605,Eukaryota,unknown phylum,Dictyochophyceae,Pedinellales,unknown family,Helicopedinella,Helicopedinella,1
LN735285,1606596,Eukaryota,unknown phylum,Dictyochophyceae,unknown order,unknown family,unknown genus,Dictyochophyceae,1
MZ571699,2811648,Eukaryota,unknown phylum,Bolidophyceae,unknown order,unknown family,unknown genus,Bolidophyceae,1
MZ571696,315793,Eukaryota,unknown phylum,Dictyochophyceae,unknown order,unknown family,unknown genus,dictyochophyte,1
AF216512,111010,Bacteria,Pseudomonadota,Alphaproteobacteria,unknown order,unknown family,unknown genus,alpha proteobacterium ProCentr,1
AF216513,111006,Bacteria,Pseudomonadota,Alphaproteobacteria,unknown order,unknown family,unknown genus,alpha proteobacterium Chae,1
KU173773,1844668,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Loktanella,Loktanella,1
MT449038,245188,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,Yoonia vestfoldensis,1
NR_178687,1508389,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cognatiyoonia,Cognatiyoonia sediminum,1
MT452295,1286148,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,Yoonia sediminilitoris,1
ON027457,1648494,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Ascidiaceihabitans,Ascidiaceihabitans,1
OP344319,1435347,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,Yoonia maritima,1
MT406553,1579316,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Falsihalocynthiibacter,Falsihalocynthiibacter arcticus,1
HQ847982,455651,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tateyamaria,Tateyamaria,1
AF259629,126083,Bacteria,Pseudomonadota,Alphaproteobacteria,unknown order,unknown family,unknown genus,alpha Proteobacterium,1
MT452291,364200,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cognatiyoonia,Cognatiyoonia koreensis,1
MK587644,2212373,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,Yoonia,1
KU524458,1779859,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter,1
OM317464,1759419,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudohalocynthiibacter,Pseudohalocynthiibacter,1
MT406673,475083,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius aestuarii,1
MT406649,287098,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,Yoonia rosea,1
OL649795,287097,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Loktanella,Loktanella agnita,1
NR_133970,1510460,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Ascidiaceihabitans,Ascidiaceihabitans donghaensis,1
AJ319823,163502,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus,1
KC815470,1513858,Eukaryota,Bacillariophyta,Coscinodiscophyceae,unknown order,unknown family,unknown genus,Paralia,1
GU326320,659498,Eukaryota,Bacillariophyta,unknown class,unknown order,unknown family,unknown genus,freshwater diatom,1
FJ002181,555748,Eukaryota,Bacillariophyta,Coscinodiscophyceae,unknown order,Aulacoseiraceae,Aulacoseira,Aulacoseira granulata var angustissima,1
AJ536463,49234,Eukaryota,Bacillariophyta,Coscinodiscophyceae,unknown order,Aulacoseiraceae,Aulacoseira,Aulacoseira ambigua,1
HM213510,212501,Eukaryota,Foraminifera,unknown class,Rotaliida,Elphidiidae,Elphidium,Elphidium excavatum,1
MG571573,1940284,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Palleronia,Palleronia,1
NR_158038,1481893,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Planktotalea,Planktotalea arctica,1
NR_165027,2489174,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paenimaribius,Paenimaribius caenipelagi,1
MK108048,2307002,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Sinirhodobacter,Sinirhodobacter,1
FJ002222,265527,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula phyllepta,1
DQ647611,391294,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum,1
MN845146,2684268,Eukaryota,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,unknown genus,Biddulphia,1
NC_038007,1003022,Eukaryota,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia tridens,1
NC_037995,1003089,Eukaryota,Bacillariophyta,Mediophyceae,Triceratiales,Plagiogrammaceae,Plagiogramma,Plagiogramma staurophorum,1
MG755806,1003022,Eukaryota,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia tridens,2
MG755792,1003089,Eukaryota,Bacillariophyta,Mediophyceae,Triceratiales,Plagiogrammaceae,Plagiogramma,Plagiogramma staurophorum,2
AB355752,463357,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,unknown genus,Asterionella,2
EU346643,491527,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,marine sponge bacterium chitin,1
NC_044465,1487565,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Halamphora,Halamphora coffeaeformis,1
BK023770,2170413,Heunggongvirae,Uroviricota,Caudoviricetes,unknown order,unknown family,unknown genus,Caudoviricetes,1
OK637333,186022,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema frauenfeldii,1
NC_060859,33649,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,1
NC_060858,186022,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema frauenfeldii,2
AF001657,61670,Eukaryota,unknown phylum,unknown class,unknown order,unknown family,unknown genus,environmental,1
OK637335,186022,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema frauenfeldii,3
FJ002197,420258,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema,1
AJ536454,33649,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,2
OK637334,426664,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema bacillare,1
OK637332,426664,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema bacillare,2
NC_060857,426664,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema bacillare,3
NC_038006,1158022,Eukaryota,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia biddulphiana,1
MG755805,1158022,Eukaryota,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia biddulphiana,2
JN625663,352351,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unknown genus,Rhodospirillaceae,1
JN233082,281031,Bacteria,Pseudomonadota,Alphaproteobacteria,unknown order,unknown family,unknown genus,SAR cluster alpha proteobacterium,1
KM277180,540278,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Nereida,Nereida,1
NC_056371,1335017,Eukaryota,Bacillariophyta,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,Odontella regia,2
NR_174271,2500160,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,Leucothrix sargassi,1
MG694252,1940280,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,Leucothrix,1
NR_136768,1247513,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,Leucothrix pacifica,1
MK955340,1481894,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,Leucothrix arctica,1
NR_118099,45248,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,Leucothrix mucor,1
FN393025,552704,Bacteria,Pseudomonadota,Gammaproteobacteria,unknown order,unknown family,unknown genus,gamma proteobacterium ectosymbiont,1
MK577319,2030882,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,unknown genus,Thiotrichaceae,1
FR682107,891977,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,Siboglinidae associated,1
DQ189596,285271,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga,1
MT371245,153499,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,Methylobacter,1
MH061213,2126031,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,Cocleimonas,1
MN602490,363180,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,unknown family,unknown genus,Methylococcales,1
MH929782,634765,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,Cocleimonas flava,1
LT220840,34058,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,Methylobacter marinus,1
OQ071691,40223,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga thalassica,1
NR_114082,45496,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga sulfidovorans,1
AF177314,105971,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,unknown genus,type I methanotroph,1
KF945141,223185,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix,1
CP064653,2785785,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas,1
NR_114081,45495,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga marina,1
NC_063815,907947,Eukaryota,Oomycota,unknown class,Pythiales,Pythiaceae,Phytopythium,Phytopythium vexans,1
GU138663,2052682,Eukaryota,Oomycota,unknown class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,1
MH325167,542832,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Peronospora,Peronospora effusa,1
KT893456,230439,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Peronospora,Peronospora tabacina,1
OK574298,325452,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora kernoviae,1
NC_063792,100870,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora litchii,1
MW648547,2853999,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Nothophytophthora,Nothophytophthora,1
NC_056124,360399,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora fallax,1
NC_056123,360400,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora captiosa,1
NC_045089,555429,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora sansomeana,1
NC_042478,162120,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Pseudoperonospora,Pseudoperonospora humuli,1
KT072718,143453,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Pseudoperonospora,Pseudoperonospora cubensis,1
NC_063799,129355,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora lateralis,1
NC_063796,4786,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cryptogea,1
MN883605,458840,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora novaeguinee,1
NC_056122,129351,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora heveae,1
MK324982,167967,Bacteria,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma,1
KT946598,374175,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora polonica,1
AP014838,114742,Eukaryota,Oomycota,unknown class,Pythiales,Pythiaceae,Pythium,Pythium insidiosum,1
NC_009385,67593,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora sojae,1
NC_067071,129352,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora humicola,1
NC_067068,911891,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora capensis,1
NC_063801,538568,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora pinifolia,1
MT032127,1642464,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cocois,1
MN883607,1692154,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora chlamydospora,1
AM989554,179533,Eukaryota,Oomycota,unknown class,unknown order,unknown family,unknown genus,Oomycota,1
NC_009384,164328,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora ramorum,1
CP106981,1642459,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora agathidicida,1
NC_067075,53987,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora pseudotsugae,1
NC_067074,78237,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora gonapodyides,1
NC_067073,89334,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora clandestina,1
NC_067072,89335,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora ilicis,1
NC_067070,53984,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora citricola,1
NC_067069,631358,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora asparagi,1
NC_067066,4793,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora citrophthora,1
NC_067065,129348,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora botryosa,1
OK574305,4784,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora capsici,1
OK574296,129350,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora colocasiae,1
OK574286,639000,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora plurivora,1
NC_063814,53983,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cambivora,1
NC_063813,299392,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora x alni,1
NC_063810,4795,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora megakarya,1
NC_063805,4781,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara halstedii,1
NC_063803,1690101,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora taxon totara,1
NC_063800,596104,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora multivora,1
NC_063797,53985,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora fragariae,1
NC_063793,137729,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora tropicalis,1
NC_063789,272952,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Hyaloperonospora,Hyaloperonospora arabidopsidis,1
BK012096,2022663,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora,1
MT032128,4796,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora palmivora,1
MH286886,4787,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora infestans,1
KY851301,4790,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora nicotianae,1
NC_015622,283007,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora ipomoeae,1
NC_015619,283009,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora andina,1
NC_015616,129358,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora phaseoli,1
NC_015606,129356,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora mirabilis,1
NC_070108,230839,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Peronosclerospora,Peronosclerospora sorghi,1
NC_067067,295481,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora hedraiandra,1
OK574297,1330343,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora pluvialis,1
OK574295,29920,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cactorum,1
OK574287,4785,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cinnamomi,1
NC_063812,2496075,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora aleatoria,1
NC_063807,129364,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora rubi,1
NC_063806,78236,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora quercina,1
NC_063790,622444,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Peronospora,Peronospora belbahrii,1
BK012094,1317063,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora parasitica,1
BK012089,622258,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cinnamomi var cinnamomi,1
NC_056120,1642465,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora castaneae,1
NC_063809,1833877,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora versiformis,1
NC_063808,1985166,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora tubulina,1
MH271689,4779,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Bremia,Bremia lactucae,1
KX405005,157072,Eukaryota,Oomycota,unknown class,Saprolegniales,Saprolegniaceae,Aphanomyces,Aphanomyces invadans,1
NC_022179,74557,Eukaryota,Oomycota,unknown class,Saprolegniales,Saprolegniaceae,Thraustotheca,Thraustotheca clavata,1
NC_022178,1202772,Eukaryota,Oomycota,unknown class,Saprolegniales,Saprolegniaceae,Achlya,Achlya hypogyna,1
KX405004,112090,Eukaryota,Oomycota,unknown class,Saprolegniales,Saprolegniaceae,Aphanomyces,Aphanomyces astaci,1
NC_005984,4770,Eukaryota,Oomycota,unknown class,Saprolegniales,Saprolegniaceae,Saprolegnia,Saprolegnia ferax,1
NC_066074,2018708,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,Haslea avium,1
KT952293,1776895,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia,1
EU437511,253830,Bacteria,Myxococcota,Myxococcia,Myxococcales,unknown family,unknown genus,Myxococcales,1
GU567972,723556,Bacteria,Myxococcota,Myxococcia,Myxococcales,unknown family,unknown genus,myxobacterium,1
EU361140,253830,Bacteria,Myxococcota,Myxococcia,Myxococcales,unknown family,unknown genus,Myxococcales,2
AM936057,214038,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,unknown family,unknown genus,Desulfuromonadales,1
MF449378,577593,Bacteria,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfoglaeba,Desulfoglaeba,1
KM108644,577593,Bacteria,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfoglaeba,Desulfoglaeba,2
AF259643,126119,Bacteria,Pseudomonadota,Deltaproteobacteria,unknown order,unknown family,unknown genus,delta proteobacterium CtaxTah,1
MZ365055,2846828,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Berkeleyaceae,Climaconeis,Climaconeis cf scalaris,1
HM213215,46086,Eukaryota,Foraminifera,unknown class,Rotaliida,Elphidiidae,Elphidium,Elphidium aculeatum,1
HM213010,933848,Eukaryota,Foraminifera,unknown class,Rotaliida,Elphidiidae,Elphidium,Elphidium margaritaceum,1
JX527161,1233507,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudospirillum,Pseudospirillum,1
KM277272,291205,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,Glaciecola,1
CP013189,1249552,Bacteria,Pseudomonadota,Gammaproteobacteria,unknown order,unknown family,Pseudohongiella,Pseudohongiella spirulinae,1
AF100168,83777,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,unknown genus,alpha proteobacterium Shippagan,1
LC069037,42443,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseobacter,Roseobacter litoralis,1
NR_178747,1563671,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter undariae,1
MW559439,1902409,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Phaeobacter,1
