sample_id,kingdom,phylum,phylum_read_raw,phylum_read_index,phylum_pa,class,class_read_raw,class_read_index,class_pa,order,order_read_raw,order_read_index,order_pa,family,family_read_raw,family_read_index,family_pa,genus,genus_read_raw,genus_read_index,genus_pa,species,species_read_raw,species_read_index,species_pa,terrestrial,holoplankton
GH122,Animalia,Arthropoda,910,0.9498956158663883,1,Malacostraca,0,0,0,Decapoda,0,0,0,Epialtidae,0,0,0,Pugettia,0,0,0,Pugettia producta,0,0,0,0,0
GH122,Animalia,Chordata,0,0,0,Actinopterygii,0,0,0,Perciformes,0,0,0,Stichaeidae,0,0,0,Xiphister,0,0,0,Xiphister mucosus,0,0,0,0,0
GH122,Animalia,Bryozoa,0,0,0,Gymnolaemata,0,0,0,Cheilostomatida,0,0,0,Calloporidae,0,0,0,Cauloramphus,0,0,0,Cauloramphus tortilis,0,0,0,0,0
GH122,Animalia,Arthropoda,910,0.9498956158663883,1,Malacostraca,0,0,0,Amphipoda,0,0,0,Caprellidae,0,0,0,Caprella,0,0,0,Caprella laeviuscula,0,0,0,0,0
GH122,Animalia,Annelida,0,0,0,Polychaeta,0,0,0,Phyllodocida,0,0,0,Syllidae,0,0,0,Odontosyllis,0,0,0,Odontosyllis phosphorea,0,0,0,0,0
GH122,Animalia,Arthropoda,910,0.9498956158663883,1,Malacostraca,0,0,0,Decapoda,0,0,0,Cancridae,0,0,0,Cancer,0,0,0,Cancer productus,0,0,0,0,0
GH122,Animalia,Ctenophora,0,0,0,Tentaculata,0,0,0,Cydippida,0,0,0,Pleurobrachiidae,0,0,0,Pleurobrachia,0,0,0,Pleurobrachia bachei,0,0,0,0,1
GH122,Animalia,Cnidaria,27,0.028183716075156576,1,Hydrozoa,25,0.026096033402922755,1,Anthoathecata,0,0,0,Corynidae,0,0,0,Stauridiosarsia,0,0,0,Stauridiosarsia producta,0,0,0,0,0
GH122,Animalia,Annelida,0,0,0,Polychaeta,0,0,0,Phyllodocida,0,0,0,Glyceridae,0,0,0,Glycera,0,0,0,Glycera robusta,0,0,0,0,0
GH122,Animalia,Arthropoda,910,0.9498956158663883,1,Malacostraca,0,0,0,Decapoda,0,0,0,Epialtidae,0,0,0,Pugettia,0,0,0,Pugettia richii,0,0,0,0,0
GH122,Animalia,Mollusca,0,0,0,Gastropoda,0,0,0,Trochida,0,0,0,Trochidae,0,0,0,Lirularia,0,0,0,Lirularia succincta,0,0,0,0,0
GH122,Animalia,Echinodermata,21,0.04616551409185804,1,Holothuroidea,0,0,0,Dendrochirotida,0,0,0,Phyllophoridae,0,0,0,Pentamera,0,0,0,Pentamera lissoplaca,0,0,0,0,0
GH123,Animalia,Arthropoda,2208,0.9752650176678446,1,Hexanauplia,2208,0.9752650176678446,1,Calanoida,2208,0.9752650176678446,1,Acartiidae,2208,0.9752650176678446,1,Acartia,2208,0.9752650176678446,1,Acartia longiremis,2208,0.9752650176678446,1,0,1
GH123,Animalia,Cnidaria,35,0.015459363957597174,1,Scyphozoa,0,0,0,Semaeostomeae,0,0,0,Phacellophoridae,0,0,0,Phacellophora,0,0,0,Phacellophora camtschatica,0,0,0,0,0
GH123,Animalia,Cnidaria,35,0.015459363957597174,1,Hydrozoa,35,0.015459363957597174,1,Leptothecata,35,0.015459363957597174,1,Campanulariidae,35,0.015459363957597174,1,Clytia,35,0.015459363957597174,1,Clytia gracilis,20,0.010011687580758126,1,0,0
GH123,Animalia,Echinodermata,21,0.019534700750883392,1,Echinoidea,21,0.019534700750883392,1,Camarodonta,0,0,0,Strongylocentrotidae,0,0,0,Mesocentrotus,0,0,0,Mesocentrotus franciscanus,0,0,0,0,0
GH123,Animalia,Annelida,0,0,0,Polychaeta,0,0,0,Phyllodocida,0,0,0,Nereididae,0,0,0,Platynereis,0,0,0,Platynereis bicanaliculata,0,0,0,0,0
GH123,Animalia,Arthropoda,2208,0.9752650176678446,1,Hexanauplia,2208,0.9752650176678446,1,Calanoida,2208,0.9752650176678446,1,Centropagidae,0,0,0,Centropages,0,0,0,Centropages abdominalis,0,0,0,0,1
GH123,Animalia,Mollusca,0,0,0,Bivalvia,0,0,0,Adapedonta,0,0,0,Hiatellidae,0,0,0,Panopea,0,0,0,Panopea generosa,0,0,0,0,0
GH123,Animalia,Arthropoda,2208,0.9752650176678446,1,Maxillopoda,0,0,0,Sessilia,0,0,0,Balanidae,0,0,0,Balanus,0,0,0,Balanus crenatus,0,0,0,0,0
GH123,Animalia,Cnidaria,35,0.015459363957597174,1,Hydrozoa,35,0.015459363957597174,1,Siphonophorae,0,0,0,Diphyidae,0,0,0,Muggiaea,0,0,0,Muggiaea atlantica,0,0,0,0,1
