"","query","usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","acceptedusagekey","note"
"2475","Orconectes acares",2227049,"Orconectes acares Fitzpatrick, 1965","species","SYNONYM","EXACT","Orconectes acares",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius acares",1,54,229,637,4479,4646327,8738286,TRUE,"Malacostraca",8738286,NA
"2479","Orconectes forceps",2227001,"Orconectes forceps (Faxon, 1884)","species","SYNONYM","EXACT","Orconectes forceps",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius forceps",1,54,229,637,4479,4646327,9006690,TRUE,"Malacostraca",9006690,NA
"2480","Orconectes hylas",2227075,"Orconectes hylas (Faxon, 1890)","species","SYNONYM","EXACT","Orconectes hylas",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius hylas",1,54,229,637,4479,4646327,9178845,TRUE,"Malacostraca",9178845,NA
"2481","Orconectes longidigitus",2227047,"Orconectes longidigitus (Faxon, 1898)","species","SYNONYM","EXACT","Orconectes longidigitus",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius longidigitus",1,54,229,637,4479,4646327,9073955,TRUE,"Malacostraca",9073955,NA
"2482","Orconectes luteus",2227029,"Orconectes luteus (Creaser, 1933)","species","SYNONYM","EXACT","Orconectes luteus",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius luteus",1,54,229,637,4479,4646327,8814664,TRUE,"Malacostraca",8814664,NA
"2485","Orconectes medius",2227067,"Orconectes medius (Faxon, 1884)","species","SYNONYM","EXACT","Orconectes medius",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius medius",1,54,229,637,4479,4646327,9147330,TRUE,"Malacostraca",9147330,NA
"2486","Orconectes medius",2227051,"Orconectes meeki (Faxon, 1898)","species","SYNONYM","FUZZY","Orconectes meeki",90,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius meeki",1,54,229,637,4479,4646327,9087862,TRUE,"Malacostraca",9087862,"Similarity: name=90; authorship=0; classification=-2; rank=5; status=0"
"2487","Orconectes menae",2227036,"Orconectes menae (Creaser, 1933)","species","SYNONYM","EXACT","Orconectes menae",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius menae",1,54,229,637,4479,4646327,9156113,TRUE,"Malacostraca",9156113,NA
"2489","Orconectes mirus",2227021,"Orconectes mirus (Ortmann, 1931)","species","SYNONYM","EXACT","Orconectes mirus",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius mirus",1,54,229,637,4479,4646327,8882624,TRUE,"Malacostraca",8882624,NA
"2491","Orconectes neglectus",2227071,"Orconectes neglectus (Faxon, 1885)","species","SYNONYM","EXACT","Orconectes neglectus",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius neglectus",1,54,229,637,4479,4646327,8848320,TRUE,"Malacostraca",8848320,NA
"2492","Orconectes ozarkae",2227043,"Orconectes ozarkae Williams, 1952","species","SYNONYM","EXACT","Orconectes ozarkae",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius ozarkae",1,54,229,637,4479,4646327,9124482,TRUE,"Malacostraca",9124482,NA
"2493","Orconectes peruncus",2227062,"Orconectes peruncus (Creaser, 1931)","species","SYNONYM","EXACT","Orconectes peruncus",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius peruncus",1,54,229,637,4479,4646327,8938838,TRUE,"Malacostraca",8938838,NA
"2494","Orconectes punctimanus",2227016,"Orconectes punctimanus (Creaser, 1933)","species","SYNONYM","EXACT","Orconectes punctimanus",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius punctimanus",1,54,229,637,4479,4646327,8917374,TRUE,"Malacostraca",8917374,NA
"2495","Orconectes putnami",2227003,"Orconectes putnami (Faxon, 1884)","species","SYNONYM","EXACT","Orconectes putnami",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius putnami",1,54,229,637,4479,4646327,8781365,TRUE,"Malacostraca",8781365,NA
"2496","Orconectes quadruncus",2227083,"Orconectes quadruncus (Creaser, 1933)","species","SYNONYM","EXACT","Orconectes quadruncus",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius quadruncus",1,54,229,637,4479,4646327,8952568,TRUE,"Malacostraca",8952568,NA
"2497","Orconectes ronaldi",2227028,"Orconectes ronaldi Taylor, 2000","species","SYNONYM","EXACT","Orconectes ronaldi",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius ronaldi",1,54,229,637,4479,4646327,8853324,TRUE,"Malacostraca",8853324,NA
"2498","Orconectes saxatilis",2227089,"Orconectes saxatilis Bouchard & Bouchard, 1976","species","SYNONYM","EXACT","Orconectes saxatilis",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius saxatilis",1,54,229,637,4479,4646327,8914621,TRUE,"Malacostraca",8914621,NA
"2499","Orconectes spinosus",2227044,"Orconectes spinosus (Bundy, 1877)","species","SYNONYM","EXACT","Orconectes spinosus",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius spinosus",1,54,229,637,4479,4646327,9164533,TRUE,"Malacostraca",9164533,NA
"2500","Orconectes williamsi",2227063,"Orconectes williamsi Fitzpatrick, 1966","species","SYNONYM","EXACT","Orconectes williamsi",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius williamsi",1,54,229,637,4479,4646327,8952175,TRUE,"Malacostraca",8952175,NA
"2501","Orconectes validus",2227094,"Orconectes validus (Faxon, 1914)","species","SYNONYM","EXACT","Orconectes validus",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Faxonius","Faxonius validus",1,54,229,637,4479,4646327,9059568,TRUE,"Malacostraca",9059568,NA
"2512","Potamonautes rayboldi",5790634,"Potamonautes raybouldi Cumberlidge & Vannini, 2004","species","ACCEPTED","FUZZY","Potamonautes raybouldi",94,"Animalia","Arthropoda","Decapoda","Potamonautidae","Potamonautes","Potamonautes raybouldi",1,54,229,637,3254213,4646461,5790634,FALSE,"Malacostraca",NA,NA
"2537","Phricothelphusa limula",5791033,"Phricotelphusa limula (Hilgendorf, 1882)","species","ACCEPTED","FUZZY","Phricotelphusa limula",84,"Animalia","Arthropoda","Decapoda","Gecarcinucidae","Phricotelphusa","Phricotelphusa limula",1,54,229,637,3254308,4644547,5791033,FALSE,"Malacostraca",NA,NA
"2594","Oziotelphusa senex",5972612,"Oziotelphusa senex (Fabricius, 1798)","species","SYNONYM","EXACT","Oziotelphusa senex",98,"Animalia","Arthropoda","Decapoda","Gecarcinucidae","Spiralothelphusa","Spiralothelphusa senex",1,54,229,637,3254308,3254312,9067037,TRUE,"Malacostraca",9067037,NA
"2615","Chaetogammarus marinus",2219833,"Chaetogammarus marinus (Leach, 1815)","species","SYNONYM","EXACT","Chaetogammarus marinus",98,"Animalia","Arthropoda","Amphipoda","Gammaridae","Echinogammarus","Echinogammarus marinus",1,54,229,1231,4434,2219875,4315721,TRUE,"Malacostraca",4315721,NA
"2616","Chaetogammarus obtusatus",2219832,"Chaetogammarus Martynov, 1924","genus","ACCEPTED","HIGHERRANK","Chaetogammarus",94,"Animalia","Arthropoda","Amphipoda","Gammaridae","Chaetogammarus",NA,1,54,229,1231,4434,2219832,NA,FALSE,"Malacostraca",NA,NA
"2617","Chaetogammarus stoerensis",4315749,"Chaetogammarus stoerensis (Reid, 1938)","species","SYNONYM","EXACT","Chaetogammarus stoerensis",98,"Animalia","Arthropoda","Amphipoda","Gammaridae","Echinogammarus","Echinogammarus stoerensis",1,54,229,1231,4434,2219875,2219878,TRUE,"Malacostraca",2219878,NA
"2621","Eulimnogammarus inconspicuous",6465163,"Eulimnogammarus inconspicuus Bazikalova, 1945","species","ACCEPTED","FUZZY","Eulimnogammarus inconspicuus",92,"Animalia","Arthropoda","Amphipoda","Eulimnogammaridae","Eulimnogammarus","Eulimnogammarus inconspicuus",1,54,229,1231,3254609,4315767,6465163,FALSE,"Malacostraca",NA,NA
"2636","Hakonboekia strauchii",6465023,"Hakonboeckia strauchii (Dybowsky, 1874)","species","ACCEPTED","FUZZY","Hakonboeckia strauchii",84,"Animalia","Arthropoda","Amphipoda","Pallaseidae","Hakonboeckia","Hakonboeckia strauchii",1,54,229,1231,5864239,4643586,6465023,FALSE,"Malacostraca",NA,NA
"2642","Micruropus fixseni",6460015,"Micruropus fixsenii (Dybowsky, 1874)","species","SYNONYM","FUZZY","Micruropus fixsenii",95,"Animalia","Arthropoda","Amphipoda","Crypturopodidae","Quasimicruropus","Quasimicruropus fixsenii",1,54,229,1231,7385843,8205832,8006907,TRUE,"Malacostraca",8006907,NA
"2660","Artemia parthenogenetica",2235235,"Artemia parthenogenetica Bowen & Sterling, 1978","species","SYNONYM","EXACT","Artemia parthenogenetica",98,"Animalia","Arthropoda","Anostraca","Artemiidae","Artemia",NA,1,54,281,544,3674,2235232,NA,TRUE,"Branchiopoda",2235232,NA
"2823","Unionicola dimocki",2180362,"Unionicola Haldeman, 1842","genus","ACCEPTED","HIGHERRANK","Unionicola",94,"Animalia","Arthropoda","Trombidiformes","Unionicolidae","Unionicola",NA,1,54,NA,543,3673,2180362,NA,FALSE,NA,NA,NA
"2828","Brachypelma emelia",2153435,"Brachypelma emilia (White, 1856)","species","ACCEPTED","FUZZY","Brachypelma emilia",94,"Animalia","Arthropoda","Araneae","Theraphosidae","Brachypelma","Brachypelma emilia",1,54,NA,1496,5650,2153423,2153435,FALSE,NA,NA,NA
"2865","Stereotydeus villosus",2131780,"Stereotydeus Berlese, 1901","genus","ACCEPTED","HIGHERRANK","Stereotydeus",94,"Animalia","Arthropoda","Trombidiformes","Penthalodidae","Stereotydeus",NA,1,54,NA,543,2811,2131780,NA,FALSE,NA,NA,NA
"2883","Cyzicus setosa",2234628,"Cyzicus setosus (Pearse, 1912)","species","SYNONYM","FUZZY","Cyzicus setosus",95,"Animalia","Arthropoda","Diplostraca","Cyzicidae","Cyzicus","Cyzicus californicus",1,54,281,545,3682,2234625,2234631,TRUE,"Branchiopoda",2234631,NA
"2885","Caenestheriella",10669054,"Caenestheriella Daday, 1915","genus","SYNONYM","EXACT","Caenestheriella",98,"Animalia","Arthropoda","Diplostraca","Cyzicidae","Cyzicus",NA,1,54,281,545,3682,2234625,NA,TRUE,"Branchiopoda",2234625,"Similarity: name=100; authorship=0; classification=-2; rank=0; status=0"
"2886","Caenestheriella",11110326,"Caenestheriella Daday, 1915","genus","SYNONYM","EXACT","Caenestheriella",98,"Animalia","Arthropoda","Diplostraca","Cyzicidae",NA,NA,1,54,281,545,3682,NA,NA,TRUE,"Branchiopoda",3682,"Similarity: name=100; authorship=0; classification=-2; rank=0; status=0"
"2923","Pleuroxus denticulatus",2235038,"Pleuroxus denticulatus Birge, 1879","species","SYNONYM","EXACT","Pleuroxus denticulatus",98,"Animalia","Arthropoda","Diplostraca","Chydoridae","Picripleuroxus","Picripleuroxus denticulatus",1,54,281,545,7511,2235034,2235037,TRUE,"Branchiopoda",2235037,NA
"2982","Troglocaris anophthalmus",4417563,"Troglocaris anophthalma (Kollar, 1848)","species","ACCEPTED","FUZZY","Troglocaris anophthalma",96,"Animalia","Arthropoda","Decapoda","Atyidae","Troglocaris","Troglocaris anophthalma",1,54,229,637,4475,4407341,4417563,FALSE,"Malacostraca",NA,NA
"2985","Troglocaris hercegovinensis",8137117,"Troglocaris hercegovinensis (Babić, 1922)","species","SYNONYM","EXACT","Troglocaris hercegovinensis",98,"Animalia","Arthropoda","Decapoda","Atyidae","Spelaeocaris","Spelaeocaris hercegovinensis",1,54,229,637,4475,4646397,10223523,TRUE,"Malacostraca",10223523,NA
"2986","Troglocaris kutaissiana",5862979,"Troglocaris kutaissiana (Sadowsky, 1930)","species","SYNONYM","EXACT","Troglocaris kutaissiana",98,"Animalia","Arthropoda","Decapoda","Atyidae","Xiphocaridinella","Xiphocaridinella kutaissiana",1,54,229,637,4475,4668154,6454794,TRUE,"Malacostraca",6454794,NA
"2987","Troglocaris inermis",4417565,"Troglocaris inermis Fage, 1937","species","SYNONYM","EXACT","Troglocaris inermis",98,"Animalia","Arthropoda","Decapoda","Atyidae","Gallocaris","Gallocaris inermis",1,54,229,637,4475,4646418,6454743,TRUE,"Malacostraca",6454743,NA
"2989","Troglocaris pretneri",6454801,"Troglocaris pretneri (Matjašič, 1956)","species","SYNONYM","EXACT","Troglocaris pretneri",98,"Animalia","Arthropoda","Decapoda","Atyidae","Spelaeocaris","Spelaeocaris pretneri",1,54,229,637,4475,4646397,4417568,TRUE,"Malacostraca",4417568,NA
"3054","Pseudopallene ambigua",2117999,"Pseudopallene ambigua Stock, 1956","species","SYNONYM","EXACT","Pseudopallene ambigua",98,"Animalia","Arthropoda","Pantopoda","Callipallenidae","Meridionale","Meridionale ambigua",1,54,354,9477065,2011,7738543,7833662,TRUE,"Pycnogonida",7833662,NA
"3201","Caridinides wilkinsi",4646367,"Caridinides wilkinsi Calman, 1926","species","SYNONYM","EXACT","Caridinides wilkinsi",98,"Animalia","Arthropoda","Decapoda","Atyidae","Caridina","Caridina wilkinsi",1,54,229,637,4475,2223051,10243561,TRUE,"Malacostraca",10243561,NA
"3227","Bentheogennema borealis",2223180,"Bentheogennema borealis (Rathbun, 1902)","species","SYNONYM","EXACT","Bentheogennema borealis",98,"Animalia","Arthropoda","Decapoda","Benthesicymidae","Boreogennema","Boreogennema borealis",1,54,229,637,8028,10759394,10756013,TRUE,"Malacostraca",10756013,NA
"3229","Calocaris investigatoris",2221884,"Calocaris investigatoris (Anderson, 1896)","species","SYNONYM","EXACT","Calocaris investigatoris",98,"Animalia","Arthropoda","Decapoda","Axiidae","Lophaxius","Lophaxius investigatoris",1,54,229,637,8026,2221867,6459332,TRUE,"Malacostraca",6459332,NA
"3255","Pandalopsis dispar",2222442,"Pandalopsis dispar Rathbun, 1902","species","SYNONYM","EXACT","Pandalopsis dispar",98,"Animalia","Arthropoda","Decapoda","Pandalidae","Pandalus","Pandalus dispar",1,54,229,637,8658,2222352,2222443,TRUE,"Malacostraca",2222443,NA
"3345","Mesidotea entomon",4304067,"Mesidotea entomon (Linnaeus, 1758)","species","SYNONYM","EXACT","Mesidotea entomon",98,"Animalia","Arthropoda","Isopoda","Chaetiliidae","Saduria","Saduria entomon",1,54,229,643,8844,3255564,5175681,TRUE,"Malacostraca",5175681,NA
"3398","Limnocalanus macrurus",2114752,"Limnocalanus macrurus G.O.Sars, 1863","species","DOUBTFUL","EXACT","Limnocalanus macrurus",97,"Animalia","Arthropoda","Calanoida","Centropagidae","Limnocalanus","Limnocalanus macrurus",1,54,9421786,679,9036,2114750,2114752,FALSE,"Hexanauplia",NA,NA
"3409","Podon leuckartii",7796495,"Podon leuckarti (Sars, 1862)","species","ACCEPTED","FUZZY","Podon leuckarti",96,"Animalia","Arthropoda","Diplostraca","Podonidae","Podon","Podon leuckarti",1,54,281,545,7642,2234652,7796495,FALSE,"Branchiopoda",NA,NA
"3415","Eriauchenius voronakely",6719203,"Eriauchenius voronakely Wood, 2008","species","SYNONYM","EXACT","Eriauchenius voronakely",98,"Animalia","Arthropoda","Araneae","Archaeidae","Madagascarchaea","Madagascarchaea voronakely",1,54,NA,1496,3397,9520149,10117049,TRUE,NA,10117049,NA
"3416","Eriauchenius halambohitra",6719206,"Eriauchenius halambohitra Wood, 2008","species","SYNONYM","EXACT","Eriauchenius halambohitra",98,"Animalia","Arthropoda","Araneae","Archaeidae","Madagascarchaea","Madagascarchaea halambohitra",1,54,NA,1496,3397,9520149,10606635,TRUE,NA,10606635,NA
"3417","Eriauchenius namoroka",6719210,"Eriauchenius namoroka Wood, 2008","species","SYNONYM","EXACT","Eriauchenius namoroka",98,"Animalia","Arthropoda","Araneae","Archaeidae","Madagascarchaea","Madagascarchaea namoroka",1,54,NA,1496,3397,9520149,10361347,TRUE,NA,10361347,NA
"3418","Eriauchenius spiceri",6719207,"Eriauchenius spiceri Wood, 2008","species","SYNONYM","EXACT","Eriauchenius spiceri",98,"Animalia","Arthropoda","Araneae","Archaeidae","Madagascarchaea","Madagascarchaea spiceri",1,54,NA,1496,3397,9520149,9873509,TRUE,NA,9873509,NA
"3419","Eriauchenius gracilicollis",2163605,"Eriauchenius gracilicollis (Millot, 1948)","species","SYNONYM","EXACT","Eriauchenius gracilicollis",98,"Animalia","Arthropoda","Araneae","Archaeidae","Madagascarchaea","Madagascarchaea gracilicollis",1,54,NA,1496,3397,9520149,9395822,TRUE,NA,9395822,NA
"3420","Eriauchenius lavatenda",6719205,"Eriauchenius lavatenda Wood, 2008","species","SYNONYM","EXACT","Eriauchenius lavatenda",98,"Animalia","Arthropoda","Araneae","Archaeidae","Madagascarchaea","Madagascarchaea lavatenda",1,54,NA,1496,3397,9520149,10415324,TRUE,NA,10415324,NA
"3421","Eriauchenius borimontsina",6719204,"Eriauchenius borimontsina Wood, 2008","species","SYNONYM","EXACT","Eriauchenius borimontsina",98,"Animalia","Arthropoda","Araneae","Archaeidae","Madagascarchaea","Madagascarchaea borimontsina",1,54,NA,1496,3397,9520149,10660595,TRUE,NA,10660595,NA
"3422","Eriauchenius tsingyensis",2163604,"Eriauchenius tsingyensis (Lotz, 2003)","species","SYNONYM","EXACT","Eriauchenius tsingyensis",98,"Animalia","Arthropoda","Araneae","Archaeidae","Madagascarchaea","Madagascarchaea tsingyensis",1,54,NA,1496,3397,9520149,10512910,TRUE,NA,10512910,NA
"3423","Eriauchenius anabohazo",6719202,"Eriauchenius anabohazo Wood, 2008","species","SYNONYM","EXACT","Eriauchenius anabohazo",98,"Animalia","Arthropoda","Araneae","Archaeidae","Madagascarchaea","Madagascarchaea anabohazo",1,54,NA,1496,3397,9520149,10566834,TRUE,NA,10566834,NA
"3424","Eriauchenius griswoldi",6719209,"Eriauchenius griswoldi Wood, 2008","species","SYNONYM","EXACT","Eriauchenius griswoldi",98,"Animalia","Arthropoda","Araneae","Archaeidae","Madagascarchaea","Madagascarchaea griswoldi",1,54,NA,1496,3397,9520149,10267993,TRUE,NA,10267993,NA
"3425","Eriauchenius legendrei",2163609,"Eriauchenius legendrei (Platnick, 1991)","species","SYNONYM","EXACT","Eriauchenius legendrei",98,"Animalia","Arthropoda","Araneae","Archaeidae","Madagascarchaea","Madagascarchaea legendrei",1,54,NA,1496,3397,9520149,9464685,TRUE,NA,9464685,NA
"3426","Eriauchenius vadoni",2163602,"Eriauchenius vadoni (Millot, 1948)","species","SYNONYM","EXACT","Eriauchenius vadoni",98,"Animalia","Arthropoda","Araneae","Archaeidae","Madagascarchaea","Madagascarchaea vadoni",1,54,NA,1496,3397,9520149,10170695,TRUE,NA,10170695,NA
"3427","Eriauchenius jeanneli",2163607,"Eriauchenius jeanneli (Millot, 1948)","species","SYNONYM","EXACT","Eriauchenius jeanneli",98,"Animalia","Arthropoda","Araneae","Archaeidae","Madagascarchaea","Madagascarchaea jeanneli",1,54,NA,1496,3397,9520149,9493959,TRUE,NA,9493959,NA
"3461","Metacaligus uruguayensis",4330432,"Metacaligus uruguayensis (Thomsen, 1949)","species","SYNONYM","EXACT","Metacaligus uruguayensis",98,"Animalia","Arthropoda","Siphonostomatoida","Caligidae","Metacaligus","Metacaligus trichiuri",1,54,9421786,1428,9171,2116124,7926878,TRUE,"Hexanauplia",7926878,NA
"3551","Caligus neunonnae",4330382,"Caligus nuenonnae Andrews, Bott, Battaglene & Nowak, 2009","species","ACCEPTED","FUZZY","Caligus nuenonnae",94,"Animalia","Arthropoda","Siphonostomatoida","Caligidae","Caligus","Caligus nuenonnae",1,54,9421786,1428,9171,2116039,4330382,FALSE,"Hexanauplia",NA,NA
"3552","Caligus warlandi",2116039,"Caligus Müller O.F., 1785","genus","ACCEPTED","HIGHERRANK","Caligus",94,"Animalia","Arthropoda","Siphonostomatoida","Caligidae","Caligus",NA,1,54,9421786,1428,9171,2116039,NA,FALSE,"Hexanauplia",NA,NA
"3774","Hyperoche martinezi",7510940,"Hyperoche martinezii (Müller, 1864)","species","ACCEPTED","FUZZY","Hyperoche martinezii",96,"Animalia","Arthropoda","Amphipoda","Hyperiidae","Hyperoche","Hyperoche martinezii",1,54,229,1231,7990,2216493,7510940,FALSE,"Malacostraca",NA,NA
"3803","Vibilia antartica",2217533,"Vibilia antarctica Stebbing, 1888","species","ACCEPTED","FUZZY","Vibilia antarctica",94,"Animalia","Arthropoda","Amphipoda","Vibiliidae","Vibilia","Vibilia antarctica",1,54,229,1231,4470,2217522,2217533,FALSE,"Malacostraca",NA,NA
"3933","Phallocryptus spinosa",11051738,"Phallocryptus spinosa (H.Milne-Edwards, 1840)","species","SYNONYM","EXACT","Phallocryptus spinosa",98,"Animalia","Arthropoda","Anostraca","Thamnocephalidae","Phallocryptus","Phallocryptus spinosus",1,54,281,544,7510,2235224,7543717,TRUE,"Branchiopoda",7543717,NA
"3934","Phallocryptus spinosa",7543717,"Phallocryptus spinosus (H.Milne-Edwards, 1840)","species","ACCEPTED","FUZZY","Phallocryptus spinosus",94,"Animalia","Arthropoda","Anostraca","Thamnocephalidae","Phallocryptus","Phallocryptus spinosus",1,54,281,544,7510,2235224,7543717,FALSE,"Branchiopoda",NA,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=1"
"4056","Unionicola smithae",2180362,"Unionicola Haldeman, 1842","genus","ACCEPTED","HIGHERRANK","Unionicola",94,"Animalia","Arthropoda","Trombidiformes","Unionicolidae","Unionicola",NA,1,54,NA,543,3673,2180362,NA,FALSE,NA,NA,NA
"4170","Acartia clausii",2114445,"Acartia clausi Giesbrecht, 1889","species","ACCEPTED","FUZZY","Acartia clausi",94,"Animalia","Arthropoda","Calanoida","Acartiidae","Acartia","Acartia clausi",1,54,9421786,679,8961,2114424,2114445,FALSE,"Hexanauplia",NA,NA
"4171","Acartia clausii",4805833,"Acartia clausi Giesbrecht, 1889","species","SYNONYM","FUZZY","Acartia clausi",94,"Animalia","Arthropoda","Calanoida","Acartiidae","Acartia","Acartia clausi",1,54,9421786,679,8961,2114424,2114445,TRUE,"Hexanauplia",2114445,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"4180","Eucalanus pseudattenuatus",5720119,"Eucalanus pseudattenuatus Sewell, 1947","species","SYNONYM","EXACT","Eucalanus pseudattenuatus",98,"Animalia","Arthropoda","Calanoida","Eucalanidae","Pareucalanus","Pareucalanus attenuatus",1,54,9421786,679,9040,2115568,2115570,TRUE,"Hexanauplia",2115570,NA
"4181","Eucalanus subtenuis",5166474,"Eucalanus subtenuis Giesbrecht, 1888","species","SYNONYM","EXACT","Eucalanus subtenuis",98,"Animalia","Arthropoda","Calanoida","Subeucalanidae","Subeucalanus","Subeucalanus subtenuis",1,54,9421786,679,4303278,2115561,2115566,TRUE,"Hexanauplia",2115566,NA
"4214","Heterocrypta occidentalis",2227516,"Heterocrypta occidentalis (Dana, 1854)","species","SYNONYM","EXACT","Heterocrypta occidentalis",98,"Animalia","Arthropoda","Decapoda","Parthenopidae","Latulambrus","Latulambrus occidentalis",1,54,229,637,4550,4647697,5973872,TRUE,"Malacostraca",5973872,NA
"4216","Podochela hemphillii",2226609,"Podochela hemphillii (Lockington, 1877)","species","SYNONYM","EXACT","Podochela hemphillii",98,"Animalia","Arthropoda","Decapoda","Inachidae","Ericerodes","Ericerodes hemphillii",1,54,229,637,8046,3254268,5971083,TRUE,"Malacostraca",5971083,NA
"4236","Mimulus foliatus",5178709,"Mimulus foliatus Stimpson, 1860","species","SYNONYM","EXACT","Mimulus foliatus",98,"Animalia","Arthropoda","Decapoda","Epialtidae","Pugettia","Pugettia foliata",1,54,229,637,3865,2226670,8207272,TRUE,"Malacostraca",8207272,NA
"4279","Eubosmina tubicen",2234706,"Eubosmina tubicen (Brehm, 1953)","species","SYNONYM","EXACT","Eubosmina tubicen",98,"Animalia","Arthropoda","Diplostraca","Bosminidae","Bosmina","Bosmina tubicen",1,54,281,545,3680,2234689,5179990,TRUE,"Branchiopoda",5179990,NA
"4317","Nesticus obcaecatus",2152876,"Nesticus obcaecatus Simon, 1907","species","SYNONYM","EXACT","Nesticus obcaecatus",98,"Animalia","Arthropoda","Araneae","Nesticidae","Typhlonesticus","Typhlonesticus obcaecatus",1,54,NA,1496,9565,2152826,7624984,TRUE,NA,7624984,NA
"4319","Nesticus luquei",2152924,"Nesticus luquei Ribera & Guerao, 1995","species","SYNONYM","EXACT","Nesticus luquei",98,"Animalia","Arthropoda","Araneae","Nesticidae","Domitius","Domitius luquei",1,54,NA,1496,9565,9650304,10450076,TRUE,NA,10450076,NA
"4340","Spinturnix acuminata",4549067,"Spinturnix acuminatus (Koch, 1836)","species","ACCEPTED","FUZZY","Spinturnix acuminatus",96,"Animalia","Arthropoda","Mesostigmata","Spinturnicidae","Spinturnix","Spinturnix acuminatus",1,54,NA,1109,4549059,4407627,4549067,FALSE,NA,NA,NA
"4341","Spinturnix mystacina",4549065,"Spinturnix mystacinus (Kolenati, 1857)","species","ACCEPTED","FUZZY","Spinturnix mystacinus",96,"Animalia","Arthropoda","Mesostigmata","Spinturnicidae","Spinturnix","Spinturnix mystacinus",1,54,NA,1109,4549059,4407627,4549065,FALSE,NA,NA,NA
"4342","Spinturnix plecotina",8557283,"Spinturnix plecotinus (Koch, 1839)","species","ACCEPTED","FUZZY","Spinturnix plecotinus",96,"Animalia","Arthropoda","Mesostigmata","Spinturnicidae","Spinturnix","Spinturnix plecotinus",1,54,NA,1109,4549059,4407627,8557283,FALSE,NA,NA,NA
"4343","Spinturnix plecotina",10528479,"Spinturnix plecoti Oudemans, 1902","species","SYNONYM","FUZZY","Spinturnix plecoti",90,"Animalia","Arthropoda","Mesostigmata","Spinturnicidae","Spinturnix","Spinturnix plecotinus",1,54,NA,1109,4549059,4407627,8557283,TRUE,NA,8557283,"Similarity: name=90; authorship=0; classification=-2; rank=5; status=0"
"4344","Spinturnix emarginata",10376052,"Spinturnix emarginatus Kolenati, 1856","species","ACCEPTED","FUZZY","Spinturnix emarginatus",96,"Animalia","Arthropoda","Mesostigmata","Spinturnicidae","Spinturnix","Spinturnix emarginatus",1,54,NA,1109,4549059,4407627,10376052,FALSE,NA,NA,NA
"4387","Sicarius hahni",5170601,"Sicarius hahni (Karsch, 1878)","species","SYNONYM","EXACT","Sicarius hahni",98,"Animalia","Arthropoda","Araneae","Sicariidae","Hexophthalma","Hexophthalma hahni",1,54,NA,1496,9575,4657373,9538657,TRUE,NA,9538657,NA
"4388","Sicarius damarensis",5170600,"Sicarius damarensis Lawrence, 1928","species","SYNONYM","EXACT","Sicarius damarensis",98,"Animalia","Arthropoda","Araneae","Sicariidae","Hexophthalma","Hexophthalma damarensis",1,54,NA,1496,9575,4657373,9418894,TRUE,NA,9418894,NA
"4389","Sicarius dolichocephalus",5170596,"Sicarius dolichocephalus Lawrence, 1928","species","SYNONYM","EXACT","Sicarius dolichocephalus",98,"Animalia","Arthropoda","Araneae","Sicariidae","Hexophthalma","Hexophthalma dolichocephala",1,54,NA,1496,9575,4657373,9420547,TRUE,NA,9420547,NA
"4395","Sicarius terrosus",5170597,"Sicarius terrosus (Nicolet, 1849)","species","SYNONYM","EXACT","Sicarius terrosus",98,"Animalia","Arthropoda","Araneae","Sicariidae","Sicarius","Sicarius thomisoides",1,54,NA,1496,9575,2155625,9589318,TRUE,NA,9589318,NA
