"","query","usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","acceptedusagekey","note"
"4398","Sicarius patagonicus",5170611,"Sicarius patagonicus Simon, 1919","species","SYNONYM","EXACT","Sicarius patagonicus",98,"Animalia","Arthropoda","Araneae","Sicariidae","Sicarius","Sicarius rupestris",1,54,NA,1496,9575,2155625,5170610,TRUE,NA,5170610,NA
"4434","Sennertia alfkeni",4653200,"Sennertia Oudemans, 1905","genus","ACCEPTED","HIGHERRANK","Sennertia",94,"Animalia","Arthropoda","Sarcoptiformes","Chaetodactylidae","Sennertia",NA,1,54,NA,542,3252843,4653200,NA,FALSE,NA,NA,NA
"4438","Octolasmis orthogonia",5862507,"Octolasmis orthogonia (Darwin, 1851)","species","SYNONYM","EXACT","Octolasmis orthogonia",98,"Animalia","Arthropoda","Pedunculata","Poecilasmatidae","Dichelaspis","Dichelaspis orthogonia",1,54,203,697,9132,4335762,7009064,TRUE,"Maxillopoda",7009064,NA
"4445","Rhinonyssus himantopus",2188246,"Rhinonyssus Trouessart, 1884","genus","ACCEPTED","HIGHERRANK","Rhinonyssus",94,"Animalia","Arthropoda","Mesostigmata","Rhinonyssidae","Rhinonyssus",NA,1,54,NA,1109,2829,2188246,NA,FALSE,NA,NA,NA
"4539","Abacarus plumiger",2128595,"Abacarus Keifer, 1944","genus","ACCEPTED","HIGHERRANK","Abacarus",94,"Animalia","Arthropoda","Trombidiformes","Eriophyidae","Abacarus",NA,1,54,NA,543,2816,2128595,NA,FALSE,NA,NA,NA
"4569","Parapenaeopsis tenella",2223482,"Parapenaeopsis tenella (Spence Bate, 1888)","species","SYNONYM","EXACT","Parapenaeopsis tenella",98,"Animalia","Arthropoda","Decapoda","Penaeidae","Batepenaeopsis","Batepenaeopsis tenella",1,54,229,637,4551,6454313,6454314,TRUE,"Malacostraca",6454314,NA
"4570","Parapenaeopsis hungerfordi",6454394,"Parapenaeopsis hungerfordii Alcock, 1905","species","SYNONYM","FUZZY","Parapenaeopsis hungerfordii",95,"Animalia","Arthropoda","Decapoda","Penaeidae","Alcockpenaeopsis","Alcockpenaeopsis hungerfordii",1,54,229,637,4551,6454392,6454393,TRUE,"Malacostraca",6454393,NA
"4584","Nemesis lamna",2116472,"Nemesis lamna Risso, 1826","species","DOUBTFUL","EXACT","Nemesis lamna",97,"Animalia","Arthropoda","Siphonostomatoida","Eudactylinidae","Nemesis","Nemesis lamna",1,54,9421786,1428,5118,2116470,2116472,FALSE,"Hexanauplia",NA,NA
"4617","Paeon elongatus",2116378,"Paeon elongatus Wilson C.B., 1932","species","SYNONYM","EXACT","Paeon elongatus",98,"Animalia","Arthropoda","Siphonostomatoida","Sphyriidae","Tripaphylus","Tripaphylus elongatus",1,54,9421786,1428,9188,4331352,9509179,TRUE,"Hexanauplia",9509179,NA
"4626","Metalimnadia",4304487,"Metalimnadia Mattox, 1952","genus","DOUBTFUL","EXACT","Metalimnadia",92,"Animalia","Arthropoda","Diplostraca","Limnadiidae","Metalimnadia",NA,1,54,281,545,7639,4304487,NA,FALSE,"Branchiopoda",NA,NA
"4668","Speleonectes benjamini",2117156,"Speleonectes benjamini Yager, 1987","species","SYNONYM","EXACT","Speleonectes benjamini",98,"Animalia","Arthropoda","Nectiopoda","Cryptocorynetidae","Angirasu","Angirasu benjamini",1,54,236,869,7383766,8203601,8328166,TRUE,"Remipedia",8328166,NA
"4702","Aclerogamasus similis",10005180,"Aclerogamasus similis (C.Willmann, 1953)","species","SYNONYM","EXACT","Aclerogamasus similis",98,"Animalia","Arthropoda","Mesostigmata","Parasitidae","Pergamasus","Pergamasus similis",1,54,NA,1109,6083,2185009,4549885,TRUE,NA,4549885,NA
"4741","Hyale prevostii",5717167,"Hyale prevosti (H.Milne Edwards, 1830)","species","SYNONYM","FUZZY","Hyale prevosti",95,"Animalia","Arthropoda","Amphipoda","Hyalidae","Apohyale","Apohyale prevostii",1,54,229,1231,4438,4314812,6461656,TRUE,"Malacostraca",6461656,NA
"4747","Melita dentata",2215940,"Melita Leach, 1814","genus","ACCEPTED","HIGHERRANK","Melita",94,"Animalia","Arthropoda","Amphipoda","Melitidae","Melita",NA,1,54,229,1231,8003,2215940,NA,FALSE,"Malacostraca",NA,NA
"4748","Melita dentata",2215948,"Melita dentata (Krøyer, 1842)","species","SYNONYM","EXACT","Melita dentata",113,"Animalia","Arthropoda","Amphipoda","Melitidae","Megamoera","Megamoera dentata",1,54,229,1231,8003,2215909,2215912,TRUE,"Malacostraca",2215912,"Similarity: name=110; authorship=0; classification=-2; rank=5; status=0"
"4749","Melita dentata",10980736,"Melita dentata (Krøyer, 1842)","species","SYNONYM","EXACT","Melita dentata",113,"Animalia","Arthropoda","Amphipoda","Melitidae","Dulichiella","Dulichiella appendiculata",1,54,229,1231,8003,2215923,2215924,TRUE,"Malacostraca",2215924,"Similarity: name=110; authorship=0; classification=-2; rank=5; status=0"
"4778","Psammonyx nobilis",5177823,"Psammonyx nobilis (Stimpson, 1853)","species","SYNONYM","EXACT","Psammonyx nobilis",98,"Animalia","Arthropoda","Amphipoda","Tryphosidae","Wecomedon","Wecomedon nobilis",1,54,229,1231,9689757,2218279,9669771,TRUE,"Malacostraca",9669771,NA
"4779","Psammonyx terranovae",5177821,"Psammonyx terranovae Steele, 1979","species","SYNONYM","EXACT","Psammonyx terranovae",98,"Animalia","Arthropoda","Amphipoda","Tryphosidae","Wecomedon","Wecomedon terranovae",1,54,229,1231,9689757,2218279,9669758,TRUE,"Malacostraca",9669758,NA
"4792","Eusirus holmi",2216797,"Eusirus holmii Hansen, 1887","species","ACCEPTED","FUZZY","Eusirus holmii",96,"Animalia","Arthropoda","Amphipoda","Eusiridae","Eusirus","Eusirus holmii",1,54,229,1231,7985,2216795,2216797,FALSE,"Malacostraca",NA,NA
"4799","Scaphocalanus acrocephalus",4334696,"Scaphocalanus acrocephalus Sars G.O., 1900","species","SYNONYM","EXACT","Scaphocalanus acrocephalus",98,"Animalia","Arthropoda","Calanoida","Scolecitrichidae","Scaphocalanus","Scaphocalanus magnus",1,54,9421786,679,9054,2114649,2114668,TRUE,"Hexanauplia",2114668,NA
"4818","Ariadna fidicina",5169931,"Ariadna fidicina (Chamberlin, 1924)","species","SYNONYM","EXACT","Ariadna fidicina",98,"Animalia","Arthropoda","Araneae","Segestriidae","Citharoceps","Citharoceps fidicina",1,54,NA,1496,9574,7597546,8031954,TRUE,NA,8031954,NA
"4899","Neotrevathana elongatum",8068938,"Neotrevathana elongata (Hiro, 1931)","species","ACCEPTED","FUZZY","Neotrevathana elongata",96,"Animalia","Arthropoda","Sessilia","Pyrgomatidae","Neotrevathana","Neotrevathana elongata",1,54,203,1426,9163,4805586,8068938,FALSE,"Maxillopoda",NA,NA
"4900","Callichirus kraussi",6459123,"Callichirus kraussi (Stebbing, 1900)","species","SYNONYM","EXACT","Callichirus kraussi",98,"Animalia","Arthropoda","Decapoda","Callichiridae","Kraussillichirus","Kraussillichirus kraussi",1,54,229,637,10813687,10864046,10759852,TRUE,"Malacostraca",10759852,NA
"4920","Colossendeis gigas",4338381,"Colossendeis gigas Hoek, 1881","species","SYNONYM","EXACT","Colossendeis gigas",98,"Animalia","Arthropoda","Pantopoda","Colossendeidae","Colossendeis","Colossendeis colossea",1,54,354,9477065,2012,2117538,2117572,TRUE,"Pycnogonida",2117572,NA
"4921","Colossendeis japonica",2117538,"Colossendeis Jarzynsky, 1870","genus","ACCEPTED","HIGHERRANK","Colossendeis",94,"Animalia","Arthropoda","Pantopoda","Colossendeidae","Colossendeis",NA,1,54,354,9477065,2012,2117538,NA,FALSE,"Pycnogonida",NA,NA
"4922","Colossendeis japonica",8201910,"Colossendeis japonica Hedgpeth, 1949","species","SYNONYM","EXACT","Colossendeis japonica",113,"Animalia","Arthropoda","Pantopoda","Colossendeidae","Colossendeis","Colossendeis macerrima",1,54,354,9477065,2012,2117538,2117545,TRUE,"Pycnogonida",2117545,"Similarity: name=110; authorship=0; classification=-2; rank=5; status=0"
"4923","Colossendeis japonica",2117573,"Colossendeis japonica Hoek, 1898","species","SYNONYM","EXACT","Colossendeis japonica",113,"Animalia","Arthropoda","Pantopoda","Colossendeidae","Colossendeis","Colossendeis minuta",1,54,354,9477065,2012,2117538,2117584,TRUE,"Pycnogonida",2117584,"Similarity: name=110; authorship=0; classification=-2; rank=5; status=0"
"4927","Isocyamus globicipitis",2219924,"Isocyamus Gervais & Van Beneden, 1859","genus","ACCEPTED","HIGHERRANK","Isocyamus",94,"Animalia","Arthropoda","Amphipoda","Cyamidae","Isocyamus",NA,1,54,229,1231,7982,2219924,NA,FALSE,"Malacostraca",NA,NA
"4960","Alpheus ochrostriatus",2222298,"Alpheus Fabricius, 1798","genus","ACCEPTED","HIGHERRANK","Alpheus",94,"Animalia","Arthropoda","Decapoda","Alpheidae","Alpheus",NA,1,54,229,637,4472,2222298,NA,FALSE,"Malacostraca",NA,NA
"4980","Halicarcinus innominatus",2221591,"Halicarcinus innominatus Richardson, 1949","species","SYNONYM","EXACT","Halicarcinus innominatus",98,"Animalia","Arthropoda","Decapoda","Hymenosomatidae","Halicarcinus","Halicarcinus quoyi",1,54,229,637,6036,2221585,8312243,TRUE,"Malacostraca",8312243,NA
"4988","Caenestheria",4304491,"Caenestheria Daday, 1914","genus","SYNONYM","EXACT","Caenestheria",94,"Animalia","Arthropoda","Diplostraca","Cyzicidae","Eocyzicus",NA,1,54,281,545,3682,2234637,NA,TRUE,"Branchiopoda",2234637,NA
"4989","Cyzicus gynecia",2234632,"Cyzicus gynecius (Mattox, 1950)","species","ACCEPTED","FUZZY","Cyzicus gynecius",96,"Animalia","Arthropoda","Diplostraca","Cyzicidae","Cyzicus","Cyzicus gynecius",1,54,281,545,3682,2234625,2234632,FALSE,"Branchiopoda",NA,NA
"5017","Achelia hispida",4302757,"Achelia hispida Hodge, 1864","species","DOUBTFUL","EXACT","Achelia hispida",97,"Animalia","Arthropoda","Pantopoda","Ammotheidae","Achelia","Achelia hispida",1,54,354,9477065,6313,2118396,4302757,FALSE,"Pycnogonida",NA,NA
"5036","Speleonectes ondinae",2117164,"Speleonectes ondinae (García-Valdecasas, 1984)","species","SYNONYM","EXACT","Speleonectes ondinae",98,"Animalia","Arthropoda","Nectiopoda","Morlockiidae","Morlockia","Morlockia ondinae",1,54,236,869,7762997,4336738,8298714,TRUE,"Remipedia",8298714,NA
"5043","Psoroptes cuniculi",2181885,"Psoroptes cuniculi (Delafond, 1859)","species","SYNONYM","EXACT","Psoroptes cuniculi",98,"Animalia","Arthropoda","Sarcoptiformes","Psoroptidae","Psoroptes","Psoroptes ovis",1,54,NA,542,2839,2181884,2181886,TRUE,NA,2181886,NA
"5070","Stegodyphus annulipes",2164290,"Stegodyphus annulipes (Lucas, 1856)","species","SYNONYM","EXACT","Stegodyphus annulipes",98,"Animalia","Arthropoda","Araneae","Eresidae","Loureedia","Loureedia annulipes",1,54,NA,1496,7369,8153577,7857385,TRUE,NA,7857385,NA
"5099","Sergio guassutinga",2222959,"Sergio guassutinga (Rodrigues, 1971)","species","SYNONYM","EXACT","Sergio guassutinga",98,"Animalia","Arthropoda","Decapoda","Callichiridae","Neocallichirus","Neocallichirus guassutinga",1,54,229,637,10813687,2222938,2222961,TRUE,"Malacostraca",2222961,NA
"5141","Hypoaspis miles",5800750,"Hypoaspis miles (Berlese, 1882)","species","SYNONYM","EXACT","Hypoaspis miles",98,"Animalia","Arthropoda","Mesostigmata","Laelapidae","Stratiolaelaps","Stratiolaelaps scimitus",1,54,NA,1109,2832,4406659,6887808,TRUE,NA,6887808,NA
"5181","Macrobrachium trompii",2224568,"Macrobrachium trompii (De Man, 1898)","species","SYNONYM","EXACT","Macrobrachium trompii",98,"Animalia","Arthropoda","Decapoda","Palaemonidae","Macrobrachium","Macrobrachium sundaicum",1,54,229,637,8654,2224508,6457025,TRUE,"Malacostraca",6457025,NA
"5303","Alpheus bengalensis",2222298,"Alpheus Fabricius, 1798","genus","ACCEPTED","HIGHERRANK","Alpheus",94,"Animalia","Arthropoda","Decapoda","Alpheidae","Alpheus",NA,1,54,229,637,4472,2222298,NA,FALSE,"Malacostraca",NA,NA
"5387","Derocheilocaris typicus",2114075,"Derocheilocaris typica Pennak & Zinn, 1943","species","ACCEPTED","FUZZY","Derocheilocaris typica",96,"Animalia","Arthropoda","Mystacocaridida","Derocheilocarididae","Derocheilocaris","Derocheilocaris typica",1,54,NA,696,9129,2114072,2114075,FALSE,NA,NA,NA
"5406","Marinogammarus marinus",4315720,"Marinogammarus marinus (Leach, 1815)","species","SYNONYM","EXACT","Marinogammarus marinus",98,"Animalia","Arthropoda","Amphipoda","Gammaridae","Echinogammarus","Echinogammarus marinus",1,54,229,1231,4434,2219875,4315721,TRUE,"Malacostraca",4315721,NA
"5412","Gammarus finmarchicus",2219851,"Gammarus finmarchicus Dahl, 1938","species","SYNONYM","EXACT","Gammarus finmarchicus",98,"Animalia","Arthropoda","Amphipoda","Gammaridae","Echinogammarus","Echinogammarus finmarchicus",1,54,229,1231,4434,2219875,2219876,TRUE,"Malacostraca",2219876,NA
"5413","Gammarus obtusatus",4315716,"Gammarus obtusatus Dahl, 1938","species","SYNONYM","EXACT","Gammarus obtusatus",98,"Animalia","Arthropoda","Amphipoda","Gammaridae","Echinogammarus","Echinogammarus obtusatus",1,54,229,1231,4434,2219875,2219877,TRUE,"Malacostraca",2219877,NA
"5432","Periclimenes imperator",2225177,"Periclimenes imperator Bruce, 1967","species","SYNONYM","EXACT","Periclimenes imperator",98,"Animalia","Arthropoda","Decapoda","Palaemonidae","Zenopontonia","Zenopontonia rex",1,54,229,637,8654,2225469,8539440,TRUE,"Malacostraca",8539440,NA
"5514","Archegozetes longisetosus",2192558,"Archegozetes longisetosus Aoki, 1965","species","SYNONYM","EXACT","Archegozetes longisetosus",98,"Animalia","Arthropoda","Sarcoptiformes","Trhypochthoniidae","Archegozetes","Archegozetes magnus",1,54,NA,542,3658,2192557,2192559,TRUE,NA,10817136,NA
"5595","Cyptobunus cavicolens",6905320,"Cyptobunus cavicolens Banks, 1905-01","species","SYNONYM","EXACT","Cyptobunus cavicolens",98,"Animalia","Arthropoda","Opiliones","Paranonychidae","Sclerobunus","Sclerobunus cavicolens",1,54,NA,907,4662043,4661822,9296438,TRUE,NA,9296438,NA
"5621","Nemastoma hankiewiczii",6907831,"Nemastoma hankiewiczii Kulczynski, 1909","species","SYNONYM","EXACT","Nemastoma hankiewiczii",98,"Animalia","Arthropoda","Opiliones","Nemastomatidae","Centetostoma","Centetostoma hankiewiczii",1,54,NA,907,3253410,4404744,4553264,TRUE,NA,4553264,NA
"5625","Trogulus nepaeiformis",6906625,"Trogulus nepaeformis (Scopoli, 1763)","species","ACCEPTED","FUZZY","Trogulus nepaeformis",94,"Animalia","Arthropoda","Opiliones","Trogulidae","Trogulus","Trogulus nepaeformis",1,54,NA,907,3253446,9165279,6906625,FALSE,NA,NA,NA
"5638","Avima albiornata",4665740,"Avima Roewer, 1949","genus","SYNONYM","HIGHERRANK","Avima",94,"Animalia","Arthropoda","Opiliones","Agoristenidae","Trinella",NA,1,54,NA,907,4662073,3253529,NA,TRUE,NA,3253529,NA
"5644","Rhopalocranaus albilineatus",4665394,"Rhopalocranaus Roewer, 1913","genus","ACCEPTED","HIGHERRANK","Rhopalocranaus",94,"Animalia","Arthropoda","Opiliones","Manaosbiidae","Rhopalocranaus",NA,1,54,NA,907,4662103,4665394,NA,FALSE,NA,NA,NA
"5647","Huasteca rugosa",10826505,"Huasteca Cruz-Lopez & Franckei, 2015","genus","ACCEPTED","HIGHERRANK","Huasteca",94,"Animalia","Arthropoda","Opiliones","Stygnopsidae","Huasteca",NA,1,54,NA,907,6756892,10826505,NA,FALSE,NA,NA,NA
"5672","Mesocyclops leuckarti",4327382,"Mesocyclops leuckarti (Claus, 1857)","species","DOUBTFUL","EXACT","Mesocyclops leuckarti",97,"Animalia","Arthropoda","Cyclopoida","Cyclopidae","Mesocyclops","Mesocyclops leuckarti",1,54,9421786,687,4988,10122307,4327382,FALSE,"Hexanauplia",NA,NA
"5673","Mesocyclops leuckarti",2116955,"Mesocyclops leukarti (Claus, 1857)","species","ACCEPTED","FUZZY","Mesocyclops leukarti",92,"Animalia","Arthropoda","Cyclopoida","Cyclopidae","Mesocyclops","Mesocyclops leukarti",1,54,9421786,687,4988,10122307,2116955,FALSE,"Hexanauplia",NA,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=1"
"5674","Mesocyclops leuckarti",7587405,"Mesocyclops leucrarti (Claus, 1857)","species","SYNONYM","FUZZY","Mesocyclops leucrarti",92,"Animalia","Arthropoda","Cyclopoida","Cyclopidae","Mesocyclops","Mesocyclops leuckarti",1,54,9421786,687,4988,10122307,4327382,TRUE,"Hexanauplia",4327382,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=0"
"5675","Cyclops kolensis",2116818,"Cyclops kolensis Lilljeborg, 1901","species","DOUBTFUL","EXACT","Cyclops kolensis",97,"Animalia","Arthropoda","Cyclopoida","Cyclopidae","Cyclops","Cyclops kolensis",1,54,9421786,687,4988,8067085,2116818,FALSE,"Hexanauplia",NA,NA
"5687","Conchoecia hyalophyllum",1028762,"Conchoecia hyalophyllum Claus, 1890","species","SYNONYM","EXACT","Conchoecia hyalophyllum",98,"Animalia","Arthropoda","Halocyprida","Halocyprididae","Hyalocoecia","Hyalocoecia hyalophyllum",1,54,353,701,9191,10456522,10226929,TRUE,"Ostracoda",10226929,NA
"5694","Porroecia parthenoda",1028671,"Porroecia parthenoda (G.W.Müller, 1906)","species","SYNONYM","EXACT","Porroecia parthenoda",98,"Animalia","Arthropoda","Halocyprida","Halocyprididae","Parthenoecia","Parthenoecia parthenoda",1,54,353,701,9191,10606527,9966487,TRUE,"Ostracoda",9966487,NA
"5711","Metaconchoecia arcuata",4987699,"Metaconchoecia arcuata (Deevey, 1978)","species","SYNONYM","EXACT","Metaconchoecia arcuata",98,"Animalia","Arthropoda","Halocyprida","Halocyprididae","Deeveyoecia","Deeveyoecia arcuata",1,54,353,701,9191,6468632,6468633,TRUE,"Ostracoda",6468633,NA
"5902","Vestalenula matildae",4405959,"Vestalenula Rossetti & Martens, 1998","genus","ACCEPTED","HIGHERRANK","Vestalenula",94,"Animalia","Arthropoda","Podocopida","Darwinulidae","Vestalenula",NA,1,54,353,1438,6195,4405959,NA,FALSE,"Ostracoda",NA,NA
"5985","Unionicola hoesei",2180362,"Unionicola Haldeman, 1842","genus","ACCEPTED","HIGHERRANK","Unionicola",94,"Animalia","Arthropoda","Trombidiformes","Unionicolidae","Unionicola",NA,1,54,NA,543,3673,2180362,NA,FALSE,NA,NA,NA
"5986","Unionicola vamana",2180362,"Unionicola Haldeman, 1842","genus","ACCEPTED","HIGHERRANK","Unionicola",94,"Animalia","Arthropoda","Trombidiformes","Unionicolidae","Unionicola",NA,1,54,NA,543,3673,2180362,NA,FALSE,NA,NA,NA
"5987","Unionicola vikitra",2180362,"Unionicola Haldeman, 1842","genus","ACCEPTED","HIGHERRANK","Unionicola",94,"Animalia","Arthropoda","Trombidiformes","Unionicolidae","Unionicola",NA,1,54,NA,543,3673,2180362,NA,FALSE,NA,NA,NA
"5988","Unionicola kavanaghi",2180362,"Unionicola Haldeman, 1842","genus","ACCEPTED","HIGHERRANK","Unionicola",94,"Animalia","Arthropoda","Trombidiformes","Unionicolidae","Unionicola",NA,1,54,NA,543,3673,2180362,NA,FALSE,NA,NA,NA
"5989","Unionicola amandita",2180362,"Unionicola Haldeman, 1842","genus","ACCEPTED","HIGHERRANK","Unionicola",94,"Animalia","Arthropoda","Trombidiformes","Unionicolidae","Unionicola",NA,1,54,NA,543,3673,2180362,NA,FALSE,NA,NA,NA
"5990","Unionicola gailae",2180362,"Unionicola Haldeman, 1842","genus","ACCEPTED","HIGHERRANK","Unionicola",94,"Animalia","Arthropoda","Trombidiformes","Unionicolidae","Unionicola",NA,1,54,NA,543,3673,2180362,NA,FALSE,NA,NA,NA
"5991","Unionicola tupara",2180362,"Unionicola Haldeman, 1842","genus","ACCEPTED","HIGHERRANK","Unionicola",94,"Animalia","Arthropoda","Trombidiformes","Unionicolidae","Unionicola",NA,1,54,NA,543,3673,2180362,NA,FALSE,NA,NA,NA
"5992","Unionicola fulleri",2180362,"Unionicola Haldeman, 1842","genus","ACCEPTED","HIGHERRANK","Unionicola",94,"Animalia","Arthropoda","Trombidiformes","Unionicolidae","Unionicola",NA,1,54,NA,543,3673,2180362,NA,FALSE,NA,NA,NA
"5994","Proctophyllodes polyxenus",4405309,"Proctophyllodes Mégnin, 1877","genus","ACCEPTED","HIGHERRANK","Proctophyllodes",94,"Animalia","Arthropoda","Sarcoptiformes","Proctophyllodidae","Proctophyllodes",NA,1,54,NA,542,3252814,4405309,NA,FALSE,NA,NA,NA
"5999","Proctophyllodes pari",4405309,"Proctophyllodes Mégnin, 1877","genus","ACCEPTED","HIGHERRANK","Proctophyllodes",94,"Animalia","Arthropoda","Sarcoptiformes","Proctophyllodidae","Proctophyllodes",NA,1,54,NA,542,3252814,4405309,NA,FALSE,NA,NA,NA
"6003","Proctophyllodes dendroicae",4405309,"Proctophyllodes Mégnin, 1877","genus","ACCEPTED","HIGHERRANK","Proctophyllodes",94,"Animalia","Arthropoda","Sarcoptiformes","Proctophyllodidae","Proctophyllodes",NA,1,54,NA,542,3252814,4405309,NA,FALSE,NA,NA,NA
"6014","Nymphon phasmatoides",2117864,"Nymphon phasmatodes Bohm, 1879","species","ACCEPTED","FUZZY","Nymphon phasmatodes",94,"Animalia","Arthropoda","Pantopoda","Nymphonidae","Nymphon","Nymphon phasmatodes",1,54,354,9477065,2013,2117630,2117864,FALSE,"Pycnogonida",NA,NA
"6293","Hoplomachus propinquus",5716911,"Hoplomachus propinquus (Richardson, 1902)","species","SYNONYM","EXACT","Hoplomachus propinquus",98,"Animalia","Arthropoda","Tanaidacea","Metapseudidae","Hoplopolemius","Hoplopolemius propinquus",1,54,229,1378,5422,8977579,8744180,TRUE,"Malacostraca",8744180,NA
"6307","Apseudes bermudeus",5178924,"Apseudes bermudeus Bacescu, 1980","species","SYNONYM","EXACT","Apseudes bermudeus",98,"Animalia","Arthropoda","Tanaidacea","Apseudidae","Paradoxapseudes","Paradoxapseudes bermudeus",1,54,229,1378,5420,4313304,5975025,TRUE,"Malacostraca",5975025,NA
"6379","Eucalanus elongatus",5166471,"Eucalanus elongatus (Dana, 1849)","species","DOUBTFUL","EXACT","Eucalanus elongatus",97,"Animalia","Arthropoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus elongatus",1,54,9421786,679,9040,3255130,5166471,FALSE,"Hexanauplia",NA,NA
"6417","Cyptobunus ungulatus",6905321,"Cyptobunus ungulatus Briggs, 1971","species","SYNONYM","EXACT","Cyptobunus ungulatus",98,"Animalia","Arthropoda","Opiliones","Paranonychidae","Sclerobunus","Sclerobunus ungulatus",1,54,NA,907,4662043,4661822,9500654,TRUE,NA,9500654,NA
"6423","Ngarawa dirga",4809831,"Ngarawa de Deckker, 1979","genus","DOUBTFUL","HIGHERRANK","Ngarawa",92,"Animalia","Arthropoda","Podocopida","Cyprididae","Ngarawa",NA,1,54,353,1438,9259,4809831,NA,FALSE,"Ostracoda",NA,NA
"6538","Pseudopallene flava",8402233,"Pseudopallene flava Arango & Brenneis, 2013","species","SYNONYM","EXACT","Pseudopallene flava",98,"Animalia","Arthropoda","Pantopoda","Callipallenidae","Meridionale","Meridionale flava",1,54,354,9477065,2011,7738543,7620225,TRUE,"Pycnogonida",7620225,NA
"6539","Pseudopallene gracilis",8354100,"Pseudopallene gracilis Arango & Brenneis, 2013","species","SYNONYM","EXACT","Pseudopallene gracilis",98,"Animalia","Arthropoda","Pantopoda","Callipallenidae","Meridionale","Meridionale gracilis",1,54,354,9477065,2011,7738543,7665222,TRUE,"Pycnogonida",7665222,NA
"6542","Pseudopallene harrisi",7547698,"Pseudopallene harrisi Arango & Brenneis, 2013","species","SYNONYM","EXACT","Pseudopallene harrisi",98,"Animalia","Arthropoda","Pantopoda","Callipallenidae","Meridionale","Meridionale harrisi",1,54,354,9477065,2011,7738543,7954478,TRUE,"Pycnogonida",7954478,NA
"6593","Euscorpius gamma",4553829,"Euscorpius gamma Di Caporiacco, 1950","species","SYNONYM","EXACT","Euscorpius gamma",98,"Animalia","Arthropoda","Scorpiones","Euscorpiidae","Alpiscorpius","Alpiscorpius gamma",1,54,NA,872,4303015,4656356,10785780,TRUE,NA,10785780,NA
"6651","Pseudopallene brevicephala",7451866,"Pseudopallene brevicephala Staples, 2008","species","SYNONYM","EXACT","Pseudopallene brevicephala",98,"Animalia","Arthropoda","Pantopoda","Callipallenidae","Meridionale","Meridionale brevicephala",1,54,354,9477065,2011,7738543,8276521,TRUE,"Pycnogonida",8276521,NA
"6652","Pseudopallene tasmania",7979565,"Pseudopallene tasmania Arango & Brenneis, 2013","species","SYNONYM","EXACT","Pseudopallene tasmania",98,"Animalia","Arthropoda","Pantopoda","Callipallenidae","Meridionale","Meridionale tasmania",1,54,354,9477065,2011,7738543,7523690,TRUE,"Pycnogonida",7523690,NA
"6666","Brachyura (infraorder in Protostomia)",3238729,"Brachyura Kuhl & Hasselt, 1822","genus","DOUBTFUL","EXACT","Brachyura",93,"Animalia","Chordata","Squamata","Colubridae","Brachyura",NA,1,44,358,715,6172,3238729,NA,FALSE,"Reptilia",NA,"Similarity: name=100; authorship=0; classification=-2; rank=0; status=-5"
"6667","Brachyura (infraorder in Protostomia)",10237375,"Brachyura Latreille, 1802","genus","DOUBTFUL","EXACT","Brachyura",93,"Animalia","Chordata","Squamata","Colubridae","Brachyura",NA,1,44,358,715,6172,10237375,NA,FALSE,"Reptilia",NA,"Similarity: name=100; authorship=0; classification=-2; rank=0; status=-5"
"6668","Brachyura (infraorder in Protostomia)",11086050,"Brachyura Linnaeus, 1758","genus","DOUBTFUL","EXACT","Brachyura",93,"Animalia","Chordata","Squamata","Colubridae","Brachyura",NA,1,44,358,715,6172,11086050,NA,FALSE,"Reptilia",NA,"Similarity: name=100; authorship=0; classification=-2; rank=0; status=-5"
"6669","Brachyura (infraorder in Protostomia)",3240265,"Brachyura Spix, 1824","genus","DOUBTFUL","EXACT","Brachyura",93,"Animalia","Chordata",NA,NA,"Brachyura",NA,1,44,359,NA,NA,3240265,NA,FALSE,"Mammalia",NA,"Similarity: name=100; authorship=0; classification=-2; rank=0; status=-5"
"6909","Meriola corallina",5863717,"Meriola corallina Takeda & Marumura, 1997","species","SYNONYM","EXACT","Meriola corallina",98,"Animalia","Arthropoda","Decapoda","Xanthidae","Lipkemera","Lipkemera corallina",1,54,229,637,4568,5969818,5969819,TRUE,"Malacostraca",5969819,NA
"6932","Odhneria echinus",5863689,"Odhneria echinus (Alcock, 1898)","species","SYNONYM","EXACT","Odhneria echinus",98,"Animalia","Arthropoda","Decapoda","Xanthidae","Odhnea","Odhnea echinus",1,54,229,637,4568,5970009,5970012,TRUE,"Malacostraca",5970012,NA
"6961","Zalasius dromiaeformis",4646980,"Zalasius dromiaeformis (De Haan, 1839)","species","SYNONYM","EXACT","Zalasius dromiaeformis",98,"Animalia","Arthropoda","Decapoda","Xanthidae","Trichia","Trichia dromiaeformis",1,54,229,637,4568,3254389,5799318,TRUE,"Malacostraca",5799318,NA
"6962","Zalasius sakaii",5863706,"Zalasius sakaii Balss, 1938","species","SYNONYM","EXACT","Zalasius sakaii",98,"Animalia","Arthropoda","Decapoda","Xanthidae","Trichia","Trichia sakaii",1,54,229,637,4568,3254389,9196939,TRUE,"Malacostraca",9196939,NA
