 Diretmus argenteus ,AF092196.1
 Diretmus argenteus ,AF221885.1
 Diretmus argenteus  ,AP004427.1
 Diretmus argenteus ,NC_008127.1
 Diretmus argenteus    S ,LC036901.1
 Discherodontus ashmeadi  ,AP011321.1
 Discherodontus ashmeadi  ,NC_031590.1
 Discherodontus ashmeadi  AC ,MH688258.1
 Discherodontus ashmeadi  AC ,MH688259.1
 Discherodontus schroederi    S ,LC069415.1
 Discherodontus schroederi  ,AP011325.1
 Discherodontus schroederi  ,NC_031591.1
 Dischistodus chrysopoecilus ,AY279567.1
 Dischistodus chrysopoecilus  FMNH Bus T ,FJ616342.1
 Dischistodus fasciatus    S ,LC340188.1
 Dischistodus melanotus  FMNH Liz T ,FJ616343.1
 Dischistodus perspicillatus S large subunit  ,AY098625.1
 Dischistodus perspicillatus  FMNH Liz T ,FJ616344.1
 Dischistodus perspicillatus    S ,LC340189.1
 Dischistodus prosopotaenia  FMNH Liz T ,FJ616345.1
 Dischistodus prosopotaenia    S ,LC104632.1
 Dischistodus prosopotaenia  dki ,MH049042.1
 Dischistodus pseudochrysopoecilus  FMNH Liz T ,FJ616346.1
 Discocheilus wui  KIZDLN ,KX840358.1
 Discocheilus wui  KIZDLN ,NC_045066.1
 Discogobio laticeps ,MH127917.1
 Discogobio laticeps ,NC_045918.1
 Discogobio longibarbatus  KIZ ,KY465995.1
 Discogobio longibarbatus  KIZ ,NC_036301.1
 Discogobio macrophysallidos  SWFU ,MT536775.1
 Discogobio macrophysallidos  SWFU ,NC_054299.1
 Discogobio  p FL ,OP994266.1
 Discogobio  ZF  ,AP012151.1
 Discogobio tetrabarbatus ,AY050548.1
 Discogobio tetrabarbatus ,KJ669372.1
 Discogobio tetrabarbatus ,NC_024578.1
 Discogobio yunnanensis ,KJ997760.1
 Discogobio yunnanensis ,NC_025319.1
 Discolabeo wuluoheensis  KIZMR ,KX840359.1
 Discolabeo wuluoheensis  KIZMR ,NC_045067.1
 Discordipinna griessingeri  BLIH  ,KF415345.1
 Discordipinna griessingeri KAUMI    S ,LC474218.1
 Discordipinna griessingeri KAUMI    S ,LC499463.1
 Discordipinna griessingeri  MOOP   ,MZ598210.1
 Discotrema crinophila  BPBM  ,EF031217.1
 Discotrema crinophila    BPBM  ,EF031220.1
 Discotrema crinophila    BPBM  ,EF031221.1
 Discotrema crinophila    BPBM  ,EF031222.1
 Discotrema crinophila  BPBM  ,EF031223.1
 Discotrema crinophila  DC ,KY656409.1
 Discotrema monogrammum    USNMFish ,EF031227.1
 Discotrema monogrammum    USNMFish ,EF031228.1
 Discotrema monogrammum  HT  BPBM  ,EF031229.1
 Discotrema monogrammum  BPBM  ,EF031230.1
 Dissostichus eleginoides ,AF145425.1
 Dissostichus eleginoides   S    phe ,AM180546.1
 Dissostichus eleginoides   S    phe ,AM180547.1
 Dissostichus eleginoides   S    phe ,AM180548.1
 Dissostichus eleginoides  s,EF589649.1
 Dissostichus eleginoides  ,AB723627.1
 Dissostichus eleginoides ,NC_018135.1
 Dissostichus eleginoides    S ,LC069698.1
 Dissostichus eleginoides  SGHF ,CM047297.1
 Dissostichus mawsoni    S ,Z32707.1
 Dissostichus mawsoni  ,LC138011.1
 Distichodus affinis  DIS ,JX982320.1
 Distichodus affinis    S ,LC104484.1
 Distichodus decemmaculatus  DIS ,JX982317.1
 Distichodus fasciolatus  DIGR ,JX982318.1
 Distichodus hypostomatus  DIHY ,JX982315.1
 Distichodus noboli  DISP ,JX982316.1
 Distichodus notospilus  d ,JX982290.1
 Distichodus sexfasciatus  ,AB070242.1
 Distichodus sexfasciatus ,NC_015836.1
 Distichodus sexfasciatus  DISE ,JX982319.1
 Distichodus  ,U33671.1
 Distichodus  ,U33672.1
 Distocyclus   ,U15270.1
 Distoechodon compressus ,OM994436.1
 Distoechodon compressus ,NC_067894.1
 Distoechodon tumirostris  IHB dt ,DQ026431.1
 Distoechodon tumirostris ,NC_011208.1
 Ditrema jordani FAKU    S ,LC579135.1
 Ditrema jordani FAKU    S ,LC579136.1
 Ditrema jordani FAKU    S ,LC579137.1
 Ditrema temminckii  ,AP009129.1
 Ditrema temminckii ,NC_009060.1
 Ditrema temminckii pacificum    S ,LC069601.1
 Ditrema temminckii pacificum CBMZF  s  S ,LC669494.1
 Ditrema temminckii pacificum CBMZF  s  S ,LC698765.1
 Ditrema temminckii temminckii    S ,AB969917.1
 Ditrema temminckii temminckii    S ,LC069599.1
 Ditrema temminckii temminckii    S ,LC069600.1
 Ditrema temminckii temminckii    S ,LC327120.1
 Ditrema viride    S ,AB969918.1
 Ditrema viride CBMZF    S ,LC506638.1
 Ditrema viride CBMZF    S ,LC506672.1
 Ditrema viride CBMZF    S ,LC552470.1
 Ditrema viride CBMZF  s  S ,LC685935.1
 Ditropichthys storeri ,AF221873.1
 Ditropichthys storeri    S ,LC104450.1
 Doboatherina magnidentata    S ,LC277864.1
 Hypoatherina valenciennei    S ,LC277850.1
 Hypoatherina valenciennei CBMZF    S ,LC552429.1
 Hypoatherina valenciennei CBMZF    S ,LC552430.1
 Hypoatherina valenciennei CBMZF    S ,LC552431.1
 Doboatherina valenciennei CBMZF  s  S ,LC654206.1
 Doboatherina yoshinoi    S ,LC104427.1
 Doboatherina yoshinoi    S ,LC277856.1
 Doboatherina yoshinoi CBMZF    S ,LC519475.1
 Doederleinia berycoides  ,AP009181.1
 Doederleinia berycoides ,NC_009867.1
 Doederleinia berycoides    S ,AB974523.1
 Doederleinia berycoides    S ,LC049846.1
 Doederleinia berycoides  Cytb,LC077047.1
 Doederleinia berycoides  Cytb,LC077048.1
 Doederleinia berycoides  Cytb,LC077049.1
 Doederleinia berycoides  Cytb,LC077050.1
 Doederleinia berycoides  Cytb,LC077051.1
 Doederleinia berycoides  Cytb,LC077052.1
 Doederleinia berycoides  Cytb,LC077053.1
 Doederleinia berycoides  Cytb,LC077054.1
 Doederleinia berycoides  Cytb,LC077055.1
 Doederleinia berycoides  Cytb,LC077056.1
 Doederleinia berycoides  Cytb,LC077057.1
 Doederleinia berycoides  Cytb,LC077058.1
 Doederleinia berycoides  Cytb,LC077059.1
 Doederleinia berycoides  Cytb,LC077060.1
 Doederleinia berycoides  Cytb,LC077061.1
 Doederleinia berycoides  Cytb,LC077062.1
 Doederleinia berycoides  Cytb,LC077063.1
 Doederleinia berycoides  Cytb,LC077064.1
 Doederleinia berycoides  Cytb,LC077065.1
 Doederleinia berycoides  Cytb,LC077066.1
 Doederleinia berycoides  Cytb,LC077067.1
 Doederleinia berycoides  Cytb,LC077068.1
 Doederleinia berycoides  Cytb,LC077069.1
 Doederleinia berycoides  Cytb,LC077070.1
 Doederleinia berycoides  Cytb,LC077071.1
 Doederleinia berycoides  Cytb,LC077072.1
 Doederleinia berycoides  Cytb,LC077073.1
 Doederleinia berycoides  Cytb,LC077074.1
 Doederleinia berycoides  Cytb,LC077075.1
 Doederleinia berycoides  Cytb,LC077076.1
 Doederleinia berycoides  Cytb,LC077077.1
 Doederleinia berycoides  Cytb,LC077078.1
 Doederleinia berycoides  Cytb,LC077079.1
 Doederleinia berycoides  Cytb,LC077080.1
 Doederleinia berycoides  Cytb,LC077081.1
 Doederleinia berycoides  Cytb,LC077082.1
 Doederleinia berycoides  Cytb,LC077083.1
 Doederleinia berycoides  Cytb,LC077084.1
 Doederleinia berycoides  Cytb,LC077085.1
 Doederleinia berycoides  Cytb,LC077086.1
 Doederleinia berycoides  Cytb,LC077087.1
 Doederleinia berycoides  Cytb,LC077088.1
 Doederleinia berycoides  Cytb,LC077089.1
 Doederleinia berycoides  Cytb,LC077090.1
 Doederleinia berycoides  Cytb,LC077091.1
 Doederleinia berycoides  Cytb,LC077092.1
 Doederleinia berycoides  Cytb,LC077093.1
 Doederleinia berycoides  Cytb,LC077094.1
 Doederleinia berycoides  Cytb,LC077095.1
 Doederleinia berycoides  Cytb,LC077096.1
 Doederleinia berycoides  Cytb,LC077097.1
 Doederleinia berycoides  Cytb,LC077098.1
 Doederleinia berycoides  Cytb,LC077099.1
 Doederleinia berycoides  Cytb,LC077100.1
 Doederleinia berycoides  Cytb,LC077101.1
 Doederleinia berycoides  Cytb,LC077102.1
 Doederleinia berycoides  Cytb,LC077103.1
 Doederleinia berycoides  Cytb,LC077104.1
 Doederleinia berycoides  Cytb,LC077105.1
 Doederleinia berycoides  Cytb,LC077106.1
 Doederleinia berycoides  Cytb,LC077107.1
 Doederleinia berycoides  Cytb,LC077108.1
 Doederleinia berycoides  Cytb,LC077109.1
 Doederleinia berycoides  Cytb,LC077110.1
 Doederleinia berycoides  Cytb,LC077111.1
 Doederleinia berycoides  Cytb,LC077112.1
 Doederleinia berycoides  Cytb,LC077113.1
 Doederleinia berycoides  Cytb,LC077114.1
 Doederleinia berycoides  Cytb,LC077115.1
 Doederleinia berycoides  Cytb,LC077116.1
 Doederleinia berycoides  Cytb,LC077117.1
 Doederleinia berycoides  Cytb,LC077118.1
 Doederleinia berycoides  Cytb,LC077119.1
 Doederleinia berycoides  Cytb,LC077120.1
 Doederleinia berycoides  Cytb,LC077121.1
 Doederleinia berycoides  Cytb,LC077122.1
 Doederleinia berycoides  Cytb,LC077123.1
 Doederleinia berycoides  Cytb,LC077124.1
 Doederleinia berycoides  Cytb,LC077125.1
 Doederleinia berycoides  Cytb,LC077126.1
 Doederleinia berycoides  Cytb,LC077127.1
 Doederleinia berycoides  Cytb,LC077128.1
 Doederleinia berycoides  Cytb,LC077129.1
 Doederleinia berycoides  Cytb,LC077130.1
 Doederleinia berycoides  Cytb,LC077131.1
 Doederleinia berycoides  Cytb,LC077132.1
 Doederleinia berycoides  Cytb,LC077133.1
 Doederleinia berycoides  Cytb,LC077134.1
 Doederleinia berycoides  Cytb,LC077135.1
 Doederleinia berycoides  Cytb,LC077136.1
 Doederleinia berycoides  Cytb,LC077137.1
 Doederleinia berycoides  Cytb,LC077138.1
 Doederleinia berycoides  Cytb,LC077139.1
 Doederleinia berycoides  Cytb,LC077140.1
 Doederleinia berycoides  Cytb,LC077141.1
 Doederleinia berycoides  Cytb,LC077142.1
 Doederleinia berycoides  Cytb,LC077143.1
 Doederleinia berycoides  Cytb,LC077144.1
 Doederleinia berycoides  Cytb,LC077145.1
 Doederleinia berycoides  Cytb,LC077146.1
 Doederleinia berycoides  Cytb,LC077147.1
 Doederleinia berycoides  Cytb,LC077148.1
 Doederleinia berycoides  Cytb,LC077149.1
 Doederleinia berycoides  Cytb,LC077150.1
 Doederleinia berycoides  Cytb,LC077151.1
 Doederleinia berycoides  Cytb,LC077152.1
 Doederleinia berycoides  Cytb,LC077153.1
 Doederleinia berycoides  Cytb,LC077154.1
 Doederleinia berycoides  Cytb,LC077155.1
 Doederleinia berycoides  Cytb,LC077156.1
 Doederleinia berycoides  Cytb,LC077157.1
 Doederleinia berycoides  Cytb,LC077158.1
 Doederleinia berycoides  Cytb,LC077159.1
 Doederleinia berycoides  Cytb,LC077160.1
 Doederleinia berycoides  Cytb,LC077161.1
 Doederleinia berycoides  Cytb,LC077162.1
 Doederleinia berycoides  Cytb,LC077163.1
 Doederleinia berycoides  Cytb,LC077164.1
 Doederleinia berycoides  Cytb,LC077165.1
 Doederleinia berycoides  Cytb,LC077166.1
 Doederleinia berycoides  Cytb,LC077167.1
 Doederleinia berycoides  Cytb,LC077168.1
 Doederleinia berycoides  Cytb,LC077169.1
 Doederleinia berycoides  Cytb,LC077170.1
 Doederleinia berycoides  Cytb,LC077171.1
 Doederleinia berycoides  Cytb,LC077172.1
 Doederleinia berycoides  Cytb,LC077173.1
 Doederleinia berycoides  Cytb,LC077174.1
 Doederleinia berycoides  Cytb,LC077175.1
 Doederleinia berycoides  Cytb,LC077176.1
 Doederleinia berycoides  Cytb,LC077177.1
 Doederleinia berycoides  Cytb,LC077178.1
 Doederleinia berycoides  Cytb,LC077179.1
 Doederleinia berycoides  Cytb,LC077180.1
 Doederleinia berycoides  Cytb,LC077181.1
 Doederleinia berycoides  Cytb,LC077182.1
 Doederleinia berycoides  Cytb,LC077183.1
 Doederleinia berycoides  Cytb,LC077184.1
 Doederleinia berycoides  Cytb,LC077185.1
 Doederleinia berycoides  Cytb,LC077186.1
 Doederleinia berycoides  Cytb,LC077187.1
 Doederleinia berycoides  Cytb,LC077188.1
 Doederleinia berycoides  Cytb,LC077189.1
 Doederleinia berycoides  Cytb,LC077190.1
 Doederleinia berycoides  Cytb,LC077191.1
 Doederleinia berycoides  Cytb,LC077192.1
 Doederleinia berycoides  Cytb,LC077193.1
 Doederleinia berycoides  Cytb,LC077194.1
 Doederleinia berycoides  Cytb,LC077195.1
 Doederleinia berycoides  Cytb,LC077196.1
 Doederleinia berycoides  Cytb,LC077197.1
 Doederleinia berycoides  Cytb,LC077198.1
 Doederleinia berycoides  Cytb,LC077199.1
 Doederleinia berycoides  Cytb,LC077200.1
 Doederleinia berycoides  Cytb,LC077201.1
 Doederleinia berycoides  Cytb,LC077202.1
 Doederleinia berycoides  Cytb,LC077203.1
 Doederleinia berycoides  Cytb,LC077204.1
 Doederleinia berycoides  Cytb,LC077205.1
 Doederleinia berycoides  Cytb,LC077206.1
 Doederleinia berycoides  Cytb,LC077207.1
 Doederleinia berycoides  Cytb,LC077208.1
 Doederleinia berycoides  Cytb,LC077209.1
 Doederleinia berycoides  Cytb,LC077210.1
 Doederleinia berycoides  Cytb,LC077211.1
 Doederleinia berycoides  Cytb,LC077212.1
 Doederleinia berycoides  Cytb,LC077213.1
 Doederleinia berycoides  Cytb,LC077214.1
 Doederleinia berycoides  Cytb,LC077215.1
 Doederleinia berycoides  Cytb,LC077216.1
 Doederleinia berycoides  Cytb,LC077217.1
 Doederleinia berycoides  Cytb,LC077218.1
 Doederleinia berycoides  Cytb,LC077219.1
 Doederleinia berycoides  Cytb,LC077220.1
 Doederleinia berycoides  Cytb,LC077221.1
 Doederleinia berycoides  Cytb,LC077222.1
 Doederleinia berycoides  Cytb,LC077223.1
 Doederleinia berycoides  Cytb,LC077224.1
 Doederleinia berycoides  Cytb,LC077225.1
 Doederleinia berycoides  Cytb,LC077226.1
 Doederleinia berycoides  Cytb,LC077227.1
 Doederleinia berycoides  Cytb,LC077228.1
 Doederleinia berycoides  Cytb,LC077229.1
 Doederleinia berycoides  Cytb,LC077230.1
 Doederleinia berycoides  Cytb,LC077231.1
 Doederleinia berycoides  Cytb,LC077232.1
 Doederleinia berycoides  Cytb,LC077233.1
 Doederleinia berycoides  Cytb,LC077234.1
 Doederleinia berycoides  Cytb,LC077235.1
 Doederleinia berycoides  Cytb,LC077236.1
 Doederleinia berycoides  Cytb,LC077237.1
 Doederleinia berycoides  Cytb,LC077238.1
 Doederleinia berycoides  Cytb,LC077239.1
 Doederleinia berycoides  Cytb,LC077240.1
 Doederleinia berycoides  Cytb,LC077241.1
 Doederleinia berycoides  Cytb,LC077242.1
 Doederleinia berycoides  Cytb,LC077243.1
 Doederleinia berycoides  Cytb,LC077244.1
 Doederleinia berycoides  Cytb,LC077245.1
 Doederleinia berycoides  Cytb,LC077246.1
 Doederleinia berycoides  Cytb,LC077247.1
 Doederleinia berycoides  Cytb,LC077248.1
 Doederleinia berycoides  Cytb,LC077249.1
 Doederleinia berycoides  Cytb,LC077250.1
 Doederleinia berycoides  Cytb,LC077251.1
 Doederleinia berycoides  Cytb,LC077252.1
 Doederleinia berycoides  Cytb,LC077253.1
 Doederleinia berycoides  Cytb,LC077254.1
 Doederleinia berycoides  Cytb,LC077255.1
 Doederleinia berycoides  Cytb,LC077256.1
 Doederleinia berycoides  Cytb,LC077257.1
 Doederleinia berycoides  Cytb,LC077258.1
 Doederleinia berycoides  Cytb,LC077259.1
 Doederleinia berycoides  Cytb,LC077260.1
 Doederleinia berycoides  Cytb,LC077261.1
 Doederleinia berycoides  Cytb,LC077262.1
 Doederleinia berycoides  Cytb,LC077263.1
 Doederleinia berycoides    S ,LC193170.1
 Doederleinia berycoides    S ,LC278041.1
 Doederleinia berycoides CBMZF  s  S ,LC661344.1
 Doederleinia berycoides CBMZF  s  S ,LC698770.1
 Dolichopteryx minuscula  ,AP012954.1
 Dolichopteryx minuscula  ,NC_034666.1
 Dolichopteryx minuscula NSMTP    S ,LC458382.1
 Dolopichthys danae    S ,LC091857.1
 Doraops zuloagai ,AY264088.1
 Doras carinatus ,AY264089.1
 Doras micropoeus ,AY264090.1
 Doratonotus megalepis  FMNHICHTHYMWAQU ,KY815275.1
 Dormitator latifrons  NMBE  ,KF415346.1
 Dormitator maculatus  GMBL  ,EF540555.1
 Dormitator maculatus  NMBE  ,KF415347.1
 Dormitator maculatus    S ,LC145879.1
 Dormitator maculatus     ,OR287832.1
 Dorosoma cepedianum ,DQ536426.1
 Dorosoma cepedianum ,NC_008107.1
 Dorosoma cepedianum  C ,DQ912027.1
 Dorosoma cepedianum  H ,EU552665.1
 Dorosoma cepedianum  H ,EU552666.1
 Dorosoma cepedianum  H ,EU552667.1
 Dorosoma cepedianum  NEFC F ,MG570415.1
 Dorosoma cepedianum  NEFC F ,MG570429.1
 Dorosoma cepedianum  NEFC F ,MG570459.1
 Dorosoma cepedianum  NEFC F ,MT667240.1
 Dorosoma cepedianum     ,OQ198765.1
 Dorosoma cepedianum     ,OQ198766.1
 Dorosoma cepedianum     ,OQ198767.1
 Dorosoma cepedianum     ,OQ198768.1
 Dorosoma cepedianum     ,OQ198772.1
 Dorosoma petenense  ,AP009136.1
 Dorosoma petenense ,NC_009580.1
 Dorosoma petenense  H ,EU552662.1
 Dorosoma petenense  H ,EU552663.1
 Dorosoma petenense  H ,EU552664.1
 Doryichthys boaja ,KJ184527.1
 Doryichthys boaja  G ,KX898166.1
 Doryichthys boaja  G ,KX898167.1
 Doryichthys boaja  G ,KX898168.1
 Doryichthys boaja ,NC_037046.1
 Doryichthys boaja ,MH237607.1
 Doryichthys boaja  FY ,MH259592.1
 Doryrhamphus excisus S ,AF354982.1
 Doryrhamphus excisus  Dorexc ,KY065809.1
 Doryrhamphus excisus  SAIAB  ,MH248175.1
 Doryrhamphus excisus     ,MZ598291.1
 Doryrhamphus excisus OCFP  s  S ,LC146208.2
 Doryrhamphus excisus  RoLK ,NC_080472.1
  Doryrhamphus excisus  ,XM_058077043.1
  Doryrhamphus excisus  ,XR_009130284.1
  Doryrhamphus excisus  ,XM_058077045.1
  Doryrhamphus excisus  ,XM_058077046.1
  Doryrhamphus excisus Eralike S   eral,XM_058077620.1
 Doryrhamphus janssi  Dorjan ,KY065810.1
 Doryrhamphus japonicus  ,AP012309.1
 Doryrhamphus japonicus ,NC_024187.1
 Doryrhamphus japonicus CBMZF  s  S ,LC717528.1
 Doryrhamphus japonicus KBFI     S ,LC733884.1
 Doryrhamphus japonicus CBMZF  s  S ,LC458121.2
 Draconetta xenica ,DQ533192.1
 Draconetta xenica  ,AP006028.1
 Draconetta xenica ,NC_024185.1
 Draconetta xenica    S ,LC069756.1
 Drepane africana ,DQ533193.1
 Drepane africana ,EF095564.1
 Drepane africana  A ,EF616893.1
 Drepane longimana ,KP164983.1
 Drepane punctata ,AF055595.1
 Drepane punctata ,KM273123.1
 Drepane punctata    S ,LC037033.1
 Drepane punctata  ma ,MH085677.1
 Drepane punctata  pr ,MH085717.1
 Drombus globiceps    S ,LC049795.1
 Drombus kranjiensis  NRM ,KF415348.1
 Drombus simulus    S ,LC340267.1
 Drombus  CBMZF CBMZF    S ,LC458211.1
 Drombus  KUROKOHAZE    S ,LC340266.1
 Drombus  KUROKOHAZE CBMZF    S ,LC458199.1
 Drombus  KUROKOHAZE CBMZF  s  S ,LC458195.2
 Drombus  OCFP    S ,LC340270.1
 Drombus triangularis  NMBE  ,KF415349.1
 Drombus triangularis    S ,LC049809.1
 Dunckerocampus baldwini  Dorbala ,KY065807.1
 Dunckerocampus baldwini  Dunbal ,KY065811.1
 Dunckerocampus chapmani  Duncha ,KY065812.1
 Doryrhamphus dactyliophorus S ,AF354947.1
 Dunckerocampus dactyliophorus ,KP301502.1
 Dunckerocampus dactyliophorus  Dordac ,KY065808.1
 Dunckerocampus dactyliophorus CBMZF  s  S ,LC277889.2
 Dunckerocampus dactyliophorus  RoLP ,NC_072834.1
  Dunckerocampus dactyliophorus Eralike S   eral,XM_054755990.1
 Dunckerocampus multiannulatus    S ,LC340085.1
 Dunckerocampus pessuliferus  Dunpes ,KY065813.1
 Duopalatinus peruanus  ANSPFISH ,JF898693.1
 Centromochlus perugiae  ,AP012024.1
 Centromochlus perugiae ,NC_015748.1
 Dussumieria acuta KAUMI    S ,LC458023.1
 Dussumieria acuta CBMZF    S ,LC458024.1
 Dussumieria acuta CBMZF    S ,LC468862.1
 Dussumieria elopsoides  ,AP017946.1
 Dussumieria elopsoides  ,AP017947.1
 Dussumieria elopsoides ,NC_035063.1
 Dysalotus alcocki  ,AP006814.1
 Dysalotus alcocki ,NC_022482.1
 Dysalotus oligoscolus ,ON831390.1
 Dysalotus oligoscolus ,NC_070072.1
 Dysalotus  CBMZF    S ,LC104689.1
 Dysalotus  CBMZF    S ,LC104688.1
 Dysomma anguillare  SDA ,AF417326.1
 Dysomma anguillare ,KF681802.1
 Dysomma anguillare    S ,LC020896.1
 Dysomma anguillare ,MK189460.1
 Dysomma anguillare ,MK574146.1
 Ebinania brephocephala    S ,AB974522.1
 Ebinania brephocephala    S ,LC193154.1
 Ebinania vermiculata    S ,LC036771.1
 Ebinania vermiculata  s  S ,LC126215.1
 Ebinania vermiculata CBMZF  s  S ,LC340109.2
 Ebosia bleekeri    S ,LC026734.1
 Ebosia falcata    S ,LC026735.1
 Echelus myrus ,DQ645651.1
 Echelus uropterus  PKU ,HQ185623.1
 Echelus uropterus  PKU  ,JQ178218.1
 Echelus uropterus    S ,LC020899.1
 Echelus uropterus  E ,MF539642.1
 Echelus uropterus  E ,MF539643.1
 Echelus uropterus  E ,MF539644.1
 Echelus uropterus  E ,MF539645.1
 Echelus uropterus  KIP ,MF539646.1
 Echelus uropterus KAUMI    S ,LC499124.1
 Echeneis naucrates ,AY141389.1
 Echeneis naucrates ,DQ533194.1
 Echeneis naucrates ,FJ374793.1
 Echeneis naucrates ,KF021242.1
 Echeneis naucrates  ,AB355905.1
 Echeneis naucrates ,NC_022508.1
 Echeneis naucrates  WU  ,KF561848.1
 Echeneis naucrates  WU  ,KF561849.1
 Echeneis naucrates  WU  ,KF561850.1
 Echeneis naucrates  WU  ,KF561851.1
 Echeneis naucrates  WU  ,KF561852.1
 Echeneis naucrates    S ,AB969989.1
 Echeneis naucrates    S ,AB974595.1
 Echeneis naucrates  dki ,MH049059.1
 Echeneis naucrates ,NC_042524.1
  Echeneis naucrates Era like S   eral,XM_029519376.1
  Echeneis naucrates Era like S   eral,XM_029519377.1
 Echeneis neucratoides ,FJ374790.1
 Echidna leucotaenia     ,MZ598422.1
 Echidna nebulosa S  subunit ,JX242914.1
 Echidna nebulosa    S ,LC020883.1
 Echidna nebulosa     ,MZ598380.1
 Echidna nebulosa ,OQ396766.1
 Echidna nebulosa ,NC_073012.1
 Echidna polyzona S  subunit ,JX242915.1
 Echidna polyzona KAUMI    S ,LC499115.1
 Echidna polyzona     ,MZ598381.1
 Echidna polyzona ,OQ675584.1
 Echidna polyzona ,NC_079679.1
 Echidna rhodochilus URMJPN>P  ,AP019351.1
 Echidna xanthospilos  MEX ,AF417311.1
 Echiichthys vipera ,KJ433963.1
 Echiichthys vipera  DM ,MT410919.1
 Echiichthys vipera  DM ,NC_052763.1
 Echinorhinus cookei    S ,LC146082.1
 Echiodon drummondii ,KU681344.1
 Epunctifer  S  ,X99186.1
 Economidichthys pygmaeus   S  ,AJ616820.1
 Economidichthys pygmaeus   ,GQ398131.1
 Economidichthys pygmaeus  KSp ,JN388369.1
 Economidichthys pygmaeus  KSpA ,JN388370.1
 Economidichthys pygmaeus  KSpD ,JN388371.1
 Economidichthys pygmaeus  KPu ,JN388373.1
 Economidichthys pygmaeus  Tri ,JN388376.1
 Economidichthys pygmaeus  ESLA ,JN388378.1
 Economidichthys pygmaeus  ESLB ,JN388379.1
 Economidichthys pygmaeus  Ara ,JN388381.1
 Economidichthys pygmaeus  Chi ,JN388383.1
 Economidichthys pygmaeus  Ast ,JN388385.1
 Economidichthys pygmaeus  Vly ,JN388387.1
 Economidichthys pygmaeus  NMBE  ,KF415350.1
 Economidichthys trichonis  MyrB ,JN388364.1
 Economidichthys trichonis  MyrCED ,JN388366.1
 Ecsenius bicolor ,DQ533195.1
 Ecsenius bicolor   Ebicolor ,KP013109.1
 Ecsenius bicolor   Ebicolor ,NC_028295.1
 Ecsenius bicolor    S ,LC104705.1
 Ecsenius bicolor   ,MH049115.1
 Ecsenius lineatus KAUMI    S ,LC499347.1
 Ecsenius lineatus NSMTP    S ,LC579181.1
 Ecsenius midas    S ,LC146289.1
 Ecsenius midas  MOH   ,MZ598108.1
 Ecsenius nalolo ,U90394.1
 Ecsenius namiyei    S ,LC104702.1
 Ecsenius oculus    S ,LC069726.1
 Ecsenius yaeyamaensis    S ,LC104701.1
 Ectreposebastes imus    S ,LC026613.1
 Ectreposebastes  CBMZF    S ,LC091890.1
 Ehirava fluviatilis  ,AP011588.1
 Ehirava fluviatilis  ,NC_016717.1
 Eigenmannia cf virescens  Eigenmannia cf virescens  ,AF072143.1
 Eigenmannia cf virescens  Eigenmannia cf virescens  ,AF072144.1
 Eigenmannia cf virescens  Eigenmannia cf virescens  ,AF072145.1
 Eigenmannia cf virescens  Eigenmannia cf virescens  ,AF072146.1
 Eigenmannia cf virescens  Eigenmannia cf virescens  ,AF072157.1
 Eigenmannia cf virescens  Eigenmannia cf virescens  ,AF072158.1
 Eigenmannia cf virescens  Eigenmannia cf virescens  ,AF072159.1
 Eigenmannia cf virescens  Eigenmannia cf virescens  ,AF072160.1
 Eigenmannia humboldtii ,AF072147.1
 Eigenmannia humboldtii ,AF072161.1
 Eigenmannia humboldtii ,MH263668.1
 Eigenmannia limbata ,MH263669.1
 Eigenmannia   ,U15269.1
 Eigenmannia  ,AF072148.1
 Eigenmannia  ,AF072162.1
 Eigenmannia  CBMZF  ,AB054131.1
 Eigenmannia virescens  LGC   ,MG755542.1
 Eigenmannia virescens  LGC   ,MG755543.1
 Eigenmannia virescens  LGC   ,MG755544.1
 Eirmotus octozona  ,AP011367.1
 Elacatinus chancei  GO ,AF491069.1
 Elacatinus evelynae  GO ,AF491070.1
 Elacatinus figaro  GO ,AF491071.1
 Elacatinus genie  GO ,AF491072.1
 Elacatinus horsti  GO ,AF491073.1
 Elacatinus horsti    S ,LC049799.1
 Elacatinus louisae  GO ,AF491074.1
 Elacatinus louisae  GO ,AF491075.1
 Elacatinus oceanops  GO ,AF491076.1
 Elacatinus oceanops    S ,LC340252.1
 Elacatinus prochilos  GO ,AF491077.1
 Elacatinus puncticulatus  GO ,AF491078.1
 Elacatinus puncticulatus  A ,MK902879.1
 Elacatinus puncticulatus  A ,MK902886.1
 Elacatinus  GO ,AF491079.1
 Elacatinus xanthiprora  GO ,AF491080.1
 Elachocharax pulcher CBMZF  s  S ,LC036707.2
 Elagatis bipinnulatus  SCSEbi ,KP677573.1
 Elagatis bipinnulata    S ,AB969993.1
 Elagatis bipinnulata    S ,LC037006.1
 Elagatis bipinnulata ,KT824759.1
 Elagatis bipinnulata ,NC_029880.1
 Elagatis bipinnulata CBMZF     S ,LC421688.1
 Elagatis bipinnulata     ,MZ598398.1
 Elagatis bipinnulata     ,OP537860.1
 Elassodiscus caudatus    S ,LC049927.1
 Elassodiscus tremebundus    S ,LC049918.1
 Elassoma alabamae  AL ,AF302289.1
 Elassoma alabamae  AL ,AF302290.1
 Elassoma alabamae ,OP690159.1
 Elassoma alabamae ,NC_072173.1
 Elassoma boehlkei  BO ,AF302301.1
 Elassoma boehlkei  BO ,AF302302.1
