accession,found_taxa,common_name,rank,taxa_verbatim,taxonomy_search,hybrid,worms_sciname,worms_aphiaid,original_aphiaid,status,unacceptreason,valid_authority,kingdom,phylum,class,order,family,genus,freshwater_only,terrestrial_only,n_dups
NC_083077,Gadomus longifilis,NA,species,Gadomus longifilis,Gadomus longifilis,NA,Gadomus longifilis,126471,126471,accepted,NA,"(Goode & Bean, 1885)",Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Gadomus,0,0,1
NC_083076,Hypoplectrus floridae,NA,species,Hypoplectrus floridae,Hypoplectrus floridae,NA,Hypoplectrus floridae,712604,712604,accepted,NA,"Victor, 2012",Animalia,Chordata,Teleostei,Perciformes,Serranidae,Hypoplectrus,0,0,1
NC_083075,Hypoplectrus puella,NA,species,Hypoplectrus puella,Hypoplectrus puella,NA,Hypoplectrus puella,281120,281120,accepted,NA,"(Cuvier, 1828)",Animalia,Chordata,Teleostei,Perciformes,Serranidae,Hypoplectrus,0,0,1
NC_083074,Hypoplectrus unicolor,NA,species,Hypoplectrus unicolor,Hypoplectrus unicolor,NA,Hypoplectrus unicolor,281121,281121,accepted,NA,"(Walbaum, 1792)",Animalia,Chordata,Teleostei,Perciformes,Serranidae,Hypoplectrus,0,0,1
NC_083073,Lepophidium profundorum,NA,species,Lepophidium profundorum,Lepophidium profundorum,NA,Lepophidium profundorum,158762,158762,accepted,NA,"(Gill, 1863)",Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Lepophidium,0,0,1
NC_083072,Sudis atrox,NA,species,Sudis atrox,Sudis atrox,NA,Sudis atrox,158752,158752,accepted,NA,"Rofen, 1963",Animalia,Chordata,Teleostei,Aulopiformes,Paralepididae,Sudis,0,0,1
NC_083070,Monopenchelys acuta,NA,species,Monopenchelys acuta,Monopenchelys acuta,NA,Monopenchelys acuta,277933,277933,accepted,NA,"(Parr, 1930)",Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Monopenchelys,0,0,1
NC_083069,Plectroglyphidodon fasciolatus,NA,species,Plectroglyphidodon fasciolatus,Plectroglyphidodon fasciolatus,NA,Plectroglyphidodon fasciolatus,1592381,1592381,accepted,NA,"(Ogilby, 1889)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Plectroglyphidodon,0,0,1
NC_083068,Stemonosudis rothschildi,NA,species,Stemonosudis rothschildi,Stemonosudis rothschildi,NA,Stemonosudis rothschildi,158751,158751,accepted,NA,"Richards, 1967",Animalia,Chordata,Teleostei,Aulopiformes,Paralepididae,Stemonosudis,0,0,1
NC_083067,Blenniella gibbifrons,NA,species,Blenniella gibbifrons,Blenniella gibbifrons,NA,Blenniella gibbifrons,219251,219251,accepted,NA,"(Quoy & Gaimard, 1824)",Animalia,Chordata,Teleostei,Blenniiformes,Blenniidae,Blenniella,0,0,1
NC_083066,Amblycirrhitus pinos,NA,species,Amblycirrhitus pinos,Amblycirrhitus pinos,NA,Amblycirrhitus pinos,277569,277569,accepted,NA,"(Mowbray, 1927)",Animalia,Chordata,Teleostei,Centrarchiformes,Cirrhitidae,Amblycirrhitus,0,0,1
NC_083065,Pseudogramma paucilepis,NA,species,Pseudogramma paucilepis,Pseudogramma paucilepis,NA,Pseudogramma paucilepis,1385045,1385045,accepted,NA,"Williams & Viviani, 2016",Animalia,Chordata,Teleostei,Perciformes,Serranidae,Pseudogramma,0,0,1
NC_083064,Cirripectes polyzona,NA,species,Cirripectes polyzona,Cirripectes polyzona,NA,Cirripectes polyzona,219262,219262,accepted,NA,"(Bleeker, 1868)",Animalia,Chordata,Teleostei,Blenniiformes,Blenniidae,Cirripectes,0,0,1
NC_083063,Pycnochromis acares,NA,species,Chromis acares,Chromis acares,NA,Pycnochromis acares,1595014,273706,unaccepted,NA,"(Randall & Swerdloff, 1973)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chromis,0,0,1
NC_083062,Gymnothorax monostigma,NA,species,Gymnothorax monostigma,Gymnothorax monostigma,NA,Gymnothorax monostigma,271855,271855,accepted,NA,"(Regan, 1909)",Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Gymnothorax,0,0,1
NC_083061,Albatrossia pectoralis,NA,species,Albatrossia pectoralis,Albatrossia pectoralis,NA,Albatrossia pectoralis,236135,236135,accepted,NA,"(Gilbert, 1892)",Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Albatrossia,0,0,1
NC_083060,Fundulus pulvereus,NA,species,Fundulus pulvereus,Fundulus pulvereus,NA,Fundulus pulvereus,276033,276033,accepted,NA,"(Evermann, 1892)",Animalia,Chordata,Teleostei,Cyprinodontiformes,Fundulidae,Fundulus,0,0,1
NC_083059,Starksia nanodes,NA,species,Starksia nanodes,Starksia nanodes,NA,Starksia nanodes,276379,276379,accepted,NA,"Böhlke & Springer, 1961",Animalia,Chordata,Teleostei,Blenniiformes,Labrisomidae,Starksia,0,0,1
NC_083058,Stegastes adustus,NA,species,Stegastes adustus,Stegastes adustus,NA,Stegastes adustus,276659,276659,accepted,NA,"(Troschel, 1865)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes,0,0,1
NC_083057,Stegastes leucostictus,NA,species,Stegastes leucostictus,Stegastes leucostictus,NA,Stegastes leucostictus,159291,159291,accepted,NA,"(Müller & Troschel, 1848)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes,0,0,1
NC_083056,Hypleurochilus springeri,NA,species,Hypleurochilus springeri,Hypleurochilus springeri,NA,Hypleurochilus springeri,276318,276318,accepted,NA,"Randall, 1966",Animalia,Chordata,Teleostei,Blenniiformes,Blenniidae,Hypleurochilus,0,0,1
NC_083055,Centropristis striata,NA,species,Centropristis striata,Centropristis striata,NA,Centropristis striata,159348,159348,accepted,NA,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Perciformes,Serranidae,Centropristis,0,0,1
NC_083054,Scorpaena agassizii,NA,species,Scorpaena agassizii,Scorpaena agassizii,NA,Scorpaena agassizii,159560,159560,accepted,NA,"Goode & Bean, 1896",Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaena,0,0,1
NC_083053,Tomicodon cryptus,NA,species,Tomicodon cryptus,Tomicodon cryptus,NA,Tomicodon cryptus,282991,282991,accepted,NA,"Williams & Tyler, 2003",Animalia,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,Tomicodon,0,0,1
NC_083052,Serranus notospilus,NA,species,Serranus notospilus,Serranus notospilus,NA,Serranus notospilus,273901,273901,accepted,NA,"Longley, 1935",Animalia,Chordata,Teleostei,Perciformes,Serranidae,Serranus,0,0,1
NC_083051,Stathmonotus gymnodermis,NA,species,Stathmonotus gymnodermis,Stathmonotus gymnodermis,NA,Stathmonotus gymnodermis,282870,282870,accepted,NA,"Springer, 1955",Animalia,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Stathmonotus,0,0,1
NC_083050,Citharichthys stigmaeus,NA,species,Citharichthys stigmaeus,Citharichthys stigmaeus,NA,Citharichthys stigmaeus,275696,275696,accepted,NA,"Jordan & Gilbert, 1882",Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0,0,1
NC_083049,Eopsetta jordani,NA,species,Eopsetta jordani,Eopsetta jordani,NA,Eopsetta jordani,280690,280690,accepted,NA,"(Lockington, 1879)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Eopsetta,0,0,1
NC_083048,Antimora microlepis,NA,species,Antimora microlepis,Antimora microlepis,NA,Antimora microlepis,272460,272460,accepted,NA,"Bean, 1890",Animalia,Chordata,Teleostei,Gadiformes,Moridae,Antimora,0,0,1
NC_083047,Sebastes polyspinis,NA,species,Sebastes polyspinis,Sebastes polyspinis,NA,Sebastes polyspinis,274837,274837,accepted,NA,"(Taranetz & Moiseev, 1933)",Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0,0,1
NC_083045,Pleuronichthys coenosus,NA,species,Pleuronichthys coenosus,Pleuronichthys coenosus,NA,Pleuronichthys coenosus,282290,282290,accepted,NA,"Girard, 1854",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronichthys,0,0,1
NC_083044,Anthias woodsi,NA,species,Anthias woodsi,Anthias woodsi,NA,Anthias woodsi,273831,273831,accepted,NA,"Anderson & Heemstra, 1980",Animalia,Chordata,Teleostei,Perciformes,Serranidae,Anthias,0,0,1
NC_083043,Naucrates ductor,NA,species,Naucrates ductor,Naucrates ductor,NA,Naucrates ductor,126811,126811,accepted,NA,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Naucrates,0,0,1
NC_083042,Pontinus rathbuni,NA,species,Pontinus rathbuni,Pontinus rathbuni,NA,Pontinus rathbuni,159556,159556,accepted,NA,"Goode & Bean, 1896",Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pontinus,0,0,1
NC_083041,Bathyanthias cubensis,NA,species,Bathyanthias cubensis,Bathyanthias cubensis,NA,Bathyanthias cubensis,279867,279867,accepted,NA,"(Schultz, 1958)",Animalia,Chordata,Teleostei,Perciformes,Serranidae,Bathyanthias,0,0,1
NC_083040,Pontinus longispinis,NA,species,Pontinus longispinis,Pontinus longispinis,NA,Pontinus longispinis,159555,159555,accepted,NA,"Goode & Bean, 1896",Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pontinus,0,0,1
NC_083039,Bembrops anatirostris,NA,species,Bembrops anatirostris,Bembrops anatirostris,NA,Bembrops anatirostris,159842,159842,accepted,NA,"Ginsburg, 1955",Animalia,Chordata,Teleostei,Perciformes,Bembropidae,Bembrops,0,0,1
NC_083038,Citharichthys arctifrons,NA,species,Citharichthys arctifrons,Citharichthys arctifrons,NA,Citharichthys arctifrons,158791,158791,accepted,NA,"Goode, 1880",Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0,0,1
NC_083037,Prionotus carolinus,NA,species,Prionotus carolinus,Prionotus carolinus,NA,Prionotus carolinus,159571,159571,accepted,NA,"(Linnaeus, 1771)",Animalia,Chordata,Teleostei,Perciformes,Triglidae,Prionotus,0,0,1
NC_083036,Symphurus plagiusa,NA,species,Symphurus plagiusa,Symphurus plagiusa,NA,Symphurus plagiusa,159363,159363,accepted,NA,"(Linnaeus, 1766)",Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,0,0,1
NC_083035,Argentina striata,NA,species,Argentina striata,Argentina striata,NA,Argentina striata,158718,158718,accepted,NA,"Goode & Bean, 1896",Animalia,Chordata,Teleostei,Argentiniformes,Argentinidae,Argentina,0,0,1
NC_083034,Kathetostoma albigutta,NA,species,Kathetostoma albigutta,Kathetostoma albigutta,NA,Kathetostoma albigutta,159255,159255,accepted,NA,"Bean, 1892",Animalia,Chordata,Teleostei,Perciformes,Uranoscopidae,Kathetostoma,0,0,1
NC_083033,Bellator egretta,NA,species,Bellator egretta,Bellator egretta,NA,Bellator egretta,276272,276272,accepted,NA,"(Goode & Bean, 1896)",Animalia,Chordata,Teleostei,Perciformes,Triglidae,Bellator,0,0,1
NC_083032,Saurida brasiliensis,NA,species,Saurida brasiliensis,Saurida brasiliensis,NA,Saurida brasiliensis,158756,158756,accepted,NA,"Norman, 1935",Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Saurida,0,0,1
NC_083031,Paralichthys albigutta,NA,species,Paralichthys albigutta,Paralichthys albigutta,NA,Paralichthys albigutta,158825,158825,accepted,NA,"Jordan & Gilbert, 1882",Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,0,0,1
NC_083030,Ancylopsetta quadrocellata,NA,species,Ancylopsetta ommata,Ancylopsetta ommata,NA,Ancylopsetta quadrocellata,308768,159273,unaccepted,NA,"Gill, 1864",Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Ancylopsetta,0,0,1
NC_083029,Fistularia tabacaria,NA,species,Fistularia tabacaria,Fistularia tabacaria,NA,Fistularia tabacaria,159440,159440,accepted,NA,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Syngnathiformes,Fistulariidae,Fistularia,0,0,1
NC_083027,Trachinocephalus myops,NA,species,Trachinocephalus myops,Trachinocephalus myops,NA,Trachinocephalus myops,158884,158884,accepted,NA,"(Forster, 1801)",Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Trachinocephalus,0,0,1
NC_083026,Synodus foetens,NA,species,Synodus foetens,Synodus foetens,NA,Synodus foetens,158758,158758,accepted,NA,"(Linnaeus, 1766)",Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Synodus,0,0,1
NC_083025,Nealotus tripes,NA,species,Nealotus tripes,Nealotus tripes,NA,Nealotus tripes,126864,126864,accepted,NA,"Johnson, 1865",Animalia,Chordata,Teleostei,Scombriformes,Gempylidae,Nealotus,0,0,1
NC_083024,Prionotus evolans,NA,species,Prionotus evolans,Prionotus evolans,NA,Prionotus evolans,159572,159572,accepted,NA,"(Linnaeus, 1766)",Animalia,Chordata,Teleostei,Perciformes,Triglidae,Prionotus,0,0,1
NC_083023,Ariomma melana,NA,species,Ariomma melanum,Ariomma melanum,NA,Ariomma melana,403239,159593,unaccepted,NA,"(Ginsburg, 1954)",Animalia,Chordata,Teleostei,Scombriformes,Ariommatidae,Ariomma,0,0,1
NC_083022,Ariomma bondi,NA,species,Ariomma bondi,Ariomma bondi,NA,Ariomma bondi,159592,159592,accepted,NA,"Fowler, 1930",Animalia,Chordata,Teleostei,Scombriformes,Ariommatidae,Ariomma,0,0,1
NC_083021,Chasmodes bosquianus,NA,species,Chasmodes bosquianus,Chasmodes bosquianus,NA,Chasmodes bosquianus,159598,159598,accepted,NA,"(Lacepède, 1800)",Animalia,Chordata,Teleostei,Blenniiformes,Blenniidae,Chasmodes,0,0,1
NC_083020,Menticirrhus littoralis,NA,species,Menticirrhus littoralis,Menticirrhus littoralis,NA,Menticirrhus littoralis,159327,159327,accepted,NA,"(Holbrook, 1847)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Menticirrhus,0,0,1
NC_083019,Fundulus luciae,NA,species,Fundulus luciae,Fundulus luciae,NA,Fundulus luciae,159307,159307,accepted,NA,"(Baird, 1855)",Animalia,Chordata,Teleostei,Cyprinodontiformes,Fundulidae,Fundulus,0,0,1
NC_083018,Ctenogobius saepepallens,NA,species,Ctenogobius saepepallens,Ctenogobius saepepallens,NA,Ctenogobius saepepallens,276488,276488,accepted,NA,"(Gilbert & Randall, 1968)",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Ctenogobius,0,0,1
NC_083017,Entomacrodus strasburgi,NA,species,Entomacrodus strasburgi,Entomacrodus strasburgi,NA,Entomacrodus strasburgi,277254,277254,accepted,NA,"Springer, 1967",Animalia,Chordata,Teleostei,Blenniiformes,Blenniidae,Entomacrodus,0,0,1
NC_083016,Xenoconger fryeri,NA,species,Xenoconger fryeri,Xenoconger fryeri,NA,Xenoconger fryeri,221385,221385,accepted,NA,"Regan, 1912",Animalia,Chordata,Teleostei,Anguilliformes,Chlopsidae,Xenoconger,0,0,1
NC_083015,Gymnothorax kolpos,NA,species,Gymnothorax kolpos,Gymnothorax kolpos,NA,Gymnothorax kolpos,271844,271844,accepted,NA,"Böhlke & Böhlke, 1980",Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Gymnothorax,0,0,1
NC_083014,Citharichthys cornutus,NA,species,Citharichthys cornutus,Citharichthys cornutus,NA,Citharichthys cornutus,158792,158792,accepted,NA,"(Günther, 1880)",Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0,0,1
NC_083013,Hollardia hollardi,NA,species,Hollardia hollardi,Hollardia hollardi,NA,Hollardia hollardi,281084,281084,accepted,NA,"Poey, 1861",Animalia,Chordata,Teleostei,Tetraodontiformes,Triacanthodidae,Hollardia,0,0,1
NC_083012,Trachonurus sulcatus,NA,species,Trachonurus sulcatus,Trachonurus sulcatus,NA,Trachonurus sulcatus,158745,158745,accepted,NA,"(Goode & Bean, 1885)",Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Trachonurus,0,0,1
NC_083011,Coryphaenoides alateralis,NA,species,Coryphaenoides alateralis,Coryphaenoides alateralis,NA,Coryphaenoides alateralis,158951,158951,accepted,NA,"Marshall & Iwamoto, 1973",Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,0,0,1
NC_083010,Brotula barbata,NA,species,Brotula barbata,Brotula barbata,NA,Brotula barbata,159067,159067,accepted,NA,"(Bloch & Schneider, 1801)",Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Brotula,0,0,1
NC_083009,Gastropsetta frontalis,NA,species,Gastropsetta frontalis,Gastropsetta frontalis,NA,Gastropsetta frontalis,158820,158820,accepted,NA,"Bean, 1895",Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Gastropsetta,0,0,1
NC_083008,Upeneus parvus,NA,species,Upeneus parvus,Upeneus parvus,NA,Upeneus parvus,159422,159422,accepted,NA,"Poey, 1852",Animalia,Chordata,Teleostei,Mulliformes,Mullidae,Upeneus,0,0,1
NC_083007,Xenolepidichthys dalgleishi,NA,species,Xenolepidichthys dalgleishi,Xenolepidichthys dalgleishi,NA,Xenolepidichthys dalgleishi,159432,159432,accepted,NA,"Gilchrist, 1922",Animalia,Chordata,Teleostei,Zeiformes,Grammicolepididae,Xenolepidichthys,0,0,1
NC_083006,Stephanoberyx monae,NA,species,Stephanoberyx monae,Stephanoberyx monae,NA,Stephanoberyx monae,159341,159341,accepted,NA,"Gill, 1883",Animalia,Chordata,Teleostei,Beryciformes,Stephanoberycidae,Stephanoberyx,0,0,1
NC_083005,Synodus poeyi,NA,species,Synodus poeyi,Synodus poeyi,NA,Synodus poeyi,158760,158760,accepted,NA,"Jordan, 1887",Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Synodus,0,0,1
NC_083004,Pontinus nematophthalmus,NA,species,Pontinus nematophthalmus,Pontinus nematophthalmus,NA,Pontinus nematophthalmus,274690,274690,accepted,NA,"(Günther, 1860)",Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pontinus,0,0,1
NC_083003,Eques lanceolatus,NA,species,Equetus lanceolatus,Equetus lanceolatus,NA,Eques lanceolatus,1389965,159315,unaccepted,Superseded new combination,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Equetus,0,0,1
NC_083002,Physiculus nematopus,NA,species,Physiculus nematopus,Physiculus nematopus,NA,Physiculus nematopus,272504,272504,accepted,NA,"Gilbert, 1890",Animalia,Chordata,Teleostei,Gadiformes,Moridae,Physiculus,0,0,1
NC_083001,Zalieutes elater,NA,species,Zalieutes elater,Zalieutes elater,NA,Zalieutes elater,283203,283203,accepted,NA,"(Jordan & Gilbert, 1882)",Animalia,Chordata,Teleostei,Lophiiformes,Ogcocephalidae,Zalieutes,0,0,1
NC_083000,Ogcocephalus parvus,NA,species,Ogcocephalus parvus,Ogcocephalus parvus,NA,Ogcocephalus parvus,159193,159193,accepted,NA,"Longley & Hildebrand, 1940",Animalia,Chordata,Teleostei,Lophiiformes,Ogcocephalidae,Ogcocephalus,0,0,1
NC_082999,Rhinoptera bonasus,NA,species,Rhinoptera bonasus,Rhinoptera bonasus,NA,Rhinoptera bonasus,158544,158544,accepted,NA,"(Mitchill, 1815)",Animalia,Chordata,Elasmobranchii,Myliobatiformes,Rhinopteridae,Rhinoptera,0,0,1
NC_082998,Gephyroberyx darwinii,NA,species,Gephyroberyx darwinii,Gephyroberyx darwinii,NA,Gephyroberyx darwinii,126401,126401,accepted,NA,"(Johnson, 1866)",Animalia,Chordata,Teleostei,Trachichthyiformes,Trachichthyidae,Gephyroberyx,0,0,1
NC_082997,Priacanthus arenatus,NA,species,Priacanthus arenatus,Priacanthus arenatus,NA,Priacanthus arenatus,127005,127005,accepted,NA,"Cuvier, 1829",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Priacanthus,0,0,1
NC_082996,Aulopus filamentosus,NA,species,Aulopus filamentosus,Aulopus filamentosus,NA,Aulopus filamentosus,126335,126335,accepted,NA,"(Bloch, 1792)",Animalia,Chordata,Teleostei,Aulopiformes,Aulopidae,Aulopus,0,0,1
NC_082995,Coelorinchus caelorhincus,NA,species,Coelorinchus caelorhincus,Coelorinchus caelorhincus,NA,Coelorinchus caelorhincus,398381,398381,accepted,NA,"(Risso, 1810)",Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coelorinchus,0,0,1
NC_082994,Astrapogon stellatus,NA,species,Astrapogon stellatus,Astrapogon stellatus,NA,Astrapogon stellatus,279774,279774,accepted,NA,"(Cope, 1867)",Animalia,Chordata,Teleostei,Kurtiformes,Apogonidae,Astrapogon,0,0,1
NC_082993,Hyporhamphus meeki,NA,species,Hyporhamphus meeki,Hyporhamphus meeki,NA,Hyporhamphus meeki,159280,159280,accepted,NA,"Banford & Collette, 1993",Animalia,Chordata,Teleostei,Beloniformes,Hemiramphidae,Hyporhamphus,0,0,1
NC_082992,Albula vulpes,NA,species,Albula vulpes,Albula vulpes,NA,Albula vulpes,212256,212256,accepted,NA,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Albuliformes,Albulidae,Albula,0,0,1
NC_082991,Calamus penna,NA,species,Calamus penna,Calamus penna,NA,Calamus penna,159245,159245,accepted,NA,"(Valenciennes, 1830)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Calamus,0,0,1
NC_082990,Diplodus holbrookii,NA,species,Diplodus holbrookii,Diplodus holbrookii,NA,Diplodus holbrookii,273972,273972,accepted,NA,"(Bean, 1878)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Diplodus,0,0,1
NC_082988,Nemipterus balinensoides,NA,species,Nemipterus balinensoides,Nemipterus balinensoides,NA,Nemipterus balinensoides,278119,278119,accepted,NA,"(Popta, 1918)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Nemipteridae,Nemipterus,0,0,1
NC_082987,Coryphaenoides armatus,NA,species,Coryphaenoides armatus,Coryphaenoides armatus,NA,Coryphaenoides armatus,158952,158952,accepted,NA,"(Hector, 1875)",Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,0,0,1
NC_082986,Astronesthes nigroides,NA,species,Astronesthes nigroides,Astronesthes nigroides,NA,Astronesthes nigroides,275033,275033,accepted,NA,"Gibbs & Aron, 1960",Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Astronesthes,0,0,1
NC_082985,Gigantura indica,NA,species,Gigantura indica,Gigantura indica,NA,Gigantura indica,158858,158858,accepted,NA,"Brauer, 1901",Animalia,Chordata,Teleostei,Aulopiformes,Giganturidae,Gigantura,0,0,1
NC_082973,Thamnaconus multilineatus,NA,species,Thamnaconus multilineatus,Thamnaconus multilineatus,NA,Thamnaconus multilineatus,713842,713842,accepted,NA,"(Tanaka, 1918)",Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Thamnaconus,0,0,1
NC_082942,Fluvitrygon signifer,NA,species,Fluvitrygon signifer,Fluvitrygon signifer,NA,Fluvitrygon signifer,1524177,1524177,accepted,NA,"(Compagno & Roberts, 1982)",Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Fluvitrygon,0,0,1
NC_082940,Cottus pollux,NA,species,Cottus pollux,Cottus pollux,NA,Cottus pollux,1020436,1020436,accepted,NA,"Günther, 1873",Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus,1,0,1
NC_082939,Syngnathus temminckii,NA,species,Syngnathus temminckii,Syngnathus temminckii,NA,Syngnathus temminckii,306936,306936,accepted,NA,"Kaup, 1856",Animalia,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,0,0,1
NC_082853,Nansenia crassa,NA,species,Nansenia crassa,Nansenia crassa,NA,Nansenia crassa,272927,272927,accepted,NA,"Lavenberg, 1965",Animalia,Chordata,Teleostei,Argentiniformes,Microstomatidae,Nansenia,0,0,1
