accession,taxonomy
NC_024746,root;Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Pterois;Pterois_miles
NC_024739,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_dzungaricus
NC_024737,root;Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;;Paraneetroplus_synspilus_x_Amphilophus_citrinellus
NC_024729,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Metzia;Metzia_longinasus
NC_024674,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Brachymystax;Brachymystax_tumensis
NC_024672,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Sisoridae;Glyptothorax;Glyptothorax_sinensis
NC_024645,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;;;Culter_alburnus_x_Ancherythroculter_nigrocauda
NC_024634,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Ladislavia;Ladislavia_taczanowskii
NC_024623,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;;;Megalobrama_amblycephala_x_Ancherythroculter_nigrocauda
NC_024621,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Schizothorax;Schizothorax_chongi
NC_024611,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Nemacheilidae;Triplophysa;Triplophysa_siluroides
NC_024610,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Solea;Solea_ovata
NC_024606,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Balitoridae;Jinshaia;Jinshaia_abbreviata
NC_024599,root;Eukaryota;Chordata;Chondrichthyes;Rajiformes;Arhynchobatidae;Pavoraja;Pavoraja_nitida
NC_024598,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Balitoridae;Jinshaia;Jinshaia_sinensis
NC_024597,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Nemacheilidae;Triplophysa;Triplophysa_anterodorsalis
NC_024596,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_plumbeus
NC_024588,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Pseudogyrinocheilus;Pseudogyrinocheilus_prochilus
NC_024585,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus_curilus
NC_024580,root;Eukaryota;Chordata;Actinopteri;Ephippiformes;Ephippidae;Platax;Platax_teira
NC_024578,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Discogobio;Discogobio_tetrabarbatus
NC_024574,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Xenophysogobio;Xenophysogobio_boulengeri
NC_024573,root;Eukaryota;Chordata;Actinopteri;;Sciaenidae;Protonibea;Protonibea_diacanthus
NC_024572,root;Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus_johnii
NC_024561,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Squalidus;Squalidus_gracilis
NC_024556,root;Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus_maruadsi
NC_024540,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Rhinogobio;Rhinogobio_cylindricus
NC_024537,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Ptychobarbus;Ptychobarbus_dipogon
NC_024536,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus_barbouri
NC_024534,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Balitoridae;Sinogastromyzon;Sinogastromyzon_sichangensis
NC_024530,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus_ingens
NC_024527,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Hemibarbus;Hemibarbus_medius
NC_021768,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Glyphis;Glyphis_glyphis
NC_024434,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Sisoridae;Pareuchiloglanis;Pareuchiloglanis_sinensis
NC_024433,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca_undulata
NC_024432,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca_roulei
NC_024430,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Paracanthobrama;Paracanthobrama_guichenoti
NC_024423,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Rhinogobio;Rhinogobio_typus
NC_024422,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Megalobrama;Megalobrama_skolkovii
NC_024294,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Ptychidio;Ptychidio_jordani
NC_024285,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Aseraggodes;Aseraggodes_kobensis
NC_024284,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_melanopterus
NC_024279,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Pseudobagrus;Pseudobagrus_emarginatus
NC_024278,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Hemibagrus;Hemibagrus_wyckioides
NC_024277,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Chanodichthys;Chanodichthys_recurviceps
NC_024274,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Barbonymus;Barbonymus_schwanefeldii
NC_024269,root;Eukaryota;Chordata;Chondrichthyes;Lamniformes;Alopiidae;Lamna;Lamna_ditropis
NC_024263,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Samaridae;Samariscus;Samariscus_latus
NC_024236,root;Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Sparus;Sparus_aurata
NC_024199,root;Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Takifugu;Takifugu_flavidus
NC_024197,root;Eukaryota;Chordata;Actinopteri;;Malacanthidae;Hoplolatilus;Hoplolatilus_cuniculus
NC_024195,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Synchiropus;Synchiropus_splendidus
NC_024194,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Callionymus;Callionymus_enneactis
NC_024193,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Neosynchiropus;Neosynchiropus_moyeri
NC_024189,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Dactylopteridae;Dactyloptena;Dactyloptena_orientalis
NC_024187,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Doryrhamphus;Doryrhamphus_japonicus
NC_024186,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Solenostomidae;Solenostomus;Solenostomus_paradoxus
NC_024185,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Draconettidae;Draconetta;Draconetta_xenica
NC_024183,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Culter;Culter_compressocorpus
NC_024163,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Platysmacheilus;Platysmacheilus_exiguus
NC_024110,root;Eukaryota;Chordata;Chondrichthyes;;Pristiophoridae;Pristiophorus;Pristiophorus_japonicus
NC_024109,root;Eukaryota;Chordata;Actinopteri;Osmeriformes;Salangidae;Protosalanx;Protosalanx_hyalocranius
NC_024108,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Grammistes;Grammistes_sexlineatus
NC_024102,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Gymnuridae;Gymnura;Gymnura_poecilura
NC_024101,root;Eukaryota;Chordata;Chondrichthyes;Lamniformes;Alopiidae;Isurus;Isurus_paucus
NC_024100,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Cephalopholis;Cephalopholis_sexmaculata
NC_024088,root;Eukaryota;Chordata;Actinopteri;;Siganidae;Siganus;Siganus_guttatus
NC_024086,root;Eukaryota;Chordata;Actinopteri;;Siganidae;Siganus;Siganus_puellus
NC_024055,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_acronotus
NC_024049,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Botiidae;Leptobotia;Leptobotia_microphthalma
NC_023505,root;Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Dipturus;Dipturus_kwangtungensis
NC_024044,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Stromateidae;Pampus;Pampus_chinensis
NC_024039,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus_tukula
NC_024026,root;Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachinotus;Trachinotus_blochii
NC_023954,root;Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Selar;Selar_crumenophthalmus
NC_023924,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Pangasiidae;Pangasius;Pangasius_pangasius
NC_023923,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Clariidae;Clarias;Clarias_batrachus
NC_023980,root;Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Saurida;Saurida_microlepis
NC_023979,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Schizopyge;Schizopyge_dolichonema
NC_023977,root;Eukaryota;Chordata;Actinopteri;Synbranchiformes;Mastacembelidae;Mastacembelus;Mastacembelus_armatus
NC_023976,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Hemibagrus;Hemibagrus_guttatus
NC_023975,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Belligobio;Belligobio_nummifer
NC_023973,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Pseudaesopia;Pseudaesopia_japonica
NC_023972,root;Eukaryota;Chordata;Actinopteri;Spariformes;Nemipteridae;Nemipterus;Nemipterus_japonicus
NC_023968,root;Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Carangoides;Carangoides_malabaricus
NC_023967,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Amphiprion;Amphiprion_clarkii
NC_023966,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Amphiprion;Amphiprion_percula
NC_023952,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Rexea;Rexea_solandri
NC_023951,root;Eukaryota;Chordata;Chondrichthyes;Rhinopristiformes;Rhinobatidae;Rhinobatos;Rhinobatos_schlegelii
NC_023948,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_amblyrhynchoides
NC_023947,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cobitidae;Cobitis;Cobitis_elongatoides
NC_023944,root;Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Dipturus;Dipturus_chilensis
NC_023941,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Clariidae;Clarias;Clarias_fuscus
NC_023837,root;Eukaryota;Chordata;Actinopteri;Acipenseriformes;Acipenseridae;Huso;Huso_dauricus
NC_023829,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Schizothorax;Schizothorax_prenanti
NC_023828,root;Eukaryota;Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius_litulon
NC_023827,root;Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Amphilophus;Amphilophus_citrinellus
NC_023826,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Amphiprion;Amphiprion_polymnus
NC_023824,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Nematalosa;Nematalosa_nasus
NC_023808,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Pastinachus;Pastinachus_ater
NC_023804,root;Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Thamnaconus;Thamnaconus_tessellatus
NC_023803,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cobitidae;Paramisgurnus;Paramisgurnus_dabryanus
NC_023802,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus_ujmonensis
NC_023797,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Metzia;Metzia_mesembrinum
NC_023793,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Gymnodiptychus;Gymnodiptychus_pachycheilus
NC_023786,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Parazacco;Parazacco_spilurus
NC_023781,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Abbottina;Abbottina_rivularis
NC_023769,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Achiridae;Trinectes;Trinectes_maculatus
NC_023768,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Achiridae;Achirus;Achirus_lineatus
NC_023539,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Liachirus;Liachirus_melanospilos
NC_023538,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia_grayii
NC_023534,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;;;Megalobrama_amblycephala_x_Parabramis_pekinensis
NC_023531,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Schizothorax;Schizothorax_plagiostomus
NC_023527,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Mustelus;Mustelus_griseus
NC_023526,root;Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Vieja;Vieja_melanura
NC_023525,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Urogymnus;Urogymnus_granulatus
NC_023524,root;Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Alepes;Alepes_kleinii
NC_023521,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_sorrah
NC_023520,root;Eukaryota;Chordata;Chondrichthyes;Lamniformes;Odontaspididae;Carcharias;Carcharias_taurus
NC_023475,root;Eukaryota;Chordata;Actinopteri;Perciformes;Hexagrammidae;Pleurogrammus;Pleurogrammus_monopterygius
NC_023473,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cobitidae;Cobitis;Cobitis_melanoleuca
NC_023472,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Sinocyclocheilus;Sinocyclocheilus_anophthalmus
NC_023470,root;Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Heterotilapia;Heterotilapia_buettikoferi
NC_023468,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Boleophthalmus;Boleophthalmus_boddarti
NC_023466,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Stromateidae;Pampus;Pampus_argenteus
NC_023456,root;Eukaryota;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes_inermis
NC_023448,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Rhombosoleidae;Peltorhamphus;Peltorhamphus_novaezeelandiae
NC_023447,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Rhombosoleidae;Colistium;Colistium_nudipinnis
NC_023446,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Cynoglossus;Cynoglossus_itinus
NC_023378,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Acrossocheilus;Acrossocheilus_fasciatus
NC_023376,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Rita;Rita_rita
NC_023366,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Schizothorax;Schizothorax_progastus
NC_023365,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Schizothorax;Schizothorax_labiatus
NC_023336,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Squalidus;Squalidus_argentatus
NC_023272,root;Eukaryota;Chordata;Cladistia;Polypteriformes;Polypteridae;Polypterus;Polypterus_palmas
NC_023269,root;Eukaryota;Chordata;Actinopteri;Esociformes;Esocidae;Esox;Esox_reichertii
NC_023267,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gastromyzontidae;Plesiomyzon;Plesiomyzon_baotingensis
NC_023266,root;Eukaryota;Chordata;Chondrichthyes;Lamniformes;Alopiidae;Cetorhinus;Cetorhinus_maximus
NC_023265,root;Eukaryota;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes_koreanus
NC_023258,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Stromateidae;Pampus;Pampus_echinogaster
NC_023231,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cyclocheilichthys;Cyclocheilichthys_enoplos
NC_023228,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Paraplagusia;Paraplagusia_blochii
NC_023227,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Paraplagusia;Paraplagusia_bilineata
NC_023226,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Cynoglossus;Cynoglossus_quadrilineatus
NC_023225,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Zebrias;Zebrias_quagga
NC_023224,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Cynoglossus;Cynoglossus_sinicus
NC_023223,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Mystus;Mystus_rhegma
NC_023222,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Hemibagrus;Hemibagrus_spilopterus
NC_023129,root;Eukaryota;Chordata;Actinopteri;Perciformes;Hexagrammidae;Pleurogrammus;Pleurogrammus_azonus
NC_023116,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Potamotrygonidae;Potamotrygon;Potamotrygon_motoro
NC_023106,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Mystacoleucus;Mystacoleucus_marginatus
NC_023105,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Zacco;Zacco_platypus
NC_023101,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Acheilognathidae;Acheilognathus;Acheilognathus_chankaensis
NC_022960,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Campylomormyrus;Campylomormyrus_compressirostris
NC_022956,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Labeo;Labeo_lineatus
NC_022955,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Labiobarbus;Labiobarbus_lineatus
NC_022954,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Labiobarbus;Labiobarbus_leptocheilus
NC_022953,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Garra;Garra_flavatra
NC_022952,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Thynnichthys;Thynnichthys_polylepis
NC_022951,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Osteochilus;Osteochilus_schlegelii
NC_022950,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Henicorhynchus;Henicorhynchus_lineatus
NC_022949,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Labeo;Labeo_cyclorhynchus
NC_022948,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Schismatorhynchos;Schismatorhynchos_nukta
NC_022947,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Labiobarbus;Labiobarbus_ocellatus
NC_022946,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Osteochilus;Osteochilus_nashii
NC_022945,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Labeo;Labeo_angra
NC_022944,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Garra;Garra_spilota
NC_022943,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Labeo;Labeo_pierrei
NC_022942,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Labeo;Labeo_chrysophekadion
NC_022941,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Garra;Garra_rufa
NC_022940,root;Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Pao;Pao_leiurus
NC_022934,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Sarcocheilichthys;Sarcocheilichthys_lacustris
NC_022931,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Gobiobotia;Gobiobotia_intermedia
NC_022930,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Romanogobio;Romanogobio_tenuicorpus
NC_022929,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Hemiculter;Hemiculter_leucisculus
NC_022923,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Amblycipitidae;Liobagrus;Liobagrus_marginatus
NC_022869,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Onychostoma;Onychostoma_rara
NC_022867,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Schizothorax;Schizothorax_esocinus
NC_022866,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Schizopyge;Schizopyge_niger
NC_022858,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Nemacheilidae;Barbatula;Barbatula_nuda
NC_022852,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Pseudobrama;Pseudobrama_simoni
NC_022845,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Saurogobio;Saurogobio_dabryi
NC_022844,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus_leucomaenis
NC_022841,root;Eukaryota;Chordata;Chondrichthyes;Rhinopristiformes;Rhinobatidae;Rhinobatos;Rhinobatos_hynnicephalus
NC_022838,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Sicyopterus;Sicyopterus_lagocephalus
NC_022837,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Aetobatus;Aetobatus_flagellum
NC_022822,root;Eukaryota;Chordata;Chondrichthyes;Lamniformes;Alopiidae;Alopias;Alopias_pelagicus
NC_022821,root;Eukaryota;Chordata;Chondrichthyes;Rhinopristiformes;Pristidae;Pristis;Pristis_clavata
NC_022818,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Odontobutidae;Odontobutis;Odontobutis_sinensis
NC_022735,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Pseudotriakidae;Pseudotriakis;Pseudotriakis_microdon
NC_022734,root;Eukaryota;Chordata;Chondrichthyes;Squaliformes;Somniosidae;Somniosus;Somniosus_pacificus
NC_022733,root;Eukaryota;Chordata;Chondrichthyes;Hexanchiformes;Hexanchidae;Hexanchus;Hexanchus_nakamurai
NC_022731,root;Eukaryota;Chordata;Chondrichthyes;Hexanchiformes;Hexanchidae;Notorynchus;Notorynchus_cepedianus
NC_022730,root;Eukaryota;Chordata;Chondrichthyes;Hexanchiformes;Hexanchidae;Heptranchias;Heptranchias_perlo
NC_022729,root;Eukaryota;Chordata;Chondrichthyes;Hexanchiformes;Chlamydoselachidae;Chlamydoselachus;Chlamydoselachus_anguineus
NC_022726,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Pseudobagrus;Pseudobagrus_albomarginatus
NC_022724,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Hasemania;Hasemania_nana
NC_022722,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus_erectus
NC_022721,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Acheilognathidae;Rhodeus;Rhodeus_sinensis
NC_022720,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Rhinogobio;Rhinogobio_ventralis
NC_022718,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Oxygymnocypris;Oxygymnocypris_stewartii
NC_022717,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cobitidae;Cobitis;Cobitis_lutheri
