"","taxa_query","taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","class","subclass","order","family","genus","species","wormsid_phylum","wormsid_class","wormsid_subclass","wormsid_order","wormsid_family","wormsid_genus","wormsid_species","authority","is_synonym","flags"
"1337","Grimpoteuthis","Grimpoteuthis","genus",138293,2160,2289261,1014156,"Grimpoteuthis","Grimpoteuthis","Grimpoteuthis","Grimpoteuthis Robson, 1932","Mollusca","Cephalopoda","Coleoidea","Octopoda","Opisthoteuthidae","Grimpoteuthis",NA,51,11707,11709,11718,23083,138293,NA,"Robson, 1932",FALSE,""
"1338","Haliphron atlanticus","Haliphron atlanticus","species",341781,32359,2289216,752589,"Haliphron atlanticus","Haliphron atlanticus","Haliphron atlanticus","Haliphron atlanticus Steenstrup, 1861","Mollusca","Cephalopoda","Coleoidea","Octopoda","Alloposidae","Haliphron","Haliphron atlanticus",51,11707,11709,11718,11786,137643,341781,"Steenstrup, 1861",FALSE,""
"1339","Amphitretus pelagicus","Amphitretus pelagicus","species",342272,32358,5189592,279723,"Amphitretus pelagicus","Amphitretus pelagicus","Amphitretus pelagicus","Amphitretus pelagicus Hoyle, 1885","Mollusca","Cephalopoda","Coleoidea","Octopoda","Amphitretidae","Amphitretus","Amphitretus pelagicus",51,11707,11709,11718,153101,341407,342272,"Hoyle, 1885",FALSE,""
"1340","Japetella heathi","Japetella heathi","species",341790,701349,2289228,752588,"Japetella heathi","Japetella heathi","Japetella heathi","Japetella heathi (Berry, 1911)","Mollusca","Cephalopoda","Coleoidea","Octopoda","Amphitretidae","Japetella","Japetella heathi",51,11707,11709,11718,153101,137695,341790,"(Berry, 1911)",FALSE,""
"1341","Octopus bimaculoides","Octopus bimaculoides","species",341952,32356,2289644,609510,"Octopus bimaculoides","Octopus bimaculoides","Octopus bimaculoides","Octopus bimaculoides Pickford & McConnaughey, 1949","Mollusca","Cephalopoda","Coleoidea","Octopoda","Octopodidae","Octopus","Octopus bimaculoides",51,11707,11709,11718,11782,138268,341952,"Pickford & McConnaughey, 1949",FALSE,""
"1342","Octopus californicus","Octopus californicus","species",341958,32355,2289634,609505,"Octopus californicus","Octopus californicus","Octopus californicus","Octopus californicus (Berry, 1911)","Mollusca","Cephalopoda","Coleoidea","Octopoda","Octopodidae","Octopus","Octopus californicus",51,11707,11709,11718,11782,138268,341958,"(Berry, 1911)",FALSE,""
"1343","Bathypolypus valdiviae","Bathypolypus valdiviae","species",341910,32354,2289302,752581,"Bathypolypus valdiviae","Bathypolypus valdiviae","Bathypolypus valdiviae","Bathypolypus valdiviae (Thiele, 1915)","Mollusca","Cephalopoda","Coleoidea","Octopoda","Bathypolypodidae","Bathypolypus","Bathypolypus valdiviae",51,11707,11709,11718,834051,138265,341910,"(Thiele in Chun, 1915)",FALSE,""
"1344","Benthoctopus","Benthoctopus","genus",NA,4468,2289382,619091,NA,"Benthoctopus","Benthoctopus","Benthoctopus Grimpe, 1921","Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"1345","Graneledone antarctica","Graneledone antarctica","species",325322,32350,2289458,863465,"Graneledone antarctica","Graneledone antarctica","Graneledone antarctica","Graneledone antarctica Voss, 1976","Mollusca","Cephalopoda","Coleoidea","Octopoda","Megaleledonidae","Graneledone","Graneledone antarctica",51,11707,11709,11718,834050,157018,325322,"Voss, 1976",FALSE,""
"1346","Graneledone boreopacifica","Graneledone boreopacifica","species",342222,32349,2289459,752582,"Graneledone boreopacifica","Graneledone boreopacifica","Graneledone boreopacifica","Graneledone boreopacifica Nesis, 1982","Mollusca","Cephalopoda","Coleoidea","Octopoda","Megaleledonidae","Graneledone","Graneledone boreopacifica",51,11707,11709,11718,834050,157018,342222,"Nesis, 1982",FALSE,""
