"","taxa_query","taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","class","subclass","order","family","genus","species","wormsid_phylum","wormsid_class","wormsid_subclass","wormsid_order","wormsid_family","wormsid_genus","wormsid_species","authority","is_synonym","flags"
"1","Hiatella arctica","Hiatella arctica","species",140103,81256,5189537,634278,"Hiatella arctica","Hiatella arctica","Hiatella arctica","Hiatella arctica (Linnaeus, 1767)","Mollusca","Bivalvia","Autobranchia","Adapedonta","Hiatellidae","Hiatella","Hiatella arctica",51,105,1424948,869601,251,138068,140103,"(Linnaeus, 1767)",FALSE,""
"2","Glycymeris septentrionalis","Glycymeris septentrionalis","species",504512,495418,2286273,2853550,"Glycymeris septentrionalis","Glycymeris septentrionalis","Glycymeris septentrionalis","Glycymeris septentrionalis (Middendorff, 1849)","Mollusca","Bivalvia","Autobranchia","Arcida","Glycymerididae","Glycymeris","Glycymeris septentrionalis",51,105,1424948,207,209,138035,504512,"(Middendorff, 1849)",FALSE,""
"3","Ciliatocardium ciliatum","Ciliatocardium ciliatum","species",139000,593195,4372532,2862344,"Ciliatocardium ciliatum","Ciliatocardium ciliatum","Ciliatocardium ciliatum","Ciliatocardium ciliatum (Fabricius, 1780)","Mollusca","Bivalvia","Autobranchia","Cardiida","Cardiidae","Ciliatocardium","Ciliatocardium ciliatum",51,105,1424948,869602,229,137736,139000,"(Fabricius, 1780)",FALSE,""
"4","Clinocardiumttallii","Clinocardiumttallii",NA,NA,NA,NA,661556,NA,"Clinocardium nuttallii",NA,NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"5","Nuttallia obscurata","Nuttallia obscurata","species",397157,600768,5189093,139252,"Nuttallia obscurata","Nuttallia obscurata","Nuttallia obscurata","Nuttallia obscurata (Reeve, 1857)","Mollusca","Bivalvia","Autobranchia","Cardiida","Psammobiidae","Nuttallia","Nuttallia obscurata",51,105,1424948,869602,237,397156,397157,"(Reeve, 1857)",FALSE,""
"6","Ameritella modesta","Ameritella modesta","species",878514,786736,8831946,7491841,"Ameritella modesta","Ameritella modesta","Ameritella modesta","Ameritella modesta (Carpenter, 1864)","Mollusca","Bivalvia","Autobranchia","Cardiida","Tellinidae","Ameritella","Ameritella modesta",51,105,1424948,869602,235,849118,878514,"(Carpenter, 1864)",FALSE,""
"7","Macoma balthica","Macoma balthica","species",141579,104965,2286995,1018135,"Macoma balthica","Limecola balthica","Macoma balthica","Macoma balthica (Linnaeus, 1758)","Mollusca","Bivalvia","Autobranchia","Cardiida","Tellinidae","Macoma","Macoma balthica",51,105,1424948,869602,235,138531,141579,"(Linnaeus, 1758)",TRUE,""
"8","Macoma inquinata","Macoma inquinata","species",582759,395172,2287019,2857059,"Macoma inquinata","Macoma inquinata","Macoma inquinata","Macoma inquinata (Deshayes, 1855)","Mollusca","Bivalvia","Autobranchia","Cardiida","Tellinidae","Macoma","Macoma inquinata",51,105,1424948,869602,235,138531,582759,"(Deshayes, 1855)",FALSE,""
"9","Macomasuta","Macomasuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Macoma secta","Macoma secta","species",NA,786738,2286991,624874,NA,"Rexithaerus secta","Macoma secta","Macoma secta (Conrad, 1837)","Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,""
"11","Cyclocardia crassidens","Cyclocardia crassidens","species",NA,495464,2286615,2859882,NA,"Cyclocardia crassidens","Cyclocardia crassidens","Cyclocardia crassidens (Broderip & G.B.Sowerby I, 1829)","Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"12","Cyclocardia ventricosa","Cyclocardia ventricosa","species",NA,394946,2286610,2859650,NA,"Cyclocardia ventricosa","Cyclocardia ventricosa","Cyclocardia ventricosa (Gould, 1850)","Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"13","Scintillona bellerophon","Scintillona bellerophon","species",582738,786732,2287232,2861811,"Scintillona bellerophon","Scintillona bellerophon","Scintillona bellerophon","Scintillona bellerophon Ó Foighil & Gibson, 1984","Mollusca","Bivalvia","Autobranchia","Galeommatida","Galeommatidae","Scintillona","Scintillona bellerophon",51,105,1424948,1326015,226,558144,582738,"Ó Foighil & Gibson, 1984",FALSE,""
"14","Kurtiella tumida","Kurtiella tumida","species",606421,786733,6788547,2861770,"Kurtiella tumida","Kurtiella tumida","Kurtiella tumida","Kurtiella tumida (Carpenter, 1864)","Mollusca","Bivalvia","Autobranchia","Galeommatida","Lasaeidae","Kurtiella","Kurtiella tumida",51,105,1424948,1326015,222,345280,606421,"(Carpenter, 1864)",FALSE,""
"15","Lucinoma annulata","Lucinoma annulata","species",464200,600757,4949647,312137,"Lucinoma annulata","Lucinoma annulata","Lucinoma annulata","Lucinoma annulata (Reeve, 1850)","Mollusca","Bivalvia","Autobranchia","Lucinida","Lucinidae","Lucinoma","Lucinoma annulata",51,105,1424948,489106,218,138149,464200,"(Reeve, 1850)",FALSE,""
"16","Parvilucina tenuisculpta","Parvilucina tenuisculpta","species",464250,293145,2287403,2860840,"Parvilucina tenuisculpta","Parvilucina tenuisculpta","Parvilucina tenuisculpta","Parvilucina tenuisculpta (Carpenter, 1864)","Mollusca","Bivalvia","Autobranchia","Lucinida","Lucinidae","Parvilucina","Parvilucina tenuisculpta",51,105,1424948,489106,218,415776,464250,"(Carpenter, 1864)",FALSE,""
"17","Axinopsida serricata","Axinopsida serricata","species",246819,299423,2287516,2861184,"Axinopsida serricata","Axinopsida serricata","Axinopsida serricata","Axinopsida serricata (Carpenter, 1864)","Mollusca","Bivalvia","Autobranchia","Lucinida","Thyasiridae","Axinopsida","Axinopsida serricata",51,105,1424948,489106,219,138550,246819,"(Carpenter, 1864)",FALSE,""
"18","Mya arenaria","Mya arenaria","species",140430,30912,7791733,7366,"Mya arenaria","Mya arenaria","Mya arenaria","Mya arenaria Linnaeus, 1758","Mollusca","Bivalvia","Autobranchia","Myida","Myidae","Mya","Mya arenaria",51,105,1424948,245,247,138211,140430,"Linnaeus, 1758",FALSE,""
"19","Mya truncata","Mya truncata","species",140431,159183,7865139,399790,"Mya truncata","Mya truncata","Mya truncata","Mya truncata Linnaeus, 1758","Mollusca","Bivalvia","Autobranchia","Myida","Myidae","Mya","Mya truncata",51,105,1424948,245,247,138211,140431,"Linnaeus, 1758",FALSE,""
"20","Musculus discors","Musculus discors","species",140472,306792,5188853,237910,"Musculus discors","Musculus discors","Musculus discors","Musculus discors (Linnaeus, 1767)","Mollusca","Bivalvia","Autobranchia","Mytilida","Mytilidae","Musculus","Musculus discors",51,105,1424948,210,211,138225,140472,"(Linnaeus, 1767)",FALSE,""
"21","Mytilus californianus","Mytilus californianus","species",367837,33413,2285680,1025558,"Mytilus californianus","Mytilus californianus","Mytilus californianus","Mytilus californianus Conrad, 1837","Mollusca","Bivalvia","Autobranchia","Mytilida","Mytilidae","Mytilus","Mytilus californianus",51,105,1424948,210,211,138228,367837,"Conrad, 1837",FALSE,""
"22","Mytilus trossulus","Mytilus trossulus","species",140482,29482,2285681,499754,"Mytilus trossulus","Mytilus trossulus","Mytilus trossulus","Mytilus trossulus Gould, 1850","Mollusca","Bivalvia","Autobranchia","Mytilida","Mytilidae","Mytilus","Mytilus trossulus",51,105,1424948,210,211,138228,140482,"A. Gould, 1850",FALSE,""
"23","Acila castrensis","Acila castrensis","species",506568,277685,2285630,895924,"Acila castrensis","Acila castrensis","Acila castrensis","Acila castrensis (Hinds, 1843)","Mollusca","Bivalvia","Protobranchia","Nuculida","Nuculidae","Acila","Acila castrensis",51,105,106,382247,204,492055,506568,"(Hinds, 1843)",FALSE,""
"24","Pododesmus macrochisma","Pododesmus macrochisma","species",758426,387494,2286130,1097825,"Pododesmus macrochisma","Pododesmus macrochisma","Pododesmus macrochisma","Pododesmus macrochisma (Deshayes, 1839)","Mollusca","Bivalvia","Autobranchia","Pectinida","Anomiidae","Pododesmus","Pododesmus macrochisma",51,105,1424948,387324,214,137653,758426,"(Deshayes, 1839)",FALSE,""
"25","Tresus capax","Tresus capax","species",367776,395169,5188976,131015,"Tresus capax","Tresus capax","Tresus capax","Tresus capax (Gould, 1850)","Mollusca","Bivalvia","Autobranchia","Venerida","Mactridae","Tresus","Tresus capax",51,105,1424948,217,230,367775,367776,"(Gould, 1850)",FALSE,""
"26","Compsomyax subdiaphana","Compsomyax subdiaphana","species",507527,83703,2287675,176875,"Compsomyax subdiaphana","Compsomyax subdiaphana","Compsomyax subdiaphana","Compsomyax subdiaphana (Carpenter, 1864)","Mollusca","Bivalvia","Autobranchia","Venerida","Veneridae","Compsomyax","Compsomyax subdiaphana",51,105,1424948,217,243,492504,507527,"(Carpenter, 1864)",FALSE,""
"27","Humilaria kennerleyi","Humilaria kennerleyi","species",507686,484143,2287707,583890,"Humilaria kennerleyi","Humilaria kennerleyi","Humilaria kennerleyi","Humilaria kennerleyi (Reeve, 1863)","Mollusca","Bivalvia","Autobranchia","Venerida","Veneridae","Humilaria","Humilaria kennerleyi",51,105,1424948,217,243,492484,507686,"(Reeve, 1863)",FALSE,""
"28","Leukoma staminea","Leukoma staminea","species",507737,484121,5855840,865455,"Leukoma staminea","Leukoma staminea","Leukoma staminea","Leukoma staminea (Conrad, 1837)","Mollusca","Bivalvia","Autobranchia","Venerida","Veneridae","Leukoma","Leukoma staminea",51,105,1424948,217,243,492481,507737,"(Conrad, 1837)",FALSE,""
"29","Nutricola tantilla","Nutricola tantilla","species",507789,80262,2287815,326804,"Nutricola tantilla","Nutricola tantilla","Nutricola tantilla","Nutricola tantilla (Gould, 1853)","Mollusca","Bivalvia","Autobranchia","Venerida","Veneridae","Nutricola","Nutricola tantilla",51,105,1424948,217,243,492501,507789,"(Gould, 1853)",FALSE,""
"30","Protothaca staminea","Protothaca staminea","species",NA,600779,2287799,865455,NA,"Leukoma staminea","Protothaca staminea","Protothaca staminea (Conrad, 1837)","Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,""
"31","Ruditapes philippinarum","Ruditapes philippinarum","species",231750,508061,4372686,913666,"Ruditapes philippinarum","Ruditapes philippinarum","Ruditapes philippinarum","Ruditapes philippinarum (A.Adams & Reeve, 1850)","Mollusca","Bivalvia","Autobranchia","Venerida","Veneridae","Ruditapes","Ruditapes philippinarum",51,105,1424948,217,243,231748,231750,"(A. Adams & Reeve, 1850)",FALSE,""
"32","Saxidomus gigantea","Saxidomus gigantea","species",546014,395171,2287849,139257,"Saxidomus gigantea","Saxidomus gigantea","Saxidomus gigantea","Saxidomus gigantea (Deshayes, 1839)","Mollusca","Bivalvia","Autobranchia","Venerida","Veneridae","Saxidomus","Saxidomus gigantea",51,105,1424948,217,243,367777,546014,"(Deshayes, 1839)",FALSE,""
"33","Saxidomusttalli","Saxidomusttalli",NA,NA,NA,NA,2858113,NA,"Saxidomus nuttalli",NA,NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"34","Cardiomya pectinata","Cardiomya pectinata","species",408482,808191,2288527,2864151,"Cardiomya pectinata","Cardiomya pectinata","Cardiomya pectinata","Cardiomya pectinata (Carpenter, 1865)","Mollusca","Bivalvia","Autobranchia",NA,"Cuspidariidae","Cardiomya","Cardiomya pectinata",51,105,1424948,NA,1788,137857,408482,"(Carpenter, 1865)",FALSE,""
"35","Mytilimeriattalli","Mytilimeriattalli",NA,NA,NA,NA,163627,NA,"Mytilimeria nuttalli",NA,NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"36","Pandora bilirata","Pandora bilirata","species",506826,600776,5189384,2864648,"Pandora bilirata","Pandora bilirata","Pandora bilirata","Pandora bilirata Conrad, 1855","Mollusca","Bivalvia","Autobranchia",NA,"Pandoridae","Pandora","Pandora bilirata",51,105,1424948,NA,1787,138310,506826,"Conrad, 1855",FALSE,""
"37","Aglaja ocelligera","Aglaja ocelligera","species",581409,600868,5190010,2884279,"Aglaja ocelligera","Aglaja ocelligera","Aglaja ocelligera","Aglaja ocelligera (Bergh, 1894)","Mollusca","Gastropoda","Heterobranchia","Cephalaspidea","Aglajidae","Aglaja","Aglaja ocelligera",51,101,14712,154,22981,137637,581409,"(Bergh, 1894)",FALSE,"sibling_higher"
"38","Cylichna alba","Cylichna alba","species",139474,468224,2291607,2884451,"Cylichna alba","Cylichna alba","Cylichna alba","Cylichna alba (T.Brown, 1827)","Mollusca","Gastropoda","Heterobranchia","Cephalaspidea","Cylichnidae","Cylichna","Cylichna alba",51,101,14712,154,159,137867,139474,"(T. Brown, 1827)",FALSE,""
"39","Haminoea vesicula","Haminoea vesicula","species",575156,600853,2291473,814031,"Haminoea vesicula","Haminoea vesicula","Haminoea vesicula","Haminoea vesicula (Gould, 1855)","Mollusca","Gastropoda","Heterobranchia","Cephalaspidea","Haminoeidae","Haminoea","Haminoea vesicula",51,101,14712,154,23052,138054,575156,"(Gould, 1855)",FALSE,""
"40","Acteocina culcitella","Acteocina culcitella",NA,581396,NA,NA,2915147,"Acteocina culcitella","Acteocina culcitella",NA,NA,"Mollusca","Gastropoda","Heterobranchia","Cephalaspidea","Tornatinidae","Acteocina","Acteocina culcitella",51,101,14712,154,511913,137866,581396,"(A. Gould, 1853)",FALSE,""
"41","Rictaxis punctocaelatus","Rictaxis punctocaelatus","species",581391,370516,2297993,2874250,"Rictaxis punctocaelatus","Rictaxis punctocaelatus","Rictaxis punctocaelatus","Rictaxis punctocaelatus (Carpenter, 1864)","Mollusca","Gastropoda","Heterobranchia",NA,"Acteonidae","Rictaxis","Rictaxis punctocaelatus",51,101,14712,NA,155,160472,581391,"(Carpenter, 1864)",FALSE,"incertae_sedis_inherited"
"42","Cranopsis cucullata","Cranopsis cucullata","species",NA,656572,5190373,745619,NA,"Cranopsis cucullata","Cranopsis cucullata","Cranopsis cucullata (Gould, 1846)","Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"43","Diodora aspera","Diodora aspera","species",367955,395180,2293576,335847,"Diodora aspera","Diodora aspera","Diodora aspera","Diodora aspera (Rathke, 1833)","Mollusca","Gastropoda","Vetigastropoda","Lepetellida","Fissurellidae","Diodora","Diodora aspera",51,101,156485,1052447,111,138011,367955,"(Rathke, 1833)",FALSE,""
"44","Fissurellidea bimaculata","Fissurellidea bimaculata","species",527882,474148,2293426,2887156,"Fissurellidea bimaculata","Fissurellidea bimaculata","Fissurellidea bimaculata","Fissurellidea bimaculata Dall, 1871","Mollusca","Gastropoda","Vetigastropoda","Lepetellida","Fissurellidae","Fissurellidea","Fissurellidea bimaculata",51,101,156485,1052447,111,205107,527882,"Dall, 1871",FALSE,""
"45","Puncturella galeata","Puncturella galeata","species",527888,495467,2293473,2886879,"Puncturella galeata","Puncturella galeata","Puncturella galeata","Puncturella galeata (Gould, 1846)","Mollusca","Gastropoda","Vetigastropoda","Lepetellida","Fissurellidae","Puncturella","Puncturella galeata",51,101,156485,1052447,111,138015,527888,"(Gould, 1846)",FALSE,""
"46","Caecum crebricinctum","Caecum crebricinctum","species",545255,978660,5192888,2892988,"Caecum crebricinctum","Caecum crebricinctum","Caecum crebricinctum","Caecum crebricinctum Carpenter, 1866","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Caecidae","Caecum","Caecum crebricinctum",51,101,224570,382213,126,137718,545255,"Carpenter, 1866",FALSE,""
"47","Crepidula adunca","Crepidula adunca","species",572177,31474,5192785,24076,"Crepidula adunca","Crepidula adunca","Crepidula adunca","Crepidula adunca G.B.Sowerby I, 1825","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula adunca",51,101,224570,382213,141,137722,572177,"G. B. Sowerby I, 1825",FALSE,""
"48","Crepidula perforans","Crepidula perforans","species",572100,801298,5192804,1082927,"Crepidula perforans","Crepidula perforans","Crepidula perforans","Crepidula perforans Valenciennes, 1846","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula perforans",51,101,224570,382213,141,137722,572100,"Valenciennes, 1846",FALSE,""
"49","Crepipatella dorsata","Crepipatella dorsata","species",745701,104470,2301642,747396,"Crepipatella dorsata","Crepipatella dorsata","Crepipatella dorsata","Crepipatella dorsata (Broderip, 1834)","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Calyptraeidae","Crepipatella","Crepipatella dorsata",51,101,224570,382213,141,234136,745701,"(Broderip, 1834)",FALSE,""
"50","Crepipatella lingulata","Crepipatella lingulata","species",493731,31468,2301640,20950,"Crepipatella lingulata","Crepipatella lingulata","Crepipatella lingulata","Crepipatella lingulata (A.Gould, 1846)","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Calyptraeidae","Crepipatella","Crepipatella lingulata",51,101,224570,382213,141,234136,493731,"(A. Gould, 1846)",FALSE,""
"51","Trichotropis cancellata","Trichotropis cancellata","species",580665,31453,2300883,685606,"Trichotropis cancellata","Trichotropis cancellata","Trichotropis cancellata","Trichotropis cancellata Hinds, 1843","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Capulidae","Trichotropis","Trichotropis cancellata",51,101,224570,382213,139,137731,580665,"Hinds, 1843",FALSE,""
"52","Amamibalcis comoxensis","Amamibalcis comoxensis","species",565991,981674,NA,2895856,"Amamibalcis comoxensis","Amamibalcis comoxensis","Amamibalcis comoxensis",NA,"Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Eulimidae","Amamibalcis","Amamibalcis comoxensis",51,101,224570,382213,135,536936,565991,"(Bartsch, 1917)",FALSE,""
"53","Melanella columbiana","Melanella columbiana","species",NA,981680,5192371,2896021,NA,"Vitreolina columbiana","Melanella columbiana","Melanella columbiana Bartsch, 1917","Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,""
"54","Melanella micans","Melanella micans","species",566130,600867,5192369,2896050,"Melanella micans","Melanella micans","Melanella micans","Melanella micans (Carpenter, 1865)","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Eulimidae","Melanella","Melanella micans",51,101,224570,382213,135,137978,566130,"(Carpenter, 1865)",FALSE,""
"55","Lacunaegata","Lacunaegata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Lacuna vincta","Lacuna vincta","species",140170,306755,2301175,796436,"Lacuna vincta","Lacuna vincta","Lacuna vincta","Lacuna vincta (Montagu, 1803)","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Littorinidae","Lacuna","Lacuna vincta",51,101,224570,382213,119,138099,140170,"(Montagu, 1803)",FALSE,""
"57","Littorina plena","Littorina plena","species",445659,27984,2301121,652928,"Littorina plena","Littorina plena","Littorina plena","Littorina plena Gould, 1849","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Littorinidae","Littorina","Littorina plena",51,101,224570,382213,119,138135,445659,"Gould, 1849",FALSE,"sibling_higher"
"58","Littorina scutulata","Littorina scutulata","species",445657,182798,2301133,182095,"Littorina scutulata","Littorina scutulata","Littorina scutulata","Littorina scutulata Gould, 1849","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Littorinidae","Littorina","Littorina scutulata",51,101,224570,382213,119,138135,445657,"Gould, 1849",FALSE,"sibling_higher"
"59","Littorina sitkana","Littorina sitkana","species",445754,172887,2301064,523419,"Littorina sitkana","Littorina sitkana","Littorina sitkana","Littorina sitkana Philippi, 1846","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Littorinidae","Littorina","Littorina sitkana",51,101,224570,382213,119,138135,445754,"Philippi, 1846",FALSE,"sibling_higher"
"60","Alvania compacta","Alvania compacta","species",580527,770957,5192272,2891475,"Alvania compacta","Alvania compacta","Alvania compacta","Alvania compacta (Carpenter, 1864)","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Rissoidae","Alvania","Alvania compacta",51,101,224570,382213,123,138439,580527,"(Carpenter, 1864)",FALSE,""
"61","Marsenina","Marsenina","genus",138103,600865,2302536,2893340,"Marsenina","Marsenina","Marsenina","Marsenina Gray, 1850","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Velutinidae","Marsenina",NA,51,101,224570,382213,143,138103,NA,"Gray, 1850",FALSE,""
"62","Marsenina stearnsii","Marsenina stearnsii","species",580686,783647,2302542,2893373,"Marsenina stearnsii","Marsenina stearnsii","Marsenina stearnsii","Marsenina stearnsii (Dall, 1871)","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Velutinidae","Marsenina","Marsenina stearnsii",51,101,224570,382213,143,138103,580686,"(Dall, 1871)",FALSE,""
"63","Velutina velutina","Velutina velutina","species",141905,306835,2299230,2918031,"Velutina velutina","Velutina velutina","Velutina velutina","Velutina velutina (O.F.Müller, 1776)","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Velutinidae","Velutina","Velutina velutina",51,101,224570,382213,143,138631,141905,"(O. F. Müller, 1776)",FALSE,""
"64","Lirabuccinum dirum","Lirabuccinum dirum","species",491076,395162,2304740,396109,"Lirabuccinum dirum","Lirabuccinum dirum","Lirabuccinum dirum","Lirabuccinum dirum (Reeve, 1846)","Mollusca","Gastropoda","Caenogastropoda","Neogastropoda","Tudiclidae","Lirabuccinum","Lirabuccinum dirum",51,101,224570,146,1296552,490541,491076,"(Reeve, 1846)",FALSE,""
"65","Alia carinata","Alia carinata","species",511703,495451,5193617,2899543,"Alia carinata","Alia carinata","Alia carinata","Alia carinata (Hinds, 1844)","Mollusca","Gastropoda","Caenogastropoda","Neogastropoda","Columbellidae","Alia","Alia carinata",51,101,224570,146,23009,512256,511703,"(Hinds, 1844)",FALSE,""
"66","Amphissa columbiana","Amphissa columbiana","species",511361,277371,5193693,2900126,"Amphissa columbiana","Amphissa columbiana","Amphissa columbiana","Amphissa columbiana Dall, 1916","Mollusca","Gastropoda","Caenogastropoda","Neogastropoda","Columbellidae","Amphissa","Amphissa columbiana",51,101,224570,146,23009,137801,511361,"Dall, 1916",FALSE,""
"67","Amphissa versicolor","Amphissa versicolor","species",511364,277354,5193688,2900182,"Amphissa versicolor","Amphissa versicolor","Amphissa versicolor","Amphissa versicolor Dall, 1871","Mollusca","Gastropoda","Caenogastropoda","Neogastropoda","Columbellidae","Amphissa","Amphissa versicolor",51,101,224570,146,23009,137801,511364,"Dall, 1871",FALSE,""
"68","Mitrella tuberosa","Mitrella tuberosa","species",511560,765190,5193622,2899589,"Mitrella tuberosa","Mitrella tuberosa","Mitrella tuberosa","Mitrella tuberosa (Carpenter, 1865)","Mollusca","Gastropoda","Caenogastropoda","Neogastropoda","Columbellidae","Mitrella","Mitrella tuberosa",51,101,224570,146,23009,137804,511560,"(Carpenter, 1865)",FALSE,""
"69","Granulina margaritula","Granulina margaritula","species",550134,600862,5193316,2910328,"Granulina margaritula","Granulina margaritula","Granulina margaritula","Granulina margaritula (Carpenter, 1857)","Mollusca","Gastropoda","Caenogastropoda","Neogastropoda","Granulinidae","Granulina","Granulina margaritula",51,101,224570,146,1355325,138165,550134,"(Carpenter, 1857)",FALSE,"sibling_higher"
"70","Ceratostoma foliatum","Ceratostoma foliatum","species",240767,395156,5193418,2908993,"Ceratostoma foliatum","Ceratostoma foliatum","Ceratostoma foliatum","Ceratostoma foliatum (Gmelin, 1791)","Mollusca","Gastropoda","Caenogastropoda","Neogastropoda","Muricidae","Ceratostoma","Ceratostoma foliatum",51,101,224570,146,148,240766,240767,"(Gmelin, 1791)",FALSE,""
"71","Nucella canaliculata","Nucella canaliculata","species",404205,30741,5193452,1085941,"Nucella canaliculata","Nucella canaliculata","Nucella canaliculata","Nucella canaliculata (Duclos, 1832)","Mollusca","Gastropoda","Caenogastropoda","Neogastropoda","Muricidae","Nucella","Nucella canaliculata",51,101,224570,146,148,138199,404205,"(Duclos, 1832)",FALSE,""
"72","Nucella lamellosa","Nucella lamellosa","species",404218,30718,5193451,509217,"Nucella lamellosa","Nucella lamellosa","Nucella lamellosa","Nucella lamellosa (Gmelin, 1791)","Mollusca","Gastropoda","Caenogastropoda","Neogastropoda","Muricidae","Nucella","Nucella lamellosa",51,101,224570,146,148,138199,404218,"(Gmelin, 1791)",FALSE,""
"73","Nucella ostrina","Nucella ostrina","species",404225,30070,5726275,22397,"Nucella ostrina","Nucella ostrina","Nucella ostrina","Nucella ostrina (Gould, 1852)","Mollusca","Gastropoda","Caenogastropoda","Neogastropoda","Muricidae","Nucella","Nucella ostrina",51,101,224570,146,148,138199,404225,"(Gould, 1852)",FALSE,""
"74","Ocinebrina lurida","Ocinebrina lurida","species",NA,495456,2304145,2909169,NA,"Ocinebrina lurida","Ocinebrina lurida","Ocinebrina lurida (Middendorff, 1848)","Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"75","Scabrotrophon maltzani","Scabrotrophon maltzani","species",399334,495441,2304248,2909058,"Scabrotrophon maltzani","Scabrotrophon maltzani","Scabrotrophon maltzani","Scabrotrophon maltzani (Kobelt, 1878)","Mollusca","Gastropoda","Caenogastropoda","Neogastropoda","Muricidae","Scabrotrophon","Scabrotrophon maltzani",51,101,224570,146,148,147145,399334,"(Kobelt, 1878)",FALSE,""
"76","Nassarius mendicus","Nassarius mendicus","species",560256,733083,2302963,2898864,"Nassarius mendicus","Nassarius mendicus","Nassarius mendicus","Nassarius mendicus (Gould, 1850)","Mollusca","Gastropoda","Caenogastropoda","Neogastropoda","Nassariidae","Nassarius","Nassarius mendicus",51,101,224570,146,151,138235,560256,"(Gould, 1850)",FALSE,""
"77","Olivella baetica","Olivella baetica","species",NA,474152,2302780,2907707,NA,"Olivella baetica","Olivella baetica","Olivella baetica Carpenter, 1864","Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"78","Aeolidia papillosa","Aeolidia papillosa","species",138709,159180,2291938,823222,"Aeolidia papillosa","Aeolidia papillosa","Aeolidia papillosa","Aeolidia papillosa (Linnaeus, 1761)","Mollusca","Gastropoda","Heterobranchia","Nudibranchia","Aeolidiidae","Aeolidia","Aeolidia papillosa",51,101,14712,1762,192,137630,138709,"(Linnaeus, 1761)",FALSE,""
"79","Armina californica","Armina californica","species",558913,277029,2291819,645785,"Armina californica","Armina californica","Armina californica","Armina californica (J.G.Cooper, 1863)","Mollusca","Gastropoda","Heterobranchia","Nudibranchia","Arminidae","Armina","Armina californica",51,101,14712,1762,2087,137677,558913,"(J. G. Cooper, 1863)",FALSE,""
"80","Cadlina luteomarginata","Cadlina luteomarginata","species",562476,495457,2292406,139801,"Cadlina luteomarginata","Cadlina luteomarginata","Cadlina luteomarginata","Cadlina luteomarginata MacFarland, 1966","Mollusca","Gastropoda","Heterobranchia","Nudibranchia","Cadlinidae","Cadlina","Cadlina luteomarginata",51,101,14712,1762,151277,137781,562476,"MacFarland, 1966",FALSE,""
"81","Cadlina modesta","Cadlina modesta","species",564148,600849,2292412,523712,"Cadlina modesta","Cadlina modesta","Cadlina modesta","Cadlina modesta MacFarland, 1966","Mollusca","Gastropoda","Heterobranchia","Nudibranchia","Cadlinidae","Cadlina","Cadlina modesta",51,101,14712,1762,151277,137781,564148,"MacFarland, 1966",FALSE,""
