"","found_taxa","rank","worms_sciname","tol_sp","ncbi_sp","approximate_match","is_synonym","flags","status","unacceptreason","valid_authority","worms_aphiaid","ncbi_uid","ott_id","class","order","family","genus","freshwater_only","terrestrial_only"
"10090","Carassius","genus","Carassius","Carassius","Carassius",FALSE,FALSE,"sibling_higher","accepted",NA,"Jarocki, 1822",154296,"1604533",1005913,"Actinopteri","Cypriniformes","Cyprinidae","Carassius","0","0"
"10091","Squalidus chankaensis tsuchigae",NA,NA,"Squalidus chankaensis tsuchigae","Squalidus chankaensis tsuchigae",FALSE,FALSE,"infraspecific",NA,NA,NA,NA,"1604535",5925494,NA,NA,NA,NA,NA,NA
"10092","Cobitis minamorii oumiensis",NA,NA,"Cobitis minamorii oumiensis","Cobitis minamorii oumiensis",FALSE,FALSE,"infraspecific",NA,NA,NA,NA,"1604537",5925319,NA,NA,NA,NA,NA,NA
"10093","Cobitis minamorii saninensis",NA,NA,"Cobitis minamorii saninensis","Cobitis minamorii saninensis",FALSE,FALSE,"infraspecific",NA,NA,NA,NA,"1604538",5925320,NA,NA,NA,NA,NA,NA
"10094","Silurus biwaensis","species","Silurus biwaensis","Silurus biwaensis","Silurus biwaensis",FALSE,FALSE,"","accepted",NA,"(Tomoda, 1961)",1329864,"1604540",3621741,"Actinopteri","Siluriformes","Siluridae","Silurus","1","0"
"10095","Tachysurus nudiceps","species","Tachysurus nudiceps","Tachysurus nudiceps","Tachysurus nudiceps",FALSE,FALSE,"","accepted",NA,"(Sauvage, 1883)",1019912,"1604541",804540,"Actinopteri","Siluriformes","Bagridae","Tachysurus","1","0"
"10096","Tachysurus tokiensis",NA,NA,"Tachysurus tokiensis","Tachysurus tokiensis",FALSE,FALSE,"",NA,NA,NA,NA,"1604542",804531,NA,NA,NA,NA,NA,NA
"10097","Nansenia sanrikuensis",NA,NA,"Nansenia sanrikuensis","Nansenia sanrikuensis",FALSE,FALSE,"",NA,NA,NA,NA,"1604543",5819746,NA,NA,NA,NA,NA,NA
"10098","Holtbyrnia innesi","species","Holtbyrnia innesi","Holtbyrnia innesi","Holtbyrnia innesi",FALSE,FALSE,"","accepted",NA,"(Fowler, 1934)",158723,"1604544",3642685,"Actinopteri","Alepocephaliformes","Platytroctidae","Holtbyrnia","0","0"
"10099","Trachipterus","genus","Trachipterus","Trachipterus","Trachipterus",FALSE,FALSE,"","accepted",NA,"Goüan, 1770",125788,"1604545",44792,"Actinopteri","Lampriformes","Trachipteridae","Trachipterus","0","0"
"10100","Trachipterus","genus","Trachipterus","Trachipterus","Trachipterus",FALSE,FALSE,"","accepted",NA,"Goüan, 1770",125788,"1604546",44792,"Actinopteri","Lampriformes","Trachipteridae","Trachipterus","0","0"
"10101","Polyipnus ovatus","species","Polyipnus ovatus","Polyipnus ovatus","Polyipnus ovatus",FALSE,FALSE,"","accepted",NA,"Harold, 1994",274992,"1604547",3629088,"Actinopteri","Stomiiformes","Sternoptychidae","Polyipnus","0","0"
"10102","Astronesthes indicus","species","Astronesthes indicus","Astronesthes indicus","Astronesthes indicus",FALSE,FALSE,"","accepted",NA,"Brauer, 1902",127323,"1604548",3629012,"Actinopteri","Stomiiformes","Stomiidae","Astronesthes","0","0"
"10103","Photostomias liemi","species","Photostomias liemi","Photostomias liemi","Photostomias liemi",FALSE,FALSE,"","accepted",NA,"Kenaley, 2009",398366,"1604549",3629000,"Actinopteri","Stomiiformes","Stomiidae","Photostomias","0","0"
"10104","Astronesthes indopacificus","species","Astronesthes indopacificus","Astronesthes indopacificus","Astronesthes indopacificus",FALSE,FALSE,"","accepted",NA,"Parin & Borodulina, 1997",275023,"1604550",3629016,"Actinopteri","Stomiiformes","Stomiidae","Astronesthes","0","0"
"10105","Borostomias pacificus","species","Borostomias pacificus","Borostomias pacificus","Borostomias pacificus",FALSE,FALSE,"","accepted",NA,"(Imai, 1941)",275051,"1604551",3629053,"Actinopteri","Stomiiformes","Stomiidae","Borostomias","0","0"
"10106","Melanostomias melanops","species","Melanostomias melanops","Melanostomias melanops","Melanostomias melanops",FALSE,FALSE,"","accepted",NA,"Brauer, 1902",127363,"1604552",3628984,"Actinopteri","Stomiiformes","Stomiidae","Melanostomias","0","0"
"10107","Guentherus","genus","Guentherus","Guentherus","Guentherus",FALSE,FALSE,"","accepted",NA,"Osório, 1917",125657,"1604553",3629160,"Actinopteri","Ateleopodiformes","Ateleopodidae","Guentherus","0","0"
"10108","Hime formosanus",NA,NA,"Hime formosanus","Hime formosanus",FALSE,FALSE,"",NA,NA,NA,NA,"1604554",3629184,NA,NA,NA,NA,NA,NA
"10109","Hime","genus","Hime","Hime","Hime",FALSE,FALSE,"","accepted",NA,"Starks, 1924",296816,"1604555",607297,"Actinopteri","Aulopiformes","Aulopidae","Hime","0","0"
"10110","Hime damasi",NA,NA,"Hime damasi","Hime damasi",FALSE,FALSE,"",NA,NA,NA,NA,"1604556",3629183,NA,NA,NA,NA,NA,NA
"10111","Saurida isarankurai","species","Saurida isarankurai","Saurida isarankurai","Saurida isarankurai",FALSE,FALSE,"","accepted",NA,"Shindo & Yamada, 1972",272113,"1604557",3629204,"Actinopteri","Aulopiformes","Synodontidae","Saurida","0","0"
"10112","Synodus oculeus","species","Synodus oculeus","Synodus oculeus","Synodus oculeus",FALSE,FALSE,"","accepted",NA,"Cressey, 1981",272135,"1604558",3629234,"Actinopteri","Aulopiformes","Synodontidae","Synodus","0","0"
"10113","Synodus fuscus","species","Synodus fuscus","Synodus fuscus","Synodus fuscus",FALSE,FALSE,"","accepted",NA,"Tanaka, 1917",272126,"1604559",3629211,"Actinopteri","Aulopiformes","Synodontidae","Synodus","0","0"
"10114","Ipnops","genus","Ipnops","Ipnops","Ipnops",FALSE,FALSE,"","accepted",NA,"Günther, 1878",158865,"1604561",763427,"Actinopteri","Aulopiformes","Ipnopidae","Ipnops","0","0"
"10115","Moolgarda pedaraki",NA,NA,"Moolgarda pedaraki","Moolgarda pedaraki",FALSE,FALSE,"",NA,NA,NA,NA,"1604562",3642063,NA,NA,NA,NA,NA,NA
"10116","Ablabys taenianotus","species","Ablabys taenianotus","Ablabys taenianotus","Ablabys taenianotus",FALSE,FALSE,"","accepted",NA,"(Cuvier, 1829)",221449,"1604563",728025,"Actinopteri","Perciformes","Tetrarogidae","Ablabys","0","0"
"10117","Sillaginopsis domina",NA,NA,"Sillaginopsis domina","Sillaginopsis domina",FALSE,FALSE,"",NA,NA,NA,NA,"1604569",3634491,NA,NA,NA,NA,NA,NA
"10118","Lestidiops sphyraenopsis","species","Lestidiops sphyraenopsis","Lestidiops sphyraenopsis","Lestidiops sphyraenopsis",FALSE,FALSE,"","accepted",NA,"Hubbs, 1916",272098,"1604570",3629306,"Actinopteri","Aulopiformes","Paralepididae","Lestidiops","0","0"
"10119","Lestidium prolixum","species","Lestidium prolixum","Lestidium prolixum","Lestidium prolixum",FALSE,FALSE,"","accepted",NA,"Harry, 1953",275834,"1604571",3629328,"Actinopteri","Aulopiformes","Paralepididae","Lestidium","0","0"
"10120","Bregmaceros japonicus","species","Bregmaceros japonicus","Bregmaceros japonicus","Bregmaceros japonicus",FALSE,FALSE,"","accepted",NA,"Tanaka, 1908",272292,"1604572",3630525,"Actinopteri","Gadiformes","Bregmacerotidae","Bregmaceros","0","0"
"10121","Coryphaenoides","genus","Coryphaenoides","Coryphaenoides","Coryphaenoides",FALSE,FALSE,"","accepted",NA,"Gunnerus, 1765",125748,"1604573",776130,"Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","0","0"
"10122","Physiculus chigodarana","species","Physiculus chigodarana","Physiculus chigodarana","Physiculus chigodarana",FALSE,FALSE,"","accepted",NA,"Paulin, 1989",272487,"1604575",3630568,"Actinopteri","Gadiformes","Moridae","Physiculus","0","0"
"10123","Physiculus nigripinnis","species","Physiculus nigripinnis","Physiculus nigripinnis","Physiculus nigripinnis",FALSE,FALSE,"","accepted",NA,"Okamura, 1982",272506,"1604576",3630550,"Actinopteri","Gadiformes","Moridae","Physiculus","0","0"
"10124","Physiculus","genus","Physiculus","Physiculus","Physiculus",FALSE,FALSE,"","accepted",NA,"Kaup, 1858",125770,"1604577",363185,"Actinopteri","Gadiformes","Moridae","Physiculus","0","0"
"10125","Lotella phycis","species","Lotella phycis","Lotella phycis","Lotella phycis",FALSE,FALSE,"","accepted",NA,"(Temminck & Schlegel, 1846)",281402,"1604578",3630595,"Actinopteri","Gadiformes","Moridae","Lotella","0","0"
"10126","Physiculus yoshidae","species","Physiculus yoshidae","Physiculus yoshidae","Physiculus yoshidae",FALSE,FALSE,"","accepted",NA,"Okamura, 1982",272518,"1604579",3630569,"Actinopteri","Gadiformes","Moridae","Physiculus","0","0"
"10127","Hoplobrotula armata","species","Hoplobrotula armata","Hoplobrotula armata","Hoplobrotula armata",FALSE,FALSE,"","accepted",NA,"(Temminck & Schlegel, 1846)",277593,"1604580",3629625,"Actinopteri","Ophidiiformes","Ophidiidae","Hoplobrotula","0","0"
"10128","Gigantactis","genus","Gigantactis","Gigantactis","Gigantactis",FALSE,FALSE,"","accepted",NA,"Brauer, 1902",125798,"1604581",152133,"Actinopteri","Lophiiformes","Gigantactinidae","Gigantactis","0","0"
"10129","Myripristis kochiensis","species","Myripristis kochiensis","Myripristis kochiensis","Myripristis kochiensis",FALSE,FALSE,"","accepted",NA,"Randall & Yamakawa, 1996",276198,"1604582",3642394,"Actinopteri","Holocentriformes","Holocentridae","Myripristis","0","0"
"10130","Ostichthys sheni","species","Ostichthys sheni","Ostichthys sheni","Ostichthys sheni",FALSE,FALSE,"","accepted",NA,"Chen, Shao & Mok, 1990",276210,"1604583",3642386,"Actinopteri","Holocentriformes","Holocentridae","Ostichthys","0","0"
"10131","Sargocentron dorsomaculatum","species","Sargocentron dorsomaculatum","Sargocentron dorsomaculatum","Sargocentron dorsomaculatum",FALSE,FALSE,"","accepted",NA,"(Shimizu & Yamakawa, 1979)",272208,"1604584",3642364,"Actinopteri","Holocentriformes","Holocentridae","Sargocentron","0","0"
"10132","Glossanodon microcephalus","species","Glossanodon microcephalus","Glossanodon microcephalus","Glossanodon microcephalus",FALSE,FALSE,"","accepted",NA,"Endo & Nashida, 2012",834934,"1604585",5819749,"Actinopteri","Argentiniformes","Argentinidae","Glossanodon","0","0"
"10133","Zenarchopterus dunckeri","species","Zenarchopterus dunckeri","Zenarchopterus dunckeri","Zenarchopterus dunckeri",FALSE,FALSE,"","accepted",NA,"Mohr, 1926",277913,"1604586",5342938,"Actinopteri","Beloniformes","Zenarchopteridae","Zenarchopterus","0","0"
"10134","Scopelogadus","genus","Scopelogadus","Scopelogadus","Scopelogadus",FALSE,FALSE,"","accepted",NA,"Vaillant, 1888",126184,"1604587",959560,"Actinopteri","Beryciformes","Melamphaidae","Scopelogadus","0","0"
"10135","Hemiramphus lutkei","species","Hemiramphus lutkei","Hemiramphus lutkei","Hemiramphus lutkei",FALSE,FALSE,"","accepted",NA,"Valenciennes, 1847",220014,"1604588",3641194,"Actinopteri","Beloniformes","Hemiramphidae","Hemiramphus","0","0"
"10136","Hyporhamphus yuri","species","Hyporhamphus yuri","Hyporhamphus yuri","Hyporhamphus yuri",FALSE,FALSE,"","accepted",NA,"Collette & Parin, 1978",272201,"2012922",3641203,"Actinopteri","Beloniformes","Hemiramphidae","Hyporhamphus","0","0"
"10137","Xenoconger fryeri","species","Xenoconger fryeri","Xenoconger fryeri","Xenoconger fryeri",FALSE,FALSE,"","accepted",NA,"Regan, 1912",221385,"1604597",3643793,"Actinopteri","Anguilliformes","Chlopsidae","Xenoconger","0","0"
"10138","Congriscus megastomus",NA,NA,"Congriscus megastomus","Congriscus megastomus",FALSE,FALSE,"",NA,NA,NA,NA,"1604600",182991,NA,NA,NA,NA,NA,NA
"10139","Bathysauroides gigas","species","Bathysauroides gigas","Bathysauroides gigas","Bathysauroides gigas",FALSE,FALSE,"","accepted",NA,"(Kamohara, 1952)",279875,"1604603",3629385,"Actinopteri","Aulopiformes","Bathysauroididae","Bathysauroides","0","0"
"10140","Opostomias mitsuii","species","Opostomias mitsuii","Opostomias mitsuii","Opostomias mitsuii",FALSE,FALSE,"","accepted",NA,"Imai, 1941",281926,"1604631",3629072,"Actinopteri","Stomiiformes","Stomiidae","Opostomias","0","0"
"10141","Synodus oculeus","species","Synodus oculeus","Synodus oculeus","Synodus oculeus",FALSE,FALSE,"","accepted",NA,"Cressey, 1981",272135,"1604632",3629234,"Actinopteri","Aulopiformes","Synodontidae","Synodus","0","0"
"10142","Ocosia fasciata","species","Ocosia fasciata","Ocosia fasciata","Ocosia fasciata",FALSE,FALSE,"","accepted",NA,"Matsubara, 1943",281804,"1604635",4137555,"Actinopteri","Perciformes","Tetrarogidae","Ocosia","0","0"
"10143","Richardsonichthys leucogaster","species","Richardsonichthys leucogaster","Richardsonichthys leucogaster","Richardsonichthys leucogaster",FALSE,FALSE,"","accepted",NA,"(Richardson, 1848)",215623,"1604637",4137533,"Actinopteri","Perciformes","Tetrarogidae","Richardsonichthys","0","0"
"10144","Cottapistus cottoides","species","Cottapistus cottoides","Cottapistus cottoides","Cottapistus cottoides",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",280404,"1604639",4137536,"Actinopteri","Perciformes","Tetrarogidae","Cottapistus","0","0"
"10145","Fibramia amboinensis","species","Fibramia amboinensis","Fibramia amboinensis","Fibramia amboinensis",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1853)",1043448,"1604643",309345,"Actinopteri","Kurtiformes","Apogonidae","Fibramia","0","0"
"10146","Alionematichthys","genus","Alionematichthys","Alionematichthys","Alionematichthys",FALSE,FALSE,"","accepted",NA,"Møller & Schwarzhans, 2008",474876,"1604646",4134250,"Actinopteri","Ophidiiformes","Bythitidae","Alionematichthys","0","0"
"10147","Alionematichthys riukiuensis","species","Alionematichthys riukiuensis","Alionematichthys riukiuensis","Alionematichthys riukiuensis",FALSE,FALSE,"","accepted",NA,"(Aoyagi, 1954)",475074,"1604647",4134251,"Actinopteri","Ophidiiformes","Bythitidae","Alionematichthys","0","0"
"10148","Jaydia truncata","species","Jaydia truncata","Jaydia truncata","Jaydia truncata",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1855)",713309,"1604648",3634924,"Actinopteri","Kurtiformes","Apogonidae","Jaydia","0","0"
"10149","Olisthops cyanomelas","species","Olisthops cyanomelas","Olisthops cyanomelas","Olisthops cyanomelas",FALSE,FALSE,"","accepted",NA,"Richardson, 1850",319734,"1605466",252108,"Actinopteri","Eupercaria incertae sedis","Odacidae","Olisthops","0","0"
"10150","Hemibagrus","genus","Hemibagrus","Hemibagrus","Hemibagrus",FALSE,FALSE,"sibling_higher","accepted",NA,"Bleeker, 1862",269334,"1605989",101248,"Actinopteri","Siluriformes","Bagridae","Hemibagrus","0","0"
"10151","Barbodes aurotaeniatus","species","Barbodes aurotaeniatus","Barbodes aurotaeniatus","Barbodes aurotaeniatus",FALSE,FALSE,"","accepted",NA,"(Tirant, 1885)",1026300,"1606549",3627332,"Actinopteri","Cypriniformes","Cyprinidae","Barbodes","1","0"
"10152","Barbodes binotatus","species","Barbodes binotatus","Barbodes binotatus","Barbodes binotatus",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1842)",1014769,"1606550",821827,"Actinopteri","Cypriniformes","Cyprinidae","Barbodes","1","0"
"10153","Luciobarbus brachycephalus","species","Luciobarbus brachycephalus","Luciobarbus brachycephalus","Luciobarbus brachycephalus",FALSE,FALSE,"","accepted",NA,"(Kessler, 1872)",1020554,"1606557",615505,"Actinopteri","Cypriniformes","Cyprinidae","Luciobarbus","0","0"
"10154","Desmopuntius pentazona","species","Desmopuntius pentazona","Desmopuntius pentazona","Desmopuntius pentazona",FALSE,FALSE,"","accepted",NA,"(Boulenger, 1894)",1019394,"1606649",50181,"Actinopteri","Cypriniformes","Cyprinidae","Desmopuntius","1","0"
"10155","Desmopuntius rhomboocellatus","species","Desmopuntius rhomboocellatus","Desmopuntius rhomboocellatus","Desmopuntius rhomboocellatus",FALSE,FALSE,"","accepted",NA,"(Koumans, 1940)",1021435,"1606650",848202,"Actinopteri","Cypriniformes","Cyprinidae","Desmopuntius","1","0"
"10156","Oliotius oligolepis","species","Oliotius oligolepis","Oliotius oligolepis","Oliotius oligolepis",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1853)",1021691,"1606676",809106,"Actinopteri","Cypriniformes","Cyprinidae","Oliotius","1","0"
"10157","Puntigrus partipentazona","species","Puntigrus partipentazona","Puntigrus partipentazona","Puntigrus partipentazona",FALSE,FALSE,"","accepted",NA,"(Fowler, 1934)",1015547,"1606680",797314,"Actinopteri","Cypriniformes","Cyprinidae","Puntigrus","1","0"
"10158","Puntigrus tetrazona","species","Puntigrus tetrazona","Puntigrus tetrazona","Puntigrus tetrazona",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1855)",991304,"1606681",230500,"Actinopteri","Cypriniformes","Cyprinidae","Puntigrus","1","0"
"10159","Systomus sarana sarana",NA,NA,"Systomus sarana sarana","Systomus sarana sarana",FALSE,FALSE,"infraspecific",NA,NA,NA,NA,"1607686",5845846,NA,NA,NA,NA,NA,NA
"10160","Rasbora aprotaenia","species","Rasbora aprotaenia","Rasbora aprotaenia","Rasbora aprotaenia",FALSE,FALSE,"sibling_higher","accepted",NA,"Hubbs & Brittan, 1954",1014064,"1607699",3627192,"Actinopteri","Cypriniformes","Cyprinidae","Rasbora","1","0"
"10161","Hyporhamphus intermedius","species","Hyporhamphus intermedius","Hyporhamphus intermedius","Hyporhamphus intermedius",FALSE,FALSE,"","accepted",NA,"(Cantor, 1842)",272183,"1607840",3641217,"Actinopteri","Beloniformes","Hemiramphidae","Hyporhamphus","0","0"
"10162","Pseudogobius taijiangensis","species","Pseudogobius taijiangensis","Pseudogobius taijiangensis","Pseudogobius taijiangensis",FALSE,FALSE,"","accepted",NA,"Chen, Huang & Huang, 2014",1527218,"1608148",6140704,"Actinopteri","Gobiiformes","Gobiidae","Pseudogobius","0","0"
"10163","Sinocyclocheilus anshuiensis","species","Sinocyclocheilus anshuiensis","Sinocyclocheilus anshuiensis","Sinocyclocheilus anshuiensis",FALSE,FALSE,"sibling_higher","accepted",NA,"Gan, Wu, Wei & Yang, 2013",1007287,"1608454",5839047,"Actinopteri","Cypriniformes","Cyprinidae","Sinocyclocheilus","1","0"
"10164","Lepidotrigla","genus","Lepidotrigla","Lepidotrigla","Lepidotrigla",FALSE,FALSE,"sibling_higher","accepted",NA,"Günther, 1860",126179,"1608560",438422,"Actinopteri","Perciformes","Triglidae","Lepidotrigla","0","0"
"10165","Synaphobranchus","genus","Synaphobranchus","Synaphobranchus","Synaphobranchus",FALSE,FALSE,"","accepted",NA,"Johnson, 1862",125656,"1609291",65738,"Actinopteri","Anguilliformes","Synaphobranchidae","Synaphobranchus","0","0"
"10166","Minous coccineus","species","Minous coccineus","Minous coccineus","Minous coccineus",FALSE,FALSE,"","accepted",NA,"Alcock, 1890",215617,"1609292",3632573,"Actinopteri","Perciformes","Synanceiidae","Minous","0","0"
"10167","Neosebastes entaxis","species","Neosebastes entaxis","Neosebastes entaxis","Neosebastes entaxis",FALSE,FALSE,"","accepted",NA,"Jordan & Starks, 1904",281708,"1609293",3632557,"Actinopteri","Perciformes","Neosebastidae","Neosebastes","0","0"
"10168","Garra","genus","Garra","Garra","Garra",FALSE,FALSE,"sibling_higher","accepted",NA,"Hamilton, 1822",269185,"1609294",319167,"Actinopteri","Cypriniformes","Cyprinidae","Garra","0","0"
"10169","Gonostoma atlanticum","species","Gonostoma atlanticum","Gonostoma atlanticum","Gonostoma atlanticum",FALSE,FALSE,"","accepted",NA,"Norman, 1930",127293,"1609297",648955,"Actinopteri","Stomiiformes","Gonostomatidae","Gonostoma","0","0"
"10170","Coccorella atrata","species","Coccorella atrata","Coccorella atrata","Coccorella atrata",FALSE,FALSE,"","accepted",NA,"(Alcock, 1894)",158740,"1609298",3629302,"Actinopteri","Aulopiformes","Evermannellidae","Coccorella","0","0"
"10171","Howella brodiei","species","Howella brodiei","Howella brodiei","Howella broidei",TRUE,FALSE,"","accepted",NA,"Ogilby, 1899",126994,"1609300",986335,"Actinopteri","Acropomatiformes","Howellidae","Howella","0","0"
"10172","Plectranthias kelloggi azumanus",NA,NA,"Plectranthias kelloggi azumanus","Plectranthias kelloggi azumanus",FALSE,FALSE,"infraspecific",NA,NA,NA,NA,"1609301",5924644,NA,NA,NA,NA,NA,NA
"10173","Liopropoma susumi","species","Liopropoma susumi","Liopropoma susumi","Liopropoma susumi",FALSE,FALSE,"","accepted",NA,"(Jordan & Seale, 1906)",218259,"1609302",3633901,"Actinopteri","Perciformes","Serranidae","Liopropoma","0","0"
"10174","Chelidoperca margaritifera","species","Chelidoperca margaritifera","Chelidoperca margaritifera","Chelidoperca margaritifera",FALSE,FALSE,"","accepted",NA,"Weber, 1913",277023,"1609303",3634118,"Actinopteri","Perciformes","Serranidae","Chelidoperca","0","0"
"10175","Pseudanthias rubrizonatus","species","Pseudanthias rubrizonatus","Pseudanthias rubrizonatus","Pseudanthias rubrizonatus",FALSE,FALSE,"","accepted",NA,"(Randall, 1983)",277477,"1609304",3634011,"Actinopteri","Perciformes","Serranidae","Pseudanthias","0","0"
"10176","Plectranthias kamii","species","Plectranthias kamii","Plectranthias kamii","Plectranthias kamii",FALSE,FALSE,"","accepted",NA,"Randall, 1980",279010,"1609305",3633915,"Actinopteri","Perciformes","Serranidae","Plectranthias","0","0"
"10177","Labracinus","genus","Labracinus","Labracinus","Labracinus",FALSE,FALSE,"incertae_sedis_inherited","accepted",NA,"Schlegel, 1858",269588,"1609306",26919,"Actinopteri","Ovalentaria incertae sedis","Pseudochromidae","Labracinus","0","0"
"10178","Plesiops verecundus","species","Plesiops verecundus","Plesiops verecundus","Plesiops verecundus",FALSE,FALSE,"incertae_sedis_inherited","accepted",NA,"Mooi, 1995",276822,"1609307",3633796,"Actinopteri","Ovalentaria incertae sedis","Plesiopidae","Plesiops","0","0"
"10179","Assessor randalli","species","Assessor randalli","Assessor randalli","Assessor randalli",FALSE,FALSE,"incertae_sedis_inherited","accepted",NA,"Allen & Kuiter, 1976",279763,"1609308",3633781,"Actinopteri","Ovalentaria incertae sedis","Plesiopidae","Assessor","0","0"
"10180","Opistognathus","genus","Opistognathus","Opistognathus","Opistognathus",FALSE,FALSE,"incertae_sedis_inherited","accepted",NA,"Cuvier, 1816",159746,"1609309",872890,"Actinopteri","Ovalentaria incertae sedis","Opistognathidae","Opistognathus","0","0"
"10181","Pristigenys meyeri","species","Pristigenys meyeri","Pristigenys meyeri","Pristigenys meyeri",FALSE,FALSE,"","accepted",NA,"(Günther, 1872)",276036,"1609310",3633619,"Actinopteri","Eupercaria incertae sedis","Priacanthidae","Pristigenys","0","0"
"10182","Priacanthus zaiserae","species","Priacanthus zaiserae","Priacanthus zaiserae","Priacanthus zaiserae",FALSE,FALSE,"","accepted",NA,"Starnes & Moyer, 1988",273769,"1609311",3633620,"Actinopteri","Eupercaria incertae sedis","Priacanthidae","Priacanthus","0","0"
"10183","Scorpaenodes quadrispinosus","species","Scorpaenodes quadrispinosus","Scorpaenodes quadrispinosus","Scorpaenodes quadrispinosus",FALSE,FALSE,"","accepted",NA,"Greenfield & Matsuura, 2002",274750,"1609312",3632449,"Actinopteri","Perciformes","Scorpaenidae","Scorpaenodes","0","0"
"10184","Parascorpaena aurita","species","Parascorpaena aurita","Parascorpaena aurita","Parascorpaena aurita",FALSE,FALSE,"","accepted",NA,"(Rüppell, 1838)",218065,"1609313",3632439,"Actinopteri","Perciformes","Scorpaenidae","Parascorpaena","0","0"
"10185","Scorpaena pepo","species","Scorpaena pepo","Scorpaena pepo","Scorpaena pepo",FALSE,FALSE,"","accepted",NA,"Motomura, Poss & Shao, 2007",398447,"1609314",3632431,"Actinopteri","Perciformes","Scorpaenidae","Scorpaena","0","0"
"10186","Neomerinthe procurva","species","Neomerinthe procurva","Neomerinthe procurva","Neomerinthe procurva",FALSE,FALSE,"","accepted",NA,"Chen, 1981",276265,"1609316",3632467,"Actinopteri","Perciformes","Scorpaenidae","Neomerinthe","0","0"
"10187","Parascorpaena moultoni","species","Parascorpaena moultoni","Parascorpaena moultoni","Parascorpaena moultoni",FALSE,FALSE,"","accepted",NA,"(Whitley, 1961)",1013735,"1609317",5924630,"Actinopteri","Perciformes","Scorpaenidae","Parascorpaena","0","0"
"10188","Parascorpaena mcadamsi","species","Parascorpaena mcadamsi","Parascorpaena mcadamsi","Parascorpaena mcadamsi",FALSE,FALSE,"","accepted",NA,"(Fowler, 1938)",218064,"1609318",3632437,"Actinopteri","Perciformes","Scorpaenidae","Parascorpaena","0","0"
"10189","Scorpaenopsis ramaraoi","species","Scorpaenopsis ramaraoi","Scorpaenopsis ramaraoi","Scorpaenopsis ramaraoi",FALSE,FALSE,"","accepted",NA,"Randall & Eschmeyer, 2002",277537,"1609319",3632355,"Actinopteri","Perciformes","Scorpaenidae","Scorpaenopsis","0","0"
"10190","Scorpaenopsis orientalis","species","Scorpaenopsis orientalis","Scorpaenopsis orientalis","Scorpaenopsis orientalis",FALSE,FALSE,"","accepted",NA,"Randall & Eschmeyer, 2002",277530,"1609320",3632359,"Actinopteri","Perciformes","Scorpaenidae","Scorpaenopsis","0","0"
"10191","Sebastapistes","genus","Sebastapistes","Sebastapistes","Sebastapistes",FALSE,FALSE,"","accepted",NA,"Gill, 1877",126173,"1609321",12061,"Actinopteri","Perciformes","Scorpaenidae","Sebastapistes","0","0"
"10192","Scorpaenopsis","genus","Scorpaenopsis","Scorpaenopsis","Scorpaenopsis",FALSE,FALSE,"","accepted",NA,"Heckel, 1837",204563,"1609322",659841,"Actinopteri","Perciformes","Scorpaenidae","Scorpaenopsis","0","0"
"10193","Scorpaenodes","genus","Scorpaenodes","Scorpaenodes","Scorpaenodes",FALSE,FALSE,"","accepted",NA,"Bleeker, 1857",126172,"1609323",204667,"Actinopteri","Perciformes","Scorpaenidae","Scorpaenodes","0","0"
"10194","Lepidotrigla guentheri","species","Lepidotrigla guentheri","Lepidotrigla guentheri","Lepidotrigla guentheri",FALSE,FALSE,"","accepted",NA,"Hilgendorf, 1879",274892,"1609324",3631648,"Actinopteri","Perciformes","Triglidae","Lepidotrigla","0","0"
"10195","Lepidotrigla japonica","species","Lepidotrigla japonica","Lepidotrigla japonica","Lepidotrigla japonica",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1854)",274894,"1609325",3631647,"Actinopteri","Perciformes","Triglidae","Lepidotrigla","0","0"
"10196","Lepidotrigla abyssalis","species","Lepidotrigla abyssalis","Lepidotrigla japonica","Lepidotrigla japonica",FALSE,FALSE,"","unaccepted",NA,"Jordan & Starks, 1904",274879,"1609325",3631647,"Actinopteri","Perciformes","Triglidae","Lepidotrigla","0","0"
"10197","Cantherhines fronticinctus","species","Cantherhines fronticinctus","Cantherhines fronticinctus","Cantherhines fronticinctus",FALSE,FALSE,"","accepted",NA,"(Günther, 1867)",220055,"1609326",3631274,"Actinopteri","Tetraodontiformes","Monacanthidae","Cantherhines","0","0"
"10198","Acreichthys hajam","species","Acreichthys hajam","Acreichthys hajam","Acreichthys hajam",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1851)",277765,"1609327",3631334,"Actinopteri","Tetraodontiformes","Monacanthidae","Acreichthys","0","0"
"10199","Engyprosopon longipelvis","species","Engyprosopon longipelvis","Engyprosopon longipelvis","Engyprosopon longipelvis",FALSE,FALSE,"","accepted",NA,"Amaoka, 1969",277396,"1609330",3640296,"Actinopteri","Pleuronectiformes","Bothidae","Engyprosopon","0","0"
