"","taxa_query","found_taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","status","unacceptreason","is_synonym","flags","valid_authority","kingdom","class","order","family","genus","freshwater_only","terrestrial_only"
"15","Cymatogaster aggregata","Cymatogaster aggregata","species",280461,11121,2389234,493362,"Cymatogaster aggregata","Cymatogaster aggregata","Cymatogaster aggregata","Cymatogaster aggregata Gibbons, 1854","Chordata","accepted",NA,FALSE,"incertae_sedis_inherited","Gibbons, 1854","Animalia","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Cymatogaster","0","0"
"16","Damalichthys vacca","Phanerodon vacca","species",1577347,801365,2389316,841788,"Phanerodon vacca","Rhacochilus vacca","Damalichthys vacca","Damalichthys vacca Girard, 1855","Chordata","superseded combination",NA,TRUE,"incertae_sedis_inherited","(Girard, 1855)","Animalia","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Damalichthys","0","0"
"17","Embiotoca lateralis","Embiotoca lateralis","species",240740,76474,2389287,1090031,"Embiotoca lateralis","Embiotoca lateralis","Embiotoca lateralis","Embiotoca lateralis Agassiz, 1854","Chordata","accepted",NA,FALSE,"incertae_sedis_inherited","Agassiz, 1854","Animalia","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Embiotoca","0","0"
"18","Citharichthys","Citharichthys","genus",158786,5777,2408301,67198,"Citharichthys","Citharichthys","Citharichthys","Citharichthys Bleeker, 1862","Chordata","accepted",NA,FALSE,"","Bleeker, 1862","Animalia","Actinopteri","Pleuronectiformes","Paralichthyidae","Citharichthys","0","0"
"19","Atheresthes stomias","Atheresthes stomias","species",279792,11835,2409091,786093,"Atheresthes stomias","Atheresthes stomias","Atheresthes stomias","Atheresthes stomias (Jordan & Gilbert, 1880)","Chordata","accepted",NA,FALSE,"","(Jordan & Gilbert, 1880)","Animalia","Actinopteri","Pleuronectiformes","Pleuronectidae","Atheresthes","0","0"
"20","Lepidopsetta bilineata","Lepidopsetta bilineata","species",281305,33919,5213939,206083,"Lepidopsetta bilineata","Lepidopsetta bilineata","Lepidopsetta bilineata","Lepidopsetta bilineata (Ayres, 1855)","Chordata","accepted",NA,FALSE,"","(Ayres, 1855)","Animalia","Actinopteri","Pleuronectiformes","Pleuronectidae","Lepidopsetta","0","0"
"21","Parophrys vetulus","Parophrys vetulus","species",254393,33893,2409370,835838,"Parophrys vetulus","Parophrys vetulus","Parophrys vetulus","Parophrys vetulus Girard, 1854","Chordata","accepted",NA,FALSE,"","Girard, 1854","Animalia","Actinopteri","Pleuronectiformes","Pleuronectidae","Parophrys","0","0"
"22","Platichthys stellatus","Platichthys stellatus","species",154781,33910,2409327,296735,"Platichthys stellatus","Platichthys stellatus","Platichthys stellatus","Platichthys stellatus (Pallas, 1787)","Chordata","accepted",NA,FALSE,"","(Pallas, 1787)","Animalia","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","0","0"
"23","Pleuronichthys coenosus","Pleuronichthys coenosus","species",282290,33921,2409249,1091692,"Pleuronichthys coenosus","Pleuronichthys coenosus","Pleuronichthys coenosus","Pleuronichthys coenosus Girard, 1854","Chordata","accepted",NA,FALSE,"","Girard, 1854","Animalia","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronichthys","0","0"
"24","Psettichthys melanostictus","Psettichthys melanostictus","species",282396,33913,2409051,282295,"Psettichthys melanostictus","Psettichthys melanostictus","Psettichthys melanostictus","Psettichthys melanostictus Girard, 1854","Chordata","accepted",NA,FALSE,"","Girard, 1854","Animalia","Actinopteri","Pleuronectiformes","Pleuronectidae","Psettichthys","0","0"
"25","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","species",127182,48257,5204037,739927,"Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha (Walbaum, 1792)","Chordata","accepted",NA,FALSE,"","(Walbaum, 1792)","Animalia","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","0","0"
"26","Oncorhynchus keta","Oncorhynchus keta","species",127183,88757,5204014,739921,"Oncorhynchus keta","Oncorhynchus keta","Oncorhynchus keta","Oncorhynchus keta (Walbaum, 1792)","Chordata","accepted",NA,FALSE,"","(Walbaum, 1792)","Animalia","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","0","0"
"27","Oncorhynchus kisutch","Oncorhynchus kisutch","species",127184,23772,5204034,739917,"Oncorhynchus kisutch","Oncorhynchus kisutch","Oncorhynchus kisutch","Oncorhynchus kisutch (Walbaum, 1792)","Chordata","accepted",NA,FALSE,"","(Walbaum, 1792)","Animalia","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","0","0"
"28","Oncorhynchus nerka","Oncorhynchus nerka","species",254569,88747,5204039,165375,"Oncorhynchus nerka","Oncorhynchus nerka","Oncorhynchus nerka","Oncorhynchus nerka (Walbaum, 1792)","Chordata","accepted",NA,FALSE,"","(Walbaum, 1792)","Animalia","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","0","0"
"29","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","species",158075,10566,5204024,730762,"Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha (Walbaum, 1792)","Chordata","accepted",NA,FALSE,"","(Walbaum, 1792)","Animalia","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","0","0"
"30","Salvelinus malma","Salvelinus malma","species",254570,88751,4284020,688336,"Salvelinus malma","Salvelinus malma","Salvelinus malma","Salvelinus malma (Walbaum, 1792)","Chordata","accepted",NA,FALSE,"","(Walbaum, 1792)","Animalia","Actinopteri","Salmoniformes","Salmonidae","Salvelinus","0","0"
"31","Blepsias cirrhosus","Blepsias cirrhosus","species",279417,125608,2335095,446859,"Blepsias cirrhosus","Blepsias cirrhosus","Blepsias cirrhosus","Blepsias cirrhosus (Pallas, 1814)","Chordata","accepted",NA,FALSE,"","(Pallas, 1814)","Animalia",NA,"Scorpaeniformes","Hemitripteridae","Blepsias","0","0"
"32","Bothragonus swanii","Bothragonus swanii","species",279947,393347,2337158,989012,"Bothragonus swanii","Bothragonus swanii","Bothragonus swanii","Bothragonus swanii (Steindachner, 1876)","Chordata","accepted",NA,FALSE,"","(Steindachner, 1876)","Animalia","Actinopteri","Perciformes","Agonidae","Bothragonus","0","0"
"33","Nautichthys oculofasciatus","Nautichthys oculofasciatus","species",254542,99713,2335124,786112,"Nautichthys oculofasciatus","Nautichthys oculofasciatus","Nautichthys oculofasciatus","Nautichthys oculofasciatus (Girard, 1858)","Chordata","accepted",NA,FALSE,"","(Girard, 1858)","Animalia",NA,"Scorpaeniformes","Hemitripteridae","Nautichthys","0","0"
"34","Pallasina barbata","Pallasina barbata","species",254396,110751,5201645,170501,"Pallasina barbata","Pallasina barbata","Pallasina barbata","Pallasina barbata (Steindachner, 1876)","Chordata","accepted",NA,FALSE,"","(Steindachner, 1876)","Animalia","Actinopteri","Perciformes","Agonidae","Pallasina","0","0"
"35","Anoplopoma fimbria","Anoplopoma fimbria","species",159463,13145,2335062,441856,"Anoplopoma fimbria","Anoplopoma fimbria","Anoplopoma fimbria","Anoplopoma fimbria (Pallas, 1814)","Chordata","accepted",NA,FALSE,"","(Pallas, 1814)","Animalia","Actinopteri","Perciformes","Anoplopomatidae","Anoplopoma","0","0"
"36","Aulorhynchus flavidus","Aulorhynchus flavidus","species",279839,99726,2356481,591249,"Aulorhynchus flavidus","Aulorhynchus flavidus","Aulorhynchus flavidus","Aulorhynchus flavidus Gill, 1861","Chordata","accepted",NA,FALSE,"","Gill, 1861","Animalia","Actinopteri","Perciformes","Aulorhynchidae","Aulorhynchus","0","0"
"37","Artedius fenestralis","Artedius fenestralis","species",279700,142500,2333969,830121,"Artedius fenestralis","Artedius fenestralis","Artedius fenestralis","Artedius fenestralis Jordan & Gilbert, 1883","Chordata","accepted",NA,FALSE,"","Jordan & Gilbert, 1883","Animalia","Actinopteri","Perciformes","Cottidae","Artedius","0","0"
"38","Artedius lateralis","Artedius lateralis","species",279702,76453,2333966,401750,"Artedius lateralis","Artedius lateralis","Artedius lateralis","Artedius lateralis (Girard, 1854)","Chordata","accepted",NA,FALSE,"","(Girard, 1854)","Animalia","Actinopteri","Perciformes","Cottidae","Artedius","0","0"
"39","Artedius","Artedius","genus",268390,76451,2333960,830124,"Artedius","Artedius","Artedius","Artedius Girard, 1856","Chordata","accepted",NA,FALSE,"","Girard, 1856","Animalia","Actinopteri","Perciformes","Cottidae","Artedius","0","0"
"40","Ascelichthys rhodorus","Ascelichthys rhodorus","species",279706,784709,2334021,3632243,"Ascelichthys rhodorus","Ascelichthys rhodorus","Ascelichthys rhodorus","Ascelichthys rhodorus Jordan & Gilbert, 1880","Chordata","accepted",NA,FALSE,"","Jordan & Gilbert, 1880","Animalia","Actinopteri","Perciformes","Cottidae","Ascelichthys","0","0"
"41","Asemichthys taylori","Asemichthys taylori","species",316433,716933,2333756,3632127,"Asemichthys taylori","Asemichthys taylori","Asemichthys taylori","Asemichthys taylori Gilbert, 1912","Chordata","accepted",NA,FALSE,"","Gilbert, 1912","Animalia","Actinopteri","Perciformes","Cottidae","Asemichthys","0","0"
"42","Chitonotus pugetensis","Chitonotus pugetensis","species",280162,33905,2333761,706157,"Chitonotus pugetensis","Chitonotus pugetensis","Chitonotus pugetensis","Chitonotus pugetensis (Steindachner, 1876)","Chordata","accepted",NA,FALSE,"","(Steindachner, 1876)","Animalia","Actinopteri","Perciformes","Cottidae","Chitonotus","0","0"
"43","Enophrys bison","Enophrys bison","species",275355,125570,5201188,290389,"Enophrys bison","Enophrys bison","Enophrys bison","Enophrys bison (Girard, 1854)","Chordata","accepted",NA,FALSE,"","(Girard, 1854)","Animalia","Actinopteri","Perciformes","Cottidae","Enophrys","0","0"
"44","Hemilepidotus hemilepidotus","Hemilepidotus hemilepidotus","species",254521,125589,2333949,568667,"Hemilepidotus hemilepidotus","Hemilepidotus hemilepidotus","Hemilepidotus hemilepidotus","Hemilepidotus hemilepidotus (Tilesius, 1811)","Chordata","accepted",NA,FALSE,"","(Tilesius, 1811)","Animalia","Actinopteri","Perciformes","Cottidae","Hemilepidotus","0","0"
"45","Leptocottus armatus","Leptocottus armatus","species",254345,59606,2333923,520272,"Leptocottus armatus","Leptocottus armatus","Leptocottus armatus","Leptocottus armatus Girard, 1854","Chordata","accepted",NA,FALSE,"","Girard, 1854","Animalia","Actinopteri","Perciformes","Cottidae","Leptocottus","0","0"
"46","Oligocottus maculosus","Oligocottus maculosus","species",281872,101369,2333746,365186,"Oligocottus maculosus","Oligocottus maculosus","Oligocottus maculosus","Oligocottus maculosus Girard, 1856","Chordata","accepted",NA,FALSE,"","Girard, 1856","Animalia","Actinopteri","Perciformes","Cottidae","Oligocottus","0","0"
"47","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","species",282726,76463,5201222,786351,"Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus (Ayres, 1854)","Chordata","accepted",NA,FALSE,"","(Ayres, 1854)","Animalia","Actinopteri","Perciformes","Cottidae","Scorpaenichthys","0","0"
"48","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","species",282726,76463,5201222,786351,"Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus (Ayres, 1854)","Chordata","unaccepted",NA,FALSE,"","(Ayres, 1854)","Animalia","Actinopteri","Perciformes","Cottidae","Scorpaenichthys","0","0"
"49","Cottidae","Cottidae","family",125589,1879,8621,160291,"Cottidae","Cottidae","Cottidae","Cottidae","Chordata","accepted",NA,FALSE,"","Bonaparte, 1831","Animalia","Actinopteri","Perciformes","Cottidae",NA,"0","0"
"50","Hexagrammos decagrammus","Hexagrammos decagrammus","species",240732,33916,2336472,305854,"Hexagrammos decagrammus","Hexagrammos decagrammus","Hexagrammos decagrammus","Hexagrammos decagrammus (Pallas, 1810)","Chordata","accepted",NA,FALSE,"","(Pallas, 1810)","Animalia","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos","0","0"
"51","Hexagrammos stelleri","Hexagrammos stelleri","species",254545,125577,2336480,185873,"Hexagrammos stelleri","Hexagrammos stelleri","Hexagrammos stelleri","Hexagrammos stelleri Tilesius, 1810","Chordata","accepted",NA,FALSE,"","Tilesius, 1810","Animalia","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos","0","0"
"52","Hexagrammos","Hexagrammos","genus",240731,33915,2336463,719913,"Hexagrammos","Hexagrammos","Hexagrammos","Hexagrammos Tilesius, 1810","Chordata","accepted",NA,FALSE,"","Tilesius, 1810","Animalia","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos","0","0"
"53","Ophiodon elongatus","Ophiodon elongatus","species",240745,17835,2336521,849032,"Ophiodon elongatus","Ophiodon elongatus","Ophiodon elongatus","Ophiodon elongatus Girard, 1854","Chordata","accepted",NA,FALSE,"","Girard, 1854","Animalia","Actinopteri","Perciformes","Hexagrammidae","Ophiodon","0","0"
"54","Oxylebius pictus","Oxylebius pictus","species",240743,76502,2336510,131554,"Oxylebius pictus","Oxylebius pictus","Oxylebius pictus","Oxylebius pictus Gill, 1862","Chordata","accepted",NA,FALSE,"","Gill, 1862","Animalia","Actinopteri","Perciformes","Hexagrammidae","Oxylebius","0","0"
"55","Liparis cyclopus","Liparis cyclopus","species",274509,804235,5201449,4949171,"Liparis cyclopus","Liparis cyclopus","Liparis cyclopus","Liparis cyclopus Günther, 1861","Chordata","accepted",NA,FALSE,"","Günther, 1861","Animalia","Actinopteri","Perciformes","Liparidae","Liparis","0","0"
"56","Liparis","Liparis","genus",126160,4026,NA,577723,"Liparis","Liparis (genus in Opisthokonta)","Liparis",NA,"Chordata","accepted",NA,FALSE,"","Scopoli, 1777","Animalia","Actinopteri","Perciformes","Liparidae","Liparis","0","0"
"57","Apodichthys flavidus","Apodichthys flavidus","species",279664,125580,2390392,628665,"Apodichthys flavidus","Apodichthys flavidus","Apodichthys flavidus","Apodichthys flavidus Girard, 1854","Chordata","accepted",NA,FALSE,"","Girard, 1854","Animalia","Actinopteri","Perciformes","Pholidae","Apodichthys","0","0"
"58","Pholis laeta","Pholis laeta","species",273689,125636,5210424,106653,"Pholis laeta","Pholis laeta","Pholis laeta","Pholis laeta (Cope, 1873)","Chordata","accepted",NA,FALSE,"","(Cope, 1873)","Animalia","Actinopteri","Perciformes","Pholidae","Pholis","0","0"
"59","Rhamphocottus richardsonii","Rhamphocottus richardsonii","species",282578,125517,2336938,706152,"Rhamphocottus richardsonii","Rhamphocottus richardsonii","Rhamphocottus richardsonii","Rhamphocottus richardsonii Günther, 1874","Chordata","accepted",NA,FALSE,"","Günther, 1874","Animalia","Actinopteri","Perciformes","Rhamphocottidae","Rhamphocottus","0","0"
"60","Sebastes caurinus","Sebastes caurinus","species",274780,33903,2335455,1057078,"Sebastes caurinus","Sebastes caurinus","Sebastes caurinus","Sebastes caurinus Richardson, 1844","Chordata","accepted",NA,FALSE,"sibling_higher","Richardson, 1844","Animalia","Actinopteri","Perciformes","Sebastidae","Sebastes","0","0"
"61","Sebastes entomelas","Sebastes entomelas","species",274791,16661,2335516,531068,"Sebastes entomelas","Sebastes entomelas","Sebastes entomelas","Sebastes entomelas (Jordan & Gilbert, 1880)","Chordata","accepted",NA,FALSE,"sibling_higher","(Jordan & Gilbert, 1880)","Animalia","Actinopteri","Perciformes","Sebastidae","Sebastes","0","0"
"62","Sebastes flavidus","Sebastes flavidus","species",274795,10709,2335500,531059,"Sebastes flavidus","Sebastes flavidus","Sebastes flavidus","Sebastes flavidus (Ayres, 1862)","Chordata","accepted",NA,FALSE,"sibling_higher","(Ayres, 1862)","Animalia","Actinopteri","Perciformes","Sebastidae","Sebastes","0","0"
"63","Sebastes paucispinis","Sebastes paucispinis","species",274833,10777,2335466,582321,"Sebastes paucispinis","Sebastes paucispinis","Sebastes paucispinis","Sebastes paucispinis Ayres, 1854","Chordata","accepted",NA,FALSE,"sibling_higher","Ayres, 1854","Animalia","Actinopteri","Perciformes","Sebastidae","Sebastes","0","0"
"64","Sebastes","Sebastes","genus",126175,3990,2333712,696010,"Sebastes","Sebastes","Sebastes","Sebastes Cuvier, 1829","Chordata","accepted",NA,FALSE,"","Cuvier, 1829","Animalia","Actinopteri","Perciformes","Sebastidae","Sebastes","0","0"
"65","Anoplarchus","Anoplarchus","genus",268327,78131,2394913,865048,"Anoplarchus","Anoplarchus","Anoplarchus","Anoplarchus Gill, 1861","Chordata","accepted",NA,FALSE,"","Gill, 1861","Animalia","Actinopteri","Perciformes","Stichaeidae","Anoplarchus","0","0"
"66","Lumpenus sagitta","Lumpenus sagitta","species",254579,13990,5211330,786101,"Lumpenus sagitta","Lumpenus sagitta","Lumpenus sagitta","Lumpenus sagitta Wilimovsky, 1956","Chordata","accepted",NA,FALSE,"","Wilimovsky, 1956","Animalia","Actinopteri","Perciformes","Stichaeidae","Lumpenus","0","0"
"67","Trichodon trichodon","Trichodon trichodon","species",283043,34016,5210437,1009635,"Trichodon trichodon","Trichodon trichodon","Trichodon trichodon","Trichodon trichodon (Tilesius, 1813)","Chordata","accepted",NA,FALSE,"","(Tilesius, 1813)","Animalia","Actinopteri","Perciformes","Trichodontidae","Trichodon","0","0"
"68","Syngnathus leptorhynchus","Syngnathus leptorhynchus","species",275226,78133,2332938,774443,"Syngnathus leptorhynchus","Syngnathus leptorhynchus","Syngnathus leptorhynchus","Syngnathus leptorhynchus Girard, 1854","Chordata","accepted",NA,FALSE,"","Girard, 1854","Animalia","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus","0","0"
"69","Ammodytes","Ammodytes","genus",125909,34574,2389989,109651,"Ammodytes","Ammodytes","Ammodytes","Ammodytes Linnaeus, 1758","Chordata","accepted",NA,FALSE,"","Linnaeus, 1758","Animalia","Actinopteri","Perciformes","Ammodytidae","Ammodytes","0","0"
"70","Actinopterygii","Actinopterygii","gigaclass",10194,NA,NA,773483,"Actinopterygii","Actinopterygii",NA,NA,"Chordata","accepted",NA,FALSE,"",NA,"Animalia",NA,NA,NA,NA,"0","0"
"71","Appendicularia","Appendicularia","class",146421,96365,211,737276,"Appendicularia","Appendicularia (class in Opisthokonta)","Appendicularia","Appendicularia","Chordata","accepted",NA,FALSE,"",NA,"Animalia","Appendicularia",NA,NA,NA,"0","0"
"72","Appendicularia","Appendicularia","genus",103357,NA,NA,737276,"Appendicularia","Appendicularia (class in Opisthokonta)",NA,NA,"Chordata","accepted",NA,FALSE,"","Fol, 1874","Animalia","Appendicularia","Copelata","Fritillariidae","Appendicularia","0","0"
"73","Clavelina huntsmani","Clavelina huntsmani","species",250311,908846,2330180,3645772,"Clavelina huntsmani","Clavelina huntsmani","Clavelina huntsmani","Clavelina huntsmani Van Name, 1931","Chordata","accepted",NA,FALSE,"","Van Name, 1931","Animalia","Ascidiacea","Aplousobranchia","Clavelinidae","Clavelina","0","0"
"74","Pycnoclavella stanleyi","Pycnoclavella stanleyi","species",251245,908856,2331198,3645488,"Pycnoclavella stanleyi","Pycnoclavella stanleyi","Pycnoclavella stanleyi","Pycnoclavella stanleyi Berrill & Abbott, 1949","Chordata","accepted",NA,FALSE,"","Berrill & Abbott, 1949","Animalia","Ascidiacea","Aplousobranchia","Clavelinidae","Pycnoclavella","0","0"
"75","Didemnum","Didemnum","genus",103456,109666,2329630,872818,"Didemnum","Didemnum","Didemnum","Didemnum Savigny, 1816","Chordata","accepted",NA,FALSE,"","Savigny, 1816","Animalia","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","0","0"
"76","Diplosoma listerianum","Diplosoma listerianum","species",103579,406736,5200414,279736,"Diplosoma listerianum","Diplosoma listerianum","Diplosoma listerianum","Diplosoma listerianum (Milne Edwards, 1841)","Chordata","accepted",NA,FALSE,"","(Milne Edwards, 1841)","Animalia","Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","0","0"
"77","Didemnidae","Didemnidae","family",103439,1243,5220,872817,"Didemnidae","Didemnidae","Didemnidae","Didemnidae","Chordata","accepted",NA,FALSE,"","Giard, 1872","Animalia","Ascidiacea","Aplousobranchia","Didemnidae",NA,"0","0"
"78","Cystodytes lobatus","Cystodytes lobatus","species",250432,908852,2330284,3645649,"Cystodytes lobatus","Cystodytes lobatus","Cystodytes lobatus","Cystodytes lobatus (Ritter, 1900)","Chordata","accepted",NA,FALSE,"","(Ritter, 1900)","Animalia","Ascidiacea","Aplousobranchia","Polycitoridae","Cystodytes","0","0"
"79","Eudistoma purpuropunctatum","Eudistoma purpuropunctatum","species",250245,908850,4355791,3645546,"Eudistoma purpuropunctatum","Eudistoma purpuropunctatum","Eudistoma purpuropunctatum","Eudistoma purpuropunctatum Lambert, 1989","Chordata","accepted",NA,FALSE,"","Lambert, 1989","Animalia","Ascidiacea","Aplousobranchia","Polycitoridae","Eudistoma","0","0"
"80","Eudistoma ritteri","Eudistoma ritteri","species",250250,908855,2330292,3645556,"Eudistoma ritteri","Eudistoma ritteri","Eudistoma ritteri","Eudistoma ritteri Van Name, 1945","Chordata","accepted",NA,FALSE,"","Van Name, 1945","Animalia","Ascidiacea","Aplousobranchia","Polycitoridae","Eudistoma","0","0"
"81","Aplidium californicum","Aplidium californicum","species",249827,908848,2330922,3644492,"Aplidium californicum","Aplidium californicum","Aplidium californicum","Aplidium californicum (Ritter & Forsyth, 1917)","Chordata","accepted",NA,FALSE,"","(Ritter & Forsyth, 1917)","Animalia","Ascidiacea","Aplousobranchia","Polyclinidae","Aplidium","0","0"
"82","Aplidium kottae","Aplidium kottae","species",266095,957205,2330963,3644505,"Aplidium kottae","Aplidium kottae","Aplidium kottae","Aplidium kottae Brunetti, 2007","Chordata","accepted",NA,FALSE,"","Brunetti, 2007","Animalia","Ascidiacea","Aplousobranchia","Polyclinidae","Aplidium","0","0"
"83","Ritterella rubra","Ritterella rubra","species",251340,957083,2331068,3644836,"Ritterella rubra","Ritterella rubra","Ritterella rubra","Ritterella rubra Abbott & Trason, 1968","Chordata","accepted",NA,FALSE,"","Abbott & Trason, 1968","Animalia","Ascidiacea","Aplousobranchia","Ritterellidae","Ritterella","0","0"
"84","Ascidia columbiana","Ascidia columbiana","species",249979,808589,2330505,3645858,"Ascidia columbiana","Ascidia columbiana","Ascidia columbiana","Ascidia columbiana (Huntsman, 1912)","Chordata","accepted",NA,FALSE,"","(Huntsman, 1912)","Animalia","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidia","0","0"
"85","Ciona savignyi","Ciona savignyi","species",250292,29569,2329616,677382,"Ciona savignyi","Ciona savignyi","Ciona savignyi","Ciona savignyi Herdman, 1882","Chordata","accepted",NA,FALSE,"","Herdman, 1882","Animalia","Ascidiacea","Phlebobranchia","Cionidae","Ciona","0","0"
