"","taxa_query","taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","class","subclass","order","family","genus","species","wormsid_phylum","wormsid_class","wormsid_subclass","wormsid_order","wormsid_family","wormsid_genus","wormsid_species","authority","is_synonym","flags"
"1","Acartia longiremis","Acartia longiremis","species",NA,310780,2114439,966235,NA,"Acartia longiremis","Acartia longiremis","Acartia longiremis (Lilljeborg, 1853)","Arthropoda",NA,NA,NA,"Acartiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"2","Aetideus divergens","Aetideus divergens","species",346076,518636,5166425,2956825,"Aetideus divergens","Aetideus divergens","Aetideus divergens","Aetideus divergens Bradford, 1971","Arthropoda","Copepoda",NA,"Calanoida","Aetideidae","Aetideus","Aetideus divergens",1065,1080,NA,1100,104075,104112,346076,"Bradford, 1971",FALSE,""
"3","Chiridius gracilis","Chiridius gracilis","species",104290,152170,2115197,517253,"Chiridius gracilis","Chiridius gracilis","Chiridius gracilis","Chiridius gracilis Farran, 1908","Arthropoda","Copepoda",NA,"Calanoida","Aetideidae","Chiridius","Chiridius gracilis",1065,1080,NA,1100,104075,104117,104290,"Farran, 1908",FALSE,""
"4","Arietellus plumifer","Arietellus plumifer","species",104351,809285,2114795,2957491,"Arietellus plumifer","Arietellus plumifer","Arietellus plumifer","Arietellus plumifer Sars G.O., 1905","Arthropoda","Copepoda",NA,"Calanoida","Arietellidae","Arietellus","Arietellus plumifer",1065,1080,NA,1100,104076,104130,104351,"Sars G.O., 1905",FALSE,""
"5","Calanus marshallae","Calanus marshallae","species",196770,31234,5166404,582314,"Calanus marshallae","Calanus marshallae","Calanus marshallae","Calanus marshallae Frost, 1974","Arthropoda","Copepoda",NA,"Calanoida","Calanidae","Calanus","Calanus marshallae",1065,1080,NA,1100,104079,104152,196770,"Frost, 1974",FALSE,""
"6","Calanus pacificus","Calanus pacificus","species",196771,31238,5166395,977889,"Calanus pacificus","Calanus pacificus","Calanus pacificus","Calanus pacificus Brodsky, 1948","Arthropoda","Copepoda",NA,"Calanoida","Calanidae","Calanus","Calanus pacificus",1065,1080,NA,1100,104079,104152,196771,"Brodsky, 1948",FALSE,""
"7","Neocalanus cristatus","Neocalanus cristatus","species",104470,24528,2114956,6062,"Neocalanus cristatus","Neocalanus cristatus","Neocalanus cristatus","Neocalanus cristatus (Krøyer, 1848)","Arthropoda","Copepoda",NA,"Calanoida","Calanidae","Neocalanus","Neocalanus cristatus",1065,1080,NA,1100,104079,104155,104470,"(Krøyer, 1848)",FALSE,""
"8","Neocalanus plumchrus","Neocalanus plumchrus","species",196772,32386,2114959,527426,"Neocalanus plumchrus","Neocalanus plumchrus","Neocalanus plumchrus","Neocalanus plumchrus (Marukawa, 1921)","Arthropoda","Copepoda",NA,"Calanoida","Calanidae","Neocalanus","Neocalanus plumchrus",1065,1080,NA,1100,104079,104155,196772,"(Marukawa, 1921)",FALSE,""
"9","Candacia columbiae","Candacia columbiae","species",349800,809286,2115100,589864,"Candacia columbiae","Candacia columbiae","Candacia columbiae","Candacia columbiae Campbell, 1929","Arthropoda","Copepoda",NA,"Calanoida","Candaciidae","Candacia","Candacia columbiae",1065,1080,NA,1100,104080,104157,349800,"Campbell, 1929",FALSE,""
"10","Centropages abdominalis","Centropages abdominalis","species",196774,31019,2114732,1020018,"Centropages abdominalis","Centropages abdominalis","Centropages abdominalis","Centropages abdominalis Sato, 1913","Arthropoda","Copepoda",NA,"Calanoida","Centropagidae","Centropages","Centropages abdominalis",1065,1080,NA,1100,104081,104159,196774,"Sato, 1913",FALSE,""
"11","Microcalanus pusillus","Microcalanus pusillus","species",157675,142589,2114926,2957172,"Microcalanus pusillus","Microcalanus pusillus","Microcalanus pusillus","Microcalanus pusillus Sars G.O., 1903","Arthropoda","Copepoda",NA,"Calanoida","Clausocalanidae","Microcalanus","Microcalanus pusillus",1065,1080,NA,1100,104082,104164,157675,"Sars G.O., 1903",FALSE,""
"12","Microcalanus pygmaeus","Microcalanus pygmaeus","species",104513,766660,2114925,900783,"Microcalanus pygmaeus","Microcalanus pygmaeus","Microcalanus pygmaeus","Microcalanus pygmaeus (Sars G.O., 1900)","Arthropoda","Copepoda",NA,"Calanoida","Clausocalanidae","Microcalanus","Microcalanus pygmaeus",1065,1080,NA,1100,104082,104164,104513,"(Sars G.O., 1900)",FALSE,""
"13","Pseudocalanus moultoni","Pseudocalanus moultoni","species",157678,32379,2114915,527428,"Pseudocalanus moultoni","Pseudocalanus moultoni","Pseudocalanus moultoni","Pseudocalanus moultoni Frost, 1989","Arthropoda","Copepoda",NA,"Calanoida","Clausocalanidae","Pseudocalanus","Pseudocalanus moultoni",1065,1080,NA,1100,104082,104165,157678,"Frost, 1989",FALSE,""
"14","Eucalanus bungii","Eucalanus bungii","species",196775,14421,5166468,290755,"Eucalanus bungii","Eucalanus bungii","Eucalanus bungii","Eucalanus bungii Giesbrecht, 1893","Arthropoda","Copepoda",NA,"Calanoida","Eucalanidae","Eucalanus","Eucalanus bungii",1065,1080,NA,1100,104085,104171,196775,"Giesbrecht, 1893",FALSE,""
"15","Paraeuchaeta elongata","Paraeuchaeta elongata","species",196779,310773,2114414,2957107,"Paraeuchaeta elongata","Paraeuchaeta elongata","Paraeuchaeta elongata","Paraeuchaeta elongata (Esterly, 1913)","Arthropoda","Copepoda",NA,"Calanoida","Euchaetidae","Paraeuchaeta","Paraeuchaeta elongata",1065,1080,NA,1100,104086,196874,196779,"(Esterly, 1913)",FALSE,""
"16","Heterorhabdus tanneri","Heterorhabdus tanneri","species",196782,809291,5166455,589866,"Heterorhabdus tanneri","Heterorhabdus tanneri","Heterorhabdus tanneri","Heterorhabdus tanneri (Giesbrecht, 1895)","Arthropoda","Copepoda",NA,"Calanoida","Heterorhabdidae","Heterorhabdus","Heterorhabdus tanneri",1065,1080,NA,1100,104087,104178,196782,"(Giesbrecht, 1895)",FALSE,""
"17","Metridia pacifica","Metridia pacifica","species",196784,28710,2114817,1089887,"Metridia pacifica","Metridia pacifica","Metridia pacifica","Metridia pacifica Brodsky, 1950","Arthropoda","Copepoda",NA,"Calanoida","Metridinidae","Metridia","Metridia pacifica",1065,1080,NA,1100,104092,104190,196784,"Brodsky, 1950",FALSE,""
"18","Metridia pseudopacifica","Metridia pseudopacifica","species",NA,809292,NA,NA,NA,NA,"Metridia pseudopacifica",NA,"Arthropoda",NA,NA,NA,"Metridinidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Scolecithricella minor","Scolecithricella minor","species",NA,91754,2114711,484754,NA,"Scolecithricella minor","Scolecithricella minor","Scolecithricella minor","Arthropoda",NA,NA,NA,"Scolecitrichidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"20","Tortanus discaudatus","Tortanus discaudatus","species",NA,32102,2115556,447359,NA,"Tortanus discaudatus","Tortanus discaudatus","Tortanus discaudatus (Thompson I.C. & Scott A.) In Herdman, Thompson & Scott, 1897","Arthropoda",NA,NA,NA,"Tortanidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"21","Ditrichocorycaeus anglicus","Ditrichocorycaeus anglicus","species",128805,683860,4324594,2946081,"Ditrichocorycaeus anglicus","Ditrichocorycaeus anglicus","Ditrichocorycaeus anglicus","Ditrichocorycaeus anglicus (Lubbock, 1857)","Arthropoda","Copepoda",NA,"Cyclopoida","Corycaeidae","Ditrichocorycaeus","Ditrichocorycaeus anglicus",1065,1080,NA,1101,128569,128635,128805,"(Lubbock, 1857)",FALSE,""
"22","Oithona atlantica","Oithona atlantica","species",106642,142598,5166645,146591,"Oithona atlantica","Oithona atlantica","Oithona atlantica","Oithona atlantica Farran, 1908","Arthropoda","Copepoda",NA,"Cyclopoida","Oithonidae","Oithona","Oithona atlantica",1065,1080,NA,1101,106422,106485,106642,"Farran, 1908",FALSE,""
"23","Oithona similis","Oithona similis","species",106656,142599,5166639,604717,"Oithona similis","Oithona similis","Oithona similis","Oithona similis Claus, 1866","Arthropoda","Copepoda",NA,"Cyclopoida","Oithonidae","Oithona","Oithona similis",1065,1080,NA,1101,106422,106485,106656,"Claus, 1866",FALSE,""
"24","Monstrilla spinosa","Monstrilla spinosa","species",NA,944245,2110835,2945459,NA,"Monstrilla spinosa","Monstrilla spinosa","Monstrilla spinosa Park, 1967","Arthropoda",NA,NA,NA,"Monstrillidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"25","Monstrilla wandelii","Monstrilla wandelii","species",353556,944246,2110848,2945566,"Monstrilla wandelii","Monstrilla wandelii","Monstrilla wandelii","Monstrilla wandelii Stephensen, 1913","Arthropoda","Copepoda",NA,"Monstrilloida","Monstrillidae","Monstrilla","Monstrilla wandelii",1065,1080,NA,1106,119777,119780,353556,"Stephensen, 1913",FALSE,""
"26","Ampelisca cristata","Ampelisca cristata","species",421436,370390,2219414,2985392,"Ampelisca cristata","Ampelisca cristata","Ampelisca cristata","Ampelisca cristata Holmes, 1908","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca cristata",1065,1071,1086,1135,101364,101445,421436,"Holmes, 1908",FALSE,""
"27","Ampelisca hancocki","Ampelisca hancocki","species",422990,370391,2219375,2985513,"Ampelisca hancocki","Ampelisca hancocki","Ampelisca hancocki","Ampelisca hancocki J.L.Barnard, 1954","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca hancocki",1065,1071,1086,1135,101364,101445,422990,"J.L. Barnard, 1954",FALSE,""
"28","Ampelisca lobata","Ampelisca lobata","species",421438,973579,2219409,2985356,"Ampelisca lobata","Ampelisca lobata","Ampelisca lobata","Ampelisca lobata Holmes, 1908","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca lobata",1065,1071,1086,1135,101364,101445,421438,"Holmes, 1908",FALSE,""
"29","Ampelisca pugetica","Ampelisca pugetica","species",423026,299413,2219356,2985420,"Ampelisca pugetica","Ampelisca pugetica","Ampelisca pugetica","Ampelisca pugetica Stimpson, 1864","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca pugetica",1065,1071,1086,1135,101364,101445,423026,"Stimpson, 1864",FALSE,""
"30","Byblis millsi","Byblis millsi","species",423228,370393,5177869,2985573,"Byblis millsi","Byblis millsi","Byblis millsi","Byblis millsi Dickinson, 1983","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Ampeliscidae","Byblis","Byblis millsi",1065,1071,1086,1135,101364,101446,423228,"Dickinson, 1983",FALSE,""
"31","Apolochus staudei","Apolochus staudei","species",488406,981037,2215815,2986613,"Apolochus staudei","Apolochus staudei","Apolochus staudei","Apolochus staudei Hoover & Bousfield, 2001","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Amphilochidae","Apolochus","Apolochus staudei",1065,1071,1086,1135,101365,236494,488406,"Hoover & Bousfield, 2001",FALSE,""
"32","Ampithoe dalli","Ampithoe dalli","species",423092,668748,5177564,2985162,"Ampithoe dalli","Ampithoe dalli","Ampithoe dalli","Ampithoe dalli Shoemaker, 1938","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Ampithoidae","Ampithoe","Ampithoe dalli",1065,1071,1086,1135,101366,101459,423092,"Shoemaker, 1938",FALSE,"sibling_higher"
"33","Ampithoe lacertosa","Ampithoe lacertosa","species",423106,314183,5177617,203744,"Ampithoe lacertosa","Ampithoe lacertosa","Ampithoe lacertosa","Ampithoe lacertosa Spence Bate, 1858","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Ampithoidae","Ampithoe","Ampithoe lacertosa",1065,1071,1086,1135,101366,101459,423106,"Spence Bate, 1858",FALSE,"sibling_higher"
"34","Anisogammarus pugettensis","Anisogammarus pugettensis","species",423136,981039,2217439,778524,"Anisogammarus pugettensis","Anisogammarus pugettensis","Anisogammarus pugettensis","Anisogammarus pugettensis (Dana, 1853)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Anisogammaridae","Anisogammarus","Anisogammarus pugettensis",1065,1071,1086,1135,101367,248332,423136,"(Dana, 1853)",FALSE,""
"35","Locustogammarus levingsi","Locustogammarus levingsi","species",488648,973576,2217428,2982489,"Locustogammarus levingsi","Locustogammarus levingsi","Locustogammarus levingsi","Locustogammarus levingsi Bousfield, 1979","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Anisogammaridae","Locustogammarus","Locustogammarus levingsi",1065,1071,1086,1135,101367,488644,488648,"Bousfield, 1979",FALSE,""
"36","Aoroides exilis","Aoroides exilis","species",488684,803353,2218983,4671137,"Aoroides exilis","Aoroides exilis","Aoroides exilis","Aoroides exilis Conlan & Bousfield, 1982","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Aoridae","Aoroides","Aoroides exilis",1065,1071,1086,1135,101368,488679,488684,"Conlan & Bousfield, 1982",FALSE,""
"37","Aoroides intermedius","Aoroides intermedius","species",488686,314184,2218981,4671135,"Aoroides intermedius","Aoroides intermedius","Aoroides intermedius","Aoroides intermedius Conlan & Bousfield, 1982","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Aoridae","Aoroides","Aoroides intermedius",1065,1071,1086,1135,101368,488679,488686,"Conlan & Bousfield, 1982",FALSE,""
"38","Calliopius carinatus","Calliopius carinatus","species",430717,804547,2216368,2983200,"Calliopius carinatus","Calliopius carinatus","Calliopius carinatus","Calliopius carinatus Bousfield & Hendrycks, 1997","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Calliopiidae","Calliopius","Calliopius carinatus",1065,1071,1086,1135,146744,101511,430717,"Bousfield & Hendrycks, 1997",FALSE,""
"39","Caprella angusta","Caprella angusta","species",430792,804554,6460260,2988222,"Caprella angusta","Caprella angusta","Caprella angusta","Caprella angusta Mayer, 1903","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Caprellidae","Caprella","Caprella angusta",1065,1071,1086,1135,101361,101430,430792,"Mayer, 1903",FALSE,""
"40","Caprella californica","Caprella californica","species",394864,649919,5178061,2988182,"Caprella californica","Caprella californica","Caprella californica","Caprella californica Stimpson, 1856","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Caprellidae","Caprella","Caprella californica",1065,1071,1086,1135,101361,101430,394864,"Stimpson, 1856",FALSE,""
"41","Caprella irregularis","Caprella irregularis","species",430850,803345,5178038,2988255,"Caprella irregularis","Caprella irregularis","Caprella irregularis","Caprella irregularis Mayer, 1890","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Caprellidae","Caprella","Caprella irregularis",1065,1071,1086,1135,101361,101430,430850,"Mayer, 1890",FALSE,""
"42","Caprella mendax","Caprella mendax","species",430869,299411,5178044,2988309,"Caprella mendax","Caprella mendax","Caprella mendax","Caprella mendax Mayer, 1903","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Caprellidae","Caprella","Caprella mendax",1065,1071,1086,1135,101361,101430,430869,"Mayer, 1903",FALSE,""
"43","Caprella verrucosa","Caprella verrucosa","species",430930,386290,5178069,2988201,"Caprella verrucosa","Caprella verrucosa","Caprella verrucosa","Caprella verrucosa Boeck, 1871","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Caprellidae","Caprella","Caprella verrucosa",1065,1071,1086,1135,101361,101430,430930,"Boeck, 1871",FALSE,""
"44","Metacaprella kennerlyi","Metacaprella kennerlyi","species",430960,386291,2220008,4670850,"Metacaprella kennerlyi","Metacaprella kennerlyi","Metacaprella kennerlyi","Metacaprella kennerlyi (Stimpson, 1864)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Caprellidae","Metacaprella","Metacaprella kennerlyi",1065,1071,1086,1135,101361,147012,430960,"(Stimpson, 1864)",FALSE,""
"45","Cyphocaris challengeri","Cyphocaris challengeri","species",428630,809289,2217684,2982815,"Cyphocaris challengeri","Cyphocaris challengeri","Cyphocaris challengeri","Cyphocaris challengeri Stebbing, 1888","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Cyphocarididae","Cyphocaris","Cyphocaris challengeri",1065,1071,1086,1135,177051,101603,428630,"Stebbing, 1888",FALSE,""
"46","Dulichia rhabdoplastis","Dulichia rhabdoplastis","species",489641,803356,5177983,2987922,"Dulichia rhabdoplastis","Dulichia rhabdoplastis","Dulichia rhabdoplastis","Dulichia rhabdoplastis McCloskey, 1970","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Dulichiidae","Dulichia","Dulichia rhabdoplastis",1065,1071,1086,1135,236746,101734,489641,"McCloskey, 1970",FALSE,""
"47","Eohaustorius washingtonianus","Eohaustorius washingtonianus","species",491529,853499,2217036,2984787,"Eohaustorius washingtonianus","Eohaustorius washingtonianus","Eohaustorius washingtonianus","Eohaustorius washingtonianus (Thorsteinson, 1941)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Haustoriidae","Eohaustorius","Eohaustorius washingtonianus",1065,1071,1086,1135,101384,254327,491529,"(Thorsteinson, 1941)",FALSE,""
"48","Apohyale anceps","Apohyale anceps","species",490605,593112,6461632,2983549,"Apohyale anceps","Apohyale anceps","Apohyale anceps","Apohyale anceps (J.L.Barnard, 1969)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Hyalidae","Apohyale","Apohyale anceps",1065,1071,1086,1135,101385,236507,490605,"(J.L. Barnard, 1969)",FALSE,""
"49","Parallorchestes cowani","Parallorchestes cowani","species",395440,675394,4314790,2983614,"Parallorchestes cowani","Parallorchestes cowani","Parallorchestes cowani","Parallorchestes cowani Bousfield & Hendrycks, 2002","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Hyalidae","Parallorchestes","Parallorchestes cowani",1065,1071,1086,1135,101385,390789,395440,"Bousfield & Hendrycks, 2002",FALSE,""
"50","Protohyale jarrettae","Protohyale jarrettae","species",NA,803370,4314806,2983699,NA,"Protohyale jarrettae","Protohyale jarrettae","Protohyale jarrettae Bousfield & Hendrycks, 2002","Arthropoda",NA,NA,NA,"Hyalidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"51","Protohyale oclairi","Protohyale oclairi","species",NA,803394,4314805,2983669,NA,"Protohyale oclairi","Protohyale oclairi","Protohyale oclairi Bousfield & Hendrycks, 2002","Arthropoda",NA,NA,NA,"Hyalidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"52","Ptilohyale plumulosus","Ptilohyale plumulosus","species",491505,853496,6461595,2983558,"Ptilohyale plumulosus","Ptilohyale plumulosus","Ptilohyale plumulosus","Ptilohyale plumulosus (Stimpson, 1857)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Hyalidae","Ptilohyale","Ptilohyale plumulosus",1065,1071,1086,1135,101385,236516,491505,"(Stimpson, 1857)",FALSE,""
"53","Themisto pacifica","Themisto pacifica","species",254453,754994,5177642,4671028,"Themisto pacifica","Themisto pacifica","Themisto pacifica","Themisto pacifica (Stebbing, 1888)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Hyperiidae","Themisto","Themisto pacifica",1065,1071,1086,1135,101417,101800,254453,"(Stebbing, 1888)",FALSE,""
"54","Coboldus hedgpethi","Coboldus hedgpethi","species",491620,803401,2217476,2982365,"Coboldus hedgpethi","Coboldus hedgpethi","Coboldus hedgpethi","Coboldus hedgpethi (J.L.Barnard, 1969)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Iphimediidae","Coboldus","Coboldus hedgpethi",1065,1071,1086,1135,101387,101553,491620,"(J.L. Barnard, 1969)",FALSE,""
"55","Ericthonius brasiliensis","Ericthonius brasiliensis","species",102401,668749,2219294,7119230,"Ericthonius brasiliensis","Ericthonius brasiliensis","Ericthonius brasiliensis","Ericthonius brasiliensis (Dana, 1853)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Ischyroceridae","Ericthonius","Ericthonius brasiliensis",1065,1071,1086,1135,101389,101567,102401,"(Dana, 1853)",FALSE,""
"56","Ischyrocerus anguipes","Ischyrocerus anguipes","species",102412,123302,2219254,977217,"Ischyrocerus anguipes","Ischyrocerus anguipes","Ischyrocerus anguipes","Ischyrocerus anguipes Krøyer, 1838","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Ischyroceridae","Ischyrocerus","Ischyrocerus anguipes",1065,1071,1086,1135,101389,101569,102412,"Krøyer, 1838",FALSE,""
"57","Ischyrocerus","Ischyrocerus","genus",101569,4710,2219246,658066,"Ischyrocerus","Ischyrocerus","Ischyrocerus","Ischyrocerus Krøyer, 1838","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Ischyroceridae","Ischyrocerus",NA,1065,1071,1086,1135,101389,101569,NA,"Krøyer, 1838",FALSE,""
"58","Microjassa barnardi","Microjassa barnardi","species",491781,973583,2219275,2988063,"Microjassa barnardi","Microjassa barnardi","Microjassa barnardi","Microjassa barnardi Conlan, 1995","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Ischyroceridae","Microjassa","Microjassa barnardi",1065,1071,1086,1135,101389,101572,491781,"Conlan, 1995",FALSE,""
"59","Leucothoe spinicarpa","Leucothoe spinicarpa","species",102470,88705,5178003,278242,"Leucothoe spinicarpa","Leucothoe spinicarpa","Leucothoe spinicarpa","Leucothoe spinicarpa (Abildgaard, 1789)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Leucothoidae","Leucothoe","Leucothoe spinicarpa",1065,1071,1086,1135,101393,101580,102470,"(Abildgaard, 1789)",FALSE,""
"60","Elasmopus antennatus","Elasmopus antennatus","species",531468,803364,2216060,2984603,"Elasmopus antennatus","Elasmopus antennatus","Elasmopus antennatus","Elasmopus antennatus (Stout, 1913)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Maeridae","Elasmopus","Elasmopus antennatus",1065,1071,1086,1135,475166,101671,531468,"(Stout, 1913)",FALSE,""
"61","Desdimelita californica","Desdimelita californica","species",536751,803398,2215904,2984719,"Desdimelita californica","Desdimelita californica","Desdimelita californica","Desdimelita californica (Alderman, 1936)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Melitidae","Desdimelita","Desdimelita californica",1065,1071,1086,1135,101397,535948,536751,"(Alderman, 1936)",FALSE,""
"62","Megamoera borealis","Megamoera borealis","species",537187,973578,2215913,2984636,"Megamoera borealis","Megamoera borealis","Megamoera borealis","Megamoera borealis Jarrett & Bousfield, 1996","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Melitidae","Megamoera","Megamoera borealis",1065,1071,1086,1135,101397,101678,537187,"Jarrett & Bousfield, 1996",FALSE,""
"63","Megamoera subtener","Megamoera subtener","species",537193,534525,2215914,950574,"Megamoera subtener","Megamoera subtener","Megamoera subtener","Megamoera subtener (Stimpson, 1864)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Melitidae","Megamoera","Megamoera subtener",1065,1071,1086,1135,101397,101678,537193,"(Stimpson, 1864)",FALSE,""
"64","Americhelidium millsi","Americhelidium millsi","species",546995,803369,2218901,4672541,"Americhelidium millsi","Americhelidium millsi","Americhelidium millsi","Americhelidium millsi Bousfield & Chevrier, 1996","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Oedicerotidae","Americhelidium","Americhelidium millsi",1065,1071,1086,1135,101400,415039,546995,"Bousfield & Chevrier, 1996",FALSE,""
"65","Gammaropsis thompsoni","Gammaropsis thompsoni","species",548589,786503,2218106,2987541,"Gammaropsis thompsoni","Gammaropsis thompsoni","Gammaropsis thompsoni","Gammaropsis thompsoni (Walker, 1898)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Photidae","Gammaropsis","Gammaropsis thompsoni",1065,1071,1086,1135,148558,101558,548589,"(Walker, 1898)",FALSE,"sibling_higher"
"66","Photis brevipes","Photis brevipes","species",548642,370414,2218045,2987740,"Photis brevipes","Photis brevipes","Photis brevipes","Photis brevipes Shoemaker, 1942","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Photidae","Photis","Photis brevipes",1065,1071,1086,1135,148558,101563,548642,"Shoemaker, 1942",FALSE,""
"67","Rhepoxynius pallidus","Rhepoxynius pallidus","species",549014,803367,2217196,4673057,"Rhepoxynius pallidus","Rhepoxynius pallidus","Rhepoxynius pallidus","Rhepoxynius pallidus (J.L.Barnard, 1960)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Phoxocephalidae","Rhepoxynius","Rhepoxynius pallidus",1065,1071,1086,1135,101403,158145,549014,"(J.L. Barnard, 1960)",FALSE,""
"68","Primno abyssalis","Primno abyssalis","species",421603,109659,2216451,2987240,"Primno abyssalis","Primno abyssalis","Primno abyssalis","Primno abyssalis (Bowman, 1968)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Phrosinidae","Primno","Primno abyssalis",1065,1071,1086,1135,101421,101806,421603,"(Bowman, 1968)",FALSE,""
"69","Gnathopleustes simplex","Gnathopleustes simplex","species",549347,804543,2218674,2986016,"Gnathopleustes simplex","Gnathopleustes simplex","Gnathopleustes simplex","Gnathopleustes simplex Bousfield & Hendrycks, 1995","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Pleustidae","Gnathopleustes","Gnathopleustes simplex",1065,1071,1086,1135,101404,549333,549347,"Bousfield & Hendrycks, 1995",FALSE,""
"70","Micropleustesutilus","Micropleustesutilus",NA,NA,NA,NA,2985921,NA,"Micropleustes nautilus",NA,NA,"Arthropoda",NA,NA,NA,"Pleustidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"71","Podocerus cristatus","Podocerus cristatus","species",103053,803362,5177974,2987862,"Podocerus cristatus","Podocerus cristatus","Podocerus cristatus","Podocerus cristatus Thomson, 1879","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Podoceridae","Podocerus","Podocerus cristatus",1065,1071,1086,1135,101405,101740,103053,"Thomson, 1879",FALSE,""
"72","Paramoera bousfieldi","Paramoera bousfieldi","species",550337,314189,2216763,4672719,"Paramoera bousfieldi","Paramoera bousfieldi","Paramoera bousfieldi","Paramoera bousfieldi Staude, 1995","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Pontogeneiidae","Paramoera","Paramoera bousfieldi",1065,1071,1086,1135,176946,176958,550337,"Staude, 1995",FALSE,"sibling_higher"
"73","Pontogeneia ivanovi","Pontogeneia ivanovi","species",550485,981041,5177693,4672772,"Pontogeneia ivanovi","Pontogeneia ivanovi","Pontogeneia ivanovi","Pontogeneia ivanovi Gurjanova, 1951","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Pontogeneiidae","Pontogeneia","Pontogeneia ivanovi",1065,1071,1086,1135,176946,101527,550485,"Gurjanova, 1951",FALSE,""
"74","Pontogeneia rostrata","Pontogeneia rostrata","species",550490,668751,5177692,4672759,"Pontogeneia rostrata","Pontogeneia rostrata","Pontogeneia rostrata","Pontogeneia rostrata Gurjanova, 1938","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Pontogeneiidae","Pontogeneia","Pontogeneia rostrata",1065,1071,1086,1135,176946,101527,550490,"Gurjanova, 1938",FALSE,""
"75","Scina borealis","Scina borealis","species",103278,754999,2217381,677690,"Scina borealis","Scina borealis","Scina borealis","Scina borealis (G.O.Sars, 1883)","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Scinidae","Scina","Scina borealis",1065,1071,1086,1135,101424,101810,103278,"(G.O. Sars, 1883)",FALSE,""
