"","taxa_query","found_taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","class","status","unacceptreason","is_synonym","flags","valid_authority","kingdom","order","family","genus","freshwater_only","terrestrial_only"
"1353","Aricidea suecica","Aricidea suecica",NA,NA,NA,NA,4978081,NA,"Aricidea suecica",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Paraonidae",NA,NA,NA
"1354","Hediste diversicolor","Hediste diversicolor","species",152302,200112,2316416,663304,"Hediste diversicolor","Hediste diversicolor","Hediste diversicolor","Hediste diversicolor (O.F.Müller, 1776)","Annelida","Polychaeta","accepted",NA,FALSE,"","(O.F. Müller, 1776)","Animalia","Phyllodocida","Nereididae","Hediste","0","0"
"1355","Aricidea cerrutii","Aricidea cerrutii",NA,NA,NA,NA,4978118,NA,"Aricidea cerrutii",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Paraonidae",NA,NA,NA
"1356","Paradoneis","Paradoneis","genus",129433,378442,7236625,69165,"Paradoneis","Paradoneis","Paradoneis","Paradoneis Hartman, 1965","Annelida","Polychaeta","accepted",NA,FALSE,"","Hartman, 1965","Animalia",NA,"Paraonidae","Paradoneis","0","0"
"1357","Helobdella atli","Helobdella atli",NA,NA,NA,NA,50551,NA,"Helobdella atli",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"1358","Helobdella socimulcensis","Helobdella socimulcensis",NA,NA,NA,NA,50553,NA,"Helobdella socimulcensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"1359","Manayunkia zenkewitschii","Manayunkia zenkewitschii",NA,NA,NA,NA,5127,NA,"Manayunkia zenkewitschii",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Fabriciidae",NA,NA,NA
"1360","Manayunkia baicalensis","Manayunkia baicalensis","species",333962,681589,2329453,4986718,"Manayunkia baicalensis","Manayunkia baicalensis","Manayunkia baicalensis","Manayunkia baicalensis (Nusbaum, 1901)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Nusbaum, 1901)","Animalia","Sabellida","Fabriciidae","Manayunkia","0","0"
"1361","Manayunkia godlewskii","Manayunkia godlewskii",NA,NA,NA,NA,5705239,NA,"Manayunkia godlewskii",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Fabriciidae",NA,NA,NA
"1362","Haplosyllis","Haplosyllis","genus",129657,153155,2311027,889596,"Haplosyllis","Haplosyllis","Haplosyllis","Haplosyllis Langerhans, 1879","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Langerhans, 1879","Animalia","Phyllodocida","Syllidae","Haplosyllis","0","0"
"1363","Dendrobaena clujensis","Dendrobaena clujensis",NA,NA,NA,NA,874813,NA,"Dendrobaena clujensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"1364","Eisenia zebra","Eisenia zebra",NA,NA,NA,NA,389406,NA,"Eisenia zebra",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"1365","Eisenia carolinensis","Eisenia carolinensis (species in Opisthokonta)",NA,NA,NA,NA,389418,NA,"Eisenia carolinensis (species in Opisthokonta)",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"1366","Macrochaeta clavicornis","Macrochaeta clavicornis","species",129745,201038,5199231,642428,"Macrochaeta clavicornis","Macrochaeta clavicornis","Macrochaeta clavicornis","Macrochaeta clavicornis (M.Sars, 1835)","Annelida","Polychaeta","accepted",NA,FALSE,"","(M. Sars, 1835)","Animalia","Terebellida","Acrocirridae","Macrochaeta","0","0"
"1367","Flabelligera infundibularis","Flabelligera infundibularis","species",130106,201267,2325607,209202,"Flabelligera infundibularis","Flabelligera infundibularis","Flabelligera infundibularis","Flabelligera infundibularis Johnson, 1901","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Johnson, 1901","Animalia","Terebellida","Flabelligeridae","Flabelligera","0","0"
"1368","Poeobius meseres","Poeobius meseres",NA,NA,NA,NA,523510,NA,"Poeobius meseres",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Poeobiidae",NA,NA,NA
"1369","Flabelliderma ockeri","Flabelliderma ockeri","species",558886,201273,5854326,504497,"Flabelliderma ockeri","Flabelliderma ockeri","Flabelliderma ockeri","Flabelliderma ockeri Salazar-Vallejo, 2007","Annelida","Polychaeta","accepted",NA,FALSE,"","Salazar-Vallejo, 2007","Animalia","Terebellida","Flabelligeridae","Flabelliderma","0","0"
"1370","Perinereis singaporiensis","Perinereis singaporiensis","species",334454,201733,2316082,349844,"Perinereis singaporiensis","Perinereis singaporiensis","Perinereis singaporiensis","Perinereis singaporiensis (Grube, 1878)","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","(Grube, 1878)","Animalia","Phyllodocida","Nereididae","Perinereis","0","0"
"1371","Nephtys mesobranchia","Nephtys mesobranchia","species",329548,201737,2316949,349842,"Nephtys mesobranchia","Nephtys mesobranchia","Nephtys mesobranchia","Nephtys mesobranchia Rainer & Hutchings, 1977","Annelida","Polychaeta","accepted",NA,FALSE,"","Rainer & Hutchings, 1977","Animalia","Phyllodocida","Nephtyidae","Nephtys","0","0"
"1372","Isolda pulchella","Isolda pulchella",NA,NA,NA,NA,349838,NA,"Isolda pulchella",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Ampharetidae",NA,NA,NA
"1373","Goniada emerita","Goniada emerita","species",130137,201740,2316578,349836,"Goniada emerita","Goniada emerita","Goniada emerita","Goniada emerita Audouin & H Milne Edwards, 1833","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Audouin & H Milne Edwards, 1833","Animalia","Phyllodocida","Goniadidae","Goniada","0","0"
"1374","Glycera nicobarica","Glycera nicobarica","species",336923,201850,11076114,562606,"Glycera nicobarica","Glycera nicobarica","Glycera nicobarica","Glycera nicobarica Grube, 1866","Annelida","Polychaeta","accepted",NA,FALSE,"","Grube, 1866","Animalia","Phyllodocida","Glyceridae","Glycera","0","0"
"1375","Mesochaetopterus rogeri","Mesochaetopterus rogeri","species",595867,104905,5854375,958036,"Mesochaetopterus rogeri","Mesochaetopterus rogeri","Mesochaetopterus rogeri","Mesochaetopterus rogeri Martin, Gil, Carreras-Carbonell & Bhaud, 2008","Annelida","Polychaeta","accepted",NA,FALSE,"","Martin, Gil, Carreras-Carbonell & Bhaud, 2008","Animalia",NA,"Chaetopteridae","Mesochaetopterus","0","0"
"1376","Mesochaetopterus xerecus","Mesochaetopterus xerecus","species",329341,104906,2321480,584413,"Mesochaetopterus xerecus","Mesochaetopterus xerecus","Mesochaetopterus xerecus","Mesochaetopterus xerecus Petersen & Fanta, 1969","Annelida","Polychaeta","accepted",NA,FALSE,"","Petersen & Fanta, 1969","Animalia",NA,"Chaetopteridae","Mesochaetopterus","0","0"
"1377","Bimastos parvus","Bimastos parvus",NA,NA,NA,NA,21131,NA,"Bimastos parvus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"1378","Styloscolex baicalensis","Styloscolex baicalensis",NA,NA,NA,NA,691977,NA,"Styloscolex baicalensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbriculidae",NA,NA,NA
"1379","Styloscolex asymmetricus","Styloscolex asymmetricus",NA,NA,NA,NA,587110,NA,"Styloscolex asymmetricus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbriculidae",NA,NA,NA
"1380","Rhynchelmis alyonae","Rhynchelmis alyonae",NA,NA,NA,NA,564542,NA,"Rhynchelmis alyonae",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Lumbriculidae",NA,NA,NA
"1381","Rhynchelmis shamanensis","Rhynchelmis shamanensis",NA,NA,NA,NA,392392,NA,"Rhynchelmis shamanensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Lumbriculidae",NA,NA,NA
"1382","Rhynchelmis brachycephala","Rhynchelmis brachycephala",NA,NA,NA,NA,560232,NA,"Rhynchelmis brachycephala",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Lumbriculidae",NA,NA,NA
"1383","Agriodrilus vermivorus","Agriodrilus vermivorus",NA,NA,NA,NA,560233,NA,"Agriodrilus vermivorus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbriculidae",NA,NA,NA
"1384","Stylodrilus opistoannulatus","Stylodrilus opistoannulatus",NA,NA,NA,NA,184254,NA,"Stylodrilus opistoannulatus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbriculidae",NA,NA,NA
"1385","Stylodrilus parvus","Stylodrilus parvus",NA,NA,NA,NA,395864,NA,"Stylodrilus parvus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbriculidae",NA,NA,NA
"1386","Stylodrilus mirus","Stylodrilus mirus",NA,NA,NA,NA,395863,NA,"Stylodrilus mirus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbriculidae",NA,NA,NA
"1387","Stylodrilus asiaticus","Stylodrilus asiaticus",NA,NA,NA,NA,564551,NA,"Stylodrilus asiaticus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbriculidae",NA,NA,NA
"1388","Lysidice is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annelida","Polychaeta",NA,NA,NA,NA,NA,NA,NA,"Eunicidae",NA,NA,NA
