"","name","rank","phylum","class","subclass","order","family","genus","species"
"429","Coryphaenoides filifer","species","Chordata","Actinopteri","Teleostei","Gadiformes","Macrouridae","Coryphaenoides","Coryphaenoides filifer"
"430","Radulinus boleoides","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Radulinus","Radulinus boleoides"
"431","Bathyraja parmifera","species","Chordata","Elasmobranchii","Neoselachii","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja parmifera"
"432","Platytroctidae","family","Chordata","Actinopteri","Teleostei","Alepocephaliformes","Platytroctidae",NA,NA
"433","Symphurus atricaudus","species","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus atricaudus"
"434","Malacocottus aleuticus","species","Chordata","Actinopteri","Teleostei","Perciformes","Psychrolutidae","Malacocottus","Malacocottus aleuticus"
"435","Icelinus burchami","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Icelinus","Icelinus burchami"
"436","Lycodapus dermatinus","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodapus","Lycodapus dermatinus"
"437","Genyonemus lineatus","species","Chordata","Actinopteri","Teleostei","Eupercaria incertae sedis","Sciaenidae","Genyonemus","Genyonemus lineatus"
"438","Bathylagidae","family","Chordata","Actinopteri","Teleostei","Argentiniformes","Bathylagidae",NA,NA
"439","Scombridae","family","Chordata","Actinopteri","Teleostei","Scombriformes","Scombridae",NA,NA
"440","Sebastes chrysomelas","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes chrysomelas"
"441","Merluccius","genus","Chordata","Actinopteri","Teleostei","Gadiformes","Merlucciidae","Merluccius",NA
"442","Ammodytes","genus","Chordata","Actinopteri","Teleostei","Perciformes","Ammodytidae","Ammodytes",NA
"443","Apristurus","genus","Chordata","Elasmobranchii","Neoselachii","Carcharhiniformes","Pentanchidae","Apristurus",NA
"444","Ophichthus triserialis","species","Chordata","Actinopteri","Teleostei","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus triserialis"
"445","Amphistichus koelzi","species","Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Amphistichus","Amphistichus koelzi"
"446","Talismania bifurcata","species","Chordata","Actinopteri","Teleostei","Alepocephaliformes","Alepocephalidae","Talismania","Talismania bifurcata"
"447","Nemichthys larseni","species","Chordata","Actinopteri","Teleostei","Anguilliformes","Nemichthyidae","Nemichthys","Nemichthys larseni"
"448","Gyrinomimus grahami","species","Chordata","Actinopteri","Teleostei","Beryciformes","Cetomimidae","Gyrinomimus","Gyrinomimus grahami"
"449","Bathyraja violacea","species","Chordata","Elasmobranchii","Neoselachii","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja violacea"
"450","Paraliparis melanobranchus","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Paraliparis","Paraliparis melanobranchus"
"451","Acantholiparis opercularis","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Acantholiparis","Acantholiparis opercularis"
"452","Amblyraja badia","species","Chordata","Elasmobranchii","Neoselachii","Rajiformes","Rajidae","Amblyraja","Amblyraja badia"
"453","Nautichthys robustus","species","Chordata",NA,NA,"Scorpaeniformes","Hemitripteridae","Nautichthys","Nautichthys robustus"
"454","Melanostigma pammelas","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Melanostigma","Melanostigma pammelas"
"455","Kali indica","species","Chordata","Actinopteri","Teleostei","Scombriformes","Chiasmodontidae","Kali","Kali indica"
"456","Anotopterus nikparini","species","Chordata","Actinopteri","Teleostei","Aulopiformes","Anotopteridae","Anotopterus","Anotopterus nikparini"
"457","Bassozetus zenkevitchi","species","Chordata","Actinopteri","Teleostei","Ophidiiformes","Ophidiidae","Bassozetus","Bassozetus zenkevitchi"
"458","Cyema atrum","species","Chordata","Actinopteri","Teleostei","Saccopharyngiformes","Cyematidae","Cyema","Cyema atrum"
"459","Nautichthys","genus","Chordata",NA,NA,"Scorpaeniformes","Hemitripteridae","Nautichthys",NA
"460","Engraulidae","family","Chordata","Actinopteri","Teleostei","Clupeiformes","Engraulidae",NA,NA
"461","Galeorhinus galeus","species","Chordata","Elasmobranchii","Neoselachii","Carcharhiniformes","Triakidae","Galeorhinus","Galeorhinus galeus"
"462","Osmerus eperlanus","species","Chordata","Actinopteri","Teleostei","Osmeriformes","Osmeridae","Osmerus","Osmerus eperlanus"
"463","Paraplagusia bilineata","species","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Cynoglossidae","Paraplagusia","Paraplagusia bilineata"
"464","Lotidae","family","Chordata","Actinopteri","Teleostei","Gadiformes","Lotidae",NA,NA
"465","Trichodontidae","family","Chordata","Actinopteri","Teleostei","Perciformes","Trichodontidae",NA,NA
"466","Chimaeridae","family","Chordata","Holocephali",NA,"Chimaeriformes","Chimaeridae",NA,NA
"467","Squalidae","family","Chordata","Elasmobranchii","Neoselachii","Squaliformes","Squalidae",NA,NA
"468","Platax teira","species","Chordata","Actinopteri","Teleostei","Acanthuriformes","Ephippidae","Platax","Platax teira"
"469","Paralichthyidae","family","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Paralichthyidae",NA,NA
"470","Cryptacanthodidae","family","Chordata","Actinopteri","Teleostei","Perciformes","Cryptacanthodidae",NA,NA
"471","Phanerodon furcatus","species","Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Phanerodon","Phanerodon furcatus"
"472","Clupeidae","family","Chordata","Actinopteri","Teleostei","Clupeiformes","Clupeidae",NA,NA
"473","Scomber japonicus","species","Chordata","Actinopteri","Teleostei","Scombriformes","Scombridae","Scomber","Scomber japonicus"
"474","Osmerus dentex","species","Chordata","Actinopteri","Teleostei","Osmeriformes","Osmeridae","Osmerus","Osmerus dentex"
"475","Sebastes melanostomus","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes melanostomus"
"476","Notacanthidae","family","Chordata","Actinopteri","Teleostei","Notacanthiformes","Notacanthidae",NA,NA
"477","Bathylychnops exilis","species","Chordata","Actinopteri","Teleostei","Argentiniformes","Opisthoproctidae","Bathylychnops","Bathylychnops exilis"
"478","Brama japonica","species","Chordata","Actinopteri","Teleostei","Scombriformes","Bramidae","Brama","Brama japonica"
"479","Melamphaidae","family","Chordata","Actinopteri","Teleostei","Beryciformes","Melamphaidae",NA,NA
"480","Gobiidae","family","Chordata","Actinopteri","Teleostei","Gobiiformes","Gobiidae",NA,NA
"481","Agonomalus mozinoi","species","Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Agonomalus","Agonomalus mozinoi"
"482","Coryphaenoides liocephalus","species","Chordata","Actinopteri","Teleostei","Gadiformes","Macrouridae","Coryphaenoides","Coryphaenoides liocephalus"
"483","Clidoderma asperrimum","species","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Clidoderma","Clidoderma asperrimum"
"484","Radulinus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Radulinus",NA
"485","Merlucciidae","family","Chordata","Actinopteri","Teleostei","Gadiformes","Merlucciidae",NA,NA
"486","Alepocephalidae","family","Chordata","Actinopteri","Teleostei","Alepocephaliformes","Alepocephalidae",NA,NA
"487","Regalecus glesne","species","Chordata","Actinopteri","Teleostei","Lampriformes","Regalecidae","Regalecus","Regalecus glesne"
"488","Acipenseridae","family","Chordata","Actinopteri","Chondrostei","Acipenseriformes","Acipenseridae",NA,NA
"489","Aulorhynchidae","family","Chordata","Actinopteri","Teleostei","Perciformes","Aulorhynchidae",NA,NA
"490","Allocyttus folletti","species","Chordata","Actinopteri","Teleostei","Zeiformes","Oreosomatidae","Allocyttus","Allocyttus folletti"
"491","Opisthoproctidae","family","Chordata","Actinopteri","Teleostei","Argentiniformes","Opisthoproctidae",NA,NA
"492","Scyliorhinidae","family","Chordata","Elasmobranchii","Neoselachii","Carcharhiniformes","Scyliorhinidae",NA,NA
"493","Percidae","family","Chordata","Actinopteri","Teleostei","Perciformes","Percidae",NA,NA
"494","Hypsagonus quadricornis","species","Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Hypsagonus","Hypsagonus quadricornis"
"495","Hyperprosopon argenteum","species","Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Hyperprosopon","Hyperprosopon argenteum"
"496","Torpedinidae","family","Chordata","Elasmobranchii","Neoselachii","Torpediniformes","Torpedinidae",NA,NA
"497","Coryphaenoides cinereus","species","Chordata","Actinopteri","Teleostei","Gadiformes","Macrouridae","Coryphaenoides","Coryphaenoides cinereus"
"498","Nemichthyidae","family","Chordata","Actinopteri","Teleostei","Anguilliformes","Nemichthyidae",NA,NA
"499","Paraliparis cephalus","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Paraliparis","Paraliparis cephalus"
"500","Ceratias holboelli","species","Chordata","Actinopteri","Teleostei","Lophiiformes","Ceratiidae","Ceratias","Ceratias holboelli"
"501","Chaenophryne longiceps","species","Chordata","Actinopteri","Teleostei","Lophiiformes","Oneirodidae","Chaenophryne","Chaenophryne longiceps"
"502","Catostomus catostomus","species","Chordata","Actinopteri","Teleostei","Cypriniformes","Catostomidae","Catostomus","Catostomus catostomus"
"503","Salmonidae","family","Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae",NA,NA
"504","Cottus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Cottus",NA
"505","Gasterosteus aculeatus aculeatus","subspecies","Chordata","Actinopteri","Teleostei","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus"
"506","Ictalurus","genus","Chordata","Actinopteri","Teleostei","Siluriformes","Ictaluridae","Ictalurus",NA
"507","Centrarchidae","family","Chordata","Actinopteri","Teleostei","Centrarchiformes","Centrarchidae",NA,NA
"508","Artedius corallinus","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Artedius","Artedius corallinus"
"509","Anoplogastridae","family","Chordata","Actinopteri","Teleostei","Trachichthyiformes","Anoplogastridae",NA,NA
"510","Lycodapus leptus","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodapus","Lycodapus leptus"
"511","Halargyreus johnsonii","species","Chordata","Actinopteri","Teleostei","Gadiformes","Moridae","Halargyreus","Halargyreus johnsonii"
"512","Lampadena urophaos","species","Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Lampadena","Lampadena urophaos"
"513","Bassozetus","genus","Chordata","Actinopteri","Teleostei","Ophidiiformes","Ophidiidae","Bassozetus",NA
"514","Molva molva","species","Chordata","Actinopteri","Teleostei","Gadiformes","Lotidae","Molva","Molva molva"
"515","Lutjanus fulvus","species","Chordata","Actinopteri","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus fulvus"
"516","Epinephelus areolatus","species","Chordata","Actinopteri","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus areolatus"
"517","Lycenchelys paxillus","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys paxillus"
"518","Stegastes partitus","species","Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Stegastes","Stegastes partitus"
"519","Plectroglyphidodon sindonis","species","Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Plectroglyphidodon","Plectroglyphidodon sindonis"
"520","Aphareus rutilans","species","Chordata","Actinopteri","Teleostei","Eupercaria incertae sedis","Lutjanidae","Aphareus","Aphareus rutilans"
"521","Stegastes planifrons","species","Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Stegastes","Stegastes planifrons"
"522","Clinocottus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Clinocottus",NA
"523","Tinca tinca","species","Chordata","Actinopteri","Teleostei","Cypriniformes","Cyprinidae","Tinca","Tinca tinca"
"524","Anguilliformes","order","Chordata","Actinopteri","Teleostei","Anguilliformes",NA,NA,NA
"525","Argyropelecus sladeni","species","Chordata","Actinopteri","Teleostei","Stomiiformes","Sternoptychidae","Argyropelecus","Argyropelecus sladeni"
"526","Stenobrachius","genus","Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Stenobrachius",NA
"527","Bathymaster","genus","Chordata","Actinopteri","Teleostei","Perciformes","Bathymasteridae","Bathymaster",NA
"528","Amphiprion perideraion","species","Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion perideraion"
"529","Chirolophis japonicus","species","Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Chirolophis","Chirolophis japonicus"
"530","Icelus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Icelus",NA
"531","Pleuronectes","genus","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Pleuronectes",NA
"532","Atheresthes","genus","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Atheresthes",NA
"533","Clupea","genus","Chordata","Actinopteri","Teleostei","Clupeiformes","Clupeidae","Clupea",NA
"534","Phytichthys","genus","Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Phytichthys",NA
"535","Symbolophorus californiensis","species","Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"536","Rimicola","genus","Chordata","Actinopteri","Teleostei","Gobiesociformes","Gobiesocidae","Rimicola",NA
"537","Amphiprion","genus","Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion",NA
"538","Benthodesmus tenuis","species","Chordata","Actinopteri","Teleostei","Scombriformes","Trichiuridae","Benthodesmus","Benthodesmus tenuis"
"539","Anoplogaster cornuta","species","Chordata","Actinopteri","Teleostei","Trachichthyiformes","Anoplogastridae","Anoplogaster","Anoplogaster cornuta"
"540","Paralichthys californicus","species","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys californicus"
"541","Psettichthys","genus","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Psettichthys",NA
"542","Bathylagus","genus","Chordata","Actinopteri","Teleostei","Argentiniformes","Bathylagidae","Bathylagus",NA
"543","Triglops forficatus","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Triglops","Triglops forficatus"
"544","Lycodes beringi","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodes","Lycodes beringi"
"545","Lampanyctus jordani","species","Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus jordani"
"546","Paraliparis mento","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Paraliparis","Paraliparis mento"
"547","Aulorhynchus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Aulorhynchidae","Aulorhynchus",NA
"548","Coryphopterus","genus","Chordata","Actinopteri","Teleostei","Gobiiformes","Gobiidae","Coryphopterus",NA
"549","Apodichthys","genus","Chordata","Actinopteri","Teleostei","Perciformes","Pholidae","Apodichthys",NA
"550","Oneirodes","genus","Chordata","Actinopteri","Teleostei","Lophiiformes","Oneirodidae","Oneirodes",NA
"551","Scopelosaurus adleri","species","Chordata","Actinopteri","Teleostei","Aulopiformes","Notosudidae","Scopelosaurus","Scopelosaurus adleri"
"552","Amphiprion frenatus","species","Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion frenatus"
"553","Gilbertidia","genus","Chordata","Actinopteri","Teleostei","Perciformes","Psychrolutidae","Gilbertidia",NA
"554","Melanonus zugmayeri","species","Chordata","Actinopteri","Teleostei","Gadiformes","Melanonidae","Melanonus","Melanonus zugmayeri"
"555","Seriphus politus","species","Chordata","Actinopteri","Teleostei","Eupercaria incertae sedis","Sciaenidae","Seriphus","Seriphus politus"
"556","Leptagonus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Leptagonus",NA
"557","Sebastes rastrelliger","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes rastrelliger"
"558","Triakis semifasciata","species","Chordata","Elasmobranchii","Neoselachii","Carcharhiniformes","Triakidae","Triakis","Triakis semifasciata"
"559","Stellerina xyosterna","species","Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Stellerina","Stellerina xyosterna"
"560","Liparis gibbus","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Liparis","Liparis gibbus"
"561","Nannobrachium regale","species","Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Nannobrachium","Nannobrachium regale"
"562","Ophiodon","genus","Chordata","Actinopteri","Teleostei","Perciformes","Hexagrammidae","Ophiodon",NA
"563","Pachystomias microdon","species","Chordata","Actinopteri","Teleostei","Stomiiformes","Stomiidae","Pachystomias","Pachystomias microdon"
"564","Protomyctophum","genus","Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Protomyctophum",NA
"565","Bothrocara","genus","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Bothrocara",NA
"566","Barbourisia rufa","species","Chordata","Actinopteri","Teleostei","Beryciformes","Barbourisiidae","Barbourisia","Barbourisia rufa"
"567","Tetragonurus cuvieri","species","Chordata","Actinopteri","Teleostei","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"568","Notorynchus","genus","Chordata","Elasmobranchii","Neoselachii","Hexanchiformes","Hexanchidae","Notorynchus",NA
"569","Chiasmodon niger","species","Chordata","Actinopteri","Teleostei","Scombriformes","Chiasmodontidae","Chiasmodon","Chiasmodon niger"
"570","Protomyctophum crockeri","species","Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Protomyctophum","Protomyctophum crockeri"
"571","Triglops scepticus","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Triglops","Triglops scepticus"
"572","Anarrhichthys","genus","Chordata","Actinopteri","Teleostei","Perciformes","Anarhichadidae","Anarrhichthys",NA
"573","Rondeletia loricata","species","Chordata","Actinopteri","Teleostei","Beryciformes","Rondeletiidae","Rondeletia","Rondeletia loricata"
"574","Opostomias mitsuii","species","Chordata","Actinopteri","Teleostei","Stomiiformes","Stomiidae","Opostomias","Opostomias mitsuii"
"575","Malacocottus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Psychrolutidae","Malacocottus",NA
"576","Blenniidae","family","Chordata","Actinopteri","Teleostei","Blenniiformes","Blenniidae",NA,NA
"577","Porichthys myriaster","species","Chordata","Actinopteri","Teleostei","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys myriaster"
"578","Paralepididae","family","Chordata","Actinopteri","Teleostei","Aulopiformes","Paralepididae",NA,NA
"579","Lycenchelys micropora","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys micropora"
"580","Gonostomatidae","family","Chordata","Actinopteri","Teleostei","Stomiiformes","Gonostomatidae",NA,NA
"581","Stomiiformes","order","Chordata","Actinopteri","Teleostei","Stomiiformes",NA,NA,NA
"582","Psychrolutidae","family","Chordata","Actinopteri","Teleostei","Perciformes","Psychrolutidae",NA,NA
"583","Caristiidae","family","Chordata","Actinopteri","Teleostei","Scombriformes","Caristiidae",NA,NA
"584","Oneirodidae","family","Chordata","Actinopteri","Teleostei","Lophiiformes","Oneirodidae",NA,NA
"585","Argentina sialis","species","Chordata","Actinopteri","Teleostei","Argentiniformes","Argentinidae","Argentina","Argentina sialis"
"586","Icosteidae","family","Chordata","Actinopteri","Teleostei","Scombriformes","Icosteidae",NA,NA
"587","Syngnathidae","family","Chordata","Actinopteri","Teleostei","Syngnathiformes","Syngnathidae",NA,NA
"588","Blepsias bilobus","species","Chordata",NA,NA,"Scorpaeniformes","Hemitripteridae","Blepsias","Blepsias bilobus"
"589","Monopterus cuchia","species","Chordata","Actinopteri","Teleostei","Synbranchiformes","Synbranchidae","Monopterus","Monopterus cuchia"
"590","Zesticelus profundorum","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Zesticelus","Zesticelus profundorum"
"591","Kathetostoma averruncus","species","Chordata","Actinopteri","Teleostei","Perciformes","Uranoscopidae","Kathetostoma","Kathetostoma averruncus"
"592","Prosopium cylindraceum","species","Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Prosopium","Prosopium cylindraceum"
"593","Lampris incognitus","species","Chordata","Actinopteri","Teleostei","Lampriformes","Lampridae","Lampris","Lampris incognitus"
"594","Rhinoliparis attenuatus","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Rhinoliparis","Rhinoliparis attenuatus"
"595","Mola tecta","species","Chordata","Actinopteri","Teleostei","Tetraodontiformes","Molidae","Mola","Mola tecta"
"596","Tetronarce californica","species","Chordata","Elasmobranchii","Neoselachii","Torpediniformes","Torpedinidae","Tetronarce","Tetronarce californica"
"597","Anarhichadidae","family","Chordata","Actinopteri","Teleostei","Perciformes","Anarhichadidae",NA,NA
"598","Thalassenchelys coheni","species","Chordata","Actinopteri","Teleostei","Anguilliformes","Colocongridae","Thalassenchelys","Thalassenchelys coheni"
"599","Cyematidae","family","Chordata","Actinopteri","Teleostei","Saccopharyngiformes","Cyematidae",NA,NA
"600","Clinidae","family","Chordata","Actinopteri","Teleostei","Blenniiformes","Clinidae",NA,NA
"601","Coryphaena hippurus","species","Chordata","Actinopteri","Teleostei","Carangiformes","Coryphaenidae","Coryphaena","Coryphaena hippurus"
"602","Icelus uncinalis","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Icelus","Icelus uncinalis"
"603","Erilepis zonifer","species","Chordata","Actinopteri","Teleostei","Perciformes","Anoplopomatidae","Erilepis","Erilepis zonifer"
"604","Sphyraena argentea","species","Chordata","Actinopteri","Teleostei","Carangaria incertae sedis","Sphyraenidae","Sphyraena","Sphyraena argentea"
"605","Bathyraja minispinosa","species","Chordata","Elasmobranchii","Neoselachii","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja minispinosa"
"606","Lycenchelys camchatica","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys camchatica"
"607","Careproctus colletti","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus colletti"
"608","Aptocyclus ventricosus","species","Chordata","Actinopteri","Teleostei","Perciformes","Cyclopteridae","Aptocyclus","Aptocyclus ventricosus"
"609","Argentinidae","family","Chordata","Actinopteri","Teleostei","Argentiniformes","Argentinidae",NA,NA
"610","Acanthonus armatus","species","Chordata","Actinopteri","Teleostei","Ophidiiformes","Ophidiidae","Acanthonus","Acanthonus armatus"
"611","Oneirodes thompsoni","species","Chordata","Actinopteri","Teleostei","Lophiiformes","Oneirodidae","Oneirodes","Oneirodes thompsoni"
"612","Derepodichthys alepidotus","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Derepodichthys","Derepodichthys alepidotus"
"613","Chaenophryne melanorhabdus","species","Chordata","Actinopteri","Teleostei","Lophiiformes","Oneirodidae","Chaenophryne","Chaenophryne melanorhabdus"
"614","Rhinoliparis barbulifer","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Rhinoliparis","Rhinoliparis barbulifer"
"615","Oneirodes bulbosus","species","Chordata","Actinopteri","Teleostei","Lophiiformes","Oneirodidae","Oneirodes","Oneirodes bulbosus"
"616","Lumpenus lampretaeformis","species","Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Lumpenus","Lumpenus lampretaeformis"
"617","Cebidichthys violaceus","species","Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Cebidichthys","Cebidichthys violaceus"
"618",NA,NA,"Chordata","Actinopteri","Teleostei","Clupeiformes","Clupeidae","Clupea","Clupea pallasii"
"619",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Hexagrammidae","Ophiodon","Ophiodon elongatus"
"620",NA,NA,"Chordata","Actinopteri","Teleostei","Gadiformes","Gadidae","Gadus","Gadus chalcogrammus"
"621",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Eopsetta","Eopsetta jordani"
"622",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes ruberrimus"
"623",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Squaliformes","Squalidae","Squalus","Squalus suckleyi"
"624",NA,NA,"Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka"
"625",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastolobus","Sebastolobus alascanus"
"626",NA,NA,"Chordata","Actinopteri","Teleostei","Osmeriformes","Osmeridae","Thaleichthys","Thaleichthys pacificus"
"627",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodes","Lycodes pacificus"
"628",NA,NA,"Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha"
"629",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Bathyagonus","Bathyagonus alascanus"
"630",NA,NA,"Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus tshawytscha"
"631",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes crameri"
"632",NA,NA,"Chordata","Actinopteri","Teleostei","Gadiformes","Gadidae","Gadus","Gadus macrocephalus"
"633",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes alutus"
"634",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus zachirus"
"635",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes maliger"
"636",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus pacificus"
"637",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes stomias"
"638",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Lyopsetta","Lyopsetta exilis"
"639",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Parophrys","Parophrys vetulus"
"640",NA,NA,"Chordata","Holocephali",NA,"Chimaeriformes","Chimaeridae","Hydrolagus","Hydrolagus colliei"
"641",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides elassodon"
"642",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Xeneretmus","Xeneretmus latifrons"
"643",NA,NA,"Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta"
"644",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Podothecus","Podothecus accipenserinus"
"645",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes reedi"
"646",NA,NA,"Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch"
"647",NA,NA,"Chordata","Actinopteri","Teleostei","Scombriformes","Scombridae","Scomber","Scomber japonicus"
"648",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae",NA,NA
"649",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes zacentrus"
"650",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Lepidopsetta","Lepidopsetta bilineata"
