"","species","obisgbif","love2021","hakai2020","hart","hakaiseine","hakaisample","caution","verifiedbc","terrestrial_only","freshwater_only","worms_sciname","class","order","family","genus","status","unacceptreason","is_synonym","worms_aphiaid","bold_id","gbif_key","ott_id"
"1164","Pseudogramma thaumasia",0,1,0,0,0,0,1,0,"0","0","Pseudogramma thaumasia","Actinopteri","Perciformes","Serranidae","Pseudogramma","accepted",NA,FALSE,398485,510122,NA,778752
"1165","Serranus aequidens",0,1,0,0,0,0,1,0,"0","0","Serranus aequidens","Actinopteri","Perciformes","Serranidae","Serranus","accepted",NA,FALSE,273888,471667,NA,3634096
"1166","Serranus huascarii",0,1,0,0,0,0,1,0,"0","0","Serranus huascarii","Actinopteri","Perciformes","Serranidae","Serranus","accepted",NA,FALSE,273898,402079,NA,3634112
"1167","Serranus psittacinus",0,1,0,0,0,0,1,0,"0","0","Serranus psittacinus","Actinopteri","Perciformes","Serranidae","Serranus","accepted",NA,FALSE,273904,11651,NA,887280
"1168","Opistognathus fossoris",0,1,0,0,0,0,1,0,"0","0","Opistognathus fossoris","Actinopteri","Ovalentaria incertae sedis","Opistognathidae","Opistognathus","accepted",NA,FALSE,293664,NA,NA,3634664
"1169","Opistognathus punctatus",0,1,0,0,0,0,1,0,"0","0","Opistognathus punctatus","Actinopteri","Ovalentaria incertae sedis","Opistognathidae","Opistognathus","accepted",NA,FALSE,276471,NA,NA,385692
"1170","Opistognathus rhomaleus",0,1,0,0,0,0,1,0,"0","0","Opistognathus rhomaleus","Actinopteri","Ovalentaria incertae sedis","Opistognathidae","Opistognathus","accepted",NA,FALSE,276473,NA,NA,3634612
"1171","Opistognathus rosenblatti",0,1,0,0,0,0,1,0,"0","0","Opistognathus rosenblatti","Actinopteri","Ovalentaria incertae sedis","Opistognathidae","Opistognathus","accepted",NA,FALSE,276476,64415,NA,385695
"1172","Opistognathus scops",0,1,0,0,0,0,1,0,"0","0","Opistognathus scops","Actinopteri","Ovalentaria incertae sedis","Opistognathidae","Opistognathus","accepted",NA,FALSE,276477,NA,NA,3634627
"1173","Cookeolus japonicus",0,1,0,0,0,0,1,0,"0","0","Cookeolus japonicus","Actinopteri","Eupercaria incertae sedis","Priacanthidae","Cookeolus","accepted",NA,FALSE,127003,71723,NA,560562
"1174","Heteropriacanthus carolinus",0,1,0,0,0,0,1,0,"0","0","Heteropriacanthus carolinus","Actinopteri","Eupercaria incertae sedis","Priacanthidae","Heteropriacanthus","accepted",NA,NA,1562040,909150,NA,NA
"1175","Heteropriacanthus cruentatus",0,1,0,0,0,0,1,0,"0","0","Heteropriacanthus cruentatus","Actinopteri","Eupercaria incertae sedis","Priacanthidae","Heteropriacanthus","accepted",NA,FALSE,127004,14252,NA,314495
"1176","Priacanthus alalaua",0,1,0,0,0,0,1,0,"0","0","Priacanthus alalaua","Actinopteri","Eupercaria incertae sedis","Priacanthidae","Priacanthus","accepted",NA,FALSE,273763,NA,NA,3633624
"1177","Pristigenys serrula",0,1,0,0,0,0,1,0,"0","0","Pristigenys serrula","Actinopteri","Eupercaria incertae sedis","Priacanthidae","Pristigenys","accepted",NA,FALSE,276037,14249,NA,791310
"1178","Apogon atricaudus",0,1,0,0,0,0,1,0,"0","0","Apogon atricaudus","Actinopteri","Kurtiformes","Apogonidae","Apogon","accepted",NA,FALSE,272978,484209,NA,3634899
"1179","Apogon guadalupensis",0,1,0,0,0,0,1,0,"0","0","Apogon guadalupensis","Actinopteri","Kurtiformes","Apogonidae","Apogon","accepted",NA,FALSE,273016,716928,NA,3634884
"1180","Apogon pacificus",0,1,0,0,0,0,1,0,"0","0","Apogon pacificus","Actinopteri","Kurtiformes","Apogonidae","Apogon","accepted",NA,FALSE,273065,503711,NA,3634959
"1181","Apogon parri",0,1,0,0,0,0,1,0,"0","0","Apogon pacificus","Actinopteri","Kurtiformes","Apogonidae","Apogon","unaccepted",NA,TRUE,273065,NA,NA,3634959
"1182","Apogon retrosella",0,1,0,0,0,0,1,0,"0","0","Apogon retrosella","Actinopteri","Kurtiformes","Apogonidae","Apogon","accepted",NA,FALSE,273084,716930,NA,3634887
"1183","Caulolatilus affinis",0,1,0,0,0,0,1,0,"0","0","Caulolatilus princeps","Actinopteri","Eupercaria incertae sedis","Malacanthidae","Caulolatilus","unaccepted",NA,FALSE,276217,11096,NA,694747
"1184","Caulolatilus affinis",0,1,0,0,0,0,1,0,"0","0","Caulolatilus princeps","Actinopteri","Eupercaria incertae sedis","Malacanthidae","Caulolatilus","unaccepted",NA,TRUE,276217,11096,NA,694750
"1185","Caulolatilus affinis",0,1,0,0,0,0,1,0,"0","0","Caulolatilus affinis","Actinopteri","Eupercaria incertae sedis","Malacanthidae","Caulolatilus","accepted",NA,FALSE,367211,11096,NA,694747
"1186","Caulolatilus affinis",0,1,0,0,0,0,1,0,"0","0","Caulolatilus affinis","Actinopteri","Eupercaria incertae sedis","Malacanthidae","Caulolatilus","accepted",NA,TRUE,367211,11096,NA,694750
"1187","Caulolatilus hubbsi",0,1,0,0,0,0,1,0,"0","0","Caulolatilus hubbsi","Actinopteri","Eupercaria incertae sedis","Malacanthidae","Caulolatilus","accepted",NA,FALSE,276215,NA,NA,3633599
"1188","Nematistius pectoralis",0,1,0,0,0,0,1,0,"0","0","Nematistius pectoralis","Actinopteri","Carangiformes","Nematistiidae","Nematistius","accepted",NA,FALSE,281664,68568,NA,776560
"1189","Alectis ciliaris",0,1,0,0,0,0,1,0,"0","0","Alectis ciliaris","Actinopteri","Carangiformes","Carangidae","Alectis","accepted",NA,FALSE,159629,11579,NA,115537
"1190","Carangoides orthogrammus",0,1,0,0,0,0,1,0,"0","0","Carangoides orthogrammus","Actinopteri","Carangiformes","Carangidae","Carangoides","accepted",NA,FALSE,218393,NA,NA,214718
"1191","Caranx orthogrammus",0,1,0,0,0,0,1,0,"0","0","Carangoides orthogrammus","Actinopteri","Carangiformes","Carangidae","Caranx","unaccepted",NA,TRUE,218393,NA,NA,214718
"1192","Carangoides otrynter",0,1,0,0,0,0,1,0,"0","0","Carangoides otrynter","Actinopteri","Carangiformes","Carangidae","Carangoides","accepted",NA,FALSE,276243,601384,NA,637329
"1193","Carangoides vinctus",0,1,0,0,0,0,1,0,"0","0","Caranx vinctus","Actinopteri","Carangiformes","Carangidae","Carangoides","unaccepted",NA,TRUE,273275,779269,NA,78202
"1194","Caranx vinctus",0,1,0,0,0,0,1,0,"0","0","Caranx vinctus","Actinopteri","Carangiformes","Carangidae","Caranx","accepted",NA,FALSE,273275,NA,NA,78202
"1195","Caranx caballus",0,1,0,0,0,0,1,0,"0","0","Caranx caballus","Actinopteri","Carangiformes","Carangidae","Caranx","accepted",NA,FALSE,273271,11567,NA,78205
"1196","Carangoides caballus",0,1,0,0,0,0,1,0,"0","0","Caranx caballus","Actinopteri","Carangiformes","Carangidae","Carangoides","unaccepted",NA,TRUE,273271,NA,NA,78205
"1197","Caranx caninus",0,1,0,0,0,0,1,0,"0","0","Caranx caninus","Actinopteri","Carangiformes","Carangidae","Caranx","accepted",NA,FALSE,273272,11566,NA,652160
"1198","Caranx hippos",0,1,0,0,0,0,1,0,"0","0","Caranx hippos","Actinopteri","Carangiformes","Carangidae","Caranx","accepted",NA,FALSE,126803,68578,NA,78208
"1199","Caranx lugubris",0,1,0,0,0,0,1,0,"0","0","Caranx lugubris","Actinopteri","Carangiformes","Carangidae","Caranx","accepted",NA,FALSE,126805,89421,NA,214698
"1200","Caranx melampygus",0,1,0,0,0,0,1,0,"0","0","Caranx melampygus","Actinopteri","Carangiformes","Carangidae","Caranx","accepted",NA,FALSE,218419,11569,NA,412917
"1201","Caranx sexfasciatus",0,1,0,0,0,0,1,0,"0","0","Caranx sexfasciatus","Actinopteri","Carangiformes","Carangidae","Caranx","accepted",NA,FALSE,218404,11570,NA,548126
"1202","Chloroscombrus orqueta",0,1,0,0,0,0,1,0,"0","0","Chloroscombrus orqueta","Actinopteri","Carangiformes","Carangidae","Chloroscombrus","accepted",NA,FALSE,276245,299676,NA,130361
"1203","Decapterus macarellus",0,1,0,0,0,0,1,0,"0","0","Decapterus macarellus","Actinopteri","Carangiformes","Carangidae","Decapterus","accepted",NA,FALSE,126807,18711,NA,566186
"1204","Decapterus macrosoma",0,1,0,0,0,0,1,0,"0","0","Decapterus macrosoma","Actinopteri","Carangiformes","Carangidae","Decapterus","accepted",NA,FALSE,218426,18713,NA,350084
"1205","Decapterus muroadsi",0,1,0,0,0,0,1,0,"0","0","Decapterus muroadsi","Actinopteri","Carangiformes","Carangidae","Decapterus","accepted",NA,FALSE,273279,59236,NA,783892
"1206","Decapterus hypodus",0,1,0,0,0,0,1,0,"0","0","Decapterus muroadsi","Actinopteri","Carangiformes","Carangidae","Decapterus","unaccepted",NA,TRUE,273279,NA,NA,783892
"1207","Decapterus scombrinus",0,1,0,0,0,0,1,0,"0","0","Decapterus scombrinus","Actinopteri","Carangiformes","Carangidae","Decapterus","accepted",NA,FALSE,273280,NA,NA,3638766
"1208","Decapterus scombrinus",0,1,0,0,0,0,1,0,"0","0","Decapterus scombrinus","Actinopteri","Carangiformes","Carangidae","Decapterus","accepted",NA,TRUE,273280,NA,NA,783892
"1209","Elagatis bipinnulata",0,1,0,0,0,0,1,0,"0","0","Elagatis bipinnulata","Actinopteri","Carangiformes","Carangidae","Elagatis","accepted",NA,FALSE,126809,17061,NA,705026
"1210","Gnathanodon speciosus",0,1,0,0,0,0,1,0,"0","0","Gnathanodon speciosus","Actinopteri","Carangiformes","Carangidae","Gnathanodon","accepted",NA,FALSE,218429,11523,NA,390473
"1211","Hemicaranx leucurus",0,1,0,0,0,0,1,0,"0","0","Hemicaranx leucurus","Actinopteri","Carangiformes","Carangidae","Hemicaranx","accepted",NA,FALSE,276353,896033,NA,652150
"1212","Hemicaranx zelotes",0,1,0,0,0,0,1,0,"0","0","Hemicaranx zelotes","Actinopteri","Carangiformes","Carangidae","Hemicaranx","accepted",NA,FALSE,276354,887636,NA,705031
"1213","Naucrates ductor",0,1,0,0,0,0,1,0,"0","0","Naucrates ductor","Actinopteri","Carangiformes","Carangidae","Naucrates","accepted",NA,FALSE,126811,52933,NA,282860
"1214","Oligoplites altus",0,1,0,0,0,0,1,0,"0","0","Oligoplites altus","Actinopteri","Carangiformes","Carangidae","Oligoplites","accepted",NA,FALSE,276355,299713,NA,548123
"1215","Oligoplites saurus",0,1,0,0,0,0,1,0,"0","0","Oligoplites saurus","Actinopteri","Carangiformes","Carangidae","Oligoplites","accepted",NA,FALSE,159645,140328,NA,548120
"1216","Selar crumenophthalmus",0,1,0,0,0,0,1,0,"0","0","Selar crumenophthalmus","Actinopteri","Carangiformes","Carangidae","Selar","accepted",NA,FALSE,159646,28013,NA,566193
"1217","Selene brevoortii",0,1,0,0,0,0,1,0,"0","0","Selene brevoortii","Actinopteri","Carangiformes","Carangidae","Selene","accepted",NA,FALSE,273283,11577,NA,637337
"1218","Selene orstedii",0,1,0,0,0,0,1,0,"0","0","Selene orstedii","Actinopteri","Carangiformes","Carangidae","Selene","accepted",NA,FALSE,273285,371484,NA,637347
"1219","Selene peruviana",0,1,0,0,0,0,1,0,"0","0","Selene peruviana","Actinopteri","Carangiformes","Carangidae","Selene","accepted",NA,FALSE,273286,52782,NA,637351
"1220","Seriola aureovittata",0,1,0,0,0,0,1,0,"0","0","Seriola lalandi","Actinopteri","Carangiformes","Carangidae","Seriola","unaccepted",NA,TRUE,218436,NA,NA,597848
"1221","Seriola dorsalis",0,1,0,0,0,0,1,0,"0","0","Seriola lalandi","Actinopteri","Carangiformes","Carangidae","Seriola","unaccepted",NA,TRUE,218436,NA,NA,597848
"1222","Seriola lalandi",0,1,0,0,0,0,1,0,"0","0","Seriola lalandi","Actinopteri","Carangiformes","Carangidae","Seriola","accepted",NA,FALSE,218436,11519,NA,597848
"1223","Seriola peruana",0,1,0,0,0,0,1,0,"0","0","Seriola peruana","Actinopteri","Carangiformes","Carangidae","Seriola","accepted",NA,FALSE,276650,1011096,NA,3638763
"1224","Seriola rivoliana",0,1,0,0,0,0,1,0,"0","0","Seriola rivoliana","Actinopteri","Carangiformes","Carangidae","Seriola","accepted",NA,FALSE,126818,11597,NA,705043
"1225","Trachinotus kennedyi",0,1,0,0,0,0,1,0,"0","0","Trachinotus kennedyi","Actinopteri","Carangiformes","Carangidae","Trachinotus","accepted",NA,FALSE,273292,887637,NA,3638735
"1226","Trachinotus paitensis",0,1,0,0,0,0,1,0,"0","0","Trachinotus paitensis","Actinopteri","Carangiformes","Carangidae","Trachinotus","accepted",NA,FALSE,273296,371485,NA,206206
"1227","Trachinotus rhodopus",0,1,0,0,0,0,1,0,"0","0","Trachinotus rhodopus","Actinopteri","Carangiformes","Carangidae","Trachinotus","accepted",NA,FALSE,273297,34526,NA,130382
"1228","Trachurus murphyi",0,1,0,0,0,0,1,0,"0","0","Trachurus murphyi","Actinopteri","Carangiformes","Carangidae","Trachurus","accepted",NA,FALSE,273303,11558,NA,798563
"1229","Uraspis helvola",0,1,0,0,0,0,1,0,"0","0","Uraspis helvola","Actinopteri","Carangiformes","Carangidae","Uraspis","accepted",NA,FALSE,218449,59222,NA,78191
"1230","Uraspis secunda",0,1,0,0,0,0,1,0,"0","0","Uraspis secunda","Actinopteri","Carangiformes","Carangidae","Uraspis","accepted",NA,FALSE,159658,140515,NA,341438
"1231","Coryphaena equiselis",0,1,0,0,0,0,1,0,"0","0","Coryphaena equiselis","Actinopteri","Carangiformes","Coryphaenidae","Coryphaena","accepted",NA,FALSE,126845,86784,NA,424327
"1232","Echeneis naucrates",0,1,0,0,0,0,1,0,"0","0","Echeneis naucrates","Actinopteri","Carangiformes","Echeneidae","Echeneis","accepted",NA,FALSE,126848,11167,NA,776562
"1233","Phtheirichthys lineatus",0,1,0,0,0,0,1,0,"0","0","Phtheirichthys lineatus","Actinopteri","Carangiformes","Echeneidae","Phtheirichthys","accepted",NA,FALSE,126849,125576,NA,204918
"1234","Remora albescens",0,1,0,0,0,0,1,0,"0","0","Remora albescens","Actinopteri","Carangiformes","Echeneidae","Remora","accepted",NA,TRUE,302877,495953,NA,204911
"1235","Remora brachyptera",0,1,0,0,0,0,1,0,"0","0","Remora brachyptera","Actinopteri","Carangiformes","Echeneidae","Remora","accepted",NA,FALSE,126851,125586,NA,204925
"1236","Remora osteochir",0,1,0,0,0,0,1,0,"0","0","Remora osteochir","Actinopteri","Carangiformes","Echeneidae","Remora","accepted",NA,FALSE,126852,52965,NA,1047853
"1237","Remora remora",0,1,0,0,0,0,1,0,"0","0","Remora remora","Actinopteri","Carangiformes","Echeneidae","Remora","accepted",NA,FALSE,126853,76470,NA,114802
"1238","Remorina albescens",0,1,0,0,0,0,1,0,"0","0","Remora albescens","Actinopteri","Carangiformes","Echeneidae","Remorina","unaccepted",NA,FALSE,302877,NA,NA,204911
"1239","Brama dussumieri",0,1,0,0,0,0,1,0,"0","0","Brama dussumieri","Actinopteri","Scombriformes","Bramidae","Brama","accepted",NA,FALSE,221416,372294,NA,3634818
"1240","Brama orcini",0,1,0,0,0,0,1,0,"0","0","Brama orcini","Actinopteri","Scombriformes","Bramidae","Brama","accepted",NA,FALSE,221417,209337,NA,560749
"1241","Pteraclis aesticola",0,1,0,0,0,0,1,0,"0","0","Pteraclis aesticola","Actinopteri","Scombriformes","Bramidae","Pteraclis","accepted",NA,FALSE,273151,159998,NA,3634830
"1242","Pterycombus petersii",0,1,0,0,0,0,1,0,"0","0","Pterycombus petersii","Actinopteri","Scombriformes","Bramidae","Pterycombus","accepted",NA,FALSE,221419,14104,NA,292381
"1243","Taractes asper",0,1,0,0,0,0,1,0,"0","0","Taractes asper","Actinopteri","Scombriformes","Bramidae","Taractes","accepted",NA,FALSE,126786,71909,NA,597854
"1244","Taractichthys steindachneri",0,1,0,0,0,0,1,0,"0","0","Taractichthys steindachneri","Actinopteri","Scombriformes","Bramidae","Taractichthys","accepted",NA,FALSE,221420,153599,NA,280164
"1245","Paracaristius nudarcus",0,1,0,0,0,0,1,0,"0","0","Paracaristius nudarcus","Actinopteri","Scombriformes","Caristiidae","Paracaristius","accepted",NA,FALSE,712726,783583,NA,3634811
"1246","Caristius maderensis",0,1,0,0,0,0,1,0,"0","0","Paracaristius maderensis","Actinopteri","Scombriformes","Caristiidae","Caristius","unaccepted",NA,TRUE,282011,NA,NA,258142
"1247","Platyberyx andriashevi",0,1,0,0,0,0,1,0,"0","0","Platyberyx andriashevi","Actinopteri","Scombriformes","Caristiidae","Platyberyx","accepted",NA,TRUE,1007713,725753,NA,5856705
"1248","Hoplopagrus guentherii",0,1,0,0,0,0,1,0,"0","0","Hoplopagrus guentherii","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Hoplopagrus","accepted",NA,FALSE,281087,34510,NA,3633577
"1249","Lutjanus aratus",0,1,0,0,0,0,1,0,"0","0","Lutjanus aratus","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus","accepted",NA,FALSE,276523,34710,NA,3633556
"1250","Lutjanus argentiventris",0,1,0,0,0,0,1,0,"0","0","Lutjanus argentiventris","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus","accepted",NA,FALSE,276524,14536,NA,694758
"1251","Lutjanus colorado",0,1,0,0,0,0,1,0,"0","0","Lutjanus colorado","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus","accepted",NA,FALSE,276529,34506,NA,376902
"1252","Lutjanus guttatus",0,1,0,0,0,0,1,0,"0","0","Lutjanus guttatus","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus","accepted",NA,FALSE,276539,18530,NA,445054
"1253","Lutjanus inermis",0,1,0,0,0,0,1,0,"0","0","Lutjanus inermis","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus","accepted",NA,FALSE,276540,34713,NA,3633560
"1254","Lutjanus jordani",0,1,0,0,0,0,1,0,"0","0","Lutjanus jordani","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus","accepted",NA,FALSE,276541,NA,NA,3633544
"1255","Lutjanus novemfasciatus",0,1,0,0,0,0,1,0,"0","0","Lutjanus novemfasciatus","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus","accepted",NA,FALSE,276544,20537,NA,814310
"1256","Lutjanus peru",0,1,0,0,0,0,1,0,"0","0","Lutjanus peru","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus","accepted",NA,FALSE,276546,21533,NA,765789
"1257","Lutjanus viridis",0,1,0,0,0,0,1,0,"0","0","Lutjanus viridis","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus","accepted",NA,FALSE,276552,34528,NA,3633559
"1258","Deckertichthys aureolus",0,1,0,0,0,0,1,0,"0","0","Deckertichthys aureolus","Actinopteri","Eupercaria incertae sedis","Gerreidae","Deckertichthys","accepted",NA,TRUE,1043458,750764,NA,3635332
"1259","Diapterus brevirostris",0,1,0,0,0,0,1,0,"0","0","Diapterus brevirostris","Actinopteri","Eupercaria incertae sedis","Gerreidae","Diapterus","accepted",NA,FALSE,398538,595877,NA,3635330
"1260","Diapterus peruvianus",0,1,0,0,0,0,1,0,"0","0","Diapterus peruvianus","Actinopteri","Eupercaria incertae sedis","Gerreidae","Diapterus","accepted",NA,FALSE,276414,299690,NA,39872
"1261","Eucinostomus currani",0,1,0,0,0,0,1,0,"0","0","Eucinostomus currani","Actinopteri","Eupercaria incertae sedis","Gerreidae","Eucinostomus","accepted",NA,FALSE,276416,11349,NA,456129
"1262","Eucinostomus dowii",0,1,0,0,0,0,1,0,"0","0","Eucinostomus dowii","Actinopteri","Eupercaria incertae sedis","Gerreidae","Eucinostomus","accepted",NA,FALSE,276417,315601,NA,3635335
"1263","Eucinostomus entomelas",0,1,0,0,0,0,1,0,"0","0","Eucinostomus entomelas","Actinopteri","Eupercaria incertae sedis","Gerreidae","Eucinostomus","accepted",NA,FALSE,276418,299688,NA,3635333
"1264","Eucinostomus gracilis",0,1,0,0,0,0,1,0,"0","0","Eucinostomus gracilis","Actinopteri","Eupercaria incertae sedis","Gerreidae","Eucinostomus","accepted",NA,FALSE,276419,299678,NA,3635336
"1265","Eucinostomus californiensis",0,1,0,0,0,0,1,0,"0","0","Eucinostomus gracilis","Actinopteri","Eupercaria incertae sedis","Gerreidae","Eucinostomus","unaccepted",NA,TRUE,276419,NA,NA,3635336
"1266","Eugerres axillaris",0,1,0,0,0,0,1,0,"0","0","Eugerres axillaris","Actinopteri","Eupercaria incertae sedis","Gerreidae","Eugerres","accepted",NA,FALSE,280738,315602,NA,3635339
"1267","Eugerres lineatus",0,1,0,0,0,0,1,0,"0","0","Eugerres lineatus","Actinopteri","Eupercaria incertae sedis","Gerreidae","Eugerres","accepted",NA,FALSE,280741,509791,NA,540846
"1268","Gerres simillimus",0,1,0,0,0,0,1,0,"0","0","Gerres simillimus","Actinopteri","Eupercaria incertae sedis","Gerreidae","Gerres","accepted",NA,FALSE,713356,364646,NA,5924599
"1269","Gerres simillimus",0,1,0,0,0,0,1,0,"0","0","Gerres simillimus","Actinopteri","Eupercaria incertae sedis","Gerreidae","Gerres","accepted",NA,TRUE,713356,364646,NA,899497
"1270","Gerres cinereus",0,1,0,0,0,0,1,0,"0","0","Gerres cinereus","Actinopteri","Eupercaria incertae sedis","Gerreidae","Gerres","accepted",NA,FALSE,276954,23539,NA,899497
"1271","Anisotremus caesius",0,1,0,0,0,0,1,0,"0","0","Anisotremus caesius","Actinopteri","Eupercaria incertae sedis","Haemulidae","Anisotremus","accepted",NA,FALSE,279616,509788,NA,689989
"1272","Anisotremus davidsonii",0,1,0,0,0,0,1,0,"0","0","Anisotremus davidsonii","Actinopteri","Eupercaria incertae sedis","Haemulidae","Anisotremus","accepted",NA,FALSE,279617,76499,NA,272132
"1273","Anisotremus davidsoni",0,1,0,0,0,0,1,0,"0","0","Anisotremus davidsonii","Actinopteri","Eupercaria incertae sedis","Haemulidae","Anisotremus","unaccepted","misspelling",TRUE,279617,NA,NA,272132
"1274","Anisotremus interruptus",0,1,0,0,0,0,1,0,"0","0","Anisotremus interruptus","Actinopteri","Eupercaria incertae sedis","Haemulidae","Anisotremus","accepted",NA,FALSE,279619,18653,NA,115723
"1275","Anisotremus taeniatus",0,1,0,0,0,0,1,0,"0","0","Anisotremus taeniatus","Actinopteri","Eupercaria incertae sedis","Haemulidae","Anisotremus","accepted",NA,FALSE,279624,34527,NA,115718
"1276","Brachygenys californiensis",0,1,0,0,0,0,1,0,"0","0","Brachygenys californiensis","Actinopteri","Eupercaria incertae sedis","Haemulidae","Brachygenys","accepted",NA,FALSE,1577329,NA,NA,272144
"1277","Xenistius californiensis",0,1,0,0,0,0,1,0,"0","0","Brachygenys californiensis","Actinopteri","Eupercaria incertae sedis","Haemulidae","Xenistius","superseded combination",NA,TRUE,1577329,509585,NA,272144
"1278","Haemulon californiensis",0,1,0,0,0,0,1,0,"0","0","Brachygenys californiensis","Actinopteri","Eupercaria incertae sedis","Haemulidae","Haemulon","superseded combination",NA,TRUE,1577329,496003,NA,272144
"1279","Conodon serrifer",0,1,0,0,0,0,1,0,"0","0","Conodon serrifer","Actinopteri","Eupercaria incertae sedis","Haemulidae","Conodon","accepted",NA,FALSE,280387,371494,NA,295193
"1280","Haemulon flaviguttatum",0,1,0,0,0,0,1,0,"0","0","Haemulon flaviguttatum","Actinopteri","Eupercaria incertae sedis","Haemulidae","Haemulon","accepted",NA,FALSE,275726,59260,NA,716552
"1281","Haemulon maculicauda",0,1,0,0,0,0,1,0,"0","0","Haemulon maculicauda","Actinopteri","Eupercaria incertae sedis","Haemulidae","Haemulon","accepted",NA,FALSE,275729,14793,NA,193039
"1282","Haemulon scudderi",0,1,0,0,0,0,1,0,"0","0","Haemulon scudderii","Actinopteri","Eupercaria incertae sedis","Haemulidae","Haemulon","unaccepted","misspelling",TRUE,275734,NA,NA,115729
"1283","Haemulon sexfasciatum",0,1,0,0,0,0,1,0,"0","0","Haemulon sexfasciatum","Actinopteri","Eupercaria incertae sedis","Haemulidae","Haemulon","accepted",NA,FALSE,275736,14788,NA,193043
"1284","Haemulon steindachneri",0,1,0,0,0,0,1,0,"0","0","Haemulon steindachneri","Actinopteri","Eupercaria incertae sedis","Haemulidae","Haemulon","accepted",NA,FALSE,275738,14782,NA,193033
"1285","Haemulopsis axillaris",0,1,0,0,0,0,1,0,"0","0","Haemulopsis axillaris","Actinopteri","Eupercaria incertae sedis","Haemulidae","Haemulopsis","accepted",NA,FALSE,280973,59270,NA,495724
"1286","Haemulopsis elongatus",0,1,0,0,0,0,1,0,"0","0","Haemulopsis elongatus","Actinopteri","Eupercaria incertae sedis","Haemulidae","Haemulopsis","accepted",NA,FALSE,280974,59262,NA,1016792
"1287","Haemulopsis leuciscus",0,1,0,0,0,0,1,0,"0","0","Haemulopsis leuciscus","Actinopteri","Eupercaria incertae sedis","Haemulidae","Haemulopsis","accepted",NA,FALSE,280975,59268,NA,495729
"1288","Haemulopsis nitidus",0,1,0,0,0,0,1,0,"0","0","Haemulopsis nitidus","Actinopteri","Eupercaria incertae sedis","Haemulidae","Haemulopsis","accepted",NA,FALSE,280976,59267,NA,1071951
"1289","Haemulopsis nitidus",0,1,0,0,0,0,1,0,"0","0","Haemulopsis nitidus","Actinopteri","Eupercaria incertae sedis","Haemulidae","Haemulopsis","accepted",NA,FALSE,280976,59267,NA,1071951
"1290","Microlepidotus inornatus",0,1,0,0,0,0,1,0,"0","0","Microlepidotus inornatus","Actinopteri","Eupercaria incertae sedis","Haemulidae","Microlepidotus","accepted",NA,FALSE,281560,509797,NA,206201
"1291","Orthopristis chalceus",0,1,0,0,0,0,1,0,"0","0","Orthopristis chalceus","Actinopteri","Eupercaria incertae sedis","Haemulidae","Orthopristis","accepted",NA,FALSE,275741,59263,NA,665577
"1292","Orthopristis reddingi",0,1,0,0,0,0,1,0,"0","0","Orthopristis reddingi","Actinopteri","Eupercaria incertae sedis","Haemulidae","Orthopristis","accepted",NA,FALSE,275745,509798,NA,1016797
"1293","Rhencus macracanthus",0,1,0,0,0,0,1,0,"0","0","Rhencus macracanthus","Actinopteri","Eupercaria incertae sedis","Haemulidae","Rhencus","accepted",NA,FALSE,1577352,NA,NA,177509
"1294","Pomadasys macracanthus",0,1,0,0,0,0,1,0,"0","0","Rhencus macracanthus","Actinopteri","Eupercaria incertae sedis","Haemulidae","Pomadasys","superseded combination",NA,TRUE,1577352,59259,NA,177509
"1295","Rhencus panamensis",0,1,0,0,0,0,1,0,"0","0","Rhencus panamensis","Actinopteri","Eupercaria incertae sedis","Haemulidae","Rhencus","accepted",NA,FALSE,320982,NA,NA,819651
"1296","Pomadasys panamensis",0,1,0,0,0,0,1,0,"0","0","Pomadasys panamensis","Actinopteri","Eupercaria incertae sedis","Haemulidae","Pomadasys","accepted",NA,TRUE,273509,59266,NA,819651
"1297","Rhonciscus bayanus",0,1,0,0,0,0,1,0,"0","0","Rhonciscus bayanus","Actinopteri","Eupercaria incertae sedis","Haemulidae","Rhonciscus","accepted",NA,FALSE,1577353,NA,NA,7061592
"1298","Pomadasys bayanus",0,1,0,0,0,0,1,0,"0","0","Rhonciscus bayanus","Actinopteri","Eupercaria incertae sedis","Haemulidae","Pomadasys","superseded combination",NA,FALSE,1577353,896045,NA,3633345
"1299","Pomadasys branickii",0,1,0,0,0,0,1,0,"0","0","Pomadasys branickii","Actinopteri","Eupercaria incertae sedis","Haemulidae","Pomadasys","accepted",NA,TRUE,273503,59265,NA,870204
"1300","Xenichthys xanti",0,1,0,0,0,0,1,0,"0","0","Xenichthys xanti","Actinopteri","Eupercaria incertae sedis","Haemulidae","Xenichthys","accepted",NA,FALSE,283177,59253,NA,1071959
