"","species","obisgbif","love2021","hakai2020","hart","hakaiseine","hakaisample","caution","verifiedbc","terrestrial_only","freshwater_only","worms_sciname","class","order","family","genus","status","unacceptreason","is_synonym","worms_aphiaid","bold_id","gbif_key","ott_id"
"1","Lycodes pacificus",1,1,0,0,0,0,1,0,"0","0","Lycodes pacificus","Actinopteri","Perciformes","Zoarcidae","Lycodes","accepted",NA,TRUE,274116,11376,NA,780344
"2","Bathymaster caeruleofasciatus",1,1,0,0,0,0,1,0,"0","0","Bathymaster caeruleofasciatus","Actinopteri","Perciformes","Bathymasteridae","Bathymaster","accepted",NA,FALSE,279415,NA,NA,417899
"3","Oncorhynchus clarkii",1,1,0,0,0,0,1,0,"0","0","Oncorhynchus clarkii","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","accepted",NA,FALSE,274347,26334,NA,800432
"4","Ammodytes personatus",1,1,0,0,0,0,1,0,"0","0","Ammodytes personatus","Actinopteri","Perciformes","Ammodytidae","Ammodytes","accepted",NA,FALSE,272967,201830,NA,408403
"5","Hippoglossus stenolepis",1,1,0,0,0,0,1,0,"0","0","Hippoglossus stenolepis","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossus","accepted",NA,FALSE,274290,60118,NA,831503
"6","Bathyraja interrupta",1,1,0,0,0,0,1,0,"0","0","Bathyraja interrupta","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","accepted",NA,FALSE,271515,33927,NA,147198
"7","Eopsetta jordani",1,1,0,0,0,0,1,0,"0","0","Eopsetta jordani","Actinopteri","Pleuronectiformes","Pleuronectidae","Eopsetta","accepted",NA,FALSE,280690,11822,NA,257073
"8","Hippoglossoides elassodon",1,1,0,0,0,0,1,0,"0","0","Hippoglossoides elassodon","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","accepted",NA,FALSE,274289,15397,NA,749773
"9","Lyopsetta exilis",1,1,0,0,0,0,1,0,"0","0","Lyopsetta exilis","Actinopteri","Pleuronectiformes","Pleuronectidae","Lyopsetta","accepted",NA,FALSE,281452,15399,NA,206093
"10","Apristurus brunneus",1,1,0,0,0,0,1,0,"0","0","Apristurus brunneus","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","accepted",NA,FALSE,158512,33928,NA,786098
"11","Pseudobathylagus milleri",1,1,0,0,0,0,1,0,"0","0","Pseudobathylagus milleri","Actinopteri","Argentiniformes","Bathylagidae","Pseudobathylagus","accepted",NA,FALSE,282406,34556,NA,197413
"12","Lycodes brevipes",1,1,0,0,0,0,1,0,"0","0","Lycodes brevipes","Actinopteri","Perciformes","Zoarcidae","Lycodes","accepted",NA,FALSE,254595,34010,NA,1095237
"13","Paraliparis paucidens",1,1,0,0,0,0,1,0,"0","0","Paraliparis paucidens","Actinopteri","Perciformes","Liparidae","Paraliparis","accepted",NA,FALSE,274603,78114,NA,529020
"14","Coryphaenoides acrolepis",1,1,0,0,0,0,1,0,"0","0","Coryphaenoides acrolepis","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","accepted",NA,FALSE,272313,33884,NA,1074163
"15","Leuroglossus schmidti",1,1,0,0,0,0,1,0,"0","0","Leuroglossus schmidti","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus","accepted",NA,FALSE,254551,99720,NA,7517
"16","Notacanthus chemnitzii",1,1,0,0,0,0,1,0,"0","0","Notacanthus chemnitzii","Actinopteri","Notacanthiformes","Notacanthidae","Notacanthus","accepted",NA,FALSE,126643,30271,NA,925749
"17","Bathyagonus pentacanthus",1,1,0,0,0,0,1,0,"0","0","Bathyagonus pentacanthus","Actinopteri","Perciformes","Agonidae","Bathyagonus","accepted",NA,FALSE,254506,33924,NA,714039
"18","Aphanopus intermedius",1,1,0,0,0,0,1,0,"0","0","Aphanopus intermedius","Actinopteri","Scombriformes","Trichiuridae","Aphanopus","accepted",NA,FALSE,159833,125641,NA,276908
"19","Careproctus attenuatus",1,1,0,0,0,0,1,0,"0","0","Careproctus attenuatus","Actinopteri","Perciformes","Liparidae","Careproctus","accepted",NA,FALSE,274410,78139,NA,7513
"20","Glyptocephalus zachirus",1,1,0,0,0,0,1,0,"0","0","Glyptocephalus zachirus","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","accepted",NA,FALSE,274287,17183,NA,831488
"21","Paraliparis pectoralis",1,1,0,0,0,0,1,0,"0","0","Paraliparis pectoralis","Actinopteri","Perciformes","Liparidae","Paraliparis","accepted",NA,FALSE,274604,78116,NA,1055100
"22","Microstomus pacificus",1,1,0,0,0,0,1,0,"0","0","Microstomus pacificus","Actinopteri","Pleuronectiformes","Pleuronectidae","Microstomus","accepted",NA,FALSE,274294,11827,NA,167025
"23","Aphanopus arigato",1,1,0,0,0,0,1,0,"0","0","Aphanopus arigato","Actinopteri","Scombriformes","Trichiuridae","Aphanopus","accepted",NA,FALSE,274008,228189,NA,755988
"24","Careproctus cypselurus",1,1,0,0,0,0,1,0,"0","0","Careproctus cypselurus","Actinopteri","Perciformes","Liparidae","Careproctus","accepted",NA,FALSE,274421,33967,NA,714024
"25","Malacocottus zonurus",1,1,0,0,0,0,1,0,"0","0","Malacocottus zonurus","Actinopteri","Perciformes","Psychrolutidae","Malacocottus","accepted",NA,FALSE,254406,10681,NA,470754
"26","Paraliparis dactylosus",1,1,0,0,0,0,1,0,"0","0","Paraliparis dactylosus","Actinopteri","Perciformes","Liparidae","Paraliparis","accepted",NA,FALSE,274568,78141,NA,529016
"27","Sebastes semicinctus",1,1,0,0,0,0,1,0,"0","0","Sebastes semicinctus","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,274851,160593,NA,795707
"28","Alepocephalus tenebrosus",1,1,0,0,0,0,1,0,"0","0","Alepocephalus tenebrosus","Actinopteri","Alepocephaliformes","Alepocephalidae","Alepocephalus","accepted",NA,FALSE,272849,30297,NA,1089079
"29","Careproctus furcellus",1,1,0,0,0,0,1,0,"0","0","Careproctus furcellus","Actinopteri","Perciformes","Liparidae","Careproctus","accepted",NA,FALSE,254548,33958,NA,7508
"30","Bathyagonus alascanus",1,1,0,0,0,0,1,0,"0","0","Bathyagonus alascanus","Actinopteri","Perciformes","Agonidae","Bathyagonus","accepted",NA,FALSE,254503,101083,NA,714017
"31","Psychrolutes phrictus",1,1,0,0,0,0,1,0,"0","0","Psychrolutes phrictus","Actinopteri","Perciformes","Psychrolutidae","Psychrolutes","accepted",NA,FALSE,274678,59163,NA,501311
"32","Salmo salar",1,1,0,0,0,0,1,0,"0","0","Salmo salar","Actinopteri","Salmoniformes","Salmonidae","Salmo","accepted",NA,FALSE,127186,30453,NA,688328
"33","Beringraja rhina",1,1,0,0,0,0,1,0,"0","0","Beringraja rhina","Elasmobranchii","Rajiformes","Rajidae","Beringraja","accepted",NA,NA,1461133,1155252,NA,NA
"34","Psychrolutes sigalutes",1,1,0,0,0,0,1,0,"0","0","Psychrolutes sigalutes","Actinopteri","Perciformes","Psychrolutidae","Psychrolutes","accepted",NA,FALSE,274679,560388,NA,1055087
"35","Agonopsis vulsa",1,1,0,0,0,0,1,0,"0","0","Agonopsis vulsa","Actinopteri","Perciformes","Agonidae","Agonopsis","accepted",NA,FALSE,279522,99715,NA,467091
"36","Lepomis gibbosus",1,0,0,0,0,0,1,0,"0","0","Lepomis gibbosus","Actinopteri","Centrarchiformes","Centrarchidae","Lepomis","accepted",NA,FALSE,151290,11137,NA,670266
"37","Syngnathus californiensis",1,1,0,0,0,0,1,0,"0","0","Syngnathus californiensis","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus","accepted",NA,FALSE,275218,125551,NA,47465
"38","Mylocheilus caurinus",1,1,0,0,0,0,1,0,"0","0","Mylocheilus caurinus","Actinopteri","Cypriniformes","Cyprinidae","Mylocheilus","accepted",NA,FALSE,281605,88725,NA,358395
"39","Ammodytes tobianus",1,0,0,0,0,0,1,0,"0","0","Ammodytes tobianus","Actinopteri","Perciformes","Ammodytidae","Ammodytes","accepted",NA,FALSE,126752,77448,NA,109648
"40","Perca flavescens",1,0,0,0,0,0,1,0,"0","0","Perca flavescens","Actinopteri","Perciformes","Percidae","Perca","accepted",NA,FALSE,275313,11269,NA,186474
"41","Triglops pingelii",1,1,0,0,0,0,1,0,"0","0","Triglops pingelii","Actinopteri","Perciformes","Cottidae","Triglops","accepted",NA,FALSE,127207,89115,NA,568671
"42","Misgurnus anguillicaudatus",1,0,0,0,0,0,1,0,"0","0","Misgurnus anguillicaudatus","Actinopteri","Cypriniformes","Cobitidae","Misgurnus","accepted",NA,FALSE,991279,71218,NA,312382
"43","Chilara taylori",1,1,0,0,0,0,1,0,"0","0","Chilara taylori","Actinopteri","Ophidiiformes","Ophidiidae","Chilara","accepted",NA,FALSE,280146,82766,NA,426418
"44","Carassius auratus",1,0,0,0,0,0,1,0,"0","0","Carassius auratus","Actinopteri","Cypriniformes","Cyprinidae","Carassius","accepted",NA,FALSE,154298,10846,NA,1005907
"45","Cottus aleuticus",1,1,0,0,0,0,1,0,"0","0","Cottus aleuticus","Actinopteri","Perciformes","Cottidae","Cottus","accepted",NA,FALSE,274366,88720,NA,996493
"46","Acipenser transmontanus",1,1,0,0,0,0,1,0,"0","0","Acipenser transmontanus","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","accepted",NA,FALSE,238345,30344,NA,378925
"47","Eptatretus stoutii",1,1,0,0,0,0,1,0,"0","0","Eptatretus stoutii","Myxini","Myxiniformes","Myxinidae","Eptatretus","accepted",NA,FALSE,279298,60117,NA,852671
"48","Bathyraja aleutica",1,1,0,0,0,0,1,0,"0","0","Bathyraja aleutica","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","accepted",NA,FALSE,271506,80066,NA,147182
"49","Lycodapus pachysoma",1,1,0,0,0,0,1,0,"0","0","Lycodapus pachysoma","Actinopteri","Perciformes","Zoarcidae","Lycodapus","accepted",NA,FALSE,234603,33987,NA,529004
"50","Cryptacanthodes giganteus",1,1,0,0,0,0,1,0,"0","0","Cryptacanthodes giganteus","Actinopteri","Perciformes","Cryptacanthodidae","Cryptacanthodes","accepted",NA,FALSE,276392,125613,NA,317654
"51","Salvelinus fontinalis",1,0,0,0,0,0,1,0,"0","0","Salvelinus fontinalis","Actinopteri","Salmoniformes","Salmonidae","Salvelinus","accepted",NA,FALSE,154241,10563,NA,688339
"52","Lycodapus mandibularis",1,1,0,0,0,0,1,0,"0","0","Lycodapus mandibularis","Actinopteri","Perciformes","Zoarcidae","Lycodapus","accepted",NA,FALSE,279391,99723,NA,992668
"53","Pachycara gymninium",1,1,0,0,0,0,1,0,"0","0","Pachycara gymninium","Actinopteri","Perciformes","Zoarcidae","Pachycara","accepted",NA,FALSE,274140,162659,NA,529013
"54","Bothrocara brunneum",1,1,0,0,0,0,1,0,"0","0","Bothrocara brunneum","Actinopteri","Perciformes","Zoarcidae","Bothrocara","accepted",NA,FALSE,279397,33942,NA,580289
"55","Sebastes serranoides",1,1,0,0,0,0,1,0,"0","0","Sebastes serranoides","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,274852,160600,NA,884519
"56","Avocettina infans",1,1,0,0,0,0,1,0,"0","0","Avocettina infans","Actinopteri","Anguilliformes","Nemichthyidae","Avocettina","accepted",NA,FALSE,126304,34561,NA,245578
"57","Eptatretus deani",1,1,0,0,0,0,1,0,"0","0","Eptatretus deani","Myxini","Myxiniformes","Myxinidae","Eptatretus","accepted",NA,FALSE,279277,33925,NA,474833
"58","Sebastes polyspinis",1,1,0,0,0,0,1,0,"0","0","Sebastes polyspinis","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,274837,140837,NA,99009
"59","Cryptacanthodes aleutensis",1,1,0,0,0,0,1,0,"0","0","Cryptacanthodes aleutensis","Actinopteri","Perciformes","Cryptacanthodidae","Cryptacanthodes","accepted",NA,FALSE,276390,11136,NA,7510
"60","Tactostoma macropus",1,1,0,0,0,0,1,0,"0","0","Tactostoma macropus","Actinopteri","Stomiiformes","Stomiidae","Tactostoma","accepted",NA,FALSE,282922,33954,NA,847908
"61","Lycodes palearis",1,1,0,0,0,0,1,0,"0","0","Lycodes palearis","Actinopteri","Perciformes","Zoarcidae","Lycodes","accepted",NA,FALSE,254585,11375,NA,178068
"62","Paraliparis rosaceus",1,1,0,0,0,0,1,0,"0","0","Paraliparis rosaceus","Actinopteri","Perciformes","Liparidae","Paraliparis","accepted",NA,FALSE,274608,34565,NA,1055102
"63","Lycodes diapterus",1,1,0,0,0,0,1,0,"0","0","Lycodes diapterus","Actinopteri","Perciformes","Zoarcidae","Lycodes","accepted",NA,FALSE,254597,11378,NA,178071
"64","Careproctus georgianus",1,0,0,0,0,0,1,0,"0","0","Careproctus georgianus","Actinopteri","Perciformes","Liparidae","Careproctus","accepted",NA,FALSE,234643,77437,NA,1047610
"65","Careproctus canus",1,1,0,0,0,0,1,0,"0","0","Careproctus canus","Actinopteri","Perciformes","Liparidae","Careproctus","accepted",NA,FALSE,274416,160341,NA,7515
"66","Myoxocephalus scorpius",1,1,0,0,0,0,1,0,"0","0","Myoxocephalus scorpius","Actinopteri","Perciformes","Cottidae","Myoxocephalus","accepted",NA,FALSE,127203,59602,NA,942655
"67","Acantholumpenus mackayi",1,1,0,0,0,0,1,0,"0","0","Acantholumpenus mackayi","Actinopteri","Perciformes","Stichaeidae","Acantholumpenus","accepted",NA,FALSE,249703,477607,NA,875837
"68","Lumpenus fabricii",1,1,0,0,0,0,1,0,"0","0","Lumpenus fabricii","Actinopteri","Perciformes","Stichaeidae","Lumpenus","accepted",NA,FALSE,127073,59619,NA,500013
"69","Lumpenus fabricii",1,1,0,0,0,0,1,0,"0","0","Lumpenus fabricii","Actinopteri","Perciformes","Stichaeidae","Lumpenus","unaccepted",NA,FALSE,127073,59619,NA,500013
"70","Enophrys lucasi",1,1,0,0,0,0,1,0,"0","0","Enophrys lucasi","Actinopteri","Perciformes","Cottidae","Enophrys","accepted",NA,FALSE,254518,140421,NA,966599
"71","Eumicrotremus phrynoides",1,1,0,0,0,0,1,0,"0","0","Eumicrotremus phrynoides","Actinopteri","Perciformes","Cyclopteridae","Eumicrotremus","accepted",NA,FALSE,254536,NA,NA,3631988
"72","Chesnonia verrucosa",1,1,0,0,0,0,1,0,"0","0","Chesnonia verrucosa","Actinopteri","Perciformes","Agonidae","Chesnonia","accepted",NA,FALSE,254507,125588,NA,744906
"73","Lycodes cortezianus",1,1,0,0,0,0,1,0,"0","0","Lycodes cortezianus","Actinopteri","Perciformes","Zoarcidae","Lycodes","accepted",NA,FALSE,274097,11374,NA,780341
"74","Pachycara lepinium",1,1,0,0,0,0,1,0,"0","0","Pachycara lepinium","Actinopteri","Perciformes","Zoarcidae","Pachycara","accepted",NA,FALSE,274141,78117,NA,992687
"75","Bathyagonus infraspinatus",1,1,0,0,0,0,1,0,"0","0","Bathyagonus infraspinatus","Actinopteri","Perciformes","Agonidae","Bathyagonus","accepted",NA,FALSE,254504,34013,NA,580260
"76","Icelinus fimbriatus",1,1,0,0,0,0,1,0,"0","0","Icelinus fimbriatus","Actinopteri","Perciformes","Cottidae","Icelinus","accepted",NA,FALSE,281137,125571,NA,290396
"77","Ruscarius meanyi",1,1,0,0,0,0,1,0,"0","0","Ruscarius meanyi","Actinopteri","Perciformes","Cottidae","Ruscarius","accepted",NA,FALSE,282637,1017380,NA,735810
"78","Sebastes rubrivinctus",1,1,0,0,0,0,1,0,"0","0","Sebastes rubrivinctus","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,274845,140740,NA,212780
"79","Embassichthys bathybius",1,1,0,0,0,0,1,0,"0","0","Embassichthys bathybius","Actinopteri","Pleuronectiformes","Pleuronectidae","Embassichthys","accepted",NA,FALSE,280641,33932,NA,1077970
"80","Lestidiops ringens",1,1,0,0,0,0,1,0,"0","0","Lestidiops ringens","Actinopteri","Aulopiformes","Paralepididae","Lestidiops","accepted",NA,FALSE,272096,125494,NA,1016712
"81","Arctozenus risso",1,1,0,0,0,0,1,0,"0","0","Arctozenus risso","Actinopteri","Aulopiformes","Paralepididae","Arctozenus","accepted",NA,FALSE,126352,59407,NA,288389
"82","Lipolagus ochotensis",1,1,0,0,0,0,1,0,"0","0","Lipolagus ochotensis","Actinopteri","Argentiniformes","Bathylagidae","Lipolagus","accepted",NA,FALSE,281374,125598,NA,562640
"83","Cyclothone atraria",1,1,0,0,0,0,1,0,"0","0","Cyclothone atraria","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","accepted",NA,FALSE,274943,34009,NA,127379
"84","Triglops jordani",1,1,0,0,0,0,1,0,"0","0","Triglops jordani","Actinopteri","Perciformes","Cottidae","Triglops","unaccepted",NA,FALSE,274398,465594,NA,3632129
"85","Triglops jordani",1,1,0,0,0,0,1,0,"0","0","Triglops jordani","Actinopteri","Perciformes","Cottidae","Triglops","accepted",NA,FALSE,274398,465594,NA,3632129
"86","Tarletonbeania taylori",1,1,0,0,0,0,1,0,"0","0","Tarletonbeania taylori","Actinopteri","Myctophiformes","Myctophidae","Tarletonbeania","accepted",NA,FALSE,282928,NA,NA,159759
"87","Lycenchelys crotalinus",1,1,0,0,0,0,1,0,"0","0","Lycenchelys crotalinus","Actinopteri","Perciformes","Zoarcidae","Lycenchelys","accepted",NA,FALSE,254592,33889,NA,871270
"88","Xenomystax atrarius",1,1,0,0,0,0,1,0,"0","0","Xenomystax atrarius","Actinopteri","Anguilliformes","Congridae","Xenomystax","accepted",NA,FALSE,283188,722999,NA,3643033
"89","Serrivomer jesperseni",1,1,0,0,0,0,1,0,"0","0","Serrivomer jesperseni","Actinopteri","Anguilliformes","Serrivomeridae","Serrivomer","accepted",NA,FALSE,272002,33970,NA,1055095
"90","Hemilepidotus jordani",1,1,0,0,0,0,1,0,"0","0","Hemilepidotus jordani","Actinopteri","Perciformes","Cottidae","Hemilepidotus","accepted",NA,FALSE,254522,101090,NA,830118
"91","Nemichthys scolopaceus",1,1,0,0,0,0,1,0,"0","0","Nemichthys scolopaceus","Actinopteri","Anguilliformes","Nemichthyidae","Nemichthys","accepted",NA,FALSE,126306,34569,NA,13845
"92","Limanda aspera",1,1,0,0,0,0,1,0,"0","0","Limanda aspera","Actinopteri","Pleuronectiformes","Pleuronectidae","Limanda","accepted",NA,FALSE,254562,101084,NA,206101
"93","Chaenophryne draco",1,1,0,0,0,0,1,0,"0","0","Chaenophryne draco","Actinopteri","Lophiiformes","Oneirodidae","Chaenophryne","accepted",NA,FALSE,126559,47369,NA,45806
"94","Gymnocanthus galeatus",1,1,0,0,0,0,1,0,"0","0","Gymnocanthus galeatus","Actinopteri","Perciformes","Cottidae","Gymnocanthus","accepted",NA,FALSE,254514,101088,NA,654468
"95","Careproctus melanurus",1,1,0,0,0,0,1,0,"0","0","Careproctus melanurus","Actinopteri","Perciformes","Liparidae","Careproctus","accepted",NA,FALSE,254549,33941,NA,1098781
"96","Careproctus gilberti",1,1,0,0,0,0,1,0,"0","0","Allocareproctus jordani","Actinopteri","Perciformes","Liparidae","Careproctus","unaccepted",NA,FALSE,279555,228188,NA,756006
"97","Careproctus gilberti",1,1,0,0,0,0,1,0,"0","0","Allocareproctus jordani","Actinopteri","Perciformes","Liparidae","Careproctus","unaccepted",NA,TRUE,279555,228188,NA,3631964
"98","Careproctus gilberti",1,1,0,0,0,0,1,0,"0","0","Careproctus gilberti","Actinopteri","Perciformes","Liparidae","Careproctus","accepted",NA,FALSE,367288,228188,NA,756006
"99","Careproctus gilberti",1,1,0,0,0,0,1,0,"0","0","Careproctus gilberti","Actinopteri","Perciformes","Liparidae","Careproctus","accepted",NA,TRUE,367288,228188,NA,3631964
"100","Isopsetta isolepis",1,1,0,0,0,0,1,0,"0","0","Isopsetta isolepis","Actinopteri","Pleuronectiformes","Pleuronectidae","Isopsetta","accepted",NA,FALSE,281189,101087,NA,831497
"101","Albatrossia pectoralis",1,1,0,0,0,0,1,0,"0","0","Albatrossia pectoralis","Actinopteri","Gadiformes","Macrouridae","Albatrossia","accepted",NA,FALSE,236135,34553,NA,1074169
"102","Bathophilus flemingi",1,1,0,0,0,0,1,0,"0","0","Bathophilus flemingi","Actinopteri","Stomiiformes","Stomiidae","Bathophilus","accepted",NA,FALSE,275046,125474,NA,273435
"103","Lycodapus endemoscotus",1,1,0,0,0,0,1,0,"0","0","Lycodapus endemoscotus","Actinopteri","Perciformes","Zoarcidae","Lycodapus","accepted",NA,FALSE,279388,78123,NA,7532
"104","Paraliparis deani",1,1,0,0,0,0,1,0,"0","0","Paraliparis deani","Actinopteri","Perciformes","Liparidae","Paraliparis","accepted",NA,FALSE,274570,NA,NA,3631817
"105","Scytalina cerdale",1,1,0,0,0,0,1,0,"0","0","Scytalina cerdale","Actinopteri","Perciformes","Scytalinidae","Scytalina","accepted",NA,FALSE,254370,NA,NA,3639949
"106","Bothrocara molle",1,1,0,0,0,0,1,0,"0","0","Bothrocara molle","Actinopteri","Perciformes","Zoarcidae","Bothrocara","accepted",NA,FALSE,234593,33965,NA,242511
"107","Mola mola",1,1,0,0,0,0,1,0,"0","0","Mola mola","Actinopteri","Tetraodontiformes","Molidae","Mola","accepted",NA,FALSE,127405,29489,NA,457786
"108","Lycodapus parviceps",1,1,0,0,0,0,1,0,"0","0","Lycodapus parviceps","Actinopteri","Perciformes","Zoarcidae","Lycodapus","accepted",NA,FALSE,279393,NA,NA,3632959
"109","Clupea harengus",1,1,0,0,0,0,1,0,"0","0","Clupea harengus","Actinopteri","Clupeiformes","Clupeidae","Clupea","accepted",NA,FALSE,126417,47302,NA,1005932
"110","Bathyraja trachura",1,1,0,0,0,0,1,0,"0","0","Bathyraja trachura","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","accepted",NA,FALSE,271538,33943,NA,914977
"111","Stichaeus punctatus",1,1,0,0,0,0,1,0,"0","0","Stichaeus punctatus","Actinopteri","Perciformes","Stichaeidae","Stichaeus","accepted",NA,FALSE,159819,72892,NA,792031
"112","Leptoclinus maculatus",1,1,0,0,0,0,1,0,"0","0","Leptoclinus maculatus","Actinopteri","Perciformes","Stichaeidae","Leptoclinus","accepted",NA,FALSE,127072,34578,NA,272745
"113","Protomyctophum arcticum",1,0,0,0,0,0,1,0,"0","0","Protomyctophum arcticum","Actinopteri","Myctophiformes","Myctophidae","Protomyctophum","accepted",NA,FALSE,158917,70953,NA,207118
"114","Lycenchelys jordani",1,1,0,0,0,0,1,0,"0","0","Lycenchelys jordani","Actinopteri","Perciformes","Zoarcidae","Lycenchelys","accepted",NA,FALSE,274067,33981,NA,7522
"115","Chirolophis tarsodes",1,1,0,0,0,0,1,0,"0","0","Chirolophis tarsodes","Actinopteri","Perciformes","Stichaeidae","Chirolophis","accepted",NA,FALSE,273991,NA,NA,3632883
"116","Coryphaenoides armatus",1,1,0,0,0,0,1,0,"0","0","Coryphaenoides armatus","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","accepted",NA,FALSE,158952,34568,NA,861684
"117","Bothrocara pusillum",1,1,0,0,0,0,1,0,"0","0","Bothrocara pusillum","Actinopteri","Perciformes","Zoarcidae","Bothrocara","accepted",NA,TRUE,279400,NA,NA,580285
"118","Eumicrotremus spinosus",1,1,0,0,0,0,1,0,"0","0","Eumicrotremus spinosus","Actinopteri","Perciformes","Cyclopteridae","Eumicrotremus","accepted",NA,FALSE,127217,34603,NA,1097394
"119","Stenobrachius nannochir",1,1,0,0,0,0,1,0,"0","0","Stenobrachius nannochir","Actinopteri","Myctophiformes","Myctophidae","Stenobrachius","accepted",NA,FALSE,254364,33994,NA,341485
"120","Spectrunculus grandis",1,1,0,0,0,0,1,0,"0","0","Spectrunculus grandis","Actinopteri","Ophidiiformes","Ophidiidae","Spectrunculus","accepted",NA,FALSE,126678,53025,NA,1059335
"121","Xeneretmus leiops",1,1,0,0,0,0,1,0,"0","0","Xeneretmus leiops","Actinopteri","Perciformes","Agonidae","Xeneretmus","accepted",NA,FALSE,283172,71899,NA,200662
"122","Apodichthys fucorum",1,1,0,0,0,0,1,0,"0","0","Apodichthys fucorum","Actinopteri","Perciformes","Pholidae","Apodichthys","accepted",NA,FALSE,279665,125639,NA,208945
"123","Lycodapus fierasfer",1,1,0,0,0,0,1,0,"0","0","Lycodapus fierasfer","Actinopteri","Perciformes","Zoarcidae","Lycodapus","accepted",NA,FALSE,279389,33962,NA,139748
"124","Reinhardtius hippoglossoides",1,1,0,0,0,0,1,0,"0","0","Reinhardtius hippoglossoides","Actinopteri","Pleuronectiformes","Pleuronectidae","Reinhardtius","accepted",NA,FALSE,127144,34619,NA,835141
"125","Cyclothone pseudopallida",1,1,0,0,0,0,1,0,"0","0","Cyclothone pseudopallida","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","accepted",NA,FALSE,127289,76496,NA,648952
"126","Lepidopsetta polyxystra",1,1,0,0,0,0,1,0,"0","0","Lepidopsetta polyxystra","Actinopteri","Pleuronectiformes","Pleuronectidae","Lepidopsetta","accepted",NA,FALSE,281307,101140,NA,1095231
"127","Cyclothone signata",1,1,0,0,0,0,1,0,"0","0","Cyclothone signata","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","accepted",NA,FALSE,154831,76497,NA,648946
"128","Sebastes carnatus",1,1,0,0,0,0,1,0,"0","0","Sebastes carnatus","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,274779,160595,NA,1057074
"129","Nezumia stelgidolepis",1,1,0,0,0,0,1,0,"0","0","Nezumia stelgidolepis","Actinopteri","Gadiformes","Macrouridae","Nezumia","accepted",NA,FALSE,272428,160590,NA,755977
"130","Acanthostracion quadricornis",1,0,0,0,0,0,1,0,"0","0","Acanthostracion quadricornis","Actinopteri","Tetraodontiformes","Ostraciidae","Acanthostracion","accepted",NA,FALSE,158920,55464,NA,179259
"131","Soldatovia polyactocephala",1,0,0,0,0,0,1,0,"0","0","Soldatovia polyactocephala","Actinopteri","Perciformes","Stichaeidae","Soldatovia","accepted",NA,FALSE,282820,NA,NA,3639935
"132","Hippocampus erectus",1,0,0,0,0,0,1,0,"0","0","Hippocampus erectus","Actinopteri","Syngnathiformes","Syngnathidae","Hippocampus","accepted",NA,FALSE,159445,66233,NA,630161
"133","Bathyraja abyssicola",1,1,0,0,0,0,1,0,"0","0","Bathyraja abyssicola","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","accepted",NA,FALSE,271503,33966,NA,147169
"134","Lipariscus nanus",1,1,0,0,0,0,1,0,"0","0","Lipariscus nanus","Actinopteri","Perciformes","Liparidae","Lipariscus","accepted",NA,FALSE,281365,125657,NA,11736
"135","Sebastes melanostictus",1,1,0,0,0,0,1,0,"0","0","Sebastes melanostictus","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,1015496,163038,NA,1088435
"136","Argyropelecus affinis",1,1,0,0,0,0,1,0,"0","0","Argyropelecus affinis","Actinopteri","Stomiiformes","Sternoptychidae","Argyropelecus","accepted",NA,FALSE,127307,125542,NA,440132
"137","Beringraja inornata",1,1,0,0,0,0,1,0,"0","0","Beringraja inornata","Elasmobranchii","Rajiformes","Rajidae","Beringraja","accepted",NA,NA,1461134,NA,NA,NA
"138","Diodon hystrix",1,1,0,0,0,0,1,0,"0","0","Diodon hystrix","Actinopteri","Tetraodontiformes","Diodontidae","Diodon","accepted",NA,FALSE,127403,34503,NA,177748
"139","Acipenser medirostris",1,1,0,0,0,0,1,0,"0","0","Acipenser medirostris","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","accepted",NA,FALSE,271695,50227,NA,378900
"140","Balistes polylepis",1,1,0,0,0,0,1,0,"0","0","Balistes polylepis","Actinopteri","Tetraodontiformes","Balistidae","Balistes","accepted",NA,FALSE,275234,11002,NA,564274
