"","taxa_query","found_taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","class","status","unacceptreason","is_synonym","flags","valid_authority","kingdom","order","family","genus","freshwater_only","terrestrial_only"
"84","Mesenchytraeus solifugus","Mesenchytraeus solifugus",NA,NA,NA,NA,378300,NA,"Mesenchytraeus solifugus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"85","Hirudo verbana","Hirudo verbana",NA,NA,NA,NA,1037686,NA,"Hirudo verbana",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Hirudinidae",NA,NA,NA
"86","Limnatis nilotica","Limnatis nilotica",NA,NA,NA,NA,89388,NA,"Limnatis nilotica",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Hirudinidae",NA,NA,NA
"87","Hirudo troctina","Hirudo troctina",NA,NA,NA,NA,536322,NA,"Hirudo troctina",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Hirudinidae",NA,NA,NA
"88","Eisenia eiseni","Eisenia eiseni",NA,NA,NA,NA,213505,NA,"Eisenia eiseni",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"89","Metaphire","Metaphire",NA,NA,NA,NA,518191,NA,"Metaphire",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"90","Metaphire glareosa","Metaphire glareosa",NA,NA,NA,NA,839178,NA,"Metaphire glareosa",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"91","Metaphire nanaoensis","Metaphire nanaoensis",NA,NA,NA,NA,839179,NA,"Metaphire nanaoensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"92","Metaphire taiwanensis","Metaphire taiwanensis",NA,NA,NA,NA,839180,NA,"Metaphire taiwanensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"93","Metaphire trutina","Metaphire trutina",NA,NA,NA,NA,839165,NA,"Metaphire trutina",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"94","Metaphire feijani","Metaphire feijani",NA,NA,NA,NA,418231,NA,"Metaphire feijani",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"95","Alboglossiphonia quadrata","Alboglossiphonia quadrata",NA,NA,NA,NA,779132,NA,"Alboglossiphonia quadrata",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"96","Batracobdelloides tricarinata","Batracobdelloides tricarinata",NA,NA,NA,NA,205090,NA,"Batracobdelloides tricarinata",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"97","Eisenia fetida","Eisenia fetida",NA,NA,NA,NA,316451,NA,"Eisenia fetida",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"98","Helobdella elongata","Helobdella elongata",NA,NA,NA,NA,51294,NA,"Helobdella elongata",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"99","Erpobdella microstoma","Erpobdella microstoma",NA,NA,NA,NA,7486056,NA,"Erpobdella microstoma",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Erpobdellidae",NA,NA,NA
"100","Euclymene zonalis","Clymenella zonalis",NA,NA,NA,NA,4977389,NA,"Clymenella zonalis",NA,NA,"Annelida","Polychaeta",NA,NA,TRUE,"",NA,NA,NA,"Maldanidae",NA,NA,NA
"101","Pholoe minuta","Pholoe minuta",NA,NA,NA,NA,398716,NA,"Pholoe minuta",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Pholoidae",NA,NA,NA
"102","Thysanocardia nigra","Thysanocardia nigra",NA,NA,NA,NA,917792,NA,"Thysanocardia nigra",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Golfingiidae",NA,NA,NA
"103","Nephasoma","Nephasoma",NA,NA,NA,NA,499357,NA,"Nephasoma",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Golfingiidae",NA,NA,NA
"104","Aricidea ramosa","Aricidea ramosa",NA,NA,NA,NA,4978138,NA,"Aricidea ramosa",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Paraonidae",NA,NA,NA
"105","Megalomma splendida","Megalomma splendida",NA,NA,NA,NA,781947,NA,"Megalomma splendida",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Sabellidae",NA,NA,NA
"106","Nephasoma diaphanes","Nephasoma diaphanes",NA,NA,NA,NA,564236,NA,"Nephasoma diaphanes",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Golfingiidae",NA,NA,NA
"107","Aricidea catherinae","Aricidea catherinae",NA,NA,NA,NA,4978130,NA,"Aricidea catherinae",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Paraonidae",NA,NA,NA
"108","Scolaricia","Scolaricia",NA,NA,NA,NA,4977298,NA,"Scolaricia",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Orbiniidae",NA,NA,NA
"109","Aricidea laubieri","Aricidea laubieri",NA,NA,NA,NA,4978129,NA,"Aricidea laubieri",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Paraonidae",NA,NA,NA
"110","Aricidea wassi","Aricidea wassi",NA,NA,NA,NA,186258,NA,"Aricidea wassi",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Paraonidae",NA,NA,NA
"111","Typosyllis","Typosyllis",NA,NA,NA,NA,839640,NA,"Typosyllis",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Syllidae",NA,NA,NA
"112","Exogone molesta","Exogone molesta",NA,NA,NA,NA,442052,NA,"Exogone molesta",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Syllidae",NA,NA,NA
"113","Scolelepis squamata","Scolelepis squamata",NA,NA,NA,NA,58637,NA,"Scolelepis squamata",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Spionidae",NA,NA,NA
"114","Hermadion truncata","Hermadion truncata",NA,NA,NA,NA,4984870,NA,"Hermadion truncata",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Polynoidae",NA,NA,NA
"115","Amphitrite cirrata","Amphitrite cirrata",NA,NA,NA,NA,214044,NA,"Amphitrite cirrata",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA
"116","Autolytus","Autolytus",NA,NA,NA,NA,27242,NA,"Autolytus",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Syllidae",NA,NA,NA
"117","Eukerria","Eukerria",NA,NA,NA,NA,1013000,NA,"Eukerria",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Ocnerodrilidae",NA,NA,NA
"118","Pholoe baltica","Pholoe baltica",NA,NA,NA,NA,538435,NA,"Pholoe baltica",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Pholoidae",NA,NA,NA
"119","Aricidea minuta","Aricidea minuta",NA,NA,NA,NA,4978122,NA,"Aricidea minuta",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Paraonidae",NA,NA,NA
"120","Pholoidae","Pholoidae",NA,NA,NA,NA,398718,NA,"Pholoidae",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Pholoidae",NA,NA,NA
"121","Phascolosoma agassizii","Phascolosoma agassizii",NA,NA,NA,NA,167071,NA,"Phascolosoma agassizii",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Phascolosomatidae",NA,NA,NA
"122","Pista flexuosa","Pista flexuosa",NA,NA,NA,NA,1040988,NA,"Pista flexuosa",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Terebellidae",NA,NA,NA
"123","Diplocirrus longisetosus","Diplocirrus longisetosus",NA,NA,NA,NA,1040976,NA,"Diplocirrus longisetosus",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Flabelligeridae",NA,NA,NA
"124","Uncinais uncinata","Uncinais uncinata",NA,NA,NA,NA,563209,NA,"Uncinais uncinata",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Naididae",NA,NA,NA
"125","Marphysa disjuncta","Marphysa disjuncta",NA,NA,NA,NA,1020325,NA,"Marphysa disjuncta",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Eunicidae",NA,NA,NA
"126","Melinna","Melinna",NA,NA,NA,NA,585618,NA,"Melinna",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Ampharetidae",NA,NA,NA
"127","Aricidea simplex","Aricidea simplex",NA,NA,NA,NA,4978069,NA,"Aricidea simplex",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Paraonidae",NA,NA,NA
"128","Pogonophora","Siboglinidae",NA,NA,NA,NA,1057367,NA,"Siboglinidae",NA,NA,"Annelida","Polychaeta",NA,NA,TRUE,"sibling_higher",NA,NA,NA,"Siboglinidae",NA,NA,NA
"129","Themiste","Themiste",NA,NA,NA,NA,377816,NA,"Themiste",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Themistidae",NA,NA,NA
"130","Phascolosomatidae","Phascolosomatidae",NA,NA,NA,NA,247687,NA,"Phascolosomatidae",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Phascolosomatidae",NA,NA,NA
"131","Sipunculus nudus","Sipunculus nudus",NA,NA,NA,NA,802115,NA,"Sipunculus nudus",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Sipunculidae",NA,NA,NA
"132","Philobdella floridana","Philobdella floridana",NA,NA,NA,NA,616322,NA,"Philobdella floridana",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Hirudinidae",NA,NA,NA
"133","Aspidosiphon albus","Aspidosiphon albus",NA,NA,NA,NA,637732,NA,"Aspidosiphon albus",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Aspidosiphonidae",NA,NA,NA
"134","Golfingia margaritacea","Golfingia margaritacea",NA,NA,NA,NA,637736,NA,"Golfingia margaritacea",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Golfingiidae",NA,NA,NA
"135","Siphonosoma cumanense","Siphonosoma cumanense",NA,NA,NA,NA,802121,NA,"Siphonosoma cumanense",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Sipunculidae",NA,NA,NA
"136","Metaphire tschiliensis","Metaphire tschiliensis",NA,NA,NA,NA,619490,NA,"Metaphire tschiliensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"137","Helobdella robusta","Helobdella robusta",NA,NA,NA,NA,870792,NA,"Helobdella robusta",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"138","Aporrectodea trapezoides","Aporrectodea trapezoides",NA,NA,NA,NA,1042242,NA,"Aporrectodea trapezoides",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"139","Erpobdella punctata","Erpobdella punctata",NA,NA,NA,NA,610870,NA,"Erpobdella punctata",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Erpobdellidae",NA,NA,NA
"140","Pectinaria hyperborea","Pectinaria hyperborea",NA,NA,NA,NA,898499,NA,"Pectinaria hyperborea",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Pectinariidae",NA,NA,NA
"141","Amynthas diffringens","Amynthas diffringens",NA,NA,NA,NA,615951,NA,"Amynthas diffringens",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"142","Ilyodrilus templetoni","Ilyodrilus templetoni",NA,NA,NA,NA,980699,NA,"Ilyodrilus templetoni",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Naididae",NA,NA,NA
"143","Tubifex ignotus","Tubifex ignotus",NA,NA,NA,NA,531291,NA,"Tubifex ignotus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Naididae",NA,NA,NA
"144","Diplocardia eiseni","Diplocardia eiseni",NA,NA,NA,NA,615948,NA,"Diplocardia eiseni",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"145","Diplocardia sylvicola","Diplocardia sylvicola",NA,NA,NA,NA,1052779,NA,"Diplocardia sylvicola",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"146","Diplocardia","Diplocardia",NA,NA,NA,NA,640502,NA,"Diplocardia",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"147","Diplocardia caroliniana","Diplocardia caroliniana",NA,NA,NA,NA,77648,NA,"Diplocardia caroliniana",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"148","Moorebdellina biannulata","Moorebdellina biannulata",NA,NA,NA,NA,373544,NA,"Moorebdellina biannulata",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Piscicolidae",NA,NA,NA
"149","Hirudo medicinalis","Hirudo medicinalis",NA,NA,NA,NA,954042,NA,"Hirudo medicinalis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Hirudinidae",NA,NA,NA
"150","Piscicolaria reducta","Piscicolaria reducta",NA,NA,NA,NA,885441,NA,"Piscicolaria reducta",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Piscicolidae",NA,NA,NA
"151","Potamothrix moldaviensis","Potamothrix moldaviensis",NA,NA,NA,NA,2846188,NA,"Potamothrix moldaviensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Naididae",NA,NA,NA
"152","Placobdella montifera","Placobdella montifera",NA,NA,NA,NA,778689,NA,"Placobdella montifera",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"153","Erpobdella","Erpobdella",NA,NA,NA,NA,737591,NA,"Erpobdella",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Erpobdellidae",NA,NA,NA
"154","Alboglossiphonia heteroclita","Alboglossiphonia heteroclita",NA,NA,NA,NA,203233,NA,"Alboglossiphonia heteroclita",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"155","Helobdella papillata","Helobdella papillata",NA,NA,NA,NA,51289,NA,"Helobdella papillata",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"156","Ophidonais serpentina","Ophidonais serpentina",NA,NA,NA,NA,549847,NA,"Ophidonais serpentina",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Naididae",NA,NA,NA
"157","Spirosperma ferox","Spirosperma ferox",NA,NA,NA,NA,508576,NA,"Spirosperma ferox",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Naididae",NA,NA,NA
"158","Placobdella","Placobdella",NA,NA,NA,NA,870770,NA,"Placobdella",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"159","Bryodrilus diverticulatus","Bryodrilus diverticulatus",NA,NA,NA,NA,430224,NA,"Bryodrilus diverticulatus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"160","Bryodrilus parvus","Bryodrilus parvus",NA,NA,NA,NA,430226,NA,"Bryodrilus parvus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"161","Bryodrilus librus","Bryodrilus librus",NA,NA,NA,NA,2846791,NA,"Bryodrilus librus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"162","Haemadipsa interrupta","Haemadipsa interrupta",NA,NA,NA,NA,62619,NA,"Haemadipsa interrupta",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Haemadipsidae",NA,NA,NA
"163","Haemopis terrestris","Haemopis terrestris",NA,NA,NA,NA,309974,NA,"Haemopis terrestris",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Haemopidae",NA,NA,NA
"164","Chtonobdella skottsbergi","Chtonobdella skottsbergi",NA,NA,NA,NA,62614,NA,"Chtonobdella skottsbergi",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Haemadipsidae",NA,NA,NA
"165","Apionsoma misakianum","Apionsoma misakianum",NA,NA,NA,NA,43138,NA,"Apionsoma misakianum",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Phascolosomatidae",NA,NA,NA
"166","Parandalia","Parandalia",NA,NA,NA,NA,499834,NA,"Parandalia",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Pilargidae",NA,NA,NA
"167","Simplisetia erythraensis","Simplisetia erythraensis",NA,NA,NA,NA,4981618,NA,"Simplisetia erythraensis",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"hidden",NA,NA,NA,"Nereididae",NA,NA,NA
"168","Amynthas arenulus","Amynthas arenulus",NA,NA,NA,NA,7487463,NA,"Amynthas arenulus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"169","Amynthas mekongianus","Amynthas mekongianus",NA,NA,NA,NA,7487476,NA,"Amynthas mekongianus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"170","Amynthas corticis","Amynthas corticis",NA,NA,NA,NA,786614,NA,"Amynthas corticis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"171","Amynthas exiguus","Amynthas exiguus",NA,NA,NA,NA,2845410,NA,"Amynthas exiguus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"172","Amynthas borealis","Amynthas borealis",NA,NA,NA,NA,7487464,NA,"Amynthas borealis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"173","Amynthas papulosus","Amynthas papulosus",NA,NA,NA,NA,2845407,NA,"Amynthas papulosus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"174","Amynthas longicaeca","Amynthas longicaeca",NA,NA,NA,NA,7487472,NA,"Amynthas longicaeca",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"175","Amynthas morrisi","Amynthas morrisi",NA,NA,NA,NA,168832,NA,"Amynthas morrisi",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"176","Amynthas comptus","Amynthas comptus",NA,NA,NA,NA,7487465,NA,"Amynthas comptus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"177","Amynthas phatubensis","Amynthas phatubensis",NA,NA,NA,NA,7487478,NA,"Amynthas phatubensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"178","Amynthas longicauliculatus","Amynthas longicauliculatus",NA,NA,NA,NA,7487473,NA,"Amynthas longicauliculatus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"179","Amynthas andersoni","Amynthas andersoni",NA,NA,NA,NA,6326567,NA,"Amynthas andersoni",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"180","Amynthas srinan","Amynthas srinan",NA,NA,NA,NA,7487548,NA,"Amynthas srinan",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"181","Amynthas thakhantho","Amynthas thakhantho",NA,NA,NA,NA,7487549,NA,"Amynthas thakhantho",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"182","Amynthas","Amynthas",NA,NA,NA,NA,536507,NA,"Amynthas",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"183","Amynthas nangrongensis","Amynthas nangrongensis",NA,NA,NA,NA,7487477,NA,"Amynthas nangrongensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"184","Amynthas khaohayod","Amynthas khaohayod",NA,NA,NA,NA,7487469,NA,"Amynthas khaohayod",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"185","Metaphire peguana","Metaphire peguana",NA,NA,NA,NA,5224417,NA,"Metaphire peguana",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"186","Metaphire bahli","Metaphire bahli",NA,NA,NA,NA,5224418,NA,"Metaphire bahli",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"187","Metaphire grandipenes","Metaphire grandipenes",NA,NA,NA,NA,7487873,NA,"Metaphire grandipenes",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"188","Metaphire posthuma","Metaphire posthuma",NA,NA,NA,NA,839174,NA,"Metaphire posthuma",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"189","Metaphire anomala","Metaphire anomala",NA,NA,NA,NA,6326807,NA,"Metaphire anomala",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"190","Metaphire houlleti","Metaphire houlleti",NA,NA,NA,NA,2845428,NA,"Metaphire houlleti",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"191","Metaphire birmanica","Metaphire birmanica",NA,NA,NA,NA,7487870,NA,"Metaphire birmanica",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"192","Metaphire khaoluangensis","Metaphire khaoluangensis",NA,NA,NA,NA,6326828,NA,"Metaphire khaoluangensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"193","Metaphire trangensis","Metaphire trangensis",NA,NA,NA,NA,6326858,NA,"Metaphire trangensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"194","Metaphire saxicalcis","Metaphire saxicalcis",NA,NA,NA,NA,6326849,NA,"Metaphire saxicalcis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"195","Amynthas tontong","Amynthas tontong",NA,NA,NA,NA,7487550,NA,"Amynthas tontong",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"196","Eophila","Eophila",NA,NA,NA,NA,192661,NA,"Eophila",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"197","Eophila tellinii","Eophila tellinii",NA,NA,NA,NA,2845354,NA,"Eophila tellinii",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"198","Perelia gestroi","Perelia gestroi",NA,NA,NA,NA,5723661,NA,"Perelia gestroi",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"incertae_sedis_inherited",NA,NA,NA,"Lumbricidae",NA,NA,NA
"199","Aporrectodea terrestris","Aporrectodea terrestris",NA,NA,NA,NA,7487334,NA,"Aporrectodea terrestris",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"200","Lumbricus festivus","Lumbricus festivus",NA,NA,NA,NA,128739,NA,"Lumbricus festivus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"201","Allolobophoridella eiseni","Allolobophoridella eiseni",NA,NA,NA,NA,4165424,NA,"Allolobophoridella eiseni",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"202","Dendrobaena attemsi","Dendrobaena attemsi",NA,NA,NA,NA,1091901,NA,"Dendrobaena attemsi",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"203","Aporrectodea longa","Aporrectodea longa",NA,NA,NA,NA,128733,NA,"Aporrectodea longa",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"204","Dendrobaena","Dendrobaena",NA,NA,NA,NA,615729,NA,"Dendrobaena",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"205","Eiseniella","Eiseniella",NA,NA,NA,NA,2845390,NA,"Eiseniella",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
