"","query","usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","note","acceptedusagekey"
"22492","Odostomia sasnjuanensis",5192004,"Odostomia sanjuanensis Bartsch, 1920","species","ACCEPTED","FUZZY","Odostomia sanjuanensis",14,"Animalia","Mollusca",NA,"Pyramidellidae","Odostomia","Odostomia sanjuanensis",1,52,225,NA,6783,5191789,5192004,FALSE,"Gastropoda","Similarity: name=5; authorship=0; classification=-2; rank=5; status=1; singleMatch=5",NA
"22541","Oenopota miona",2303778,"Oenopota fiora (Dall, 1919)","species","SYNONYM","FUZZY","Oenopota fiora",13,"Animalia","Mollusca","Neogastropoda","Mangeliidae","Curtitoma","Curtitoma fiora",1,52,225,982,5857036,2303352,2303354,TRUE,"Gastropoda","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0; singleMatch=5",2303354
"22555","Oenopota raricostulata",6507780,"Oenopota laticostulata Golikov & Scarlato, 1985","species","ACCEPTED","FUZZY","Oenopota laticostulata",14,"Animalia","Mollusca","Neogastropoda","Mangeliidae","Oenopota","Oenopota laticostulata",1,52,225,982,5857036,2303723,6507780,FALSE,"Gastropoda","Similarity: name=5; authorship=0; classification=-2; rank=5; status=1; singleMatch=5",NA
"22588","Olivella lapillus",8582648,"Olivella tapira (Olsson, 1932)","species","ACCEPTED","FUZZY","Olivella tapira",9,"Animalia","Mollusca","Neogastropoda","Olividae","Olivella","Olivella tapira",1,52,225,982,2687,2302757,8582648,FALSE,"Gastropoda","Similarity: name=5; authorship=0; classification=-2; rank=5; status=1; nextMatch=0",NA
"22589","Olivella lapillus",4368097,"Olivella paxillus (Reeve, 1850)","species","SYNONYM","FUZZY","Olivella paxillus",8,"Animalia","Mollusca","Neogastropoda","Olividae","Omogymna","Omogymna paxillus",1,52,225,982,2687,4604952,7856256,TRUE,"Gastropoda","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0",7856256
"22864","Pacificincola insculpta",1007516,"Pacifincola insculpta (Hincks, 1883)","species","SYNONYM","FUZZY","Pacifincola insculpta",73,"Animalia","Bryozoa","Cheilostomatida","Pacificincolidae","Primavelans","Primavelans insculpta",1,53,252,467,5831,1009371,1009372,TRUE,"Gymnolaemata","Similarity: name=65; authorship=0; classification=-2; rank=5; status=0; singleMatch=5",1009372
"22877","Pagurus cavimanus",4648251,"Pagurus crassimanus H.Milne Edwards, 1836","species","SYNONYM","FUZZY","Pagurus crassimanus",8,"Animalia","Arthropoda","Decapoda","Calcinidae","Dardanus","Dardanus crassimanus",1,54,229,637,11165233,10424094,4311957,TRUE,"Malacostraca","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0",4311957
"22878","Pagurus cavimanus",6457845,"Pagurus curvimanus Clément, 1874","species","SYNONYM","FUZZY","Pagurus curvimanus",8,"Animalia","Arthropoda","Decapoda","Diogenidae","Diogenes","Diogenes pugilator",1,54,229,637,3862,3254413,5716791,TRUE,"Malacostraca","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0",5716791
"22881","Pagurus gilli",2224216,"Pagurus dalli (Benedict, 1892)","species","ACCEPTED","FUZZY","Pagurus dalli",9,"Animalia","Arthropoda","Decapoda","Paguridae","Pagurus","Pagurus dalli",1,54,229,637,4531,2224189,2224216,FALSE,"Malacostraca","Similarity: name=5; authorship=0; classification=-2; rank=5; status=1",NA
"22882","Pagurus gilli",9819992,"Pagurus liui Han, An & Sha, 2016","species","ACCEPTED","FUZZY","Pagurus liui",9,"Animalia","Arthropoda","Decapoda","Paguridae","Pagurus","Pagurus liui",1,54,229,637,4531,2224189,9819992,FALSE,"Malacostraca","Similarity: name=5; authorship=0; classification=-2; rank=5; status=1",NA
"22963","Pantachogon hackelii",2269528,"Pantachogon haeckeli Maas, 1893","species","ACCEPTED","FUZZY","Pantachogon haeckeli",14,"Animalia","Cnidaria","Trachymedusae","Rhopalonematidae","Pantachogon","Pantachogon haeckeli",1,43,205,709,3375,2269527,2269528,FALSE,"Hydrozoa","Similarity: name=5; authorship=0; classification=-2; rank=5; status=1; singleMatch=5",NA
"22972","Par dexiospira vitrea",2327699,"Paradexiospira vitrea (Fabricius, 1780)","species","ACCEPTED","FUZZY","Paradexiospira vitrea",49,"Animalia","Annelida","Sabellida","Serpulidae","Paradexiospira","Paradexiospira vitrea",1,42,256,1080,7086,2327696,2327699,FALSE,"Polychaeta","Similarity: name=75; authorship=0; classification=-2; rank=-25; status=1; nextMatch=0",NA
"22973","Par dexiospira vitrea",8363986,"Paradexiospira vitrea (Fabricius, 1780)","species","SYNONYM","FUZZY","Paradexiospira vitrea",48,"Animalia","Annelida","Sabellida","Serpulidae","Paradexiospira","Paradexiospira vitrea",1,42,256,1080,7086,2327696,2327699,TRUE,"Polychaeta","Similarity: name=75; authorship=0; classification=-2; rank=-25; status=0",2327699
"22983","Paracephalothrix spiralis",2507985,"Procephalothrix spiralis (Coe, 1930)","species","SYNONYM","FUZZY","Procephalothrix spiralis",0,"Animalia","Nemertea","Archinemertea","Cephalotrichidae","Cephalothrix","Cephalothrix spiralis",1,63,7194193,11217809,7424221,2506522,2507986,TRUE,"Palaeonemertea","Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0; singleMatch=5",2507986
"23045","Parapagurus armatus",2224112,"Parapagurus arcuatus (A.Milne-Edwards & Bouvier, 1893)","species","SYNONYM","FUZZY","Parapagurus arcuatus",13,"Animalia","Arthropoda","Decapoda","Parapaguridae","Oncopagurus","Oncopagurus gracilis",1,54,229,637,8660,2224101,2224111,TRUE,"Malacostraca","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0; singleMatch=5",2224111
"23054","Paraphoxus major",8414829,"Parophonus major (Bates, 1891)","species","SYNONYM","FUZZY","Parophonus major",73,"Animalia","Arthropoda","Coleoptera","Carabidae","Kareya","Kareya major",1,54,216,1470,3792,4726256,9244389,TRUE,"Insecta","Similarity: name=65; authorship=0; classification=-2; rank=5; status=0; singleMatch=5",9244389
"23117","Patella cerea",10645669,"Patella aenea Reeve, 1854","species","SYNONYM","FUZZY","Patella aenea",8,"Animalia","Mollusca",NA,"Nacellidae","Nacella","Nacella deaurata",1,52,225,NA,2863,2293712,5857969,TRUE,"Gastropoda","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0",5857969
"23118","Patella cerea",6521315,"Patella coffea Reeve, 1855","species","SYNONYM","FUZZY","Patella coffea",8,"Animalia","Mollusca",NA,"Lottiidae","Scurria","Scurria variabilis",1,52,225,NA,6553,2297838,5857941,TRUE,"Gastropoda","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0",5857941
"23119","Patella cerea",7947006,"Patella cornea Helbling, 1779","species","SYNONYM","FUZZY","Patella cornea",8,"Animalia","Mollusca",NA,"Patellidae","Patella","Patella pellucida",1,52,225,NA,2862,2291213,5728509,TRUE,"Gastropoda","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0",5728509
"23160","Pectinaria brevi coma",5198806,"Pectinaria brevicoma Johnson, 1901","species","SYNONYM","FUZZY","Pectinaria brevicoma",68,"Animalia","Annelida",NA,"Pectinariidae","Cistenides","Cistenides brevicoma",1,42,256,NA,7096,2324244,2324252,TRUE,"Polychaeta","Similarity: name=90; authorship=0; classification=-2; rank=-25; status=0; singleMatch=5",2324252
"23501","Placiphorella ushakovi",4584711,"Placiphorella uschakovi Yakovleva, 1952","species","SYNONYM","FUZZY","Placiphorella uschakovi",13,"Animalia","Mollusca","Chitonida","Mopaliidae","Placiphorella","Placiphorella atlantica",1,52,346,8278247,7552,2306020,2306026,TRUE,"Polyplacophora","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0; singleMatch=5",2306026
"23502","Placunamonia cepio",6530709,"Placunanomia cepio (Gray, 1850)","species","SYNONYM","FUZZY","Placunanomia cepio",73,"Animalia","Mollusca","Pectinida","Anomiidae","Pododesmus","Pododesmus macrochisma",1,52,137,9250425,6872,2286127,2286130,TRUE,"Bivalvia","Similarity: name=65; authorship=0; classification=-2; rank=5; status=0; singleMatch=5",2286130
"23520","Planaria rufa",8297973,"Planaria pulla Darwin, 1844","species","SYNONYM","FUZZY","Planaria pulla",8,"Animalia","Platyhelminthes","Tricladida","Geoplanidae","Pseudogeoplana","Pseudogeoplana pulla",1,108,NA,427,6364,4859717,6477371,TRUE,NA,"Similarity: name=5; authorship=0; classification=-2; rank=5; status=0",6477371
"23521","Planaria rufa",8291121,"Planaria rava Weiss, 1909","species","SYNONYM","FUZZY","Planaria rava",8,"Animalia","Platyhelminthes","Tricladida","Dugesiidae","Dugesia","Dugesia rava",1,108,NA,427,6365,11303996,6475451,TRUE,NA,"Similarity: name=5; authorship=0; classification=-2; rank=5; status=0",6475451
"23688","Polinices caurina",4612804,"Polinices citrinus (Philippi, 1851)","species","ACCEPTED","FUZZY","Polinices citrinus",14,"Animalia","Mollusca","Littorinimorpha","Naticidae","Polinices","Polinices citrinus",1,52,225,7390893,7072,2300366,4612804,FALSE,"Gastropoda","Similarity: name=5; authorship=0; classification=-2; rank=5; status=1; singleMatch=5",NA
"23718","Polycera pallida",1367068,"Polynema pallidum Soyka, 1956","species","ACCEPTED","FUZZY","Polynema pallidum",69,"Animalia","Arthropoda","Hymenoptera","Mymaridae","Polynema","Polynema pallidum",1,54,216,1457,9444,1366943,1367068,FALSE,"Insecta","Similarity: name=65; authorship=0; classification=-2; rank=5; status=1; nextMatch=0",NA
"23719","Polycera pallida",5044117,"Polynema pallida Soyka, 1956","species","SYNONYM","FUZZY","Polynema pallida",68,"Animalia","Arthropoda","Hymenoptera","Mymaridae","Polynema","Polynema pallidum",1,54,216,1457,9444,1366943,1367068,TRUE,"Insecta","Similarity: name=65; authorship=0; classification=-2; rank=5; status=0",1367068
"23876","Porella argentea",4334108,"Pontella argentea Dana, 1849","species","ACCEPTED","FUZZY","Pontella argentea",0,"Animalia","Arthropoda","Calanoida","Pontellidae","Pontella","Pontella argentea",1,54,9421786,679,9049,2114203,4334108,FALSE,"Hexanauplia","Similarity: name=-10; authorship=0; classification=-2; rank=5; status=1; nextMatch=0",NA
"23877","Porella argentea",10463613,"Patella argentea Quoy & Gaimard, 1834","species","SYNONYM","FUZZY","Patella argentea",-7,"Animalia","Mollusca",NA,"Nacellidae","Cellana","Cellana radians",1,52,225,NA,2863,2293714,4369977,TRUE,"Gastropoda","Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0",4369977
"24134","Pupura analoga",5726288,"Purpura analoga Forbes, 1852","species","SYNONYM","FUZZY","Purpura analoga",0,"Animalia","Mollusca","Neogastropoda","Muricidae","Nucella","Nucella analoga",1,52,225,982,2304120,2304475,10211107,TRUE,"Gastropoda","Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0; singleMatch=5",10211107
"24135","Pupura attenuata",8844861,"Pupa attenuata Fagot, 1887","species","SYNONYM","FUZZY","Pupa attenuata",73,"Animalia","Mollusca","Stylommatophora","Chondrinidae","Abida","Abida attenuata",1,52,225,1456,3244092,4406374,4567109,TRUE,"Gastropoda","Similarity: name=65; authorship=0; classification=-2; rank=5; status=0; nextMatch=5",4567109
"24136","Pupura attenuata",5726284,"Purpura attenuata Reeve, 1846","species","SYNONYM","FUZZY","Purpura attenuata",-7,"Animalia","Mollusca","Neogastropoda","Muricidae","Nucella","Nucella lima",1,52,225,982,2304120,2304475,5193453,TRUE,"Gastropoda","Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0",5193453
"24137","Pupura decemcostata",5726289,"Purpura decemcostata Middendorff, 1849","species","SYNONYM","FUZZY","Purpura decemcostata",0,"Animalia","Mollusca","Neogastropoda","Muricidae","Nucella","Nucella canaliculata",1,52,225,982,2304120,2304475,5193452,TRUE,"Gastropoda","Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0; singleMatch=5",5193452
"24138","Pupura saxicola",9334713,"Pupa saxicola Moquin-Tandon, 1843","species","SYNONYM","FUZZY","Pupa saxicola",68,"Animalia","Mollusca","Stylommatophora","Chondrinidae","Abida","Abida secale",1,52,225,1456,3244092,4406374,4567017,TRUE,"Gastropoda","Similarity: name=65; authorship=0; classification=-2; rank=5; status=0",4567018
"24139","Pupura saxicola",8979165,"Pupa saxicola R.T.Lowe, 1852","species","SYNONYM","FUZZY","Pupa saxicola",68,"Animalia","Mollusca","Stylommatophora","Vertiginidae","Vertigo","Vertigo seminulum",1,52,225,1456,3244262,2293972,11006573,TRUE,"Gastropoda","Similarity: name=65; authorship=0; classification=-2; rank=5; status=0",11006573
"24140","Pupura saxicola",5726292,"Purpura saxicola Valenciennes, 1846","species","SYNONYM","FUZZY","Purpura saxicola",-7,"Animalia","Mollusca","Neogastropoda","Muricidae","Nucella","Nucella freycinetii",1,52,225,982,2304120,2304475,5726291,TRUE,"Gastropoda","Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0",5726291
"24141","Pupura septentrionalis",5726309,"Purpura septentrionalis Reeve, 1846","species","SYNONYM","FUZZY","Purpura septentrionalis",0,"Animalia","Mollusca","Neogastropoda","Muricidae","Nucella","Nucella lamellosa",1,52,225,982,2304120,2304475,5193451,TRUE,"Gastropoda","Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0; singleMatch=5",5193451
"24189","Ramphostomella costata",1008771,"Rhamphostomella costata Lorenz, 1886","species","ACCEPTED","FUZZY","Rhamphostomella costata",0,"Animalia","Bryozoa","Cheilostomatida","Umbonulidae","Rhamphostomella","Rhamphostomella costata",1,53,252,467,6892,1008763,1008771,FALSE,"Gymnolaemata","Similarity: name=-10; authorship=0; classification=-2; rank=5; status=1; singleMatch=5",NA
"24208","Raymondcia macginitiei",1006928,"Raymondcia mcginitiei Soule, Soule & Chaney, 1995","species","ACCEPTED","FUZZY","Raymondcia mcginitiei",14,"Animalia","Bryozoa","Cheilostomatida","Smittinidae","Raymondcia","Raymondcia mcginitiei",1,53,252,467,2764,1006926,1006928,FALSE,"Gymnolaemata","Similarity: name=5; authorship=0; classification=-2; rank=5; status=1; singleMatch=5",NA
"24780","Siphonostomum asperum",5199067,"Siphonostoma asperum Stimpson, 1853","species","SYNONYM","FUZZY","Siphonostoma asperum",73,"Animalia","Annelida",NA,"Flabelligeridae","Pherusa","Pherusa aspera",1,42,256,NA,7095,2325388,5199066,TRUE,"Polychaeta","Similarity: name=65; authorship=0; classification=-2; rank=5; status=0; singleMatch=5",5199066
"24878","Spenia ovoidea",2288938,"Sphenia ovoidea Carpenter, 1864","species","SYNONYM","FUZZY","Sphenia ovoidea",0,"Animalia","Mollusca","Myida","Myidae","Mya","Mya arenaria",1,52,137,9241244,6881,2288941,7791733,TRUE,"Bivalvia","Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0; singleMatch=5",7791733
"24969","Spirontocaris stylus",2226316,"Spirontocaris sica Rathbun, 1902","species","ACCEPTED","FUZZY","Spirontocaris sica",9,"Animalia","Arthropoda","Decapoda","Hippolytidae","Spirontocaris","Spirontocaris sica",1,54,229,637,3869,2226295,2226316,FALSE,"Malacostraca","Similarity: name=5; authorship=0; classification=-2; rank=5; status=1",NA
"24970","Spirontocaris stylus",2226301,"Spirontocaris spinus","species","ACCEPTED","FUZZY","Spirontocaris spinus",9,"Animalia","Arthropoda","Decapoda","Hippolytidae","Spirontocaris","Spirontocaris spinus",1,54,229,637,3869,2226295,2226301,FALSE,"Malacostraca","Similarity: name=5; authorship=0; classification=-2; rank=5; status=1",NA
"25010","Spongia cacellata",8116293,"Spongia cancellata Lamarck, 1814","species","SYNONYM","FUZZY","Spongia cancellata",8,"Animalia","Porifera","Axinellida","Raspailiidae","Echinodictyum","Echinodictyum pulchrum",1,105,199,7626496,8994,2240834,2243905,TRUE,"Demospongiae","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0",2243905
"25011","Spongia cacellata",8319721,"Spongia cancellata Linnaeus, 1767","species","SYNONYM","FUZZY","Spongia cancellata",8,"Animalia","Porifera","Verongiida","Aplysinidae","Aplysina","Aplysina fulva",1,105,199,8058188,4915,2238555,2239310,TRUE,"Demospongiae","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0",2239310
"25050","Squilla lobata",5799675,"Squilla lata Brooks, 1886","species","SYNONYM","FUZZY","Squilla lata",8,"Animalia","Arthropoda","Stomatopoda","Squillidea","Lenisquilla","Lenisquilla lata",1,54,229,1373,7194417,4649737,4649738,TRUE,"Malacostraca","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0",4649738
"25051","Squilla lobata",6465572,"Squilla lirata Kemp & Chopra, 1921","species","SYNONYM","FUZZY","Squilla lirata",8,"Animalia","Arthropoda","Stomatopoda","Squillidea","Carinosquilla","Carinosquilla lirata",1,54,229,1373,7194417,4316674,6465571,TRUE,"Malacostraca","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0",6465571
"25534","Terebratella coreanica",2252851,"Terebratalia coreanica (Adams & Reeve, 1850)","species","ACCEPTED","FUZZY","Terebratalia coreanica",69,"Animalia","Brachiopoda","Terebratulida","Terebrataliidae","Terebratalia","Terebratalia coreanica",1,110,210,509,3055,2252848,2252851,FALSE,"Rhynchonellata","Similarity: name=65; authorship=0; classification=-2; rank=5; status=1; nextMatch=0",NA
"25535","Terebratella coreanica",7866837,"Terebratula coreanica Adams & Reeve, 1850","species","SYNONYM","FUZZY","Terebratula coreanica",68,"Animalia","Brachiopoda","Terebratulida","Terebrataliidae","Terebratalia","Terebratalia coreanica",1,110,210,509,3055,2252848,2252851,TRUE,"Rhynchonellata","Similarity: name=65; authorship=0; classification=-2; rank=5; status=0",2252851
"25540","Terebratella transversa",2252850,"Terebratalia transversa (Sowerby, 1846)","species","ACCEPTED","FUZZY","Terebratalia transversa",69,"Animalia","Brachiopoda","Terebratulida","Terebrataliidae","Terebratalia","Terebratalia transversa",1,110,210,509,3055,2252848,2252850,FALSE,"Rhynchonellata","Similarity: name=65; authorship=0; classification=-2; rank=5; status=1; nextMatch=0",NA
"25541","Terebratella transversa",8143920,"Terebratula transversa Sowerby, 1846","species","SYNONYM","FUZZY","Terebratula transversa",68,"Animalia","Brachiopoda","Terebratulida","Terebrataliidae","Terebratalia","Terebratalia transversa",1,110,210,509,3055,2252848,2252850,TRUE,"Rhynchonellata","Similarity: name=65; authorship=0; classification=-2; rank=5; status=0",2252850
"25543","Terebratella transversa var. caurina",4282108,"Terebratalia transversa caurina","subspecies","ACCEPTED","FUZZY","Terebratalia transversa caurina",66,"Animalia","Brachiopoda","Terebratulida","Terebrataliidae","Terebratalia","Terebratalia transversa",1,110,210,509,3055,2252848,2252850,FALSE,"Rhynchonellata","Similarity: name=71; authorship=0; classification=-2; rank=-9; status=1; singleMatch=5",NA
"25556","Terebratula kochii",8487097,"Terebratula buchii Klipstein, 1843","species","SYNONYM","FUZZY","Terebratula buchii",13,"Animalia","Brachiopoda",NA,"Diplospirellidae","Diplospirella","Terebratula wissmani",1,110,210,NA,4865130,4865134,9568220,TRUE,"Rhynchonellata","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0; singleMatch=5",9568220
"25559","Terebratula transversa caurina",4282108,"Terebratalia transversa caurina","subspecies","ACCEPTED","FUZZY","Terebratalia transversa caurina",80,"Animalia","Brachiopoda","Terebratulida","Terebrataliidae","Terebratalia","Terebratalia transversa",1,110,210,509,3055,2252848,2252850,FALSE,"Rhynchonellata",NA,NA
"25568","Terebratulina transversa",2252850,"Terebratalia transversa (Sowerby, 1846)","species","ACCEPTED","FUZZY","Terebratalia transversa",69,"Animalia","Brachiopoda","Terebratulida","Terebrataliidae","Terebratalia","Terebratalia transversa",1,110,210,509,3055,2252848,2252850,FALSE,"Rhynchonellata","Similarity: name=65; authorship=0; classification=-2; rank=5; status=1; nextMatch=0",NA
"25569","Terebratulina transversa",8143920,"Terebratula transversa Sowerby, 1846","species","SYNONYM","FUZZY","Terebratula transversa",68,"Animalia","Brachiopoda","Terebratulida","Terebrataliidae","Terebratalia","Terebratalia transversa",1,110,210,509,3055,2252848,2252850,TRUE,"Rhynchonellata","Similarity: name=65; authorship=0; classification=-2; rank=5; status=0",2252850
"25605","Tetrastemma versicolor",9052590,"Tetrastemma varicolor Ørsted, 1843","species","ACCEPTED","FUZZY","Tetrastemma varicolor",14,"Animalia","Nemertea","Monostilifera","Tetrastemmatidae","Tetrastemma","Tetrastemma varicolor",1,63,10482560,5967468,1992,2506446,9052590,FALSE,"Hoplonemertea","Similarity: name=5; authorship=0; classification=-2; rank=5; status=1; singleMatch=5",NA
"25627","Thasira bisecta nipponica",8485196,"Thyasira bisecta nipponica Yabe & Nomura, 1925","subspecies","SYNONYM","FUZZY","Thyasira bisecta nipponica",0,"Animalia","Mollusca","Lucinida","Thyasiridae","Conchocele","Conchocele bisecta",1,52,137,9306876,6843,7953906,2287499,TRUE,"Bivalvia","Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0; singleMatch=5",2287499
"25770","Tretocycloecia pelliculata",8943472,"Tretocycloecia reticulata Canu & Bassler, 1920","species","SYNONYM","FUZZY","Tretocycloecia reticulata",13,"Animalia","Bryozoa","Cyclostomatida","Cerioporidae","Tetrocycloecia","Tetrocycloecia reticulata",1,53,226,1497,1003805,1004174,10812074,TRUE,"Stenolaemata","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0; nextMatch=5",10812074
"25771","Tretocycloecia pelliculata",1004179,"Tetrocycloecia pelliculata (Waters, 1879)","species","ACCEPTED","FUZZY","Tetrocycloecia pelliculata",-6,"Animalia","Bryozoa","Cyclostomatida","Cerioporidae","Tetrocycloecia","Tetrocycloecia pelliculata",1,53,226,1497,1003805,1004174,1004179,FALSE,"Stenolaemata","Similarity: name=-10; authorship=0; classification=-2; rank=5; status=1",NA
"26017","Turbo rutilus",8890078,"Turbo pusillus Brocchi, 1814","species","ACCEPTED","FUZZY","Turbo pusillus",14,"Animalia","Mollusca","Trochida","Turbinidae","Turbo","Turbo pusillus",1,52,225,9715180,6802,2293195,8890078,FALSE,"Gastropoda","Similarity: name=5; authorship=0; classification=-2; rank=5; status=1; singleMatch=5",NA
"26199","Venericardia crassidens",8607833,"Venericardia clavidens (Grzybowski, 1899)","species","ACCEPTED","FUZZY","Venericardia clavidens",14,"Animalia","Mollusca","Carditida","Carditidae","Venericor","Venericardia clavidens",1,52,137,9280416,3459,4590963,8607833,FALSE,"Bivalvia","Similarity: name=5; authorship=0; classification=-2; rank=5; status=1; singleMatch=5",NA
"26301","Weelia cyclindrica",4356860,"Weelia cylindrica (Cuvier, 1804)","species","SYNONYM","FUZZY","Weelia cylindrica",13,"Animalia","Chordata","Salpida","Salpidae","Iasis","Iasis cylindrica",1,44,207,1156,7343,5232494,5232496,TRUE,"Thaliacea","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0; singleMatch=5",5232496
"27555","Tomopteris aloysiisabaudiae",6153513,"Tomopteris aloysii sabaudiae Rosa, 1908","subspecies","ACCEPTED","FUZZY","Tomopteris aloysii sabaudiae",69,"Animalia","Annelida","Phyllodocida","Tomopteridae","Tomopteris","Tomopteris aloysii",1,42,256,1079,3589,2312692,2312752,FALSE,"Polychaeta","Similarity: name=90; authorship=0; classification=-2; rank=-25; status=1; singleMatch=5",NA
"27631","Didemnum sp. A",2329716,"Didemnum paa Monniot C. & Monniot F., 1987","species","ACCEPTED","FUZZY","Didemnum paa",9,"Animalia","Chordata","Aplousobranchia","Didemnidae","Didemnum","Didemnum paa",1,44,356,9589977,5220,2329630,2329716,FALSE,"Ascidiacea","Similarity: name=5; authorship=0; classification=-2; rank=5; status=1; nextMatch=0",NA
"27632","Didemnum sp. A",4356333,"Didemnum sycon Michaelsen, 1920","species","SYNONYM","FUZZY","Didemnum sycon",8,"Animalia","Chordata","Aplousobranchia","Didemnidae","Didemnum","Didemnum molle",1,44,356,9589977,5220,2329630,2329762,TRUE,"Ascidiacea","Similarity: name=5; authorship=0; classification=-2; rank=5; status=0",2329762
"27909","Protoleodora aperata",10001767,"Protoleodora asperata (Bush, 1905)","species","ACCEPTED","FUZZY","Protoleodora asperata",14,"Animalia","Annelida","Sabellida","Serpulidae","Protoleodora","Protoleodora asperata",1,42,256,1080,7086,2327387,10001767,FALSE,"Polychaeta","Similarity: name=5; authorship=0; classification=-2; rank=5; status=1; singleMatch=5",NA
